SED_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED28007,0,0,9,27,58,160,261,126,42,689,0,3,0,22,4,17,12,0,0,53,0,0,4,14,3,3,0,0,0,30,0,0,8,29,0,0,0,0,0,37,0,0,0,0,0,8,10,6,5,28,6,98,124,160,58,49,19,4,3,530,0,5,12,122,164,190,208,60,18,794,5,16,14,120,33,22,12,7,0,218,0,0,0,4,0,0,0,0,0,4,5,40,117,429,286,232,131,44,13,1306,0,0,0,27,24,37,49,8,9,155,0,7,14,33,10,5,5,8,0,86,0,0,0,6,5,12,19,13,4,62,4,9,9,25,14,16,11,0,0,88,0,3,14,41,18,22,10,0,0,117,0,27,35,174,122,97,52,32,7,543,0,0,0,14,6,6,4,0,0,23,0,0,7,72,20,11,0,0,0,122,0,0,0,14,41,30,15,11,0,111,0,8,5,16,8,9,4,0,0,56
SED28107,0,0,0,9,14,65,116,51,10,267,0,3,7,77,11,10,6,10,0,131,0,13,52,199,74,29,18,9,9,397,0,8,44,344,25,16,8,0,0,446,0,0,0,4,0,8,17,13,4,49,71,452,414,865,227,172,49,13,0,2252,0,0,3,47,40,47,43,15,7,201,19,174,97,789,86,37,31,4,0,1248,0,0,4,13,7,0,0,0,0,28,4,92,251,1015,449,362,147,28,17,2369,0,0,0,25,25,27,31,12,9,122,0,16,46,118,64,54,16,9,4,318,0,0,4,10,19,40,32,9,11,124,4,41,49,88,55,21,8,4,0,273,0,10,20,54,28,28,12,3,3,163,6,30,72,378,113,61,32,19,6,719,0,4,0,61,6,5,5,0,0,87,3,28,68,154,49,25,9,0,0,331,0,0,0,20,10,10,5,3,0,49,5,26,30,27,8,6,5,0,0,108
SED28203,0,0,0,9,4,23,107,81,23,240,0,4,11,48,5,8,3,3,0,93,0,0,0,8,4,0,0,0,0,18,0,12,94,417,9,6,3,0,0,543,0,0,0,4,0,4,5,6,3,21,10,81,86,181,34,36,13,4,0,446,0,16,32,245,180,322,479,240,77,1593,4,38,27,218,19,10,7,0,0,325,0,0,0,4,0,0,3,0,0,4,5,34,50,344,102,96,72,7,0,719,0,0,0,12,4,4,11,7,4,37,0,9,20,36,24,25,12,0,0,132,0,0,0,3,3,10,6,3,4,36,0,21,9,48,14,7,11,0,0,112,0,5,4,15,8,5,0,0,0,38,0,14,38,281,78,70,47,15,4,548,0,0,0,25,4,4,0,0,0,36,0,8,7,99,23,8,0,0,0,141,0,3,5,73,84,82,57,22,8,336,0,4,16,21,4,9,3,0,0,55
SED28301,0,0,0,4,0,7,20,14,8,52,0,0,0,3,4,3,6,0,0,13,0,6,5,6,0,3,0,0,0,19,0,0,0,6,0,0,0,0,0,8,0,3,4,5,7,7,21,26,18,88,0,28,32,64,58,61,34,14,9,295,0,0,0,6,0,8,7,18,0,43,0,24,9,78,13,9,3,0,0,141,0,0,3,0,9,3,3,0,0,19,0,12,7,57,19,21,30,5,0,150,0,0,0,9,12,13,16,16,8,74,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,21,18,24,6,92,5,18,19,61,36,50,28,14,3,236,0,20,43,64,83,62,35,12,3,325,0,0,7,49,36,31,33,17,9,183,0,4,11,76,44,23,32,0,3,201,0,3,4,41,14,6,3,0,0,79,0,0,0,5,11,14,5,0,3,32,9,22,20,25,21,17,15,3,0,125
SED28408,0,0,0,0,0,4,8,8,0,24,0,0,0,3,0,4,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,22,26,0,0,0,0,0,50,0,0,6,6,5,10,59,45,22,141,4,13,20,85,48,53,43,11,7,291,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,0,0,0,33,0,0,0,0,8,0,0,0,0,13,0,16,15,111,31,33,16,8,0,237,0,0,0,0,0,7,0,0,5,12,0,0,0,0,0,0,0,4,0,7,0,3,4,10,14,15,26,29,8,111,0,0,7,7,9,4,0,0,0,22,3,4,0,31,14,6,13,3,0,72,0,3,8,44,7,0,0,0,0,69,0,0,0,18,0,0,0,0,0,24,0,4,6,42,8,10,0,0,0,66,0,0,0,7,0,0,0,0,0,4,0,14,13,36,17,15,11,0,0,101
SED28507,0,5,0,9,4,33,59,26,12,140,0,0,8,40,16,12,4,3,0,84,0,5,84,448,172,101,35,31,8,891,0,6,21,130,13,4,0,0,0,175,0,0,0,0,3,10,29,10,5,56,15,151,191,471,180,132,74,20,3,1240,0,0,0,11,10,20,11,8,0,57,7,45,20,202,18,6,9,0,0,306,0,0,0,0,6,0,0,0,0,12,3,74,130,514,241,130,70,25,9,1188,0,0,0,19,16,24,23,11,7,102,0,4,7,37,25,16,7,0,0,101,0,4,8,34,17,57,57,37,10,225,3,14,23,36,24,13,7,0,0,130,0,13,13,49,28,17,10,8,0,130,5,35,25,218,59,36,14,10,4,396,0,0,3,22,0,0,4,0,0,36,9,151,255,251,44,14,9,0,0,728,0,0,0,3,6,0,5,0,0,12,4,23,24,40,13,8,7,9,0,125
SED28607,0,0,0,8,8,10,55,86,24,194,0,0,0,23,0,5,6,0,0,34,0,0,0,10,4,5,4,0,0,28,0,0,9,28,0,0,0,0,0,38,0,0,0,19,15,9,11,3,0,63,0,35,34,394,185,97,36,3,4,790,0,0,0,23,34,55,87,67,27,305,0,0,0,18,0,0,4,0,0,22,0,0,0,7,8,3,0,0,0,19,0,7,15,162,58,44,31,11,0,318,0,0,0,33,12,16,15,27,35,133,0,0,0,0,0,3,0,3,0,7,0,5,3,66,22,42,37,16,4,193,0,9,4,57,20,3,4,0,0,94,3,8,9,84,34,10,5,4,0,154,0,3,0,33,13,6,5,0,0,74,0,0,0,29,0,3,0,0,0,41,0,11,8,99,28,10,0,0,0,163,0,3,0,16,8,0,4,0,0,29,3,19,11,114,42,22,15,0,0,233
SED28704,0,0,0,7,3,16,55,23,3,110,0,0,5,32,8,14,9,0,0,66,0,0,0,5,0,0,3,0,0,8,0,9,6,141,9,6,0,0,0,172,0,0,0,5,7,8,31,16,4,71,11,98,80,240,117,71,46,13,3,677,0,0,0,60,38,55,46,11,0,210,5,11,12,109,13,3,6,0,0,156,0,0,0,0,9,0,0,0,0,18,0,30,30,253,100,54,36,8,0,524,0,0,0,12,12,13,6,3,5,52,0,4,6,20,13,11,8,0,0,62,3,4,10,20,30,37,35,20,3,165,0,9,7,39,23,20,7,0,0,101,0,18,36,85,66,26,10,7,0,253,4,34,33,307,71,38,32,15,0,524,0,0,0,19,0,0,0,0,0,24,0,6,9,102,35,9,9,0,0,170,0,0,0,20,21,14,5,4,0,65,0,21,18,45,19,17,15,0,0,127
SED28803,0,0,0,10,11,49,108,58,11,255,0,0,7,36,11,18,3,3,0,80,0,0,0,7,6,0,0,0,0,18,0,29,61,480,23,11,12,0,0,612,0,0,4,5,0,3,10,6,4,24,37,225,257,429,110,67,26,5,0,1162,0,0,0,43,25,37,22,10,3,138,15,142,94,623,82,22,13,3,0,994,0,0,6,5,4,0,0,0,0,16,7,43,113,546,236,192,86,15,4,1238,0,0,0,24,10,18,21,10,3,77,0,28,51,119,101,78,27,7,0,418,0,0,0,10,8,18,21,9,5,80,0,22,22,48,27,25,9,0,0,161,0,7,3,41,13,17,6,0,0,89,3,66,127,633,319,193,63,36,9,1466,0,0,0,23,9,5,0,0,0,38,0,7,19,128,37,20,0,0,0,213,8,44,70,463,477,317,126,39,14,1552,5,22,20,38,13,6,5,0,0,104
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,6,4,0,13,0,0,11,28,9,13,5,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,10,0,0,0,0,0,10,0,0,0,4,0,5,0,0,0,11,0,0,0,6,3,3,0,0,0,17,0,0,0,8,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,5,0,0,0,9,3,0,0,0,0,11
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
