SED_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SED26102,6,21,13,13,5,0,0,0,55,8,5,3,3,20,0,0,0,34,3,39,54,88,181,513,463,310,1651,15,69,76,101,204,513,463,310,1745,2601,2380,2723,3650,4205,4742,2766,730,23812,239,208,245,326,306,371,296,162,2143,2856,2653,3042,4083,4720,5621,3523,1211,27700,4,14,6,0,0,0,0,0,21,0,3,0,0,0,0,0,0,9,0,4,11,21,46,39,25,34,188,11,18,17,30,46,39,25,34,218,2459,2600,3117,4027,5035,5494,3381,1217,27325,279,206,244,291,339,395,350,258,2362,2746,2832,3376,4343,5418,5920,3757,1509,29910,12,30,22,16,5,0,0,0,81,8,15,5,0,20,0,0,0,47,6,45,66,111,230,552,492,344,1839,27,84,89,126,253,552,492,344,1965,5063,4984,5841,7679,9239,10234,6143,1955,51132,516,415,488,616,641,762,642,419,4510,5606,5487,6421,8423,10134,11544,7279,2714,57610
SED26207,7,6,4,0,0,0,0,0,20,9,8,6,3,0,0,0,0,24,10,36,45,83,102,174,153,98,692,24,46,50,89,107,174,153,98,732,3465,3297,3814,3965,3259,2561,1931,729,23025,112,175,131,140,102,75,92,48,888,3607,3517,4003,4191,3468,2809,2168,880,24645,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,9,0,3,9,16,20,15,0,7,70,0,6,15,16,20,15,0,7,78,3169,3372,4064,4287,3727,3391,2545,1156,25710,95,137,137,121,100,97,139,89,907,3263,3517,4211,4416,3847,3503,2675,1253,26694,7,6,3,0,0,0,0,0,26,9,9,10,3,0,0,0,0,29,7,35,52,97,118,184,151,110,762,24,52,65,94,128,184,151,110,811,6640,6666,7877,8250,6990,5949,4471,1888,48734,209,319,272,262,197,170,227,139,1787,6872,7034,8215,8613,7317,6307,4851,2133,51337
SED26303,5,8,6,3,0,0,0,0,26,4,6,7,0,3,0,0,0,31,4,38,60,69,64,72,73,35,418,11,53,69,81,68,72,73,35,471,3141,5835,5202,4499,3159,1936,1118,455,25348,136,244,220,158,126,77,61,61,1087,3289,6136,5494,4736,3356,2088,1254,556,26907,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,8,3,4,10,23,15,7,5,0,73,9,12,16,23,14,7,5,0,83,3316,6899,5691,4946,3575,2372,1492,780,29068,111,250,196,137,116,90,107,107,1107,3431,7158,5901,5106,3705,2459,1605,888,30258,9,10,12,3,0,0,0,0,28,7,9,8,3,4,0,0,0,37,7,42,65,92,80,82,76,40,490,17,60,86,103,87,82,76,40,556,6459,12734,10888,9452,6740,4304,2615,1235,54421,244,496,424,288,240,170,166,163,2192,6727,13292,11395,9848,7065,4553,2858,1441,57167
SED26406,8,5,6,0,0,0,0,0,14,8,10,3,8,3,0,0,0,36,7,37,49,60,81,119,70,71,497,24,52,61,72,84,119,70,71,551,5422,7068,5042,4054,3217,2158,1364,612,28924,336,506,224,146,98,88,59,38,1492,5782,7621,5324,4270,3391,2357,1493,723,30962,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,6,0,8,17,18,7,5,13,79,6,0,13,16,26,7,5,13,90,5324,6769,4998,4293,3522,2602,1869,980,30359,271,355,190,140,96,97,105,101,1352,5595,7128,5200,4451,3638,2701,1981,1099,31793,8,5,8,0,0,0,0,0,19,8,16,3,15,8,0,0,0,46,14,37,60,77,100,125,81,82,578,28,54,73,95,110,125,81,82,645,10745,13835,10034,8346,6731,4758,3234,1590,59281,608,858,414,287,194,177,160,145,2841,11376,14750,10525,8717,7033,5061,3470,1820,62761
SED26504,3,4,0,3,4,0,0,0,16,3,7,3,8,13,0,0,0,28,9,33,59,127,187,445,316,183,1362,21,43,63,136,199,445,316,183,1405,2723,2651,2815,3282,3728,3459,1971,520,21145,230,204,198,191,239,257,189,99,1606,2973,2904,3073,3607,4165,4160,2475,798,24153,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,3,13,39,43,38,20,14,168,10,3,18,40,43,38,20,14,183,2610,2822,3094,3686,4113,3948,2406,1007,23692,208,189,199,215,222,254,258,155,1702,2821,3022,3315,3940,4383,4243,2682,1176,25577,6,4,0,5,4,0,0,0,20,0,7,3,8,14,0,0,0,35,16,36,73,165,226,485,337,196,1534,24,51,77,170,246,485,337,196,1589,5330,5475,5911,6964,7846,7405,4377,1528,44836,435,396,394,406,462,511,449,250,3305,5789,5921,6389,7548,8547,8402,5161,1980,49730
SED26603,3,28,4,0,0,0,0,0,39,4,14,8,4,6,0,0,0,38,6,53,52,62,67,106,81,95,531,14,94,74,66,73,106,81,95,611,4332,7050,6239,4545,3445,2070,1303,767,29748,267,437,275,226,150,114,116,101,1693,4610,7585,6593,4845,3666,2289,1500,959,32050,6,4,0,3,0,0,0,0,11,0,0,4,0,0,0,0,0,5,3,13,12,14,8,13,5,9,76,7,13,16,16,8,13,5,9,95,4043,7238,6379,4873,3768,2539,1969,1406,32213,182,397,242,197,141,131,145,203,1634,4225,7652,6640,5080,3916,2684,2113,1626,33937,5,32,11,4,0,0,0,0,50,4,16,14,4,6,0,0,0,47,9,59,64,74,81,122,85,101,609,24,109,92,85,88,122,85,101,705,8369,14292,12620,9422,7208,4607,3268,2172,61958,452,839,522,419,288,245,263,306,3330,8844,15241,13229,9924,7585,4975,3618,2584,65988
SED26708,4,0,0,0,0,0,0,0,5,0,9,8,3,4,0,0,0,19,3,25,64,120,190,372,246,160,1177,7,33,68,123,193,372,246,160,1199,3302,3225,3240,3766,4245,3672,1817,391,23649,257,253,244,284,287,302,157,95,1876,3565,3508,3554,4169,4728,4341,2215,638,26727,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,18,7,27,46,23,14,17,148,3,22,7,27,47,23,14,17,155,2829,3214,3567,3942,4529,3945,2079,889,24995,225,201,234,257,265,261,209,163,1818,3057,3431,3811,4226,4839,4227,2306,1067,26968,9,7,0,0,0,0,0,0,8,0,8,8,3,0,0,0,0,20,3,44,75,149,235,388,255,179,1328,13,52,81,151,237,388,255,179,1358,6132,6438,6802,7706,8777,7618,3899,1276,48647,482,459,478,536,553,555,368,256,3685,6621,6942,7364,8393,9568,8571,4524,1709,53692
SED26806,4,21,13,15,3,0,0,0,53,8,12,11,8,5,0,0,0,44,6,67,59,89,93,142,131,81,673,16,108,80,109,98,142,131,81,769,3172,10222,6051,3583,2914,2073,1242,366,29617,227,700,434,296,228,183,149,109,2319,3409,11032,6568,3983,3240,2390,1527,553,32704,10,3,0,0,0,0,0,0,18,0,7,0,0,4,0,0,0,15,0,17,15,11,18,8,3,12,92,9,30,18,15,23,8,3,12,125,3931,11234,5747,3648,3016,2630,1620,669,32499,276,728,378,259,208,174,172,215,2410,4221,11983,6144,3925,3244,2818,1795,898,35032,13,21,11,19,3,0,0,0,66,9,18,15,6,9,0,0,0,58,6,88,74,104,114,157,137,94,762,27,134,96,126,122,157,137,94,889,7102,21460,11804,7229,5925,4702,2861,1035,62115,500,1423,815,557,439,353,327,328,4726,7628,23016,12710,7908,6487,5208,3325,1452,67737
SED26903,4,8,3,5,0,0,0,0,19,4,15,6,0,0,0,0,0,30,0,39,42,71,84,104,72,53,467,4,62,54,77,85,104,72,53,514,3458,6306,5270,4173,3121,2088,1342,629,26378,197,380,284,219,174,165,124,130,1674,3660,6746,5603,4464,3389,2352,1538,817,28566,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,16,12,13,5,10,66,4,3,15,15,12,13,5,10,78,3305,6383,5464,4318,3438,2497,1906,1062,28367,168,351,248,196,155,155,146,221,1639,3476,6738,5726,4524,3610,2663,2063,1286,30087,6,8,10,5,0,0,0,0,23,3,11,10,3,0,0,0,0,37,4,45,53,84,97,113,77,64,531,9,65,70,88,102,113,77,64,589,6758,12690,10734,8483,6564,4583,3246,1686,54748,367,731,531,414,331,323,272,351,3314,7134,13486,11328,8996,6997,5016,3596,2099,58653
SED27003,0,10,0,6,5,0,0,0,27,3,20,9,7,4,0,0,0,43,10,65,79,80,87,107,73,45,544,12,101,93,91,97,107,73,45,619,3085,10754,6396,3967,3217,2049,959,294,30720,209,598,377,264,234,145,79,39,1943,3309,11450,6864,4323,3551,2305,1116,376,33282,0,9,4,0,0,0,0,0,12,0,7,0,6,0,0,0,0,19,3,9,9,23,16,12,8,5,83,3,26,16,27,21,12,8,5,110,3841,11451,5897,3958,3179,2488,1316,590,32722,228,567,322,214,175,140,93,42,1781,4076,12047,6235,4200,3377,2640,1416,636,34617,0,18,0,10,5,0,0,0,34,6,32,12,7,8,0,0,0,66,9,77,90,106,105,121,77,46,630,13,124,104,120,117,121,77,46,735,6927,22207,12297,7921,6399,4536,2279,873,63446,438,1166,695,477,412,287,169,82,3727,7384,23498,13098,8524,6923,4941,2533,1005,67900
SED27101,5,3,8,6,6,0,0,0,26,0,10,16,3,8,0,0,0,40,8,36,62,112,115,187,195,165,873,10,52,88,124,123,187,195,165,935,3658,4468,4802,4089,3104,2254,1282,375,24036,122,178,176,152,101,73,59,45,910,3785,4698,5065,4363,3330,2519,1536,580,25879,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,3,14,22,28,17,11,13,107,3,9,9,22,28,17,11,13,117,3329,4684,5244,4369,3543,2872,1917,831,26784,90,177,176,98,99,86,102,66,891,3418,4868,5429,4484,3670,2974,2028,914,27794,5,6,8,6,6,0,0,0,27,0,9,17,3,8,0,0,0,41,10,40,74,133,147,202,202,177,978,16,62,97,143,156,202,202,177,1047,6984,9150,10047,8456,6650,5131,3194,1204,50820,207,353,349,250,197,162,168,115,1802,7203,9565,10496,8846,7005,5492,3567,1496,53672
SED27208,3,3,4,8,0,0,0,0,16,4,6,6,3,7,0,0,0,24,3,41,80,164,258,512,291,208,1561,6,57,90,171,267,512,291,208,1601,3058,3067,2954,3693,4354,4097,2135,482,23834,306,443,504,558,507,466,301,129,3203,3369,3571,3541,4424,5124,5074,2732,823,28651,0,0,3,0,4,0,0,0,6,6,0,0,0,0,0,0,0,9,3,16,23,42,70,54,13,17,229,7,11,24,38,71,54,13,17,239,2895,3292,3231,3980,4672,4443,2387,988,25892,228,207,246,301,304,318,308,207,2112,3123,3517,3495,4320,5052,4815,2705,1209,28240,4,3,9,8,8,0,0,0,22,3,9,6,5,7,0,0,0,33,6,54,97,203,327,566,304,224,1784,15,68,113,214,343,566,304,224,1843,5952,6358,6181,7673,9032,8543,4520,1470,49726,529,658,749,856,803,780,606,333,5317,6497,7083,7038,8740,10176,9886,5433,2034,56887
SED27305,0,0,0,0,0,0,0,0,10,3,5,4,6,3,0,0,0,19,4,20,42,75,96,141,112,83,572,7,29,49,75,105,141,112,83,606,3912,2990,3277,3766,3841,2238,1095,230,21345,96,106,103,76,81,53,55,30,601,4019,3125,3430,3919,4022,2434,1262,335,22554,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,14,13,22,10,3,4,76,0,0,16,13,22,10,3,4,83,3539,2985,3561,4351,4047,2498,1397,420,22794,96,84,86,77,86,67,68,26,593,3636,3072,3665,4447,4155,2578,1462,455,23469,0,5,4,0,0,0,0,0,12,3,5,4,6,3,0,0,0,19,6,22,58,87,114,158,122,84,648,9,33,60,94,129,158,122,84,683,7451,5977,6844,8119,7886,4739,2489,648,44140,197,191,191,153,167,121,122,53,1192,7655,6196,7096,8367,8179,5012,2726,786,46026
SED27406,0,4,4,5,0,0,0,0,13,4,12,14,3,0,0,0,0,31,12,24,67,112,108,252,238,164,975,14,40,81,121,109,252,238,164,1019,3569,2810,3560,4503,3884,2831,1572,483,23211,97,117,157,144,87,106,89,56,845,3684,2961,3796,4771,4080,3188,1898,698,25079,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,12,19,29,23,13,22,118,0,3,13,29,27,23,13,22,130,3434,3177,4142,5119,4341,3582,2172,1101,27069,75,117,140,126,116,120,109,127,929,3507,3300,4298,5273,4488,3727,2296,1244,28130,0,4,3,5,0,0,0,0,12,4,12,12,8,5,0,0,0,42,16,23,79,136,136,275,250,183,1096,17,40,91,149,141,275,250,183,1148,7008,5990,7701,9624,8224,6410,3747,1581,50276,167,235,293,267,202,228,198,179,1780,7190,6262,8091,10046,8565,6919,4195,1942,53203
SED27504,10,4,3,5,3,0,0,0,23,4,0,7,3,3,0,0,0,17,20,41,59,139,184,365,235,186,1228,30,49,64,146,190,365,235,186,1270,4050,4182,3836,4078,4031,3295,1859,479,25819,396,385,349,353,333,283,194,86,2384,4473,4618,4250,4572,4563,3950,2289,751,29472,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,3,7,9,37,45,28,16,13,166,7,7,9,40,54,28,16,13,177,3839,4516,4161,4246,4450,3817,2240,1033,28301,331,399,344,290,310,254,257,128,2327,4180,4924,4515,4580,4811,4099,2520,1173,30801,9,4,3,5,4,0,0,0,23,4,9,7,4,4,0,0,0,27,23,50,66,174,229,393,251,199,1391,40,62,71,185,246,393,251,199,1440,7881,8694,7996,8325,8484,7117,4103,1514,54117,733,789,695,646,646,537,452,214,4706,8656,9540,8762,9151,9370,8048,4806,1928,60270
SED27608,8,4,6,6,0,0,0,0,28,6,12,14,9,8,0,0,0,52,9,86,134,166,190,346,290,192,1409,22,101,161,185,199,346,290,192,1487,5681,6108,5955,4993,4026,3396,1766,495,32422,296,308,216,187,154,179,116,77,1532,5993,6514,6333,5359,4378,3919,2173,765,35441,0,0,0,0,0,0,0,0,11,5,0,0,0,3,0,0,0,10,0,17,31,41,51,43,11,16,211,11,18,35,44,53,43,11,16,235,5666,6371,6633,5513,4785,4155,2349,1129,36603,277,237,216,185,150,211,160,147,1574,5948,6621,6884,5746,4986,4406,2525,1293,38415,7,3,15,6,0,0,0,0,36,13,13,15,12,8,0,0,0,66,9,103,164,207,236,382,300,207,1616,30,116,194,229,251,382,300,207,1718,11345,12477,12589,10507,8819,7554,4118,1629,69032,572,544,430,374,303,387,276,217,3105,11945,13138,13213,11110,9370,8322,4700,2053,73858
SED27708,4,5,0,0,3,0,0,0,14,6,9,0,6,4,0,0,0,25,6,55,75,117,190,406,235,167,1250,16,71,83,122,195,406,235,167,1292,3285,3331,3298,3713,4019,3526,1637,416,23221,283,226,256,252,208,238,157,82,1699,3585,3618,3639,4086,4418,4166,2026,672,26213,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,13,36,49,30,13,3,153,3,9,13,36,53,30,13,3,160,3213,3575,3670,4206,4592,4012,2105,950,26325,204,213,242,209,209,230,201,197,1710,3421,3794,3922,4451,4855,4279,2315,1144,28191,4,8,0,3,4,0,0,0,17,6,9,0,5,4,0,0,0,31,9,63,87,151,239,438,244,175,1409,18,78,98,157,246,438,244,175,1454,6501,6902,6969,7914,8606,7539,3740,1369,49542,487,432,502,461,422,469,359,277,3407,7002,7420,7558,8534,9277,8449,4345,1819,54400
SED27807,0,0,0,3,4,0,0,0,14,0,3,0,4,0,0,0,0,14,0,28,30,37,53,133,70,25,378,7,32,36,46,57,133,70,25,401,4394,6152,4566,3909,3931,3193,1688,529,28361,440,691,512,355,293,240,213,116,2852,4840,6881,5113,4305,4279,3569,1971,668,31620,0,4,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,3,0,4,15,11,0,0,41,3,8,3,7,17,11,0,0,54,4094,5730,4540,4161,4059,3554,1973,891,29007,353,530,407,294,257,222,197,235,2504,4451,6274,4957,4467,4332,3786,2175,1127,31559,0,10,3,3,4,0,0,0,26,3,3,0,4,6,0,0,0,16,0,34,30,46,64,140,72,28,416,13,39,41,57,77,140,72,28,459,8487,11886,9109,8067,7988,6745,3663,1421,57368,790,1220,918,647,548,466,411,344,5355,9289,13150,10067,8773,8610,7350,4148,1791,63178
SED27907,0,4,0,3,5,0,0,0,16,0,15,7,8,8,0,0,0,40,3,64,88,140,187,276,168,88,1023,11,82,99,150,201,276,168,88,1080,3789,4595,4161,3815,3462,2622,1320,334,24103,191,278,218,167,152,114,79,33,1239,3988,4952,4478,4132,3812,3017,1573,460,26418,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,8,12,28,41,37,14,9,143,0,13,16,28,42,37,14,9,156,3413,4725,4451,4249,4022,3311,1670,598,26436,162,209,186,185,132,127,113,51,1164,3578,4951,4651,4462,4193,3470,1800,659,27752,0,7,4,8,5,0,0,0,24,0,15,9,9,12,0,0,0,45,4,79,98,166,226,308,183,96,1164,16,99,117,174,241,308,183,96,1232,7204,9321,8611,8062,7483,5934,2997,928,50540,353,483,404,354,280,233,195,91,2399,7564,9905,9129,8596,8004,6482,3374,1114,54173
SED28007,0,0,6,3,5,0,0,0,14,3,9,3,3,3,0,0,0,27,12,24,44,54,78,104,60,21,395,17,30,48,60,83,104,60,21,437,5726,5038,5307,5494,4320,2611,1074,249,29819,242,246,247,190,152,70,46,10,1211,5979,5327,5603,5747,4557,2786,1185,285,31465,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,6,3,14,9,20,7,3,5,57,3,7,10,6,20,7,3,5,58,5360,5063,5827,6021,4672,2739,1215,489,31385,175,239,246,175,147,97,48,29,1153,5545,5310,6084,6198,4832,2837,1267,527,32601,3,5,7,7,5,0,0,0,20,3,13,3,3,3,0,0,0,31,10,25,50,60,98,112,61,25,453,17,41,64,68,100,112,61,25,499,11084,10108,11134,11513,8991,5348,2290,742,61203,422,487,493,364,297,168,97,39,2363,11519,10639,11686,11947,9396,5625,2451,806,64065
SED28107,3,15,19,7,11,0,0,0,54,3,8,13,6,8,0,0,0,41,15,45,74,111,208,245,101,33,837,26,63,106,129,232,245,101,33,932,7861,11259,13103,6116,3961,2345,914,156,45718,811,1390,1075,445,242,135,64,20,4176,8696,12711,14286,6692,4427,2729,1075,209,50827,6,11,8,3,0,0,0,0,18,0,0,3,0,0,0,0,0,10,3,4,8,33,48,31,9,0,144,9,15,17,33,51,31,9,0,169,6683,12048,11977,5740,4591,2805,1036,289,45168,481,910,727,311,201,136,59,25,2858,7176,12970,12717,6082,4845,2978,1106,318,48195,8,19,23,9,11,0,0,0,74,7,4,15,6,8,0,0,0,48,17,47,87,144,257,279,113,31,978,33,77,119,165,281,279,113,31,1096,14544,23303,25076,11862,8548,5151,1948,447,90886,1296,2296,1807,758,443,270,121,44,7029,15873,25679,27005,12774,9270,5707,2185,521,99011
SED28203,4,3,4,6,0,0,0,0,15,0,8,10,0,0,0,0,0,24,10,14,43,39,39,92,58,36,333,12,25,53,49,44,92,58,36,373,4570,6344,6565,4261,3321,2787,1830,607,30280,302,450,345,267,168,118,90,39,1781,4878,6819,6959,4572,3533,3002,1984,687,32431,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,8,0,13,10,10,3,0,48,0,13,8,15,10,10,3,0,58,4172,6556,6313,4095,3640,3446,2166,838,31231,250,383,300,195,161,143,109,49,1591,4423,6957,6622,4308,3809,3605,2283,886,32887,4,12,11,3,0,0,0,0,24,4,8,12,9,0,0,0,0,22,10,19,45,53,49,97,67,37,382,18,40,62,61,54,97,67,37,432,8741,12900,12876,8359,6961,6240,3998,1450,61513,547,836,647,462,324,270,195,88,3366,9307,13777,13582,8881,7338,6607,4260,1573,65317
SED28301,0,0,0,0,0,0,0,0,5,4,4,5,4,11,0,0,0,33,4,17,31,69,108,184,194,123,722,10,25,40,76,119,184,194,123,766,4155,2725,3584,4182,3830,2785,1707,567,23536,107,88,103,149,78,93,80,51,741,4271,2837,3718,4405,4025,3064,1983,744,25050,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,5,9,22,15,4,10,73,3,8,5,13,18,15,4,10,80,3734,2790,4177,4640,4326,3327,2244,940,26172,87,91,123,110,106,96,105,72,789,3825,2883,4303,4767,4453,3438,2353,1025,27038,0,3,0,3,0,0,0,0,15,4,8,5,4,9,0,0,0,37,6,19,34,79,132,202,192,130,797,17,27,44,90,139,202,192,130,844,7887,5515,7761,8820,8163,6108,3953,1517,49716,191,178,219,261,176,188,187,123,1531,8092,5722,8024,9172,8477,6501,4335,1769,52085
SED28408,5,6,0,4,5,0,0,0,19,6,16,4,4,7,0,0,0,31,9,58,84,142,194,277,256,157,1175,11,77,86,151,208,277,256,157,1219,3634,3887,3233,3324,3162,2697,1415,393,21748,198,226,169,190,160,148,102,72,1276,3843,4187,3492,3670,3532,3123,1772,621,24248,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,7,19,28,56,38,10,11,169,0,9,20,29,56,38,10,11,180,3734,3957,3835,3858,3831,3455,2031,996,25700,208,224,179,145,164,155,180,190,1446,3941,4185,4039,4034,4053,3647,2222,1195,27324,6,4,0,6,5,0,0,0,21,4,13,8,4,7,0,0,0,39,13,63,98,173,251,306,267,165,1343,12,89,110,185,261,306,267,165,1401,7365,7842,7068,7187,6995,6154,3446,1388,47445,409,448,351,335,325,307,283,259,2723,7786,8380,7534,7706,7580,6765,3994,1815,51564
SED28507,4,5,5,7,8,0,0,0,31,6,12,11,6,18,0,0,0,54,6,66,81,107,243,293,164,49,1015,22,86,96,119,269,293,164,49,1095,5203,6866,7226,4521,3585,2465,1070,248,31197,358,524,471,286,210,146,90,71,2158,5583,7478,7801,4922,4066,2904,1322,373,34446,0,6,5,4,6,0,0,0,17,4,5,0,0,0,0,0,0,9,7,5,20,37,62,35,13,4,192,14,17,25,43,69,35,13,4,219,4891,7901,6915,4836,4117,2864,1411,599,33536,347,555,399,268,167,155,141,140,2165,5249,8466,7338,5145,4355,3056,1568,744,35922,7,8,13,10,11,0,0,0,44,14,17,15,6,16,0,0,0,65,16,77,99,147,308,331,177,54,1201,35,100,124,155,331,331,177,54,1311,10092,14766,14144,9359,7707,5330,2485,847,64734,702,1076,870,552,380,299,233,210,4323,10832,15945,15139,10066,8420,5962,2891,1111,70371
