SED_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
SED25205,0,0,0,0,0,3,6,0,0,7,0,15,12,90,36,17,12,9,11,200,0,0,3,27,22,23,61,67,37,249,0,0,8,4,5,0,5,0,0,26,0,0,4,10,7,0,0,0,0,21,0,0,6,12,9,13,8,0,0,51,0,0,0,26,14,18,11,4,0,82,0,0,0,0,0,0,8,4,4,21,0,0,0,31,20,22,16,6,0,101,0,0,0,4,0,0,0,4,0,10,0,0,5,16,0,0,0,0,0,27,0,4,0,12,12,10,24,15,10,82,4,13,29,196,113,92,32,16,0,502,0,0,0,3,0,0,3,0,0,15,0,0,0,3,3,0,4,0,0,16,0,0,0,0,15,7,0,0,0,25,0,7,11,55,24,26,20,6,0,149,0,3,0,29,23,28,26,8,4,120,0,0,0,0,0,0,4,0,0,7,0,10,11,55,39,41,41,33,5,250
SED25302,0,0,0,0,0,0,0,0,0,5,0,9,25,47,57,25,28,15,5,218,0,0,0,20,9,30,52,54,19,185,0,0,4,3,4,0,3,0,0,17,0,3,0,3,0,0,0,0,0,3,0,0,0,0,4,3,4,0,0,10,0,0,0,10,9,12,15,9,4,56,0,0,0,0,3,5,10,15,5,33,0,0,0,7,0,10,4,0,0,19,0,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,0,0,0,5,0,0,3,9,14,10,61,45,17,165,4,7,21,100,105,90,61,37,13,438,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,7,0,0,0,3,6,4,3,0,0,17,0,4,3,15,8,6,0,4,0,33,0,0,0,12,11,11,17,11,5,53,0,0,0,0,0,0,0,0,0,6,0,14,23,31,61,66,71,62,25,357
SED25402,0,0,0,0,0,0,0,0,0,4,0,0,0,13,3,15,12,10,4,65,0,0,5,0,10,29,96,60,46,245,0,0,0,7,4,0,0,0,0,15,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,5,14,11,9,0,3,0,54,0,0,0,3,3,18,56,40,16,136,0,0,0,10,0,0,3,0,0,12,0,5,0,33,11,0,0,0,0,57,0,0,0,6,0,0,0,0,0,14,0,0,0,8,13,25,87,93,28,253,0,11,19,89,53,62,63,19,0,327,0,0,0,0,0,0,5,0,0,6,0,4,0,23,5,0,3,0,0,35,0,0,0,0,6,0,3,0,0,9,5,19,20,74,18,10,8,0,0,156,0,0,0,10,3,7,13,3,0,36,0,0,0,0,5,4,0,0,0,6,0,0,5,3,7,43,69,49,15,193
SED25501,0,0,0,5,6,6,4,0,0,25,0,4,0,7,0,9,9,5,6,44,0,4,3,16,3,32,53,50,33,197,0,19,17,20,18,9,3,0,0,93,0,30,46,135,97,39,11,4,0,365,0,0,0,4,6,4,4,6,0,21,0,44,184,453,191,230,188,86,12,1393,0,0,0,0,0,0,6,7,0,22,0,0,0,28,7,9,8,3,0,53,0,0,4,6,0,6,3,0,0,20,0,4,17,27,8,4,0,0,0,62,0,0,4,3,8,7,14,14,9,66,7,43,80,83,44,35,26,25,11,360,0,0,0,0,0,0,0,0,0,5,0,24,31,99,22,8,0,0,0,184,0,0,0,4,4,0,0,0,0,4,0,10,17,61,24,19,8,4,0,136,0,3,5,7,6,24,24,10,4,83,0,0,0,0,0,0,0,0,0,3,0,6,3,3,7,18,12,16,15,86
SED25605,0,5,4,14,4,4,5,7,0,42,0,4,0,7,5,5,8,9,6,38,0,0,0,22,18,64,135,159,111,511,0,5,0,8,7,0,7,0,0,30,3,18,17,101,29,10,9,3,0,189,0,0,6,11,14,26,22,25,5,105,0,23,87,427,112,116,127,53,15,960,0,0,0,0,5,0,6,15,3,37,4,0,6,38,21,28,40,23,17,171,0,0,11,105,32,15,9,4,0,172,0,0,6,34,0,3,0,0,0,46,0,0,0,3,5,9,18,16,17,68,7,15,51,114,51,52,40,21,0,352,0,0,0,8,6,13,19,14,0,61,4,30,49,187,33,11,5,6,0,322,0,0,0,0,0,0,0,0,0,5,3,25,36,141,51,40,21,0,3,319,0,0,0,16,15,36,36,16,3,117,0,0,0,10,8,7,9,0,0,22,0,0,0,12,15,15,30,23,8,101
SED25704,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,8,11,3,0,30,0,0,0,6,5,18,59,37,30,153,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,0,0,0,10,0,0,0,0,0,0,0,5,0,7,0,10,20,113,19,8,0,0,0,175,0,0,0,0,0,5,14,6,0,14,0,0,0,0,0,0,0,0,0,6,0,0,9,10,0,0,0,0,0,16,0,0,5,26,0,0,0,0,0,30,0,0,0,5,3,9,32,24,9,76,0,5,14,62,41,58,35,13,0,233,0,0,0,0,0,0,0,0,0,5,0,0,0,18,4,0,0,0,0,27,0,0,0,0,7,0,0,0,0,9,0,31,32,109,48,10,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,20,14,0,59
SED25802,0,0,0,4,0,0,0,0,0,7,0,0,0,16,13,10,14,11,7,65,0,0,0,11,4,24,56,36,20,146,0,0,3,3,5,0,0,0,0,16,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,15,0,5,0,0,0,17,0,0,0,0,0,10,23,12,0,47,0,0,0,8,0,3,6,6,0,28,0,0,0,7,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,7,14,28,106,100,24,281,0,11,30,122,81,87,75,27,6,432,0,0,0,0,0,0,0,0,0,10,0,0,5,7,6,3,0,0,0,18,0,0,0,4,0,4,6,0,0,11,0,4,22,35,10,7,6,0,0,78,0,0,0,3,8,3,21,3,0,39,0,0,0,31,0,0,0,0,0,38,0,3,3,9,19,39,51,42,9,174
SED25905,0,9,12,36,26,15,8,3,4,110,0,0,5,12,6,15,12,10,0,53,0,0,0,11,18,50,94,81,35,294,0,0,4,0,0,0,0,0,0,4,0,0,10,42,11,5,0,0,0,81,0,3,0,20,27,47,28,10,3,132,3,7,16,69,26,43,43,11,0,220,0,0,0,0,3,9,18,10,6,43,0,0,11,47,34,78,65,32,14,280,0,0,0,7,3,0,0,3,0,18,0,0,0,19,0,0,0,0,0,20,0,0,0,7,4,12,28,31,11,96,6,58,118,202,81,73,45,10,0,601,0,0,3,17,15,15,28,8,5,83,15,60,89,177,55,46,14,4,0,440,0,0,0,0,3,0,0,0,0,8,11,14,47,106,44,58,25,7,0,317,0,0,3,45,23,72,68,26,8,234,0,10,13,29,27,18,7,0,0,107,0,0,0,11,13,29,47,28,17,138
SED26005,0,24,32,48,26,12,8,5,3,155,0,5,4,16,8,10,5,11,0,64,0,0,0,18,13,34,67,43,6,186,0,0,5,6,5,0,0,0,0,10,0,7,17,56,41,8,3,0,0,137,0,0,5,32,21,13,20,5,0,101,3,14,30,78,39,42,27,3,0,240,0,0,3,0,4,5,22,14,0,43,0,4,17,103,69,146,87,26,11,466,0,0,6,17,4,7,4,0,0,36,0,0,5,33,4,6,3,0,0,50,0,5,0,4,9,14,38,24,9,107,18,158,224,340,148,111,42,12,0,1044,0,0,0,16,17,11,7,5,0,52,13,124,134,256,44,31,10,7,0,619,0,0,0,5,0,0,0,0,0,11,5,41,76,248,125,112,36,10,0,658,0,4,3,26,27,29,31,8,0,126,0,22,37,90,48,68,16,4,0,285,0,7,7,13,28,47,36,10,0,158
SED26102,0,0,0,0,0,0,0,0,0,3,0,8,0,16,14,21,23,11,11,101,0,5,3,21,15,43,160,136,57,443,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,9,0,0,5,15,4,16,4,3,0,38,0,0,0,0,0,3,13,23,3,48,0,0,0,7,5,13,18,5,5,46,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,11,0,0,0,9,8,18,53,40,17,151,0,11,10,89,80,107,87,50,13,451,0,0,0,0,3,9,11,6,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,10,0,8,7,20,5,0,0,0,0,45,0,0,0,5,0,3,12,5,0,27,0,0,0,0,0,3,0,0,0,9,0,6,3,18,23,43,65,50,12,225
SED26207,0,4,10,14,9,7,0,0,0,36,0,5,3,44,15,9,9,8,9,96,0,12,11,58,33,188,457,506,287,1546,0,0,4,6,0,0,0,0,0,16,0,4,4,10,3,0,0,6,0,27,0,0,4,20,28,32,32,13,0,130,0,4,5,62,22,16,14,10,0,141,0,0,0,3,10,18,71,88,28,214,0,0,0,6,3,9,4,4,0,22,0,0,0,0,4,0,0,0,0,4,0,0,5,20,0,0,0,0,0,24,0,0,0,3,3,3,10,12,8,35,0,25,33,82,47,28,18,10,0,244,0,0,0,16,18,36,49,32,7,158,0,8,24,53,8,0,0,0,0,97,0,0,0,0,3,0,0,0,0,8,0,7,13,62,22,16,24,11,0,154,0,0,0,17,7,21,29,17,8,93,0,0,0,6,0,0,0,0,0,5,0,0,3,16,16,23,21,13,4,94
SED26303,0,0,0,9,0,10,3,0,0,23,0,0,4,83,37,22,14,10,0,171,0,0,0,70,27,70,118,180,137,615,0,3,8,16,10,3,3,0,0,41,0,5,4,12,4,0,0,0,0,27,0,0,0,16,23,32,42,38,12,165,0,0,7,81,23,13,11,10,3,151,0,0,0,0,0,9,9,6,6,34,0,0,0,13,5,0,0,0,3,27,0,0,0,3,3,0,0,0,0,4,0,4,19,57,0,0,0,0,0,77,0,0,0,18,10,12,4,5,0,51,0,11,18,390,130,67,30,13,0,666,0,0,0,17,11,21,42,26,5,127,0,0,0,31,9,0,0,0,0,49,0,0,0,7,5,0,0,0,0,14,0,3,10,54,6,0,3,0,0,81,0,0,0,22,3,8,9,0,4,40,0,0,0,0,0,4,0,0,0,4,0,10,3,60,31,31,17,3,0,157
SED26406,0,0,9,15,0,3,0,0,0,25,0,0,0,85,20,15,3,4,8,132,0,0,10,46,18,44,87,126,88,421,5,13,20,33,15,7,3,0,0,95,5,10,28,153,35,14,13,3,0,261,0,0,6,6,9,5,10,3,0,34,0,17,140,360,53,43,39,14,3,665,0,0,0,3,4,4,7,4,4,26,0,0,15,66,8,26,8,14,4,140,0,0,8,10,8,6,7,3,0,31,0,0,73,136,9,0,0,0,0,224,0,0,0,6,4,10,14,3,3,40,3,29,46,181,96,75,47,10,0,486,0,0,0,4,3,0,6,0,0,14,4,8,28,108,11,6,0,0,0,167,0,0,0,0,0,0,0,0,0,6,3,16,30,158,26,24,12,3,0,271,0,0,0,21,13,14,40,18,4,115,0,0,0,0,0,4,0,0,0,6,0,0,3,18,19,23,13,12,6,95
SED26504,0,0,0,4,3,5,0,0,0,10,0,0,4,19,9,7,0,5,0,37,0,0,0,9,7,27,112,120,67,345,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,0,13,18,117,15,13,10,0,0,184,0,0,0,0,0,3,11,4,0,18,0,0,0,4,0,0,0,0,0,12,0,3,0,8,0,0,0,0,0,19,0,0,12,51,0,0,0,0,0,61,0,0,0,3,3,20,46,47,12,122,0,9,22,61,59,53,42,23,7,274,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,22,0,0,0,3,4,0,0,0,0,11,0,29,8,66,13,3,3,0,0,120,0,0,0,3,0,0,3,5,0,12,0,0,3,0,0,0,0,0,0,5,0,4,0,7,16,17,23,30,5,107
SED26603,0,6,6,46,39,24,16,6,3,139,0,7,0,53,16,11,8,0,3,110,0,6,9,118,68,184,289,357,315,1346,0,0,10,13,11,3,0,0,0,38,0,4,7,29,3,3,0,0,0,54,6,8,20,147,152,152,117,50,11,659,3,13,18,122,19,22,19,0,0,220,0,0,0,0,4,15,46,45,36,140,0,0,4,31,4,8,5,3,0,52,0,0,0,5,5,4,3,0,0,15,0,12,540,891,26,3,10,0,0,1487,0,0,0,7,5,0,5,3,0,30,5,19,33,332,89,62,17,7,0,559,0,0,0,9,8,12,8,13,5,54,12,59,67,400,42,9,4,0,0,587,0,0,0,4,4,0,0,0,0,9,5,19,21,164,33,22,14,8,0,286,0,0,0,22,10,18,21,10,8,92,0,0,0,0,9,3,0,0,0,18,0,4,0,41,12,14,13,6,7,97
SED26708,0,0,0,0,0,0,0,0,0,0,0,5,6,27,10,16,6,10,0,72,0,0,0,10,0,4,21,19,8,69,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,3,0,0,0,29,0,0,0,0,0,12,9,11,0,40,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,0,27,0,0,0,0,0,29,0,0,0,7,15,16,53,46,9,148,0,21,28,129,88,96,49,21,3,435,0,0,0,0,7,4,3,0,0,9,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,7,0,15,17,64,10,3,3,0,0,112,0,0,0,0,4,4,7,0,0,17,0,0,4,23,0,0,0,0,0,30,0,0,0,13,10,22,27,22,5,102
SED26806,0,0,0,5,0,0,0,0,0,8,0,3,11,423,22,14,17,3,6,498,0,4,3,164,23,15,26,21,8,272,7,12,4,62,18,7,4,0,0,125,6,5,11,68,7,3,0,0,0,92,0,0,0,13,9,3,7,0,0,36,3,3,40,257,56,40,33,10,0,454,0,0,0,0,4,7,9,0,0,22,0,0,5,45,8,8,6,3,0,72,0,0,4,0,0,0,5,0,0,12,0,0,36,62,4,0,0,0,0,95,0,0,4,34,8,7,19,3,3,81,7,21,66,611,145,113,70,26,4,1048,0,0,0,20,3,0,4,0,0,35,0,0,10,52,0,0,0,0,0,67,0,0,0,5,7,4,0,0,0,16,0,7,10,188,25,7,0,5,0,245,0,0,0,37,5,24,30,21,7,127,0,0,0,0,0,0,0,0,0,0,0,0,3,130,32,20,17,21,5,235
SED26903,0,3,7,27,19,16,0,3,0,73,0,0,0,49,17,16,13,3,0,96,0,6,3,134,53,132,261,377,288,1248,4,11,0,22,3,3,0,0,0,41,0,4,6,29,6,0,0,0,0,39,0,0,4,41,65,75,56,40,8,285,0,3,25,120,26,26,20,11,0,227,0,0,0,4,0,18,28,26,4,83,0,0,0,21,3,5,6,0,0,38,0,0,0,5,5,0,0,0,0,8,3,0,153,345,11,0,0,0,0,524,0,0,0,5,6,0,6,7,3,31,3,8,24,304,102,57,23,4,0,526,0,0,3,41,37,71,103,67,27,343,3,12,32,113,7,3,0,0,0,170,0,0,0,10,4,3,0,0,0,23,4,21,20,137,30,26,20,3,0,268,0,0,0,5,4,0,5,3,6,32,0,0,0,6,4,3,0,0,0,12,0,0,0,42,13,18,6,5,0,88
SED27003,0,0,0,12,3,5,0,0,0,23,0,0,6,231,24,17,12,0,5,299,0,0,10,77,14,28,50,32,30,237,0,5,6,33,9,3,0,0,0,61,0,3,3,43,4,0,0,0,0,53,0,0,0,12,4,0,0,0,0,21,0,0,31,189,41,33,24,7,0,326,0,0,0,3,0,3,8,7,0,26,0,0,5,15,5,8,0,0,0,32,0,0,0,4,0,0,0,0,0,8,0,3,6,21,0,0,0,0,0,36,0,0,3,45,10,12,6,12,0,89,0,4,46,768,149,97,58,14,3,1147,0,0,0,10,0,7,10,7,0,35,0,0,5,21,4,0,0,0,0,41,0,0,0,0,9,0,5,0,0,16,0,5,19,126,11,13,7,0,0,179,0,0,0,18,8,3,8,4,3,48,0,4,0,4,3,0,0,0,0,7,0,0,5,125,23,22,21,11,4,210
SED27101,0,0,4,10,7,4,0,0,0,24,0,8,5,22,15,15,7,14,0,83,0,0,11,28,15,27,38,54,31,194,0,5,3,9,9,9,5,0,0,46,0,11,24,79,44,6,9,0,0,172,0,0,0,9,4,0,3,5,0,17,7,60,37,272,87,61,63,20,6,613,0,0,0,0,0,3,12,11,0,30,0,0,0,18,11,10,3,0,0,35,0,31,90,232,55,30,14,0,3,464,0,5,32,97,3,0,0,0,0,131,0,0,0,6,8,3,18,17,16,67,0,14,28,115,73,61,40,14,3,357,0,0,0,3,0,0,0,0,0,13,0,12,20,87,5,3,5,0,0,136,0,0,0,8,7,0,0,0,0,21,0,8,14,91,24,10,11,6,0,169,0,3,0,12,7,9,24,8,6,69,0,0,0,0,0,0,0,0,0,5,0,0,5,16,22,19,33,18,3,114
SED27208,0,0,0,5,0,0,0,0,0,5,0,0,0,3,9,3,10,3,0,38,0,0,0,5,4,9,25,18,5,65,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,17,0,0,4,4,7,6,6,4,0,33,0,0,0,3,0,10,28,13,0,52,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,8,0,0,5,28,0,0,0,0,0,31,0,0,0,8,5,6,59,58,9,152,0,13,11,76,62,82,59,18,6,323,0,0,0,0,4,4,4,3,0,12,0,4,0,35,4,0,0,0,0,49,0,0,0,0,4,0,0,0,0,11,5,29,28,76,20,4,3,0,0,157,0,0,0,6,6,5,7,3,0,15,0,0,6,16,0,4,3,0,0,26,0,3,3,5,12,25,36,20,3,100
SED27305,0,0,3,13,5,3,3,5,0,36,0,0,4,6,12,7,3,5,4,46,0,0,0,15,17,78,96,63,19,292,0,0,4,0,6,0,0,0,0,14,0,10,13,40,30,11,4,5,0,115,0,0,0,12,11,21,14,6,0,66,0,28,57,167,92,133,87,35,8,597,0,0,0,0,0,6,15,6,0,32,0,0,0,18,14,27,31,9,0,111,0,0,4,5,7,3,3,5,0,22,0,0,4,9,0,4,0,0,0,18,0,0,3,8,3,7,35,23,11,94,0,21,41,89,53,57,18,16,0,302,0,0,0,0,7,5,10,0,3,21,0,3,6,25,4,12,3,0,0,56,0,0,0,0,0,0,0,0,0,3,0,5,19,42,38,41,22,5,0,171,0,0,0,22,11,29,32,5,0,104,0,0,0,6,0,3,4,0,0,10,0,0,3,8,14,30,31,16,5,95
SED27406,0,0,0,3,0,4,0,0,0,8,0,0,9,88,33,20,14,11,4,189,0,4,0,23,29,36,51,34,29,200,0,5,7,7,9,7,4,0,0,34,0,0,5,23,6,0,0,0,0,36,0,0,0,8,0,15,8,6,0,35,0,0,8,42,22,14,14,3,4,114,0,0,0,0,0,6,9,6,0,23,0,0,3,12,8,7,0,0,0,33,0,0,0,0,0,6,0,0,0,5,0,0,8,15,0,0,0,0,0,25,0,11,10,11,16,17,23,24,11,123,3,24,36,156,140,108,58,25,3,547,0,0,0,0,0,0,0,3,0,7,0,0,0,10,3,3,0,0,0,25,0,0,0,7,9,6,0,0,0,16,0,7,7,53,13,3,3,0,0,82,0,0,0,17,11,17,30,11,0,85,0,0,0,3,0,0,0,0,0,0,0,12,16,51,59,66,46,30,7,282
SED27504,0,21,23,117,45,40,13,0,0,263,0,4,3,6,7,5,9,4,0,42,0,0,0,7,10,41,113,132,60,362,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,3,3,19,24,216,40,15,6,0,0,335,0,0,0,3,0,0,6,3,0,19,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,7,35,6,0,0,0,0,55,0,0,6,4,9,10,47,28,6,112,0,42,61,84,65,64,44,26,4,384,0,0,0,5,0,8,14,11,5,35,4,32,24,80,13,3,3,0,0,162,0,0,0,0,0,3,5,0,0,8,0,36,37,175,37,12,3,0,0,295,0,0,0,0,4,0,0,0,0,3,0,5,16,27,14,9,6,0,0,74,0,0,5,11,4,11,33,21,0,85
SED27608,0,7,8,13,8,10,0,0,0,48,0,8,9,59,12,11,12,7,5,128,0,0,4,24,12,27,54,38,13,183,0,0,6,9,7,0,0,0,0,19,3,7,4,16,5,0,0,0,0,38,0,0,0,4,0,4,5,0,0,18,0,17,14,61,11,14,17,5,0,136,0,0,0,0,0,7,17,7,3,38,0,0,11,7,3,0,0,0,0,24,0,0,0,4,0,0,0,0,0,5,0,3,12,51,0,0,0,0,0,64,0,4,5,14,6,9,70,44,16,162,8,35,59,200,106,73,64,21,0,573,0,0,0,6,7,9,11,6,4,38,0,12,25,75,6,0,0,0,0,126,0,0,0,6,4,3,0,0,0,11,4,11,37,100,29,17,3,0,0,191,0,0,0,10,0,6,8,5,3,31,0,0,0,6,0,0,0,0,0,3,0,0,10,45,31,50,42,27,12,218
SED27708,0,0,0,0,0,0,0,0,0,5,0,6,8,20,17,10,11,6,0,82,0,0,0,6,0,0,15,3,3,36,0,0,0,3,4,4,0,0,0,13,0,0,4,14,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,5,14,4,7,8,0,0,42,0,0,0,0,0,5,11,7,0,18,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,34,0,0,0,0,0,37,0,0,0,5,3,4,55,33,13,126,0,23,31,110,70,97,65,17,5,416,0,0,0,0,0,0,4,0,0,3,0,0,0,6,5,0,0,0,0,12,0,0,0,6,0,3,4,0,0,12,4,17,19,73,19,0,4,0,0,129,0,0,0,9,3,0,4,3,0,16,0,0,0,6,0,0,0,0,0,6,0,0,4,15,10,24,35,15,7,101
SED27807,3,84,39,111,38,39,13,4,3,324,0,3,0,21,3,0,3,3,0,35,0,0,0,23,8,70,140,104,63,408,0,3,7,8,0,0,0,0,0,18,0,0,0,20,3,0,0,0,0,30,7,0,8,34,38,38,24,4,4,160,5,35,12,97,17,18,12,4,0,204,0,0,0,8,13,113,391,309,91,918,0,0,0,11,3,5,9,6,0,34,0,18,69,202,43,16,12,0,0,361,3,0,155,253,7,4,0,0,0,428,0,0,0,0,0,0,17,7,3,34,8,81,83,179,69,38,11,4,0,476,0,3,6,37,42,89,194,81,22,468,5,28,72,445,41,4,7,0,0,608,0,0,3,0,3,3,0,0,0,10,9,56,84,380,114,100,62,25,0,830,0,0,0,20,9,29,40,28,17,145,0,16,13,47,28,33,12,0,0,154,0,0,3,8,4,12,14,14,0,62
SED27907,0,4,10,42,19,19,13,0,0,109,0,4,4,47,16,17,10,15,4,123,0,0,4,22,19,84,188,120,43,483,0,0,0,0,6,0,0,0,0,7,0,0,4,3,7,0,0,0,0,19,0,0,10,46,36,44,44,13,5,199,0,0,7,32,3,14,13,5,0,77,0,4,0,15,6,33,81,64,13,213,0,0,4,11,3,6,5,0,0,30,0,0,0,0,0,0,3,0,3,9,0,0,4,30,0,0,0,0,0,37,0,0,0,3,12,8,29,21,9,79,5,38,67,173,95,74,38,16,0,506,0,0,0,6,12,9,4,0,0,27,0,5,22,57,4,9,3,0,0,105,0,0,0,4,10,7,0,0,0,22,0,32,40,101,39,28,24,12,0,269,0,5,0,3,3,12,11,5,5,44,0,6,14,12,16,0,3,0,0,56,0,0,3,25,26,37,37,35,4,169
