SED_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SED25501,5,45,0,51,2099,83,2232,12,40,3,48,2313,137,2506,578,56,8,641,3269,225,4137,2504,40,19,2556,1495,185,4241,1811,32,15,1852,2173,169,4194,341,148,0,497,3090,111,3699,86,481,3,566,2064,80,2702,12,143,0,159,1705,81,1949,0,4,0,4,882,86,969,5351,994,40,6382,19090,1160,26632,3,61,0,66,1915,74,2055,17,62,0,81,1905,96,2086,897,65,15,976,2461,201,3641,3368,56,34,3462,1196,169,4822,1772,80,16,1869,2563,157,4590,227,473,7,710,3076,128,3909,89,746,6,841,2157,80,3083,27,135,0,165,2231,111,2512,0,3,0,4,1139,117,1264,6403,1693,78,8174,18650,1140,27959,17,110,0,123,4013,153,4287,27,104,3,133,4223,233,4596,1476,124,16,1618,5728,428,7779,5871,94,49,6021,2691,358,9066,3579,110,27,3717,4738,322,8785,567,618,10,1198,6163,238,7606,176,1228,3,1407,4217,161,5784,39,281,0,323,3942,194,4457,0,15,0,16
SED25605,0,55,0,57,1632,87,1777,24,46,0,70,1947,132,2146,688,71,11,768,3565,335,4673,2130,33,15,2179,1881,209,4269,1381,39,8,1424,2331,190,3946,254,180,0,438,2798,149,3384,70,426,0,494,2440,146,3072,18,148,4,172,2029,171,2372,3,10,0,11,744,115,873,4558,1008,45,5608,19365,1531,26504,0,78,0,80,1439,73,1587,45,85,5,138,1563,95,1798,1144,117,28,1286,2557,249,4093,2643,80,48,2770,1321,186,4283,1326,108,23,1463,2416,167,4049,146,514,8,669,2800,144,3612,50,760,10,818,2665,155,3648,21,148,5,169,2168,188,2529,4,3,0,5,1159,203,1368,5390,1893,125,7404,18083,1473,26960,5,131,0,136,3071,160,3366,70,131,5,200,3509,232,3943,1826,187,39,2055,6127,582,8765,4770,117,62,4952,3202,402,8550,2706,153,28,2891,4748,357,7990,392,695,10,1105,5593,301,6995,121,1185,9,1318,5102,300,6714,39,298,9,340,4195,362,4903,9,12,0,20
SED25704,9,65,0,72,1651,166,1890,79,42,0,124,1368,134,1629,1005,76,25,1106,1973,278,3355,1731,54,38,1817,1176,253,3249,1026,112,25,1158,2335,306,3803,195,390,5,591,3694,341,4624,40,351,0,390,3511,336,4239,7,78,0,83,2169,249,2498,0,3,0,5,737,131,877,4078,1174,96,5352,18617,2194,26167,17,114,7,139,1382,168,1692,173,110,10,294,1196,103,1584,1529,151,75,1757,1528,251,3532,2119,107,108,2329,913,276,3515,980,312,36,1335,2445,260,4039,84,910,16,1008,3377,313,4694,32,579,0,608,3267,304,4180,4,94,0,97,2296,298,2698,0,6,0,7,1084,240,1328,4941,2384,246,7570,17492,2204,27267,19,180,7,209,3036,334,3582,251,156,17,418,2566,232,3216,2533,222,103,2862,3496,530,6890,3849,159,148,4148,2088,525,6759,2003,429,61,2489,4782,564,7841,275,1303,19,1593,7073,650,9321,69,926,4,1000,6780,637,8420,12,167,0,183,4463,551,5196,0,16,0,12
SED25802,11,80,0,88,1965,165,2211,74,70,0,147,1715,130,1994,1443,100,38,1580,2609,279,4465,2349,73,67,2496,1432,326,4249,1325,145,24,1495,2713,318,4526,249,404,10,657,4003,314,4976,53,468,0,519,3817,290,4633,11,96,0,104,2265,189,2562,0,6,0,3,624,92,726,5510,1442,142,7097,21137,2095,30332,16,180,0,195,1784,177,2155,156,137,6,300,1531,90,1928,2103,206,120,2426,2166,329,4919,2738,124,164,3012,1160,288,4461,1326,372,62,1755,2886,296,4934,122,1118,11,1249,3854,308,5402,21,783,4,808,3760,289,4852,8,108,0,117,2317,255,2690,0,4,0,6,921,143,1065,6489,3026,366,9876,20379,2157,32415,20,261,0,285,3747,338,4371,230,209,14,448,3251,221,3920,3545,307,156,4006,4772,608,9381,5085,195,232,5514,2590,607,8708,2647,516,91,3254,5592,608,9458,368,1528,18,1904,7857,621,10382,78,1245,4,1329,7583,577,9485,22,203,0,228,4579,444,5246,0,10,0,11
SED25905,6,73,0,83,1993,145,2220,56,68,0,127,2240,160,2528,955,87,12,1057,3462,373,4893,2238,57,27,2328,1819,272,4413,1342,72,12,1433,2512,215,4151,290,266,10,565,3565,196,4328,45,302,4,354,2433,136,2924,9,62,0,72,1173,93,1339,0,0,0,0,400,52,450,4955,995,69,6015,19591,1642,27239,4,113,0,123,1751,115,1990,109,116,8,234,1874,148,2255,1642,179,50,1874,2648,309,4827,2703,78,78,2861,1354,272,4487,1291,216,41,1552,2804,227,4583,137,755,16,907,3449,200,4559,42,506,4,559,2283,149,2993,9,73,4,80,1315,106,1504,3,9,0,11,703,106,822,5942,2050,201,8195,18194,1636,28023,16,186,0,204,3747,259,4213,167,184,6,354,4117,308,4782,2596,270,62,2932,6107,683,9721,4942,142,104,5191,3168,546,8897,2635,295,49,2984,5319,442,8735,426,1023,21,1473,7022,393,8885,91,811,11,909,4719,290,5917,14,131,5,157,2482,203,2843,3,9,0,11
SED26005,13,110,0,124,3239,158,3520,75,93,9,169,3018,171,3358,1249,113,34,1395,3804,380,5582,3516,81,51,3649,2408,335,6392,2107,124,30,2260,3597,275,6136,378,288,7,674,3724,177,4577,65,279,6,341,2042,106,2489,8,46,0,58,934,65,1055,0,0,0,3,208,22,226,7404,1126,138,8675,22976,1682,33337,16,208,0,232,2866,140,3232,172,178,8,357,2524,170,3052,2251,188,69,2506,2878,345,5729,4405,120,112,4642,1748,292,6679,1942,282,51,2278,3814,242,6333,174,740,17,931,3415,173,4517,44,467,3,516,1969,133,2618,4,67,0,78,1008,66,1153,0,4,0,4,351,15,367,9015,2259,263,11538,20570,1573,33680,32,313,5,351,6107,294,6754,241,271,14,528,5539,339,6407,3499,301,105,3901,6680,728,11304,7919,199,165,8288,4159,627,13074,4049,409,80,4537,7413,518,12469,551,1027,27,1603,7135,351,9090,106,746,10,861,4013,237,5100,22,106,5,132,1944,131,2210,0,6,0,8
SED26102,9,46,0,45,1356,157,1564,19,31,0,60,1143,100,1297,693,64,10,766,1679,210,2653,1626,51,28,1709,1085,251,3042,1382,95,27,1506,2243,340,4083,277,345,3,632,3754,335,4720,50,737,4,785,4426,406,5621,10,150,0,158,3046,314,3523,0,8,0,8,1028,169,1211,4062,1531,84,5674,19744,2283,27700,6,99,0,107,1219,165,1487,66,63,9,136,1005,125,1260,1010,123,65,1197,1433,206,2832,2065,105,108,2281,859,239,3376,1350,229,39,1617,2423,302,4343,142,944,17,1093,3971,352,5418,45,1127,6,1180,4321,421,5920,19,156,0,175,3213,365,3757,0,10,0,14,1255,245,1509,4693,2862,230,7787,19707,2415,29910,16,142,0,150,2575,324,3049,87,100,7,193,2145,221,2556,1700,189,73,1963,3113,413,5487,3694,160,135,3988,1941,492,6421,2731,328,64,3117,4665,637,8423,413,1293,21,1728,7718,685,10134,90,1866,10,1969,8750,828,11544,25,305,0,335,6258,684,7279,3,13,0,24
SED26207,0,38,0,39,1683,62,1786,10,35,0,43,1713,70,1816,606,52,3,661,2659,199,3517,2233,53,15,2311,1542,149,4003,1656,55,6,1714,2313,166,4191,248,188,7,440,2919,111,3468,34,454,4,494,2234,84,2809,16,147,5,161,1901,110,2168,0,6,0,5,812,56,880,4803,1019,41,5863,17774,1006,24645,4,63,0,70,1593,55,1715,11,66,0,80,1413,58,1551,975,120,28,1123,2251,146,3517,2826,85,63,2977,1082,153,4211,1684,129,22,1845,2433,140,4416,134,616,12,752,2978,117,3847,40,780,7,831,2541,124,3503,13,147,0,156,2374,143,2675,3,0,0,7,1160,86,1253,5701,2009,136,7838,17841,1017,26694,4,103,0,110,3275,116,3499,20,94,0,120,3129,119,3367,1580,172,32,1781,4907,343,7034,5063,139,82,5284,2628,305,8215,3340,182,32,3555,4751,303,8613,376,803,14,1193,5898,224,7317,76,1232,11,1322,4776,209,6307,26,292,5,316,4276,255,4851,6,5,0,14
SED26303,0,52,0,56,1432,38,1526,4,27,0,33,1634,103,1770,409,87,4,500,5369,263,6136,2346,76,33,2460,2804,231,5494,2070,43,23,2142,2429,166,4736,352,86,4,436,2790,133,3356,34,227,5,260,1728,98,2088,4,80,0,83,1097,77,1254,3,7,0,14,479,61,556,5219,696,75,5989,19759,1159,26907,3,63,0,66,1423,52,1542,14,59,3,75,1753,68,1895,685,236,10,933,5962,258,7158,2840,188,97,3128,2574,203,5901,2225,128,47,2401,2565,141,5106,218,318,3,537,3030,134,3705,20,471,3,494,1876,92,2459,14,110,0,124,1363,116,1605,0,3,0,8,766,110,888,6020,1576,174,7772,21313,1180,30258,4,115,0,127,2853,89,3064,20,86,3,110,3388,164,3658,1093,329,16,1437,11334,523,13292,5191,261,134,5584,5373,436,11395,4295,172,73,4546,4999,304,9848,567,401,8,976,5820,266,7065,50,700,8,760,3600,191,4553,19,186,0,203,2463,187,2858,0,17,0,15
SED26406,4,40,0,40,1745,70,1860,12,38,0,49,3589,286,3923,669,86,11,771,6302,552,7621,2563,52,21,2637,2434,251,5324,1740,48,19,1807,2310,157,4270,308,143,5,450,2825,115,3391,51,259,0,313,1958,93,2357,9,91,0,107,1310,71,1493,0,7,0,5,667,45,723,5361,768,56,6178,23146,1642,30962,0,67,0,68,1789,61,1920,26,89,0,111,3353,211,3680,1180,145,10,1333,5421,376,7128,2900,79,52,3034,1968,203,5200,1729,87,28,1844,2459,145,4451,195,434,4,630,2905,108,3638,47,496,5,550,2042,112,2701,11,111,0,125,1755,104,1981,0,3,0,7,962,131,1099,6095,1514,102,7702,22641,1446,31793,7,109,0,114,3533,133,3778,37,127,3,162,6941,496,7604,1854,237,18,2108,11718,926,14750,5472,132,70,5670,4403,454,10525,3471,132,45,3648,4767,309,8717,504,572,9,1079,5731,223,7033,97,752,7,856,4004,203,5061,24,205,0,227,3064,178,3470,7,11,0,15
SED26504,7,58,3,69,1486,158,1708,58,31,0,93,1070,103,1262,804,84,11,900,1792,216,2904,1643,57,39,1740,1115,215,3073,1138,107,21,1266,2133,200,3607,199,319,0,526,3395,247,4165,42,345,5,394,3485,286,4160,11,65,0,78,2177,223,2475,0,3,0,4,678,115,798,3909,1081,82,5069,17332,1759,24153,13,110,0,126,1311,135,1568,135,71,3,214,943,92,1248,1167,127,69,1364,1463,190,3022,2024,92,102,2211,895,206,3315,1095,252,43,1397,2327,221,3940,95,781,4,884,3266,234,4383,26,630,3,660,3314,270,4243,4,104,0,109,2304,274,2682,0,10,0,10,1002,167,1176,4559,2167,234,6961,16829,1787,25577,18,165,3,189,2798,292,3280,189,103,7,302,2016,194,2510,1970,210,80,2266,3253,401,5921,3664,156,137,3953,2010,427,6389,2235,362,67,2664,4458,421,7548,293,1104,8,1406,6669,474,8547,69,976,4,1050,6797,552,8402,15,170,0,188,4477,493,5161,0,6,0,14
SED26603,0,45,0,45,1686,100,1833,11,46,0,57,2527,199,2778,963,97,8,1067,6040,482,7585,3145,65,29,3248,3026,321,6593,1779,41,14,1842,2766,233,4845,301,128,5,434,3076,155,3666,34,227,0,263,1903,128,2289,7,59,5,65,1318,114,1500,0,6,0,6,855,96,959,6242,721,60,7025,23188,1834,32050,4,109,0,112,1536,69,1714,48,80,0,127,2250,134,2514,1587,207,43,1836,5379,437,7652,3701,147,94,3943,2425,269,6640,1800,143,38,1974,2904,201,5080,142,448,7,600,3161,156,3916,48,417,6,463,2083,141,2684,8,85,4,98,1869,149,2113,5,8,0,10,1405,209,1626,7345,1635,183,9158,23015,1766,33937,5,154,4,161,3216,175,3545,60,122,0,189,4771,333,5291,2547,306,48,2902,11421,915,15241,6846,218,126,7186,5450,591,13229,3578,184,48,3812,5676,434,9924,443,578,13,1037,6237,314,7585,80,643,5,728,3981,262,4975,20,143,6,170,3187,260,3618,5,11,0,14
SED26708,3,61,0,66,1738,188,1990,52,40,0,93,1381,97,1576,1016,74,30,1122,2136,247,3508,2003,62,35,2102,1198,255,3554,1369,94,22,1483,2398,290,4169,229,363,6,591,3824,309,4728,43,451,0,500,3536,305,4341,7,76,0,87,1949,176,2215,0,0,0,0,539,95,638,4727,1226,98,6050,18712,1960,26727,14,124,0,137,1460,166,1762,86,80,0,170,1046,84,1296,1465,162,82,1710,1509,209,3431,2416,102,120,2646,927,238,3811,1172,248,25,1447,2524,257,4226,117,875,14,1006,3565,279,4839,30,729,6,762,3187,276,4227,5,101,0,114,1983,209,2306,0,3,0,8,898,159,1067,5300,2428,255,7988,17097,1876,26968,18,184,5,197,3201,351,3751,141,120,0,263,2425,182,2872,2487,239,113,2832,3646,462,6942,4421,162,161,4750,2122,493,7364,2538,341,51,2933,4919,541,8393,340,1243,12,1593,7387,585,9568,70,1184,13,1264,6723,584,8571,10,181,0,197,3939,388,4524,0,9,0,9
SED26806,0,22,0,22,817,90,926,4,34,0,31,2303,146,2482,428,104,7,537,9768,727,11032,1513,92,19,1624,4493,451,6568,947,44,17,1008,2680,300,3983,256,89,5,348,2658,239,3240,45,235,0,282,1916,195,2390,6,87,0,98,1261,169,1527,0,5,0,5,432,122,553,3203,710,39,3950,26323,2435,32704,0,37,0,37,885,66,989,7,72,0,83,2919,228,3229,683,246,10,944,10288,758,11983,1805,173,41,2023,3729,394,6144,960,122,17,1096,2555,271,3925,135,255,4,393,2639,208,3244,29,497,3,532,2099,179,2818,10,120,0,127,1480,185,1795,0,12,0,10,645,243,898,3632,1534,79,5245,27259,2525,35032,0,53,0,53,1703,158,1916,6,99,0,114,5230,373,5712,1109,354,14,1481,20049,1488,23016,3326,264,55,3650,8223,841,12710,1904,168,30,2101,5236,570,7908,393,345,8,744,5299,442,6487,81,735,3,815,4018,374,5208,20,205,0,228,2744,356,3325,0,17,0,15
SED26903,0,36,0,41,1299,77,1419,19,42,0,66,2035,137,2239,764,84,7,854,5463,427,6746,2450,74,24,2541,2753,309,5603,1479,55,16,1551,2686,234,4464,252,106,0,361,2840,185,3389,34,197,0,228,1957,169,2352,0,56,0,60,1339,137,1538,0,6,0,9,669,143,817,5007,648,48,5704,21038,1827,28566,0,64,0,71,1232,78,1380,48,83,0,136,1855,109,2094,1287,211,24,1527,4832,378,6738,2873,134,74,3087,2370,269,5726,1455,110,19,1591,2732,203,4524,134,436,7,575,2866,165,3610,29,399,8,436,2045,182,2663,11,82,0,89,1799,168,2063,4,0,0,9,1051,230,1286,5844,1527,131,7512,20777,1800,30087,3,102,0,110,2532,162,2797,71,131,0,199,3887,246,4338,2052,294,35,2381,10295,810,13486,5326,209,97,5627,5119,582,11328,2935,161,40,3139,5412,441,8996,385,546,4,934,5707,352,6997,60,599,8,665,4002,354,5016,10,133,0,144,3146,310,3596,4,8,0,14
SED27003,0,19,0,26,823,65,910,10,34,0,47,2191,161,2397,444,143,3,593,10231,629,11450,1757,105,30,1888,4575,398,6864,1277,48,20,1341,2700,281,4323,293,93,4,387,2919,237,3551,50,228,0,277,1868,159,2305,4,74,0,81,965,69,1116,0,4,0,4,333,35,376,3833,740,57,4639,26601,2044,33282,5,45,0,50,1012,69,1139,23,72,3,96,2672,168,2937,725,325,9,1058,10388,602,12047,2156,182,63,2399,3502,332,6235,1264,119,31,1410,2568,216,4200,121,280,3,405,2790,176,3377,31,433,0,466,2032,144,2640,3,110,0,112,1205,99,1416,0,5,0,5,586,40,636,4321,1576,119,6010,26755,1857,34617,4,66,0,73,1834,135,2047,26,103,3,143,4863,331,5337,1169,465,17,1650,20613,1232,23498,3912,289,87,4285,8079,735,13098,2538,166,49,2751,5269,499,8524,419,372,8,792,5710,417,6923,77,658,4,741,3898,297,4941,9,182,0,194,2168,174,2533,0,10,0,10
SED27101,0,56,0,55,1748,59,1861,18,51,0,62,1787,73,1923,840,56,14,912,3597,190,4698,2882,50,38,2980,1891,197,5065,1781,56,27,1860,2337,163,4363,320,203,6,523,2711,100,3330,49,389,3,441,1989,88,2519,11,102,0,114,1345,80,1536,0,5,0,5,533,44,580,5900,964,88,6956,17932,989,25879,0,79,0,80,1480,44,1601,36,95,0,127,1628,60,1815,1279,156,30,1464,3211,195,4868,3461,101,99,3661,1586,186,5429,1684,114,48,1848,2543,101,4484,134,549,11,692,2872,107,3670,54,694,3,755,2123,94,2974,10,129,0,137,1776,114,2028,0,5,0,7,834,76,914,6666,1911,193,8770,18056,972,27794,0,129,4,134,3227,105,3467,56,142,0,191,3417,126,3739,2118,216,46,2374,6806,382,9565,6343,150,144,6632,3478,384,10496,3465,169,73,3706,4881,264,8846,455,744,14,1216,5586,203,7005,104,1084,5,1192,4110,189,5492,19,233,3,254,3121,190,3567,3,8,0,13
SED27208,12,72,0,82,1535,177,1794,73,53,0,130,1296,143,1577,1034,91,33,1151,1947,467,3571,1678,66,45,1792,1233,518,3541,1103,129,33,1268,2580,573,4424,209,349,9,569,4016,532,5124,40,385,0,430,4113,533,5074,14,69,0,81,2310,334,2732,0,3,0,5,670,144,823,4168,1223,124,5513,19709,3428,28651,17,123,0,143,1399,156,1697,139,96,13,247,1085,93,1428,1547,150,101,1798,1493,228,3517,2036,98,115,2255,991,251,3495,1049,332,46,1429,2561,328,4320,113,799,16,924,3808,327,5052,30,623,4,650,3826,339,4815,11,84,0,97,2289,322,2705,3,11,0,13,986,210,1209,4950,2314,297,7560,18437,2247,28240,32,196,0,227,2933,337,3497,215,153,15,376,2390,240,3004,2586,234,133,2948,3443,693,7083,3717,167,164,4047,2223,773,7038,2160,466,77,2705,5138,900,8740,324,1146,25,1495,7821,857,10176,67,1009,4,1081,7944,866,9886,22,150,0,181,4602,656,5433,7,12,0,17
SED27305,5,60,0,62,1831,59,1949,18,35,0,54,1953,60,2072,579,55,15,646,2351,129,3125,2122,47,23,2190,1130,111,3430,1478,68,24,1564,2265,86,3919,250,268,9,523,3407,93,4022,44,373,0,413,1955,71,2434,9,72,0,84,1121,62,1262,0,0,0,0,295,33,335,4497,974,72,5538,16317,697,22554,4,92,0,96,1696,55,1847,29,85,0,114,1625,53,1795,933,103,31,1069,1915,92,3072,2561,50,66,2680,885,104,3665,1473,145,33,1649,2713,88,4447,135,735,6,875,3188,97,4155,41,570,3,615,1879,87,2578,9,76,0,84,1308,75,1462,0,0,0,0,426,31,455,5182,1851,142,7175,15622,671,23469,14,148,0,159,3522,110,3795,48,120,0,169,3582,116,3866,1509,160,44,1714,4267,221,6196,4679,96,90,4866,2015,215,7096,2946,215,51,3211,4978,173,8367,384,1000,13,1397,6593,185,8179,85,938,6,1028,3835,148,5012,16,145,0,168,2428,131,2726,0,0,0,0
SED27406,3,47,0,50,1920,60,2028,7,23,0,30,1579,45,1652,408,51,8,469,2367,128,2961,2122,43,29,2198,1434,161,3796,2288,54,29,2373,2237,158,4771,431,204,8,652,3327,104,4080,46,539,4,586,2495,114,3188,14,150,0,166,1632,104,1898,0,7,0,11,627,58,698,5319,1126,73,6519,17618,934,25079,0,86,0,85,1819,46,1958,13,47,0,72,1454,31,1559,683,100,18,807,2364,129,3300,2735,98,91,2928,1229,146,4298,2363,110,39,2514,2620,138,5273,197,568,10,772,3585,131,4488,29,959,3,993,2597,137,3727,5,200,0,211,1962,120,2296,0,7,0,11,1106,127,1244,6045,2180,166,8389,18734,1007,28130,6,129,0,139,3740,106,3984,23,72,0,94,3033,78,3209,1094,152,28,1276,4730,260,6262,4861,142,118,5126,2657,307,8091,4654,169,69,4888,4858,299,10046,627,773,15,1419,6914,229,8565,68,1498,8,1576,5092,251,6919,20,351,3,376,3595,225,4195,5,13,0,18
SED27504,8,77,0,89,2026,245,2355,91,66,4,158,1770,184,2116,1284,111,33,1426,2775,412,4618,2112,79,43,2236,1650,368,4250,1241,135,28,1408,2791,381,4572,239,286,4,532,3673,358,4563,45,366,0,418,3219,312,3950,6,77,0,81,2002,208,2289,0,4,0,4,654,95,751,5032,1205,114,6351,20560,2563,29472,16,158,0,173,1778,201,2154,195,136,14,340,1530,159,2030,1973,211,81,2265,2245,419,4924,2619,127,106,2856,1311,355,4515,1180,318,43,1540,2719,320,4580,126,882,7,1008,3470,332,4811,30,564,9,600,3221,279,4099,7,82,0,85,2152,285,2520,0,9,0,9,1021,143,1173,6146,2471,260,8869,19436,2487,30801,30,232,0,262,3812,442,4510,281,201,15,499,3298,347,4146,3259,317,114,3686,5025,833,9540,4730,203,152,5087,2956,718,8762,2423,456,68,2945,5511,699,9151,361,1168,15,1543,7138,690,9370,77,935,4,1017,6444,586,8048,9,156,0,171,4148,489,4806,0,14,0,14
SED27608,8,109,0,119,2517,102,2731,28,69,0,98,2964,210,3264,1523,143,23,1680,4496,339,6514,4063,98,82,4239,1858,231,6333,2398,88,36,2527,2650,187,5359,328,369,0,701,3519,158,4378,55,710,0,764,2971,179,3919,12,137,0,147,1915,111,2173,0,3,0,3,687,70,765,8408,1735,142,10282,23572,1583,35441,3,169,0,173,2439,139,2761,81,140,0,225,2812,159,3194,2249,262,102,2609,3756,257,6621,4771,175,191,5137,1519,226,6884,2269,251,56,2574,2983,191,5746,153,1011,6,1171,3662,153,4986,38,1132,6,1171,3022,213,4406,3,153,0,164,2212,151,2525,0,8,0,8,1176,107,1293,9567,3308,361,13230,23584,1601,38415,12,283,0,292,4959,247,5494,105,211,3,323,5776,361,6456,3769,405,123,4296,8253,593,13138,8834,273,273,9378,3381,459,13213,4670,337,89,5100,5630,379,11110,477,1386,11,1874,7181,313,9370,89,1844,4,1943,5986,394,8322,13,295,0,305,4125,260,4700,0,10,0,8
