SED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
SED25302,0,0,0,0,0,0,0,38,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,3,18,49,40,61,38,112,70,12,9,0,0,3,0,17,424,16,141,81,18,6,8,11,20,0,0,5,0,0,0,21,335,0,3,3,0,3,14,16,6,5,0,0,4,0,0,0,54,0,0,0,0,3,8,8,0,0,0,0,0,0,0,5,21,0,0,6,9,9,0,5,0,0,0,0,0,0,0,0,27,0,10,17,20,37,8,17,8,3,0,0,3,0,0,0,127,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,27,197,36,23,25,11,24,10,0,0,0,0,0,0,9,355,8,21,92,172,165,160,191,73,3,3,11,3,5,0,19,925,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,20,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,10
SED25402,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,10,23,20,25,6,13,9,0,0,0,0,0,0,12,112,17,172,212,40,8,6,3,6,0,0,0,4,0,0,32,498,0,0,0,0,0,0,5,0,0,0,0,3,7,3,3,32,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,17,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,15,0,4,9,13,7,10,21,37,7,3,10,4,0,0,0,129,0,0,0,0,0,0,6,4,6,8,9,4,3,0,0,37,19,334,51,23,44,15,16,0,0,0,0,3,0,0,22,528,3,10,29,110,134,89,119,72,8,11,11,18,0,4,32,658,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,3,13,22,3,9,6,3,0,0,0,59
SED25501,16,11,24,27,13,7,0,313,0,0,4,0,3,11,17,10,0,3,3,0,0,0,0,50,0,13,16,10,20,9,14,9,0,5,0,0,0,0,4,100,21,165,111,15,5,10,13,22,0,0,6,9,3,4,10,399,0,0,0,16,18,53,94,44,7,0,0,6,12,0,0,253,0,0,0,14,52,90,361,122,19,25,36,10,6,0,9,764,0,6,9,13,13,0,8,0,0,3,0,0,0,0,0,49,0,12,70,215,704,322,589,373,121,152,110,120,50,3,40,2883,0,0,0,0,0,6,26,17,0,4,12,23,8,0,0,104,7,51,14,9,12,4,22,3,0,0,0,0,0,0,6,121,6,8,38,54,82,72,163,107,19,10,16,36,23,10,12,677,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,6,10,9,59,90,18,23,42,30,10,5,3,295
SED25605,14,12,21,7,4,0,4,284,0,0,3,3,3,16,16,18,3,3,0,0,0,0,0,82,0,6,14,13,6,10,16,8,0,0,0,0,0,0,7,70,22,390,465,80,19,7,22,13,3,0,4,5,0,0,51,1082,0,0,4,6,13,17,40,20,4,0,4,5,0,0,5,116,0,0,0,7,21,35,178,83,15,17,7,9,9,0,7,391,0,4,36,61,43,26,20,0,0,3,4,0,0,0,4,207,0,3,65,168,359,157,414,240,97,142,122,124,30,9,33,1963,0,0,0,0,0,7,20,20,5,10,14,11,0,0,0,85,5,69,10,5,3,9,5,3,0,3,0,0,0,0,13,118,3,0,28,83,106,127,143,82,7,23,11,19,9,0,18,659,0,9,31,25,38,9,10,0,0,0,0,0,0,0,0,124,0,0,0,5,23,27,101,145,48,47,59,42,27,13,13,537
SED25704,0,0,0,0,0,0,0,15,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,11,0,4,7,7,9,9,12,11,0,0,0,3,0,0,0,66,20,133,84,14,3,0,4,0,0,0,0,10,0,0,22,300,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,22,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,5,3,6,22,79,32,53,84,51,4,0,18,361,0,0,0,0,0,0,9,18,14,9,8,3,0,0,0,58,9,88,10,6,16,5,7,0,0,0,0,0,0,0,5,150,0,0,39,78,88,101,101,52,13,5,15,5,9,9,16,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,21,4,4,3,3,0,0,0,43
SED25802,5,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,16,4,9,27,15,20,8,11,13,0,0,0,3,0,0,3,113,13,136,53,16,3,3,3,8,4,0,3,0,0,0,13,255,0,0,5,0,0,6,15,6,0,3,0,0,6,0,0,34,0,0,0,0,5,0,4,4,0,0,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,7,10,3,18,5,3,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,346,70,32,57,10,13,11,0,3,0,4,0,0,6,568,10,3,62,126,181,157,176,66,7,6,8,4,3,6,34,862,0,0,0,7,0,5,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,3,12,11,7,7,0,4,0,0,0,35
SED25905,33,23,22,18,3,0,3,521,0,0,4,3,9,56,64,25,28,11,0,7,5,0,3,223,0,4,24,16,23,4,18,6,0,0,0,0,0,0,0,98,17,147,238,78,21,9,6,10,0,5,0,0,0,0,26,559,0,0,0,0,0,6,15,0,0,0,5,0,0,0,0,28,0,0,0,0,5,23,78,39,0,6,4,0,0,0,0,158,3,0,17,72,62,47,45,9,0,4,0,0,0,4,7,275,0,0,7,29,117,66,136,88,11,11,13,9,3,0,0,497,0,0,0,0,0,4,10,13,3,5,9,5,0,0,5,43,6,122,41,7,23,6,6,0,0,0,0,0,0,0,3,215,0,0,21,79,174,206,296,195,26,24,31,27,12,9,27,1147,0,7,20,45,42,24,18,0,0,0,0,0,0,0,6,167,0,0,0,4,41,98,207,216,28,56,46,54,30,24,12,813
SED26005,46,66,28,35,6,9,8,582,0,0,0,6,3,49,129,55,27,15,0,9,5,0,3,303,0,5,23,20,21,10,18,16,0,0,3,4,0,0,0,123,15,63,134,38,17,11,18,10,3,0,0,5,0,0,9,324,0,0,0,0,3,5,23,4,0,0,0,0,0,0,0,45,0,0,0,0,0,16,188,54,10,0,6,0,3,0,0,279,0,0,14,39,38,27,28,11,8,3,7,0,0,0,8,187,0,0,8,22,71,48,172,83,42,13,21,14,14,0,3,507,0,0,0,0,0,13,38,20,3,8,7,8,0,0,0,98,7,107,24,18,18,3,6,3,0,0,3,0,0,0,5,205,0,3,19,83,247,380,542,455,40,57,33,58,27,11,61,2015,4,0,10,20,36,17,16,3,0,0,0,0,0,0,0,117,0,0,0,4,25,75,284,402,66,119,72,110,36,26,14,1229
SED26102,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,16,41,26,36,9,28,19,0,6,0,0,0,0,11,195,26,318,276,43,13,7,11,19,4,4,8,8,0,0,53,792,0,5,0,0,0,12,8,3,0,0,0,3,0,0,4,40,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,18,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,19,0,4,14,20,16,10,14,5,6,7,7,0,0,0,3,93,0,0,0,0,0,0,6,0,4,0,0,3,0,0,0,21,15,166,37,19,19,8,14,6,3,4,0,0,0,0,23,315,5,18,71,195,195,103,141,71,19,6,9,7,5,6,58,907,0,7,16,16,21,8,0,0,0,0,0,0,0,0,6,61,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
SED26207,7,13,11,3,0,3,0,250,0,0,0,0,5,26,25,13,4,5,0,0,0,0,5,78,0,11,24,17,28,11,48,41,4,7,4,0,0,0,0,187,83,1405,1383,157,46,28,29,76,8,12,5,0,0,0,100,3342,0,0,3,0,15,12,26,8,3,0,6,0,6,0,0,70,0,0,0,0,9,6,22,10,3,6,0,0,0,0,0,69,0,12,52,97,39,20,11,12,0,0,8,0,0,0,5,258,0,0,7,30,60,30,84,38,10,8,5,11,4,0,5,297,0,0,0,0,0,3,13,7,0,3,9,8,3,0,0,49,4,38,4,4,4,0,9,4,0,0,0,0,0,0,0,69,3,3,22,44,56,91,114,89,17,16,9,11,5,0,19,494,3,3,127,122,25,12,5,6,0,0,0,0,0,0,8,321,0,0,0,0,0,12,34,37,3,12,22,15,0,0,11,142
SED26303,5,3,0,3,0,0,0,115,0,0,0,0,5,17,9,3,0,3,0,0,0,0,0,41,0,3,22,17,44,32,86,62,10,8,14,4,4,0,8,302,35,561,524,79,12,20,28,65,13,12,11,7,0,0,77,1441,0,0,0,5,16,42,74,17,8,5,4,0,3,0,0,176,0,0,0,3,10,9,29,14,4,4,0,0,0,0,0,84,0,21,94,106,47,28,19,6,0,0,0,4,0,0,24,351,0,5,11,35,89,54,74,47,11,7,15,8,6,0,3,371,0,0,0,0,0,0,21,12,15,19,32,29,3,0,7,146,0,17,12,3,10,13,25,9,4,8,0,0,5,0,0,102,3,4,30,92,173,202,380,264,39,45,45,57,18,4,14,1373,6,19,77,97,40,9,16,4,0,0,0,0,0,0,8,287,0,0,0,0,8,7,16,20,3,0,4,10,0,0,0,66
SED26406,23,23,25,26,22,15,3,281,0,0,0,0,0,5,25,5,4,0,0,0,0,0,0,48,0,10,18,11,27,16,57,51,11,5,7,12,3,0,9,243,16,296,383,68,15,12,23,45,6,7,10,8,0,0,43,928,0,3,3,13,25,49,89,41,18,9,14,28,15,8,10,323,0,0,0,8,33,49,247,117,31,27,29,26,6,3,10,580,0,5,14,25,18,9,5,6,0,0,0,0,3,0,4,81,0,7,19,59,180,108,340,217,78,64,114,92,47,7,24,1354,0,0,0,0,0,6,53,62,34,67,83,79,23,3,8,412,0,22,7,6,11,4,4,11,0,4,0,0,0,0,0,83,0,9,35,90,137,159,204,113,26,29,23,43,11,21,20,915,0,0,9,8,3,0,3,0,0,0,0,0,0,0,0,26,0,0,0,3,3,14,45,46,13,20,42,24,17,13,0,243
SED26504,0,0,0,0,0,0,0,5,0,0,0,0,0,5,10,6,0,7,0,0,0,0,0,27,0,6,15,8,9,4,13,0,0,4,0,8,3,0,0,65,41,338,196,36,7,3,6,4,0,0,3,0,0,0,49,681,0,0,0,0,0,4,6,7,0,5,0,0,6,0,0,29,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,13,10,10,28,47,51,58,51,27,7,0,12,328,0,0,0,0,0,0,11,24,19,11,20,13,0,0,4,107,5,148,18,23,13,4,15,8,0,0,0,0,0,0,4,239,4,6,28,111,83,60,149,48,10,0,3,3,0,7,31,555,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,8,0,4,4,6,4,0,0,36
SED26603,13,10,6,17,0,3,3,342,0,0,0,9,10,91,88,46,13,7,9,5,3,0,9,291,0,10,10,16,27,8,59,48,5,8,7,0,0,0,5,204,83,1153,1140,170,48,29,58,124,17,16,10,5,3,0,139,2985,0,3,0,4,7,26,63,23,6,4,7,0,0,0,0,144,0,0,0,0,5,18,61,33,9,3,7,4,0,0,4,139,0,7,128,418,205,178,170,84,12,18,8,19,0,4,49,1303,0,0,7,30,59,53,171,64,37,22,21,9,16,8,3,493,0,0,0,0,0,31,320,291,183,378,537,590,157,7,58,2559,3,22,9,4,7,4,10,5,5,3,0,0,0,0,7,67,0,0,13,68,152,153,321,234,26,39,29,33,13,7,27,1127,0,5,38,26,14,16,0,7,4,0,0,0,0,0,3,106,0,0,0,0,8,30,189,301,92,90,89,90,45,14,6,957
SED26708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,9,16,7,19,11,27,30,0,0,4,6,0,3,3,132,12,42,25,6,0,3,6,9,0,0,0,0,0,0,9,114,0,0,0,0,0,5,7,8,0,3,0,3,0,0,4,38,3,0,0,0,0,0,7,0,0,0,0,6,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,8,8,3,0,0,5,6,12,5,6,0,3,54,0,0,0,0,0,0,8,18,3,0,6,7,0,0,0,46,5,151,25,16,24,14,15,7,4,0,0,0,0,5,9,267,3,6,41,87,129,142,228,107,14,5,15,10,8,0,41,841,0,5,4,5,6,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12
SED26806,22,11,29,29,13,8,4,327,0,0,5,3,0,4,3,5,0,0,0,0,0,0,0,23,0,7,17,17,31,17,88,177,51,80,141,257,104,10,7,1001,6,70,48,16,10,16,38,130,26,26,26,31,5,0,14,468,0,0,3,15,28,49,66,44,18,26,49,26,8,11,13,351,0,0,0,4,18,27,73,45,18,19,17,11,5,0,8,248,0,0,10,13,13,5,0,4,0,0,3,0,0,0,5,60,0,4,25,74,143,90,262,175,58,40,46,45,24,3,10,994,0,0,0,0,0,4,16,25,17,20,27,32,3,0,0,146,9,28,11,4,12,16,23,22,6,0,7,12,6,0,10,155,8,18,61,119,195,237,477,413,92,131,116,124,39,64,35,2136,0,0,3,5,15,6,5,9,8,0,4,0,3,0,0,63,0,0,0,6,4,6,11,16,15,6,10,12,6,0,0,87
SED26903,4,11,11,10,0,0,4,239,0,0,0,0,5,46,51,32,3,8,5,0,3,0,0,146,0,9,6,11,28,13,45,17,0,0,3,5,0,0,3,152,79,1080,1056,127,43,39,56,118,25,14,8,9,0,0,109,2756,0,0,0,0,5,30,67,27,3,6,4,3,6,0,0,156,0,0,0,0,6,10,35,28,5,4,0,0,0,0,4,98,0,13,93,189,130,71,45,25,4,8,0,0,11,0,19,608,0,4,5,26,88,46,108,62,50,36,19,22,0,0,12,483,0,0,0,0,0,3,88,130,71,137,228,197,44,5,14,922,0,26,6,7,7,3,14,5,0,0,0,0,0,0,3,66,0,4,13,64,120,177,332,208,28,32,30,15,5,7,20,1066,7,40,230,175,142,69,38,14,3,11,0,6,0,0,20,756,0,0,0,0,4,16,36,90,26,14,35,23,7,4,4,255
SED27003,7,6,9,10,6,0,0,137,0,0,0,0,0,10,6,3,0,0,6,0,0,0,0,25,0,7,13,15,51,22,99,85,22,35,45,85,32,9,9,530,7,144,106,13,13,19,28,55,20,14,18,22,0,0,18,483,0,0,3,3,19,33,57,32,14,8,27,16,5,0,3,220,0,0,0,11,19,23,50,36,3,7,6,15,8,0,0,171,0,0,10,8,10,0,4,0,3,3,5,0,0,0,0,44,0,5,23,69,119,83,157,102,32,37,27,37,13,0,15,725,0,0,0,0,0,0,7,15,6,8,9,7,10,0,3,68,5,22,12,6,12,11,24,20,13,9,16,16,9,3,5,176,3,13,48,114,182,306,459,464,104,117,158,144,62,68,44,2291,0,0,11,18,11,12,6,3,0,0,0,0,0,0,4,68,0,0,0,0,0,9,11,12,4,6,0,9,4,0,0,57
SED27101,51,70,41,50,3,6,0,656,0,0,0,0,6,9,16,3,0,12,0,0,0,0,0,48,4,9,20,20,32,13,18,29,0,4,3,5,0,0,8,145,9,157,127,19,4,14,17,17,3,3,5,4,0,0,10,399,0,0,7,7,16,27,44,23,5,6,3,0,0,0,3,137,0,0,3,0,11,28,230,69,16,6,10,4,4,0,6,386,0,0,0,8,9,0,5,0,3,0,0,0,5,0,0,31,0,9,22,56,197,135,361,262,79,78,69,46,24,0,16,1334,0,0,0,0,0,0,21,43,19,38,58,61,10,0,0,252,11,92,18,10,5,7,15,0,0,0,0,0,0,0,0,166,8,12,36,90,132,132,184,83,6,8,0,12,7,5,20,727,0,0,5,10,3,3,3,0,0,0,0,0,0,0,0,25,0,0,0,0,5,15,42,67,8,32,23,23,12,0,6,225
SED27208,0,0,3,0,0,0,3,12,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,12,0,4,6,17,15,3,11,15,0,0,0,0,0,0,0,68,5,42,31,3,0,0,4,0,0,0,0,0,0,0,14,105,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,23,0,0,0,0,0,3,4,11,0,0,0,0,0,0,4,19,0,0,0,7,3,0,0,0,0,0,0,0,0,0,10,23,0,0,4,8,3,0,18,12,0,0,3,4,0,0,4,64,0,0,0,0,0,0,6,16,3,14,10,7,0,0,0,67,11,191,42,11,17,0,8,0,0,0,0,3,0,0,4,291,4,7,36,113,135,96,88,51,14,0,17,4,3,9,60,636,0,0,10,6,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,24,27,4,11,4,6,6,0,3,76
SED27305,16,19,12,20,0,0,7,350,0,0,4,0,5,11,37,4,8,10,0,3,0,0,0,77,0,5,11,30,32,6,7,9,3,0,0,0,0,0,0,105,15,145,251,50,20,11,11,10,3,0,0,0,0,0,22,537,0,0,0,3,0,8,16,16,0,0,0,0,0,0,0,46,0,0,0,0,9,28,126,56,4,0,6,5,0,0,0,233,0,0,11,32,34,7,11,9,0,0,4,0,0,0,4,125,0,8,16,72,348,148,423,153,50,37,23,11,0,0,15,1296,0,0,0,0,0,8,14,12,0,0,4,0,0,0,0,33,6,111,29,13,14,0,3,3,5,0,0,0,0,0,0,188,0,0,19,64,148,102,156,96,7,5,12,15,0,5,13,653,0,0,3,19,6,6,0,0,0,0,0,0,0,0,0,36,0,0,0,0,15,20,31,23,0,3,4,10,0,0,6,113
SED27406,4,8,4,7,0,0,0,135,0,0,0,4,0,7,12,0,0,0,0,0,0,0,0,28,3,7,21,36,53,33,107,87,11,9,0,8,4,5,0,382,21,141,120,28,10,18,12,39,4,4,0,3,0,0,15,416,6,0,0,9,17,28,36,14,3,3,4,3,3,0,5,134,0,0,0,4,6,8,31,9,4,0,5,3,0,0,4,72,0,5,7,20,14,4,0,3,3,0,3,0,0,0,0,63,0,0,23,35,43,25,49,28,12,9,7,14,9,0,6,261,0,0,0,0,0,0,16,3,4,3,15,10,5,0,6,58,9,67,24,12,15,16,45,16,0,3,7,3,0,0,6,228,7,12,42,150,199,193,322,139,17,17,20,16,9,6,21,1166,0,0,4,6,4,7,0,0,0,0,0,0,0,0,0,21,0,0,0,0,3,5,0,10,3,4,5,0,3,0,0,36
SED27504,12,5,0,8,3,0,3,115,0,0,0,0,0,157,161,83,19,29,15,21,0,3,9,503,0,4,12,8,3,4,10,13,3,0,7,0,0,0,5,74,40,345,223,40,7,12,6,3,4,0,0,0,4,0,43,729,0,0,0,0,0,4,8,0,0,4,0,6,0,0,0,19,0,0,0,0,5,0,8,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,4,12,13,3,64,112,103,140,96,79,16,0,28,669,0,0,0,0,0,4,27,8,16,6,26,10,8,0,0,109,0,137,16,10,17,5,23,3,0,0,0,0,0,0,3,220,3,5,37,86,83,132,185,126,16,22,19,7,10,8,31,767,4,21,25,9,7,4,0,4,0,4,0,0,0,0,0,73,0,0,0,0,0,5,39,124,22,22,21,17,14,13,10,285
SED27608,6,7,10,8,0,4,5,210,0,0,0,0,0,8,23,21,30,0,0,0,5,0,0,85,0,10,26,19,32,16,61,63,10,6,8,4,5,0,4,258,23,130,84,20,10,11,16,22,7,0,4,8,3,0,6,331,0,0,0,0,4,13,34,20,0,0,0,0,0,0,0,79,0,0,0,0,6,14,42,10,3,4,4,5,0,0,3,90,0,0,3,5,4,5,8,4,0,0,0,0,0,0,0,39,0,5,12,28,40,26,75,40,14,21,16,14,0,0,3,297,0,0,0,0,0,0,40,26,13,22,12,4,0,0,0,124,11,217,37,16,17,9,21,14,4,4,5,4,0,0,8,361,8,9,48,110,171,151,263,206,25,26,20,29,13,8,14,1112,0,11,23,13,12,8,8,3,0,0,0,0,0,0,0,73,0,0,0,0,4,0,30,60,4,23,17,36,8,0,0,178
SED27708,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,13,13,18,11,36,15,4,0,7,0,0,3,5,132,3,22,9,7,0,3,3,0,0,0,0,0,5,0,7,61,0,0,0,0,0,3,12,4,0,4,0,0,0,0,0,33,0,0,0,0,0,3,14,3,3,0,0,9,3,0,5,37,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,12,11,0,10,13,6,4,0,0,6,0,4,80,0,0,0,0,0,0,8,6,11,20,12,0,3,0,0,63,11,136,24,6,16,9,7,6,0,0,5,0,0,0,11,236,0,8,28,114,141,159,211,85,17,11,7,8,0,3,28,831,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,8,0,0,4,0,9,0,0,14
SED27807,5,5,3,0,3,0,4,196,0,0,0,5,8,24,17,25,158,132,77,137,35,6,11,632,0,8,12,4,13,0,12,8,4,0,0,0,0,0,0,64,18,300,368,55,16,12,4,18,3,3,0,0,0,0,24,835,0,0,0,0,7,10,21,6,6,0,3,0,0,0,5,62,0,0,0,0,10,13,17,14,0,3,7,0,0,0,3,64,0,0,28,91,61,38,43,17,9,5,5,9,0,5,13,322,0,0,0,12,67,43,83,96,24,21,36,10,3,0,12,415,0,0,0,0,4,4,97,88,66,117,138,153,43,0,10,720,4,43,8,0,5,0,3,0,0,0,0,0,0,0,0,59,0,0,3,41,82,160,253,205,47,40,44,25,12,6,32,959,0,3,294,372,115,51,48,18,3,0,14,0,0,0,33,962,0,0,0,0,12,24,92,407,35,53,57,75,27,9,7,792
SED27907,4,0,0,3,0,0,6,119,0,0,5,6,9,67,49,32,15,14,9,4,0,0,6,215,0,9,28,17,56,21,37,36,0,6,4,0,0,0,4,222,26,317,374,74,26,17,20,15,3,3,0,9,3,0,37,916,0,0,0,0,0,4,23,8,4,0,0,0,0,0,0,45,0,0,0,0,0,4,22,5,0,5,0,0,0,0,0,39,0,6,51,113,61,50,71,22,4,3,7,0,0,0,11,403,0,0,0,19,46,14,34,34,4,14,0,3,0,0,3,182,0,0,0,0,0,0,30,12,0,0,0,5,0,0,0,61,10,81,20,11,15,3,8,6,0,0,0,0,0,0,5,155,0,3,22,86,168,155,253,177,15,24,17,20,9,13,29,983,0,0,17,22,13,0,4,4,4,0,0,0,0,0,0,69,0,0,0,0,7,8,39,35,11,16,14,14,7,0,0,157
SED28007,4,10,3,3,0,0,0,168,0,0,0,9,9,46,79,41,89,55,18,32,10,0,3,383,0,3,10,5,13,8,18,23,0,0,0,0,0,0,4,91,28,300,527,132,44,26,32,32,0,0,3,0,0,0,43,1156,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,32,0,0,0,0,3,7,35,15,0,3,0,0,0,0,0,68,0,0,34,140,72,61,64,53,12,6,4,12,5,0,21,478,0,0,7,32,75,43,83,55,9,0,0,3,0,0,5,317,0,0,0,0,0,0,50,9,5,4,9,5,0,0,0,82,0,36,8,6,9,0,4,3,0,0,0,0,0,0,3,62,0,0,8,46,79,135,300,258,59,37,39,15,21,5,20,1024,0,7,336,557,221,184,107,71,10,5,7,0,0,0,31,1541,0,0,0,6,47,44,127,117,21,39,24,22,12,11,7,473
SED28107,4,0,4,0,0,0,7,234,0,0,0,0,0,29,59,51,12,7,0,5,7,7,7,182,0,6,18,6,16,8,29,22,0,0,0,0,0,0,7,115,15,131,237,67,18,12,25,34,6,5,3,0,0,0,13,567,0,0,0,0,5,15,36,10,3,0,5,6,0,0,0,96,0,0,0,0,4,19,112,53,14,3,4,0,0,0,3,220,0,0,18,82,101,88,291,142,12,31,22,15,13,10,28,849,0,0,7,29,100,72,336,196,48,56,46,33,10,7,19,950,0,0,0,0,3,33,419,207,40,55,45,44,26,0,5,870,0,55,7,3,7,0,11,3,0,0,0,0,3,4,0,90,0,3,19,97,233,464,1123,1191,193,241,253,264,100,93,192,4473,0,4,86,89,70,51,46,11,0,12,5,0,0,0,10,397,0,0,3,11,37,129,720,903,190,205,241,160,84,46,50,2780
