SED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
SED25402,0,0,0,13,94,59,90,94,24,21,25,71,11,6,22,536,6,4,4,4,40,6,5,0,0,0,0,0,0,0,0,76,0,0,0,6,0,4,12,0,0,0,0,0,0,0,0,26,0,0,0,8,14,18,66,18,10,4,0,0,0,4,3,150,0,5,10,5,9,13,35,36,10,6,13,7,3,0,3,144,0,0,0,4,0,0,4,3,0,0,6,0,0,0,0,23,0,0,0,0,7,6,30,45,5,3,7,6,3,0,4,122,157,527,649,326,222,51,145,72,8,7,13,9,0,9,114,2299,0,0,12,18,8,17,42,7,3,4,0,9,4,4,0,128,0,0,0,3,8,19,15,17,8,3,0,5,3,3,10,88,48,200,198,162,115,84,251,161,26,11,23,26,17,9,42,1360,346,1458,1318,816,821,475,1201,782,164,155,206,285,111,45,363,8548
SED25501,0,0,3,18,56,47,74,34,20,12,22,28,21,7,7,353,8,9,19,35,74,29,9,7,0,0,0,0,0,0,0,191,0,3,6,39,91,66,257,124,26,7,42,28,14,8,4,721,0,0,8,21,44,65,132,31,3,10,21,15,10,3,4,365,0,9,38,97,413,393,934,473,135,101,156,213,94,16,43,3125,0,0,0,3,60,106,101,52,17,11,12,7,3,6,0,372,0,0,6,5,22,33,65,29,11,0,9,19,4,0,3,220,55,165,324,178,179,115,182,129,37,12,14,19,12,0,32,1453,0,0,0,16,25,23,49,63,14,11,11,26,13,8,4,266,0,0,3,257,388,118,85,59,13,17,18,31,27,6,16,1052,47,138,185,307,342,317,411,223,88,88,50,77,34,8,44,2367,222,896,1508,1654,4174,4332,9041,5545,1476,1477,1642,1999,846,253,569,35633
SED25605,0,0,0,27,141,105,150,152,35,27,55,56,20,0,12,791,9,12,23,30,128,43,18,4,4,0,0,0,0,0,0,262,0,0,5,24,47,35,99,67,11,21,4,5,11,4,6,332,0,0,6,41,60,38,56,22,8,10,3,0,0,0,0,254,7,19,83,134,394,378,730,332,92,115,141,158,57,10,33,2674,0,0,0,0,35,38,66,21,8,6,3,0,0,0,4,194,0,0,0,6,57,24,88,50,23,23,11,7,8,0,11,309,47,162,341,189,134,66,139,50,8,9,5,0,12,0,51,1194,0,0,9,9,8,17,31,23,3,11,4,3,4,3,0,125,0,0,6,281,884,563,472,292,75,77,41,77,62,7,78,2905,29,180,515,746,903,848,891,386,111,97,89,127,42,7,143,5113,171,1176,2828,2541,4370,3996,7109,4039,977,1160,1164,1325,499,90,729,32192
SED25704,0,0,0,4,37,30,101,153,44,36,58,79,25,13,16,593,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,9,0,0,8,12,3,34,38,15,0,5,3,13,0,0,9,138,0,0,0,0,0,0,19,23,10,11,12,15,3,0,0,92,0,0,0,0,0,0,0,10,4,0,0,3,0,0,0,20,0,0,0,4,0,4,22,16,0,0,5,15,0,0,11,68,53,191,368,133,92,34,73,37,0,5,4,13,0,4,61,1077,0,0,0,16,9,10,18,14,0,0,0,0,0,0,0,77,0,0,0,0,9,8,14,20,11,60,40,19,0,0,7,189,14,50,67,38,27,44,77,75,9,15,15,41,21,13,23,516,114,523,644,330,320,321,774,751,177,283,348,381,97,52,235,5356
SED25802,0,0,0,8,60,36,55,69,18,17,16,28,7,3,22,344,9,3,12,6,31,8,11,0,0,0,0,0,0,4,0,85,0,0,0,9,0,10,14,9,0,0,0,0,0,0,0,38,0,0,4,33,35,36,75,28,4,9,6,7,5,0,9,253,5,0,14,6,16,21,53,32,6,9,4,4,0,0,4,174,0,0,0,0,0,9,5,8,3,6,25,43,13,0,0,113,0,0,0,0,4,9,27,37,7,6,10,10,0,0,5,122,121,471,898,511,346,141,372,124,11,10,7,18,12,4,129,3161,3,4,13,29,14,19,34,25,0,15,6,4,0,0,5,166,0,0,0,0,6,11,22,18,0,7,0,23,11,0,7,103,35,142,225,172,183,95,205,93,15,41,14,51,24,22,46,1359,306,1283,1529,1072,1069,689,1387,729,144,178,160,280,112,43,314,9286
SED25905,0,0,0,45,188,139,164,138,33,29,31,41,20,4,14,847,4,10,33,63,253,92,23,13,0,4,0,0,0,0,7,512,0,0,0,6,45,20,76,25,8,5,4,0,11,0,0,207,0,6,10,58,121,58,89,47,6,4,4,0,0,0,4,409,0,4,55,116,465,463,771,400,68,86,124,113,35,7,37,2738,0,0,0,0,5,14,19,21,4,12,10,14,3,0,0,95,0,0,0,4,29,29,41,27,5,6,4,7,0,0,0,164,38,213,548,359,273,100,151,63,15,7,7,7,7,0,50,1835,0,0,3,11,8,18,28,12,3,7,14,3,3,0,0,123,0,0,3,66,149,76,89,43,5,9,5,6,0,6,10,461,24,131,536,880,1458,1307,963,361,93,126,86,89,27,17,114,6220,119,790,2059,2353,4477,4456,6451,3759,712,809,744,756,293,146,516,28433
SED26005,0,0,0,24,280,324,384,250,44,40,59,94,31,4,18,1561,0,0,8,17,142,56,33,11,0,0,0,0,0,0,5,282,0,0,4,3,40,41,92,60,19,11,6,8,8,0,6,290,0,0,0,45,124,88,197,44,10,13,19,10,8,0,4,559,0,0,34,103,391,650,1365,694,119,130,166,205,81,11,40,3993,0,0,0,0,0,9,32,29,3,4,16,16,0,0,4,117,0,0,0,5,45,26,68,51,8,11,10,8,0,0,3,237,23,145,453,407,367,138,335,159,27,15,22,8,0,4,38,2140,0,0,3,7,15,34,40,40,5,7,13,3,3,0,8,183,0,0,0,37,130,154,164,94,10,20,11,4,6,5,12,658,17,81,382,639,1559,1488,1518,627,163,164,122,113,42,15,152,7075,90,495,1386,1797,4299,5313,11502,6507,1303,1438,1222,1452,570,189,587,38151
SED26102,0,3,3,6,27,19,28,22,14,20,11,19,5,0,15,196,3,9,13,10,24,9,3,0,4,0,0,0,0,0,0,73,0,4,7,12,5,4,6,3,0,0,0,0,0,0,5,53,0,0,18,58,47,40,48,5,0,4,3,0,5,4,4,234,0,6,20,9,19,0,8,7,0,5,4,8,0,0,0,77,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,13,0,0,0,0,7,13,22,13,11,6,4,5,3,3,8,91,150,523,1069,630,438,285,477,185,26,30,15,26,15,3,198,4085,0,4,20,28,39,31,46,27,3,3,11,9,12,0,6,252,0,0,0,6,4,6,10,5,0,3,4,0,0,0,0,35,61,174,247,230,174,88,124,83,20,16,30,30,8,0,47,1328,361,1570,2356,1470,1209,731,1137,602,136,122,133,155,72,20,506,10580
SED26207,0,0,4,53,117,60,73,55,27,8,10,21,3,0,3,425,23,22,34,27,68,10,9,0,3,0,0,6,0,0,7,210,0,0,0,9,12,3,33,9,3,8,6,0,7,0,0,96,0,3,3,12,21,23,22,20,0,8,11,4,9,6,0,135,0,0,23,28,55,69,85,24,4,13,12,16,3,0,5,338,0,0,0,0,11,10,10,11,0,0,0,0,0,0,0,45,0,0,0,5,11,17,43,32,18,14,5,9,3,0,11,161,38,151,286,141,132,69,172,107,7,11,13,10,5,3,28,1173,0,5,3,17,19,14,38,21,10,9,5,5,0,0,5,152,0,0,0,247,595,202,141,85,19,18,25,43,11,14,42,1447,76,407,490,564,376,310,345,196,94,68,55,63,25,3,68,3136,349,2467,3455,1994,2159,1460,2179,1369,333,309,318,361,93,49,410,17316
SED26303,0,0,0,13,53,31,48,44,11,8,14,11,3,0,3,252,5,9,6,9,32,12,10,4,4,4,0,0,0,0,4,96,0,0,0,11,20,31,53,18,12,9,6,9,4,5,0,170,0,0,3,14,57,42,66,16,4,11,5,3,3,0,0,236,0,0,11,12,37,31,32,19,11,8,18,13,0,0,6,196,0,0,0,0,9,9,11,16,6,5,3,6,0,0,0,66,0,0,0,4,11,19,42,44,4,13,9,6,4,0,9,159,27,94,259,290,309,289,560,389,71,79,92,65,17,11,44,2602,0,3,14,56,55,88,122,102,27,34,35,24,14,4,15,572,0,0,0,121,200,91,58,43,9,6,12,13,7,0,15,581,32,92,198,283,272,286,410,339,96,100,94,84,51,8,62,2406,146,1199,2741,1685,1873,1727,2777,2015,472,501,543,478,190,65,524,16931
SED26406,0,0,4,25,91,65,103,113,43,46,83,92,31,11,9,718,13,27,32,30,110,26,15,13,0,3,0,0,0,0,9,280,0,0,4,16,47,59,106,91,22,44,36,29,36,6,4,503,0,0,10,44,91,93,166,43,11,7,9,9,12,7,4,514,0,7,49,83,164,160,319,209,88,106,155,157,84,10,23,1623,0,0,0,0,11,26,50,60,12,21,16,20,6,0,3,228,0,0,0,9,27,25,75,67,14,15,19,23,12,0,10,290,34,111,273,243,183,140,300,156,20,28,33,22,14,4,29,1596,0,0,14,25,30,41,51,46,22,21,22,18,8,5,7,305,0,0,0,130,222,101,128,137,49,63,63,52,43,3,22,1007,39,153,266,478,593,754,769,457,148,160,181,242,96,28,112,4469,154,1089,2588,1931,2702,2967,6070,4461,1456,1862,2303,2616,1125,232,640,32196
SED26504,0,0,0,4,37,22,39,76,35,15,29,50,21,12,14,359,4,3,9,0,5,0,3,0,0,0,0,0,0,0,0,26,0,0,0,5,0,0,3,8,0,0,0,0,3,0,0,20,0,0,7,19,10,17,39,11,9,7,4,8,3,0,0,131,0,0,5,4,4,0,14,12,11,5,5,0,4,0,0,69,0,0,0,0,0,4,7,10,3,0,7,12,0,0,0,44,0,0,0,0,0,8,30,32,16,6,10,7,3,0,9,129,67,246,519,249,142,93,146,67,6,9,13,10,12,8,85,1679,4,0,9,14,10,11,19,24,6,0,3,4,4,3,3,119,0,0,0,0,0,0,4,5,5,0,4,0,0,0,6,27,31,77,110,84,66,40,84,64,13,4,16,20,6,6,20,657,224,954,1014,618,442,354,830,595,226,189,231,246,90,35,269,6312
SED26603,0,0,5,34,106,71,137,135,32,51,52,83,19,0,14,733,22,17,29,14,80,29,20,12,0,0,0,4,0,0,7,233,0,0,0,4,22,26,46,27,9,11,8,11,0,0,0,170,0,0,6,10,33,21,46,33,3,14,9,5,4,5,5,187,0,0,18,20,63,81,144,91,32,26,24,28,26,4,5,567,0,0,0,0,7,12,24,16,3,9,3,0,0,0,0,79,0,0,0,3,15,24,66,66,12,14,11,10,0,0,5,228,26,103,206,148,184,166,363,246,50,62,31,29,4,0,43,1672,0,0,10,13,27,38,80,67,15,15,13,14,10,0,6,315,0,3,3,84,196,110,118,67,17,11,12,15,6,10,11,663,84,276,421,641,626,537,725,579,209,221,195,191,55,21,96,4872,299,1967,2912,2034,2331,2252,4662,3708,1055,1393,1439,1542,479,119,644,26842
SED26708,0,0,5,4,21,10,58,60,15,7,35,37,6,9,13,266,3,4,9,3,7,4,3,0,0,0,0,0,0,0,0,38,0,0,0,8,3,3,6,0,0,0,0,0,0,0,0,26,0,0,4,20,12,16,30,13,3,0,3,0,0,0,5,102,0,3,3,4,0,5,4,12,4,8,15,7,5,0,0,59,0,0,0,0,0,0,5,19,18,12,34,46,15,0,0,159,0,0,0,0,0,4,12,11,0,0,3,8,8,4,3,58,72,272,514,261,205,113,221,99,20,4,14,14,5,4,76,1906,0,0,9,22,20,9,27,17,0,0,3,0,3,0,3,121,0,0,0,3,9,7,4,11,3,0,0,0,0,0,0,39,18,77,110,89,64,67,134,89,16,20,20,49,11,26,24,823,155,665,842,601,582,455,947,637,158,143,257,252,84,56,231,6070
SED26806,0,0,0,17,71,59,111,92,47,37,66,69,27,8,16,617,29,41,33,21,94,36,28,19,5,11,4,3,0,0,12,334,0,0,8,20,44,47,122,55,13,5,12,12,11,5,3,371,3,5,20,39,97,108,153,72,18,18,25,41,20,10,3,631,0,4,11,35,46,52,61,52,27,17,15,18,6,0,4,346,0,0,0,0,28,30,44,42,14,19,16,9,0,9,0,215,0,0,0,7,25,37,87,67,25,32,21,37,13,3,0,360,54,138,345,317,267,319,623,624,175,220,254,335,107,42,58,3888,3,5,28,50,66,102,148,163,37,49,68,70,41,14,15,847,0,0,6,69,113,53,64,68,14,19,11,21,8,0,6,445,90,142,198,343,422,860,793,838,350,393,430,566,219,37,127,5810,271,703,1411,1439,2179,2751,4556,4456,1437,1666,1858,2338,886,290,469,26718
SED26903,0,0,0,21,150,65,91,125,41,36,62,71,3,5,22,701,3,10,10,9,25,8,10,10,0,0,0,0,0,0,0,81,0,0,0,9,12,32,53,16,0,0,4,4,0,0,0,131,0,0,5,15,31,15,44,11,4,10,4,8,0,0,3,145,0,4,7,9,48,56,64,44,17,23,37,36,18,0,9,370,0,0,0,0,12,11,26,25,8,9,5,3,0,0,3,93,0,0,0,0,29,22,57,30,23,21,22,7,8,3,7,224,16,82,194,136,145,140,268,198,26,23,23,22,3,4,30,1323,0,0,6,15,18,31,54,42,9,21,16,9,7,4,3,243,0,0,0,223,447,288,207,159,45,45,38,46,19,4,42,1555,26,115,264,408,388,554,605,513,156,168,219,248,74,20,91,3845,168,1707,2944,1819,2405,2382,4027,3099,833,1053,1393,1304,351,96,639,24224
SED27003,0,0,0,11,77,65,81,57,20,27,46,41,7,10,6,448,4,8,5,10,43,10,12,13,5,3,0,3,0,0,3,127,0,0,16,9,33,44,74,47,11,6,5,13,3,3,0,270,0,0,9,29,65,86,107,43,13,5,4,12,10,0,3,403,0,3,4,23,49,42,51,23,5,6,16,5,7,0,6,247,0,0,0,3,12,26,35,30,14,8,8,8,9,0,0,153,0,0,0,10,17,39,79,53,10,20,5,11,6,3,5,257,44,124,347,275,354,401,617,546,170,215,228,270,107,48,55,3788,0,0,13,38,63,117,146,166,55,58,80,92,58,24,18,939,0,0,4,308,673,544,334,167,45,33,44,49,27,12,69,2307,26,91,197,273,415,570,914,694,224,210,262,286,116,31,80,4410,130,650,1474,1455,2625,3112,4069,3211,949,995,1211,1353,557,249,438,22479
SED27101,0,0,0,10,82,45,88,104,37,24,22,36,7,4,3,462,10,9,12,23,69,15,11,4,0,3,5,0,0,0,0,158,0,3,7,12,34,37,106,60,10,13,11,9,10,5,3,314,0,3,3,38,51,48,122,46,7,17,16,22,5,0,0,371,0,6,28,44,53,65,109,74,18,35,31,41,9,0,0,527,0,0,0,0,36,80,79,55,4,16,6,0,4,0,0,287,0,0,0,8,26,36,74,65,23,11,16,10,7,0,10,281,87,227,500,301,291,186,272,117,15,18,13,24,4,9,38,2111,0,3,10,18,37,37,53,38,10,11,3,8,5,0,3,234,0,0,0,130,181,75,79,64,10,16,24,12,8,0,17,610,36,104,149,307,298,277,539,591,139,88,206,141,37,8,41,2978,228,791,1209,1262,2140,2236,5427,3733,863,926,1014,994,265,83,329,21496
SED27208,0,0,3,7,39,28,104,90,46,18,28,52,14,0,15,445,0,0,9,3,11,8,0,4,0,0,3,0,0,0,6,38,0,0,0,4,0,6,3,0,0,0,0,0,0,0,0,23,0,0,4,9,12,21,46,14,5,9,0,5,3,5,10,142,0,0,0,0,0,3,20,21,5,10,4,3,0,0,6,77,0,0,0,0,0,3,7,20,15,17,28,45,7,0,0,137,0,0,0,0,4,9,14,20,7,3,6,6,4,0,8,75,67,334,714,354,181,83,141,60,3,15,17,9,12,9,109,2118,0,0,10,12,16,14,23,28,3,0,3,10,0,0,7,123,0,0,0,3,8,5,5,11,6,4,0,4,3,0,13,67,27,86,116,101,86,60,133,70,11,16,15,15,14,42,95,891,147,758,1094,726,601,386,943,656,156,193,226,279,104,68,468,6796
SED27305,0,0,3,21,150,75,88,48,16,9,17,25,9,0,7,466,4,7,12,28,127,46,10,0,5,0,6,0,0,0,0,243,0,0,5,15,72,35,142,43,20,10,13,3,0,0,0,365,0,0,10,49,120,70,130,34,5,6,8,11,0,0,3,454,0,7,68,97,312,312,607,181,18,32,34,36,19,0,15,1726,0,0,0,3,12,38,32,12,0,5,0,0,0,0,0,109,0,0,0,9,23,13,36,23,3,8,0,3,4,0,3,128,35,136,530,382,321,130,220,88,12,8,5,11,5,5,34,1921,0,0,5,12,14,21,30,18,0,14,8,0,3,0,0,123,0,0,0,100,213,81,46,16,6,10,11,7,0,0,13,500,18,93,289,437,559,357,323,117,25,26,22,22,17,3,34,2340,118,648,1623,1692,3209,2529,4552,2079,374,410,305,418,130,24,228,18351
SED27406,0,0,4,16,48,24,52,37,16,14,26,22,11,5,4,265,4,14,19,18,105,37,18,13,3,14,6,0,4,0,0,249,3,4,0,17,14,15,47,31,0,8,3,4,11,0,3,160,0,8,9,48,92,118,265,145,66,46,44,38,19,8,6,905,0,3,34,43,46,27,25,15,3,5,3,9,0,0,0,223,0,0,0,0,3,7,5,8,0,0,0,4,0,0,0,37,0,0,0,9,13,11,41,27,5,3,8,10,5,0,5,139,99,279,629,471,457,438,1141,746,117,105,104,85,43,20,78,4814,3,3,21,46,36,64,120,65,13,19,32,20,20,5,15,480,0,0,0,34,27,11,27,16,5,3,8,3,3,0,0,147,57,126,228,374,349,563,567,431,102,67,61,106,35,6,56,3124,264,919,1656,1645,1869,2083,3782,2435,510,439,500,532,245,75,299,17252
SED27504,0,0,0,0,59,58,121,176,43,63,61,67,29,16,27,733,4,0,4,3,3,0,5,4,0,0,0,0,0,0,0,24,0,0,0,5,7,0,8,4,4,0,6,0,0,0,0,27,0,0,0,0,3,21,40,16,0,3,8,20,3,8,3,134,0,0,0,0,10,10,42,65,5,19,21,9,4,11,4,196,0,0,0,3,0,13,16,28,4,10,35,57,8,0,4,181,0,0,0,4,7,28,50,18,8,4,13,12,6,0,9,150,57,188,379,140,93,73,127,81,10,11,20,18,10,0,55,1255,0,0,6,7,10,7,19,10,4,4,3,10,5,0,5,91,0,0,0,0,9,3,26,24,0,0,3,10,5,5,0,92,15,61,124,96,89,255,555,298,83,50,128,212,76,12,61,2121,168,881,928,477,484,970,2716,2100,568,605,720,863,302,116,389,12289
SED27608,0,0,0,13,48,61,108,110,22,33,61,54,13,5,12,548,9,3,11,3,26,9,4,5,5,6,0,0,0,0,3,89,0,0,3,12,12,10,35,16,0,0,3,4,4,5,0,108,0,0,13,28,60,78,197,92,17,20,10,23,19,0,4,573,0,4,10,9,21,18,95,59,10,31,38,46,28,0,3,378,0,0,0,0,0,4,8,5,3,0,7,3,0,0,0,36,0,0,0,4,9,15,47,26,9,5,3,14,0,0,0,122,101,354,756,454,394,210,752,428,59,44,63,59,13,3,87,3770,0,0,6,28,30,49,101,79,7,17,8,22,7,12,10,376,0,0,3,9,23,6,28,31,15,7,18,11,9,0,5,172,56,132,160,129,127,172,432,306,59,74,85,76,34,9,43,1896,274,1048,1337,1003,1187,1125,3509,2491,529,591,688,867,346,61,293,15347
SED27708,0,0,0,9,38,33,59,94,28,32,30,45,19,5,10,409,3,0,0,0,10,0,3,0,0,0,0,0,0,0,0,22,0,0,0,0,4,0,5,3,0,0,0,4,0,0,5,18,0,0,0,10,7,26,58,29,6,6,8,30,0,10,0,196,0,4,0,0,8,3,35,41,11,4,4,14,4,0,0,130,0,0,0,0,0,0,7,18,0,12,9,4,0,0,0,61,0,0,0,0,3,6,38,22,17,12,16,9,6,0,3,130,40,215,488,199,163,98,167,95,7,15,8,19,9,0,67,1585,0,0,8,20,13,12,21,18,5,0,7,5,3,3,3,127,0,0,0,0,4,0,11,10,5,17,16,57,10,0,5,136,12,25,65,63,57,64,109,83,14,21,37,74,31,4,26,675,90,492,705,479,534,496,1011,697,168,216,275,370,116,41,201,5899
SED27807,0,0,4,95,345,257,350,293,88,101,116,149,55,5,40,1915,43,33,35,47,127,37,15,3,0,0,0,0,0,0,5,348,0,0,0,0,17,6,33,7,0,0,0,4,0,0,4,72,0,0,0,6,4,9,10,5,7,0,0,4,0,0,0,55,0,0,11,20,36,49,94,183,27,27,39,65,17,6,11,587,0,0,0,0,9,8,19,13,0,3,3,11,5,0,5,68,0,0,0,10,34,27,82,38,11,3,4,5,5,0,6,217,14,97,182,105,65,25,68,43,12,5,3,5,6,0,26,650,0,0,4,3,10,10,25,14,4,4,0,0,0,4,3,81,0,3,15,761,3485,2627,2531,1911,422,397,316,437,212,50,577,13746,116,711,1265,1226,864,904,1264,869,212,219,247,221,60,31,211,8438,345,1607,3295,3243,5859,4871,6587,5383,1449,1496,1732,2020,667,136,1277,39958
SED27907,0,0,17,39,119,73,169,164,21,32,25,42,10,0,12,722,4,15,13,16,35,14,11,11,0,0,0,0,0,0,3,128,0,0,7,10,7,15,32,12,4,3,5,0,3,0,0,94,0,5,4,26,12,23,64,33,3,14,4,11,3,0,3,204,0,0,17,58,71,91,97,81,18,5,12,22,3,0,5,479,0,0,0,0,4,5,7,16,0,0,0,0,0,0,0,35,0,0,0,0,6,14,51,36,17,11,14,6,8,0,7,174,35,247,638,340,292,131,262,150,23,18,16,14,7,5,52,2229,0,4,4,12,18,12,35,31,0,10,0,0,10,0,6,151,0,0,0,16,38,35,41,37,3,6,3,5,0,0,0,189,56,278,434,393,319,305,348,272,175,113,170,103,22,7,61,3051,211,1188,2182,1521,1675,1346,2562,1737,454,383,382,406,123,49,303,14523
SED28007,0,0,6,139,520,349,695,354,53,50,49,93,31,6,25,2366,0,6,15,34,159,43,15,0,0,0,0,0,0,0,10,285,0,0,3,8,26,19,62,18,0,5,9,4,6,0,0,161,0,0,0,14,26,43,98,23,3,12,5,3,0,0,0,238,0,3,22,23,172,217,369,156,19,38,29,38,16,3,5,1085,0,0,0,0,10,4,12,5,0,0,0,4,0,0,0,35,0,0,0,4,22,19,33,40,6,8,11,9,4,0,5,161,16,83,238,167,140,60,134,100,11,18,13,10,4,5,23,1009,0,0,0,3,12,16,32,27,8,4,5,6,0,0,0,121,0,0,0,209,661,357,370,248,59,27,49,47,22,0,93,2143,51,396,963,1242,1324,1193,1011,453,126,109,70,76,21,14,144,7197,141,1000,3049,3263,4395,3916,6618,3405,743,667,676,718,272,85,580,29526
SED28107,0,0,0,65,498,486,1569,828,171,156,158,201,77,14,46,4264,10,3,4,20,111,34,16,10,0,0,0,0,0,0,4,215,0,0,0,12,12,34,243,118,20,33,16,11,7,5,7,528,0,0,4,19,14,42,126,47,11,17,4,21,3,0,6,316,0,0,0,14,76,189,590,332,51,70,71,103,31,5,10,1561,0,0,0,4,7,22,31,33,4,5,6,5,0,0,0,132,0,0,0,3,37,49,220,115,26,22,40,12,10,0,9,533,25,131,451,236,196,108,277,163,22,26,21,20,6,8,39,1732,0,4,9,8,12,20,71,61,7,11,13,15,3,0,10,231,0,0,0,75,236,212,292,198,42,40,32,53,24,10,65,1289,27,193,442,559,859,1507,3358,1905,407,400,388,382,129,70,287,10899,113,624,1553,1567,3131,5058,23906,15000,3309,3652,4343,4902,1642,514,1420,70728
SED28203,0,0,0,17,161,115,309,254,66,62,82,81,46,5,25,1216,0,3,12,9,16,16,4,11,0,0,6,0,0,0,0,75,0,0,0,3,12,11,68,37,10,10,9,7,7,0,0,179,0,0,0,9,6,10,25,12,3,6,3,0,0,0,0,79,0,0,4,16,92,173,455,215,41,60,62,50,15,0,17,1200,0,0,0,0,12,15,21,12,0,5,6,4,0,0,0,66,0,0,0,0,35,16,67,30,3,6,10,10,0,0,4,189,6,54,141,69,60,17,76,58,20,18,13,10,0,0,11,556,0,0,4,0,16,13,31,22,7,5,3,6,3,0,0,101,0,0,3,174,799,545,474,273,53,33,50,55,24,11,103,2598,25,226,515,741,800,882,1154,814,202,284,219,192,66,5,121,6248,159,1960,4708,2905,3366,3935,8999,6034,1346,1466,1654,1808,545,120,871,39864
