SED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
SED28007,6810,4774,4174,4334,4058,2579,1150,330,64,28284,782,748,694,782,1051,1201,881,342,82,6552,45,52,80,106,222,347,389,229,49,1530,3,3,4,18,55,136,228,223,78,752,830,806,781,904,1331,1682,1499,789,207,8836,575,392,372,362,361,289,135,63,12,2565,8215,5979,5327,5603,5747,4557,2786,1185,285,39675,6792,4270,4022,4549,4231,2676,1112,317,74,28050,500,790,772,931,1210,1220,903,417,144,6888,29,111,137,190,324,483,379,239,125,2016,3,10,17,38,95,178,280,231,153,1001,531,907,930,1156,1632,1873,1560,892,418,9899,510,364,364,379,335,282,160,56,28,2478,7830,5545,5310,6084,6198,4832,2837,1267,527,40433,13600,9047,8197,8885,8287,5259,2267,643,138,56333,1272,1535,1468,1710,2262,2415,1785,758,225,13433,81,161,212,297,542,826,772,472,171,3546,5,15,22,56,155,317,508,451,229,1757,1360,1713,1710,2066,2961,3561,3058,1687,627,18738,1088,760,733,739,694,574,299,119,40,5048
SED28107,15358,6913,10320,11266,4469,2368,1121,301,42,52158,1209,774,872,1527,1266,1153,806,363,59,8023,47,71,86,195,251,385,391,190,39,1657,3,7,26,44,83,170,216,150,46,758,1253,854,982,1768,1599,1712,1415,706,146,10435,1521,925,1406,1246,618,348,192,72,23,6356,18133,8696,12711,14286,6692,4427,2729,1075,209,68954,14977,5583,10552,9854,3879,2564,1156,286,66,48920,732,870,1194,1552,1222,1239,968,384,94,8256,35,123,218,317,358,481,414,201,63,2217,4,14,40,68,165,234,257,170,65,1013,768,1008,1447,1942,1750,1954,1638,761,222,11488,1413,579,972,919,453,326,182,59,29,4939,17156,7176,12970,12717,6082,4845,2978,1106,318,65349,30336,12501,20870,21118,8347,4930,2272,591,112,101088,1934,1646,2065,3079,2489,2390,1773,750,153,16281,80,198,303,521,610,870,805,394,103,3877,5,21,62,118,248,409,475,322,112,1772,2024,1864,2428,3714,3348,3663,3052,1462,371,21928,2933,1509,2373,2167,1077,679,375,131,47,11290
SED28203,7606,3910,5513,5501,3026,1912,1244,630,158,29502,635,540,647,859,861,897,914,605,211,6163,25,41,92,108,212,297,405,337,144,1656,0,0,19,23,80,154,234,288,130,931,663,576,752,995,1149,1349,1553,1232,480,8747,681,387,554,456,400,270,203,120,52,3129,8949,4878,6819,6959,4572,3533,3002,1984,687,41379,7215,3467,5430,5032,2738,1920,1350,609,183,27954,357,510,869,887,893,976,1112,750,262,6614,16,88,154,206,277,414,561,432,184,2334,0,6,26,49,78,207,368,348,191,1276,372,599,1051,1143,1245,1601,2039,1529,642,10226,659,353,481,439,326,289,221,140,55,2955,8248,4423,6957,6622,4308,3809,3605,2283,886,41131,14824,7379,10941,10540,5765,3830,2593,1244,345,57454,984,1048,1521,1750,1748,1875,2026,1356,476,12776,45,128,241,318,486,713,962,776,329,3992,0,10,42,77,153,361,600,632,326,2202,1028,1180,1805,2145,2394,2948,3589,2761,1125,18974,1340,739,1033,901,721,559,426,256,107,6084
SED28301,5043,3465,2294,3023,3275,2595,1477,673,200,22044,458,493,372,460,729,976,924,657,244,5307,17,55,32,47,130,216,346,331,149,1315,3,0,5,6,22,68,155,204,104,572,475,552,402,517,883,1259,1425,1195,499,7196,276,257,147,186,247,172,164,113,43,1596,5793,4271,2837,3718,4405,4025,3064,1983,744,30841,4844,2955,2256,3459,3496,2821,1699,754,206,22498,285,608,404,555,810,1025,1021,822,346,5873,10,76,73,85,187,284,385,403,229,1743,0,3,6,16,48,89,162,229,166,718,299,685,489,658,1046,1401,1566,1458,747,8335,262,185,139,184,222,229,178,143,73,1615,5403,3825,2883,4303,4767,4453,3438,2353,1025,32445,9883,6423,4546,6482,6774,5423,3174,1431,406,44540,745,1101,776,1019,1541,1996,1941,1478,590,11178,30,128,100,130,316,502,729,733,382,3058,3,6,8,21,68,157,317,435,272,1291,776,1231,887,1173,1929,2653,2991,2653,1242,15528,536,439,281,371,472,400,339,249,117,3206
SED28408,4453,2705,2821,2277,2151,1781,1114,448,137,17898,776,717,857,731,842,950,1015,549,176,6623,61,86,169,172,233,344,475,363,132,2032,0,10,26,51,96,186,311,284,118,1088,836,812,1047,961,1176,1476,1800,1201,426,9743,516,327,321,253,338,272,209,125,60,2413,5809,3843,4187,3492,3670,3532,3123,1772,621,30052,4391,2430,2407,2345,2224,1978,1317,555,217,17867,584,963,1094,1042,1003,1051,1146,707,370,7960,44,220,318,288,358,472,602,459,273,3037,0,13,48,78,184,278,362,349,216,1523,631,1199,1463,1411,1543,1804,2108,1511,857,12516,476,318,320,286,272,273,224,157,113,2427,5496,3941,4185,4039,4034,4053,3647,2222,1195,32813,8844,5138,5230,4629,4377,3761,2427,1006,355,35762,1357,1677,1948,1778,1851,2004,2158,1255,543,14581,109,306,487,458,589,811,1076,823,404,5068,0,24,75,129,277,466,668,629,338,2616,1471,2009,2510,2365,2715,3281,3908,2715,1283,22261,988,646,639,538,608,543,433,281,173,4842
SED28507,8624,4226,5695,5808,3075,2082,1001,326,69,30916,896,760,982,1171,1041,1060,954,354,83,7310,44,92,148,202,272,375,445,283,62,1924,5,12,28,45,105,210,310,243,91,1038,952,868,1157,1422,1417,1643,1707,883,240,10275,984,489,628,569,432,337,195,118,67,3810,10552,5583,7478,7801,4922,4066,2904,1322,373,45000,8437,3621,6030,5122,2937,2080,1104,348,93,29772,621,960,1381,1268,1149,1172,892,468,193,8103,49,207,335,334,415,515,485,308,146,2798,0,13,51,91,219,322,351,296,178,1524,674,1182,1769,1687,1787,2007,1727,1070,518,12424,874,447,668,523,420,268,226,148,132,3702,9979,5249,8466,7338,5145,4355,3056,1568,744,45900,17061,7847,11726,10935,6012,4163,2113,681,163,60692,1517,1723,2366,2441,2198,2230,1842,818,273,15409,97,303,479,538,683,887,930,592,212,4725,10,24,78,127,329,528,662,532,271,2558,1618,2053,2921,3105,3207,3651,3431,1950,757,22697,1854,938,1297,1092,852,605,417,266,196,7514
SED28607,6263,2787,3764,4452,3663,2466,1148,417,149,25095,676,576,904,1045,1088,1008,763,444,195,6701,24,45,130,163,197,262,348,267,134,1569,0,0,13,31,60,115,160,179,134,681,700,620,1054,1237,1340,1386,1268,892,460,8955,460,256,375,400,329,259,176,92,44,2388,7423,3662,5187,6089,5329,4107,2587,1403,646,36433,6054,2282,3670,4577,3873,2423,1148,542,191,24763,500,743,1195,1225,1120,1038,875,582,340,7609,25,101,249,218,285,340,380,348,239,2179,0,3,11,46,76,146,228,256,179,941,521,845,1461,1488,1478,1524,1485,1182,755,10729,460,229,393,369,332,241,163,125,61,2376,7032,3359,5516,6441,5682,4189,2790,1847,1015,37868,12315,5068,7427,9028,7535,4890,2296,960,337,49858,1172,1322,2102,2271,2203,2046,1634,1028,535,14309,49,144,382,381,480,600,728,618,375,3750,0,3,30,74,137,260,386,429,311,1629,1224,1467,2508,2726,2816,2901,2754,2072,1220,19685,925,485,767,769,658,502,329,217,106,4758
SED28704,10566,4908,5293,6065,4338,2592,1263,387,58,35470,1205,899,1076,1382,1319,1197,996,454,101,8624,70,87,160,247,271,400,452,318,67,2079,6,4,17,47,87,166,331,226,69,943,1274,996,1255,1670,1679,1758,1773,1000,235,11644,867,486,440,536,445,344,207,111,26,3465,12703,6392,6993,8280,6468,4689,3243,1496,321,50577,10139,4244,5407,5878,4184,2604,1342,426,82,34312,888,1118,1489,1718,1556,1345,1189,455,149,9914,44,164,345,440,480,526,551,295,123,2968,0,22,31,83,142,271,313,221,115,1211,936,1310,1865,2242,2174,2143,2061,973,391,14096,904,394,484,502,424,346,225,96,43,3421,11971,5951,7752,8619,6791,5094,3630,1498,519,51825,20697,9150,10699,11945,8529,5195,2605,813,141,69781,2091,2024,2566,3101,2872,2544,2186,911,253,18540,117,258,506,686,752,922,1006,616,191,5051,3,27,50,128,233,434,646,446,186,2149,2215,2306,3123,3917,3857,3901,3831,1971,629,25741,1769,883,925,1040,868,689,433,212,66,6886
SED28803,14471,7165,9015,8908,4929,3062,1238,329,42,49155,1230,895,1077,1361,1352,1540,975,392,74,8891,51,76,127,191,300,507,501,227,61,2055,4,8,24,33,96,271,307,163,53,961,1285,977,1227,1586,1750,2318,1783,787,190,11906,1293,686,798,747,554,391,190,84,22,4767,17048,8832,11041,11239,7227,5778,3209,1204,261,65825,13880,6611,9436,8344,4744,2955,1231,324,65,47586,763,1072,1415,1509,1564,1507,1010,403,99,9346,44,174,270,319,450,630,495,248,104,2734,4,12,47,73,212,313,346,220,87,1320,809,1258,1731,1902,2231,2452,1855,876,293,13401,1215,575,800,771,525,399,219,86,53,4647,15900,8446,11970,11017,7499,5797,3307,1282,419,65635,28347,13777,18452,17249,9667,6016,2470,652,114,96742,1994,1962,2491,2870,2920,3047,1984,792,179,18240,94,248,394,511,755,1141,1001,482,161,4791,7,18,70,103,312,581,652,388,142,2278,2099,2233,2963,3483,3983,4770,3635,1658,486,25301,2503,1258,1600,1519,1076,788,411,173,76,9415
SED29494,273,237,381,275,225,184,109,24,0,1707,56,96,127,147,137,98,73,24,0,755,7,14,28,48,48,44,53,18,0,260,0,7,10,12,39,36,25,3,4,138,58,118,167,203,228,174,153,43,4,1152,263,221,392,530,468,284,133,19,8,2314,594,575,939,1008,912,644,392,90,15,5170,258,206,345,176,105,153,66,13,3,1322,44,121,161,128,88,80,47,16,9,696,6,39,40,48,68,34,20,12,3,264,0,8,21,27,38,46,23,9,0,164,48,165,223,204,190,155,91,40,10,1124,235,183,312,354,183,122,67,9,6,1475,549,556,878,730,479,429,224,58,19,3915,535,449,725,446,326,333,176,41,10,3028,100,209,293,272,223,178,121,42,7,1453,10,59,71,99,114,75,74,23,4,520,0,10,25,37,80,78,52,15,5,303,109,278,386,408,411,335,242,85,14,2271,501,403,707,880,652,410,198,23,9,3785
SED29797,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,0,0,0,25,0,0,6,16,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,0,0,29
