SED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
SED24904,0,0,0,4,0,0,0,0,0,8,0,14,14,26,13,15,8,3,0,83,0,3,0,29,10,6,4,3,0,52,5,3,0,41,0,0,0,0,0,47,0,4,10,82,21,3,0,0,0,124,0,0,8,23,33,42,23,18,3,147,0,0,3,7,6,3,7,0,0,32,0,15,12,84,40,61,32,6,0,253,0,0,0,0,0,0,3,0,0,13,0,0,0,8,3,0,0,0,0,23,4,25,47,289,88,78,61,32,11,647,114,353,305,714,372,440,370,233,93,2979,1915,4290,3841,8313,4029,4437,3719,1974,675,33203,0,6,35,47,14,7,6,0,0,119,1739,3577,2923,5812,3229,3494,2862,1596,817,26045,0,0,5,10,0,0,0,0,0,12,0,0,0,7,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,7,4,29,11,11,9,4,0,65,0,0,7,13,7,3,4,0,0,27
SED25003,0,11,8,19,9,10,8,0,0,63,6,4,8,32,17,11,3,0,0,80,0,24,58,250,124,109,69,23,5,665,5,0,0,9,0,0,0,0,0,12,0,3,11,15,3,0,0,0,0,29,0,0,4,18,28,29,10,5,0,91,5,11,7,18,9,4,4,0,0,60,0,13,27,91,51,58,39,8,8,291,0,0,0,3,0,3,0,0,0,8,0,4,6,24,18,4,0,0,0,60,10,69,104,411,223,202,156,72,16,1265,87,163,173,386,162,137,108,127,69,1406,2240,4791,4878,10419,4563,4144,2703,1178,387,35308,0,4,4,15,3,0,3,0,0,33,2030,3864,3425,5535,3052,2260,1090,468,208,21930,0,4,4,56,5,3,0,0,0,72,0,0,0,23,20,16,13,3,6,86,0,0,0,6,5,0,0,0,0,19,0,0,5,23,12,13,6,0,0,54,0,5,0,10,3,4,3,0,0,29
SED25102,0,6,8,7,3,3,0,0,0,27,0,0,14,44,54,23,22,10,0,177,0,3,6,30,16,8,9,3,3,69,0,0,0,0,0,0,3,0,0,5,0,0,11,10,3,0,0,0,0,25,0,0,0,3,3,0,0,0,0,11,0,9,14,40,20,17,27,8,0,134,0,0,0,5,3,4,0,6,0,21,0,0,4,0,3,15,8,4,0,28,0,0,7,8,3,3,0,0,0,22,0,18,12,88,87,93,73,63,20,464,37,114,91,209,126,117,102,71,33,908,1742,4039,3499,6846,4257,3870,3075,1392,352,29081,0,0,0,0,0,0,0,0,0,6,1493,3453,2935,5767,3405,2968,2169,850,285,23328,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,7,0,0,0,8,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,12,0,6,0,24,16,7,6,4,0,72
SED25205,4,6,0,11,15,3,8,3,0,54,0,34,26,98,70,37,16,13,3,303,0,0,8,44,32,39,46,28,3,196,0,0,5,0,3,0,0,0,0,12,0,8,8,18,7,0,5,0,0,36,0,4,4,27,19,27,22,8,5,118,9,19,5,43,31,25,8,0,0,141,0,11,9,28,23,16,11,4,0,102,0,3,0,10,6,8,3,0,5,32,0,0,0,10,7,7,0,0,0,25,4,48,44,290,215,167,155,79,42,1041,52,104,77,248,128,114,93,79,43,942,1878,4399,3631,7967,4826,3921,2737,1576,634,31571,0,0,0,8,0,0,0,0,0,4,1742,3715,3088,5872,3685,2682,1879,1174,666,24503,0,0,0,3,0,0,3,0,0,14,0,0,3,16,9,11,0,0,0,38,0,4,3,38,6,5,0,0,0,61,0,0,0,23,14,18,8,4,3,69,0,10,7,44,20,13,10,0,0,98
SED25302,0,3,0,0,5,4,5,0,0,22,0,6,12,50,60,28,28,22,3,208,0,0,0,16,7,13,17,9,6,62,0,0,0,4,0,0,0,0,0,4,0,11,8,4,0,0,0,0,0,24,0,0,3,0,4,0,4,0,0,13,4,15,3,24,38,22,27,13,4,154,0,0,5,9,6,5,0,0,0,21,0,5,8,16,18,8,14,7,8,81,0,0,0,0,3,9,0,0,0,14,4,40,22,85,101,75,87,84,27,521,57,117,99,195,179,134,165,140,108,1199,1521,4449,3638,5382,4522,3973,3774,2768,1009,31037,0,0,0,0,0,5,0,0,0,3,1392,3833,2962,4608,3731,2983,3109,2091,870,25568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,3,0,8,5,5,3,0,0,19,0,0,0,4,0,0,0,0,0,8,0,11,0,22,22,18,13,6,4,92
SED25402,0,0,0,3,0,3,0,0,0,8,0,3,13,25,17,12,8,4,0,87,0,5,9,35,13,10,10,6,0,84,0,0,0,3,0,0,0,4,0,10,0,8,10,7,7,0,0,0,0,32,0,0,0,6,3,3,0,0,0,9,4,3,15,16,8,10,9,4,0,68,0,4,0,16,6,9,4,0,0,38,0,0,0,0,0,8,9,3,0,23,0,0,4,10,11,0,0,0,0,21,4,15,35,86,61,75,77,61,28,448,136,292,270,619,319,353,301,201,96,2581,1954,4389,3886,8051,3984,4458,3942,2033,643,33338,0,0,0,0,0,0,0,0,0,0,1797,3559,3329,6982,3458,3830,2818,1417,599,27785,0,0,0,13,0,0,0,0,0,21,0,0,0,0,0,9,0,0,0,13,0,0,0,6,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,8,0,0,0,9,9,12,0,0,0,37
SED25501,3,45,75,70,42,49,30,8,8,329,0,18,20,43,45,29,14,12,0,180,10,108,248,570,297,189,160,71,21,1659,0,6,22,70,31,19,16,3,0,165,0,4,16,34,13,5,8,0,0,77,0,0,3,7,14,11,3,8,4,58,3,37,32,23,15,22,8,4,0,141,0,17,28,73,124,144,66,18,3,477,0,0,0,3,0,3,0,3,4,17,0,0,4,6,6,0,4,0,0,23,11,65,84,196,107,112,90,74,48,789,27,118,159,307,146,108,77,74,59,1072,1336,4367,4738,8383,4194,3699,2702,1949,969,32335,0,0,0,8,8,4,0,0,0,25,1152,2771,2272,1916,1355,1308,1064,1254,704,13793,0,19,12,51,17,6,6,0,0,113,0,0,0,4,6,0,0,0,0,12,0,4,0,10,3,4,0,0,0,27,0,4,10,31,39,21,10,4,6,121,0,8,0,13,8,5,3,6,0,42
SED25605,0,26,28,56,23,15,11,9,0,171,0,10,8,20,22,16,18,13,5,122,7,40,135,568,189,191,161,82,24,1405,0,0,7,42,12,11,12,0,4,93,0,27,35,33,0,0,7,0,0,97,0,0,4,20,23,36,31,18,10,142,4,16,8,24,11,9,3,3,0,68,6,33,91,347,305,315,154,48,14,1314,0,0,0,0,6,3,0,4,0,12,0,0,3,5,0,0,0,0,0,18,7,61,78,303,193,192,216,177,51,1274,62,125,148,395,166,123,122,167,93,1397,1597,3649,3922,8944,3946,3384,3072,2372,873,31752,0,4,8,43,23,10,3,4,0,101,1406,2702,2174,2692,1524,1115,1138,886,495,14144,0,5,8,48,16,12,3,0,0,88,0,0,3,47,25,50,27,15,3,175,0,6,0,9,3,0,0,0,0,18,0,9,32,132,93,72,47,26,4,414,0,3,0,10,0,5,0,3,0,21
SED25704,0,0,0,6,0,0,0,0,0,3,3,3,10,21,11,10,3,0,0,66,0,0,0,33,0,0,0,0,0,43,0,0,0,8,0,0,0,0,0,7,0,0,4,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,8,6,4,7,3,0,29,0,17,3,48,14,9,0,0,0,88,0,4,0,0,5,0,3,0,0,10,0,0,0,4,8,0,0,0,0,11,6,18,6,42,27,28,30,24,5,183,101,294,231,493,340,399,381,258,114,2608,1676,4060,3520,6606,3803,4624,4239,2498,877,31906,0,0,5,4,4,0,0,0,0,18,1590,3475,2916,5563,3391,3945,3424,2136,1051,27494,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,3,0,11,0,0,3,0,0,21
SED25802,0,0,4,7,5,0,6,0,0,20,0,8,14,46,20,17,5,7,4,125,0,3,4,37,14,9,5,5,0,92,0,0,4,45,0,0,0,0,0,50,0,6,9,5,5,0,0,0,0,26,0,0,0,0,3,0,5,0,0,13,0,7,9,14,8,11,23,5,0,81,0,6,3,28,3,0,0,0,0,46,0,3,0,4,7,6,7,12,0,40,0,0,3,13,3,0,8,0,0,27,0,13,17,108,62,75,103,89,28,491,110,304,233,594,338,370,338,228,78,2595,2303,5099,4207,8714,4526,4976,4633,2562,726,37736,0,0,0,0,0,0,0,0,0,0,2097,4367,3691,7693,3955,4147,3492,1783,723,31949,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,0,10,5,0,21,0,0,0,6,0,0,0,0,0,8,0,5,0,10,0,0,0,0,0,14,5,0,0,14,7,3,6,0,0,37
SED25905,0,16,15,23,12,17,17,0,0,95,0,9,8,50,39,38,27,16,0,186,3,41,96,552,191,251,182,76,18,1412,0,0,5,27,0,3,4,0,0,42,0,6,5,23,5,6,3,0,0,46,0,0,5,18,27,46,20,6,3,121,0,3,5,22,9,8,4,3,0,68,0,0,10,59,42,54,37,7,3,207,0,0,0,0,8,6,7,0,0,27,0,0,0,9,6,5,0,0,0,20,3,42,105,489,344,439,322,150,51,1946,100,200,239,542,180,178,128,71,25,1659,2127,4411,4743,9310,4151,4328,2924,1339,450,33780,12,116,234,603,217,110,47,17,6,1357,1859,3410,3013,4285,2011,1738,1002,471,294,18078,0,6,3,33,13,7,3,0,0,64,0,0,8,60,29,42,22,10,3,168,0,0,0,7,0,0,0,0,0,8,0,0,11,64,40,45,20,6,5,183,0,3,3,8,5,0,0,3,0,30
SED26005,5,26,29,23,17,24,10,0,0,131,0,10,40,59,87,45,35,17,3,295,8,101,203,803,404,313,142,58,13,2040,0,3,5,44,7,0,4,0,0,57,0,6,4,58,7,0,3,0,0,81,0,0,4,28,31,26,11,11,3,106,0,18,18,20,23,10,4,0,0,94,0,14,19,105,67,59,27,3,3,296,0,0,0,3,5,9,7,0,0,23,0,3,7,18,13,5,0,0,0,43,5,71,171,497,361,372,204,95,30,1810,108,279,267,548,233,169,96,49,14,1762,2927,7194,6880,11971,6136,4577,2489,1055,226,43457,17,195,469,1058,280,141,56,17,5,2244,2482,5313,4020,4536,2713,1676,909,397,131,22174,0,7,4,62,16,4,5,4,0,104,0,0,4,63,38,41,17,4,0,164,0,0,0,5,3,3,0,0,0,14,0,5,19,202,86,56,26,10,8,422,0,4,7,15,11,5,3,0,0,40
SED26102,0,0,0,0,4,5,10,0,0,20,0,4,0,18,22,20,19,12,0,103,0,0,3,15,4,4,10,6,0,46,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,0,0,0,0,20,0,0,0,4,6,5,9,3,0,22,0,5,9,28,16,24,24,10,0,114,0,4,0,3,3,0,0,3,0,10,0,0,0,3,4,4,11,12,0,43,0,0,0,0,3,4,0,0,0,7,3,19,11,59,51,69,123,96,39,464,87,241,194,475,384,397,435,317,143,2665,1477,3374,2856,5697,4083,4720,5621,3523,1211,32547,0,0,0,0,0,0,0,0,0,0,1220,2837,2374,4889,3355,3952,4081,2456,982,26148,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,8,3,38,10,14,17,0,0,90
SED26207,0,8,9,9,9,6,4,4,0,44,0,5,3,20,15,7,4,0,0,69,0,6,11,51,38,23,27,14,4,170,0,3,0,11,0,0,0,0,0,22,0,9,13,13,6,0,0,0,0,32,0,0,0,25,11,20,10,4,0,69,3,4,12,21,14,12,3,3,0,69,3,11,43,125,147,149,97,35,23,637,0,0,0,4,0,3,0,6,0,14,0,0,0,0,4,0,0,0,0,13,0,49,36,230,135,153,154,128,45,931,34,99,77,272,137,110,90,88,59,970,1710,3725,3607,7522,4191,3468,2809,2168,880,30081,0,0,0,0,0,0,0,0,0,4,1438,3174,2920,5428,3156,2399,1488,968,442,21406,0,0,0,11,3,0,0,0,0,20,0,0,0,15,5,11,9,9,5,47,0,0,0,22,0,3,4,0,0,33,0,0,0,7,8,4,0,0,0,22,3,4,5,27,11,12,3,0,0,54
SED26303,0,9,4,28,10,3,0,4,0,59,0,5,9,56,18,7,9,0,0,105,0,0,12,50,12,14,14,3,0,104,0,0,0,13,3,0,0,0,0,16,0,12,3,29,9,0,0,0,0,55,0,0,0,13,7,6,5,6,0,40,5,18,13,111,36,26,17,0,0,231,0,4,18,45,50,65,35,18,8,239,0,0,0,11,3,8,0,0,0,28,0,0,0,12,0,0,0,0,0,19,4,18,27,359,134,97,77,57,31,802,34,85,117,425,151,113,79,64,15,1073,1686,3439,3289,11625,4736,3356,2088,1254,556,32028,0,0,0,0,3,0,0,0,0,9,1575,3040,3001,9168,3856,2589,1238,389,229,25075,0,0,0,9,0,0,0,0,0,10,0,0,0,10,7,3,4,4,0,27,0,0,0,53,8,3,0,0,0,61,0,0,0,5,5,4,6,0,0,20,0,3,7,92,31,6,8,0,0,150
SED26406,0,17,58,94,24,9,12,7,0,219,0,6,37,91,46,38,19,22,0,256,3,15,145,441,82,69,66,31,11,864,0,0,6,72,4,4,0,0,0,84,0,5,16,55,4,5,0,0,0,86,0,0,0,21,3,10,0,0,3,38,0,18,27,61,13,20,15,8,0,157,4,14,73,153,81,63,30,13,0,427,0,0,0,11,4,6,4,0,0,27,0,0,6,9,5,3,0,0,0,22,9,43,165,554,202,194,217,156,80,1611,41,104,296,634,136,92,90,56,36,1490,1856,3531,5782,12943,4270,3391,2357,1493,723,36351,0,0,0,16,0,4,0,0,0,27,1534,2744,3296,4828,2658,1880,1025,599,402,18980,0,8,19,68,7,11,3,0,0,123,0,0,3,11,7,3,9,0,0,44,0,5,10,40,5,6,0,0,0,63,0,0,12,24,7,10,12,4,0,72,0,0,8,41,19,3,0,0,0,78
SED26504,0,0,0,3,0,0,0,0,0,6,0,6,8,11,19,11,3,0,0,57,0,5,0,19,7,7,3,0,0,38,0,0,0,8,0,0,0,0,0,10,4,7,6,31,5,4,0,0,0,53,0,0,0,0,0,0,0,0,0,5,0,6,3,5,9,0,8,3,0,46,0,0,0,4,0,0,0,0,0,9,0,0,0,4,5,3,0,6,0,16,0,0,0,3,0,0,0,0,0,4,5,3,6,42,29,31,52,50,16,227,69,209,174,405,224,308,347,216,98,2058,1437,3652,2973,5977,3607,4165,4160,2475,798,29246,0,0,0,0,0,0,0,0,0,0,1369,3146,2507,5034,3319,3582,3312,1976,842,25092,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,14,0,8,3,18,5,5,8,0,0,49
SED26603,3,9,3,36,6,3,3,0,0,73,0,5,8,52,19,4,4,4,0,91,5,21,22,122,43,45,15,11,0,275,0,0,3,23,0,0,0,0,0,24,0,14,13,35,4,0,0,0,0,63,0,19,7,184,127,161,56,41,10,610,4,15,7,65,27,8,11,3,0,136,0,15,8,86,66,57,39,7,0,280,0,0,0,9,5,0,0,4,0,18,0,0,0,21,0,0,0,0,0,28,12,75,58,585,162,119,106,90,35,1242,82,164,223,629,222,140,125,119,90,1792,2570,4282,4610,14178,4845,3666,2289,1500,959,38903,0,0,4,10,0,0,0,0,0,14,2353,3525,3157,8192,3314,2297,1139,565,612,25152,0,9,3,46,4,8,4,0,0,75,0,0,0,23,3,16,9,6,3,57,0,4,5,51,8,4,3,0,0,71,0,0,0,11,6,0,0,0,0,17,0,4,0,50,15,4,3,5,0,83
SED26708,0,0,0,0,5,0,3,0,0,12,0,5,6,17,11,6,7,4,0,50,0,0,0,19,0,3,6,0,0,37,0,0,5,65,0,0,0,0,0,77,0,0,3,6,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,5,0,5,7,14,12,10,15,8,0,51,0,0,0,6,7,0,0,0,0,18,0,0,0,3,0,0,6,3,0,20,0,0,0,3,3,3,0,0,0,11,0,10,14,84,51,44,49,34,11,295,104,232,197,496,334,369,361,187,78,2348,1823,4242,3565,7065,4169,4728,4341,2215,638,32793,0,0,0,8,0,0,0,0,0,6,1563,3545,2757,5867,3524,3947,3387,1796,847,27232,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,23,3,8,4,0,0,38
SED26806,0,4,10,85,21,8,12,3,6,144,0,6,29,211,31,36,29,6,4,347,0,0,21,111,18,16,19,8,4,187,0,3,3,40,5,0,3,0,0,62,0,0,12,60,11,5,0,0,0,98,0,0,5,38,13,9,4,5,0,65,12,16,45,183,38,33,29,12,4,370,0,0,12,83,38,23,14,6,4,180,0,0,0,37,4,11,0,3,0,55,0,0,5,33,5,3,0,0,0,52,9,31,108,1081,187,174,153,149,83,1974,60,111,220,1056,285,223,170,141,81,2343,1212,1705,3409,17597,3983,3240,2390,1527,553,35623,0,0,0,9,0,0,0,0,0,14,1078,1350,2800,9234,2390,1913,1577,848,326,21517,0,0,0,7,0,0,0,0,0,14,0,0,0,21,4,8,6,7,0,38,0,4,12,180,11,5,0,0,0,218,0,0,5,9,7,9,8,0,0,34,0,0,13,145,21,16,3,4,0,191
SED26903,0,7,3,26,16,0,4,0,0,51,0,0,3,37,13,4,4,3,0,70,0,4,21,122,25,15,10,9,6,203,0,0,0,23,0,0,0,0,0,32,0,8,9,35,3,0,0,0,0,55,0,0,4,27,17,22,9,8,3,89,0,6,4,72,9,9,9,0,0,104,3,16,49,197,137,181,80,26,5,679,0,0,0,7,10,3,7,0,0,28,0,0,0,14,0,0,0,0,0,24,27,85,84,620,178,136,121,74,33,1360,83,142,161,582,227,188,158,108,97,1754,2110,3462,3660,12352,4464,3389,2352,1538,817,34135,0,0,0,3,6,0,0,0,0,13,1783,2752,2634,7135,2938,1920,952,525,453,21101,0,7,4,43,3,0,0,0,0,60,0,5,0,16,6,9,5,11,7,55,0,0,4,36,3,6,0,0,0,49,0,0,6,15,8,4,3,3,0,34,3,0,0,50,10,4,0,0,0,74
SED27003,0,6,14,65,17,4,0,0,0,103,0,0,8,130,29,11,11,0,0,190,0,0,6,84,17,9,5,4,0,130,0,0,3,45,3,4,0,0,0,62,0,6,5,49,13,0,0,0,0,79,0,0,0,22,17,15,5,6,0,67,9,25,30,243,60,28,15,12,0,418,5,25,63,195,168,216,145,54,18,894,0,0,0,26,3,3,3,0,4,39,0,0,6,13,5,6,0,4,0,28,15,53,108,849,203,153,102,77,18,1584,72,145,194,899,265,245,157,65,40,2084,1497,2321,3309,18317,4323,3551,2305,1116,376,37102,0,0,0,14,3,0,0,0,0,22,1402,2054,3102,11315,2554,2003,1438,586,196,24656,0,0,3,7,0,0,0,0,0,14,0,0,0,17,0,6,4,0,0,30,0,0,6,58,3,4,0,0,0,73,0,0,0,6,9,13,7,0,0,35,0,4,5,161,20,6,3,4,0,203
SED27101,6,23,11,70,28,10,7,0,3,163,0,9,19,57,45,24,10,6,0,178,0,0,21,150,21,37,30,11,8,272,0,4,4,79,21,4,9,0,0,125,0,17,21,37,11,5,0,0,0,92,0,4,0,3,4,8,0,0,0,24,0,9,16,39,24,11,8,5,0,117,0,9,13,79,60,50,45,24,4,276,0,0,0,0,6,3,5,0,0,22,0,0,0,3,7,3,0,0,0,22,5,26,50,222,103,87,92,66,27,679,45,95,104,301,128,107,81,64,40,968,2000,4042,3785,9763,4363,3330,2519,1536,580,31921,0,0,0,3,10,0,0,0,0,18,1868,3278,2583,5103,2862,2185,1668,1209,511,21277,0,0,0,17,4,4,0,0,0,26,0,0,0,4,4,5,6,0,0,24,0,0,0,12,8,0,0,0,0,25,3,0,5,30,26,32,14,5,3,127,0,4,3,27,8,8,4,3,0,65
SED27208,0,0,0,3,0,0,0,0,0,9,0,4,0,29,18,7,8,0,0,74,0,0,3,35,5,0,0,0,0,44,0,0,4,50,0,0,0,0,0,51,0,4,3,10,0,0,0,0,0,19,0,0,0,0,0,4,0,0,0,13,6,4,0,22,14,10,16,3,0,70,0,4,6,10,7,9,0,0,0,29,0,0,0,4,5,3,9,4,0,19,0,3,0,9,5,3,5,0,0,21,0,8,17,95,39,47,67,53,16,352,77,244,224,482,369,471,449,291,112,2719,1677,4009,3369,7111,4424,5124,5074,2732,823,34336,0,0,0,0,0,0,0,0,0,0,1601,3329,2795,5611,3554,4082,3743,2025,900,27644,0,0,4,10,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,3,0,5,0,9,0,6,0,0,0,14,0,3,0,4,0,0,0,0,0,4,0,0,4,5,4,14,3,3,0,41
SED27305,0,18,33,30,30,20,35,5,0,180,0,9,18,43,50,48,32,11,0,212,0,14,82,247,141,196,131,41,7,860,0,6,0,20,8,3,5,0,0,44,0,0,7,21,3,0,0,0,0,31,0,0,0,4,6,13,3,4,0,35,0,8,8,6,17,7,5,0,0,59,0,0,8,40,66,80,34,3,3,233,0,5,0,3,4,3,9,4,0,27,0,0,0,7,3,8,0,0,0,21,4,20,47,147,131,170,114,86,17,735,23,71,78,177,78,78,59,63,24,642,1370,3544,4019,6556,3919,4022,2434,1262,335,27464,0,0,6,42,14,21,9,0,0,94,1241,2868,2990,3850,2635,2123,1174,677,223,17780,0,0,0,6,0,3,0,0,0,16,0,0,0,7,4,3,4,0,0,26,0,0,0,6,0,3,0,0,0,6,0,0,3,39,42,25,18,11,4,140,0,0,5,11,5,0,0,0,0,28
SED27406,0,10,10,21,5,4,0,0,0,70,3,42,43,131,136,55,23,22,4,456,0,0,0,34,16,12,11,13,4,96,0,0,0,6,0,0,0,0,0,7,0,6,9,11,8,0,3,0,0,35,0,4,0,24,16,28,15,10,0,97,7,30,30,44,37,43,22,9,0,223,0,3,7,28,10,3,7,3,0,65,0,4,4,8,13,4,7,4,0,45,0,0,0,18,9,7,3,3,0,49,8,54,50,296,192,146,138,103,36,1027,27,118,75,250,140,101,106,87,50,939,1482,3853,3684,6757,4771,4080,3188,1898,698,30401,0,0,0,0,0,0,0,0,0,4,1373,3309,2891,4729,3414,2999,2387,1391,803,23295,0,0,0,5,0,0,0,0,0,3,0,0,4,10,5,15,6,0,0,39,0,4,0,45,9,3,4,0,0,68,0,0,0,4,4,3,0,0,0,19,0,7,7,51,25,16,13,8,0,127
SED27504,0,0,0,4,8,0,0,0,0,5,0,0,13,18,10,8,3,0,0,61,7,11,7,44,24,10,0,0,0,102,0,0,4,40,0,0,0,0,0,48,0,4,6,13,3,0,0,0,0,31,0,0,3,33,36,33,15,16,0,139,0,4,4,13,3,10,3,0,0,39,0,0,0,18,13,0,0,0,0,38,0,0,0,0,5,0,7,6,0,14,0,0,5,7,3,0,0,0,0,19,11,93,110,263,93,90,62,40,14,784,149,376,328,706,377,390,336,230,91,2980,2319,5150,4473,8863,4572,4563,3950,2289,751,36941,0,22,79,126,56,22,3,0,0,312,1923,4042,3363,6182,3515,3751,3129,1844,871,28613,0,3,0,6,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,10,3,7,0,11,5,5,3,0,0,31
