SED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
SED25205,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,22,0,3,5,23,28,23,46,47,5,0,0,0,0,0,3,169,0,9,3,9,109,114,385,222,52,48,31,65,11,4,9,1078,0,9,57,10,15,18,4,10,0,0,0,0,0,0,7,136,5,19,31,16,23,7,8,4,3,0,0,0,0,0,5,122,0,0,0,7,46,17,23,3,0,3,0,0,0,0,0,108,20,59,47,23,35,34,62,33,4,0,8,12,0,0,6,342,4,109,346,95,26,7,13,29,3,0,3,0,0,0,19,653,0,0,5,13,36,24,28,20,5,4,0,14,0,0,0,151,6,0,51,75,134,183,272,149,31,45,35,46,10,14,11,1065,5,3,0,0,7,18,21,9,0,4,0,0,4,0,0,71,0,0,0,5,8,4,16,22
SED25302,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,17,33,35,22,3,0,0,0,4,0,7,170,0,0,0,0,24,18,59,57,8,12,21,19,9,0,0,236,0,12,43,13,11,11,3,0,0,0,0,0,0,0,4,95,8,17,19,8,13,4,6,3,0,0,0,0,0,0,0,79,3,0,0,5,10,5,5,0,0,0,0,0,0,0,4,37,36,93,55,30,57,26,41,25,0,0,6,0,3,0,16,390,7,33,75,25,8,3,0,4,4,0,0,0,0,0,10,171,0,8,6,10,13,4,4,9,0,6,5,0,4,0,0,73,13,4,21,21,14,16,44,33,15,7,6,15,0,0,5,215,4,4,5,8,8,4,8,7,4,0,0,0,3,0,0,55,0,0,3,0,6,0,9,4
SED25402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,11,9,0,4,3,6,0,0,0,41,0,6,8,9,6,7,20,8,3,0,0,0,0,0,0,79,3,4,7,0,10,15,69,36,8,9,14,15,6,0,0,187,0,6,31,16,3,5,0,3,0,0,0,0,0,0,3,69,0,3,5,0,0,0,5,0,5,0,0,0,0,0,3,20,0,0,0,4,11,4,3,7,0,0,0,3,10,0,0,43,82,151,43,9,27,0,20,6,0,0,0,0,0,0,21,359,4,20,26,10,0,0,4,0,0,0,0,0,0,0,6,71,0,0,0,0,6,3,7,6,0,0,0,0,8,5,0,33,0,5,8,4,12,15,145,100,24,34,50,72,44,3,8,528,0,4,0,8,13,3,4,8,3,0,0,7,0,0,0,57,0,0,0,0,0,0,4,4
SED25501,0,0,0,0,14,22,12,3,0,0,0,0,0,0,3,58,0,0,0,0,7,38,45,56,26,11,13,8,3,6,4,214,0,7,3,13,9,14,20,7,3,0,0,13,4,0,0,88,0,10,35,34,810,1198,3244,2312,562,595,586,716,245,79,179,10606,0,10,44,6,3,11,0,0,0,0,0,0,0,0,0,80,5,22,48,13,15,14,27,19,6,19,0,4,0,0,3,202,0,0,4,4,30,40,11,12,0,0,3,0,3,0,3,109,29,75,37,8,8,15,30,5,7,6,0,0,0,0,4,225,10,167,413,69,34,10,3,35,4,3,7,0,0,0,15,768,6,8,23,88,340,357,180,106,44,44,52,42,41,17,37,1377,13,4,33,64,216,509,1569,804,220,271,374,456,163,56,46,4803,0,3,6,17,52,170,191,60,15,3,8,21,20,0,9,581,0,0,0,3,28,25,62,92
SED25605,0,0,0,7,18,48,71,69,9,7,0,0,0,0,15,248,0,0,0,4,13,34,69,35,8,16,10,17,3,0,0,201,0,0,7,3,10,10,0,9,0,0,0,0,0,0,6,48,0,11,16,25,341,557,1593,913,165,193,172,218,68,23,60,4355,0,26,159,52,23,48,7,0,0,0,0,0,0,0,13,333,0,32,94,44,27,32,28,22,0,9,0,4,0,0,7,308,0,0,0,6,35,26,38,7,0,6,0,0,0,0,0,126,42,89,58,18,18,8,25,3,0,4,0,0,0,0,8,274,8,149,745,234,60,16,29,65,4,13,3,3,0,0,44,1376,0,0,6,35,132,133,95,53,15,15,5,18,13,3,15,535,0,3,91,119,193,359,1242,657,187,238,363,369,114,20,70,4037,0,0,6,21,40,92,161,51,9,18,11,25,13,0,12,456,0,0,4,3,34,35,43,99
SED25704,0,0,0,0,0,0,16,33,0,0,0,8,0,5,4,66,0,0,0,0,0,0,6,7,0,0,0,4,0,0,0,18,0,0,3,0,5,3,6,6,5,0,0,0,0,0,0,35,0,0,0,0,5,6,21,27,0,25,42,12,3,0,7,156,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,6,0,0,0,5,4,0,4,0,0,4,0,0,22,0,0,4,0,4,5,6,6,0,0,3,6,4,0,0,37,15,30,19,9,0,0,10,0,0,6,0,6,0,5,8,112,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,18,5,5,6,3,3,3,115,99,21,29,35,66,13,6,3,414,0,0,0,4,0,3,21,11,4,5,5,16,6,0,0,74,0,0,0,0,0,0,3,0
SED25802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,15,18,8,18,14,6,0,4,0,0,3,0,89,0,0,7,5,8,19,50,30,17,14,3,20,0,0,9,181,6,12,32,22,0,3,0,0,0,0,0,0,0,0,0,77,0,6,4,0,0,0,10,0,0,0,0,0,0,0,0,24,0,0,3,3,10,10,15,0,0,0,0,5,3,0,0,47,81,131,44,19,36,22,22,20,4,0,0,0,0,0,11,392,0,12,19,8,0,0,0,0,0,0,0,0,0,0,0,51,0,0,4,3,3,6,4,5,0,0,0,6,3,0,0,29,5,3,11,10,17,20,142,82,18,16,27,27,6,0,0,383,0,0,4,0,0,7,14,7,0,6,8,12,10,0,0,63,0,0,0,0,0,5,0,3
SED25905,0,0,0,12,89,458,868,816,119,168,121,147,59,52,49,2956,0,0,0,4,5,17,45,20,0,10,3,0,0,0,0,120,0,0,0,6,3,8,11,3,0,0,0,0,0,3,0,48,0,10,40,16,206,235,506,342,59,75,58,81,19,3,27,1670,0,13,183,103,29,98,54,0,3,0,0,0,0,0,15,509,0,12,30,24,59,75,95,32,0,4,16,0,5,0,22,382,0,0,0,15,146,163,96,27,4,0,4,11,0,0,11,472,18,60,36,18,28,10,19,4,0,4,6,3,0,0,11,221,0,32,130,72,19,13,3,29,6,3,0,0,0,0,6,317,0,0,5,12,54,35,45,12,0,0,0,6,0,0,0,173,3,0,61,122,247,392,1161,433,110,93,121,105,44,15,34,2935,0,4,0,5,46,40,102,33,12,6,6,0,4,0,3,263,0,3,0,0,11,51,121,235
SED26005,0,0,0,4,62,402,1550,1307,266,327,231,331,148,70,59,4755,0,0,0,0,10,31,89,47,4,8,3,6,0,0,3,201,0,0,0,10,5,7,23,8,0,0,7,0,3,0,0,80,0,0,24,14,80,132,767,373,77,77,90,114,30,5,21,1800,3,7,57,40,9,70,46,0,0,0,0,0,0,0,6,255,0,9,33,9,31,47,127,50,8,0,5,13,4,0,0,339,0,0,0,13,115,167,191,54,3,5,11,15,0,0,5,587,15,48,22,16,22,31,15,0,0,4,0,0,0,0,3,185,5,16,71,27,13,6,7,21,0,0,4,0,0,0,3,169,0,0,3,6,25,27,24,11,7,0,0,7,0,0,5,129,0,0,46,109,286,625,2747,1169,277,292,264,251,102,22,66,6251,0,0,0,9,23,67,122,29,15,13,4,10,5,0,0,295,0,0,0,0,23,31,93,257
SED26102,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,27,21,16,28,28,5,10,6,6,5,0,4,157,7,7,0,3,10,12,35,13,8,5,5,11,6,0,3,111,0,28,84,27,7,0,0,4,0,0,0,0,0,0,12,161,14,38,38,6,3,0,0,0,0,0,0,0,0,0,7,101,0,3,3,3,6,4,0,0,0,0,0,0,0,0,0,22,41,122,61,21,24,15,26,19,0,0,0,0,0,0,13,347,7,103,275,52,9,3,9,11,0,0,0,0,0,0,31,502,0,0,4,4,9,3,0,3,0,0,0,0,0,0,3,34,6,0,22,13,18,11,26,27,12,3,11,6,3,4,8,177,0,4,4,0,0,3,11,6,0,0,8,0,7,0,0,48,0,0,0,0,3,0,0,0
SED26207,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,6,12,14,0,0,0,0,0,0,0,35,0,0,0,14,3,12,30,17,6,0,3,4,0,0,0,93,0,10,7,16,131,145,252,85,21,7,11,12,3,0,13,705,0,70,318,89,29,21,4,3,0,0,0,0,0,0,6,540,9,58,66,32,35,38,33,18,6,0,9,10,0,0,8,316,0,0,0,12,28,15,12,6,0,0,0,0,0,0,0,75,93,83,22,14,13,7,19,9,0,0,0,0,0,0,5,271,9,182,486,116,31,14,5,32,5,0,3,0,0,0,27,911,4,0,0,30,65,36,26,11,10,0,3,0,0,0,4,185,0,0,61,72,90,95,341,154,42,73,71,95,6,8,23,1146,0,0,3,4,7,21,28,13,6,6,0,3,0,0,4,92,0,0,19,19,18,10,28,126
SED26303,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,11,0,0,0,0,0,3,14,7,0,4,0,0,0,0,0,35,0,0,11,19,29,27,63,46,12,7,17,11,0,3,7,254,4,3,0,6,110,145,166,115,29,28,20,30,12,3,14,684,0,8,50,16,9,10,6,0,0,0,0,0,0,0,0,110,0,8,33,6,19,6,8,3,0,0,0,0,0,0,5,89,0,0,0,7,22,7,9,0,0,0,0,0,0,0,0,51,15,22,19,22,24,35,60,31,16,4,12,4,7,0,4,288,12,323,1336,290,56,23,12,44,8,0,0,9,0,0,175,2274,0,0,3,11,42,31,25,19,0,3,5,7,0,0,0,144,3,0,18,38,32,49,170,132,23,52,67,59,14,9,18,694,0,0,0,3,13,21,26,15,10,0,3,5,0,0,3,99,0,0,0,3,19,9,31,39
SED26406,0,0,0,0,3,23,17,7,0,5,0,0,0,0,0,65,0,0,0,4,15,21,35,46,20,27,28,43,28,0,0,277,0,0,11,17,12,18,37,21,0,3,10,4,0,0,9,143,6,7,14,24,237,409,1283,1090,359,438,412,592,200,29,79,5192,0,15,35,5,5,10,4,0,0,0,0,0,0,0,6,91,0,26,43,16,25,17,17,16,13,13,3,7,6,0,7,207,0,0,0,6,23,23,22,8,0,0,0,0,0,0,3,90,12,32,21,14,17,29,42,24,0,3,6,8,5,0,5,223,10,346,1265,340,73,25,28,136,19,19,14,23,10,4,91,2399,0,4,6,26,87,82,107,69,25,38,46,34,22,19,6,572,8,3,59,86,125,260,1060,806,327,529,747,814,333,48,71,5274,0,0,0,14,35,113,202,65,27,13,46,69,35,5,3,620,0,0,0,0,18,9,39,73
SED26504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,10,6,13,11,23,15,3,0,0,0,0,0,0,81,0,0,0,0,0,10,20,26,4,4,3,9,0,0,0,77,3,9,32,11,0,7,4,0,0,0,0,0,0,0,0,65,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,9,11,3,8,0,3,0,0,0,0,0,33,49,93,33,10,10,12,9,5,3,0,3,5,0,0,9,248,0,8,13,5,0,0,0,0,0,0,0,0,0,0,6,34,0,0,0,0,4,5,5,4,0,0,4,0,0,0,0,24,5,3,3,0,5,6,107,61,30,29,38,37,4,4,5,340,0,6,0,0,0,7,8,5,0,0,0,4,6,0,0,37,0,0,0,0,0,0,0,0
SED26603,0,0,0,0,0,12,15,3,0,0,0,0,0,0,0,39,0,0,0,0,3,20,34,56,4,23,6,10,8,4,0,162,0,0,0,16,15,20,35,30,3,6,3,8,5,0,0,141,0,0,6,10,128,171,408,218,53,48,44,53,15,5,15,1174,3,23,82,22,8,20,9,0,0,0,0,0,0,0,3,171,10,79,52,27,32,24,24,38,10,10,14,4,0,3,11,350,0,0,3,9,45,29,20,10,0,3,3,3,0,0,0,128,53,51,10,7,17,23,43,22,0,7,4,6,4,0,7,251,9,204,695,181,60,24,16,51,5,6,6,0,0,0,35,1298,0,0,0,5,36,30,42,20,0,10,4,5,0,0,0,153,0,4,26,38,66,87,603,453,162,227,265,280,85,23,34,2339,0,0,0,4,14,46,69,28,4,4,11,5,5,0,3,194,0,0,5,0,21,21,68,176
SED26708,0,0,0,0,0,0,7,7,0,3,0,0,0,0,0,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,4,14,7,7,11,7,0,0,6,0,0,0,0,60,0,3,0,0,13,4,40,23,11,45,56,26,6,0,0,226,0,4,21,9,0,4,5,0,0,0,0,0,0,0,0,47,0,0,8,0,0,3,7,0,0,0,0,0,0,0,0,22,0,0,0,3,7,7,4,9,0,0,0,0,0,0,0,23,31,62,20,27,18,12,20,10,3,0,4,4,0,0,9,228,0,17,7,5,0,0,4,0,0,0,0,0,0,0,0,42,0,0,3,0,3,0,0,7,0,0,6,0,0,0,0,23,0,0,6,6,6,5,27,53,14,12,19,7,8,0,9,177,0,0,0,0,0,8,10,10,0,0,12,11,3,0,0,52,0,0,0,0,0,0,3,0
SED26806,0,0,0,0,3,11,4,4,0,0,0,4,0,6,0,26,0,0,0,0,5,4,6,10,3,3,3,3,0,0,0,34,0,5,11,17,28,36,47,67,16,23,29,34,15,0,3,321,4,4,13,10,144,215,563,577,167,184,149,197,91,16,24,2360,0,4,24,12,6,20,5,4,0,0,0,0,0,0,3,85,9,21,15,11,16,6,9,13,7,12,5,0,0,0,5,129,0,0,4,6,17,16,12,12,0,0,0,3,0,0,5,72,41,48,16,18,32,27,57,42,23,18,18,34,4,6,8,392,12,151,456,105,25,4,9,23,7,7,0,3,3,0,32,847,4,0,10,21,68,65,61,62,16,13,14,25,22,8,10,403,6,5,29,36,57,91,291,307,113,186,206,235,68,24,33,1692,0,5,4,10,23,70,120,72,21,42,22,30,11,0,8,433,0,0,0,7,20,21,57,102
SED26903,0,0,0,0,0,16,11,6,0,0,0,4,0,0,3,43,0,0,0,0,0,7,47,45,12,5,13,5,0,0,4,135,0,0,6,8,9,18,29,37,11,3,4,6,0,0,0,141,0,6,12,17,248,342,751,367,88,151,188,115,17,6,51,2353,0,14,63,39,5,17,4,4,4,0,0,0,0,0,13,167,5,16,36,19,28,21,7,22,0,5,17,5,4,0,0,172,0,0,0,13,37,25,17,9,0,0,4,0,0,0,0,107,10,22,13,13,19,18,31,29,6,7,4,0,0,0,5,184,24,271,897,237,78,25,25,89,3,14,11,3,9,0,71,1743,0,0,0,3,24,28,37,20,5,9,0,4,6,4,0,138,0,0,14,20,60,63,593,384,139,228,387,384,103,19,47,2456,0,0,0,0,18,43,50,32,3,12,4,6,0,0,7,173,0,0,0,0,9,16,50,126
SED27003,0,0,0,0,0,12,20,6,4,0,0,3,0,0,0,50,0,0,0,0,0,4,0,6,4,0,4,0,0,0,0,26,0,0,4,21,28,34,43,76,17,17,31,36,12,4,3,338,3,5,5,20,149,325,312,157,33,47,46,32,12,0,25,1155,0,7,36,12,6,36,4,0,0,0,0,0,0,0,0,104,5,6,25,4,9,10,8,8,0,0,0,0,0,0,0,76,0,0,10,3,15,9,7,0,0,3,0,0,0,0,0,50,24,27,18,19,18,44,52,54,22,25,20,19,5,0,10,360,4,168,537,86,14,8,3,18,0,0,0,0,0,0,15,859,0,7,10,27,69,45,34,48,7,3,11,12,5,0,14,281,0,4,15,20,27,53,115,97,49,47,67,86,32,3,14,629,0,0,0,4,22,46,64,29,7,4,9,16,5,0,6,229,0,0,0,0,11,21,31,31
SED27101,0,0,0,0,5,7,11,10,0,0,0,0,0,0,0,26,0,0,0,0,0,10,19,11,0,0,6,6,0,0,3,55,0,3,4,11,7,24,27,22,0,4,7,4,0,0,0,117,4,8,6,18,186,416,1769,1061,242,229,199,261,55,23,67,4552,0,11,45,15,8,14,3,0,0,0,0,0,0,0,0,94,5,12,6,4,3,10,21,21,0,7,3,7,0,0,0,100,0,0,9,8,21,15,19,6,0,0,0,4,0,0,0,79,47,73,27,14,26,11,40,10,0,0,0,0,0,0,0,258,3,37,111,17,10,3,5,9,0,0,0,0,0,0,5,194,0,0,0,28,180,189,151,76,15,21,20,24,13,8,11,753,4,3,30,26,66,133,647,442,114,155,202,177,39,10,31,2099,0,6,6,9,19,71,106,52,15,3,3,5,0,0,3,296,0,0,0,9,40,37,121,227
SED27208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,21,4,0,4,0,0,0,0,0,36,0,0,10,8,9,7,17,8,4,0,0,0,0,0,0,66,0,5,0,0,6,6,50,31,3,10,13,51,6,0,8,186,0,3,28,5,5,0,0,0,0,0,0,0,0,0,4,47,0,10,0,0,3,0,0,4,3,0,4,0,0,0,3,29,0,0,0,3,6,6,6,0,4,0,0,0,3,0,6,43,30,67,27,20,24,6,12,5,0,0,0,0,0,0,11,216,0,12,23,12,0,3,0,0,0,0,0,0,0,0,7,58,0,0,0,4,3,0,3,6,0,0,0,0,5,0,3,20,0,0,6,10,6,7,149,107,19,54,51,44,15,3,26,502,0,0,0,0,0,7,10,10,0,0,0,5,0,0,10,52,0,0,0,0,0,0,0,0
SED27305,0,0,0,0,28,70,56,13,0,8,0,0,0,0,0,177,0,0,0,0,0,17,6,7,0,0,0,0,0,0,0,30,6,0,0,5,6,8,15,6,0,0,0,0,0,0,0,54,0,5,5,16,153,230,980,571,109,129,62,143,29,8,20,2452,0,10,57,19,8,17,5,0,0,0,0,0,0,0,3,114,5,10,57,40,73,59,58,25,0,10,9,8,9,0,8,358,0,0,0,9,57,27,33,10,0,0,0,0,0,0,3,146,28,76,43,18,27,21,23,14,0,0,0,4,0,0,0,249,3,28,129,46,7,0,7,18,0,3,0,3,0,0,0,248,0,0,3,13,98,123,99,30,5,19,3,11,8,0,0,423,0,0,55,69,132,319,597,291,51,36,48,54,11,0,18,1704,4,0,0,18,24,58,66,19,4,8,5,6,0,0,0,208,0,0,0,5,24,41,97,110
SED27406,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,10,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,15,0,3,12,22,27,28,69,43,11,7,5,10,0,0,4,242,3,11,8,23,98,127,362,229,55,46,52,80,23,3,18,1142,0,16,52,9,10,26,0,5,0,0,0,0,0,0,3,123,0,18,38,18,9,8,8,3,0,0,0,0,0,0,0,104,0,0,0,8,15,20,4,4,0,0,0,0,0,0,0,59,46,75,47,31,32,50,83,49,10,11,6,17,9,0,5,478,5,106,253,74,18,8,6,20,5,0,0,5,0,0,13,514,0,0,7,13,20,40,19,14,7,0,4,8,8,0,6,145,6,4,46,54,60,83,218,112,27,33,56,49,20,7,16,789,0,4,6,7,7,19,19,11,0,3,6,7,4,0,0,88,0,0,0,4,14,4,43,38
SED27504,0,0,0,0,0,38,235,269,46,47,27,41,17,12,14,742,0,0,0,0,0,8,13,7,7,0,0,3,5,0,0,42,0,0,3,6,5,6,12,12,0,5,4,0,0,0,4,57,0,0,0,5,18,15,59,40,28,22,35,27,6,0,8,264,0,13,20,0,0,16,0,0,0,0,0,0,0,0,0,52,0,4,0,0,0,0,15,8,3,0,8,8,0,0,0,47,0,0,0,4,3,7,15,20,0,9,5,17,14,0,0,92,22,38,16,5,10,6,16,7,3,3,0,4,0,0,4,133,13,55,45,7,3,4,4,6,3,0,0,4,0,0,5,157,0,0,0,0,0,7,9,14,0,0,3,0,6,7,5,50,5,0,5,16,25,69,750,424,106,115,149,192,76,13,50,1982,0,0,0,0,0,5,15,24,3,6,5,11,0,0,0,80,0,0,0,0,0,4,26,48
SED27608,0,0,0,0,0,4,0,27,0,0,0,13,0,0,0,47,0,0,0,0,0,0,40,25,6,9,3,9,0,0,0,88,0,4,4,12,11,29,57,43,14,12,5,17,6,0,0,212,0,3,0,0,19,61,250,175,46,37,45,51,18,3,6,717,0,15,43,17,15,25,3,0,0,0,0,0,0,0,3,123,0,3,5,6,5,4,18,10,4,3,3,4,0,0,0,69,0,0,0,0,10,7,8,15,0,0,0,4,0,3,3,54,61,107,34,21,25,24,49,37,11,8,3,6,5,0,10,399,5,25,22,15,0,3,6,0,0,0,0,0,0,0,8,74,0,4,4,3,17,19,24,18,6,4,0,3,8,0,5,109,3,5,18,18,26,36,573,381,115,160,211,330,141,5,43,2061,0,0,0,4,13,14,22,11,0,0,7,8,3,0,0,98,0,0,0,0,19,15,41,102
SED27708,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,7,4,6,7,17,11,3,5,4,0,3,0,0,72,0,0,0,3,3,5,47,23,19,31,57,51,5,0,13,264,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,3,4,0,10,4,0,0,10,0,0,0,0,31,0,0,0,0,4,8,13,3,0,0,0,0,0,0,0,28,15,43,15,5,5,8,19,9,0,0,4,0,0,0,3,125,0,3,9,4,0,0,0,4,0,0,0,0,0,0,0,26,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,11,0,4,9,3,4,12,66,46,9,21,24,25,4,8,10,248,0,0,0,0,4,3,12,14,4,0,6,6,10,0,0,56,0,0,0,0,0,0,0,6
SED27807,0,0,0,0,0,15,27,79,0,10,23,0,7,0,4,169,0,0,0,5,0,15,60,46,11,11,12,16,12,0,7,192,0,0,0,0,6,8,13,8,0,0,0,0,0,0,0,38,0,0,3,12,103,142,307,137,25,33,21,32,6,0,17,847,4,79,488,154,55,80,9,13,0,0,0,0,0,0,28,907,3,29,46,44,41,24,45,37,0,0,3,4,9,0,6,299,0,0,3,11,41,33,28,17,0,12,5,16,3,0,6,171,131,130,29,9,22,16,16,6,0,0,0,0,0,0,8,374,6,159,452,97,18,17,5,24,3,0,0,0,0,0,70,857,0,0,6,11,65,59,38,20,3,0,0,0,0,0,0,194,0,0,37,45,83,82,795,558,259,271,523,617,134,17,71,3501,0,0,0,4,27,38,34,17,5,4,4,9,0,0,5,148,0,0,0,0,5,11,28,129
SED27907,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,0,0,0,3,0,0,12,19,0,4,0,6,7,0,0,57,0,0,3,9,16,11,18,19,0,3,0,0,0,0,4,88,0,5,8,11,44,44,103,47,14,14,11,3,0,0,3,299,0,20,120,51,19,13,4,3,0,0,0,0,0,0,3,242,7,48,92,21,24,14,31,6,11,0,0,0,4,0,7,255,0,0,3,14,53,47,43,24,4,0,4,3,0,0,3,204,67,87,31,11,26,10,27,8,4,0,4,3,0,0,4,283,5,65,176,42,23,7,0,9,4,0,0,0,0,0,6,337,0,0,0,7,25,10,16,8,3,0,0,0,0,0,0,72,0,3,88,70,99,89,567,298,75,61,60,110,22,3,24,1570,0,0,0,0,4,11,35,15,7,6,4,0,0,0,0,91,0,0,7,21,20,16,12,37
