SED_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
SED25102,0,0,0,0,0,0,0,0,0,0,1693,3773,3190,5696,3273,2817,2032,769,159,23397,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,4,3,24,16,8,5,7,0,62,0,0,0,8,8,0,0,0,0,18,0,3,13,46,14,21,7,4,3,114,0,0,0,3,6,3,5,0,5,23,0,0,0,0,0,0,0,3,0,9,7,34,60,175,291,409,381,203,56,1609,0,0,0,3,5,3,3,0,0,14,0,0,0,17,7,10,3,5,0,41,0,5,5,22,19,31,66,58,19,214,0,0,0,0,3,9,9,10,5,44,0,3,4,10,6,8,3,0,0,31,0,6,3,65,28,15,16,8,0,148,0,3,0,5,3,0,3,0,0,12,0,5,8,25,7,3,0,0,0,49
SED25205,0,0,0,4,0,0,0,0,0,5,1797,3942,3145,5526,3307,2564,1636,808,326,23059,0,0,0,4,0,3,0,0,0,7,0,0,4,15,8,18,0,4,0,50,0,8,3,13,7,6,4,0,0,35,0,0,0,12,16,11,10,0,0,48,0,4,3,30,10,9,5,0,0,72,0,3,0,8,16,5,6,0,0,34,0,36,51,180,53,71,36,23,8,458,0,0,0,8,4,14,11,15,3,60,0,0,0,11,0,11,22,13,0,52,3,87,110,365,336,240,184,150,55,1533,0,0,3,10,8,13,3,0,0,43,0,6,0,28,16,9,9,0,0,65,0,4,5,28,34,24,31,30,3,159,0,0,4,12,22,68,64,102,36,312,0,0,6,28,9,6,6,0,0,65,0,31,20,240,66,87,47,30,10,526,0,0,0,8,5,0,8,0,0,18,0,0,0,18,6,4,8,0,0,36
SED25302,0,0,0,3,0,0,0,0,0,5,1433,4034,3091,4232,3167,2775,2451,1653,552,23379,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,9,0,3,0,11,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,4,7,3,23,21,14,10,4,5,81,0,0,0,6,7,9,6,5,0,23,0,10,19,26,16,21,6,5,6,97,0,0,0,3,3,13,14,7,0,41,0,0,0,5,0,5,16,12,0,36,7,134,248,312,533,504,483,449,179,2849,0,0,0,3,5,0,0,0,0,16,0,0,0,9,9,5,6,0,0,37,0,3,5,20,25,23,42,52,19,191,0,0,0,7,11,13,31,21,9,97,0,0,4,6,5,3,6,4,0,36,0,6,8,38,18,8,10,12,6,112,0,0,0,8,3,0,3,3,0,18,0,0,0,3,4,7,6,0,0,19
SED25402,0,0,0,6,0,0,0,0,0,5,1787,3952,3397,6592,3239,3507,2702,1198,324,26706,0,0,0,15,0,3,0,0,0,23,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,9,8,7,0,0,43,0,0,0,0,7,4,4,3,0,15,0,7,4,23,13,8,7,8,4,66,0,0,0,0,0,8,11,9,0,35,0,0,0,3,0,3,0,0,6,10,0,7,14,67,78,182,259,176,54,834,0,0,0,14,7,0,3,0,0,20,0,0,0,0,0,4,0,0,0,11,0,0,0,8,7,6,73,52,15,159,0,0,0,3,0,5,11,12,5,37,0,0,0,3,0,0,0,3,0,11,10,17,35,156,25,11,11,5,3,268,0,0,0,9,0,0,4,3,0,22,0,0,0,6,0,0,0,0,0,11
SED25501,0,0,0,8,10,7,5,5,0,26,1193,2930,2508,2414,1404,1302,964,883,474,14071,0,15,16,37,26,8,5,0,0,107,0,0,0,4,0,6,0,0,0,17,0,0,0,10,0,3,0,0,0,25,0,0,4,24,25,20,9,4,0,97,0,7,9,11,11,4,3,0,0,48,0,0,0,3,3,0,4,0,0,21,30,373,626,1867,676,654,385,138,63,4814,0,0,0,3,3,8,5,6,8,37,0,11,5,24,7,14,14,24,6,98,5,38,56,77,78,121,98,92,59,624,0,0,0,15,16,15,3,0,5,50,0,4,3,12,4,5,4,6,0,29,0,3,9,12,14,10,24,36,24,126,0,8,8,14,18,54,60,135,68,369,9,68,73,188,77,125,98,24,8,674,18,279,269,1123,436,178,130,48,12,2499,0,8,29,100,61,21,31,8,3,258,0,12,19,64,33,12,8,6,0,156
SED25605,0,4,14,78,19,15,7,0,0,146,1459,2911,2414,3116,1682,1097,921,750,254,14607,3,10,5,62,12,10,6,0,0,112,0,4,0,43,31,33,28,29,0,165,0,0,4,5,0,3,0,0,0,11,0,4,31,93,67,55,36,26,0,322,0,4,4,10,7,3,6,0,0,32,0,0,3,14,13,6,15,11,3,75,7,105,181,833,269,290,210,68,33,2004,0,0,0,15,9,25,49,48,13,158,0,9,9,23,5,26,38,34,10,145,3,7,24,48,49,81,105,96,52,471,0,0,0,15,19,13,6,7,0,61,0,0,3,12,7,0,3,0,0,21,0,0,7,15,8,16,26,46,14,131,0,6,23,22,41,108,150,244,56,661,6,24,21,109,25,39,39,16,3,273,17,82,314,1185,258,149,101,65,30,2208,0,5,20,101,30,15,25,7,0,207,0,10,23,71,22,14,8,3,0,157
SED25704,0,4,5,13,19,10,11,0,0,50,1560,3627,3139,5250,3171,3896,3478,1984,685,26783,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,8,4,0,0,0,0,15,0,0,0,4,0,0,0,0,0,4,0,10,6,41,4,4,7,0,0,68,0,0,0,0,0,3,3,0,0,9,0,4,7,6,0,0,5,0,4,17,4,0,8,30,32,99,105,109,24,412,0,0,0,10,3,3,0,0,0,20,0,0,0,7,6,0,0,0,0,12,0,4,0,7,0,6,16,9,0,53,0,0,0,0,0,0,6,9,0,16,0,0,0,5,0,0,0,0,0,9,0,13,14,166,14,5,6,0,4,225,0,3,8,14,5,3,4,0,0,41,0,0,0,4,0,0,0,0,0,10
SED25802,0,0,0,4,0,0,0,0,0,4,2182,4670,3764,7131,3653,3921,3319,1645,465,30749,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,19,0,0,0,6,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,11,0,0,5,26,10,9,3,6,0,54,0,0,0,0,4,3,3,0,0,11,0,6,3,34,5,10,7,0,0,69,0,0,0,3,0,9,12,12,0,37,0,0,4,8,0,0,0,4,0,16,0,20,35,133,150,259,314,231,57,1198,0,0,5,12,3,8,0,0,0,23,0,0,0,6,0,0,3,4,0,14,0,10,3,15,14,14,66,65,17,200,0,0,0,0,0,6,11,5,6,24,0,0,0,6,0,0,0,0,0,13,0,12,13,124,26,9,15,6,0,214,0,0,6,16,0,0,5,0,0,30,0,0,0,3,0,0,0,0,0,9
SED25905,15,109,255,742,280,124,54,20,4,1602,1951,3660,3311,4361,1871,1654,907,350,129,18189,0,0,7,22,12,10,4,0,0,55,0,0,8,56,39,30,19,20,0,176,0,0,0,4,0,0,0,0,0,6,0,0,9,32,27,25,27,6,0,129,0,0,0,11,3,0,4,0,0,20,0,0,0,16,36,36,32,16,0,139,3,29,37,281,95,152,95,29,9,725,0,0,4,41,22,66,63,45,10,246,4,5,17,30,19,36,34,16,12,180,0,9,22,86,99,170,156,119,34,690,0,0,8,63,41,66,31,6,0,213,0,0,0,12,3,0,5,0,0,29,0,4,5,7,8,19,29,28,6,113,0,4,7,14,20,32,35,33,12,145,0,4,6,29,14,21,8,7,0,87,13,59,154,658,256,223,125,44,15,1528,0,3,5,44,26,9,11,3,0,108,0,35,63,112,16,33,18,0,3,281
SED26005,6,220,467,1193,372,164,69,19,4,2509,2727,5638,4423,4488,2555,1676,821,340,67,22731,0,0,3,57,20,14,4,0,0,101,0,0,7,64,20,42,22,6,0,158,0,0,3,5,4,3,0,0,0,9,0,12,29,134,72,70,29,10,0,357,0,6,9,9,11,5,4,0,0,33,0,0,5,26,42,31,27,7,3,139,7,43,57,360,136,96,63,24,0,788,0,0,0,27,26,34,30,20,5,142,0,9,23,48,36,25,27,12,0,176,0,37,56,109,187,222,121,84,20,840,0,5,12,79,69,64,24,12,0,270,0,0,0,3,6,3,3,0,0,22,0,0,0,15,16,14,21,15,9,94,0,0,5,10,10,17,30,20,3,92,0,4,3,24,3,5,7,0,0,57,12,211,297,1542,563,326,174,59,10,3202,0,10,12,65,21,18,10,3,0,131,0,43,96,114,27,21,3,6,0,305
SED26102,0,0,0,0,0,0,0,0,0,4,1366,3007,2517,4580,3152,3463,3830,2172,721,24814,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,9,3,13,9,9,14,6,0,64,0,0,0,6,3,4,3,0,0,11,0,0,5,11,4,3,11,0,0,37,0,0,0,0,3,6,29,31,10,85,0,0,0,0,0,4,24,17,7,52,3,39,63,158,193,330,444,344,108,1676,0,0,0,3,0,0,0,0,0,11,0,0,0,20,4,8,7,0,3,42,0,6,4,10,14,12,49,63,16,167,0,0,0,5,10,32,86,86,33,262,0,0,0,6,0,3,5,0,0,17,0,0,4,41,5,9,16,7,0,88,0,5,0,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4
SED26207,0,0,0,3,0,0,0,0,0,6,1654,3383,3157,5501,3058,2131,1206,725,258,21068,0,0,0,12,0,4,0,0,0,16,0,0,0,11,7,5,3,3,0,35,0,0,0,20,0,0,0,0,0,29,0,0,0,0,4,5,0,0,0,12,0,3,0,11,8,4,0,0,0,35,0,0,7,8,15,10,13,14,0,75,0,0,20,87,43,59,46,17,9,279,0,0,0,12,13,40,51,93,31,238,0,4,6,29,13,20,31,36,10,145,4,14,20,87,79,93,76,71,19,455,0,0,4,11,5,9,4,0,3,34,0,0,0,7,3,6,5,0,0,18,0,4,0,12,11,11,47,40,7,133,0,3,0,20,19,82,99,142,54,428,0,5,3,20,14,19,8,3,0,82,0,35,46,299,79,63,54,15,6,602,0,3,3,17,0,0,7,3,0,29,0,14,9,80,17,8,6,8,0,137
SED26303,0,0,0,4,0,0,0,0,0,0,1601,3142,2842,8272,3481,2203,1110,334,100,23089,0,0,0,17,0,0,0,0,0,27,0,0,0,14,0,4,4,0,0,27,0,3,4,38,0,0,0,0,0,45,0,0,0,0,8,0,0,0,3,13,4,9,3,58,17,6,7,0,0,100,0,0,0,23,4,5,6,4,0,42,0,13,40,91,27,52,39,14,9,286,0,0,0,4,6,10,16,12,0,48,0,0,3,3,0,7,16,12,0,45,17,45,53,485,260,200,100,42,16,1218,0,0,0,9,9,3,0,0,0,25,0,0,0,53,14,11,7,0,0,90,3,9,0,43,21,18,9,7,0,120,0,0,9,24,37,139,204,392,186,993,0,0,5,40,8,4,8,0,0,69,0,15,34,271,43,20,7,7,3,406,0,0,6,22,3,3,3,4,0,41,0,3,0,50,6,6,6,0,0,68
SED26406,0,0,3,27,0,0,0,0,0,37,1695,2907,3263,5208,2598,1883,1019,410,199,19183,0,3,27,98,5,9,7,0,0,156,0,0,0,16,0,3,0,0,0,24,0,0,6,29,6,3,0,0,0,43,0,0,8,13,15,9,8,4,3,52,0,0,9,27,18,9,5,0,0,63,0,0,3,16,21,8,12,0,4,62,12,50,527,1238,161,193,127,33,21,2368,0,0,0,11,4,4,9,13,5,42,0,3,9,24,4,8,18,15,7,96,9,31,47,203,129,129,100,61,25,726,0,0,4,18,11,5,5,0,0,40,0,6,13,36,25,3,0,0,0,87,5,0,10,30,20,11,16,14,3,111,4,12,27,77,73,139,184,375,178,1072,0,9,77,127,22,20,19,0,3,276,32,172,438,1923,189,97,76,28,10,2964,3,11,58,119,24,9,10,8,0,252,0,4,14,118,12,7,0,0,0,160
SED26504,0,0,0,0,0,0,0,0,0,0,1348,3329,2649,4801,3072,3461,3209,1743,543,24154,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,12,3,6,5,6,0,34,0,0,0,0,0,0,0,0,0,4,0,5,4,14,4,0,0,0,0,28,0,0,0,0,0,9,8,16,5,35,0,0,0,0,0,0,0,0,0,6,0,9,16,73,69,124,170,161,42,656,0,0,0,7,4,0,3,0,0,16,0,0,4,6,5,4,7,0,0,27,0,0,0,3,3,18,51,36,6,115,0,0,0,0,0,5,5,8,0,23,0,0,0,7,0,0,0,0,0,9,4,8,15,130,11,5,6,5,0,182,0,0,0,9,0,3,0,0,0,15,0,0,0,6,0,0,0,0,0,4
SED26603,0,0,0,12,4,0,3,0,0,22,2419,3616,3270,7858,3093,2118,938,377,266,23954,0,4,11,60,11,0,4,0,0,87,0,0,0,8,8,8,4,0,4,33,0,7,0,56,8,6,3,0,0,80,0,0,0,3,5,0,0,0,0,12,3,3,4,29,12,6,3,0,0,56,0,0,0,23,12,10,0,3,0,54,7,18,52,193,60,81,72,15,5,494,0,0,0,8,9,21,10,16,15,78,0,14,10,31,15,22,33,31,16,167,8,28,17,326,147,115,63,39,21,753,0,3,0,27,12,12,5,3,3,58,0,0,0,29,8,12,3,6,0,60,0,0,3,38,13,15,22,25,0,114,0,11,7,28,37,83,138,206,94,609,0,3,3,42,11,0,3,0,0,68,9,78,121,929,97,40,24,19,5,1318,0,3,10,46,14,0,3,0,0,78,5,16,10,115,25,9,5,0,0,185
SED26708,0,3,0,17,0,0,0,0,0,16,1709,3884,3221,5687,3453,3905,3402,1686,489,27438,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,19,0,0,0,5,0,0,0,0,0,7,0,17,9,58,12,6,3,0,0,108,0,0,0,4,3,4,6,3,0,24,0,0,0,0,0,8,4,0,0,16,0,14,25,91,88,165,233,123,29,769,0,0,0,8,4,0,0,0,0,13,0,0,0,9,3,0,0,0,0,25,0,0,0,19,8,6,42,24,5,101,0,0,0,4,0,5,12,3,0,28,0,0,0,0,0,5,0,0,0,8,0,3,4,72,8,9,6,0,0,97,0,0,4,14,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,3
SED26806,0,0,0,8,0,0,0,0,0,15,1078,1330,2239,9305,2414,1950,1324,744,188,20574,0,0,3,23,0,0,0,0,0,20,0,0,0,18,4,0,4,0,0,35,0,3,13,162,10,4,0,0,0,199,0,0,10,4,0,4,0,3,0,28,0,0,4,81,20,14,7,0,0,133,0,0,4,72,4,0,4,3,0,101,3,54,163,427,70,73,55,24,8,868,0,0,0,12,4,11,7,6,0,42,0,0,0,25,0,8,13,8,3,60,7,24,86,929,237,227,150,92,31,1788,0,0,0,9,5,3,3,0,0,27,4,8,17,187,19,10,9,4,4,258,0,0,8,72,20,13,25,21,15,183,0,0,8,24,22,42,50,128,85,358,3,12,29,89,26,14,14,7,0,196,9,33,98,697,51,28,20,15,3,956,0,0,32,128,16,9,6,0,0,195,0,0,10,109,14,14,6,0,0,154
SED26903,0,0,3,16,7,3,0,0,0,27,1945,2991,2623,6895,2883,1818,910,348,173,20577,0,4,11,57,4,3,0,0,0,79,0,0,0,10,7,9,7,3,0,39,0,0,5,38,0,0,0,0,0,45,0,0,3,6,8,5,8,0,0,22,0,0,0,38,17,6,3,0,0,66,0,0,0,20,9,3,4,4,0,44,8,21,138,464,142,189,126,32,20,1129,0,0,0,9,7,17,16,20,7,79,0,4,0,26,3,7,26,13,5,87,3,11,18,244,118,92,51,34,8,588,0,0,0,12,16,9,13,4,0,50,0,0,0,40,17,10,7,0,0,70,0,9,6,34,11,14,12,9,6,95,0,3,14,44,56,130,190,257,108,801,0,3,4,35,8,0,8,0,0,63,14,69,198,1023,78,27,30,17,3,1466,0,3,0,34,11,3,3,0,0,65,0,0,9,105,15,6,3,0,0,130
SED27003,0,6,0,16,4,0,0,0,0,23,1376,1939,2536,11840,2738,2126,1326,511,103,24502,0,0,4,9,0,0,0,0,0,7,0,0,0,8,0,6,0,0,0,21,0,0,3,69,7,0,0,0,0,81,0,0,0,9,0,8,5,0,0,26,0,3,6,90,11,8,6,0,0,134,0,4,0,14,9,17,0,0,0,42,0,9,34,186,34,58,47,37,47,452,0,0,0,14,0,8,9,5,5,51,0,4,0,12,0,4,4,6,0,39,6,30,66,955,265,232,129,55,11,1754,0,0,0,15,3,10,0,0,0,27,0,3,3,146,17,10,6,0,0,177,3,3,5,84,32,17,14,19,0,186,0,0,0,10,12,61,64,141,63,353,0,10,15,58,18,9,6,9,0,128,3,9,28,274,27,13,8,3,0,371,0,3,9,64,6,7,6,3,0,105,0,0,0,56,16,3,6,0,0,74
SED27101,0,0,0,9,0,0,3,0,0,14,1897,3394,2865,5187,2845,2064,1380,886,332,20840,0,0,0,17,0,4,0,0,0,28,0,0,0,0,0,3,6,0,0,18,0,0,0,12,3,0,0,0,0,19,0,0,4,15,20,15,19,9,3,89,0,4,3,19,10,8,5,4,0,57,0,3,0,5,13,7,3,0,0,26,8,104,152,967,211,211,206,76,21,1953,0,0,0,5,3,7,15,12,3,49,0,0,4,18,3,7,12,6,0,51,3,26,42,180,147,191,152,107,42,893,0,0,3,11,7,3,8,3,0,29,0,5,0,18,3,3,8,0,0,41,0,5,10,14,7,14,25,29,5,118,0,0,0,12,4,20,20,23,14,92,0,19,21,179,48,62,36,6,0,371,12,83,92,703,114,43,38,17,6,1124,0,5,12,64,21,8,4,3,3,124,0,25,28,171,57,23,6,4,0,318
SED27208,0,0,0,5,0,0,4,0,0,10,1590,3633,2983,5694,3651,4147,3906,1980,610,28180,0,5,0,10,4,0,0,0,0,20,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,10,7,9,5,0,0,27,0,0,0,0,0,3,0,0,0,14,0,3,16,67,5,8,8,0,0,103,0,0,0,0,0,6,10,8,0,28,0,0,6,8,0,9,4,4,0,26,3,21,13,52,93,190,261,192,46,876,0,3,0,11,4,7,7,0,0,17,0,0,0,9,4,5,0,0,0,16,0,0,0,8,7,15,44,28,4,108,0,0,0,0,0,9,10,7,0,40,0,0,0,6,0,0,3,0,0,13,0,19,22,189,28,12,12,8,0,282,0,0,0,11,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5
SED27305,0,0,5,34,18,16,15,4,0,88,1327,3171,3320,4026,2377,2138,1039,517,150,18059,0,0,0,3,5,5,3,0,0,15,0,0,0,4,0,8,6,0,0,20,0,0,0,4,0,0,0,0,0,9,0,3,3,23,40,33,19,7,0,127,0,3,5,4,0,3,0,0,0,24,0,0,0,0,9,12,9,3,0,39,3,54,65,513,152,156,113,32,9,1095,0,0,0,5,4,11,13,14,0,52,0,11,3,30,10,50,42,28,5,179,0,15,39,101,134,216,161,119,28,818,0,0,3,18,16,10,8,3,4,66,0,0,6,6,3,5,0,0,0,20,0,0,8,13,14,20,24,31,12,124,0,3,3,11,21,35,36,27,6,139,0,6,20,80,24,37,28,0,4,197,0,39,85,313,180,133,66,38,4,860,0,6,9,31,16,9,8,7,0,87,0,8,15,90,29,21,11,4,3,176
SED27406,0,0,0,6,0,0,0,0,0,8,1408,3253,3005,4311,3122,2701,2089,1094,436,21423,0,0,0,9,0,0,0,0,0,7,0,0,0,6,6,3,10,5,0,25,0,0,5,34,4,3,0,0,0,49,0,0,0,5,0,0,0,4,0,7,0,10,12,27,28,21,9,3,0,112,0,0,0,9,10,3,10,3,0,34,3,31,51,168,58,75,35,20,6,453,0,0,0,10,7,12,15,19,0,59,0,0,0,0,3,7,26,4,3,49,14,179,174,394,429,349,268,199,53,2052,0,0,0,7,11,7,0,0,0,23,0,0,7,38,22,11,3,0,0,82,0,8,15,35,35,34,26,48,9,219,0,0,4,14,24,49,46,73,33,241,0,10,3,31,10,8,6,7,0,73,0,15,33,212,54,46,40,14,0,413,0,0,3,11,0,0,3,3,0,22,0,0,3,30,15,10,6,5,0,63
SED27504,0,35,67,180,83,51,17,0,0,436,2122,4350,3549,5811,3446,3511,2956,1609,519,27872,0,3,0,17,3,4,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,3,4,3,6,3,8,3,0,25,0,0,0,3,0,0,0,0,0,3,0,0,0,49,9,13,11,3,0,95,0,0,0,4,0,7,9,9,0,23,0,5,6,8,3,0,4,0,0,26,0,13,21,71,54,109,124,99,17,516,0,0,3,19,10,8,0,0,0,40,0,0,0,12,0,0,0,0,0,16,0,0,3,4,7,7,13,19,0,60,0,5,4,4,0,11,28,16,12,75,0,0,0,14,0,0,5,0,0,21,5,53,97,673,112,67,46,7,4,1065,0,0,4,18,3,0,0,0,0,33,0,11,24,19,4,3,0,0,0,62
SED27608,0,5,0,14,9,0,3,0,0,25,3047,5827,4863,9480,4169,3400,2865,1523,511,35683,0,0,11,29,7,5,0,0,0,49,0,0,0,3,0,10,5,0,0,24,0,0,4,19,0,0,0,0,0,36,0,0,4,0,0,0,0,0,0,9,0,15,5,32,21,12,3,4,0,83,0,0,0,6,4,0,0,0,0,13,0,17,52,169,37,32,22,3,3,332,0,0,0,9,5,29,7,7,6,66,0,11,0,15,4,5,6,3,0,44,0,88,121,280,263,239,241,187,81,1498,0,0,3,17,0,3,3,0,0,27,0,0,4,37,7,3,3,0,0,50,4,7,0,29,29,12,42,39,15,172,0,0,0,6,9,3,11,13,0,44,0,5,6,10,3,4,13,0,0,44,6,42,210,845,74,27,19,12,7,1240,0,0,10,15,3,0,5,0,0,34,0,10,13,48,18,19,3,0,0,103
SED27708,0,0,0,0,0,0,0,0,0,5,1603,3807,3152,5892,3476,3733,3380,1597,521,27158,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,9,0,0,0,10,0,12,3,0,0,26,0,0,0,3,0,0,0,0,0,3,0,13,18,81,3,5,9,4,0,134,0,0,0,0,0,6,0,5,0,6,0,0,3,3,4,0,0,0,0,15,0,18,25,60,75,133,168,111,23,616,0,0,0,3,4,3,0,0,0,10,0,4,0,9,4,0,5,0,0,16,0,0,0,3,0,9,18,5,5,48,0,0,0,3,0,6,5,3,0,21,0,0,4,4,0,0,0,0,0,5,0,12,16,80,10,8,5,0,3,141,0,0,0,14,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,8
SED27807,0,5,13,79,17,3,3,0,0,123,1929,3093,2627,4199,1359,1089,712,226,57,15282,0,5,13,83,4,7,0,0,0,122,0,0,0,53,30,49,39,31,8,217,0,0,0,11,3,0,0,0,0,20,0,0,3,8,8,20,5,5,0,54,0,0,6,4,0,0,0,0,0,10,0,0,0,15,23,18,22,25,0,109,0,13,31,112,51,74,50,20,7,359,0,6,0,20,21,87,101,140,41,412,3,3,17,22,17,24,42,18,11,146,0,0,4,51,44,61,66,31,10,270,0,6,13,24,16,13,9,4,0,85,0,0,0,14,6,3,0,3,0,28,0,0,5,15,6,8,63,56,18,166,0,5,7,9,23,44,107,147,59,397,0,0,3,69,9,14,6,0,3,99,16,71,403,1425,100,54,36,24,10,2138,0,0,6,39,10,8,5,0,0,67,0,8,13,82,13,13,0,3,0,133
