SED_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SED26504,9773,5475,5637,6142,7251,8057,7652,4844,1884,56720,18,24,6,12,20,28,34,16,6,166,37,48,39,18,29,35,22,7,0,233,351,464,478,381,410,420,347,140,79,3074,6,38,32,8,9,12,18,0,0,122,3,22,13,11,10,3,3,0,0,60,8,16,10,4,4,5,4,3,0,54,0,17,3,0,9,0,3,0,0,33,4,0,0,0,0,4,0,0,0,6,6,3,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,409,610,579,418,469,483,397,150,83,3590,426,632,587,428,485,516,426,166,91,3760,10203,6103,6226,6570,7741,8573,8075,5011,1976,60480
SED26603,13301,8641,14836,12954,9706,7379,4836,3515,2485,77665,6,0,10,14,16,12,4,9,10,72,3,6,11,3,9,10,7,0,0,41,111,155,213,146,160,144,71,52,34,1091,0,0,4,4,0,5,3,0,0,20,0,0,8,0,4,3,0,0,0,11,0,0,0,0,0,0,4,0,0,5,0,0,4,0,0,0,0,0,0,13,0,0,5,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,117,161,241,161,174,166,85,51,36,1191,123,164,244,172,187,180,86,61,48,1268,13421,8809,15084,13127,9894,7564,4918,3577,2534,78934
SED26708,11377,6298,6636,7063,8053,9005,7797,4162,1604,62004,4,9,18,11,14,32,41,22,10,147,5,9,5,0,11,4,9,0,0,41,280,361,438,280,347,541,452,162,70,2936,0,0,0,4,3,13,11,0,0,40,3,13,4,0,3,6,3,0,0,38,3,0,0,3,3,5,3,0,0,19,0,0,3,4,0,4,4,0,0,15,0,0,8,5,4,0,0,0,0,10,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,292,391,458,293,373,572,489,162,72,3104,292,403,471,306,389,605,533,183,82,3251,11668,6695,7111,7368,8442,9613,8327,4345,1679,65255
SED26806,5651,7162,22092,12234,7544,6130,4822,3127,1389,70140,0,6,8,5,10,9,9,9,8,72,6,87,110,26,28,34,19,5,0,309,102,356,591,283,248,293,234,105,54,2276,0,124,75,25,12,13,18,0,0,262,0,14,23,16,9,18,11,6,0,89,0,37,20,7,10,12,4,3,0,89,0,0,16,3,9,5,10,0,0,38,0,7,3,0,0,0,0,0,0,12,3,5,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,114,632,841,360,312,363,291,126,56,3098,113,634,846,369,322,376,307,134,65,3166,5765,7798,22939,12603,7866,6504,5125,3263,1452,73311
SED26903,10507,6937,13107,11079,8778,6818,4868,3495,2019,67612,6,13,12,8,10,19,22,25,4,116,0,0,0,6,10,3,0,0,0,18,134,157,270,192,157,131,61,43,15,1163,0,7,0,0,4,0,0,4,0,22,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,166,284,197,167,140,66,47,16,1224,136,183,292,206,182,157,90,68,23,1346,10647,7118,13400,11291,8960,6976,4958,3561,2040,68960
SED27003,7527,6994,22311,12539,8167,6547,4614,2409,959,72064,11,9,20,12,9,11,9,9,3,101,3,16,27,21,13,18,11,4,3,115,128,308,611,358,273,304,271,161,78,2504,3,4,11,5,13,13,8,5,0,54,0,0,9,4,4,6,7,0,0,36,0,5,11,6,3,11,8,0,0,43,0,3,12,6,4,0,10,5,0,47,0,3,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,137,339,677,411,311,360,320,171,81,2813,149,349,696,430,322,369,323,184,88,2910,7682,7342,23010,12963,8492,6918,4940,2591,1050,74978
SED27101,11657,7009,9323,10292,8668,6794,5269,3422,1423,63857,0,0,5,5,7,9,6,3,0,38,0,0,4,4,5,4,3,0,0,20,120,178,184,168,127,115,133,94,93,1213,0,0,4,0,0,0,0,0,0,13,0,0,5,0,0,5,3,0,0,20,0,0,0,0,3,0,0,0,0,6,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,189,199,174,142,127,140,98,94,1282,124,188,202,180,148,130,139,102,100,1322,11786,7191,9525,10473,8813,6922,5411,3528,1525,65179
SED27208,10869,6173,6800,6813,8398,9674,9356,5201,1944,65228,15,18,13,17,15,24,39,29,3,175,9,4,4,5,0,3,4,0,0,33,167,251,222,197,237,293,253,106,41,1761,3,0,4,0,7,17,9,3,0,48,3,0,6,0,3,7,5,3,0,30,3,5,3,0,0,3,8,0,0,20,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,267,244,207,253,325,277,106,38,1911,194,290,257,221,268,351,321,136,42,2083,11064,6457,7059,7035,8668,10028,9678,5333,1985,67311
SED27305,9303,7482,6046,6983,8247,8028,4866,2612,751,54326,0,3,4,0,4,8,4,3,8,30,3,4,0,0,4,0,4,0,0,15,83,138,123,79,59,57,62,31,15,637,0,3,3,3,3,3,3,0,0,21,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,150,130,87,72,62,65,33,17,702,90,150,129,87,71,69,76,42,26,732,9394,7631,6179,7071,8320,8094,4940,2651,772,55055
SED27406,10477,6945,6059,7861,9773,8238,6567,4011,1871,61799,8,4,4,7,3,0,11,7,0,43,0,7,10,0,0,8,9,0,0,38,154,162,179,109,134,118,86,55,28,1011,0,0,3,0,9,6,6,6,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,9,4,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,154,175,184,114,145,138,102,63,25,1105,160,181,190,120,153,143,113,65,30,1150,10634,7120,6251,7984,9928,8376,6684,4080,1901,62954
SED27504,14107,8247,9203,8511,8884,8975,7487,4514,1867,71796,13,22,10,20,12,20,29,19,5,147,3,19,23,6,11,13,17,6,0,93,209,439,376,218,300,285,194,97,52,2166,0,8,5,3,12,8,4,5,0,41,0,3,0,6,3,5,0,3,0,19,0,0,0,0,0,3,4,0,0,12,0,0,0,0,0,3,3,4,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,472,407,230,318,316,224,107,54,2345,233,485,416,253,329,338,245,131,55,2489,14343,8736,9625,8760,9221,9306,7729,4645,1925,74289
SED27608,18227,11334,12679,12803,10778,8868,7637,4453,1989,88758,13,21,8,9,6,15,22,8,14,113,0,24,9,4,3,8,4,0,0,64,222,517,310,190,191,197,160,86,62,1938,4,6,0,5,6,8,11,0,0,39,6,8,0,5,5,0,4,0,0,22,0,4,0,0,3,0,0,0,0,10,0,3,0,6,0,0,4,0,0,15,0,4,0,0,6,0,0,0,0,9,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,230,571,324,209,207,220,190,89,62,2106,241,585,330,218,216,235,205,101,72,2216,18475,11921,13011,13023,10995,9100,7842,4552,2056,90978
SED27708,11237,6686,7093,7290,8243,8799,7778,4065,1715,62917,8,8,8,12,20,19,22,23,18,135,4,0,4,0,3,4,12,3,0,29,213,315,328,252,249,327,243,115,109,2151,4,6,8,0,5,21,13,0,0,67,0,11,9,5,8,3,8,4,3,49,4,0,0,0,0,9,0,0,0,19,0,0,0,0,0,6,3,0,0,13,0,0,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,330,354,270,272,377,285,121,108,2341,229,337,363,283,290,397,303,143,126,2474,11461,7026,7457,7579,8535,9201,8083,4213,1845,65388
SED27807,12057,9094,12868,9856,8589,8433,7183,4046,1746,73873,11,15,11,14,14,15,26,11,6,115,0,0,0,4,6,3,0,0,0,20,149,153,258,198,166,142,122,66,38,1299,0,6,3,0,0,6,3,4,0,16,0,5,5,6,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,159,267,208,174,154,130,74,38,1358,163,172,275,218,189,169,156,84,44,1468,12214,9264,13144,10078,8779,8603,7336,4136,1791,75343
SED27907,11984,7381,9656,8936,8431,7788,6229,3259,1055,64722,4,0,8,6,4,8,12,9,5,50,0,6,11,9,0,3,3,10,0,35,140,170,239,167,145,114,93,50,43,1157,6,16,12,31,7,7,10,5,0,94,0,7,14,11,5,6,0,0,0,50,7,3,5,3,0,0,0,0,0,20,0,3,10,6,7,9,13,3,0,53,0,0,5,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,153,213,302,229,173,145,117,60,43,1427,154,211,302,244,173,147,132,72,43,1477,12140,7594,9960,9177,8605,7934,6362,3327,1098,66198
SED28007,15882,11356,10428,11533,11805,9250,5513,2395,795,78950,0,0,3,4,6,8,8,3,0,35,0,6,3,3,5,4,3,0,0,21,159,118,174,109,95,72,58,44,26,850,8,4,0,0,3,0,0,0,0,16,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,124,179,109,104,79,70,44,26,900,171,128,183,114,108,89,74,50,25,931,16050,11484,10614,11650,11905,9336,5586,2445,816,79881
SED28107,35031,15560,25288,26759,12613,9088,5526,2100,502,132474,12,13,20,14,3,8,10,8,5,82,6,3,22,7,5,9,12,0,0,68,249,243,348,173,121,84,42,27,11,1308,4,4,8,0,8,0,9,0,0,31,0,3,6,0,3,7,0,0,0,22,9,0,9,0,4,7,0,0,0,24,3,0,7,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,272,255,395,191,134,109,64,38,11,1467,283,268,412,202,142,122,72,39,16,1552,35316,15834,25697,26962,12752,9210,5596,2140,520,134021
SED28203,17069,9132,13480,13403,8745,7222,6473,4132,1499,81162,10,10,13,13,11,12,12,14,7,95,0,3,20,6,6,3,3,0,0,40,167,163,270,190,194,191,116,109,62,1457,0,0,0,0,3,4,0,0,0,13,0,0,7,3,0,3,0,0,0,11,0,0,3,4,4,4,6,0,0,16,0,0,0,0,6,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,168,167,300,214,217,206,122,110,65,1568,182,179,309,224,223,223,127,124,71,1661,17251,9310,13791,13628,8965,7446,6606,4256,1571,82825
SED28301,11073,7877,5521,7914,8987,8234,6218,4160,1703,61681,4,4,3,0,0,5,6,4,8,28,3,9,0,3,0,8,5,4,0,31,103,148,147,99,91,67,91,72,43,873,0,0,5,3,0,0,5,0,0,19,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,154,157,109,101,87,104,75,43,949,108,159,161,109,99,88,107,80,54,971,11184,8034,5679,8022,9089,8325,6324,4245,1751,62658
SED28408,11067,7420,8056,7331,7470,7236,6387,3799,1726,60489,12,12,8,13,7,11,14,15,5,93,5,8,12,10,0,6,8,0,0,53,231,401,337,218,229,196,190,122,87,2016,0,9,3,4,10,10,13,0,0,47,0,3,4,0,0,3,0,0,0,15,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,424,361,232,248,226,213,127,85,2156,248,440,368,237,254,234,222,141,97,2247,11317,7852,8423,7572,7722,7476,6612,3939,1821,62737
SED28507,20285,10544,15606,14935,9902,8196,5780,2796,1079,89124,6,9,11,6,8,14,14,6,4,75,4,4,5,7,3,4,5,0,0,41,232,238,301,212,159,120,88,75,33,1459,3,0,6,7,7,5,8,0,0,32,0,5,0,4,0,0,0,0,0,19,0,7,3,0,0,0,0,0,0,13,3,0,4,0,3,3,0,0,0,12,5,0,7,0,6,0,0,0,0,12,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,249,258,324,231,184,142,100,79,32,1597,262,266,331,234,191,151,113,87,33,1670,20542,10811,15933,15170,10100,8349,5897,2881,1115,90790
SED28607,14182,6784,10350,12246,10710,7968,5129,3135,1595,72102,4,5,14,3,11,6,11,10,11,82,0,6,11,8,8,5,6,0,0,43,101,163,180,140,145,137,108,76,50,1088,0,4,9,4,4,11,10,0,0,42,0,5,0,0,0,5,0,0,0,15,0,0,3,0,0,3,3,0,0,10,0,3,6,0,0,0,3,0,0,10,0,0,0,0,0,4,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,106,173,203,159,160,161,131,75,49,1225,118,180,213,162,175,165,146,89,62,1306,14299,6960,10563,12406,10883,8133,5275,3225,1659,73405
SED28704,24349,11980,14400,16639,13011,9468,6495,2840,808,99993,8,13,3,7,15,13,17,8,5,95,5,7,4,3,3,3,3,0,0,32,221,255,230,159,119,103,77,57,25,1239,0,4,0,0,5,6,3,0,0,16,0,0,0,0,0,0,0,0,0,6,5,6,0,0,0,3,6,0,0,14,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,228,273,238,165,129,115,89,59,24,1321,235,285,242,172,143,128,102,70,29,1412,24584,12274,14638,16810,13156,9601,6598,2912,836,101409
SED28803,32685,17015,22637,21972,14545,11372,6364,2416,647,129660,12,0,11,11,9,7,15,4,6,78,3,7,11,6,3,12,10,0,0,59,229,252,292,179,134,126,89,40,16,1362,3,3,9,8,0,5,3,6,0,33,0,0,4,0,0,3,0,0,0,12,3,0,5,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,242,267,323,186,142,144,108,41,18,1481,252,270,334,201,154,152,119,50,25,1555,32942,17284,22972,22168,14696,11531,6482,2462,673,131214
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED29797,0,0,6,16,3,14,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,31,0,0,26,57,107,77,12,0,0,270,0,0,0,15,9,14,0,0,0,37,0,0,0,13,12,8,0,0,0,27,0,0,10,3,9,0,0,0,0,25,0,4,11,32,26,46,4,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45,129,176,145,12,0,0,525,0,9,45,129,176,145,16,0,0,524,0,9,52,140,182,158,16,0,0,565
