SED_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
SED27406,4,0,0,0,2024,2028,12,0,0,0,1642,1652,692,25,23,0,2225,2961,2390,86,194,16,1102,3796,3311,184,446,19,823,4771,2841,173,534,59,477,4080,2306,108,420,85,274,3188,1427,46,180,174,74,1898,414,6,41,198,38,698,13397,623,1833,549,8672,25079,5,0,0,0,1952,1958,25,0,0,0,1523,1559,972,32,58,0,2241,3300,2694,154,292,17,1144,4298,3462,278,634,38,853,5273,2828,220,796,142,502,4488,2144,116,790,395,279,3727,1096,42,373,667,115,2296,215,9,104,877,42,1244,13435,847,3057,2136,8654,28130,9,0,0,0,3972,3984,36,0,3,6,3164,3209,1661,58,77,0,4466,6262,5082,239,488,36,2246,8091,6775,457,1080,52,1679,10046,5668,391,1332,198,980,8565,4447,225,1213,476,550,6919,2527,85,552,841,189,4195,631,15,150,1074,79,1942,26832,1470,4887,2685,17329,53203
SED27504,3,0,0,0,2353,2355,67,0,3,3,2041,2116,1423,95,66,6,3026,4618,2545,178,240,9,1275,4250,2634,279,526,49,1086,4572,2785,289,707,102,686,4563,2646,191,604,184,319,3950,1561,69,246,289,123,2289,433,12,39,244,29,751,14107,1122,2421,891,10932,29472,6,0,0,0,2144,2154,137,9,7,6,1876,2030,1857,130,94,16,2827,4924,2615,290,321,39,1246,4515,2660,298,736,97,791,4580,2786,328,910,269,511,4811,2428,140,721,603,205,4099,1226,40,261,929,66,2520,213,0,65,864,28,1173,13918,1251,3114,2827,9694,30801,10,0,0,4,4496,4510,206,12,6,11,3915,4146,3279,231,160,23,5852,9540,5159,467,569,50,2521,8762,5295,582,1262,140,1871,9151,5574,621,1612,372,1194,9370,5076,339,1326,788,523,8048,2791,111,504,1217,189,4806,642,16,104,1107,56,1928,28024,2371,5536,3713,20625,60270
SED27608,0,0,0,0,2733,2731,32,0,0,0,3235,3264,1807,58,65,5,4587,6514,4213,179,320,17,1598,6333,3709,240,525,31,862,5359,3196,191,514,54,421,4378,3067,91,424,146,190,3919,1713,25,141,234,57,2173,468,11,21,233,29,765,18202,795,2020,722,13705,35441,0,3,0,0,2759,2761,59,9,0,0,3127,3194,2394,115,101,4,4011,6621,4441,300,470,30,1651,6884,3695,333,817,73,829,5746,3248,233,877,208,419,4986,2866,127,721,526,166,4406,1323,44,284,799,75,2525,257,10,53,936,35,1293,18280,1172,3314,2576,13074,38415,0,3,0,0,5487,5494,91,9,0,0,6356,6456,4199,174,165,8,8598,13138,8651,478,791,45,3245,13213,7400,566,1340,107,1691,11110,6445,426,1391,257,842,9370,5935,220,1138,670,355,8322,3036,65,421,1036,137,4700,727,21,76,1168,66,2053,36483,1967,5330,3299,26776,73858
SED27708,0,0,0,0,1986,1988,28,0,0,0,1562,1595,1000,64,41,8,2518,3618,1949,141,196,12,1343,3639,2350,235,452,21,1031,4086,2793,211,618,83,724,4418,2906,177,567,173,346,4166,1411,55,212,246,103,2026,386,5,26,228,20,672,12819,883,2116,760,9629,26213,0,0,0,0,1888,1888,54,5,0,0,1472,1531,1264,89,80,6,2350,3794,2148,188,292,21,1272,3922,2534,278,658,87,902,4451,2895,253,885,244,586,4855,2630,141,691,577,241,4279,1133,33,247,839,70,2315,205,7,58,860,30,1144,12861,993,2900,2629,8802,28191,0,0,0,0,3878,3879,81,6,3,5,3031,3125,2265,153,118,14,4868,7420,4095,334,490,31,2611,7558,4885,514,1103,101,1931,8534,5684,462,1501,326,1305,9277,5532,323,1258,745,585,8449,2541,89,457,1083,170,4345,590,14,79,1080,49,1819,25678,1885,5019,3392,18433,54400
SED27807,5,0,0,0,1975,1975,111,3,6,0,2735,2857,2088,114,172,0,4500,6881,2819,187,384,17,1705,5113,2335,268,605,27,1071,4305,2511,306,710,65,688,4279,2342,199,529,181,319,3569,1347,74,184,262,98,1971,393,13,24,217,16,668,13946,1176,2620,773,13101,31620,8,0,0,0,1885,1891,281,20,11,0,2245,2564,2708,221,264,14,3062,6274,2754,303,607,47,1245,4957,2301,332,892,121,817,4467,2324,271,916,308,511,4332,2127,173,531,716,227,3786,924,45,173,972,56,2175,189,8,41,870,15,1127,13624,1381,3438,3052,10068,31559,13,0,0,0,3860,3870,393,34,17,0,4978,5419,4796,337,437,10,7565,13150,5568,498,992,64,2948,10067,4642,598,1498,150,1892,8773,4831,577,1632,376,1201,8610,4472,373,1061,894,548,7350,2274,123,356,1234,160,4148,576,16,69,1092,30,1791,27566,2560,6055,3827,23176,63178
SED27907,0,0,0,0,1969,1969,26,0,0,0,1993,2022,1459,51,48,3,3395,4952,2676,160,235,8,1399,4478,2467,228,524,20,897,4132,2523,205,596,57,433,3812,2156,151,392,133,183,3017,1151,53,147,175,49,1573,275,9,14,149,13,460,12725,859,1958,542,10335,26418,0,0,0,0,1770,1771,45,0,0,0,1753,1805,1879,93,91,9,2876,4951,2783,227,368,24,1252,4651,2589,260,757,76,778,4462,2493,253,860,216,368,4193,2033,132,608,547,151,3470,782,51,203,719,43,1800,135,4,31,466,17,659,12741,1032,2914,2066,9002,27752,0,0,0,0,3738,3741,68,0,0,0,3745,3823,3344,145,138,14,6265,9905,5456,387,600,25,2657,9129,5053,494,1282,94,1671,8596,5014,457,1453,269,804,8004,4188,290,997,678,331,6482,1933,110,351,895,96,3374,415,9,45,619,32,1114,25467,1886,4872,2606,19335,54173
SED28007,0,0,0,0,3029,3032,21,0,8,5,2919,2945,1712,64,71,5,3471,5327,3996,172,250,10,1173,5603,4344,269,493,32,612,5747,3619,179,450,47,265,4557,2251,103,252,89,86,2786,920,45,63,141,21,1185,161,4,8,97,0,285,17026,836,1584,431,11587,31465,0,0,0,0,2909,2912,99,10,0,0,2520,2630,2413,91,124,6,2668,5310,4353,273,406,31,1021,6084,4418,361,773,87,563,6198,3421,240,719,239,216,4832,1791,116,372,482,77,2837,549,27,104,570,18,1267,90,5,21,403,10,527,17132,1123,2521,1819,10006,32601,0,0,6,0,5936,5943,116,10,6,6,5439,5577,4131,148,198,11,6143,10639,8351,445,653,45,2192,11686,8761,629,1263,118,1173,11947,7035,424,1164,290,485,9396,4040,217,625,573,162,5625,1469,72,162,714,37,2451,247,10,28,501,13,806,34156,1959,4105,2251,21590,64065
SED28107,5,0,0,0,3642,3646,170,10,0,0,4865,5052,5758,193,190,14,6556,12711,11530,363,498,19,1865,14286,4959,323,509,32,862,6692,3208,198,535,76,416,4427,2091,114,252,141,129,2729,811,22,75,143,23,1075,120,5,13,70,0,209,28662,1228,2074,499,18356,50827,10,0,0,3,3361,3376,507,21,11,0,3263,3804,8477,255,239,24,3968,12970,10044,445,633,75,1522,12717,4059,380,796,134,718,6082,3032,242,789,445,341,4845,1720,107,416,638,97,2978,466,24,116,476,22,1106,57,0,19,233,3,318,28374,1471,3022,2032,13291,48195,19,0,0,4,6999,7021,678,26,17,0,8131,8853,14238,448,433,41,10518,25679,21578,810,1133,94,3392,27005,9018,702,1305,167,1587,12774,6238,435,1325,523,752,9270,3815,221,666,780,226,5707,1276,50,197,616,48,2185,180,9,31,303,9,521,57031,2703,5098,2532,31649,99011
SED28203,5,0,0,0,2114,2118,101,6,0,0,2656,2762,2697,91,123,3,3907,6819,4858,227,326,18,1540,6959,2829,275,525,23,926,4572,2260,233,538,46,455,3533,2324,130,273,128,143,3002,1570,37,95,245,34,1984,454,8,24,193,12,687,17091,1003,1894,651,11789,32431,8,0,0,0,1989,1998,310,13,14,0,2093,2423,3736,175,172,5,2870,6957,4690,311,489,29,1100,6622,2484,310,713,107,695,4308,2241,265,703,279,320,3809,2255,111,388,740,111,3605,1107,33,128,991,19,2283,202,4,22,644,9,886,17042,1220,2637,2795,9198,32887,12,0,0,0,4102,4112,413,18,14,0,4742,5187,6433,264,293,8,6777,13777,9549,540,814,44,2642,13582,5315,586,1238,122,1620,8881,4497,499,1241,327,774,7338,4580,238,663,869,259,6607,2674,76,229,1237,51,4260,657,12,41,836,17,1573,34132,2229,4530,3444,20984,65317
SED28301,0,4,0,0,2226,2233,21,0,0,0,2022,2040,826,14,40,0,1964,2837,2863,70,116,7,657,3718,3395,144,300,12,545,4405,3290,101,320,48,262,4025,2549,68,222,95,127,3064,1612,29,108,199,28,1983,495,10,24,212,3,744,15051,438,1132,573,7842,25050,0,0,0,0,2008,2013,21,0,0,0,1790,1812,1193,23,60,0,1613,2883,3273,140,235,10,643,4303,3604,197,455,44,463,4767,3314,120,567,162,289,4453,2442,67,381,415,132,3438,1264,39,218,780,56,2353,219,6,55,727,14,1025,15338,589,1958,2142,7016,27038,0,4,0,0,4236,4240,41,0,0,0,3810,3851,2015,36,92,0,3578,5722,6145,208,349,18,1303,8024,7000,343,757,57,1010,9172,6607,222,881,210,557,8477,4994,138,609,507,259,6501,2872,69,325,980,85,4335,719,15,77,936,22,1769,30384,1032,3095,2709,14858,52085
SED28408,0,0,0,0,1976,1980,27,3,0,0,1833,1866,1021,68,50,0,3053,4187,1950,157,180,10,1201,3492,2000,227,451,29,963,3670,2106,193,540,57,625,3532,2078,144,455,148,299,3123,1211,49,183,233,97,1772,339,7,30,229,21,621,10744,851,1891,713,10052,24248,5,0,0,0,1917,1920,82,6,6,0,1931,2021,1290,95,72,6,2720,4185,2159,263,320,23,1273,4039,2065,332,666,80,893,4034,2127,274,877,216,557,4053,1979,160,760,506,236,3647,939,47,275,861,103,2222,200,10,53,877,55,1195,10854,1185,3030,2567,9686,27324,10,0,0,0,3891,3902,111,13,6,0,3764,3892,2310,169,118,10,5770,8380,4104,416,506,31,2473,7534,4073,555,1121,108,1854,7706,4243,475,1416,277,1178,7580,4058,308,1222,657,533,6765,2155,94,456,1092,196,3994,539,16,81,1104,74,1815,21597,2040,4919,3276,19736,51564
SED28507,6,0,0,0,2623,2627,74,5,0,0,2875,2956,2840,111,93,13,4419,7478,5464,253,314,17,1748,7801,2961,269,551,34,1099,4922,2566,245,644,55,554,4066,1930,146,412,176,246,2904,882,49,139,196,58,1322,185,0,18,156,11,373,16907,1085,2171,644,13633,34446,8,0,0,0,2446,2452,171,14,9,0,2601,2793,4281,192,184,14,3793,8466,4870,389,497,52,1533,7338,2857,343,823,137,979,5145,2418,272,906,341,419,4355,1648,155,548,560,141,3056,598,33,206,678,46,1568,103,4,30,595,16,744,16952,1401,3206,2395,11967,35922,6,0,0,0,5067,5078,241,21,9,4,5473,5754,7123,303,274,28,8213,15945,10334,641,813,74,3281,15139,5820,616,1379,175,2082,10066,4986,514,1552,406,966,8420,3581,304,955,733,384,5962,1477,84,347,877,106,2891,288,7,48,750,28,1111,33863,2487,5377,3042,25602,70371
SED28607,0,0,0,0,1823,1823,16,0,0,0,1820,1832,1179,49,58,5,3893,5187,3712,132,291,9,1945,6089,3138,222,527,25,1417,5329,2440,190,561,42,873,4107,1576,127,384,122,380,2587,958,48,129,168,101,1403,359,8,30,215,36,646,13379,777,1980,592,12289,29012,5,0,0,0,1681,1683,46,3,0,0,1622,1678,1651,67,101,4,3698,5516,3852,222,365,26,1976,6441,3186,292,711,69,1418,5682,2256,205,710,175,837,4189,1420,116,534,434,288,2790,765,26,191,772,92,1847,182,0,67,735,34,1015,13366,929,2683,2211,11644,30835,5,0,0,0,3505,3508,62,3,0,0,3443,3506,2836,111,157,13,7587,10708,7559,354,654,35,3926,12528,6326,515,1245,95,2835,11011,4705,390,1270,224,1711,8301,2995,242,918,556,672,5380,1721,76,321,942,192,3247,544,9,98,949,69,1663,26744,1701,4662,2802,23935,59851
SED28704,0,0,0,0,3337,3340,41,4,7,0,2995,3047,2741,80,86,4,4086,6993,5941,233,356,10,1732,8280,4439,331,694,34,960,6468,3329,215,628,83,431,4689,2447,144,363,152,137,3243,1159,36,106,151,41,1496,181,11,19,101,6,321,20279,1052,2262,542,13734,37873,3,0,0,0,3189,3192,118,10,4,0,2623,2757,3822,146,146,10,3631,7752,5942,364,566,38,1714,8619,4234,430,1055,111,960,6791,3149,286,1011,252,400,5094,2259,145,607,525,99,3630,765,19,166,513,35,1498,85,0,34,384,14,519,20380,1406,3586,1831,12654,39851,7,0,4,0,6529,6536,164,11,10,0,5620,5804,6558,223,233,13,7710,14745,11886,602,915,50,3446,16900,8681,763,1750,146,1919,13257,6478,500,1641,335,833,9787,4701,297,966,675,237,6868,1931,62,278,663,69,2994,260,12,56,495,16,834,40661,2457,5848,2371,26385,77724
SED28803,8,0,0,0,4216,4226,152,9,0,0,4440,4605,4913,158,183,3,5784,11041,8837,378,397,19,1610,11239,5516,325,574,43,767,7227,4374,299,567,120,416,5778,2532,144,295,126,112,3209,916,40,80,138,30,1204,145,3,10,92,9,261,27384,1349,2103,556,17385,48779,18,0,0,4,4035,4049,444,24,11,0,3916,4396,7147,333,271,15,4200,11970,8384,507,668,49,1413,11017,5118,508,940,163,782,7499,3880,315,833,436,344,5797,1972,124,404,700,103,3307,510,29,103,611,27,1282,64,3,13,331,5,419,27533,1839,3236,2301,14822,49735,24,3,0,6,8249,8275,601,25,13,0,8353,8998,12059,493,457,20,9987,23009,17221,882,1063,73,3017,22253,10630,829,1508,203,1555,14727,8250,614,1397,560,757,11578,4507,268,700,826,217,6514,1427,68,181,753,59,2486,207,6,24,419,13,674,54918,3194,5342,2856,32208,98518
SED29494,0,0,0,0,234,234,9,0,0,0,337,345,92,35,27,0,783,939,241,98,84,0,575,1008,195,137,156,4,417,912,215,82,166,14,164,644,169,51,115,20,38,392,39,7,28,14,8,90,9,0,4,4,0,15,963,416,581,56,2551,4576,0,0,0,0,231,229,13,0,0,0,304,321,119,58,20,7,682,878,166,60,79,16,412,730,103,65,116,14,185,479,157,39,119,32,79,429,96,13,66,13,28,224,19,6,11,17,6,58,5,4,0,10,0,19,676,246,425,103,1924,3373,0,0,0,0,461,459,18,0,0,3,641,671,207,93,52,7,1467,1819,409,162,165,11,992,1736,300,203,272,18,600,1393,371,123,283,49,243,1074,269,66,180,36,62,613,59,8,45,33,12,152,9,4,7,13,0,29,1642,658,1005,165,4474,7946
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,9,0,0,0,16,0,0,3,0,0,3,3,5,3,0,0,10,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,13,6,0,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,9,0,0,0,16,0,0,3,0,0,3,7,5,3,0,0,14,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,13,6,0,8,38
