LGA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA26490,7192,3415,3428,5125,4930,4551,4048,1916,696,35310,7,9,6,5,11,13,20,3,3,75,5,5,0,0,0,3,8,0,0,24,239,267,237,215,228,337,348,88,22,1985,0,0,0,0,3,4,10,0,0,19,6,0,0,0,0,0,5,0,0,19,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,6,0,0,11,0,0,4,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,247,279,250,220,237,349,373,94,22,2070,252,283,256,228,242,366,390,96,26,2150,7443,3703,3688,5347,5176,4918,4443,2016,721,37457
LGA26610,3920,2169,2913,2598,2240,2720,2104,1252,575,20487,8,6,17,3,7,8,16,9,3,75,0,15,14,9,4,13,8,5,0,61,61,112,108,94,112,124,122,51,12,797,0,4,0,0,6,10,5,0,0,19,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,131,127,107,120,158,136,60,15,912,66,139,146,107,132,167,156,64,21,989,3984,2309,3053,2704,2372,2881,2256,1319,594,21478
LGA26670,940,446,459,584,721,1033,948,485,202,5818,0,0,0,0,0,6,5,4,0,17,8,0,5,8,3,9,3,4,0,40,9,23,6,16,15,21,18,5,6,116,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,12,33,20,29,26,5,6,172,19,22,12,33,22,31,30,16,4,189,957,465,470,617,742,1073,984,498,209,6012
LGA26700,5106,2911,2923,3185,3731,3927,3582,2261,910,28539,15,9,0,3,7,16,15,8,0,72,3,12,0,3,11,8,8,0,0,47,69,139,167,95,109,106,107,58,63,902,0,0,0,0,0,8,3,0,0,16,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,71,154,170,101,125,121,125,58,63,989,89,165,170,101,131,131,135,66,65,1061,5194,3073,3094,3289,3864,4063,3719,2328,971,29597
LGA26730,6025,3801,4329,4108,4312,4356,3778,2218,1023,33954,3,0,5,4,4,6,10,10,9,48,4,0,0,0,0,3,5,3,0,23,132,181,200,130,130,171,113,64,77,1208,0,0,4,0,0,4,10,0,0,21,0,5,4,0,0,0,4,0,3,19,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,196,210,138,141,180,128,71,81,1282,139,195,215,145,142,191,139,78,92,1327,6161,3990,4544,4250,4451,4555,3920,2294,1113,35280
LGA26810,7577,4482,4926,5024,5268,6255,5939,2929,986,43386,19,11,14,14,14,12,24,11,3,121,5,23,27,10,3,4,3,0,0,81,181,220,219,155,185,224,177,80,35,1475,0,14,30,9,10,6,3,0,0,81,0,3,3,0,3,0,4,0,0,12,0,0,9,6,3,3,3,0,0,28,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,186,264,289,190,204,243,188,83,37,1688,207,279,295,205,216,259,212,99,40,1812,7786,4763,5225,5229,5483,6512,6162,3027,1023,45200
LGA26890,655,274,345,375,488,653,569,307,131,3801,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,10,24,14,7,11,19,20,5,7,127,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,15,7,17,24,25,5,7,150,10,35,20,7,17,24,25,5,9,156,669,313,365,386,510,676,597,314,141,3960
LGA26980,26557,22055,23005,22854,22263,18196,14674,10296,5261,165165,4,11,10,12,17,21,15,12,15,115,4,28,12,7,12,8,8,6,0,95,336,518,527,391,335,308,301,246,163,3129,0,9,7,3,0,10,13,4,0,47,0,3,3,3,5,5,4,3,6,28,0,11,4,0,0,0,0,0,0,23,0,9,8,4,0,3,3,0,0,35,0,5,4,0,0,0,6,0,0,12,0,9,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,344,588,573,417,357,337,338,257,164,3376,348,599,578,431,379,349,356,265,185,3491,26906,22657,23585,23285,22643,18548,15034,10566,5442,168655
LGA27070,48209,26984,35117,36752,27417,22176,16685,8696,3193,225221,12,16,15,16,27,26,28,27,13,181,10,16,26,14,8,14,11,5,0,103,468,484,609,423,363,362,250,183,114,3246,5,11,4,4,5,11,6,0,0,47,0,7,8,3,5,5,0,3,0,31,0,3,3,5,3,9,4,0,0,32,0,4,3,5,3,3,0,0,0,26,0,4,0,3,0,8,0,0,0,13,0,0,0,4,0,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,491,521,663,461,393,400,281,190,119,3517,503,538,679,478,420,437,310,213,134,3702,48710,27526,35795,37230,27832,22607,16991,8905,3327,228924
LGA27170,8553,5098,5630,5273,5033,4800,4140,2210,805,41535,7,6,5,0,4,8,12,8,3,59,22,79,48,28,34,18,14,10,8,244,93,167,148,132,106,85,62,25,24,841,3,36,25,14,4,4,0,0,0,88,0,9,3,5,0,0,0,0,0,22,0,5,0,0,3,3,5,0,0,16,0,3,0,0,0,3,0,0,0,9,0,3,3,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,113,305,236,178,149,118,87,33,28,1249,115,310,239,178,155,132,99,40,30,1304,8670,5405,5868,5451,5186,4929,4233,2252,840,42837
LGA27260,73488,33324,50100,56482,30934,21513,13989,5852,1797,287478,22,21,31,23,14,27,20,11,3,170,17,15,37,20,16,26,21,4,0,143,588,599,775,482,341,253,181,116,46,3384,9,7,14,12,13,12,14,0,0,83,0,10,6,5,10,8,6,6,0,42,10,8,14,3,4,7,4,0,0,55,6,6,12,3,8,6,0,0,0,48,5,0,5,0,6,0,0,0,0,15,0,0,6,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,629,645,857,531,396,313,222,129,57,3787,650,666,889,552,413,341,240,143,55,3959,74140,33993,50990,57034,31345,21859,14235,5994,1851,291436
LGA27350,9229,8647,25545,14555,9815,7970,5797,3035,1212,85798,12,13,24,20,9,11,11,12,3,118,9,17,29,27,18,22,11,3,3,138,159,351,709,397,301,329,292,177,87,2792,3,4,10,5,10,15,8,4,0,64,0,0,11,4,4,6,7,0,0,40,0,5,11,6,3,11,9,0,0,47,0,3,12,5,4,0,9,5,0,51,0,3,3,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,171,389,790,455,338,382,341,186,84,3144,178,398,817,471,351,396,354,199,90,3261,9414,9049,26361,15027,10166,8365,6143,3235,1299,89061
LGA27450,28441,17436,18477,19842,20966,19499,15446,8206,2571,150889,5,17,12,11,12,27,27,15,6,145,0,7,9,5,11,10,16,0,0,51,398,570,475,321,294,268,193,102,49,2675,0,0,11,4,7,6,21,3,0,59,0,5,0,3,0,0,3,0,0,8,0,3,0,0,3,4,0,0,0,14,0,0,0,0,0,5,3,5,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,398,597,497,332,319,297,232,112,45,2837,405,614,503,344,332,332,260,130,60,2978,28850,18048,18979,20188,21298,19828,15708,8338,2630,153862
LGA27630,996,564,572,553,707,1064,939,592,269,6256,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,18,19,16,18,16,46,26,12,12,183,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,16,18,19,46,34,12,12,194,24,26,16,18,18,46,36,12,12,202,1017,591,586,575,728,1109,970,596,278,6457
LGA29399,82,216,246,113,105,70,56,15,3,915,0,4,0,0,0,0,0,0,0,11,8,47,51,11,17,17,11,0,0,158,482,610,404,331,375,334,168,34,0,2746,4,75,54,9,9,21,9,4,0,181,10,101,60,8,15,17,10,5,0,202,0,39,6,0,5,5,0,0,0,57,0,23,14,6,8,3,0,0,0,45,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,506,892,584,364,428,391,195,36,0,3399,506,897,585,364,425,398,194,36,0,3411,594,1115,827,479,530,464,249,59,8,4325
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,6,16,3,14,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,31,0,0,26,57,107,77,12,0,0,270,0,0,0,15,9,14,0,0,0,37,0,0,0,13,12,8,0,0,0,27,0,0,10,3,9,0,0,0,0,25,0,4,11,32,26,46,4,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45,129,176,145,12,0,0,525,0,9,45,129,176,145,16,0,0,524,0,9,52,140,182,158,16,0,0,565
