LGA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA26810,5328,4260,1627,149,11366,4363,363,16090,99,37,42,12,190,313,14,519,11,5,9,0,26,66,0,95,113,45,52,8,216,378,21,617,83,12,29,0,131,471,20,624,7,4,4,0,16,8,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,3,0,7,92,24,33,4,151,479,24,661,7,3,6,0,13,42,0,57,15,4,3,0,18,30,0,52,0,0,0,0,0,3,0,5,6,4,0,0,14,10,0,31,23,9,9,0,43,91,3,142,11,7,3,0,21,12,5,34,5572,4341,1726,163,11797,5321,415,17538
LGA26890,535,352,108,14,1012,532,40,1584,0,0,0,0,4,19,0,27,0,0,0,0,0,0,0,0,0,3,0,0,3,19,0,27,0,0,0,0,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,21,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,6,0,0,0,0,4,0,0,5,543,360,112,14,1021,576,40,1643
LGA26980,9983,17125,4162,536,31809,7429,1538,40779,2371,1922,923,119,5334,4120,459,9919,1281,1793,669,84,3832,1106,365,5298,3648,3715,1598,206,9168,5226,817,15216,413,285,155,36,886,888,142,1915,404,97,97,33,642,667,128,1436,554,153,148,44,901,1051,155,2107,482,114,126,28,752,567,195,1513,9,16,9,0,29,18,0,48,1859,664,530,155,3210,3188,621,7018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,14,8,6,31,8,8,0,0,14,8,6,29,5,12,4,0,17,24,4,48,15508,21530,6295,893,44225,15879,2992,63094
LGA27070,14524,29960,8634,770,53884,10213,1515,65609,1003,1126,518,63,2706,1535,130,4367,830,1049,575,92,2544,998,224,3768,1837,2169,1090,153,5254,2530,352,8132,217,255,145,31,647,476,67,1186,69,30,45,6,152,260,20,421,122,33,33,6,197,290,34,518,0,0,0,0,0,0,0,0,3,7,0,0,15,19,0,27,406,330,224,45,1005,1039,112,2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,12,4,0,14,9,11,0,0,17,3,0,20,4,8,6,0,26,23,0,48,16781,32476,9968,966,60186,13808,1985,75971
LGA27170,4158,4511,1975,132,10783,3405,377,14559,168,71,137,14,388,918,49,1360,13,6,27,5,41,42,4,86,175,78,161,21,433,963,46,1445,35,9,33,5,76,190,11,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,35,9,32,5,81,193,11,280,7,0,0,0,4,30,0,41,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,10,3,0,11,10,3,0,0,15,45,0,61,10,0,0,0,18,8,0,26,4397,4597,2170,163,11332,4605,437,16372
LGA27260,15628,40603,9128,1083,66439,10239,2537,79221,1132,1959,675,71,3835,1757,213,5804,579,847,363,41,1838,622,154,2613,1710,2812,1037,111,5672,2377,369,8421,352,224,177,34,780,697,44,1521,0,3,0,0,10,11,7,23,130,32,26,6,202,262,19,479,0,0,0,0,0,0,0,0,3,6,0,0,12,12,0,24,485,264,211,41,1000,978,65,2045,13,0,3,0,14,21,0,32,3,0,3,0,11,31,0,44,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,8,20,3,7,0,26,56,3,87,7,16,5,0,25,19,4,53,17850,43699,10389,1234,73173,13668,2977,89823
LGA27350,1448,1614,378,66,3507,958,625,5086,2657,1744,502,146,5051,2287,1335,8673,1985,1411,444,116,3954,1522,1085,6554,4645,3152,946,261,9003,3806,2417,15229,772,216,120,35,1140,1637,310,3091,1038,299,249,56,1648,2481,398,4525,2111,426,225,86,2850,3393,569,6814,1335,473,618,105,2527,2595,351,5470,10,9,0,0,18,4,8,31,5254,1419,1220,284,8180,10113,1631,19928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,38,14,3,164,115,67,345,105,38,18,3,170,115,72,353,9,4,0,0,17,29,4,48,11468,6231,2557,620,20876,15019,4755,40646
LGA27450,14950,20052,5914,422,41342,9917,1069,52325,374,154,225,16,767,1266,40,2067,243,120,121,6,492,328,27,849,616,275,343,21,1256,1590,71,2919,39,25,11,4,81,164,5,245,0,0,3,0,3,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,28,26,0,54,57,32,20,4,113,199,5,313,10,0,0,0,10,52,0,66,23,4,0,0,26,92,0,114,0,0,0,0,0,0,0,0,4,6,0,0,18,12,0,28,40,15,5,0,58,153,0,216,20,14,9,0,37,26,3,71,15688,20388,6284,450,42808,11893,1147,55842
LGA27630,878,527,241,21,1664,911,49,2632,6,0,3,0,4,47,5,56,0,0,0,0,0,0,0,0,6,0,3,0,4,47,5,56,0,3,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,13,0,15,4,0,0,0,4,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,8,0,25,9,0,0,0,17,19,0,36,0,0,0,0,0,0,0,0,892,533,243,21,1688,996,52,2740
LGA29399,28,13,7,0,46,26,13,80,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,3,3,0,0,8,9,0,25,9,5,4,0,12,4,0,15,5,0,0,0,3,7,0,15,7,0,3,0,5,0,0,9,0,0,0,0,0,0,0,0,16,11,11,0,37,25,7,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,42,23,10,0,81,58,17,156
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
