LGA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
LGA26080,15,0,0,0,15,0,0,15,77,12,0,0,90,0,0,0,90,5,0,96,117,33,4,0,158,0,0,0,158,4,0,159,24,3,6,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,6,221,53,8,0,280,0,0,0,280,8,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,5,0,0,5,221,53,8,4,288,0,0,0,288,8,0,294,15,0,9,4,27,0,0,0,27,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,238,56,17,4,315,0,0,0,315,10,5,326
LGA26170,57,0,0,0,57,4,0,58,959,129,26,4,1119,12,0,12,1127,52,0,1179,1794,260,41,18,2109,12,5,20,2133,87,0,2220,213,26,36,9,291,0,0,3,287,11,0,299,30,8,0,34,80,0,0,0,80,4,0,83,3000,424,112,61,3596,27,7,34,3625,152,0,3781,8,0,0,0,8,0,0,0,8,0,0,12,31,3,0,0,39,0,0,0,39,3,0,43,42,3,0,0,48,0,0,0,48,8,0,57,3040,431,112,61,3640,27,7,34,3678,157,0,3835,527,112,23,26,684,13,5,21,707,101,0,806,0,0,0,0,0,0,0,0,0,4,21,23,3568,543,136,88,4328,36,10,50,4383,260,22,4669
LGA26260,6,0,0,0,6,0,0,11,573,73,11,0,658,4,0,0,659,19,0,679,954,128,7,3,1098,0,3,3,1103,53,0,1153,122,10,17,4,145,0,0,0,145,0,0,145,21,3,0,11,35,0,0,0,35,0,0,35,1669,217,36,20,1934,4,7,7,1945,70,0,2010,5,0,0,0,5,0,0,0,5,3,0,8,8,0,0,0,11,0,0,0,12,0,0,12,13,0,0,0,13,0,0,5,20,3,0,24,1678,217,38,20,1947,3,6,13,1958,71,0,2032,332,63,12,20,420,5,0,5,425,52,0,483,0,0,0,0,3,0,0,0,3,0,4,9,2009,277,47,43,2373,9,6,18,2394,127,4,2522
LGA26350,645,13,0,13,657,76,0,732,3950,390,53,14,4403,77,7,90,4486,204,0,4692,4045,537,39,10,4627,39,11,41,4670,136,9,4817,602,67,56,0,731,8,0,8,732,21,0,751,53,0,0,52,101,4,0,5,102,3,8,109,8644,991,149,74,9858,118,16,142,9995,363,14,10380,85,9,5,0,89,11,5,14,103,3,0,110,129,9,0,0,140,10,9,17,156,14,0,164,208,14,5,0,227,19,12,32,259,22,0,276,8853,1008,148,79,10084,139,26,168,10254,388,17,10656,2226,273,35,45,2584,29,8,32,2613,249,4,2875,13,0,0,11,21,4,0,4,26,0,22,51,11088,1285,193,134,12695,177,35,208,12899,638,40,13576
LGA26430,13,0,0,0,13,0,0,15,334,39,9,0,382,10,0,10,387,24,0,409,499,53,0,9,563,0,0,0,563,18,0,585,49,6,11,4,69,0,0,0,69,7,0,74,7,0,0,11,17,0,0,0,17,0,0,17,887,94,19,22,1024,7,0,6,1033,48,0,1076,8,0,0,0,8,0,0,0,8,0,5,13,3,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,7,0,0,0,7,0,5,14,891,100,19,22,1034,7,0,6,1042,48,5,1093,147,20,11,5,189,0,0,0,189,45,0,234,0,0,0,0,0,0,0,0,0,0,3,12,1047,117,29,27,1225,7,0,6,1231,88,13,1332
LGA26490,129,0,0,0,129,7,0,140,1692,261,34,6,1993,9,6,19,2006,115,0,2124,2911,480,86,15,3488,16,7,26,3513,70,0,3588,363,51,65,0,485,0,0,0,488,7,0,490,40,4,3,35,82,0,0,0,82,3,4,85,4998,793,187,58,6041,30,13,45,6083,194,8,6288,24,8,3,0,34,0,0,0,37,0,0,39,72,7,0,0,84,0,0,0,84,0,0,84,99,11,3,0,117,0,0,0,118,0,0,118,5101,805,190,58,6155,33,13,46,6202,199,8,6410,816,134,39,16,1004,12,0,11,1013,74,0,1091,12,0,4,3,21,0,0,0,21,0,10,27,5923,951,236,74,7183,42,16,58,7240,276,15,7527
LGA26610,25,0,0,0,24,4,0,29,772,53,8,0,840,12,5,13,852,44,0,902,1193,115,4,10,1316,8,4,7,1327,42,0,1369,145,16,21,4,189,3,0,3,190,0,0,190,16,3,0,16,34,0,0,0,34,3,0,37,2126,189,35,28,2377,16,6,22,2401,90,3,2493,5,0,0,0,5,0,0,0,5,4,0,19,16,4,0,0,15,5,0,5,27,0,0,27,23,4,0,0,28,5,0,5,33,4,0,37,2146,193,33,28,2404,21,6,31,2435,94,3,2531,504,72,13,38,628,14,8,18,649,105,5,760,4,0,0,0,7,0,0,0,7,0,18,23,2661,268,43,67,3037,34,13,48,3086,203,24,3311
LGA26670,3,0,0,0,3,0,0,3,221,18,4,0,244,4,0,3,248,19,0,264,313,23,3,10,358,0,0,0,360,8,0,368,36,10,5,0,49,0,0,0,49,0,0,49,4,0,0,4,10,0,0,0,10,0,0,7,571,59,6,17,658,3,3,10,662,27,0,689,6,0,0,0,6,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,4,0,10,14,0,0,0,14,0,0,0,11,4,0,15,581,59,6,17,670,7,3,11,675,30,0,707,111,19,6,0,138,3,0,9,144,22,0,168,0,0,0,0,0,0,0,0,0,0,3,3,691,74,19,17,804,14,5,16,823,54,4,880
LGA26700,24,0,0,0,24,0,0,26,1183,132,21,7,1341,11,3,13,1355,62,0,1420,1613,271,38,18,1941,4,8,5,1951,72,0,2024,217,51,25,3,291,0,0,3,297,4,0,298,15,6,0,14,32,0,0,0,32,0,0,38,3024,455,83,43,3607,13,13,24,3632,150,0,3784,0,0,0,0,0,0,0,0,7,0,0,7,12,0,4,0,13,0,0,0,13,0,0,18,16,0,4,0,19,0,0,0,24,0,0,18,3044,457,90,43,3632,14,13,28,3654,150,0,3801,446,98,14,16,573,19,4,26,603,106,0,703,10,0,0,0,15,0,0,0,15,0,22,31,3503,552,104,65,4214,35,15,51,4263,252,24,4540
LGA26730,59,0,0,0,58,3,0,67,1029,153,16,3,1200,12,12,23,1221,65,0,1289,2378,283,42,9,2718,9,10,18,2735,71,0,2807,290,32,22,10,358,0,0,0,358,0,0,358,15,0,0,18,35,0,0,0,35,0,6,45,3718,469,84,34,4312,23,16,41,4351,137,6,4495,3,0,0,0,3,0,0,0,10,0,0,10,39,3,0,0,38,0,0,0,38,0,0,38,40,3,0,0,48,0,0,0,46,0,0,46,3761,473,84,34,4358,26,16,42,4400,137,6,4544,567,96,25,7,694,8,0,8,702,84,0,793,10,0,0,4,14,0,0,0,14,0,14,25,4335,568,116,47,5058,35,16,52,5114,223,24,5361
LGA26810,56,0,0,0,56,8,0,57,1396,156,26,8,1580,16,7,22,1605,76,0,1681,2343,274,58,38,2710,10,8,19,2725,134,8,2869,256,66,43,0,373,5,0,5,375,25,0,400,34,4,4,27,63,0,0,0,68,3,6,69,4031,503,124,68,4729,29,20,43,4776,237,11,5016,23,3,0,0,22,10,0,10,34,0,0,31,40,5,0,0,46,0,0,0,48,0,0,48,65,9,0,0,69,5,0,5,77,0,0,84,4088,510,124,68,4798,37,20,56,4849,242,11,5096,979,126,52,33,1190,30,5,34,1229,203,6,1435,4,0,0,5,10,6,0,6,13,6,20,34,5076,647,173,114,6001,69,23,89,6087,444,31,6570
LGA26890,0,0,0,0,0,0,0,0,120,11,0,0,129,0,0,0,129,8,0,133,253,25,0,0,274,0,0,0,274,7,0,282,23,8,0,0,36,0,0,0,36,0,0,40,4,0,0,0,3,0,0,0,3,0,0,3,402,40,0,0,443,0,0,0,443,14,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,40,0,0,443,0,0,0,443,14,0,458,72,8,6,3,89,3,0,3,95,13,0,105,0,0,0,0,0,0,0,0,0,0,0,0,472,47,10,4,538,3,0,3,542,25,0,561
LGA26980,1316,26,16,37,1361,172,0,1532,8725,1103,102,20,9949,180,39,220,10169,523,9,10698,10076,1568,166,14,11830,152,35,188,12015,437,8,12452,1058,131,102,5,1302,14,3,18,1318,68,0,1383,59,16,3,86,167,3,0,4,175,23,17,211,19920,2820,380,124,23246,345,77,423,23673,1045,35,24755,214,45,12,0,267,37,12,49,313,19,0,327,373,54,3,3,437,25,12,37,479,22,0,498,586,98,19,3,700,58,25,83,786,36,0,825,20512,2923,391,128,23956,406,101,505,24460,1081,33,25577,3833,689,119,62,4707,111,32,146,4852,733,17,5600,33,17,0,29,82,0,0,0,82,10,59,149,24377,3627,514,223,28742,520,128,649,29391,1826,110,31327
LGA27070,1223,30,5,36,1257,273,8,1534,10100,1430,200,70,11799,225,72,294,12096,682,36,12811,12865,2467,293,131,15753,215,43,258,16010,736,25,16778,1784,290,194,32,2290,33,13,40,2334,119,4,2460,192,20,0,190,407,5,0,5,412,32,32,473,24938,4203,690,421,30254,471,129,594,30846,1573,98,32521,361,74,16,12,462,73,10,81,542,49,0,595,676,143,15,29,861,58,27,86,947,51,4,1003,1041,216,31,41,1321,133,36,167,1492,101,0,1598,25978,4421,720,461,31578,606,160,765,32343,1669,105,34113,8217,1993,330,320,10861,510,136,649,11509,2937,55,14507,64,15,0,117,200,0,0,0,199,19,219,443,34261,6425,1046,897,42638,1119,295,1411,44052,4629,376,49056
LGA27170,51,0,4,4,55,10,0,69,1882,192,61,13,2140,18,7,26,2167,113,5,2285,2478,272,37,14,2798,24,6,29,2823,107,0,2931,278,28,40,5,350,0,0,3,353,14,0,368,37,6,0,38,86,0,0,0,83,4,17,102,4669,495,140,64,5370,48,10,60,5428,233,20,5683,32,21,0,0,53,10,0,10,67,4,0,73,57,8,0,4,70,3,8,11,80,4,0,91,89,25,0,4,128,15,8,22,149,8,0,161,4766,523,140,69,5495,64,19,79,5577,245,20,5840,815,120,32,11,978,20,6,31,1009,207,0,1218,9,0,0,4,11,0,0,0,11,3,19,36,5588,645,169,82,6488,82,27,110,6595,461,34,7089
LGA27260,1326,45,8,58,1381,224,8,1612,17331,2045,362,138,19882,460,126,587,20463,1022,35,21518,14771,3083,316,132,18298,333,97,428,18733,889,32,19655,2070,328,309,33,2735,51,8,58,2795,87,3,2886,263,40,22,313,641,11,3,22,655,55,56,767,34436,5496,1003,624,41555,858,229,1088,42649,2060,130,44832,1105,229,30,30,1394,160,16,178,1565,127,8,1703,1360,299,22,37,1723,124,43,169,1889,91,14,1991,2464,522,52,72,3114,286,58,344,3451,222,23,3697,36902,6021,1052,694,44673,1145,291,1436,46102,2282,147,48533,13255,3196,493,528,17478,749,128,876,18354,2946,102,21406,171,45,9,292,508,6,0,6,518,28,304,849,50332,9261,1549,1520,62657,1898,416,2314,64980,5251,553,70787
LGA27350,217,0,3,3,225,38,6,260,2586,391,34,9,3026,50,17,70,3090,149,5,3245,2458,434,33,14,2940,23,7,29,2966,138,0,3103,485,102,46,0,639,3,0,6,642,13,0,654,28,0,0,18,45,3,0,3,48,10,6,58,5559,928,116,42,6646,76,24,103,6751,303,7,7059,58,15,0,0,72,0,0,0,71,11,0,85,66,18,0,0,88,4,3,5,98,0,5,99,128,31,0,0,159,6,3,6,169,15,5,184,5685,963,116,46,6808,80,28,109,6915,313,8,7241,936,200,38,23,1198,37,8,48,1245,308,14,1560,0,4,0,5,11,0,0,0,11,0,40,46,6626,1160,159,73,8016,114,38,156,8169,617,58,8847
LGA27450,697,10,0,10,705,73,3,775,6123,838,142,22,7125,62,28,88,7211,306,12,7527,11596,1424,246,57,13321,70,22,94,13411,334,10,13757,1447,179,207,18,1849,3,0,4,1856,67,3,1926,143,7,0,132,284,5,0,5,292,16,25,333,19311,2443,602,220,22582,140,46,185,22772,716,44,23534,89,8,7,0,106,8,0,8,114,3,0,115,298,48,4,6,352,6,7,16,368,11,0,377,391,60,7,6,459,15,7,23,486,11,0,501,19694,2503,615,227,23039,155,61,213,23253,734,44,24029,4139,517,143,75,4873,80,16,90,4967,467,16,5451,33,7,0,29,77,0,0,0,77,0,76,151,23870,3028,752,339,27995,238,70,305,28301,1199,132,29635
LGA27630,4,0,0,0,4,0,0,4,140,8,0,0,154,0,0,0,154,17,0,172,389,44,0,11,443,0,0,0,443,11,0,451,32,0,8,0,45,0,0,0,45,0,0,45,5,0,0,15,15,0,0,0,15,0,0,15,572,52,8,22,651,0,0,0,651,27,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,52,8,22,647,0,0,0,647,29,0,677,101,30,0,3,131,4,0,11,138,34,0,172,0,0,0,0,0,0,0,0,0,0,3,7,674,79,8,25,781,4,0,11,793,64,3,860
LGA29399,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,14,0,0,14,12,0,0,0,12,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,28,0,0,0,28,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,29,0,0,0,29,0,0,25,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,25,0,0,0,25,10,0,33
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
