LGA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
LGA25900,0,64,0,64,..,135,0,143,0,147,..,79,0,79,0,80,..,67,0,67,0,74,..,348,10,347,3,358,..,895,49,942,7,954,..,97,3,93,3,97,..,64,9,76,0,76,..,114,17,127,0,127,..,161,29,192,0,192,..,1214,113,1330,31,1357,..,9050,892,9944,102,10041,..,176,20,194,3166,3363,36299,9224,912,10141,3264,49702,37592,..,..,..,..,37592,..,50,0,50,0,49,..,172,18,197,0,197,..,6,0,6,0,6,..,370,58,430,0,427,..,1037,192,1228,7,1241,..,64,7,66,0,67,..,1465,255,1727,15,1737,..,84,6,91,0,91,..,521,23,548,3,553,..,319,7,329,6,336,..,1082,277,1359,5,1365,..,34,0,33,0,33,..,91,5,101,0,102,..,314,4,325,5,328,..,85,0,86,0,86,..,63,3,65,0,65,..,53,0,49,0,49,..,24,3,28,0,28,..,63,0,64
LGA25990,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,29,4,30,0,35,..,75,4,78,0,80,..,5,0,5,619,623,3297,78,0,80,622,4000,3258,..,..,..,..,3258,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,12,0,12,..,5,0,5,0,5,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA26080,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,48,3,48,0,48,..,3,0,3,110,111,1389,53,3,52,110,1550,1558,..,..,..,..,1558,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,4,0,8,0,8,..,4,0,4,0,4,..,4,0,4,0,4,..,10,0,10,0,10,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA26170,0,9,0,9,..,7,0,7,0,7,..,7,3,10,0,10,..,11,0,11,0,11,..,36,3,35,0,35,..,26,0,26,0,28,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,9,5,14,4,15,..,88,11,104,3,109,..,473,59,533,8,541,..,22,0,25,982,1008,13574,496,59,555,993,15117,13809,..,..,..,..,13809,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,4,0,4,..,21,7,29,0,29,..,0,0,0,0,0,..,30,10,37,0,37,..,10,0,10,0,10,..,29,0,25,0,25,..,60,0,62,0,62,..,19,4,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,3,0,3,..,0,0,0,0,0,..,13,0,17,0,17,..,6,0,3,0,3,..,0,0,0,0,0,..,0,0,0
LGA26260,0,6,0,6,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,34,3,46,3,48,..,201,20,220,7,229,..,23,0,22,457,477,7414,221,22,246,462,8126,7696,..,..,..,..,7696,..,21,0,21,0,21,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,3,..,18,3,27,0,28,..,0,0,0,0,0,..,28,3,31,0,31,..,0,4,3,0,3,..,4,0,4,0,4,..,21,0,21,0,21,..,0,0,0,0,4,..,6,0,6,0,6,..,3,0,3,0,3,..,7,0,7,0,7,..,4,0,4,0,4,..,8,0,8,0,8,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0
LGA26350,0,76,0,76,..,161,14,175,0,177,..,91,4,95,6,95,..,63,4,63,0,63,..,390,20,413,6,412,..,556,28,583,0,587,..,135,6,136,4,141,..,87,15,105,6,110,..,104,24,121,0,121,..,233,37,269,3,272,..,879,65,941,25,967,..,9265,1048,10311,105,10417,..,109,18,130,2267,2392,37087,9375,1064,10441,2373,49893,39457,..,..,..,..,39457,..,43,0,43,0,43,..,173,16,187,0,189,..,0,0,0,0,0,..,720,120,840,7,846,..,2370,521,2893,12,2905,..,139,27,169,0,166,..,3230,668,3892,24,3915,..,57,9,65,0,70,..,364,8,373,7,377,..,214,5,222,4,226,..,1392,407,1795,11,1808,..,65,3,68,0,70,..,153,14,157,0,163,..,358,11,367,3,374,..,84,3,88,0,88,..,78,0,81,0,83,..,157,4,158,0,156,..,32,0,30,0,30,..,83,0,86
LGA26430,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,18,0,18,0,18,..,6,0,6,0,6,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,4,3,9,0,9,..,27,8,30,0,33,..,161,25,189,0,192,..,12,0,17,499,520,4970,181,24,207,506,5687,5038,..,..,..,..,5038,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,6,0,12,0,13,..,15,4,18,0,18,..,0,0,3,0,3,..,25,10,35,0,35,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,0,..,0,0,0
LGA26490,0,11,0,11,..,25,0,25,0,20,..,4,0,6,0,6,..,0,0,0,0,0,..,38,0,40,0,42,..,63,4,63,3,66,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,133,11,145,5,148,..,671,49,716,12,732,..,37,4,38,939,980,16897,705,54,760,956,18604,17287,..,..,..,..,17287,..,31,0,31,0,32,..,14,0,14,0,14,..,0,0,0,0,0,..,13,0,7,0,7,..,15,12,25,0,25,..,0,0,0,0,0,..,27,16,34,0,34,..,13,0,13,0,13,..,68,4,74,4,75,..,87,0,90,0,93,..,40,0,40,0,40,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,5,0,5,..,8,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0
LGA26610,0,19,0,19,..,32,13,44,0,42,..,38,3,41,0,40,..,132,107,248,5,246,..,221,123,353,10,356,..,8,0,8,0,8,..,13,0,10,0,10,..,20,33,49,0,49,..,0,0,0,0,0,..,92,102,198,4,198,..,284,140,422,12,440,..,1176,620,1797,39,1834,..,41,23,67,888,957,7961,1223,639,1862,925,10748,8071,..,..,..,..,8071,..,26,0,26,0,27,..,5,3,7,0,12,..,10,3,19,0,19,..,19,10,27,0,27,..,88,120,205,0,204,..,9,13,22,0,22,..,109,141,251,0,251,..,0,0,0,0,0,..,8,0,12,0,12,..,10,0,10,0,10,..,20,3,29,0,29,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,8,0,8,..,12,0,12,0,12,..,90,12,101,0,101,..,15,0,16,0,16,..,11,0,17,0,12,..,6,0,6
LGA26670,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,4,0,4,..,15,0,17,0,17,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,3,15,0,15,..,78,10,84,6,86,..,8,0,8,276,285,2797,82,10,89,282,3166,2724,..,..,..,..,2724,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,8,0,8,0,8,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA26700,0,26,0,26,..,0,0,0,0,0,..,20,0,20,0,20,..,14,0,13,0,13,..,58,0,58,0,58,..,9,4,14,0,16,..,12,0,14,0,14,..,22,9,32,5,34,..,0,0,0,0,3,..,8,4,11,0,11,..,80,7,91,4,96,..,618,78,703,17,719,..,38,4,42,787,834,12832,662,87,745,804,14384,13701,..,..,..,..,13701,..,10,0,10,0,10,..,4,0,4,0,4,..,4,0,4,0,4,..,12,0,10,0,10,..,39,6,47,0,47,..,0,0,0,0,0,..,51,9,64,0,64,..,6,0,11,0,11,..,14,0,14,0,14,..,25,0,25,0,25,..,12,0,15,0,15,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,34,0,33,0,36,..,36,7,41,0,41,..,14,0,19,0,19,..,6,0,11,0,11,..,7,0,7
LGA26730,0,33,0,32,..,19,0,18,0,18,..,16,0,15,0,15,..,44,3,48,0,44,..,109,5,117,0,115,..,16,0,18,0,18,..,12,6,17,0,17,..,20,11,25,0,25,..,3,0,3,3,10,..,38,26,70,0,70,..,113,27,137,8,141,..,747,179,925,18,938,..,38,4,42,946,985,15108,784,183,966,961,17033,16408,..,..,..,..,16408,..,29,0,30,0,30,..,28,0,31,0,31,..,9,0,9,0,9,..,10,3,14,0,14,..,87,69,154,4,158,..,6,0,7,0,7,..,101,74,176,4,181,..,4,0,4,0,4,..,21,0,21,0,21,..,16,0,16,0,14,..,10,0,10,0,10,..,0,0,4,0,4,..,5,0,5,0,5,..,20,0,20,0,20,..,11,0,16,0,20,..,23,0,29,0,29,..,44,0,43,7,49,..,5,0,5,0,5,..,6,0,6
LGA26810,0,35,0,35,..,5,0,5,0,5,..,49,0,49,0,52,..,8,0,10,0,10,..,97,4,100,0,103,..,22,4,25,0,25,..,28,4,31,0,31,..,15,7,16,0,16,..,8,0,8,0,8,..,23,14,34,0,34,..,122,14,136,9,142,..,736,97,832,10,837,..,45,0,50,2383,2433,19725,782,99,883,2388,22995,20083,..,..,..,..,20083,..,38,0,39,0,39,..,13,3,14,0,14,..,3,0,3,0,3,..,6,0,11,0,11,..,53,24,77,0,77,..,8,0,8,0,8,..,67,24,92,0,92,..,15,0,15,0,16,..,15,0,15,0,15,..,32,0,32,0,39,..,26,4,26,0,28,..,3,0,3,0,3,..,9,0,5,0,5,..,16,0,16,0,20,..,5,0,6,0,6,..,37,11,44,0,44,..,24,0,21,0,21,..,17,0,17,0,17,..,6,0,6
LGA26890,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,36,3,39,0,39,..,0,0,3,154,156,1809,39,8,42,154,2012,1776,..,..,..,..,1776,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA26980,3,188,0,186,..,392,23,412,4,419,..,200,5,205,0,205,..,94,4,104,0,104,..,874,34,906,9,908,..,317,27,341,4,341,..,478,18,498,4,506,..,147,21,169,0,169,..,68,3,75,0,75,..,848,189,1032,10,1043,..,1369,171,1541,56,1599,..,25961,6137,32092,323,32414,..,248,49,291,2689,2979,46526,26204,6184,32385,3007,81917,48084,..,..,..,..,48084,..,62,0,65,0,65,..,260,26,286,0,287,..,9,5,15,0,15,..,3660,1242,4900,36,4940,..,10193,4275,14466,143,14613,..,453,170,625,0,632,..,14308,5683,19998,183,20182,..,112,30,138,3,140,..,195,7,205,0,207,..,258,5,264,3,267,..,1673,371,2044,13,2053,..,174,9,183,0,183,..,384,33,422,5,426,..,1002,41,1046,11,1053,..,212,11,222,0,223,..,463,43,504,0,506,..,793,29,826,8,831,..,240,9,255,4,254,..,233,6,237
LGA27070,15,522,10,532,..,224,10,236,5,245,..,577,17,595,5,600,..,226,32,257,0,254,..,1529,77,1609,19,1635,..,478,49,529,3,533,..,1165,101,1261,18,1281,..,91,29,122,3,122,..,722,162,879,5,888,..,1783,634,2417,19,2439,..,4009,601,4609,121,4733,..,43822,6772,50595,559,51161,..,654,138,786,4571,5363,57316,44481,6908,51388,5132,113834,57803,..,..,..,..,57803,..,89,0,90,0,90,..,4781,1050,5832,40,5868,..,27,0,32,0,30,..,667,247,920,4,921,..,1747,847,2595,30,2626,..,217,117,332,0,332,..,2628,1213,3845,38,3879,..,344,74,422,3,421,..,177,5,182,5,190,..,115,0,115,3,120,..,3025,705,3729,34,3760,..,278,14,292,6,294,..,603,65,669,7,674,..,2070,128,2199,17,2213,..,958,96,1055,3,1063,..,4057,461,4521,45,4565,..,1156,81,1245,11,1253,..,934,89,1029,23,1049,..,276,9,290
LGA27170,0,46,0,46,..,0,0,4,0,4,..,44,0,48,0,48,..,10,0,10,0,10,..,99,3,100,0,106,..,21,3,27,0,27,..,10,0,10,0,10,..,16,0,9,0,9,..,4,0,4,0,4,..,69,42,110,0,110,..,297,81,381,11,389,..,1210,217,1427,21,1448,..,75,15,91,995,1084,18537,1289,229,1517,1013,21064,19561,..,..,..,..,19561,..,20,0,20,0,20,..,28,6,33,0,33,..,5,0,5,0,5,..,13,0,16,0,13,..,50,18,74,0,72,..,3,0,3,0,3,..,71,23,90,4,93,..,50,11,63,0,62,..,36,0,30,0,30,..,58,0,61,0,62,..,17,0,17,0,17,..,17,0,17,0,17,..,30,5,35,0,35,..,46,5,52,0,50,..,63,39,101,0,101,..,74,12,84,4,88,..,29,0,28,0,28,..,14,0,15,0,15,..,3,0,6
LGA27260,35,1266,21,1278,..,854,53,907,13,920,..,1609,47,1657,16,1674,..,443,39,484,3,488,..,4133,178,4307,56,4363,..,977,108,1091,17,1103,..,2050,80,2134,49,2177,..,195,42,241,4,242,..,189,27,221,0,218,..,1098,306,1408,13,1417,..,12203,2077,14276,300,14572,..,64674,7298,71967,1027,72999,..,889,176,1064,8645,9709,64736,65558,7476,73034,9675,147444,63820,..,..,..,..,63820,..,242,8,251,0,254,..,2428,349,2778,26,2801,..,23,4,22,0,22,..,1055,306,1356,7,1369,..,3878,1596,5472,60,5531,..,182,60,243,0,243,..,5118,1963,7077,69,7145,..,273,31,310,0,311,..,309,22,325,0,332,..,151,13,164,0,164,..,639,93,731,0,735,..,1773,149,1921,24,1945,..,2961,309,3264,35,3305,..,6368,449,6822,66,6882,..,722,79,806,13,816,..,8281,889,9170,128,9295,..,1087,77,1163,8,1172,..,3543,339,3892,67,3953,..,973,67,1044
LGA27350,0,51,0,52,..,59,4,67,3,63,..,57,0,61,0,61,..,40,9,46,0,46,..,206,12,217,0,225,..,375,28,402,6,407,..,44,0,44,0,44,..,74,17,86,0,86,..,101,20,124,0,124,..,841,368,1216,6,1219,..,1015,139,1156,24,1177,..,6690,1313,8006,71,8076,..,150,18,169,2273,2444,33470,6845,1333,8175,2344,43993,33917,..,..,..,..,33917,..,23,0,23,0,23,..,240,54,294,0,294,..,23,0,23,0,23,..,414,200,615,0,618,..,671,300,967,8,972,..,114,108,221,0,221,..,1199,603,1807,12,1818,..,69,11,78,0,80,..,283,17,299,9,314,..,219,4,218,0,224,..,778,295,1075,9,1085,..,33,0,33,0,33,..,17,0,17,0,17,..,92,0,93,0,93,..,28,0,31,0,31,..,21,0,21,0,21,..,63,3,65,4,71,..,12,0,9,0,9,..,25,0,25
LGA27450,6,59,0,67,..,41,9,42,0,47,..,73,4,72,0,72,..,26,0,28,0,28,..,193,14,204,0,205,..,147,11,158,4,162,..,40,0,44,0,44,..,50,6,60,0,59,..,23,0,23,0,23,..,59,10,73,0,73,..,1338,417,1751,34,1784,..,5012,842,5854,75,5933,..,231,35,270,2740,3004,68254,5246,877,6122,2813,77188,69598,..,..,..,..,69598,..,93,4,99,0,98,..,84,8,94,0,94,..,10,0,10,0,10,..,162,33,194,5,196,..,523,156,678,5,682,..,25,0,32,0,32,..,711,192,904,4,910,..,59,8,63,0,66,..,143,3,147,0,146,..,356,8,365,0,366,..,182,22,202,0,203,..,17,0,21,0,21,..,31,0,30,0,30,..,155,11,169,3,169,..,25,10,37,0,37,..,119,10,124,0,124,..,113,6,116,0,120,..,17,0,18,0,18,..,40,4,40
LGA27630,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,4,..,5,0,5,0,3,..,8,3,10,0,10,..,0,0,0,0,0,..,0,0,0,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,9,7,22,0,22,..,80,15,96,0,96,..,3,0,3,239,242,2987,83,15,97,245,3327,2887,..,..,..,..,2887,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0
LGA29399,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,9,0,9,..,40,13,53,0,53,..,0,0,0,115,120,327,41,13,52,115,496,283,..,..,..,..,283,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,10,19,0,19,..,0,0,0,0,0,..,16,13,26,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA29499,0,10,0,10,..,3,0,3,0,3,..,7,0,7,0,7,..,6,0,6,0,6,..,27,0,27,0,27,..,17,3,27,0,27,..,3,0,6,0,6,..,0,0,0,0,0,..,19,3,20,0,20,..,14,8,19,0,19,..,102,18,120,6,120,..,403,77,481,9,490,..,28,3,28,2206,2238,2445,428,84,510,2215,5170,2041,..,..,..,..,2041,..,0,0,0,0,0,..,37,3,38,0,38,..,0,0,0,0,0,..,7,0,15,0,15,..,51,16,61,0,61,..,4,0,4,0,4,..,60,18,78,0,78,..,0,0,4,0,4,..,14,0,15,0,15,..,12,0,9,0,9,..,14,0,14,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,4,0,4,0,4,..,5,0,7,0,7,..,9,0,9,0,9,..,0,0,4,0,4,..,0,0,0
LGA29799,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,24,24,9,5,0,5,24,36,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
