LGA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
LGA24970,7,0,0,0,5695,5701,101,4,0,7,8663,8773,4254,118,173,8,11247,15805,9045,266,529,20,2813,12677,8267,389,848,59,1875,11436,7056,324,939,114,1187,9621,5755,202,660,252,589,7458,4329,111,332,574,197,5542,1605,36,79,732,65,2518,40416,1460,3557,1758,32333,79524,3,0,0,0,5367,5372,223,21,12,0,7154,7411,5420,163,255,15,7605,13448,9829,404,762,42,2174,13214,8669,519,1405,148,1560,12299,7004,387,1497,455,969,10309,5785,236,1175,1137,480,8817,3467,96,555,2422,192,6732,799,15,154,2609,99,3687,41207,1833,5821,6829,25608,81293,7,0,0,0,11060,11078,323,23,11,5,15814,16188,9671,280,428,22,18853,29254,18875,670,1295,64,4982,25886,16939,903,2251,209,3434,23735,14064,710,2436,559,2156,19929,11539,439,1839,1392,1067,16273,7797,211,886,2990,390,12266,2404,52,230,3344,165,6204,81623,3293,9385,8582,57934,160818
LGA25060,0,0,0,0,3343,3350,62,3,6,0,3840,3911,2001,69,103,11,6844,9029,5076,260,416,14,2747,8521,5218,390,805,31,1748,8196,4386,306,902,87,1067,6745,3477,178,604,209,584,5051,2237,94,221,304,188,3050,774,19,41,387,55,1276,23236,1320,3103,1037,20415,49111,0,0,0,0,3129,3132,120,13,0,0,3687,3823,2700,143,208,10,6400,9462,5423,338,603,34,2615,9016,5279,464,1151,115,1683,8694,4309,356,1317,307,1061,7352,3392,224,871,809,525,5821,1800,70,356,1473,172,3869,314,14,88,1523,64,2003,23343,1620,4600,4276,19341,53172,5,0,3,0,6475,6483,185,21,5,0,7520,7732,4703,212,308,17,13246,18488,10503,599,1020,43,5367,17538,10493,850,1952,148,3435,16887,8692,664,2218,395,2127,14095,6863,402,1475,1022,1109,10867,4038,162,578,1779,360,6913,1095,35,131,1905,117,3274,46577,2940,7701,5317,39754,102281
LGA25150,0,0,0,0,1123,1123,13,0,0,0,954,970,742,33,30,0,1503,2310,1480,105,147,6,780,2525,1482,124,308,17,541,2477,1453,108,322,47,330,2262,1339,73,281,98,124,1920,584,29,101,126,55,894,120,0,6,78,11,222,7222,483,1203,375,5429,14709,5,0,0,0,1032,1034,27,4,0,0,906,932,941,67,36,3,1412,2456,1558,138,177,12,710,2598,1554,152,370,44,477,2592,1459,109,434,106,261,2376,1212,70,321,278,90,1971,418,33,129,360,34,968,60,3,29,302,6,403,7225,577,1491,1107,4937,15339,6,0,0,0,2158,2165,38,0,0,0,1859,1905,1682,101,61,3,2919,4763,3041,246,320,22,1498,5124,3035,282,679,60,1019,5068,2916,222,757,154,596,4642,2549,145,608,381,212,3898,1005,62,226,481,86,1861,179,5,39,384,15,628,14448,1066,2696,1480,10364,30044
LGA25250,0,0,0,0,3648,3653,176,11,5,0,6040,6229,4039,146,203,9,13819,18217,7471,335,646,20,5787,14249,5669,438,993,49,3045,10195,4225,362,1119,115,1799,7619,2886,233,758,181,773,4835,2139,86,277,389,262,3157,1046,26,56,583,82,1784,27655,1636,4063,1353,35243,69954,8,0,4,0,3471,3478,416,27,16,0,5815,6275,5201,238,310,17,13186,18947,7381,465,867,47,5612,14374,5529,546,1369,133,2983,10561,4092,431,1501,388,1778,8193,2717,226,1077,940,801,5761,1730,75,431,1977,211,4422,462,23,121,2210,75,2899,27549,2023,5694,5713,33924,74900,4,0,0,4,7122,7137,589,42,20,6,11853,12501,9241,377,513,23,27004,37163,14855,796,1515,67,11391,28624,11202,986,2363,183,6027,20756,8313,787,2626,509,3576,15806,5611,455,1841,1121,1570,10596,3872,162,709,2365,477,7581,1508,54,175,2791,152,4682,55204,3661,9756,7064,69165,144853
LGA25340,0,0,0,0,5019,5022,23,0,0,0,4020,4046,1738,72,77,12,5269,7167,4906,293,423,19,2761,8398,6429,578,1223,59,2384,10675,7021,562,1749,167,1466,10959,8130,427,1591,452,706,11310,5420,194,756,797,207,7383,1551,52,147,748,54,2561,35217,2187,5972,2244,21890,67516,0,0,0,0,4586,4592,44,5,3,0,3535,3595,2341,146,145,17,4746,7390,5578,432,692,58,2680,9433,6852,716,1915,157,2294,11941,7329,593,2529,516,1278,12245,7917,407,2411,1461,610,12807,4324,167,1162,2564,238,8453,817,26,201,2340,88,3467,35199,2497,9054,7110,20056,73922,3,0,0,0,9608,9616,67,6,3,0,7560,7640,4079,224,216,20,10014,14555,10483,722,1115,78,5440,17834,13279,1297,3141,219,4672,22616,14348,1152,4283,677,2747,23203,16043,836,3999,1918,1314,24115,9744,363,1918,3355,452,15833,2366,81,348,3086,147,6029,70415,4682,15029,9361,41946,141435
LGA25430,0,0,0,0,506,506,16,0,0,0,352,363,220,12,10,0,704,949,524,36,54,0,506,1119,627,82,167,8,469,1353,837,82,265,20,373,1580,945,84,333,56,230,1652,511,23,148,95,56,834,136,0,14,82,26,259,3814,339,987,263,3206,8606,0,0,0,0,434,434,9,0,0,0,237,250,229,12,14,0,524,781,492,57,76,3,509,1139,673,96,200,17,466,1454,859,78,367,67,349,1719,884,66,372,168,209,1707,381,10,188,293,59,924,68,3,34,263,19,393,3602,325,1249,812,2811,8792,0,0,0,0,935,935,27,0,0,0,594,617,456,26,20,3,1234,1730,1018,96,128,3,1010,2258,1301,179,364,27,935,2808,1694,163,627,93,723,3292,1829,151,704,226,439,3353,887,34,339,383,106,1755,204,6,55,341,47,644,7414,658,2241,1074,6016,17402
LGA25490,0,0,0,0,530,527,4,0,0,0,357,366,265,8,6,0,551,832,556,29,37,3,271,903,673,72,122,5,273,1140,806,58,152,21,214,1252,854,50,166,46,115,1237,378,15,56,45,31,529,74,0,0,59,7,142,3617,241,539,185,2346,6927,0,0,0,0,525,525,10,0,0,0,347,358,356,19,15,3,507,898,606,40,62,5,262,974,718,41,127,21,224,1134,874,62,197,66,161,1356,783,27,145,118,66,1143,277,3,49,196,16,536,37,5,8,189,6,236,3652,199,609,588,2104,7151,0,0,0,0,1046,1048,14,0,0,0,702,721,621,25,24,3,1057,1729,1163,69,100,9,534,1879,1390,115,249,20,501,2273,1680,119,344,86,373,2606,1640,80,317,159,177,2377,655,23,100,242,48,1062,102,3,10,243,12,381,7268,437,1149,768,4449,14077
LGA25620,0,0,0,0,424,424,8,0,0,0,314,318,149,12,8,0,463,636,382,32,45,4,324,788,533,76,144,8,315,1074,756,79,255,30,215,1336,780,63,245,63,107,1260,434,24,83,73,43,658,76,0,14,49,8,154,3115,294,802,225,2208,6637,0,0,0,0,357,357,7,0,0,0,274,275,213,12,14,0,422,660,447,29,37,4,266,790,559,64,156,17,275,1071,793,64,246,55,150,1310,716,36,209,118,76,1150,296,14,64,154,17,546,42,0,11,140,0,196,3073,218,735,496,1835,6360,0,0,0,0,783,783,12,0,0,0,586,599,361,25,26,0,887,1291,827,66,90,8,588,1579,1097,136,297,20,596,2145,1552,144,500,87,365,2650,1497,100,455,183,184,2410,734,37,148,227,63,1204,115,0,27,191,9,346,6192,505,1532,724,4047,12993
LGA25710,0,0,0,0,2349,2357,10,0,3,0,2025,2035,728,15,22,0,2030,2791,2469,81,137,5,940,3634,3488,161,367,26,707,4747,3454,136,456,66,434,4551,2573,77,331,122,154,3255,1142,36,102,142,31,1456,200,0,18,114,8,340,14057,509,1435,472,8678,25155,0,4,0,0,2221,2223,16,0,3,0,1772,1791,997,28,23,3,1735,2781,2831,123,244,11,820,4023,3604,238,550,51,687,5129,3431,132,642,157,384,4747,2346,83,502,330,129,3390,802,36,184,399,33,1452,106,0,26,392,10,539,14137,634,2178,1344,7779,26073,0,4,0,0,4569,4572,25,0,8,3,3793,3823,1721,42,42,5,3757,5573,5296,201,382,17,1758,7660,7086,399,919,70,1394,9874,6887,269,1094,225,818,9297,4918,159,834,450,284,6646,1941,68,289,545,66,2909,302,0,45,506,22,880,28190,1144,3611,1818,16457,51226
LGA25810,0,0,0,0,271,271,10,0,0,0,292,305,165,22,6,0,487,679,298,23,29,0,228,573,348,40,77,9,225,696,554,58,137,21,175,950,556,47,148,53,114,927,330,15,48,67,33,497,73,0,5,57,3,148,2339,209,454,207,1839,5051,0,0,0,0,291,291,5,5,0,0,247,257,212,21,13,0,423,668,288,33,33,5,193,550,423,37,121,9,166,757,572,45,161,50,109,941,498,25,143,153,55,882,246,11,39,202,19,519,34,3,6,188,4,242,2282,177,526,615,1503,5101,0,0,0,0,559,559,14,4,0,0,544,566,373,39,15,0,909,1348,581,54,59,4,419,1117,770,81,205,19,393,1458,1130,103,307,73,287,1891,1059,73,291,210,170,1804,580,26,92,273,52,1022,109,5,11,245,8,384,4619,380,981,823,3340,10147
LGA25900,0,0,0,0,1657,1659,36,0,0,4,2610,2654,1505,87,102,9,9289,10991,3461,245,557,10,4675,8944,3051,331,886,32,2882,7182,2562,285,1093,84,1773,5799,1926,187,826,126,868,3935,1146,72,346,160,334,2052,292,7,51,165,78,597,13978,1222,3856,588,24171,43814,3,0,0,0,1623,1631,75,3,0,0,2818,2898,2066,125,241,9,9689,12130,3557,290,791,36,4660,9335,3068,367,1208,82,2771,7499,2461,221,1316,206,1599,5808,1723,156,1098,482,660,4123,837,53,441,702,181,2212,134,9,107,569,50,876,13926,1237,5202,2084,24046,46502,7,0,0,0,3281,3289,113,4,4,0,5431,5551,3568,214,345,22,18978,23118,7017,542,1345,46,9339,18287,6120,700,2094,115,5655,14681,5024,506,2409,290,3372,11604,3645,351,1921,611,1528,8050,1992,125,785,862,514,4268,427,15,160,735,129,1468,27905,2457,9059,2674,48216,90312
LGA25990,0,0,0,0,209,209,8,0,0,0,145,158,101,3,0,0,213,325,173,23,27,0,179,402,303,43,63,3,171,589,335,43,124,18,130,651,404,43,146,45,65,708,198,14,45,51,21,322,39,0,9,33,4,88,1572,178,418,146,1137,3447,0,0,0,0,176,183,5,0,0,0,131,140,106,9,5,0,200,319,210,15,21,0,122,369,291,32,87,16,113,532,331,31,102,31,72,579,354,16,108,77,31,594,122,0,32,116,3,278,26,0,3,78,0,103,1450,100,363,311,870,3097,0,0,0,0,382,387,14,0,0,0,278,295,207,17,8,0,416,645,386,40,52,0,295,778,595,71,151,18,288,1123,674,74,225,44,208,1228,760,67,251,120,98,1302,316,13,74,168,24,602,67,0,7,108,5,195,3020,281,778,457,2007,6546
LGA26080,0,0,0,0,82,82,0,0,0,0,45,51,15,0,0,0,63,81,60,4,4,0,30,101,93,6,10,0,28,138,175,15,26,4,28,251,314,6,37,18,26,396,180,0,16,28,11,229,46,4,0,27,4,75,890,29,95,78,303,1403,0,0,0,0,45,45,0,0,0,0,43,43,22,0,0,0,47,71,83,5,3,0,40,124,106,8,24,0,41,172,205,9,44,19,42,319,286,5,54,37,19,404,160,8,28,75,14,279,27,0,9,58,0,95,888,36,162,184,299,1560,0,0,0,0,129,129,0,0,0,0,88,96,38,0,0,0,107,153,145,7,9,0,65,226,200,10,36,5,68,311,382,27,76,22,74,574,599,15,85,56,42,798,344,6,44,98,22,512,77,4,10,79,6,175,1776,67,252,260,606,2965
LGA26170,0,0,0,0,854,854,7,0,0,0,604,617,325,22,14,0,886,1253,823,58,102,4,521,1513,1097,105,201,12,473,1888,1384,110,397,51,397,2332,1598,113,391,106,196,2396,876,45,134,123,54,1225,196,9,20,109,13,350,6309,455,1254,407,4004,12428,0,0,0,0,832,831,11,3,0,0,502,512,467,30,39,0,839,1379,912,96,125,3,469,1612,1174,109,271,36,434,2030,1477,108,482,124,317,2511,1527,73,413,273,131,2415,635,9,138,406,36,1228,80,9,19,395,0,505,6282,446,1483,1243,3562,13017,0,0,0,0,1684,1690,15,5,0,0,1107,1127,798,50,51,0,1729,2628,1737,160,225,8,994,3123,2275,212,474,48,912,3917,2864,219,870,171,710,4840,3127,185,800,377,324,4817,1506,61,271,532,93,2454,281,18,38,505,12,857,12599,900,2731,1648,7564,25444
LGA26260,0,0,0,0,499,504,5,0,0,0,393,395,220,11,15,0,611,849,451,31,43,4,269,796,605,53,90,13,220,980,723,60,172,21,178,1156,801,56,156,65,82,1156,417,14,68,82,41,628,124,0,7,65,11,211,3340,237,548,246,2304,6672,0,0,0,0,447,453,10,0,0,0,358,366,268,20,14,0,505,810,556,52,56,4,240,908,615,65,142,24,181,1028,783,54,213,61,138,1246,741,34,171,181,59,1183,311,14,67,305,25,724,61,0,13,293,9,380,3340,248,683,868,1959,7094,0,0,0,0,948,956,15,0,0,0,749,763,490,35,26,0,1114,1660,1006,78,96,7,511,1700,1217,128,230,33,401,2006,1505,116,384,81,315,2398,1542,97,321,245,140,2342,727,31,140,389,63,1349,186,0,26,360,24,585,6681,483,1226,1114,4263,13766
LGA26350,0,0,0,0,2203,2205,26,0,5,0,3658,3690,1586,56,124,0,9730,11498,3488,164,373,12,3480,7510,3545,226,566,22,1677,6036,3183,169,661,76,1019,5102,2639,132,548,153,521,3996,1894,71,272,242,234,2721,617,8,60,279,62,1030,16976,827,2602,807,22579,43790,6,0,0,0,2399,2405,51,3,5,0,4442,4501,2143,92,186,5,9821,12247,3620,248,469,27,3166,7524,3770,306,864,58,1594,6593,3170,239,1044,211,917,5582,2652,140,1037,565,593,4985,1475,58,461,1098,254,3351,298,8,133,1165,108,1714,17180,1097,4206,3119,23295,48902,6,0,0,0,4606,4609,77,3,9,0,8104,8189,3729,143,309,8,19551,23743,7113,414,838,38,6640,15042,7314,532,1429,83,3265,12626,6357,409,1704,280,1933,10682,5293,271,1581,717,1115,8975,3368,129,741,1343,489,6073,915,14,198,1448,168,2749,34157,1923,6812,3924,45872,92690
LGA26430,0,0,0,0,267,267,4,3,0,0,233,242,96,5,10,0,323,431,267,24,28,0,206,523,318,44,97,4,175,629,527,63,167,15,156,930,690,47,190,53,118,1094,345,20,92,66,25,537,92,4,14,62,7,178,2334,203,598,200,1500,4838,0,0,0,0,257,253,5,0,0,0,164,164,146,6,14,0,306,474,307,33,52,0,223,610,368,53,90,16,174,699,609,55,202,53,98,1017,594,38,176,127,53,988,265,9,52,176,26,531,44,0,9,192,12,257,2330,204,595,569,1299,4998,0,0,0,0,522,520,3,5,0,0,397,404,245,15,28,0,628,911,577,57,77,5,429,1137,685,98,187,16,347,1337,1134,115,369,66,253,1947,1282,86,361,184,167,2090,601,30,146,244,46,1068,131,4,22,259,19,433,4664,408,1187,775,2805,9835
LGA26490,0,0,0,0,1065,1065,5,0,0,0,835,838,422,12,12,0,1314,1756,1592,72,103,9,775,2548,1681,122,216,17,486,2521,1650,101,283,34,321,2385,1745,68,274,67,153,2302,812,11,61,104,32,1026,172,0,5,95,15,284,8072,380,961,321,4989,14726,0,0,0,0,1029,1032,6,0,0,0,706,718,586,12,24,0,1281,1906,1754,96,165,16,798,2829,1713,110,326,37,462,2655,1688,101,369,93,303,2555,1601,59,315,211,138,2322,595,16,135,305,21,1070,93,3,24,327,8,455,8037,402,1359,999,4742,15530,0,0,0,0,2094,2093,16,0,0,0,1536,1556,1002,23,35,6,2591,3662,3344,163,269,24,1566,5371,3390,231,550,55,950,5178,3336,198,651,126,620,4936,3346,123,591,272,291,4628,1403,26,199,414,53,2099,268,4,31,420,21,738,16107,778,2323,1319,9731,30258
LGA26610,0,0,0,0,616,616,23,4,0,0,577,607,519,31,26,3,963,1537,851,48,78,7,362,1342,730,57,132,10,239,1172,908,79,223,27,241,1476,783,72,167,48,94,1158,422,9,69,64,43,604,116,3,6,78,13,213,4353,302,694,235,3140,8722,0,0,0,0,501,503,45,6,0,0,528,573,614,39,27,11,846,1535,796,83,101,7,341,1337,720,85,151,28,183,1164,873,70,210,85,136,1376,702,38,139,156,57,1093,319,19,71,303,14,713,59,5,10,306,5,385,4124,336,709,893,2614,8673,0,6,0,0,1118,1120,65,6,0,0,1100,1180,1129,68,47,15,1809,3074,1648,135,177,11,700,2672,1449,142,282,35,430,2335,1780,155,431,115,380,2852,1484,108,306,202,154,2250,741,25,134,362,55,1321,180,4,14,381,22,597,8481,640,1398,1124,5754,17396
LGA26670,0,0,0,0,164,164,0,0,0,0,97,98,75,3,0,0,169,245,168,6,21,0,103,297,198,10,62,0,110,381,351,25,112,12,72,569,354,24,98,30,42,544,203,3,25,30,14,276,46,0,5,32,6,87,1399,81,315,103,769,2665,0,0,0,0,133,133,7,0,0,0,94,99,89,0,4,0,141,237,199,18,28,0,83,325,230,14,55,10,77,387,355,33,75,30,45,543,335,14,59,53,24,486,136,5,20,85,12,257,19,0,7,97,4,131,1372,83,253,275,606,2592,0,0,0,0,294,294,9,0,0,0,187,199,164,5,6,0,307,484,369,25,45,0,181,625,428,27,118,10,187,772,707,58,190,43,117,1116,692,42,157,80,61,1031,336,11,45,111,27,533,62,0,10,129,7,217,2773,168,569,379,1371,5258
LGA26700,0,0,0,0,902,904,16,0,0,0,619,632,447,28,24,0,970,1462,887,66,84,0,533,1575,1046,95,208,13,451,1813,1185,112,321,44,300,1964,1270,75,308,101,175,1919,781,24,103,137,60,1107,214,7,17,116,18,372,5839,398,1072,416,4021,11752,0,0,0,0,873,878,33,0,0,0,627,658,560,37,25,0,957,1580,992,98,141,6,480,1723,1109,138,351,36,411,2045,1268,122,412,112,258,2166,1174,71,310,266,117,1940,605,25,125,471,54,1271,122,0,29,416,19,578,5867,497,1392,1305,3788,12844,3,0,0,0,1770,1775,48,0,0,4,1245,1291,1007,61,46,0,1926,3051,1887,165,226,11,1016,3303,2161,235,561,43,859,3859,2447,234,735,155,556,4135,2440,143,627,366,286,3858,1384,46,231,604,113,2379,334,5,41,538,35,952,11705,894,2465,1723,7812,24603
LGA26730,0,0,0,0,1060,1063,14,0,0,0,898,917,606,44,25,8,1554,2235,1097,79,115,7,734,2035,1239,104,238,11,493,2083,1366,98,287,42,324,2115,1368,76,247,80,149,1918,740,32,92,128,49,1041,227,3,13,127,16,387,6657,441,1016,396,5279,13788,0,0,0,0,1049,1045,23,4,0,0,895,926,724,64,49,6,1429,2271,1176,109,181,8,729,2200,1325,162,372,33,463,2356,1404,139,486,115,331,2480,1272,78,366,317,127,2160,610,22,150,488,47,1318,127,3,36,495,27,680,6653,583,1641,1462,5089,15433,0,0,0,0,2105,2107,37,3,3,4,1792,1835,1332,105,73,10,2982,4509,2272,191,289,12,1462,4233,2561,271,611,46,955,4444,2770,237,772,161,654,4592,2632,150,612,401,283,4080,1350,58,240,618,97,2362,351,9,49,615,41,1065,13317,1022,2654,1862,10372,29229
LGA26810,0,6,0,0,1290,1292,29,6,0,0,1140,1174,737,37,27,3,1933,2741,1427,110,167,5,933,2643,1457,154,303,20,728,2662,2004,175,516,75,519,3291,2106,165,591,177,255,3285,1014,51,169,177,82,1488,218,10,30,142,16,418,9001,697,1790,607,6892,18996,0,0,0,0,1221,1228,32,3,0,0,972,1006,848,69,62,7,1447,2431,1430,159,203,15,762,2564,1590,200,464,50,600,2905,2067,174,605,178,357,3377,1946,108,530,440,124,3150,720,28,170,665,40,1614,119,5,32,449,9,622,8749,743,2061,1802,5540,18895,0,4,0,0,2509,2514,56,6,0,0,2106,2180,1590,106,84,8,3383,5166,2857,264,366,28,1693,5206,3045,350,769,72,1324,5565,4076,347,1114,252,877,6671,4054,269,1119,615,381,6433,1732,73,336,835,124,3105,343,13,64,595,28,1038,17755,1443,3852,2412,12432,37887
LGA26890,0,0,0,0,84,84,3,0,0,0,84,86,58,6,0,0,118,182,113,0,13,0,63,192,139,17,32,0,64,246,219,23,54,5,57,358,207,24,50,15,38,328,96,4,21,21,7,151,24,0,0,18,10,52,854,78,172,61,521,1678,0,0,0,0,79,79,3,0,0,0,47,50,74,6,0,0,89,178,113,14,10,0,58,201,170,10,35,4,48,267,219,9,50,20,34,333,178,13,41,41,13,288,72,0,7,88,6,169,19,0,0,74,0,91,850,52,146,226,385,1653,0,0,0,0,164,162,11,0,0,0,132,139,132,10,0,0,209,358,223,12,30,4,126,393,304,25,62,7,109,513,436,39,100,26,91,693,379,31,98,51,55,621,165,4,22,106,10,319,40,0,6,84,11,141,1697,133,321,283,905,3333
LGA26980,0,0,0,0,5088,5091,91,0,3,0,6603,6700,3409,86,197,8,8247,11947,7965,242,535,11,2485,11230,7707,365,796,60,1831,10765,6306,305,978,123,1185,8897,5183,200,678,262,617,6941,3437,105,354,484,177,4557,1283,31,85,608,65,2067,35378,1340,3626,1559,26293,68197,5,0,0,0,4891,4897,166,5,4,0,5858,6040,4407,148,276,13,6836,11683,8623,346,744,42,2314,12074,8075,536,1382,136,1782,11911,6258,376,1680,373,1134,9818,4995,212,1440,1007,665,8316,2838,113,710,2120,295,6071,663,19,214,2348,156,3405,36027,1759,6452,6042,23926,74202,4,0,0,4,9973,9984,258,5,12,0,12459,12736,7814,239,469,21,15080,23627,16588,587,1279,52,4795,23300,15778,904,2176,196,3612,22674,12560,681,2658,495,2320,18721,10175,408,2123,1268,1284,15256,6270,216,1067,2607,465,10629,1946,49,295,2956,217,5471,71411,3093,10077,7597,50215,142397
LGA27070,6,0,0,0,6774,6780,170,7,7,0,7378,7557,6478,210,274,7,10720,17692,13088,569,831,31,4111,18630,9207,751,1436,71,2265,13729,7490,593,1438,171,1055,10754,6174,349,789,359,354,8029,3211,105,268,502,100,4183,792,19,52,420,35,1322,46614,2607,5098,1565,32786,88666,16,0,3,0,6324,6342,508,30,25,5,6330,6890,9028,418,384,15,8338,18182,12965,861,1311,83,3386,18605,8730,940,2177,271,2011,14122,7261,706,2314,718,885,11876,5593,353,1293,1606,319,9163,2191,79,393,2073,85,4818,387,15,63,1517,27,2014,46676,3394,7966,6292,27693,92021,18,0,4,0,13101,13122,682,36,28,3,13700,14445,15510,631,654,25,19058,35876,26049,1428,2142,111,7495,37234,17938,1690,3610,336,4272,27849,14751,1299,3755,890,1936,22630,11767,701,2092,1965,670,17191,5401,180,662,2578,182,9006,1177,32,116,1937,60,3332,93294,5997,13065,7851,60481,180685
LGA27170,0,0,0,0,1488,1485,28,0,0,0,1328,1362,814,63,52,0,1953,2887,1444,119,199,6,811,2576,1415,132,367,20,575,2502,1478,117,414,49,330,2388,1483,93,333,105,141,2153,738,26,120,126,40,1045,195,0,25,94,8,326,7593,557,1507,392,6683,16729,3,0,0,0,1308,1312,53,6,0,0,1153,1213,1049,93,67,3,1735,2959,1556,209,240,20,849,2865,1454,169,504,60,509,2694,1516,158,560,119,289,2647,1362,113,421,344,104,2336,578,30,184,466,32,1291,96,0,21,396,7,519,7666,774,2000,1412,5990,17840,3,0,0,0,2792,2797,79,8,3,0,2488,2574,1868,157,126,9,3692,5849,2994,326,438,28,1658,5438,2863,298,876,73,1088,5198,2994,278,979,171,618,5034,2844,205,755,448,242,4491,1316,55,304,585,74,2334,294,6,44,486,20,846,15259,1325,3509,1806,12668,34569
