LGA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
LGA25250,22,23,23,28,3,0,13,561,0,0,0,26,32,227,150,85,19,22,15,13,3,0,15,604,0,15,26,35,65,43,139,114,17,20,18,22,5,0,14,539,178,2441,2559,409,122,72,143,261,45,39,37,24,5,0,257,6594,0,3,0,11,20,67,140,61,17,17,24,24,9,0,7,393,0,0,0,0,23,32,100,56,20,11,14,10,4,0,4,284,5,15,297,867,427,334,332,146,23,36,23,40,9,7,110,2677,0,3,21,85,152,114,317,156,82,44,57,49,31,10,14,1124,0,0,0,3,3,35,558,452,230,520,769,769,204,10,70,3628,4,42,22,11,22,12,36,38,10,3,8,12,0,0,3,219,7,11,37,154,332,400,842,653,99,116,128,121,52,36,63,3055,0,4,50,42,24,13,14,11,3,0,0,0,0,0,9,181,0,0,0,6,46,119,529,749,195,204,226,260,121,26,40,2529
LGA25340,0,0,0,0,0,0,0,52,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,21,5,39,108,88,117,55,161,97,15,11,5,0,3,0,29,729,48,500,383,77,21,19,28,51,5,7,16,8,0,0,87,1236,0,3,5,0,5,21,26,12,3,0,6,5,8,0,4,104,0,0,0,0,14,16,14,4,0,0,4,0,0,0,5,50,0,0,17,13,11,3,6,6,0,0,0,0,0,0,0,51,3,14,31,43,55,16,36,18,5,9,4,5,6,0,8,255,0,0,0,0,0,0,16,0,3,0,0,3,0,0,0,28,58,466,93,56,61,30,37,16,4,3,0,0,0,5,30,862,15,42,195,481,477,316,424,176,36,18,27,13,3,8,100,2319,0,7,27,14,20,11,0,0,0,0,0,0,0,0,3,83,0,3,7,3,0,0,7,8,0,0,0,0,0,0,0,28
LGA25430,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,5,0,4,3,3,0,0,0,0,0,0,6,39,3,17,0,0,0,0,0,5,0,0,0,0,0,0,4,37,0,0,0,4,0,6,5,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,3,4,9,10,4,0,0,0,3,0,0,0,9,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,20,3,0,6,7,11,0,0,0,0,0,0,0,90,0,3,23,49,62,45,48,24,3,0,3,0,0,0,29,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25490,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,9,5,0,0,0,0,0,3,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,4,0,0,7,8,0,0,3,0,0,0,0,58,0,8,14,28,40,56,91,36,5,6,0,0,0,0,10,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25620,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,8,0,5,0,5,0,0,0,0,0,0,0,0,25,3,20,16,0,0,0,0,0,0,0,0,0,0,0,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,40,4,13,8,4,9,0,0,0,0,0,0,0,0,77,0,0,18,45,30,37,29,9,4,0,0,0,0,0,16,187,0,0,3,8,4,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25710,8,16,6,6,0,0,4,260,0,0,0,0,5,4,10,0,0,12,0,3,0,0,0,28,0,11,26,35,46,25,54,21,0,0,3,0,0,0,0,219,19,248,209,40,10,9,3,3,0,0,0,0,0,0,28,579,0,0,0,3,3,15,24,4,0,0,5,4,0,0,0,58,0,0,0,4,5,8,15,0,0,0,0,0,0,0,0,40,0,4,12,17,12,0,0,0,0,0,0,4,0,0,0,55,0,0,18,44,69,14,35,32,5,4,3,0,0,0,7,243,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,5,61,24,19,21,15,30,10,0,0,0,0,0,0,5,190,0,7,33,94,134,128,177,54,13,8,3,8,4,0,16,694,0,8,45,42,12,5,4,5,0,0,0,0,0,0,5,117,0,0,0,0,4,8,10,8,0,4,0,0,0,0,0,29
LGA25810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,8,0,23,4,3,8,0,6,0,0,0,0,0,0,0,0,47,0,0,0,7,20,13,15,8,3,0,0,0,0,0,7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA25900,13,18,35,32,9,3,0,360,0,0,0,6,3,7,3,7,0,4,0,0,0,0,0,35,0,9,29,22,72,45,233,291,80,96,150,289,85,5,15,1418,21,166,129,48,19,18,84,185,47,48,34,31,18,0,18,861,0,9,4,9,24,42,76,51,6,14,24,18,3,7,8,292,0,0,0,5,27,22,113,80,9,13,10,18,8,4,12,310,0,6,7,16,20,11,4,3,3,0,3,0,0,0,4,75,0,3,25,80,136,97,239,136,22,31,38,38,21,6,22,894,0,0,0,0,0,8,28,31,28,36,40,63,9,0,3,247,5,48,16,16,16,31,53,33,14,14,10,15,6,0,6,283,3,14,94,208,337,363,592,500,98,106,120,113,49,37,44,2684,0,4,8,16,17,11,16,7,3,6,3,3,0,0,3,94,0,0,0,0,3,7,22,23,9,13,18,4,3,0,0,110
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,8,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,0,0,0,3,0,0,0,0,0,0,0,0,35,0,0,10,15,23,16,10,0,0,0,3,0,0,0,4,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,9,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,5,8,14,12,0,3,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,15,9,10,11,0,0,0,0,0,0,5,74,11,85,46,5,4,0,0,0,0,0,0,0,0,0,15,178,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,8,5,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,4,3,0,4,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,144,26,16,32,6,5,11,0,0,0,0,0,0,15,257,0,9,25,67,93,50,83,11,4,0,0,5,0,4,14,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA26260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,3,0,0,0,5,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,3,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,7,0,36,8,0,0,0,4,0,0,0,0,0,0,0,0,49,0,0,9,27,24,33,62,18,4,0,9,6,4,4,19,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA26350,24,16,20,12,11,10,5,324,0,0,4,0,0,11,8,10,0,0,0,0,0,0,0,37,0,16,31,37,57,32,73,140,29,41,101,136,63,4,5,762,36,176,133,35,16,17,42,96,16,19,20,19,9,0,27,659,0,4,6,24,27,54,77,58,16,25,35,22,11,4,18,377,0,0,0,11,27,48,87,48,15,14,14,13,3,0,8,290,0,0,13,20,16,4,6,10,0,0,3,0,0,0,0,80,3,6,58,146,283,139,268,170,60,49,52,53,29,3,4,1333,0,0,0,0,0,3,18,31,6,34,49,51,11,0,0,215,5,58,10,4,21,20,24,20,5,9,11,12,0,0,4,202,15,36,96,157,223,323,467,402,88,98,99,139,37,61,35,2262,0,0,13,15,14,3,9,7,3,0,0,0,0,0,0,68,0,0,0,3,3,10,21,21,9,9,15,10,9,0,3,111
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,14,0,0,0,0,0,0,0,23,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,10,22,24,14,16,14,0,4,0,0,0,0,8,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
LGA26490,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,10,26,9,26,21,3,6,0,4,0,0,3,129,8,51,17,8,0,0,0,7,0,0,0,3,0,0,3,104,0,0,0,0,3,3,8,7,0,0,0,0,0,0,0,27,0,0,0,0,0,3,11,5,3,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,4,10,0,0,6,3,4,0,0,4,49,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,77,16,14,9,9,15,9,4,0,3,4,0,0,3,159,0,8,34,50,69,70,124,78,6,4,8,13,6,0,15,490,0,0,3,5,6,0,4,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26610,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,14,23,103,58,4,0,0,3,0,0,0,0,0,0,0,10,200,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,3,47,141,116,124,161,127,22,0,56,796,0,0,0,0,0,0,3,10,4,4,3,0,0,0,0,30,0,19,7,0,3,4,0,0,3,0,0,0,0,0,0,34,0,0,11,9,15,30,16,12,5,0,0,0,6,0,10,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,4,0,6,0,0,0,0,40
LGA26670,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,5,0,0,0,0,0,0,0,0,0,0,3,34,0,0,7,18,12,7,4,3,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,5,3,0,0,31,9,151,79,8,3,0,0,0,0,0,4,0,0,0,21,288,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,22,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,7,10,8,8,6,6,0,0,4,65,0,0,0,0,0,0,10,16,19,6,12,3,0,0,4,73,5,73,6,9,6,3,10,0,0,0,0,0,0,0,3,117,4,7,12,52,27,25,35,18,5,0,4,5,0,4,9,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,6,0,0,0,19
LGA26730,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,8,7,13,5,22,7,0,0,4,0,0,0,0,83,0,9,9,0,0,3,3,0,0,0,0,0,3,0,3,33,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,21,0,0,0,0,0,3,12,3,3,0,0,9,3,0,5,40,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,6,0,8,14,6,0,0,0,3,0,4,57,0,0,0,0,0,0,6,7,5,4,6,0,0,0,0,34,7,63,10,0,10,8,4,0,0,0,0,0,0,0,4,103,0,3,15,52,57,78,90,42,8,6,7,11,3,6,14,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,4,0,9,0,0,13
LGA26810,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,13,4,8,12,3,5,3,3,7,0,0,0,0,3,0,0,55,4,46,21,4,0,0,5,4,0,0,0,5,0,0,9,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,7,5,0,0,0,0,0,0,0,8,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,14,0,0,3,17,16,5,14,4,5,5,0,8,0,0,33,108,0,0,0,0,0,0,0,4,3,3,8,0,0,0,0,20,12,161,29,15,6,8,6,3,0,0,4,0,0,0,9,258,0,8,32,92,87,102,108,75,10,9,12,7,5,0,47,574,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,7,13,0,0,3,3,0,0,0,28
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,8,9,8,4,0,0,0,0,0,3,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA26980,62,69,56,65,18,7,18,1171,0,0,0,0,0,14,23,22,0,0,0,5,0,0,0,66,12,17,41,30,49,32,44,46,0,5,4,4,0,0,11,290,37,515,437,74,24,22,32,42,8,9,14,4,6,0,56,1280,0,0,10,16,49,75,133,75,19,25,14,22,11,0,9,447,0,0,3,17,46,133,509,265,38,43,42,38,15,0,10,1156,0,6,19,30,26,13,8,5,0,6,0,0,0,0,3,124,3,19,123,335,1046,537,1266,797,285,348,299,279,92,19,108,5554,0,0,0,0,3,22,56,48,33,82,106,91,23,0,8,473,14,182,36,14,8,18,22,9,0,6,0,0,0,0,13,329,18,32,96,196,268,289,403,249,36,31,33,48,26,13,30,1764,0,11,31,18,7,7,0,0,0,0,0,0,0,0,4,82,0,4,3,0,22,19,110,166,35,66,68,61,37,5,6,609
LGA27070,69,79,68,103,15,17,38,2390,0,0,7,9,22,897,894,580,162,145,75,171,12,12,34,3013,3,18,42,26,65,17,57,64,7,5,4,7,0,0,4,325,97,1767,2544,415,173,75,140,201,33,34,30,16,0,5,226,5742,0,3,4,4,6,27,54,28,8,5,0,4,0,0,4,155,0,0,0,5,15,31,158,42,18,9,14,9,0,0,5,297,0,15,149,453,409,291,300,150,34,36,40,45,9,10,53,1992,0,3,20,65,245,134,391,256,107,93,75,66,10,4,22,1479,0,0,0,0,0,18,712,439,109,120,182,231,46,3,19,1875,5,82,23,3,10,15,19,5,4,0,0,6,0,0,0,177,0,10,33,114,260,392,678,604,79,134,110,71,16,29,73,2608,8,118,1364,1608,965,670,485,224,44,45,42,43,12,12,156,5787,0,0,3,13,35,122,400,508,124,103,95,97,31,23,22,1564
LGA27170,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,5,12,11,3,11,4,0,0,0,4,0,0,6,44,3,29,15,0,0,3,0,3,0,0,0,0,4,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,22,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,16,0,0,12,4,7,6,8,3,7,6,0,7,7,0,0,63,0,0,0,0,0,0,34,46,4,17,3,0,0,0,5,107,3,84,11,10,3,3,5,8,0,0,0,0,0,0,8,140,0,5,29,44,99,61,54,46,11,16,6,6,3,4,7,409,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,21
LGA27260,25,21,26,29,3,4,9,762,0,0,0,0,0,70,117,105,13,24,7,9,7,3,8,368,4,24,45,33,40,28,109,111,3,3,11,6,4,0,8,424,69,476,633,145,42,23,73,96,27,16,18,9,9,0,62,1691,0,0,0,0,15,42,134,42,15,12,6,4,0,3,8,279,0,0,0,10,38,83,400,186,28,31,25,20,3,0,8,837,0,3,33,135,153,127,350,184,11,35,28,15,12,10,34,1126,0,3,30,78,259,180,895,635,149,155,123,112,71,22,43,2760,0,0,0,0,6,56,628,307,60,77,76,77,41,0,8,1350,5,120,32,18,12,14,26,8,0,3,5,5,3,4,6,256,0,7,57,285,585,999,2504,2482,420,409,523,499,192,176,329,9449,0,10,144,186,129,114,81,30,11,17,17,5,4,4,20,775,0,0,3,12,59,188,1079,1432,342,367,399,308,140,76,69,4465
LGA27350,6,11,9,17,6,0,4,161,0,0,0,0,0,14,7,8,0,0,6,0,0,0,0,35,0,9,17,20,69,24,114,103,29,39,54,88,35,9,7,612,19,273,186,27,13,16,34,62,16,18,21,22,0,0,25,730,0,0,3,3,21,41,65,33,15,12,25,17,5,0,8,249,0,0,0,11,23,21,52,43,4,9,9,15,8,0,8,191,4,6,9,8,4,5,4,0,3,3,3,0,0,0,0,61,0,13,31,85,151,93,179,106,36,40,30,38,9,4,15,825,0,0,0,0,0,0,10,17,7,10,13,13,10,0,3,89,5,32,19,7,14,11,30,26,13,8,16,18,8,3,5,203,3,19,49,142,224,347,531,531,121,126,170,156,69,79,54,2619,0,0,19,25,17,10,6,3,0,0,0,0,0,0,4,90,0,0,0,0,0,9,12,18,4,6,3,6,4,0,0,65
LGA27450,33,11,10,10,0,0,0,310,0,0,4,0,0,3,7,3,0,0,0,0,0,0,0,21,6,22,63,71,73,25,63,45,6,3,0,4,0,0,4,375,48,348,260,42,21,13,34,26,0,0,0,5,0,3,29,833,0,0,6,8,8,25,40,26,4,4,5,0,0,0,4,128,0,0,0,0,13,9,45,30,0,3,0,8,0,0,5,113,0,0,4,18,15,4,9,0,0,0,5,4,0,0,3,68,0,7,22,40,75,28,117,94,19,16,18,14,3,0,8,463,0,0,0,0,0,4,41,18,8,0,4,3,0,0,0,79,45,699,247,96,130,48,53,22,0,0,8,4,0,0,27,1387,14,17,115,316,394,332,361,167,14,20,10,25,8,12,41,1842,0,4,13,15,9,0,4,0,0,0,0,0,0,0,0,53,0,5,0,4,0,4,7,10,7,5,4,12,0,0,0,53
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,14,12,3,3,0,0,0,3,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
