LGA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
LGA25430,0,0,0,0,3,5,8,4,0,0,0,0,0,0,0,32,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,14,16,15,0,0,3,0,0,0,0,0,59,0,4,7,0,4,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,4,0,0,0,0,0,0,4,19,20,124,230,162,126,70,96,42,3,9,10,7,0,6,64,962,0,0,16,29,11,9,20,5,0,0,0,0,0,0,5,93,0,0,0,0,0,0,3,0,0,0,0,0,0,0,52,59,12,28,54,45,44,25,57,19,0,5,9,6,0,0,61,361,65,253,415,340,320,231,321,154,20,21,27,28,16,3,312,2521
LGA25490,0,0,0,0,3,4,11,41,9,7,21,8,3,3,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,7,14,7,0,0,0,5,0,0,0,43,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,13,13,56,103,45,39,30,60,32,0,0,0,3,3,0,27,421,0,0,0,8,0,0,8,0,0,0,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,5,12,14,0,10,11,5,4,10,0,3,0,0,10,97,22,116,160,120,107,119,263,169,16,24,33,35,24,11,59,1287
LGA25620,0,0,0,0,3,0,5,8,0,0,0,7,0,0,5,38,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,9,10,5,16,7,3,3,0,0,0,0,5,58,0,0,3,0,0,4,3,0,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,3,0,0,0,0,16,23,99,214,93,55,31,44,22,4,3,0,0,5,0,52,649,0,0,8,9,0,9,12,4,3,0,0,0,0,0,0,43,0,0,0,7,0,4,3,0,0,0,0,0,3,0,0,11,10,27,34,27,33,25,12,15,6,0,5,6,0,0,14,210,72,229,359,240,177,145,173,105,22,22,21,31,14,0,105,1712
LGA25710,0,0,6,7,37,8,30,23,6,6,3,6,0,0,0,140,3,6,6,3,31,14,9,8,0,0,0,0,0,0,0,82,0,0,4,8,23,15,32,15,3,6,5,0,0,0,0,122,0,0,11,25,28,49,144,45,10,19,11,7,0,0,0,349,0,7,15,16,38,23,57,23,0,0,0,3,0,4,0,190,0,0,0,0,3,7,10,3,0,0,0,3,0,0,0,27,0,0,0,0,9,7,19,19,8,0,4,3,6,0,0,81,45,233,572,388,358,275,745,279,36,23,29,14,13,6,63,3069,0,5,11,43,38,37,69,53,3,3,5,11,8,0,4,290,0,0,0,15,17,8,17,4,4,0,4,0,0,0,4,77,34,120,213,181,190,170,263,133,34,28,17,23,6,0,24,1442,185,860,1468,1129,1296,1048,2320,1092,174,176,135,134,46,9,219,10300
LGA25810,0,0,0,0,4,5,38,21,16,12,14,18,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,13,5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,9,0,5,0,7,0,0,0,16,0,0,0,0,0,0,3,10,11,10,18,26,7,0,0,78,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,11,38,95,34,18,17,15,3,0,6,3,0,0,9,13,261,0,0,0,6,0,0,5,5,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,6,12,10,10,12,21,22,33,3,4,3,5,3,12,4,151,24,95,139,76,82,76,162,139,42,50,66,78,14,23,40,1098
LGA25900,0,0,3,28,94,81,107,93,39,47,50,64,26,7,9,643,22,52,35,39,174,50,40,28,20,16,13,5,0,0,17,514,0,8,8,18,49,55,113,41,11,7,14,7,12,10,6,362,0,7,21,69,146,143,190,93,24,35,30,36,4,7,7,821,0,4,15,30,39,42,48,38,18,11,5,10,0,0,4,275,0,0,0,0,26,37,24,48,13,4,11,9,0,0,0,179,0,0,5,6,21,39,87,81,20,17,22,33,6,3,4,341,59,238,579,543,505,514,1232,962,251,275,288,368,133,40,88,6075,6,6,35,94,87,139,245,211,48,75,86,100,39,20,22,1207,0,0,0,58,99,56,66,82,16,10,17,18,25,0,7,461,104,200,314,583,645,1023,1224,1210,429,489,547,663,270,49,157,7910,275,1062,2232,2256,3036,3504,6272,5459,1572,1781,2013,2510,887,263,620,33737
LGA25990,0,0,0,0,6,4,6,6,6,0,4,0,0,0,3,33,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,4,3,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,45,111,67,33,7,23,0,0,0,0,0,0,0,20,313,0,0,5,0,0,3,0,3,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,15,13,11,3,10,5,0,0,0,0,0,0,22,100,16,89,167,122,95,44,71,16,7,0,8,8,0,0,66,733
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,42,21,23,4,4,0,0,5,0,0,0,0,6,141,0,0,0,6,3,0,0,0,0,5,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,7,6,0,0,0,0,0,0,3,32,23,72,63,48,47,15,27,14,0,5,3,4,0,0,18,352
LGA26170,0,0,0,3,25,11,20,12,5,0,0,7,15,10,5,124,0,3,4,4,7,3,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,12,5,16,13,3,0,4,0,0,4,0,0,71,0,0,7,6,0,0,7,5,0,0,0,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,3,5,0,3,0,0,0,0,0,27,59,183,431,228,172,53,115,24,4,10,6,0,0,0,62,1347,0,0,7,10,16,7,18,7,9,3,0,0,5,0,0,80,0,0,0,0,0,5,12,5,0,0,0,3,0,0,0,25,9,43,71,37,46,38,46,24,5,12,4,11,0,3,15,367,115,538,720,457,485,240,411,192,45,51,28,41,25,17,148,3524
LGA26260,0,0,0,3,4,0,4,5,7,6,3,6,0,0,0,48,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,23,9,0,3,0,5,0,0,6,54,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,8,0,0,4,0,0,0,3,24,18,60,115,66,32,20,36,22,3,7,7,3,0,0,23,402,0,0,8,10,0,3,7,8,0,8,0,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,9,5,14,10,13,31,15,6,5,9,4,3,0,4,134,26,129,168,131,90,99,244,147,23,37,50,38,12,8,67,1276
LGA26350,0,0,6,26,82,64,114,113,38,40,55,80,19,6,11,651,80,54,42,23,91,37,23,11,3,7,4,3,0,0,11,399,8,0,22,30,71,70,160,89,22,29,22,20,12,6,4,564,4,10,23,91,225,155,190,72,20,20,22,27,21,6,9,914,4,12,38,81,104,84,108,80,28,24,20,32,11,0,8,636,0,0,0,6,36,32,47,52,19,19,14,15,3,4,3,255,0,0,7,6,36,40,106,72,30,38,14,25,10,0,4,395,108,274,521,460,376,401,753,607,155,195,220,264,93,45,79,4539,12,10,33,80,78,116,185,180,34,48,61,71,58,20,19,1004,0,0,5,137,165,64,88,75,19,20,27,32,13,0,16,657,158,278,296,457,525,814,801,740,266,293,308,432,159,47,96,5673,565,1435,2492,2306,3288,3606,5461,4777,1398,1705,1842,2324,924,307,553,32970
LGA26430,0,0,0,0,7,9,13,12,0,3,0,3,0,0,6,64,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,3,0,0,3,25,16,60,132,53,34,15,18,13,7,9,4,9,0,0,21,389,0,0,3,3,6,4,8,0,0,0,3,0,0,0,0,23,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,12,4,21,26,22,20,6,18,8,5,0,9,3,0,0,3,145,32,145,215,123,110,71,126,106,33,20,34,32,11,0,54,1126
LGA26490,0,0,0,5,4,9,18,12,0,0,3,3,4,0,0,62,3,3,3,5,11,0,0,0,0,4,0,0,0,0,0,34,0,5,4,4,4,3,4,0,0,0,0,0,0,5,0,18,0,0,0,15,28,29,76,29,5,3,6,4,4,0,0,207,0,0,3,3,3,0,0,0,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,9,5,3,0,3,3,0,0,0,35,49,146,306,192,162,98,323,191,29,11,18,21,9,4,46,1596,0,0,4,25,17,18,39,42,0,9,6,8,3,5,3,187,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,15,28,60,65,52,56,52,97,106,14,23,14,39,10,5,17,631,131,436,546,449,441,374,862,608,100,85,93,132,59,22,110,4439
LGA26610,0,0,0,0,14,13,30,41,11,11,19,20,5,0,8,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,13,13,0,0,0,19,8,0,3,76,0,0,0,0,0,0,11,10,0,3,0,4,0,0,0,35,0,0,0,0,0,0,7,8,8,3,5,8,5,0,5,50,0,0,0,0,0,10,46,40,9,8,4,3,0,0,9,128,4,26,57,21,17,11,22,11,0,0,9,6,0,0,7,211,0,0,0,3,0,0,8,3,0,0,0,0,0,0,0,23,0,0,0,4,40,45,57,35,9,59,48,22,10,0,23,352,0,3,18,25,48,59,78,44,15,10,19,97,23,40,77,559,32,167,175,83,170,205,526,539,198,298,357,419,110,61,231,3567
LGA26670,0,0,0,0,0,6,0,7,0,7,3,5,0,6,0,33,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,39,29,19,4,18,13,0,5,0,0,0,0,8,168,0,0,0,7,0,0,5,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,13,7,9,5,5,6,0,0,4,6,4,11,3,79,32,80,71,77,61,31,51,47,4,19,11,10,11,12,17,527
LGA26700,0,0,0,4,27,13,10,28,19,7,10,30,17,3,9,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,13,0,0,0,7,7,9,24,6,3,6,0,0,0,0,0,68,0,0,6,3,4,0,17,5,10,10,3,0,3,0,0,50,0,0,0,0,0,4,0,9,3,0,0,0,0,0,0,11,0,0,0,0,0,4,12,20,3,4,6,3,3,0,5,61,24,104,207,93,71,44,59,33,5,3,0,0,11,0,32,696,0,0,0,8,5,7,14,9,0,0,0,4,0,0,3,60,0,0,0,0,0,0,4,5,5,0,4,0,0,0,6,25,19,22,53,36,40,19,39,33,4,5,9,12,4,0,9,319,94,409,411,257,208,163,350,264,97,76,92,109,56,16,105,2700
LGA26730,0,0,0,4,20,17,35,38,16,16,22,30,7,0,3,221,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,12,0,0,0,3,7,14,34,19,9,5,3,23,0,10,0,121,0,4,0,0,6,3,23,40,11,4,4,14,4,0,0,115,0,0,0,0,0,0,6,18,0,12,9,4,0,0,0,57,0,0,0,0,0,3,24,18,13,8,12,5,0,0,0,82,22,105,237,88,75,45,86,58,4,6,5,13,0,0,24,772,0,0,6,11,10,6,9,14,5,0,0,3,0,3,0,70,0,0,0,0,3,0,5,9,5,16,16,60,6,0,5,113,8,5,28,26,30,36,82,56,8,15,28,62,29,4,9,415,44,216,337,215,255,264,611,441,121,148,214,317,80,27,93,3401
LGA26810,0,0,0,6,28,23,23,78,28,14,23,25,20,8,8,290,10,0,0,3,5,4,0,0,0,0,0,0,0,0,3,36,0,0,0,8,4,0,8,9,0,0,0,0,0,0,0,24,0,5,7,10,11,4,46,4,7,0,15,0,12,0,5,135,0,5,8,0,3,6,18,24,5,0,0,6,0,0,3,77,0,0,0,0,0,0,4,13,0,0,3,3,0,0,7,33,0,0,0,0,4,0,17,18,7,7,3,9,0,0,3,73,59,237,510,231,139,80,145,63,10,15,17,5,9,0,80,1596,0,0,11,18,11,16,22,17,0,4,7,7,0,0,3,108,0,0,0,4,19,6,16,13,4,4,0,3,4,0,69,152,23,44,81,77,68,54,69,43,6,9,15,18,12,3,66,584,164,608,799,552,441,351,668,479,95,97,139,141,84,19,412,5044
LGA26890,0,0,0,0,0,0,0,4,0,0,3,4,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,40,11,7,3,4,0,0,0,0,3,0,0,7,95,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,26,14,26,47,34,31,21,29,13,6,9,12,16,3,3,11,269
LGA26980,0,0,7,46,254,117,268,225,62,101,88,139,64,14,24,1396,16,31,39,40,141,38,22,11,0,7,0,0,3,0,7,354,0,9,22,84,152,118,391,174,37,43,40,49,10,17,12,1162,0,7,21,97,147,98,273,68,15,19,19,28,7,0,3,806,7,19,88,113,355,274,482,338,127,156,205,243,97,14,41,2553,0,0,0,15,131,236,242,210,46,53,51,36,12,0,24,1063,0,0,6,26,64,80,171,90,24,28,25,29,7,6,17,572,163,545,926,639,525,383,658,283,37,46,43,51,16,8,115,4423,0,10,18,47,59,93,150,104,22,18,18,35,17,7,14,613,0,0,5,712,807,242,264,216,59,89,85,90,37,0,52,2653,117,356,478,758,771,637,908,581,173,160,184,225,102,23,113,5577,553,2453,3698,4091,7524,7318,16362,11085,2873,3541,3571,4023,1472,322,1412,70292
LGA27070,0,0,8,86,548,313,832,674,131,125,145,144,59,15,52,3126,5,7,37,27,84,42,21,26,0,0,4,0,0,0,4,259,0,0,0,20,37,44,200,96,19,23,31,29,10,3,0,517,0,0,0,24,40,74,248,121,16,10,28,21,12,0,9,608,0,9,14,72,332,591,1294,705,130,153,148,143,71,14,44,3717,0,0,0,0,13,34,51,43,9,0,6,9,8,6,0,173,0,0,0,9,62,48,162,121,30,21,29,19,6,0,18,540,41,252,742,454,376,207,584,372,43,58,51,32,4,8,73,3292,0,4,14,19,31,43,110,75,24,20,11,14,6,0,10,387,0,0,6,274,1084,687,674,442,96,66,78,86,37,15,134,3681,60,497,1095,1454,1553,1869,2722,1780,435,515,424,378,133,31,254,13204,342,3507,8658,6032,7624,8585,21104,14206,2959,3122,3435,3610,1089,284,1760,86334
LGA27170,0,0,0,7,34,22,55,90,29,4,14,15,8,8,7,288,7,3,3,0,6,4,0,0,0,0,0,0,0,0,0,27,0,0,0,7,3,0,4,0,0,0,0,0,0,0,0,19,0,0,0,10,5,6,55,10,0,0,11,0,0,0,0,96,0,0,5,0,0,0,21,17,7,0,0,0,0,8,0,62,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,18,0,0,0,0,0,10,13,11,3,0,5,0,0,0,3,45,38,112,276,121,117,54,132,50,9,6,12,13,12,10,35,1000,0,0,10,8,8,3,14,25,3,0,3,4,0,0,0,76,0,0,0,3,0,0,7,11,0,33,54,63,3,0,4,187,34,90,102,80,51,41,182,144,56,55,122,86,23,4,23,1102,144,470,598,374,395,289,858,662,169,186,277,237,80,42,122,4910
LGA27260,0,0,10,125,889,828,2613,1525,359,323,309,400,154,25,90,7645,8,13,25,44,244,87,51,25,3,3,0,3,4,3,9,533,0,4,3,30,48,89,586,299,61,86,43,81,40,3,12,1371,0,7,16,42,64,111,524,311,76,128,77,134,39,11,21,1564,0,6,12,34,138,324,1129,671,113,127,135,172,56,19,27,2960,0,0,0,4,19,44,80,102,11,18,10,23,0,0,3,322,0,0,0,15,59,106,817,472,164,124,132,122,36,3,30,2094,76,448,1353,715,611,315,1188,789,108,92,77,122,43,24,121,6082,0,7,15,33,39,55,203,168,27,35,43,53,15,9,13,724,0,0,0,178,501,419,537,387,80,88,56,80,49,18,89,2483,58,403,904,1120,1766,2785,6982,3989,970,836,858,959,313,118,506,22560,356,1808,3846,3635,6706,10092,45263,30470,7201,7267,7946,8997,2998,993,2529,140117
LGA27350,0,0,0,12,85,70,87,57,28,30,46,40,7,11,12,487,8,8,8,12,47,14,15,19,5,3,0,3,0,0,3,149,0,0,16,15,33,52,79,57,14,12,5,19,3,11,0,304,0,4,17,31,68,96,127,53,24,11,9,12,10,0,4,466,0,3,4,22,56,44,56,32,12,10,20,10,7,0,6,273,0,0,0,3,20,26,39,29,15,6,8,14,9,0,0,165,0,0,6,10,16,44,81,52,14,23,7,17,3,3,5,283,58,163,420,328,424,476,728,629,179,241,264,296,111,49,67,4450,0,0,20,54,83,140,185,190,60,66,93,104,64,29,27,1117,0,0,4,312,702,565,345,177,44,38,42,51,27,19,69,2398,36,121,242,324,471,658,1025,755,249,232,298,317,130,36,92,4983,187,941,1803,1712,2994,3495,4630,3614,1051,1134,1358,1495,617,275,515,25823
LGA27450,0,0,3,15,100,99,133,92,30,31,30,19,6,8,15,578,6,20,31,26,103,29,39,21,0,0,0,0,0,0,4,276,0,8,4,18,19,19,50,24,8,10,0,5,3,0,7,174,0,5,17,123,141,163,263,72,26,7,12,22,5,0,12,863,0,10,51,47,50,39,101,55,22,3,16,19,5,0,4,419,0,0,0,6,10,18,9,10,0,0,8,5,0,0,0,58,0,0,3,3,21,30,130,62,24,16,14,13,5,0,12,336,201,893,2645,1533,1107,586,1125,419,61,22,25,48,17,14,210,8897,5,9,29,63,46,72,154,83,14,13,14,16,7,8,13,548,0,0,0,21,20,11,38,20,8,6,10,16,0,3,7,167,85,265,370,363,401,365,902,745,104,96,159,129,30,9,59,4080,544,2728,4311,3092,3120,2324,4855,2736,511,373,461,459,163,71,532,26283
LGA27630,0,0,0,0,6,0,0,16,0,0,3,0,0,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,13,6,22,51,16,11,9,4,0,0,0,0,0,0,0,7,117,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,8,3,6,14,8,5,0,0,4,0,0,0,65,16,51,74,52,46,28,61,36,9,10,10,10,3,0,24,438
LGA29399,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,0,0,3,3,0,0,22,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,7,0,0,0,14,8,0,0,35,0,0,11,14,7,9,17,12,0,0,3,51,8,0,5,144
LGA29499,0,0,0,0,4,4,5,8,5,4,4,0,0,3,0,46,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,12,0,0,0,0,0,9,6,8,4,0,0,0,0,5,0,28,0,0,0,0,3,4,5,3,0,3,0,0,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,15,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,13,3,11,40,24,23,21,25,10,0,8,7,15,6,17,3,206,0,0,0,0,0,0,12,3,0,0,0,0,0,11,0,36,0,0,0,0,0,5,3,4,0,5,3,0,0,0,5,38,0,8,14,24,25,20,65,43,0,6,20,30,17,30,16,322,6,34,98,79,101,125,230,164,31,55,80,106,62,133,74,1390
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
