LGA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
LGA25060,7,23,58,402,303,302,196,78,63,1440,0,0,0,10,4,3,9,0,0,32,0,0,3,22,3,0,0,0,0,34,15,89,184,1132,396,288,275,198,116,2684,105,193,207,764,284,228,195,210,112,2309,2979,6516,6957,18476,8694,7352,5821,3869,2003,62666,0,0,4,17,0,3,6,0,0,28,5750,11970,11900,23203,11964,9245,5575,2644,1174,83422,0,4,5,65,13,7,5,0,0,93,0,0,0,59,14,24,21,19,3,141,0,9,3,145,15,3,3,0,0,175,0,0,4,13,12,13,14,0,3,65,6,27,15,117,54,26,13,8,0,262,0,10,9,74,61,30,50,33,0,263,4,48,100,644,249,267,181,87,73,1653,0,3,0,41,43,90,140,175,57,552,4,8,9,98,43,66,93,94,38,462,21,82,107,576,382,403,316,220,79,2187,0,0,4,42,21,18,15,6,7,114,0,4,3,64,16,12,13,7,3,130
LGA25150,0,0,5,22,4,3,7,0,0,35,0,0,0,3,0,5,7,3,0,15,0,0,4,15,3,6,0,0,0,29,0,4,6,73,52,50,62,37,13,302,45,100,89,230,140,130,120,79,35,968,1170,2484,1975,5053,2592,2376,1971,968,403,18991,0,0,0,3,0,0,0,0,0,0,2249,4791,3648,7833,4013,3458,2674,1203,401,30266,0,0,0,18,0,0,0,0,0,20,0,0,0,8,0,4,8,0,0,22,0,0,0,10,5,0,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,7,0,21,5,14,3,0,0,45,0,0,4,7,11,4,6,0,0,34,0,0,5,22,5,16,3,4,0,49,0,0,0,10,4,15,11,9,0,58,0,0,0,3,0,3,5,0,3,17,0,20,36,132,173,319,285,176,60,1213,0,0,0,14,6,3,5,0,0,33,0,0,0,0,0,4,0,0,0,11
LGA25250,0,17,58,296,138,130,78,19,10,748,0,0,3,12,6,3,3,0,0,35,0,0,7,42,0,0,0,0,0,63,25,129,178,1485,338,294,272,205,125,3054,168,325,363,1298,379,298,267,252,219,3572,4772,8238,9754,33314,10561,8193,5761,4422,2899,87909,0,11,10,53,13,8,4,0,0,101,9099,14346,14710,38962,13692,9285,4452,1852,1334,107728,3,44,51,319,65,41,22,0,0,549,0,0,0,66,19,44,18,7,6,159,0,14,15,273,32,7,5,4,0,358,0,0,0,27,6,3,0,3,0,51,3,16,16,284,63,19,16,7,0,433,3,4,7,143,34,32,12,10,8,257,3,43,209,921,255,343,239,63,25,2104,0,0,0,35,31,75,65,99,62,372,4,34,18,129,41,79,120,94,63,580,29,118,239,1721,608,487,280,156,73,3715,0,7,8,113,54,54,25,19,11,289,0,5,15,247,31,39,14,5,3,360
LGA25340,0,5,6,35,9,17,6,5,0,85,0,4,11,21,32,23,30,20,4,140,0,0,8,6,6,13,6,8,0,45,9,40,29,288,197,229,284,187,82,1342,158,458,412,900,638,677,757,631,368,4999,3794,9552,8185,16828,11941,12245,12807,8453,3467,87267,0,0,0,7,0,3,0,0,0,17,7494,17711,15037,26013,16936,16616,16209,9762,3588,129352,0,0,0,9,5,0,0,0,0,5,0,0,0,10,9,7,7,4,3,35,0,5,4,28,11,7,5,0,5,64,0,0,4,19,4,3,0,0,0,44,4,29,15,118,66,68,64,21,8,394,0,0,0,21,22,25,20,12,0,105,0,28,64,105,87,65,44,20,6,408,0,0,0,12,23,64,96,77,22,292,0,0,0,12,0,28,86,50,13,203,24,371,665,1187,1777,2309,2428,2129,803,11690,0,0,9,22,14,24,9,7,4,84,0,4,8,64,23,24,40,22,8,191
LGA25430,0,0,0,3,5,4,0,0,0,7,0,0,0,0,0,4,4,3,0,15,0,0,0,0,0,3,0,0,0,3,0,0,4,28,20,26,23,21,8,124,16,59,46,127,106,101,114,91,87,748,377,976,682,1917,1454,1719,1707,924,393,10150,0,0,0,0,0,0,0,0,0,3,756,1876,1375,3239,2187,2598,2571,1275,434,16303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,4,16,9,3,12,0,0,50,0,0,0,0,4,3,0,0,0,7,0,0,3,14,4,4,4,0,0,26,0,0,0,6,0,0,6,0,0,12,0,0,0,0,3,0,0,3,0,4,0,24,10,79,115,188,228,140,32,824,0,0,0,6,0,0,0,0,0,5,0,3,0,18,7,4,6,0,0,30
LGA25490,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,9,6,9,0,4,6,39,30,59,56,129,74,107,91,49,40,638,502,1128,873,1873,1134,1356,1143,536,236,8780,0,0,0,0,0,0,0,0,0,0,896,2156,1577,3015,1896,2169,1942,856,291,14784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,5,4,5,3,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,36,55,81,97,62,17,365,0,0,0,0,0,3,0,0,0,3,0,0,4,6,0,0,0,0,0,11
LGA25620,0,0,0,6,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,15,15,25,20,3,0,78,23,56,49,141,111,125,99,58,17,687,298,720,636,1447,1071,1310,1150,546,196,7378,0,0,0,3,0,0,0,0,0,3,598,1380,1204,2338,1699,1970,1739,846,249,12020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,13,5,3,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,5,0,0,16,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,6,3,0,0,9,0,3,11,43,47,151,163,110,36,565,0,0,0,4,0,0,0,0,0,7,0,0,3,0,3,0,3,0,0,10
LGA25710,0,0,6,27,10,9,0,0,0,49,0,0,3,5,14,4,3,5,5,43,0,0,0,7,5,10,4,0,0,23,4,26,31,128,123,105,91,47,19,568,44,88,63,160,120,129,117,69,41,827,1604,4119,4008,6806,5129,4747,3390,1452,539,31794,0,0,0,4,0,0,0,0,0,4,3109,7819,7653,10552,7687,7048,4665,1885,514,50919,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,0,0,13,0,0,5,10,3,0,4,0,0,26,0,0,0,4,11,0,0,0,0,18,4,7,5,37,24,19,16,6,0,118,0,0,0,11,8,5,0,0,3,29,7,34,43,259,99,46,26,11,7,529,0,0,0,6,12,38,36,23,3,109,0,0,3,12,8,9,20,15,4,67,14,119,191,363,523,598,435,256,85,2583,0,0,0,12,14,4,6,0,0,31,0,0,4,26,12,13,14,3,0,81
LGA25810,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,25,10,8,13,5,0,60,13,43,28,101,65,89,73,80,70,557,297,564,546,1214,757,941,882,519,242,5963,0,0,0,0,0,0,0,0,0,0,548,1095,989,1825,1228,1549,1445,759,268,9702,0,4,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,15,0,0,0,4,0,0,0,0,0,4,0,0,5,17,0,4,3,0,0,26,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,8,0,12,17,50,76,42,12,218,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,8
LGA25900,0,16,21,151,66,33,11,3,0,300,0,0,7,29,13,8,0,0,0,60,0,0,6,27,10,12,0,0,0,49,16,78,115,1611,350,269,268,247,135,3096,92,181,248,1362,397,318,223,177,93,3103,2070,3668,4527,21466,7499,5808,4123,2212,876,52238,0,0,0,21,6,0,0,0,0,28,3815,6243,6371,21294,9405,7376,4707,2059,597,61848,0,0,3,34,0,5,0,3,0,42,3,0,0,61,16,18,9,4,0,117,5,12,42,456,48,16,10,3,0,586,0,0,4,25,0,0,3,0,0,39,5,7,26,256,77,49,25,9,0,462,3,0,4,198,26,16,10,5,0,261,0,55,197,880,178,171,114,40,20,1658,0,0,0,36,31,35,27,20,4,157,0,3,6,49,12,31,40,35,12,180,34,155,215,2196,826,749,487,249,65,4989,0,0,4,48,32,21,8,4,0,116,8,27,47,442,76,33,34,10,0,675
LGA25990,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,4,6,0,30,15,47,32,63,64,40,58,23,9,357,167,408,318,693,532,579,594,278,103,3671,0,0,0,0,0,0,0,0,0,0,283,717,594,1190,920,959,977,433,140,6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,11,35,74,84,42,14,277,0,0,0,6,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,5
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,4,0,25,0,4,5,10,13,18,27,25,7,113,47,114,95,196,172,319,404,279,95,1725,0,0,0,0,0,0,0,0,0,0,79,203,202,303,257,461,635,398,140,2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,12,28,47,26,3,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26170,0,0,3,13,3,3,0,0,0,21,0,0,0,0,0,3,6,0,0,13,0,0,0,5,0,3,0,0,0,8,0,0,4,28,23,34,28,22,5,145,56,109,80,239,132,184,184,125,60,1166,684,1755,1345,2988,2030,2511,2415,1228,505,15455,0,0,0,0,0,0,0,0,0,0,1334,3399,2574,4746,3194,3767,3533,1621,567,24736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,3,0,13,8,6,7,0,0,37,0,0,0,7,0,5,5,0,0,15,0,0,3,14,14,10,3,0,0,48,0,0,0,0,8,4,7,5,0,22,0,0,0,0,0,0,11,0,0,9,0,6,10,82,114,251,352,244,66,1134,0,0,0,5,0,7,0,0,0,11,0,0,0,5,0,0,7,3,0,17
LGA26260,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,9,0,6,0,11,4,7,11,0,0,44,19,42,56,104,59,91,91,76,48,579,428,936,819,1710,1028,1246,1183,724,380,8457,0,0,0,0,0,0,0,0,0,0,815,1784,1559,2808,1728,2037,1941,1063,470,14204,0,0,0,10,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,8,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,31,33,73,89,62,27,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA26350,0,6,44,150,65,61,37,16,3,384,0,0,0,14,5,3,6,3,3,39,0,0,7,29,11,3,8,0,0,60,20,46,146,1030,242,209,246,224,149,2310,69,150,292,939,274,220,222,182,160,2504,1939,3963,6907,19771,6593,5582,4985,3351,1714,54806,0,0,8,23,0,5,0,0,0,47,3609,6766,9423,21781,8447,6834,5367,3287,1371,66886,0,5,10,45,7,5,4,0,0,77,0,0,0,49,9,15,15,7,4,98,0,6,19,194,22,12,3,0,0,259,0,0,19,19,13,18,7,4,0,76,3,19,25,206,59,43,21,9,0,384,0,6,3,109,15,11,8,13,0,171,12,195,669,1731,500,454,226,112,55,3962,0,0,0,37,7,36,22,20,8,132,0,4,3,47,9,28,27,39,20,182,20,150,275,1527,500,521,406,307,102,3820,0,0,5,51,8,15,4,9,0,94,3,19,32,267,38,29,37,12,7,446
LGA26430,0,0,0,4,0,4,0,0,0,13,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,15,6,12,12,4,6,56,13,52,30,95,76,113,88,41,37,531,257,521,421,1088,699,1017,988,531,257,5771,0,0,0,0,0,0,0,0,0,0,498,949,815,1631,1087,1495,1644,798,298,9209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,6,0,0,8,0,3,3,12,7,10,0,0,0,33,0,0,0,0,0,0,6,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,35,23,74,77,70,29,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA26490,0,0,0,6,0,0,0,0,0,9,0,0,0,4,3,9,3,0,0,19,0,0,0,0,0,3,0,0,0,8,0,3,8,94,36,22,36,23,4,233,32,101,82,233,132,128,133,79,68,987,1139,2413,1748,4736,2655,2555,2322,1070,455,19087,0,0,0,0,0,0,0,0,0,0,2191,4687,3266,7285,4204,4037,3532,1568,502,31262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,4,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,14,3,55,28,9,4,5,0,120,0,0,0,11,6,0,0,0,0,20,0,3,6,25,3,8,9,0,0,56,0,0,0,0,0,9,7,8,4,20,0,0,0,5,0,3,7,3,0,12,4,62,74,277,226,231,257,132,46,1316,0,0,0,7,3,0,0,0,0,19,0,5,7,44,7,0,0,0,0,70
LGA26610,0,15,6,91,16,40,16,3,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,15,0,6,0,47,27,21,13,4,0,123,45,140,78,258,84,114,87,70,49,927,648,1332,1077,2868,1164,1376,1093,713,385,10652,0,3,11,27,21,9,11,0,0,84,1183,2277,1851,3484,1669,2203,1758,1016,457,15912,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,8,14,3,6,0,63,0,5,4,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,11,14,75,10,3,5,0,0,125,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,7,5,4,8,22,22,48,44,26,7,181,0,0,4,16,16,13,12,4,0,63,0,0,0,8,0,0,0,0,0,8
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,5,6,3,0,27,6,23,17,46,35,38,42,30,26,274,134,330,232,562,387,543,486,257,131,3059,0,0,0,0,0,0,0,0,0,0,256,619,426,912,630,914,806,405,149,5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,46,31,23,6,137,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA26700,0,0,0,10,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,5,0,5,4,29,13,19,22,23,6,124,35,95,86,190,120,141,114,110,70,970,796,1780,1532,3305,2045,2166,1940,1271,578,15425,0,0,0,0,0,0,0,0,0,0,1446,3382,2790,5238,3332,3473,3088,1765,704,25218,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,9,0,3,0,11,7,4,5,3,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,15,13,7,0,0,0,32,0,0,0,0,0,3,5,9,3,24,0,0,0,3,0,0,0,0,0,4,0,5,10,66,70,127,134,107,39,561,0,0,0,3,5,0,0,0,0,6,0,0,4,11,3,5,0,0,0,23
LGA26730,0,8,7,33,4,0,0,0,0,57,0,0,0,0,0,0,5,0,0,7,0,0,0,5,0,0,0,0,0,11,0,5,19,55,29,20,12,11,4,156,30,108,90,235,108,116,119,110,74,984,858,2080,1969,4473,2356,2480,2160,1318,680,18369,0,0,5,0,0,0,0,0,0,11,1711,3915,3488,6928,3814,3958,3438,1932,850,30025,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,5,0,6,0,0,0,0,0,12,0,0,6,17,0,9,3,0,0,34,0,0,0,0,0,0,0,0,0,4,4,20,30,141,18,14,11,0,0,236,0,0,0,0,0,0,0,5,0,9,0,0,4,7,4,4,3,0,3,24,0,22,23,72,67,129,141,104,36,595,0,0,5,12,0,0,0,0,0,21,0,6,0,5,3,3,0,0,0,20
LGA26810,0,0,3,27,12,10,4,0,0,55,0,0,0,0,0,11,0,3,0,20,0,0,3,4,0,3,4,0,0,20,0,7,8,38,27,42,46,30,9,211,74,169,158,416,217,238,252,156,64,1739,1169,2589,2229,4990,2905,3377,3150,1614,622,22653,0,0,0,0,0,0,0,0,0,0,2222,4838,4145,8331,4511,5269,4810,2201,748,37082,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,8,0,0,0,13,3,0,0,0,0,26,0,0,0,17,6,8,9,6,0,51,0,0,0,0,6,4,3,0,0,17,0,0,0,44,13,15,3,0,0,79,0,0,0,7,9,10,5,17,10,50,0,0,0,10,0,9,3,3,0,25,3,15,25,127,135,328,384,241,84,1342,0,0,5,7,5,6,7,0,0,33,0,0,0,6,0,3,0,0,0,18
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,10,3,23,10,29,36,32,30,27,7,187,129,210,131,373,267,333,288,169,91,1997,0,0,0,0,0,0,0,0,0,0,231,390,274,624,415,577,475,251,118,3365,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,21,27,13,5,86,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,0,28,121,415,301,277,248,75,30,1505,0,6,3,6,14,15,8,10,7,55,0,3,8,31,9,14,7,4,0,85,9,89,172,561,296,263,291,256,145,2077,91,193,377,822,288,261,274,262,298,2868,3753,9470,10932,23755,11911,9818,8316,6071,3405,87430,0,0,0,41,16,10,8,0,0,76,7269,15600,14984,17994,12331,9711,7228,5413,2863,93383,3,11,24,108,32,12,10,0,0,205,0,3,4,18,17,17,14,12,0,77,0,4,0,52,11,3,4,0,0,88,0,6,36,93,101,122,98,38,8,505,11,21,15,77,60,45,22,8,3,266,0,3,6,30,28,23,13,11,4,111,78,946,2342,10147,2942,2667,1829,695,314,21962,0,0,0,22,8,34,46,62,35,207,0,10,16,45,21,30,58,58,32,272,21,172,215,532,600,656,571,585,250,3610,0,0,4,82,44,53,47,19,4,262,0,8,13,55,33,20,25,12,9,173
LGA27070,7,45,103,811,466,371,189,53,25,2069,0,0,4,3,7,10,5,0,0,37,4,9,51,129,44,12,0,0,0,250,30,299,421,1667,699,620,503,238,91,4577,260,615,488,1423,487,458,418,363,261,4776,7910,15630,13233,36793,14122,11876,9163,4818,2014,115556,0,16,32,161,47,43,18,3,0,325,15584,27045,19598,35673,15592,10449,6056,2603,847,133440,3,28,21,298,63,23,4,0,0,442,0,0,3,128,83,110,62,37,9,428,0,16,13,101,24,15,8,0,0,165,0,4,18,101,49,87,41,8,0,310,3,15,15,69,40,17,9,0,0,161,0,6,0,39,57,34,27,22,0,186,7,86,241,2000,471,571,351,105,45,3883,0,0,3,72,77,139,154,152,38,640,0,43,72,263,114,160,204,106,41,1003,17,160,227,524,412,538,444,265,95,2685,0,23,39,313,148,136,81,26,5,769,0,6,3,35,20,31,12,10,4,113
LGA27170,6,19,7,54,5,0,3,0,0,96,0,0,0,0,3,4,0,0,0,14,0,0,6,13,4,0,0,0,0,26,5,53,61,119,60,43,60,54,25,475,51,145,130,270,122,110,114,97,46,1086,1396,2949,2528,5822,2694,2647,2336,1291,519,22183,0,0,0,3,0,0,0,0,0,6,2565,5326,4709,9289,4315,4209,3519,1651,592,36174,0,0,0,14,3,0,0,0,0,23,0,0,0,0,0,0,4,8,0,19,0,0,0,6,0,0,0,0,0,9,0,4,0,11,0,0,0,0,0,19,0,0,0,14,9,7,6,0,0,37,0,0,0,4,0,0,0,0,0,7,0,0,3,38,13,17,8,0,0,80,0,0,0,0,3,20,22,34,24,105,0,4,0,9,0,0,4,0,0,18,3,23,31,117,108,170,185,128,33,798,0,0,0,6,13,4,0,3,0,27,0,0,3,3,0,6,7,0,0,21
LGA27260,11,35,93,682,261,198,97,25,3,1397,0,3,5,12,13,13,10,3,0,65,0,8,35,139,41,13,8,0,0,234,68,588,875,3356,1409,769,460,222,52,7797,602,1188,856,2719,689,462,351,239,142,7248,12633,23321,15921,54035,15395,11359,7480,3220,1189,144566,6,17,24,209,51,38,15,0,3,361,23371,34697,18048,29014,12973,9725,5826,2501,705,136855,6,190,179,1688,392,102,53,12,0,2621,0,0,0,146,78,94,54,20,0,399,0,17,20,166,39,8,3,0,0,257,0,5,14,82,58,33,22,10,0,220,8,32,18,100,44,33,17,3,0,264,0,6,13,105,92,96,94,39,6,455,41,312,506,3984,940,934,663,84,24,7488,0,0,5,76,68,124,100,71,22,460,10,62,143,137,40,59,48,30,8,532,25,308,373,881,840,948,751,506,154,4794,3,28,76,569,262,174,113,32,4,1260,0,8,7,63,22,21,15,8,0,141
