LGA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
LGA25900,47,792,6982,6152,4504,2795,638,90,3,22014,407,894,1807,1035,863,905,605,159,3,6669,88,148,301,225,158,130,64,16,3,1139,10,33,147,90,55,27,13,9,4,378,553,1866,9243,7499,5579,3851,1325,276,14,30199,15,78,195,241,240,178,29,3,0,978,115,124,109,59,46,62,39,8,0,559,130,201,303,303,283,241,66,9,0,1538,687,2067,9548,7802,5859,4096,1394,287,11,31744,896,405,646,555,781,1303,2256,1558,470,8875,77,181,803,591,534,405,283,207,115,3199,1659,2654,10991,8944,7182,5799,3935,2052,597,43814,38,785,6736,4779,3752,1968,333,19,0,18417,499,1138,2641,2119,1779,1458,602,84,4,10328,103,191,568,454,200,159,83,8,0,1766,10,39,123,66,34,25,8,3,0,309,649,2154,10068,7420,5764,3610,1034,111,7,30811,12,68,199,160,133,81,15,0,0,660,122,98,120,90,91,83,32,0,0,638,134,161,319,253,225,167,49,3,0,1303
LGA25990,22,85,168,197,290,244,86,17,0,1118,39,17,24,30,62,93,50,18,5,345,7,5,9,8,13,18,14,3,0,83,0,5,15,3,9,12,6,0,0,65,74,119,219,241,379,368,160,36,6,1605,4,4,6,10,14,10,0,0,0,43,3,0,0,0,0,11,0,0,0,23,5,4,8,17,13,14,4,0,0,67,82,120,229,257,397,386,160,36,6,1671,99,21,80,104,157,217,493,254,68,1495,30,14,16,38,36,49,56,32,10,284,209,158,325,402,589,651,708,322,88,3447,9,41,94,96,165,126,29,0,0,562,45,41,95,141,157,162,67,15,0,730,13,8,26,12,7,20,13,0,0,103,6,3,3,0,7,5,8,0,0,30,72,83,223,258,341,316,120,14,3,1425,0,4,4,6,4,0,0,0,0,20,5,8,3,8,5,4,0,0,0,32,7,9,4,10,11,10,0,0,0,54
LGA26080,4,21,44,64,78,101,38,8,0,362,30,7,11,17,18,50,72,16,0,224,0,3,6,0,3,9,12,0,0,39,0,0,0,5,4,3,0,0,0,11,38,37,61,84,107,160,122,23,3,635,0,0,0,0,4,0,0,0,0,9,0,4,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,15,39,39,63,86,112,168,123,23,3,653,36,9,10,8,20,64,247,183,63,639,5,3,4,4,10,22,24,24,14,109,82,51,81,101,138,251,396,229,75,1403,4,10,27,32,66,67,15,3,0,221,11,21,17,52,63,101,62,6,0,343,6,5,13,11,7,15,5,0,0,69,0,3,3,0,0,5,3,0,0,9,21,41,58,97,139,183,90,13,0,650,0,0,0,0,0,0,0,0,0,9,3,0,0,5,0,8,0,0,0,15,4,0,0,3,0,11,0,0,0,23
LGA26170,138,315,793,967,1179,965,341,50,4,4756,227,122,165,181,255,403,306,71,5,1748,29,25,31,46,53,89,42,9,0,329,13,21,25,29,30,38,21,7,4,190,406,488,1013,1228,1525,1483,719,145,14,7017,15,12,31,22,31,42,3,0,0,156,21,9,16,6,9,25,6,0,0,88,34,20,43,35,40,64,5,0,0,245,445,507,1061,1260,1557,1551,726,145,14,7266,366,66,112,137,212,629,1528,979,290,4324,44,38,81,113,108,153,145,105,46,834,854,617,1253,1513,1888,2332,2396,1225,350,12428,47,157,385,473,682,491,123,17,5,2375,305,188,475,619,793,819,327,43,5,3565,45,29,110,81,79,104,42,3,0,494,21,12,25,17,29,22,11,9,3,158,421,382,998,1196,1583,1432,500,61,12,6587,6,7,11,11,15,15,0,0,0,71,36,9,14,18,28,31,4,0,0,135,38,16,26,30,44,45,8,0,0,200
LGA26260,93,220,559,522,627,596,231,40,9,2900,113,66,96,101,103,183,157,38,5,857,21,14,27,15,31,39,17,5,3,163,11,9,17,11,10,11,9,6,3,83,237,308,701,649,771,824,417,85,18,4004,9,16,13,15,9,21,0,0,0,93,10,3,9,3,8,6,6,0,0,45,22,19,26,22,15,27,9,0,0,142,266,329,726,667,784,848,422,85,18,4143,220,49,76,85,138,247,668,494,174,2142,23,17,51,47,54,55,70,45,19,382,504,395,849,796,980,1156,1156,628,211,6672,36,150,248,274,384,323,97,12,0,1518,155,98,276,357,365,416,178,21,0,1874,21,15,61,43,40,57,15,4,0,255,4,0,8,10,9,12,8,6,0,70,217,270,597,683,796,811,297,43,6,3719,3,9,9,9,5,8,0,0,0,43,11,7,7,9,5,10,0,0,0,57,17,14,17,15,17,18,0,0,0,98
LGA26350,60,1078,7838,5500,4186,2807,871,148,16,22510,486,1307,1658,770,677,775,779,269,37,6762,104,210,293,155,104,95,56,23,3,1037,5,49,128,79,49,45,15,13,4,378,663,2649,9912,6507,5011,3730,1724,456,62,30696,12,98,265,157,160,127,26,3,0,855,147,141,95,35,30,42,21,9,0,527,164,241,362,187,193,169,48,10,0,1377,826,2888,10272,6696,5202,3891,1770,466,60,32068,1299,644,623,435,555,971,2034,2072,864,9495,88,159,602,377,279,232,197,179,105,2227,2205,3690,11498,7510,6036,5102,3996,2721,1030,43790,25,1253,7549,3766,2880,1718,425,38,0,17653,748,1774,2289,1809,1799,1542,891,138,14,11012,141,306,507,339,154,128,72,34,7,1688,3,50,107,52,52,38,18,5,0,326,921,3386,10450,5970,4881,3425,1407,219,17,30682,8,67,209,132,105,57,7,0,0,586,151,175,98,65,94,74,19,0,0,678,164,241,308,201,200,138,26,0,0,1264
LGA26430,43,126,280,339,370,406,185,35,0,1789,80,30,51,49,69,123,131,29,9,571,7,14,13,18,22,32,15,8,0,119,4,3,14,14,10,6,7,5,0,62,134,173,353,415,466,572,341,75,8,2538,5,7,7,10,13,23,3,0,0,71,0,3,3,0,7,9,0,0,0,26,3,9,13,10,17,37,3,0,0,99,138,181,366,419,490,608,338,81,8,2639,102,32,34,58,83,227,661,405,141,1740,24,28,32,46,59,97,96,53,25,462,267,242,431,523,629,930,1094,537,178,4838,22,64,170,202,258,227,69,10,0,1017,76,48,140,221,207,298,121,24,0,1133,16,6,48,17,20,48,19,3,0,180,9,5,0,8,19,4,14,5,0,65,127,122,360,448,502,581,222,43,0,2390,0,3,6,5,5,9,0,0,0,34,5,0,6,9,5,11,3,0,0,42,9,7,8,14,16,20,3,0,0,72
LGA26490,90,359,1164,1837,1727,1133,260,37,5,6615,324,242,251,312,322,427,349,64,4,2289,70,52,77,93,77,105,36,3,0,522,7,10,20,34,26,20,8,5,0,135,495,670,1518,2268,2155,1686,658,110,7,9558,6,23,23,22,40,36,11,0,0,160,62,16,7,3,10,19,6,0,0,137,73,41,33,31,47,50,20,0,0,296,570,713,1547,2296,2203,1738,673,114,7,9859,456,93,124,128,188,532,1485,847,233,4074,43,33,84,124,131,113,146,67,49,791,1065,838,1756,2548,2521,2385,2302,1026,284,14726,32,183,740,906,1031,579,91,3,0,3571,427,339,607,1174,1022,889,305,31,0,4774,85,40,189,181,94,115,35,0,0,741,8,12,20,29,26,8,10,0,0,120,553,574,1549,2282,2172,1590,440,39,4,9207,7,3,18,19,25,20,3,0,0,87,39,18,14,34,20,29,3,0,0,156,48,29,32,53,44,49,6,0,0,249
LGA26610,122,351,963,851,713,755,199,21,0,3979,153,75,175,140,118,174,132,41,0,1012,13,19,33,27,20,39,17,0,0,157,5,10,52,33,23,26,12,0,0,160,290,454,1214,1046,871,999,359,65,8,5315,11,20,29,20,28,19,3,0,0,124,16,16,11,16,8,15,0,0,0,85,24,28,39,38,39,33,4,0,0,213,316,487,1258,1083,910,1030,363,68,8,5523,241,70,123,124,145,309,704,469,186,2370,55,47,160,132,110,139,97,69,28,831,616,607,1537,1342,1172,1476,1158,604,213,8722,38,191,484,401,421,339,66,8,0,1950,189,168,431,456,370,402,144,27,0,2194,29,26,103,39,24,59,23,0,0,295,10,13,24,24,20,15,0,3,0,109,257,392,1041,927,842,813,233,39,0,4546,0,9,16,17,14,8,4,0,0,69,15,6,21,7,3,11,5,0,0,82,16,20,34,23,24,17,8,0,0,149
LGA26670,31,46,157,185,235,279,131,39,6,1115,38,24,28,30,32,65,64,20,0,301,6,0,6,9,15,20,9,5,0,66,0,0,9,8,7,5,7,6,0,36,74,70,198,232,286,372,208,64,8,1508,3,0,7,6,4,15,0,0,0,45,0,0,3,0,6,6,6,0,0,19,5,0,14,6,12,15,9,0,0,61,79,77,208,243,298,398,212,64,8,1579,68,13,20,22,47,136,283,187,64,846,15,12,19,27,37,36,53,30,20,245,164,98,245,297,381,569,544,276,87,2665,5,34,58,101,151,132,51,13,0,540,44,35,84,114,130,180,72,20,0,675,0,4,23,14,18,33,6,6,0,94,0,0,0,8,7,6,0,4,0,32,57,72,168,235,301,342,128,34,3,1345,0,0,0,3,9,8,0,0,0,15,3,5,0,3,4,7,0,0,0,22,5,0,0,10,6,13,0,0,0,39
LGA26700,145,339,947,1064,1155,987,266,67,5,4970,284,111,200,206,230,292,249,41,8,1631,44,15,34,27,42,68,42,7,0,278,17,17,23,26,20,27,8,9,0,152,493,487,1205,1319,1447,1377,565,121,13,7030,10,17,30,25,25,31,4,0,0,145,32,18,12,3,15,11,5,0,0,94,44,32,43,31,34,40,16,0,0,242,539,516,1244,1354,1486,1419,580,119,13,7267,321,78,136,135,244,455,1218,902,307,3793,43,38,82,89,83,91,129,81,53,694,904,632,1462,1575,1813,1964,1919,1107,372,11752,62,213,572,595,795,564,112,16,0,2930,371,233,513,643,731,723,230,26,0,3473,73,29,129,69,68,100,36,6,0,506,20,17,17,11,18,22,11,4,3,112,523,486,1230,1320,1614,1404,384,61,5,7018,4,8,13,12,20,10,0,0,0,65,30,8,21,14,14,15,5,0,0,116,42,20,32,25,39,30,5,0,0,180
LGA26730,195,488,1474,1354,1356,1084,192,22,0,6163,380,175,311,230,254,326,226,41,0,1960,45,35,57,60,56,75,39,6,0,376,8,8,41,31,15,13,9,3,0,127,630,716,1880,1666,1686,1504,471,70,0,8622,6,36,34,34,34,20,6,0,0,164,39,20,15,16,12,23,0,0,0,126,48,53,49,54,41,42,3,0,0,296,674,770,1936,1723,1729,1544,475,77,0,8921,311,91,191,166,251,472,1353,895,333,4051,69,62,115,149,109,100,87,73,54,818,1063,917,2235,2035,2083,2115,1918,1041,387,13788,103,322,827,632,863,584,64,5,0,3399,482,349,750,979,905,874,227,16,0,4578,53,37,177,99,74,108,30,0,0,583,11,16,35,15,21,17,9,5,0,116,654,722,1780,1728,1854,1583,326,29,0,8683,3,17,17,13,18,15,0,0,0,92,52,18,19,25,24,29,3,0,0,170,56,30,37,42,46,49,5,0,0,259
LGA26810,244,544,1557,1517,1492,1441,365,63,4,7231,287,207,244,241,261,369,276,63,8,1947,41,29,75,58,92,122,49,6,4,467,24,33,43,40,44,38,17,15,0,252,592,807,1915,1855,1888,1972,709,144,17,9901,36,53,69,50,73,74,18,0,0,369,43,24,28,14,15,39,15,0,0,179,76,78,97,63,92,113,29,3,0,547,670,890,2009,1920,1980,2082,733,150,17,10447,547,192,537,526,485,988,2308,1231,355,7166,82,95,189,198,197,224,241,108,50,1381,1292,1174,2741,2643,2662,3291,3285,1488,418,18996,95,334,724,744,1004,710,154,24,0,3786,412,324,802,946,932,998,340,37,0,4796,77,52,168,99,92,130,37,4,0,667,22,25,24,19,31,23,12,5,4,166,599,732,1710,1820,2064,1861,547,73,9,9415,17,34,42,19,30,33,0,0,0,180,50,18,27,39,52,34,6,5,0,228,67,52,73,56,80,69,11,5,0,405
LGA26890,22,55,133,135,152,199,86,23,0,804,19,7,13,14,17,37,40,20,3,171,0,0,5,4,3,8,4,0,0,28,0,0,6,0,0,5,3,0,0,21,43,64,153,156,181,251,134,39,10,1021,0,3,6,4,5,9,3,0,0,18,0,4,0,0,0,4,0,0,0,8,0,6,6,4,6,11,3,0,0,34,44,72,161,157,189,263,132,39,10,1056,30,7,11,18,27,67,163,94,43,472,10,4,11,18,26,27,34,16,9,152,84,86,182,192,246,358,328,151,52,1678,8,18,62,53,87,89,25,0,0,340,23,17,59,80,91,112,39,17,0,437,0,4,6,12,7,11,6,0,0,53,0,0,4,3,4,0,6,4,0,23,43,31,138,144,187,213,76,20,0,853,0,0,0,0,6,5,0,0,0,6,0,0,0,0,5,6,0,0,0,14,0,0,4,0,8,11,0,0,0,22
LGA26980,204,1687,6528,7794,7316,4576,867,74,0,29051,1367,2414,2357,1450,1361,1384,888,189,17,11427,227,256,285,210,198,205,105,16,4,1505,12,103,222,104,89,43,12,5,3,602,1808,4464,9398,9549,8962,6215,1872,291,23,42580,35,173,345,267,267,213,36,0,0,1335,381,320,197,73,82,96,41,9,0,1188,416,496,543,337,348,303,70,6,0,2521,2225,4956,9942,9888,9312,6522,1943,299,23,45105,2749,1414,1344,952,1107,2133,4721,4029,1819,20272,121,327,663,391,345,247,276,231,224,2815,5091,6700,11947,11230,10765,8897,6941,4557,2067,68197,61,1226,5037,4674,4645,2678,404,13,0,18741,1669,2619,3131,3951,4064,2712,933,128,3,19226,275,313,597,501,274,259,91,15,6,2322,20,70,151,91,66,43,11,7,5,462,2028,4234,8913,9211,9045,5698,1432,167,11,40743,16,103,214,179,162,89,9,0,0,781,381,273,200,198,187,148,26,4,0,1414,402,383,418,378,349,236,34,4,0,2192
LGA27070,561,2651,10558,12406,8625,5266,989,45,8,41098,1452,2163,2829,2381,1674,1457,636,83,9,12678,150,205,386,380,282,291,98,7,0,1803,39,145,427,352,174,110,40,8,0,1302,2200,5163,14199,15515,10754,7121,1762,148,10,56880,140,364,612,508,384,256,29,0,0,2289,527,292,185,110,85,96,37,3,0,1331,665,652,801,618,467,352,62,9,0,3622,2868,5814,15000,16130,11224,7479,1822,157,10,60504,3622,1324,1746,1712,1914,2844,5830,3716,1142,23851,289,415,954,786,590,435,369,309,169,4314,6780,7557,17692,18630,13729,10754,8029,4183,1322,88666,145,1782,6624,6202,5093,2710,386,4,0,22946,2031,2684,4740,5921,4206,2905,672,45,0,23206,254,328,1043,757,381,341,76,10,0,3179,39,111,277,178,128,72,27,13,0,840,2465,4899,12686,13061,9802,6032,1163,69,3,50172,65,171,402,291,211,123,11,0,0,1270,509,228,346,350,237,166,16,5,0,1855,569,399,744,639,451,290,31,5,0,3126
LGA27170,341,769,1936,1794,1682,1165,259,17,0,7961,388,248,332,241,233,307,196,45,3,2001,47,21,56,56,61,91,41,5,0,389,16,18,50,36,30,20,5,3,0,183,795,1060,2371,2130,2007,1588,502,70,6,10527,33,62,83,56,43,37,7,0,0,319,72,22,30,11,10,16,7,3,0,176,108,90,110,65,46,60,11,3,0,495,902,1149,2483,2196,2051,1642,521,74,7,11021,516,139,241,236,339,643,1537,917,297,4857,71,73,161,144,112,101,101,58,25,846,1485,1362,2887,2576,2502,2388,2153,1045,326,16729,149,433,1040,1075,1106,698,85,7,0,4584,523,415,964,1005,871,760,232,19,0,4793,65,45,196,93,74,106,28,5,0,605,24,23,54,30,15,11,6,6,0,174,749,914,2256,2201,2074,1574,342,32,3,10159,17,30,42,37,31,23,3,0,0,188,67,26,40,31,27,25,8,0,0,218,83,50,81,72,65,54,13,0,0,411
LGA27260,540,2972,13537,20247,10344,5430,881,26,0,53976,1741,3028,4316,3452,1914,1331,553,68,6,16401,217,260,528,583,360,288,92,10,0,2340,49,265,720,585,232,114,35,3,0,2010,2549,6522,19109,24868,12851,7164,1563,113,7,74732,175,454,853,765,497,259,44,0,0,3049,630,396,291,149,100,109,42,0,0,1722,806,849,1140,916,595,371,85,5,0,4775,3354,7373,20251,25782,13445,7533,1640,112,11,79507,4550,1723,2500,2151,1756,2607,4948,2537,558,23333,455,673,1795,1589,797,517,341,189,89,6443,8356,9771,24543,29524,15991,10655,6936,2847,659,109284,163,1860,8966,10487,5996,2777,318,14,0,30585,2217,3023,6178,7154,4057,2516,519,27,0,25693,281,348,1218,995,404,310,84,0,0,3654,41,153,426,300,161,61,13,7,3,1163,2703,5382,16788,18940,10626,5661,937,47,5,61093,98,282,883,648,318,169,18,0,0,2430,577,371,682,631,272,153,24,0,0,2714,672,654,1571,1283,595,325,41,0,0,5142
LGA27350,31,989,8987,5474,3216,1955,454,45,0,21155,270,983,1904,1009,659,666,428,104,7,6024,61,151,346,192,91,95,46,7,0,990,9,32,137,66,46,17,3,7,5,311,381,2156,11369,6737,4011,2727,937,165,6,28489,10,83,232,160,160,115,14,0,0,772,76,99,96,49,38,57,16,4,0,439,87,182,324,212,204,175,33,4,0,1211,464,2338,11692,6950,4204,2901,967,173,6,29703,649,422,685,529,620,1095,1760,1160,412,7327,54,180,655,423,306,284,166,93,52,2219,1165,2938,13037,7903,5132,4277,2896,1423,473,39249,24,1060,8647,3814,2411,1386,229,15,0,17588,459,1516,2702,1721,1263,1049,460,72,4,9243,80,241,566,394,126,110,60,3,0,1591,13,33,105,51,34,14,5,0,0,259,582,2855,12020,5983,3836,2563,754,92,4,28687,8,55,178,78,98,48,9,0,0,477,109,116,122,64,81,65,18,4,0,567,116,173,301,137,177,110,27,0,0,1042
LGA27450,696,2188,6619,7164,7174,5215,1145,82,9,30294,1262,1063,1124,1058,1231,1584,994,202,3,8512,236,164,244,265,315,387,147,30,0,1789,50,77,143,123,131,76,32,4,0,645,2246,3497,8125,8613,8853,7260,2320,325,15,41244,67,155,195,136,159,150,25,0,0,894,273,99,74,37,52,60,35,0,0,619,333,252,271,170,210,214,61,0,0,1515,2578,3751,8392,8786,9062,7468,2377,326,16,42756,2173,553,678,713,994,2004,5104,3565,986,16772,175,195,394,375,442,368,284,239,79,2554,4929,4499,9468,9875,10494,9845,7767,4135,1086,62089,195,1165,3663,3230,4166,2602,451,17,0,15491,1780,1837,3027,4341,4021,3521,1048,102,8,19678,309,278,831,527,403,427,144,25,0,2947,35,64,136,104,103,68,23,6,7,543,2329,3343,7661,8202,8689,6616,1667,143,13,38658,45,84,84,90,97,89,0,0,0,493,308,101,105,153,122,115,20,3,0,930,348,190,190,244,219,206,26,4,0,1425
LGA27630,23,80,177,170,210,286,79,19,4,1040,45,16,39,37,21,58,44,18,3,289,3,0,3,3,11,30,11,0,0,56,0,0,8,9,3,5,0,4,0,34,79,96,225,215,255,378,132,42,6,1423,5,5,10,0,3,9,0,0,0,32,3,3,0,0,4,5,0,0,0,14,7,7,10,0,4,14,0,0,0,51,82,105,235,218,261,384,132,42,9,1471,86,21,33,40,64,173,342,205,96,1069,22,9,21,19,16,31,44,42,21,229,186,143,295,277,348,590,517,293,125,2769,4,26,89,76,107,120,31,6,0,455,50,27,96,117,135,179,46,5,0,667,4,5,22,13,12,24,10,0,0,88,6,4,4,4,3,4,0,5,0,34,59,64,210,207,259,333,93,19,0,1243,0,0,0,0,3,0,0,0,0,7,4,0,0,5,4,6,0,0,0,18,6,4,5,5,5,3,0,0,0,29
LGA29399,3,16,41,35,30,23,6,4,0,149,4,27,51,4,9,5,5,0,5,110,0,4,4,0,0,0,0,0,0,13,0,0,10,0,3,0,0,0,0,15,12,50,105,43,31,29,16,6,5,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50,105,43,31,26,19,6,5,299,3,4,3,3,6,3,14,5,0,44,7,25,40,12,15,4,9,4,0,119,23,80,151,61,58,35,34,8,0,456,5,16,21,19,16,13,3,0,0,102,10,35,40,11,14,10,4,0,0,123,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,8,14,53,67,36,31,21,4,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4,0,0,0,3,0,5,0,0,0,4
LGA29499,19,59,201,145,110,77,13,0,0,621,16,38,92,39,43,34,20,0,0,281,0,10,14,12,8,14,4,0,0,74,3,4,12,7,14,5,0,0,0,44,43,104,316,210,182,131,36,7,0,1022,12,25,57,64,50,23,0,0,0,222,8,24,17,13,13,5,0,0,0,78,16,46,75,71,56,28,6,0,0,298,63,152,389,284,241,154,40,7,0,1324,77,73,169,199,220,198,223,62,5,1218,91,124,383,525,461,287,130,22,7,2028,234,345,939,1008,912,644,392,90,15,4576,9,35,126,65,39,33,0,0,0,302,22,59,131,50,42,55,3,0,0,367,3,11,30,12,14,8,4,0,0,85,0,0,9,0,0,0,3,4,0,16,37,109,287,131,99,96,9,6,0,771,7,15,34,19,10,13,5,0,0,105,26,13,18,13,8,9,8,0,0,79,32,23,55,38,14,20,6,0,0,191
LGA29799,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,0,0,0,24,0,0,6,16,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
