LGA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
LGA25490,1384,1464,506,55,598,655,129,311,1286,161,1078,9245,515,14784,29,23,5,0,17,8,0,0,26,0,28,180,16,303,76,36,29,9,42,34,7,17,41,10,42,212,8,421,21,8,6,0,15,14,6,10,6,3,9,102,9,167,4,0,0,3,3,4,0,0,4,0,3,13,0,42,0,0,0,0,0,0,0,0,0,0,3,3,0,11,9,0,0,0,7,0,0,0,3,0,3,126,9,151,0,0,0,0,0,0,0,0,3,0,0,22,0,28,0,0,0,0,5,5,0,0,3,0,7,27,0,34,6,6,0,0,5,3,0,0,5,0,0,50,4,66,0,0,0,0,3,4,0,0,5,0,0,49,10,67,150,86,43,11,91,68,12,24,97,16,97,788,53,1287,43,26,19,13,22,24,11,13,30,20,23,183,961,1304,1579,1571,564,81,713,744,153,352,1419,190,1195,10218,1530,17374,568,776,225,7
LGA25620,1593,1280,514,74,668,626,153,316,1317,173,1091,6845,410,12020,38,24,10,3,13,18,7,12,21,0,24,101,7,207,169,67,51,12,66,78,16,41,89,17,80,261,19,649,52,20,25,0,22,28,4,13,13,7,19,105,5,224,34,15,14,0,31,12,5,4,22,0,19,77,9,185,0,0,0,0,0,4,0,0,0,0,4,15,0,25,11,5,6,0,3,3,0,0,4,0,7,83,7,114,0,0,3,0,0,0,0,0,0,0,0,22,0,29,10,8,0,0,7,3,0,3,3,0,6,71,0,99,16,10,10,0,0,3,0,7,16,0,13,50,3,97,8,0,4,0,0,3,0,0,8,0,6,52,0,76,339,143,118,14,150,149,27,78,178,32,184,837,51,1710,62,25,9,0,24,25,8,17,31,4,19,155,1182,1473,1993,1447,648,94,843,801,193,409,1534,211,1293,7842,1636,15197,619,689,208,5
LGA25710,3989,4515,1502,243,1422,1570,349,547,4506,352,4059,32700,2005,50919,74,75,32,0,21,22,10,12,69,5,66,488,23,768,370,290,179,43,162,196,40,66,261,52,296,1663,104,3069,136,51,56,18,49,68,15,24,71,19,108,581,28,1002,249,71,87,36,144,134,33,23,85,31,157,837,71,1594,67,27,26,6,41,29,8,13,42,4,52,395,17,598,38,43,15,6,38,23,11,3,27,3,62,542,19,766,24,18,13,5,23,8,5,3,20,3,39,608,7,740,39,33,8,7,47,27,6,4,24,5,55,429,7,630,44,46,18,5,16,14,4,4,59,4,57,392,13,605,38,32,12,3,17,13,8,4,29,0,36,339,14,506,1073,690,441,122,560,537,125,156,691,130,924,6279,306,10281,51,23,19,23,16,31,6,11,34,11,31,146,1402,1701,5113,5220,1961,393,1997,2141,479,716,5227,488,5014,39126,3717,62895,2089,3073,834,5
LGA25810,1506,1046,457,45,671,569,108,327,1203,130,943,5126,406,9702,10,14,0,0,0,3,0,3,7,4,12,69,0,108,64,31,17,4,30,36,5,23,33,6,38,103,9,261,20,4,15,0,9,13,0,3,0,6,9,53,3,115,17,5,0,3,17,12,7,0,5,0,12,30,0,60,0,0,0,0,5,0,0,0,4,0,3,14,0,25,4,3,0,0,4,3,0,0,5,0,6,159,9,194,0,0,0,0,0,0,0,4,0,0,0,109,0,110,0,0,0,0,7,4,0,0,0,0,3,111,0,123,3,5,0,0,3,0,0,0,0,0,4,26,3,46,0,5,0,0,0,3,0,0,5,0,5,41,0,56,129,70,42,8,79,72,9,30,55,17,90,718,34,1098,43,28,14,3,14,20,8,18,26,8,17,99,933,1151,1678,1144,516,55,765,663,122,374,1284,154,1048,5943,1375,11948,488,472,148,0
LGA25900,3560,5783,1725,178,1333,1592,344,708,7539,376,5102,39989,1926,61848,156,328,83,9,60,69,15,37,338,25,229,1878,79,2914,397,468,198,31,138,186,36,89,509,47,458,4071,189,6075,129,195,84,6,63,105,15,35,169,25,225,2765,93,3626,660,229,248,92,469,409,124,98,406,98,517,2842,217,5012,87,63,40,9,67,54,16,11,134,12,128,993,46,1422,92,188,35,4,109,59,10,9,186,16,221,2463,64,3230,72,70,32,9,69,45,13,7,100,11,178,2314,54,2830,63,97,28,9,103,53,20,12,92,7,119,2444,59,2943,116,225,55,5,46,38,20,15,323,18,256,3099,78,4041,64,126,31,3,57,26,9,14,146,10,109,980,44,1465,1845,1992,834,174,1177,1062,278,329,2397,250,2446,23851,927,33549,105,42,31,18,56,57,21,15,70,11,61,346,5915,6544,5503,7813,2599,368,2573,2706,639,1048,10012,647,7608,64182,8769,101942,2123,5355,1126,16
LGA25990,865,694,262,41,380,379,67,223,782,98,541,3217,454,6223,12,11,8,0,4,6,0,7,17,0,13,39,11,96,86,34,21,3,42,45,6,28,45,9,44,124,12,313,15,0,8,5,7,15,3,10,10,4,10,39,4,93,18,5,3,0,15,10,0,0,10,3,4,23,6,69,0,0,5,0,0,0,0,0,0,0,0,8,7,15,7,6,0,0,3,0,0,0,4,0,9,33,8,58,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,3,0,0,4,6,0,0,7,0,11,23,3,40,6,0,0,0,0,5,0,0,0,0,6,17,4,25,142,58,51,8,81,77,12,50,95,21,93,307,63,733,34,6,18,0,14,10,3,8,21,3,20,72,574,716,1044,763,328,43,468,470,87,275,895,123,651,3594,1087,7671,310,331,87,0
LGA26080,359,221,155,23,104,210,21,69,214,41,233,1492,85,2673,5,3,0,0,0,3,0,0,3,0,5,23,0,44,28,6,13,0,9,11,0,9,10,0,11,63,9,141,13,5,3,0,8,0,0,0,0,3,3,18,0,40,8,0,3,0,6,10,0,0,5,0,3,14,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,4,19,0,26,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,4,0,0,0,0,0,0,24,0,26,0,0,0,0,0,0,0,0,3,0,0,4,0,7,54,22,24,3,22,35,5,9,23,8,25,184,4,351,9,8,11,0,0,6,0,0,3,0,3,23,198,255,425,251,191,26,132,248,27,70,249,50,263,1703,291,3276,114,101,51,4
LGA26170,2975,2401,950,151,1265,1362,266,573,2551,328,2154,14425,869,24736,54,36,21,5,23,22,3,16,41,7,42,222,16,407,338,154,116,30,148,173,28,86,167,36,172,528,44,1347,118,39,43,15,61,69,7,35,48,16,72,271,19,590,73,22,23,17,79,53,6,13,41,10,57,135,19,354,6,4,0,0,3,4,0,0,0,0,0,21,0,39,14,11,7,4,20,6,0,0,12,3,13,165,11,234,3,3,0,0,3,0,0,0,0,0,3,81,0,97,13,9,4,0,17,7,5,8,5,0,9,102,3,155,27,10,10,0,4,4,3,5,16,0,14,97,6,162,14,7,10,0,7,11,0,0,6,3,16,72,0,129,650,292,229,68,383,353,60,161,338,70,394,1695,122,3516,117,50,41,8,46,54,7,31,71,14,37,297,1743,2327,3743,2744,1224,223,1690,1770,332,765,2961,411,2584,16415,2733,30577,1148,1235,366,5
LGA26260,1834,1393,552,102,821,712,143,324,1487,176,1223,8139,524,14204,32,19,13,0,5,10,7,6,24,4,12,150,10,230,82,46,30,9,40,51,7,22,39,15,45,169,21,402,26,6,9,0,11,6,7,12,16,7,13,57,6,121,11,6,4,0,7,3,5,4,3,0,4,27,0,50,0,0,0,0,3,0,0,0,0,0,0,8,0,17,10,9,3,0,11,4,0,3,0,0,4,82,3,112,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,0,0,3,0,0,0,0,7,112,0,123,8,5,4,0,3,0,0,0,0,0,15,43,0,70,3,11,6,0,6,3,0,0,6,0,6,67,6,104,176,97,67,14,86,82,29,45,99,23,111,744,50,1276,61,22,9,17,36,27,4,9,32,8,32,126,816,1109,2066,1516,629,129,942,817,173,372,1614,209,1367,9015,1392,16588,653,711,224,6
LGA26350,3909,6101,2076,352,1392,1914,400,634,6768,389,5140,43820,2169,66886,139,252,69,9,60,86,0,14,257,19,169,1596,63,2457,347,384,190,42,122,175,43,64,414,33,346,2901,134,4539,134,122,72,21,66,72,16,10,137,20,154,1578,57,2255,836,217,278,154,484,513,103,97,366,137,585,2240,144,4513,83,76,45,9,55,63,15,11,87,10,95,895,21,1272,162,255,80,12,158,108,26,18,177,22,300,3259,72,4320,112,145,73,25,161,91,22,30,179,19,279,4621,92,5576,111,140,44,15,171,67,13,16,111,6,156,2973,73,3656,104,160,67,5,46,44,4,11,209,8,162,2084,46,2753,87,113,40,12,58,49,14,7,114,6,127,1007,39,1489,2114,1861,959,307,1373,1267,264,289,2060,282,2370,23148,736,32835,82,37,35,18,47,54,11,15,61,22,49,338,4382,4981,6109,8002,3071,675,2816,3226,676,943,8888,690,7566,67305,7290,104703,2036,5396,1226,16
LGA26430,1339,880,469,96,513,622,141,276,1004,147,808,5104,352,9209,29,20,9,0,10,12,3,8,16,3,13,61,6,131,99,32,32,7,34,44,9,25,34,7,54,168,16,389,25,3,5,4,14,20,6,3,7,3,10,75,7,140,24,6,8,4,25,24,3,3,12,9,14,36,9,115,0,0,0,0,5,0,0,0,0,0,0,11,0,14,5,16,5,0,10,0,6,0,3,5,13,89,4,135,5,0,0,0,0,0,0,0,0,0,0,43,0,52,0,5,0,0,3,0,0,0,0,0,0,54,0,58,5,8,0,0,0,6,0,0,3,0,7,27,4,53,4,0,0,0,0,4,0,0,0,0,5,17,0,30,197,84,63,24,103,108,21,41,76,22,115,576,48,1119,49,25,21,4,24,25,3,6,25,4,22,119,885,1118,1589,992,554,121,639,755,163,324,1105,175,945,5806,1278,11455,448,421,163,0
LGA26490,2426,2718,1072,231,844,1122,209,372,2502,245,2317,20364,1150,31262,46,58,14,3,22,22,7,4,35,4,31,342,20,531,196,124,93,24,82,109,17,32,133,26,159,904,45,1596,69,41,31,13,32,37,10,12,36,6,49,435,17,677,75,25,24,9,55,42,9,8,38,11,48,201,15,418,9,3,6,0,4,0,0,0,0,0,4,41,0,60,8,9,0,0,3,4,0,0,10,0,8,175,8,219,11,12,3,0,0,0,0,0,4,0,4,102,4,139,12,8,0,0,3,12,0,0,7,0,6,69,0,99,22,29,6,7,9,10,0,0,36,4,18,315,13,432,15,17,7,0,11,11,0,0,12,0,25,177,8,261,461,320,193,53,222,248,53,60,306,58,360,2762,124,4431,61,25,20,28,34,24,10,22,33,13,37,144,1703,2001,2949,3064,1281,309,1097,1396,271,450,2843,315,2712,23266,2979,37694,1037,1656,459,11
LGA26610,1807,1860,515,128,828,799,183,381,1488,178,1165,9308,751,15912,17,18,9,3,53,19,6,7,17,4,12,350,13,463,55,20,16,4,27,23,5,16,24,4,26,94,6,211,23,4,4,0,9,9,8,6,10,0,9,50,6,99,76,25,18,13,62,32,9,11,24,7,33,82,18,264,0,4,0,0,0,3,0,0,0,0,3,29,6,44,14,43,9,0,38,17,3,0,20,9,39,1401,97,1653,0,3,0,0,0,5,0,0,0,0,0,193,3,202,4,14,0,0,18,5,3,0,3,0,9,375,12,442,4,3,5,0,5,0,0,0,5,0,9,32,0,61,6,8,0,0,13,4,0,0,4,0,7,101,3,128,202,151,58,22,213,115,33,40,99,29,148,2715,164,3558,73,38,13,9,27,30,13,20,28,7,21,172,1606,1928,2084,2050,588,159,1075,946,229,441,1617,208,1331,12189,2524,21403,643,992,169,8
LGA26670,701,508,234,47,280,287,56,140,572,56,434,2911,141,5126,24,6,3,0,6,3,0,0,8,0,3,37,0,74,44,17,14,0,14,29,4,8,20,5,28,66,4,168,18,6,4,3,8,10,0,4,3,6,12,39,7,92,11,5,0,0,12,5,0,7,5,0,3,24,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,39,0,52,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,4,0,0,0,0,0,0,22,0,22,3,3,0,0,0,0,0,0,9,0,6,18,0,33,3,5,0,0,0,0,0,0,0,0,0,12,0,18,100,42,28,9,44,52,9,17,48,12,55,259,16,526,18,9,0,8,7,7,4,4,11,0,5,55,481,583,819,565,266,54,330,351,71,159,630,70,495,3222,643,6223,330,262,87,4
LGA26700,3068,3027,955,193,1267,1334,277,634,2911,331,2312,13979,962,25218,35,21,11,3,15,12,0,8,23,0,23,125,12,237,168,83,46,16,63,86,15,48,79,14,78,291,15,696,73,19,19,3,29,41,7,21,30,11,31,136,4,304,114,43,44,18,72,84,11,24,44,20,65,137,14,427,0,0,0,0,5,0,0,0,3,0,0,19,0,26,13,19,0,0,16,5,0,0,12,0,13,307,12,385,0,9,0,0,0,0,0,0,0,0,5,58,4,80,7,8,6,0,12,0,3,0,3,0,4,269,3,308,17,19,13,0,5,3,3,0,12,0,19,59,0,121,10,12,3,0,5,3,0,0,12,0,17,66,0,106,432,233,133,45,224,241,39,103,220,54,245,1468,68,2693,101,44,27,16,39,51,10,30,49,16,46,206,1439,1898,3599,3303,1121,255,1519,1618,333,756,3188,403,2605,15652,2470,29808,1102,1636,362,8
LGA26730,3030,3269,1064,231,1518,1507,325,629,3422,378,2618,17121,1321,30025,39,51,14,0,17,24,5,15,40,8,39,246,29,444,168,83,63,13,85,74,10,36,99,29,88,351,20,772,50,21,19,3,23,29,3,5,22,6,23,164,13,304,14,3,6,0,18,17,0,5,15,4,10,69,5,129,5,3,0,0,8,0,4,6,6,0,7,58,0,79,10,15,6,0,19,10,3,4,12,5,22,514,19,599,4,4,0,0,5,0,0,0,3,0,3,332,5,353,3,11,4,0,23,7,0,0,4,0,9,311,5,367,9,4,5,0,3,3,0,5,9,0,16,101,3,143,15,16,0,0,11,4,0,0,11,0,16,134,5,183,312,212,121,26,203,168,23,63,215,51,228,2280,112,3382,77,29,23,14,42,49,11,16,40,19,23,159,1640,1996,3427,3506,1208,268,1764,1729,362,713,3678,444,2878,19553,3074,35406,934,1772,340,11
LGA26810,4315,3930,1319,227,2033,2008,451,1122,4162,505,3296,20792,1941,37082,86,77,25,0,31,37,9,18,67,8,42,348,47,649,417,162,122,23,181,177,24,117,199,57,197,643,54,1596,117,30,35,16,62,93,19,35,54,23,54,267,23,595,84,23,25,7,60,50,8,28,34,8,38,162,26,396,3,7,0,0,7,6,0,0,8,3,10,42,38,101,26,23,6,0,41,7,5,0,38,5,39,466,122,719,3,4,3,0,6,3,0,0,0,0,11,87,37,144,13,23,0,0,21,4,0,0,6,4,17,288,19,368,32,16,4,0,13,14,0,9,27,8,29,122,10,222,15,14,7,0,18,10,0,3,12,0,23,159,25,248,794,383,227,54,439,396,67,207,444,115,463,2574,397,5034,180,84,39,33,64,91,21,51,112,17,79,342,2774,3528,5279,4388,1583,310,2541,2493,530,1379,4720,636,3837,23706,5108,45639,1469,1930,437,11
LGA26890,487,318,113,32,194,194,27,92,327,38,243,1991,96,3365,8,9,0,0,10,0,0,0,7,0,0,22,0,40,20,6,6,0,15,8,0,11,20,3,7,44,0,95,11,0,3,0,3,3,0,3,5,0,0,18,0,35,0,6,0,0,6,5,0,0,0,0,4,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,27,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,22,0,25,0,0,0,0,0,0,0,0,0,0,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,12,45,17,12,0,40,18,0,14,28,3,26,145,3,269,19,3,4,0,6,8,0,4,11,3,6,40,294,367,554,345,133,34,236,225,33,110,363,45,271,2170,393,4006,215,172,49,0
LGA26980,7497,9358,3003,658,3027,3464,710,1199,9588,793,8848,57915,3017,93383,155,216,68,9,116,105,19,28,170,29,209,1360,62,2191,742,433,281,82,325,398,68,135,421,81,542,2146,109,4423,271,120,117,53,108,168,38,45,136,44,198,875,54,1738,1129,255,354,182,737,577,110,145,417,160,658,2178,136,5000,163,103,51,20,130,85,27,24,159,26,183,1659,53,2318,582,651,275,70,779,341,92,57,403,93,1102,9796,297,13285,604,534,395,108,1087,553,169,104,620,126,1572,22642,391,27429,375,382,82,43,606,265,64,40,238,46,483,8527,213,10600,118,141,49,4,60,39,9,15,167,8,136,1081,44,1624,116,131,48,9,81,58,13,19,114,17,145,1051,48,1609,4258,2981,1721,584,4033,2601,618,616,2836,627,5227,51316,1406,70212,152,50,55,18,85,78,26,23,68,23,86,392,4973,5748,11911,12387,4777,1261,7135,6144,1351,1832,12498,1445,14158,109619,9397,169346,3101,6385,1446,9
LGA27070,7710,12371,2360,397,4296,3082,860,1352,11986,758,9673,90688,5485,133440,251,304,62,23,321,143,47,38,232,37,244,2729,132,4018,537,315,167,42,311,253,50,104,340,61,347,1662,109,3292,191,102,63,27,120,108,18,43,100,28,145,699,45,1284,4418,1033,1087,590,3207,2140,530,545,1957,575,2469,9182,773,20183,1031,702,222,57,1068,465,171,116,884,96,1389,7761,423,12052,493,654,183,39,816,249,96,53,317,71,904,7613,296,10667,110,121,59,19,215,86,41,13,98,26,331,3976,105,4938,557,656,133,24,1424,378,101,48,363,53,936,21040,510,25106,128,125,41,8,97,44,8,10,114,13,117,1078,35,1582,153,158,45,4,194,61,20,10,142,8,231,2275,81,3103,7870,4165,2061,820,7770,3918,1080,986,4556,978,7120,58024,2506,86232,240,122,72,27,157,121,26,47,158,27,116,822,8278,9719,15814,16661,4496,1245,12220,7119,1962,2385,16693,1772,16910,149534,16264,229396,4442,8249,1369,25
LGA27170,3746,4357,1203,242,1778,1647,410,828,5088,388,3725,20283,1442,36174,63,59,20,0,29,35,11,18,67,6,57,241,18,468,216,92,79,16,97,101,27,62,122,23,136,446,32,1000,132,43,52,15,92,100,19,37,59,22,81,251,26,621,104,20,41,20,60,62,16,18,40,17,78,154,28,431,8,9,3,0,6,5,0,0,7,0,6,87,4,115,21,28,11,0,33,12,3,0,19,4,30,541,14,688,8,3,3,0,6,4,0,5,6,0,7,118,0,148,20,28,0,0,44,16,10,3,24,0,46,598,8,739,19,18,7,0,6,5,0,0,20,0,26,79,5,152,3,12,7,0,15,5,0,0,15,0,20,464,7,542,599,314,230,60,400,344,82,139,379,75,490,2979,140,4904,97,53,25,7,52,44,17,27,63,12,53,150,1793,2175,4440,4731,1452,308,2222,2039,508,997,5535,468,4264,23414,3381,43253,1355,2374,435,10
LGA27260,7501,13143,2152,343,4329,3116,793,1550,12252,726,10054,93933,5455,136855,555,1088,138,24,869,345,100,110,546,80,664,8918,501,12606,1035,618,315,87,616,464,94,235,618,110,654,3066,205,6082,267,122,95,40,142,139,28,64,147,46,181,969,42,1715,1344,419,367,179,1100,648,150,194,745,171,893,4242,283,8057,283,280,67,10,344,140,54,25,266,31,391,4707,226,6224,691,1201,268,50,1303,410,133,94,537,121,1500,16317,483,21488,150,204,114,15,408,116,44,27,170,27,518,8112,161,9721,855,1406,217,30,2969,642,172,66,777,100,1960,53604,1259,62391,248,199,69,17,183,82,21,21,230,20,263,2086,85,3072,224,331,61,5,446,104,25,13,242,24,397,6817,294,8556,5640,5869,1709,445,8386,3086,823,860,4280,739,7424,108831,3539,139921,171,95,45,17,115,67,14,27,95,20,100,906,13870,15236,13314,19105,3906,806,12826,6271,1628,2435,16628,1490,17575,203670,22860,292011,4656,9583,1332,17
LGA27350,2943,6417,1386,170,1075,1157,295,482,8177,282,5111,37861,1874,59676,129,349,68,10,51,40,13,25,387,16,209,1707,71,2764,288,407,160,26,98,126,23,50,520,23,359,2841,121,4450,78,128,53,14,41,49,14,15,153,5,144,1471,48,2033,612,166,173,106,385,327,82,79,333,77,436,1445,85,3079,76,68,18,13,68,47,15,16,83,11,80,658,29,989,301,335,106,52,367,150,55,24,365,54,506,3247,154,4969,122,87,49,29,125,80,20,15,153,17,206,1615,38,2257,27,77,12,8,45,32,8,0,72,9,65,981,33,1260,83,167,48,4,31,31,12,8,268,9,173,1723,43,2387,61,113,18,0,56,25,7,11,105,10,91,1148,65,1575,1776,1900,701,267,1262,909,248,251,2443,232,2267,16848,689,25774,45,30,21,5,42,31,8,18,57,3,44,280,4205,4665,4764,8350,2101,435,2383,2095,547,743,10678,519,7416,54987,6768,90114,1753,5963,902,8
