LGA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA25900,..,735,1901,358,136,106,102,34,11,3382,..,423,2482,2489,1940,1777,1519,907,376,11919,67,163,305,175,121,118,83,39,18,1079,5357,4168,11212,8632,6940,5288,3733,1944,630,47901,..,83,3172,6332,5521,4398,3143,1706,337,24690,..,883,7399,3761,2089,1246,602,171,21,16166,..,13,128,610,1083,666,252,153,105,3006,10799,..,..,..,..,..,..,..,..,10799,..,3196,..,..,..,..,..,..,..,3196,..,946,780,254,260,144,11,0,0,2393,..,408,480,130,109,121,139,96,54,1533,..,150,361,73,33,22,15,0,0,655,..,1499,3892,846,379,288,235,70,22,7215,..,733,4550,4517,3698,3330,2575,1405,535,21347,135,250,514,344,239,217,143,62,25,1929,10940,8155,21260,16863,13406,10435,7120,3665,1086,92915
LGA25990,..,0,7,11,11,18,16,3,0,61,..,5,13,18,38,81,120,103,30,415,8,13,9,9,6,10,5,0,6,51,510,281,297,332,472,535,532,249,68,3284,..,13,180,314,506,583,654,277,49,2567,..,69,168,119,148,133,95,16,0,750,..,6,39,51,80,49,34,17,20,297,1011,..,..,..,..,..,..,..,..,1011,..,231,..,..,..,..,..,..,..,231,..,194,95,43,34,18,5,0,0,393,..,24,5,10,20,32,16,18,6,131,..,11,17,4,5,5,9,0,4,53,..,9,12,7,16,31,33,15,0,124,..,16,30,63,115,214,271,184,50,942,9,19,10,11,22,21,16,4,3,116,1015,601,560,619,953,1085,1123,530,128,6617
LGA26080,..,0,0,0,0,3,4,0,0,14,..,3,4,6,16,62,80,96,51,323,0,0,10,4,3,6,7,0,3,36,150,81,69,113,166,282,350,251,90,1556,..,0,37,124,187,302,477,292,65,1481,..,3,41,36,29,43,40,18,0,205,..,0,4,6,29,20,6,7,15,80,284,..,..,..,..,..,..,..,..,284,..,119,..,..,..,..,..,..,..,119,..,59,29,14,6,11,0,0,0,127,..,0,3,0,4,7,5,5,5,27,..,0,3,0,3,0,0,0,0,8,..,0,0,5,0,5,12,0,0,31,..,4,11,18,33,92,120,137,74,488,0,7,11,8,5,14,13,6,3,71,294,200,146,207,295,492,679,451,158,2923
LGA26170,..,24,25,14,40,46,51,14,3,220,..,30,73,95,163,437,515,396,223,1929,29,48,27,13,25,56,36,20,4,256,2270,1253,1272,1478,1906,2284,2182,1084,350,14081,..,17,743,1578,2084,2486,2736,1287,230,11157,..,211,718,515,564,537,296,70,12,2921,..,22,138,267,312,170,91,53,44,1096,4716,..,..,..,..,..,..,..,..,4716,..,1195,..,..,..,..,..,..,..,1195,..,824,400,148,101,59,8,0,0,1536,..,76,40,29,33,83,76,39,27,405,..,71,51,27,20,17,11,3,3,207,..,67,92,27,65,107,95,28,9,489,..,55,187,239,399,819,963,624,303,3582,66,81,67,37,55,104,77,35,6,533,4777,2624,2427,2863,3637,4377,4349,2153,632,27844
LGA26260,..,45,34,14,13,19,16,8,0,145,..,37,77,60,105,213,305,290,172,1269,27,28,17,11,12,15,14,7,7,141,1297,729,761,854,962,1149,1080,656,260,7743,..,15,457,919,1119,1371,1364,636,139,6022,..,186,459,217,174,162,100,32,0,1337,..,17,75,150,193,92,38,36,18,616,2628,..,..,..,..,..,..,..,..,2628,..,572,..,..,..,..,..,..,..,572,..,459,200,66,52,35,3,0,0,813,..,45,26,21,16,38,30,22,10,219,..,45,25,16,13,11,5,4,0,113,..,82,76,19,28,47,36,16,0,299,..,90,213,151,249,447,513,438,240,2334,34,55,36,20,18,32,31,17,9,258,2659,1559,1559,1582,1868,2229,2116,1211,427,15210
LGA26350,..,1320,1968,246,88,93,68,27,15,3816,..,637,2658,1753,1115,1192,1600,1322,745,11022,67,230,327,129,72,89,83,48,27,1067,5588,6388,11494,7076,6187,5179,4574,3009,1234,50733,..,60,3310,6520,6625,5631,4614,2932,718,30411,..,964,6952,2380,1199,734,437,134,23,12823,..,10,103,506,988,702,272,202,152,2936,11244,..,..,..,..,..,..,..,..,11244,..,5094,..,..,..,..,..,..,..,5094,..,1301,1273,312,328,172,32,3,0,3420,..,504,597,137,94,160,150,156,118,1915,..,184,416,65,29,31,21,6,3,752,..,2305,4169,624,243,200,141,71,26,7774,..,1053,4834,3284,2103,2099,2362,1813,974,18526,131,390,595,234,168,148,129,81,36,1911,11379,11865,22250,14069,11778,9874,8156,5399,2052,96809
LGA26430,..,7,19,10,19,30,19,13,0,108,..,11,36,47,63,149,230,173,92,799,7,11,7,8,9,11,18,5,0,81,708,382,437,557,639,909,892,470,166,5162,..,3,217,510,610,983,1118,522,103,4069,..,82,253,197,205,180,111,34,3,1076,..,6,56,97,120,59,50,35,33,460,1469,..,..,..,..,..,..,..,..,1469,..,322,..,..,..,..,..,..,..,322,..,301,120,67,44,40,10,0,0,586,..,27,5,13,24,54,42,23,15,202,..,29,17,10,5,4,8,5,0,73,..,21,41,18,32,53,31,23,4,221,..,21,81,93,146,322,463,289,140,1556,19,27,23,25,24,31,33,12,0,199,1489,839,823,1028,1208,1737,1878,934,300,10231
LGA26490,..,124,212,48,28,51,37,11,0,504,..,18,89,129,142,316,410,319,152,1571,23,50,51,35,26,38,54,24,8,305,3359,1614,1764,2644,2484,2327,2012,929,278,17407,..,13,935,3088,3119,2911,2747,1164,202,14191,..,139,1042,993,707,461,237,61,3,3646,..,3,63,263,389,219,54,52,34,1073,6928,..,..,..,..,..,..,..,..,6928,..,1814,..,..,..,..,..,..,..,1814,..,866,428,123,78,57,4,0,0,1552,..,65,68,23,22,48,66,37,26,368,..,74,128,31,22,20,7,0,0,287,..,236,401,122,67,77,71,11,3,997,..,66,206,282,347,615,674,437,191,2822,59,104,98,75,69,92,108,46,6,660,6987,3395,3379,4996,4823,4498,3969,1816,479,34333
LGA26610,..,67,97,66,28,40,15,16,0,320,..,47,100,64,95,173,202,273,188,1134,24,34,38,8,5,28,26,19,6,187,1795,969,1376,1215,1070,1250,978,636,263,9553,..,46,918,1350,1210,1541,1279,637,138,7129,..,234,602,274,196,203,88,19,4,1618,..,20,156,195,182,127,52,38,29,795,3603,..,..,..,..,..,..,..,..,3603,..,697,..,..,..,..,..,..,..,697,..,575,255,77,68,42,0,0,0,1023,..,92,96,48,41,66,64,30,14,449,..,85,149,92,49,37,18,5,3,430,..,151,283,189,108,97,47,23,0,898,..,105,221,170,230,406,404,385,237,2152,50,60,80,39,19,50,46,21,11,372,3653,2063,2755,2432,2105,2565,1995,1159,433,19155
LGA26670,..,4,0,9,0,6,7,0,0,33,..,6,16,7,28,73,84,80,41,342,6,9,3,7,0,15,6,9,0,61,431,198,207,294,345,495,422,216,66,2674,..,7,137,326,388,621,592,271,42,2390,..,33,146,98,118,94,57,13,0,557,..,7,12,34,43,34,8,9,14,165,870,..,..,..,..,..,..,..,..,870,..,194,..,..,..,..,..,..,..,194,..,123,56,31,18,13,3,0,0,246,..,17,0,0,12,10,9,15,0,59,..,7,7,0,4,6,8,0,0,32,..,8,10,17,3,18,20,4,0,77,..,15,44,26,75,187,186,120,67,714,13,17,15,21,21,28,12,11,4,145,888,419,424,551,682,1010,887,451,126,5433
LGA26700,..,50,72,21,27,53,38,21,7,289,..,53,144,97,200,382,479,451,261,2058,24,45,23,14,28,31,27,18,6,217,2421,1419,1465,1616,1929,1999,1779,1131,405,14160,..,43,931,1734,2017,2232,2160,1199,240,10560,..,284,767,471,465,359,170,48,3,2572,..,33,170,303,377,180,86,87,51,1289,4842,..,..,..,..,..,..,..,..,4842,..,1158,..,..,..,..,..,..,..,1158,..,873,315,148,153,64,13,0,0,1559,..,87,59,31,34,79,91,57,34,456,..,88,74,24,25,13,10,7,3,236,..,98,157,62,65,100,80,39,5,607,..,108,277,252,437,744,830,658,345,3648,59,89,63,49,52,59,50,35,12,465,4896,2860,2812,3075,3635,3825,3489,2113,695,27399
LGA26730,..,132,176,32,34,54,43,11,5,488,..,55,200,160,248,497,561,530,327,2575,37,47,48,33,16,36,31,14,9,268,2772,1829,2146,2063,2231,2300,1963,1184,491,16980,..,31,1179,2053,2377,2517,2300,1182,270,11920,..,287,1124,659,473,352,173,40,11,3116,..,35,237,432,459,257,116,65,49,1650,5711,..,..,..,..,..,..,..,..,5711,..,1408,..,..,..,..,..,..,..,1408,..,1183,529,147,149,62,9,0,0,2084,..,150,97,40,60,87,80,37,32,576,..,100,152,45,28,8,3,3,0,331,..,262,410,101,83,97,84,17,6,1071,..,125,408,383,502,814,852,729,420,4228,104,74,109,65,49,58,51,32,4,539,5810,3654,4237,3926,4172,4253,3671,2123,798,32633
LGA26810,..,70,79,32,56,77,55,16,3,401,..,77,160,150,283,540,729,587,264,2799,61,61,49,30,37,71,48,19,9,383,3492,2003,2207,2353,2671,3110,2832,1457,435,20573,..,48,1368,2507,2709,3574,3517,1517,270,15506,..,461,1314,742,718,579,312,90,4,4214,..,43,257,423,484,244,152,90,61,1756,7112,..,..,..,..,..,..,..,..,7112,..,1587,..,..,..,..,..,..,..,1587,..,1341,501,210,143,87,20,0,0,2299,..,157,79,31,54,139,121,95,36,718,..,111,89,35,32,16,17,14,3,317,..,151,190,68,108,156,134,50,8,861,..,152,428,394,637,1119,1359,872,365,5324,109,129,109,77,93,132,127,47,13,837,7221,4179,4334,4490,4972,6043,5751,2771,767,40530
LGA26890,..,0,9,5,9,12,6,4,0,38,..,4,18,13,29,51,60,70,39,280,4,7,3,5,3,0,12,4,0,40,316,113,166,179,236,300,252,145,65,1782,..,9,127,207,259,382,333,143,29,1494,..,27,82,62,48,52,32,7,0,306,..,5,13,26,27,18,8,7,8,108,614,..,..,..,..,..,..,..,..,614,..,75,..,..,..,..,..,..,..,75,..,108,27,9,17,7,0,0,0,165,..,15,5,0,6,12,4,8,6,53,..,3,9,3,3,0,0,0,0,15,..,8,12,4,15,27,16,5,0,87,..,13,61,36,68,112,130,109,54,578,13,15,4,8,17,11,9,9,3,89,626,272,337,355,454,628,537,280,104,3589
LGA26980,..,994,1262,299,231,204,173,69,36,3257,..,367,1003,729,850,1404,1915,2130,1420,9821,115,263,208,117,73,93,96,63,42,1069,12871,10217,11085,11652,11525,9411,7852,5610,2485,82710,..,205,6923,15334,14584,11555,9299,5726,1511,65139,..,1033,4317,1886,1425,885,432,145,22,10142,..,24,288,1165,2173,1322,557,490,367,6394,26005,..,..,..,..,..,..,..,..,26005,..,11151,..,..,..,..,..,..,..,11151,..,3835,3335,961,818,410,89,3,0,9456,..,895,819,264,252,600,629,402,252,4116,..,643,929,292,166,96,41,12,12,2194,..,2353,3318,802,551,440,313,142,56,7975,..,751,1982,1503,1718,2448,2821,2799,1852,15881,221,457,383,227,159,161,159,91,52,1908,26225,21352,22301,22438,21845,17924,14341,9819,4124,160354
LGA27070,..,404,544,180,177,224,161,42,12,1740,..,200,865,691,850,1396,1667,1341,568,7568,184,234,228,105,100,115,95,75,41,1189,22706,12693,17438,17982,13674,11478,8729,4334,1339,110379,..,506,14151,24797,17155,13967,11040,4881,936,87437,..,1148,5615,3218,2032,1143,396,107,19,13678,..,126,1074,2444,3056,1913,889,543,297,10335,46684,..,..,..,..,..,..,..,..,46684,..,12868,..,..,..,..,..,..,..,12868,..,7789,6648,1933,1170,501,64,0,0,18107,..,1264,1436,512,514,946,916,573,279,6442,..,735,1040,335,208,142,59,20,3,2548,..,1115,1900,595,455,505,325,73,19,5001,..,388,1968,1803,2003,2481,2510,1860,789,13805,381,421,478,280,227,221,156,117,54,2346,47066,26364,34311,35929,26828,21825,16357,8175,2393,219249
LGA27170,..,102,100,22,42,64,39,14,0,383,..,85,229,188,304,498,615,463,202,2590,55,62,47,31,45,39,48,19,4,337,4140,2224,2770,2725,2574,2502,2141,1161,334,20576,..,75,1747,2804,2698,2772,2497,1154,210,13956,..,544,1521,789,610,395,168,64,7,4110,..,65,412,603,582,255,140,110,44,2216,8177,..,..,..,..,..,..,..,..,8177,..,1737,..,..,..,..,..,..,..,1737,..,1347,543,197,146,67,14,0,0,2305,..,196,137,56,52,121,108,57,39,755,..,150,133,52,28,8,12,0,0,384,..,240,270,70,113,138,91,20,3,944,..,172,543,458,631,905,973,649,270,4606,99,124,106,95,79,61,93,31,11,679,8271,4642,5405,5121,4937,4731,4082,2090,584,39860
LGA27260,..,607,892,284,229,209,150,41,11,2426,..,233,965,811,903,1246,1351,993,364,6880,206,267,256,113,90,121,71,50,14,1188,34301,15057,25082,26326,14747,10917,7097,2922,814,137260,..,742,22928,41071,19818,13182,8581,3009,422,109753,..,1665,6794,4007,2528,1323,465,87,9,16878,..,260,1653,2939,3107,1775,688,331,137,10904,70175,..,..,..,..,..,..,..,..,70175,..,15063,..,..,..,..,..,..,..,15063,..,7727,5604,1366,583,244,34,0,0,15562,..,2224,2572,800,603,1250,1203,499,223,9385,..,1231,1950,527,258,182,78,18,7,4241,..,2092,3401,929,585,479,310,95,13,7902,..,523,2326,2235,2162,2369,2154,1398,503,13673,417,495,589,296,216,213,118,82,21,2454,70590,32030,47819,54168,29868,21013,13636,5529,1334,275985
LGA27350,..,1623,3662,410,108,77,69,23,5,5979,..,279,2078,1581,1010,1057,1120,748,333,8203,65,205,424,143,82,89,52,36,16,1107,4508,4702,13053,6815,4764,3804,3014,1594,637,42879,..,54,2596,4920,4035,3396,2591,1255,300,19138,..,762,8443,3608,1660,979,510,128,16,16094,..,30,174,522,770,530,240,172,163,2595,8819,..,..,..,..,..,..,..,..,8819,..,2500,..,..,..,..,..,..,..,2500,..,848,801,253,265,170,33,0,0,2376,..,401,581,169,109,160,161,99,68,1747,..,231,760,93,37,28,8,6,0,1170,..,2806,7171,1049,306,218,147,58,10,11755,..,532,3911,3196,2110,1992,1775,1073,435,15018,129,338,821,318,186,155,105,53,25,2132,8950,8494,25263,14126,9478,7630,5559,2831,1012,83343
LGA27450,..,141,269,116,134,221,169,70,23,1141,..,80,397,411,645,1318,1821,1420,590,6681,169,294,180,104,104,131,108,56,17,1170,13460,8404,9276,10084,10589,9883,8021,4104,1201,75012,..,135,6242,12018,12503,12082,9859,4643,792,58270,..,927,5329,3198,2791,1821,790,215,15,15088,..,87,544,1395,2107,1245,587,335,176,6472,27664,..,..,..,..,..,..,..,..,27664,..,8061,..,..,..,..,..,..,..,8061,..,6339,3459,1018,599,271,47,0,0,11726,..,479,430,182,228,440,463,354,204,2778,..,423,397,174,178,143,70,27,6,1408,..,293,603,301,342,424,352,151,32,2499,..,175,916,1012,1565,2488,2830,2054,847,11895,329,533,387,222,250,241,195,114,26,2294,27992,17447,18308,19514,20558,19147,15204,7889,2100,148154
LGA27630,..,0,8,8,7,11,8,7,0,44,..,9,25,14,36,98,124,114,58,481,3,3,4,0,5,6,15,8,5,52,437,239,270,274,343,489,439,287,105,2881,..,11,211,293,366,644,533,300,68,2430,..,48,121,69,77,52,32,7,0,411,..,15,27,63,70,30,23,14,14,249,945,..,..,..,..,..,..,..,..,945,..,215,..,..,..,..,..,..,..,215,..,160,78,24,20,18,3,0,0,302,..,20,15,0,0,19,17,13,8,88,..,15,6,9,3,3,0,0,0,40,..,9,9,5,17,26,20,10,0,101,..,27,63,50,92,221,257,186,95,996,9,12,7,11,8,17,26,11,8,110,955,532,542,532,656,1026,910,539,197,5884
LGA29399,..,12,14,4,0,0,4,0,0,29,..,4,0,5,6,9,5,0,0,23,0,4,0,0,0,0,0,0,0,7,19,35,28,25,26,29,11,0,5,173,..,0,3,22,22,17,17,4,0,87,..,0,7,9,10,9,0,0,0,43,..,0,0,4,3,0,5,0,0,11,37,..,..,..,..,..,..,..,..,37,..,15,..,..,..,..,..,..,..,15,..,7,0,4,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,..,0,0,0,5,0,0,0,0,10,..,23,38,3,6,0,5,0,0,71,..,4,10,7,14,17,7,0,4,59,0,3,5,0,0,3,0,0,0,13,37,50,66,49,53,48,32,8,8,351
LGA29499,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,155,184,266,138,122,139,54,18,6,1091,155,184,266,138,122,139,54,18,6,1091,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,317,352,576,397,348,277,167,41,6,2477,317,352,576,397,348,277,167,41,6,2477
LGA29799,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
