LGA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
LGA24970,8,98,178,233,102,82,53,19,6,783,0,33,61,124,88,67,56,30,0,461,19,181,592,1596,555,448,371,185,60,3997,4,12,39,203,45,26,40,3,4,378,0,17,33,91,21,5,14,4,0,191,0,0,7,33,32,53,30,27,6,195,8,67,66,86,43,37,15,13,0,344,3,43,138,336,333,350,168,50,12,1439,0,0,6,11,7,9,8,10,4,44,0,0,17,33,15,4,6,0,0,77,26,155,327,909,364,373,341,294,155,2938,129,321,618,1378,386,291,256,291,198,3876,4359,10963,14472,28482,11436,9621,7458,5542,2518,94841,0,0,8,59,21,21,16,3,0,128,3748,7692,7299,8101,5043,3804,2965,2699,1666,43024,0,36,41,156,36,31,13,0,0,320,0,0,3,30,16,21,16,10,0,89,0,9,11,56,10,11,5,0,0,101,0,4,32,87,84,53,35,16,4,324,5,5,14,54,21,17,3,7,0,125
LGA25060,7,18,9,53,15,9,4,3,3,117,0,16,10,68,36,7,9,3,4,152,0,17,27,124,57,32,45,21,3,319,0,4,0,31,0,0,0,0,0,42,0,15,17,28,10,0,0,0,0,75,0,0,3,83,61,53,25,5,0,231,8,25,20,95,41,23,19,3,0,233,4,30,82,241,248,238,163,53,32,1086,0,0,0,10,0,6,5,0,0,29,0,0,4,24,9,0,4,0,0,40,4,108,124,886,328,280,223,172,61,2179,101,207,221,720,315,269,184,144,96,2248,3163,6917,7259,17545,8196,6745,5051,3050,1276,59191,0,0,4,11,0,3,0,0,0,15,2776,5823,5870,11666,6137,4847,2942,1489,775,42322,0,4,0,27,6,5,0,0,0,42,0,0,0,28,10,18,11,10,6,81,0,3,3,80,5,3,3,0,0,100,0,0,5,7,3,7,5,0,3,37,0,16,9,75,26,17,4,3,0,147
LGA25150,0,12,0,3,3,4,0,0,0,20,0,3,0,18,11,4,9,0,0,46,0,0,4,25,0,4,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,7,4,16,3,9,4,3,0,47,0,0,0,8,3,3,5,0,0,20,0,0,0,4,8,4,7,4,3,20,0,0,4,8,0,0,0,0,0,17,3,9,6,69,58,50,46,39,13,294,56,132,86,240,148,144,134,72,22,1030,1201,2725,2096,4834,2477,2262,1920,894,222,18641,0,0,0,0,0,0,0,0,0,0,1110,2295,1767,3991,2073,1771,1363,632,273,15280,0,0,0,9,0,0,0,0,0,10,0,0,0,4,0,6,4,0,0,13,0,0,0,9,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,13,4,5,0,0,0,28
LGA25250,4,17,17,88,29,12,5,0,0,176,0,4,19,136,36,12,9,7,0,226,5,20,38,238,61,85,30,15,0,500,0,0,4,69,4,0,5,3,0,83,0,14,22,72,5,0,0,0,0,116,0,27,14,275,209,259,104,65,12,974,12,42,29,252,76,30,20,8,6,468,0,26,27,161,111,103,68,15,6,510,0,0,3,27,7,9,0,3,0,50,0,0,3,33,5,6,0,0,0,49,21,147,153,1339,346,264,226,182,73,2752,179,300,392,1402,435,319,248,213,141,3633,4961,8537,9888,32467,10195,7619,4835,3157,1784,83446,0,6,11,21,0,3,0,0,0,43,4461,7055,7447,19957,7013,4907,2410,1120,908,55275,0,18,22,158,28,20,12,0,0,262,0,0,0,29,7,23,11,6,5,85,0,7,15,149,19,7,3,0,0,190,0,0,0,10,6,0,3,0,0,25,5,11,14,178,37,6,8,3,0,263
LGA25340,0,7,4,0,16,7,15,0,0,44,0,10,20,82,99,60,51,41,5,366,0,0,3,36,13,29,34,16,7,136,0,0,0,3,0,0,0,0,0,3,0,21,16,11,4,0,0,0,0,59,0,0,3,3,11,7,8,6,0,42,8,23,25,68,57,51,57,27,4,309,0,4,5,10,9,11,0,3,0,42,0,7,11,18,32,19,31,22,10,146,0,0,4,5,3,12,0,0,0,32,3,58,42,176,175,187,260,206,77,1186,176,481,380,897,661,653,702,533,276,4755,4130,10039,9072,15566,10675,10959,11310,7383,2561,81681,0,0,0,0,0,3,0,0,0,7,3589,8624,7128,13383,8965,8741,8670,5328,2128,66566,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,16,0,3,0,17,9,4,3,0,0,36,0,0,0,15,4,3,0,0,0,28,0,15,6,74,33,37,35,9,8,220
LGA25430,0,0,0,0,0,6,0,0,0,3,0,0,4,10,8,0,6,3,0,31,0,0,0,7,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,7,9,9,16,4,0,47,0,0,0,28,17,5,0,0,0,54,0,0,0,0,0,4,4,4,3,17,0,0,0,0,0,0,0,0,0,0,0,3,8,38,29,20,24,12,7,144,22,54,60,115,95,93,104,78,46,678,430,1067,867,2069,1353,1580,1652,834,259,10105,0,0,0,0,0,0,0,0,0,0,354,887,607,1586,1149,1348,1311,691,260,8206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,11,5,5,3,0,0,28
LGA25490,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,3,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,0,16,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,9,0,12,10,3,0,39,34,63,61,132,96,90,114,52,19,659,463,1208,897,1733,1140,1252,1237,529,142,8592,0,0,0,0,0,0,0,0,0,0,472,1043,782,1559,950,1123,944,423,179,7475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,19
LGA25620,0,0,0,0,0,0,0,0,0,5,0,0,4,5,5,6,6,0,0,35,0,0,3,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,7,3,0,0,25,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,21,19,12,4,74,29,89,75,117,127,144,125,70,7,779,357,829,742,1419,1074,1336,1260,658,154,7822,0,0,0,0,0,0,0,0,0,0,272,655,554,1162,844,991,833,378,139,5838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,4,0,0,0,11
LGA25710,0,10,6,10,9,4,9,0,0,57,0,5,18,47,46,24,10,10,0,170,0,5,3,31,26,13,17,9,0,99,0,0,0,4,3,0,0,0,0,13,0,3,6,0,0,0,0,0,0,16,0,3,0,14,6,5,4,4,0,31,0,7,17,24,34,20,21,3,0,145,0,4,4,10,8,5,5,0,0,27,0,0,0,6,3,8,7,0,7,36,0,0,0,6,9,12,3,0,0,30,0,23,32,97,94,107,80,55,14,513,18,113,87,161,131,124,117,67,41,854,1614,4330,4386,6426,4747,4551,3255,1456,340,31101,0,0,0,0,0,0,0,0,0,0,1543,3803,3677,5340,4014,3614,2408,969,324,25695,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,16,0,0,0,8,6,0,0,0,0,9,0,0,7,27,14,11,8,0,0,64
LGA25810,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,14,0,0,0,6,0,0,0,0,0,13,0,0,0,29,0,0,0,0,0,32,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,6,0,0,6,18,0,4,12,0,5,53,9,45,40,124,68,100,100,74,24,593,283,653,577,1250,696,950,927,497,148,5989,0,0,0,0,0,0,0,0,0,0,272,510,490,903,636,765,714,389,159,4841,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12
LGA25900,3,13,8,71,21,12,15,0,3,139,0,7,17,231,78,46,42,11,0,430,0,0,11,99,17,12,11,7,0,153,0,6,0,38,4,4,5,0,0,52,4,3,10,56,6,3,0,0,0,89,0,4,0,47,14,22,11,0,0,97,16,45,59,206,77,73,47,16,3,547,3,8,22,61,26,22,15,0,0,160,0,0,4,48,18,15,7,4,0,91,0,0,4,37,8,12,8,0,0,61,14,71,122,1422,346,235,250,178,93,2730,85,157,244,1326,517,410,268,189,60,3254,2112,3782,4314,19935,7182,5799,3935,2052,597,49702,0,0,0,8,6,0,0,0,0,8,1883,3049,3322,11013,4861,3716,2428,1059,368,31701,0,0,0,17,0,5,0,0,0,15,3,0,0,31,9,11,11,8,0,70,3,4,18,244,24,5,5,6,0,313,0,0,5,18,0,0,3,0,0,25,6,6,20,167,44,22,10,4,0,279
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,8,14,7,0,45,16,39,42,57,41,55,65,31,18,360,145,403,361,732,589,651,708,322,88,4000,0,0,0,0,0,0,0,0,0,0,154,355,279,565,431,455,448,203,78,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5
LGA26080,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,12,0,6,5,11,12,26,24,35,10,138,40,111,126,182,138,251,396,229,75,1550,0,0,0,0,0,0,0,0,0,0,41,102,87,155,148,271,325,231,80,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
LGA26170,0,0,0,0,0,0,0,0,0,4,0,0,0,8,10,5,11,3,0,37,0,0,0,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,4,8,4,3,13,3,0,35,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,5,4,0,10,0,0,0,0,0,6,0,0,0,7,0,4,4,23,14,27,34,21,11,135,50,125,80,223,139,199,182,112,50,1155,757,1943,1468,2762,1888,2332,2396,1225,350,15117,0,0,0,0,0,0,0,0,0,0,631,1617,1217,2454,1646,1933,1776,808,344,12411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,0,0,4,4,6,4,0,0,18
LGA26260,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,4,5,0,0,18,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,3,4,0,0,0,0,15,0,7,3,12,4,0,6,3,0,36,21,55,42,94,67,78,84,58,29,526,440,1013,903,1648,980,1156,1156,628,211,8126,0,0,0,0,0,0,0,0,0,0,407,862,726,1407,882,1031,977,573,303,7168,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,4,4,0,0,10
LGA26350,0,25,31,111,32,14,19,11,0,240,0,0,28,216,56,60,68,16,6,465,0,6,21,170,37,34,33,11,3,313,0,4,3,65,7,4,3,0,0,89,0,4,14,78,13,11,6,0,0,126,0,0,3,40,12,6,3,3,0,64,22,43,73,182,45,39,31,11,3,456,0,0,18,99,69,40,29,9,8,268,0,0,3,28,9,13,4,5,0,61,0,0,7,31,3,8,0,0,0,43,10,42,99,871,228,199,217,168,82,1919,65,162,243,927,273,235,183,169,89,2335,2008,4095,5897,19007,6036,5102,3996,2721,1030,49893,0,0,4,14,0,3,0,0,0,19,1763,3288,5019,10970,4394,3541,2992,1824,866,34657,0,0,3,14,3,5,0,0,0,32,0,0,0,21,4,10,7,4,0,52,0,4,7,102,17,8,0,0,0,137,0,0,7,13,7,11,5,0,0,46,3,8,16,127,25,26,9,4,0,218
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,5,8,0,9,3,11,8,9,3,48,11,51,43,96,61,115,109,75,30,590,270,577,507,960,629,930,1094,537,178,5687,0,0,0,0,0,0,0,0,0,0,242,445,374,855,562,778,792,412,182,4632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3
LGA26490,0,0,0,0,3,0,4,0,0,7,0,4,17,37,26,14,8,4,0,104,0,0,0,6,0,0,0,4,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,13,3,25,16,7,12,10,0,92,0,0,0,4,5,0,0,0,0,10,0,0,0,6,0,4,3,4,0,20,0,0,0,3,5,0,4,0,0,10,0,17,6,63,33,28,41,23,0,218,49,128,71,207,135,126,167,67,49,999,1158,2724,1905,4302,2521,2385,2302,1026,284,18604,0,0,0,0,0,0,0,0,0,0,1089,2208,1560,3780,2153,2073,1806,805,316,15783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,9,0,37,14,3,0,0,0,70
LGA26610,0,0,0,0,0,0,0,0,0,0,0,8,3,11,5,7,3,0,0,32,0,0,0,14,0,0,0,0,0,18,0,0,0,12,0,0,0,0,0,12,0,0,8,32,10,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,0,0,9,0,19,3,65,25,30,13,7,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,7,3,7,18,141,43,28,13,11,0,261,40,120,92,247,120,166,108,72,23,994,650,1377,1216,2880,1172,1476,1158,604,213,10748,0,0,8,12,4,0,0,0,0,20,591,1099,878,1784,871,1060,865,568,289,8009,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,8,0,0,0,32,0,0,0,3,0,0,0,0,0,8
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,9,0,24,11,24,20,52,39,47,59,35,20,305,150,353,257,546,381,569,544,276,87,3166,0,0,0,0,0,0,0,0,0,0,118,299,202,459,319,443,380,197,93,2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
LGA26700,0,0,0,0,0,0,0,0,0,4,0,0,5,6,17,5,0,0,0,33,0,3,0,10,4,7,3,0,0,19,0,0,0,4,0,0,0,0,0,4,0,0,3,18,3,3,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,3,0,7,3,0,4,3,0,21,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,0,0,0,4,0,3,6,18,16,18,20,21,3,113,35,109,67,185,100,130,161,91,43,919,738,1893,1537,3048,1813,1964,1919,1107,372,14384,0,0,0,0,0,0,0,0,0,0,749,1645,1387,2711,1756,1801,1589,964,437,13026,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,7,0,0,5,0,0,23
LGA26730,0,0,0,0,0,0,0,0,0,8,0,10,6,20,13,5,0,0,0,61,0,0,7,38,5,0,6,0,0,63,0,0,0,25,0,0,0,0,0,29,0,11,4,17,3,0,0,0,0,32,0,0,0,4,0,0,0,0,0,5,0,4,8,7,0,11,8,0,0,38,7,10,0,38,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,3,16,101,14,18,15,9,3,175,55,135,114,254,113,100,108,83,40,996,970,2274,1975,4273,2083,2115,1918,1041,387,17033,0,0,5,0,0,0,0,0,0,7,816,1881,1762,3572,2019,2126,1831,1082,545,15630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,0,3,13,0,6,0,0,0,24
LGA26810,0,7,0,4,0,0,0,0,0,14,0,5,3,18,14,11,7,0,0,56,0,0,7,23,5,9,5,3,0,46,0,0,0,0,0,3,0,0,0,4,0,4,11,9,0,0,0,0,0,21,0,0,0,4,5,0,0,0,0,8,0,7,0,16,3,3,6,9,3,57,0,5,4,51,18,19,3,0,0,96,0,0,0,4,4,4,6,0,3,18,0,0,3,4,5,3,0,0,0,17,0,8,12,68,26,47,53,26,5,247,75,178,170,386,220,265,286,146,50,1777,1226,2771,2471,5387,2662,3291,3285,1488,418,22995,0,0,0,0,0,0,0,0,0,0,1083,2340,1957,4008,2360,2668,2366,1152,450,18384,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,0,0,0,0,11,0,0,0,12,0,9,4,5,0,34
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,17,10,30,23,35,37,20,3,178,110,219,170,373,246,358,328,151,52,2012,0,0,0,0,0,0,0,0,0,0,128,186,124,304,208,280,225,131,74,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,4,60,80,158,87,50,50,21,5,508,0,14,40,112,84,64,24,18,7,377,3,32,182,635,157,104,139,53,28,1332,0,23,27,279,44,19,38,8,0,458,0,9,31,95,22,13,6,6,0,176,0,10,0,30,9,9,4,3,0,69,7,55,57,66,54,37,17,12,0,307,0,42,84,241,256,257,199,65,15,1151,0,0,0,8,10,11,14,8,0,53,0,0,12,34,9,14,3,0,0,75,17,92,164,496,243,250,255,189,104,1818,78,220,405,900,292,243,279,202,167,2800,4030,9699,11784,23179,10765,8897,6941,4557,2067,81917,0,0,0,15,13,6,0,0,0,40,3491,7692,7262,8736,6311,4953,3971,3198,1868,47483,0,9,7,50,13,5,3,0,0,87,0,0,4,11,10,12,3,5,0,47,0,4,0,31,9,0,5,0,0,48,0,0,18,62,61,69,50,16,4,282,8,8,10,39,28,19,14,0,3,129
LGA27070,3,39,37,77,31,30,16,0,0,227,5,20,53,106,70,34,14,9,0,312,3,66,191,903,341,227,155,55,12,1947,4,3,0,46,7,9,0,0,0,72,4,19,24,72,14,3,3,0,0,139,0,3,12,110,118,112,65,34,4,452,6,22,32,75,33,14,8,0,0,194,6,54,90,469,351,372,210,42,18,1612,0,0,0,9,13,13,4,0,0,45,0,21,33,84,62,18,6,0,0,226,36,289,364,1502,700,589,457,224,66,4227,270,593,621,1518,591,442,342,315,140,4845,8606,16564,14335,36322,13729,10754,8029,4183,1322,113834,0,13,17,70,26,14,8,0,0,153,7453,13094,9606,18001,8033,5566,3355,1484,548,67138,0,16,3,149,18,7,0,0,0,200,0,0,0,63,50,51,30,18,5,223,0,6,5,58,10,12,8,0,0,96,0,5,11,62,23,46,18,6,0,176,0,7,5,38,22,7,9,0,0,80
LGA27170,0,0,0,0,4,0,0,0,0,9,0,6,11,10,9,12,0,0,0,47,0,0,0,16,13,0,5,0,0,35,0,0,0,3,0,0,0,0,0,6,0,5,3,6,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,3,7,14,8,4,12,0,0,44,3,21,11,50,4,0,0,0,0,93,0,0,0,3,6,3,5,3,0,19,0,4,3,3,6,0,4,0,0,21,5,49,76,99,60,46,47,49,23,461,47,154,133,288,121,129,115,66,28,1080,1305,3035,2850,5457,2502,2388,2153,1045,326,21064,0,0,0,0,0,0,0,0,0,0,1327,2624,2217,4779,2241,2227,1856,926,377,18588,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,6,0,0,0,4,0,0,0,0,0,4,0,3,0,8,0,0,0,0,0,10,0,0,0,8,3,5,0,0,0,19
