LGA_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA25430,222,181,587,883,1130,1073,335,26,0,4447,177,55,147,191,242,561,1265,784,248,3664,32,15,49,66,82,84,100,114,140,686,434,250,781,1139,1454,1719,1707,924,393,8792,73,189,613,833,1153,950,211,33,0,4057,297,180,432,710,814,926,443,48,4,3848,42,19,71,89,83,139,55,3,0,505,9,19,20,27,42,22,12,6,0,158,416,409,1140,1660,2098,2033,718,89,10,8570,14,7,31,30,23,27,7,0,0,145,33,13,26,19,30,44,20,3,0,187,53,18,60,50,55,74,29,3,0,335,467,428,1197,1710,2155,2108,742,93,10,8904,401,144,434,429,487,1025,2396,1470,429,7229,63,40,98,123,162,160,214,198,211,1270,935,617,1730,2258,2808,3292,3353,1755,644,17402
LGA25490,264,272,700,786,906,889,294,40,6,4158,228,60,131,137,165,393,781,438,194,2523,29,28,63,49,65,76,63,54,36,464,525,358,898,974,1134,1356,1143,536,236,7151,152,331,847,926,1140,977,357,63,6,4808,316,172,406,502,545,645,300,62,9,2964,35,31,106,71,92,121,53,9,0,509,20,13,33,37,48,38,39,18,10,260,518,546,1391,1541,1827,1786,753,154,27,8539,7,8,18,10,29,27,0,0,0,95,29,14,6,8,19,21,4,0,0,104,35,23,23,20,51,46,5,0,0,204,547,568,1415,1561,1874,1832,759,154,27,8740,430,92,183,204,257,628,1462,815,297,4373,66,62,129,106,141,151,157,95,52,960,1048,721,1729,1879,2273,2606,2377,1062,381,14077
LGA25620,160,200,494,595,789,761,230,43,5,3274,160,61,115,130,182,448,827,452,167,2537,39,15,53,63,109,101,86,49,22,547,357,275,660,790,1071,1310,1150,546,196,6360,84,253,601,716,947,833,196,53,0,3685,170,118,285,384,505,598,317,67,8,2459,46,30,84,67,89,121,34,6,4,487,11,15,26,23,32,27,21,10,0,160,317,408,995,1189,1572,1577,571,137,15,6789,8,13,31,22,27,35,9,0,0,146,23,7,8,13,20,28,12,0,0,110,33,19,40,38,44,60,20,0,0,251,346,426,1035,1231,1616,1642,594,137,15,7044,360,109,165,214,308,791,1615,960,293,4821,71,59,94,131,218,220,195,106,37,1132,783,599,1291,1579,2145,2650,2410,1204,346,12993
LGA25710,1263,1548,2340,3321,4367,3265,802,97,3,17000,922,204,371,599,643,1362,2477,1275,488,8338,34,40,69,114,119,123,111,80,46,740,2223,1791,2781,4023,5129,4747,3390,1452,539,26073,326,1323,3154,4110,5728,3943,723,64,3,19368,1481,1498,1140,2018,2453,2402,971,171,8,12141,254,222,337,304,247,371,124,25,0,1891,18,59,53,64,90,52,35,7,0,374,2083,3100,4695,6490,8512,6768,1855,263,11,33770,28,101,92,70,113,101,9,0,0,524,316,95,47,60,78,71,18,3,0,695,350,195,144,134,187,174,30,3,0,1221,2427,3299,4832,6630,8699,6946,1887,272,12,34994,2058,443,598,808,931,2116,4538,2475,790,14767,83,80,132,220,241,237,229,160,83,1460,4572,3823,5573,7660,9874,9297,6646,2909,880,51226
LGA25810,163,194,493,404,554,538,170,28,5,2548,116,49,130,104,148,324,645,414,161,2096,10,18,43,38,56,80,69,77,69,461,291,257,668,550,757,941,882,519,242,5101,54,257,631,507,667,594,170,40,3,2913,196,138,278,253,332,402,198,42,5,1837,13,24,72,48,41,79,31,7,0,313,13,16,23,17,11,9,7,8,0,102,281,430,1002,812,1054,1081,402,89,7,5170,9,9,24,25,23,24,3,0,0,117,14,7,19,12,12,21,8,0,0,84,22,18,41,34,35,44,8,0,0,199,302,444,1047,852,1084,1129,414,97,7,5372,217,87,181,187,253,607,1242,783,275,3831,39,34,121,88,117,162,155,141,103,954,559,566,1348,1117,1458,1891,1804,1022,384,10147
LGA25900,780,2317,10389,7666,5989,3776,1080,114,7,32117,776,388,937,1062,1102,1698,2820,1886,646,11318,71,192,803,606,407,327,220,217,220,3066,1631,2898,12130,9335,7499,5808,4123,2212,876,46502,89,1577,13723,10934,8248,4763,979,112,3,40428,902,2028,4444,3154,2646,2361,1211,244,6,16998,188,346,866,674,359,290,148,27,3,2902,17,70,272,156,84,49,26,9,5,684,1199,4021,19305,14915,11337,7468,2361,387,19,61013,27,143,395,406,370,254,45,3,0,1643,237,221,234,143,138,147,71,10,0,1202,261,361,628,549,509,404,115,9,0,2840,1466,4379,19933,15468,11845,7865,2471,400,24,63854,1676,795,1578,1613,1889,2997,5079,3448,1115,20189,144,376,1608,1203,944,733,505,423,334,6268,3289,5551,23118,18287,14681,11604,8050,4268,1468,90312
LGA25990,75,94,230,269,350,325,124,14,3,1480,86,36,66,66,129,219,421,233,95,1346,15,11,25,41,55,33,48,31,12,270,183,140,319,369,532,579,594,278,103,3097,37,127,266,295,457,372,118,14,0,1681,86,60,119,176,225,254,117,36,6,1074,15,5,38,23,26,38,31,4,0,184,9,7,17,6,14,20,15,7,0,94,145,198,443,501,724,680,279,52,10,3032,4,3,11,19,14,13,0,0,0,67,7,9,7,8,7,14,0,0,0,50,11,10,17,24,25,29,4,0,0,119,158,211,456,525,746,711,281,52,10,3154,187,61,150,172,289,436,910,486,160,2844,47,27,39,78,91,80,108,58,23,546,387,295,645,778,1123,1228,1302,602,195,6546
LGA26080,27,39,57,101,142,194,89,13,0,670,18,3,12,14,18,114,286,241,90,791,3,3,3,8,7,13,25,22,6,105,45,43,71,124,172,319,404,279,95,1560,5,30,72,100,149,171,49,11,0,581,43,34,32,70,82,151,135,22,3,562,10,12,18,16,12,27,21,7,0,107,0,3,5,5,4,5,6,0,0,27,62,70,117,182,247,352,211,38,5,1287,0,4,0,0,4,0,0,0,0,18,8,4,0,0,0,6,3,0,0,21,8,0,3,3,7,7,8,0,0,41,64,76,123,185,254,362,212,38,5,1327,56,13,20,24,40,175,537,422,154,1430,3,5,11,14,18,38,55,49,20,211,129,96,153,226,311,574,798,512,175,2965
LGA26170,460,395,1030,1228,1623,1477,500,61,12,6785,332,79,257,269,301,883,1763,1046,446,5378,47,36,87,116,103,144,146,122,51,849,831,512,1379,1612,2030,2511,2415,1228,505,13017,181,477,1177,1443,1867,1450,465,67,5,7127,531,312,643,799,1045,1217,632,116,11,5304,70,49,148,129,133,195,79,13,0,820,33,32,48,51,68,56,38,17,8,352,825,865,2012,2422,3108,2918,1215,204,23,13607,20,22,40,37,43,54,8,0,0,226,55,18,27,24,32,59,4,0,0,218,74,33,74,60,79,117,9,0,0,448,899,904,2083,2485,3186,3030,1232,204,23,14053,694,148,372,406,510,1512,3294,2024,735,9705,92,71,172,228,215,296,293,225,101,1685,1690,1127,2628,3123,3917,4840,4817,2454,857,25444
LGA26260,236,278,611,694,812,827,297,39,6,3819,184,64,151,161,159,354,821,615,335,2847,24,23,45,50,52,68,62,68,36,429,453,366,810,908,1028,1246,1183,724,380,7094,123,373,809,798,1017,917,332,48,9,4418,271,169,374,451,469,599,339,56,11,2732,41,25,87,56,65,90,35,8,0,421,18,10,24,23,19,30,15,11,5,153,458,572,1300,1328,1568,1635,717,126,23,7720,20,24,22,23,16,29,4,0,0,132,25,9,16,13,12,15,8,0,0,100,47,32,42,32,31,43,10,0,0,233,505,606,1338,1365,1600,1678,724,129,23,7958,406,110,224,243,304,601,1490,1113,503,4998,47,44,91,97,107,123,133,111,58,812,956,763,1660,1700,2006,2398,2342,1349,585,13766
LGA26350,1077,3625,10760,6167,5081,3561,1440,220,17,31944,1241,657,890,1014,1241,1795,3310,2940,1484,14566,86,215,598,357,274,226,232,193,215,2396,2405,4501,12247,7524,6593,5582,4985,3351,1714,48902,83,2340,15380,9261,7061,4533,1300,188,16,40160,1231,3081,3946,2579,2477,2321,1669,411,48,17771,244,510,802,499,257,225,131,56,3,2733,11,98,235,134,98,76,31,21,4,703,1578,6032,20362,12476,9891,7156,3131,678,78,61373,25,166,473,288,262,184,35,3,0,1437,299,311,192,101,129,117,39,6,0,1203,323,478,668,390,387,305,75,12,0,2645,1901,6514,21031,12866,10283,7455,3207,686,77,64012,2531,1299,1512,1445,1795,2766,5342,5007,2345,24055,178,379,1203,730,552,461,431,378,323,4620,4609,8189,23743,15042,12626,10682,8975,6073,2749,92690
LGA26430,132,129,368,456,513,598,225,43,0,2467,104,30,74,101,116,322,685,436,216,2087,21,13,32,49,68,92,70,48,41,439,253,164,474,610,699,1017,988,531,257,4998,67,191,451,541,622,633,252,50,0,2805,157,72,192,271,275,425,254,53,6,1699,20,22,53,38,43,75,35,8,0,295,11,7,11,18,26,15,22,12,0,127,255,290,706,862,968,1149,559,125,15,4925,0,13,15,12,28,32,3,0,0,104,8,10,8,6,11,20,3,0,0,68,14,22,25,22,37,59,10,0,0,173,272,310,730,880,1000,1201,562,120,15,5100,206,56,107,162,199,550,1350,843,355,3832,48,39,64,97,133,192,170,105,66,900,520,404,911,1137,1337,1947,2090,1068,433,9835
LGA26490,595,596,1576,2334,2219,1636,442,39,5,9455,377,86,232,356,322,806,1754,953,366,5251,55,37,99,130,118,112,124,79,87,833,1032,718,1906,2829,2655,2555,2322,1070,455,15530,123,540,1910,2741,2754,1713,357,42,7,10183,751,582,852,1482,1341,1318,654,91,3,7072,154,94,266,269,176,222,73,8,0,1261,14,26,41,60,58,31,20,4,0,253,1042,1243,3067,4550,4330,3279,1100,145,8,18769,14,30,37,43,63,53,12,0,0,254,103,37,23,36,26,46,11,0,0,293,118,66,61,81,89,101,23,0,0,544,1168,1315,3125,4633,4419,3379,1126,152,8,19316,832,180,351,484,510,1333,3234,1797,591,9327,97,63,187,258,244,225,266,150,132,1619,2093,1556,3662,5371,5178,4936,4628,2099,738,30258
LGA26610,281,416,1072,949,862,834,243,39,0,4694,193,104,321,251,223,432,778,610,333,3235,32,54,139,130,75,106,79,64,47,742,503,573,1535,1337,1164,1376,1093,713,385,8673,161,544,1444,1252,1134,1095,261,28,5,5928,338,247,603,595,491,587,279,66,0,3208,33,42,135,64,39,98,40,3,0,453,12,22,77,56,39,43,13,6,0,270,547,850,2254,1968,1711,1813,589,107,8,9866,8,31,42,40,50,25,3,0,0,198,34,23,31,27,15,31,3,0,0,161,41,56,76,62,65,53,7,0,0,357,596,906,2331,2037,1775,1869,597,107,8,10223,429,171,440,378,375,747,1474,1082,515,5606,94,102,300,263,186,244,178,131,77,1571,1120,1180,3074,2672,2335,2852,2250,1321,597,17396
LGA26670,63,81,167,245,308,360,129,34,3,1381,61,12,47,60,52,149,317,190,94,978,7,10,19,26,25,35,41,33,33,229,133,99,237,325,387,543,486,257,131,2592,35,82,212,289,383,419,178,49,5,1654,81,61,110,146,163,246,132,33,0,974,11,3,28,18,29,49,16,7,0,161,5,0,15,14,10,13,6,6,5,72,125,149,367,468,586,723,334,96,10,2856,0,0,6,18,14,18,0,0,0,61,4,3,3,3,5,15,5,0,0,47,9,5,14,15,17,32,7,0,0,104,138,155,376,484,604,750,342,96,10,2960,129,23,66,83,98,291,598,379,158,1826,20,25,39,51,64,74,89,64,49,471,294,199,484,625,772,1116,1031,533,217,5258
LGA26700,559,502,1260,1345,1648,1439,387,61,7,7204,264,115,233,290,294,625,1464,1094,488,4866,48,44,87,88,104,111,88,116,86,776,878,658,1580,1723,2045,2166,1940,1271,578,12844,210,545,1526,1656,1952,1550,370,80,4,7902,654,350,708,847,959,1015,482,70,8,5099,122,42,160,92,109,174,74,12,0,784,33,32,40,40,41,46,19,12,3,263,1018,971,2430,2639,3061,2784,946,178,14,14043,18,23,41,37,42,42,4,0,0,211,64,27,31,19,31,31,5,0,0,209,80,45,73,54,70,71,13,0,0,422,1096,1022,2507,2694,3135,2855,961,180,16,14467,582,194,371,425,535,1078,2679,2002,797,8660,97,84,170,180,187,199,216,197,138,1474,1775,1291,3051,3303,3859,4135,3858,2379,952,24603
LGA26730,704,755,1812,1770,1901,1636,330,29,0,8945,280,129,340,308,352,749,1713,1175,566,5612,59,36,118,124,104,102,115,109,108,884,1045,926,2271,2200,2356,2480,2160,1318,680,15433,306,813,2294,1985,2219,1668,259,29,0,9563,863,528,1056,1209,1161,1203,451,61,3,6538,103,72,229,162,133,182,67,8,0,958,18,24,76,39,31,34,20,6,0,248,1287,1442,3661,3396,3545,3085,796,106,3,17305,9,51,50,50,49,43,4,0,0,257,89,37,34,46,39,45,6,0,0,300,101,82,82,97,84,94,8,0,0,556,1385,1523,3746,3490,3625,3177,810,105,3,17863,593,222,523,476,604,1215,3069,2069,899,9664,127,95,234,271,208,197,207,190,161,1697,2107,1835,4509,4233,4444,4592,4080,2362,1065,29229
LGA26810,670,781,1785,1880,2140,1925,550,76,9,9821,458,152,451,485,569,1271,2380,1397,533,7702,99,69,193,196,197,186,220,143,76,1368,1228,1006,2431,2564,2905,3377,3150,1614,622,18895,337,877,2277,2263,2501,2148,520,89,3,11017,702,525,1041,1189,1197,1362,615,101,10,6743,117,84,241,161,182,251,90,10,0,1136,39,50,67,56,71,67,30,20,9,416,1194,1546,3631,3677,3946,3831,1250,222,24,19315,54,82,116,68,105,102,15,0,0,552,93,44,52,51,63,78,20,4,0,407,145,128,163,125,173,179,35,4,0,951,1338,1671,3793,3795,4118,4007,1286,225,24,20265,1002,344,992,1012,1056,2260,4687,2620,890,14866,174,164,385,396,392,403,464,260,125,2756,2514,2180,5166,5206,5565,6671,6433,3105,1038,37887
LGA26890,38,33,136,146,187,224,74,20,0,877,30,15,33,35,43,82,180,119,79,621,6,5,5,21,29,27,30,26,9,154,79,50,178,201,267,333,288,169,91,1653,31,70,194,186,238,288,106,24,0,1148,40,27,75,94,107,148,81,30,5,605,5,3,12,16,9,23,11,3,0,82,0,0,8,4,7,4,6,5,0,40,84,96,287,299,365,467,210,64,7,1877,0,6,3,4,10,11,3,0,0,33,4,4,0,0,7,10,0,0,0,25,4,9,5,7,15,22,3,0,0,61,86,103,298,306,379,489,216,64,7,1932,63,25,44,56,79,151,339,215,120,1094,14,13,18,33,53,52,63,43,16,305,162,139,358,393,513,693,621,319,141,3333
LGA26980,2425,4613,9330,9591,9395,5925,1470,170,11,42937,2365,1128,1784,2098,2218,3617,6549,5550,2928,28238,108,295,560,389,299,270,297,350,460,3029,4897,6040,11683,12074,11911,9818,8316,6071,3405,74202,265,2914,11567,12465,11964,7256,1273,89,0,47792,3037,5035,5491,5397,5427,4097,1823,320,26,30650,498,568,878,707,468,465,192,34,6,3825,33,181,378,189,151,87,24,11,13,1059,3836,8692,18314,18766,18005,11909,3309,459,39,83325,54,283,560,446,429,298,46,0,0,2112,761,596,399,267,269,240,62,12,0,2605,815,873,963,710,692,541,109,10,0,4714,4650,9567,19276,19478,18702,12449,3415,469,39,88045,5109,2543,3131,3050,3322,5750,11270,9576,4747,48509,223,619,1220,778,650,515,570,579,682,5846,9984,12736,23627,23300,22674,18721,15256,10629,5471,142397
LGA27070,3036,5297,13432,13700,10250,6318,1190,69,3,53300,3051,1290,3901,4153,3375,5119,7526,4358,1672,34448,260,297,853,756,502,442,447,385,334,4278,6342,6890,18182,18605,14122,11876,9163,4818,2014,92021,703,4433,17181,18609,13721,7978,1375,45,8,64046,3477,4846,7573,8302,5880,4360,1307,126,6,35884,402,534,1423,1140,659,630,177,21,0,4978,78,251,708,524,305,179,66,21,3,2141,4664,10063,26886,28572,20558,13155,2927,222,15,107055,200,531,1011,798,592,375,41,0,0,3560,1038,521,533,464,324,259,48,3,0,3192,1238,1054,1545,1260,916,638,89,6,0,6747,5903,11110,28428,29830,21474,13793,3019,226,15,113804,6676,2611,5648,5862,5288,7963,13358,8082,2817,58300,545,718,1798,1537,1089,877,815,702,503,8588,13122,14445,35876,37234,27849,22630,17191,9006,3332,180685
LGA27170,835,966,2333,2269,2139,1624,359,32,3,10572,408,172,482,467,454,933,1875,1171,471,6427,70,71,144,129,104,83,112,89,48,845,1312,1213,2959,2865,2694,2647,2336,1291,519,17840,486,1201,2971,2868,2788,1861,344,21,0,12545,910,662,1298,1247,1106,1068,423,61,7,6794,111,70,251,148,133,199,68,12,3,991,42,44,109,70,47,34,8,8,3,356,1548,1976,4631,4329,4078,3164,853,100,9,20689,48,89,121,95,73,66,11,0,0,508,140,47,65,43,35,50,14,3,0,401,190,142,193,134,111,106,28,3,0,902,1736,2118,4821,4464,4187,3268,876,107,12,21594,929,305,726,703,790,1579,3406,2080,767,11283,137,148,301,270,216,187,210,146,71,1697,2797,2574,5849,5438,5198,5034,4491,2334,846,34569
LGA27260,3381,6040,18362,20224,11218,5985,977,49,5,66235,3856,1700,6392,5887,3465,4893,6123,2932,1026,36275,420,527,1717,1451,712,484,382,237,159,6095,7661,8262,26471,27561,15395,11359,7480,3220,1189,108604,698,4834,22503,30738,16343,8208,1202,41,3,84564,3965,6050,10494,10607,5970,3844,1071,99,8,42099,499,612,1748,1579,769,601,176,13,0,5990,94,413,1149,886,390,174,53,12,0,3172,5254,11902,35900,43808,23472,12825,2497,157,11,135825,276,740,1737,1416,815,432,59,0,0,5479,1211,770,976,777,372,259,65,4,0,4435,1483,1509,2710,2202,1189,690,127,5,0,9913,6740,13411,38607,46008,24663,13518,2619,162,15,145739,8408,3420,8896,8037,5217,7502,11072,5469,1589,59612,878,1205,3511,3041,1504,1000,723,429,248,12534,16018,18034,51014,57085,31385,22013,14415,6061,1852,217884
LGA27350,695,3026,12316,6118,4013,2674,781,95,4,29727,630,442,928,828,828,1268,2356,1576,740,9600,67,179,630,352,245,208,161,110,48,2003,1393,3650,13879,7302,5088,4145,3301,1780,790,41333,62,2046,17633,9291,5626,3332,687,61,0,38748,735,2501,4601,2724,1919,1719,885,179,5,15271,139,392,918,582,216,206,108,15,0,2581,23,65,241,118,77,32,9,9,4,574,956,5007,23391,12722,7839,5294,1692,262,7,57177,20,138,402,240,262,167,23,0,0,1248,183,217,217,113,119,121,29,8,0,1012,199,355,622,351,380,285,60,5,0,2255,1156,5369,24017,13075,8226,5577,1752,268,7,59435,1281,862,1616,1352,1446,2358,4117,2738,1159,16931,124,358,1281,777,552,490,332,198,101,4221,2557,6582,26917,15204,10219,8427,6200,3199,1268,80584
LGA27450,2674,3533,7850,8441,8909,6826,1691,148,9,40083,1703,531,1457,1701,1730,3260,6592,4040,1470,22479,160,134,351,357,389,348,308,226,108,2386,4531,4190,9659,10499,11027,10431,8593,4419,1590,64947,900,3350,10282,10399,11338,7816,1591,103,10,45782,3042,2902,4150,5403,5246,5105,2042,300,12,28190,543,444,1081,786,716,813,292,55,0,4737,83,144,279,233,237,134,58,17,7,1191,4567,6838,15787,16818,17541,13876,3983,468,26,79903,109,246,280,231,251,241,28,0,0,1389,577,200,179,189,172,175,55,4,0,1549,685,444,462,415,426,414,86,6,3,2941,5253,7281,16248,17233,17967,14295,4070,478,30,82842,3873,1083,2130,2415,2729,5262,11692,7604,2461,39255,334,330,750,730,831,715,595,467,186,4940,9465,8692,19122,20374,21524,20271,16358,8550,2677,127036
LGA27630,69,69,216,214,260,341,95,19,0,1276,79,29,51,67,92,167,354,263,129,1245,22,5,30,20,37,32,32,41,39,253,161,103,294,301,393,539,484,326,168,2765,28,102,258,247,318,407,109,24,4,1499,97,39,136,149,159,239,98,28,3,952,9,5,27,12,24,54,17,0,0,144,10,8,15,15,12,14,0,9,0,70,138,162,437,425,513,703,224,58,6,2670,8,9,15,8,3,8,0,0,0,48,4,3,0,5,3,9,0,0,0,28,11,9,15,7,8,18,0,0,0,79,149,171,448,428,519,723,224,58,15,2745,162,57,91,116,166,342,694,476,222,2314,33,18,50,39,57,64,81,83,59,477,347,241,589,580,740,1127,1001,616,297,5538
LGA29399,14,55,67,41,31,20,4,0,0,238,13,0,6,4,5,11,7,0,0,54,10,32,34,10,13,5,7,5,0,121,39,91,104,55,49,38,23,6,0,418,12,32,58,57,44,35,14,4,0,249,21,60,97,15,19,13,7,3,5,236,0,4,9,4,0,0,0,0,0,19,0,3,10,0,3,0,0,0,0,22,26,102,171,83,66,46,22,3,5,530,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,6,0,0,0,3,0,0,0,0,0,10,26,107,171,83,66,51,25,3,5,536,18,3,9,12,14,15,21,8,8,99,18,59,79,28,25,7,15,10,0,237,61,168,258,121,105,77,56,16,3,869
LGA29499,62,133,338,166,112,121,15,6,0,961,83,102,233,223,191,200,141,48,8,1228,79,92,300,346,179,113,61,14,6,1186,229,321,878,730,479,429,224,58,19,3373,25,91,327,204,150,102,13,0,0,919,44,99,215,96,90,88,22,3,0,646,9,21,42,30,28,24,7,0,0,164,6,7,16,14,15,7,0,4,0,69,82,217,600,341,277,227,47,11,0,1797,18,41,89,84,57,35,3,0,0,329,29,31,37,24,13,11,6,0,0,163,45,68,132,110,69,51,11,0,0,485,130,282,733,454,352,279,60,11,0,2281,165,173,401,418,406,397,362,104,16,2447,172,214,688,867,639,405,190,34,13,3220,459,671,1819,1736,1393,1074,613,152,29,7946
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,27,0,0,6,16,3,14,4,0,0,38
