LGA_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
LGA25250,0,9,19,102,72,61,31,10,8,310,0,8,9,169,46,28,17,6,6,288,0,11,31,274,127,409,649,794,646,2938,0,5,19,62,18,5,4,4,0,116,0,7,8,59,13,3,0,0,0,92,0,14,38,303,286,298,262,107,22,1348,3,11,49,279,46,43,33,8,0,476,0,0,0,4,7,35,87,89,65,286,0,0,10,53,8,12,5,7,3,97,0,0,5,11,0,9,12,0,0,40,0,17,745,1275,41,7,6,0,0,2097,4,3,6,39,18,13,13,12,3,103,3,31,76,984,218,109,51,15,0,1493,0,0,0,18,18,13,16,14,7,84,19,139,230,1008,127,44,10,0,0,1574,0,0,0,15,10,6,0,0,0,34,5,29,49,298,63,33,29,7,6,515,0,0,3,42,19,32,25,13,13,152,0,0,5,3,6,7,0,0,0,31,0,3,4,106,47,46,27,18,7,256
LGA25340,0,0,0,7,4,4,0,0,4,13,0,16,33,78,75,55,69,33,16,372,0,5,3,49,25,85,242,208,77,683,0,6,4,3,6,0,8,0,0,23,0,3,3,6,0,0,0,0,0,15,0,0,0,0,7,9,5,3,0,29,0,0,7,29,17,24,19,12,4,106,0,0,0,0,4,9,30,40,11,102,0,0,0,14,9,25,17,14,5,85,0,0,0,6,0,0,5,3,0,15,0,0,0,14,0,0,0,0,0,17,0,3,8,25,36,40,151,121,43,430,7,26,51,244,233,247,196,105,29,1135,0,0,0,5,9,11,9,9,0,42,0,0,0,6,0,3,0,4,0,11,0,0,0,11,11,16,7,0,0,38,0,16,30,66,19,3,0,3,0,143,0,0,0,20,13,17,34,17,10,102,0,0,0,6,0,4,0,0,0,11,0,17,34,70,107,148,170,142,43,736
LGA25430,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,7,9,3,0,27,0,0,0,3,3,3,12,0,0,22,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,10,0,3,0,0,0,22,0,0,0,0,0,0,3,6,0,8,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,12,15,0,43,0,0,10,37,33,39,26,6,0,150,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,10,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,15,12,3,51
LGA25490,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,8,0,0,23,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,13,6,0,33,0,7,13,51,25,42,18,3,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,9,36,10,0,0,0,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,12
LGA25620,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,17,0,0,0,0,0,8,16,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,18,10,0,42,0,0,0,20,17,20,21,10,0,87,0,0,0,0,3,5,3,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,3,29
LGA25710,0,0,0,6,0,4,0,0,0,7,0,5,0,39,30,16,18,9,3,127,0,0,6,6,19,68,136,60,16,313,0,0,6,3,0,3,0,3,0,23,0,0,8,9,6,0,3,0,0,23,0,0,0,0,0,10,8,5,0,21,0,3,7,28,18,15,30,6,0,104,0,0,0,0,0,10,19,14,5,45,0,0,0,7,0,6,4,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,7,19,13,21,27,7,101,3,12,27,99,74,69,40,19,4,346,0,0,0,7,4,22,18,8,0,59,0,0,0,7,0,0,0,0,0,14,0,0,0,0,7,4,0,0,0,18,0,3,6,19,10,6,3,0,0,40,0,0,0,5,8,12,5,3,0,30,0,0,0,0,0,0,0,0,0,0,0,3,11,20,26,35,35,22,0,157
LGA25810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,11,0,7,7,9,0,27,0,0,5,11,3,7,6,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,9,24,7,0,0,0,0,51,0,0,0,0,0,0,3,3,0,7,0,0,0,4,0,0,0,0,0,7,0,3,0,0,3,4,3,3,0,20
LGA25900,0,0,0,8,0,0,3,0,0,19,0,11,26,540,52,36,19,9,3,698,0,4,11,244,38,46,69,42,29,487,0,6,8,41,16,11,6,0,0,85,6,0,9,74,9,7,0,0,0,112,0,0,3,14,8,3,7,5,0,40,0,4,36,221,39,38,39,10,0,393,0,0,0,8,8,9,15,12,3,48,0,0,4,45,3,17,3,6,0,77,0,0,0,8,0,0,4,0,0,9,0,0,55,92,0,0,0,0,0,153,0,4,7,58,22,16,18,16,6,150,3,24,71,656,262,182,87,36,8,1328,0,0,0,21,20,3,8,0,0,57,0,0,14,65,3,3,0,0,0,85,0,0,0,8,10,7,5,0,0,30,6,9,14,156,23,18,5,5,0,233,0,6,0,48,24,42,64,25,11,212,0,0,0,4,0,0,0,0,0,3,0,0,4,159,72,55,36,27,4,368
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,4,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,24,0,0,0,10,4,17,9,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,15
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,7,10,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
LGA26170,0,0,0,0,0,0,0,0,0,0,0,4,0,8,9,12,10,9,0,44,0,0,0,7,3,5,38,26,15,90,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,3,0,14,0,0,0,0,0,0,5,0,0,10,0,0,0,5,3,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,11,55,34,4,130,5,9,3,37,30,39,36,11,4,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,5,0,0,3,11,3,3,0,0,0,26,0,0,0,0,0,0,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,21,18,8,71
LGA26260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,10,10,4,21,4,7,15,29,14,18,14,4,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,23
LGA26350,0,0,0,10,3,3,0,0,0,22,0,0,7,289,19,22,29,13,0,392,0,0,7,124,34,27,63,59,23,336,8,7,7,73,18,12,8,0,0,135,0,8,16,74,15,4,0,0,0,118,0,0,0,15,10,8,11,3,0,50,5,11,57,265,72,75,59,21,8,575,0,0,0,0,5,8,7,7,0,24,0,0,3,44,13,6,15,6,0,85,0,0,10,5,3,4,3,0,0,22,0,3,46,74,5,0,0,0,0,120,0,3,11,37,14,9,20,10,4,106,3,21,72,554,161,140,84,39,8,1086,0,0,0,15,8,11,4,0,0,27,0,0,11,64,4,3,0,0,0,78,0,0,4,0,10,0,0,0,3,18,3,3,10,197,30,5,3,3,0,263,0,0,0,34,8,19,39,34,23,153,0,0,0,0,0,0,0,0,0,0,0,0,11,99,35,34,33,30,3,238
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,13,0,0,0,0,0,4,6,6,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,11,10,0,23,0,0,0,10,7,11,21,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,3,0,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,3,0,21
LGA26490,0,0,0,0,0,0,0,0,0,4,0,5,3,26,7,16,4,0,0,61,0,0,0,8,0,8,22,6,5,57,0,0,0,0,0,0,0,0,0,8,3,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,13,8,0,0,0,0,26,0,0,0,0,0,7,8,4,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,9,8,8,29,19,3,77,0,12,20,98,48,33,30,13,0,253,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,6,11,0,0,6,0,0,22,0,0,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,13,28,11,4,83
LGA26610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,41,28,18,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,12,58,313,55,11,3,0,0,448,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,9,15,0,0,0,0,0,21,0,0,0,14,0,0,0,0,0,15,0,0,0,0,3,0,12,4,0,20,0,4,3,6,11,13,5,0,0,49,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,7,36,15,3,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,16,0,0,0,5,0,6,4,0,0,11
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,19,0,0,0,0,3,3,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,8,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,9
LGA26700,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,22,0,0,0,6,0,10,58,52,26,148,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,7,0,0,0,30,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,32,0,0,0,0,0,41,0,0,0,0,3,7,30,22,7,59,0,0,0,23,21,17,15,8,6,91,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,3,3,0,0,0,0,6,0,12,3,38,4,3,3,0,0,58,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,4,0,6,8,6,11,11,3,53
LGA26730,0,0,0,0,0,0,0,0,0,5,0,0,0,13,9,6,8,8,0,44,0,0,0,5,0,3,9,3,0,19,0,0,0,4,0,0,0,0,0,4,0,0,4,14,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,5,7,4,6,4,0,0,29,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,16,0,0,0,0,0,18,0,0,0,6,5,5,19,12,11,52,0,12,19,53,35,27,29,7,5,188,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,11,3,35,3,0,0,0,0,60,0,0,0,9,0,0,0,3,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,7,5,9,18,8,6,52
LGA26810,0,3,0,8,0,0,0,0,0,7,0,0,0,3,5,8,4,4,0,27,0,0,3,4,0,9,25,12,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,3,39,5,4,4,0,0,57,0,0,0,0,0,10,13,5,0,19,0,0,0,5,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,10,0,0,3,9,3,19,49,51,9,139,0,17,13,84,46,57,53,19,3,294,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,16,0,0,0,0,0,4,0,0,0,4,3,7,14,51,17,10,0,0,0,104,0,0,0,4,0,3,3,4,0,16,0,0,0,4,0,0,0,0,0,0,0,3,0,12,6,12,29,10,0,72
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA26980,0,5,4,15,13,5,4,4,0,37,0,6,10,33,21,20,20,18,7,139,0,4,18,48,16,83,155,179,122,618,4,18,30,40,20,17,15,0,0,143,5,22,60,250,107,35,12,6,3,497,0,5,0,8,17,13,10,7,3,57,9,94,334,1125,404,299,278,117,25,2686,0,0,0,0,0,10,20,19,10,57,0,0,18,44,5,11,8,9,3,104,0,0,7,38,9,15,7,5,8,85,0,0,66,161,15,8,0,0,0,255,0,5,4,14,10,4,39,39,38,153,11,67,107,254,177,160,83,45,23,912,0,0,0,3,8,9,14,7,0,31,0,17,81,249,31,14,11,0,0,399,0,0,3,7,22,6,6,0,0,43,4,35,54,290,65,47,38,7,0,547,0,5,0,12,18,23,40,16,17,131,0,0,0,3,0,0,0,0,0,3,0,0,3,34,42,36,54,52,15,242
LGA27070,5,102,144,557,355,255,85,25,8,1541,3,21,3,60,25,25,20,16,4,185,3,24,37,174,162,469,917,673,307,2766,0,11,4,11,12,0,5,0,0,42,0,14,11,78,20,12,5,0,0,143,4,16,41,290,237,239,130,53,8,1018,7,41,80,310,88,82,75,12,6,703,0,0,0,13,21,78,177,119,30,438,0,8,26,98,30,31,35,9,0,236,0,0,6,18,4,3,0,0,0,33,4,19,150,713,49,16,11,0,0,961,0,0,0,15,8,17,23,24,14,92,19,236,220,481,188,122,50,13,4,1330,0,31,54,478,366,615,827,369,94,2846,14,94,91,554,89,36,14,4,0,890,0,0,0,4,7,7,0,0,0,18,0,94,161,577,201,142,99,20,3,1299,0,0,5,28,18,14,34,14,9,114,0,10,20,77,52,60,24,9,0,247,0,8,3,30,13,41,39,30,7,169
LGA27170,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,5,4,0,0,20,0,0,0,4,0,0,15,7,3,33,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,14,0,7,0,0,3,5,0,0,0,11,0,3,6,7,0,0,0,4,0,28,0,0,0,0,0,0,3,0,0,8,0,0,0,5,0,0,0,0,0,7,0,0,0,6,0,0,4,0,0,11,0,14,16,22,0,0,0,0,0,59,0,0,0,0,8,0,30,31,10,82,0,6,14,47,49,34,27,14,8,202,0,0,0,0,0,0,5,0,0,5,0,4,0,6,0,0,0,0,0,10,0,0,0,8,8,0,0,0,0,16,6,14,23,47,18,0,0,0,0,105,0,0,0,0,0,0,3,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,26,15,20,3,80
LGA27260,4,10,12,68,49,21,17,8,0,178,0,12,12,109,35,18,18,13,3,233,0,14,16,74,67,181,248,196,85,881,0,10,12,22,17,6,0,0,0,74,0,23,26,198,66,18,10,3,3,358,7,17,28,321,113,88,33,13,0,617,15,133,144,598,161,116,91,21,0,1283,0,0,4,18,42,108,213,99,14,498,0,11,29,171,49,30,25,8,0,326,0,20,182,654,257,118,64,23,9,1329,5,12,73,497,65,16,13,4,0,672,3,5,5,15,11,21,33,30,7,128,123,867,905,1697,552,377,133,43,3,4704,3,6,5,83,82,88,95,22,0,390,52,322,284,1466,241,52,33,8,4,2465,0,8,6,20,23,3,0,0,0,67,17,193,458,1393,679,378,171,30,7,3310,0,3,4,61,45,43,57,23,0,232,9,28,50,195,105,89,38,3,0,516,4,10,31,55,67,116,89,48,23,430
LGA27350,0,0,0,14,6,5,0,0,0,23,0,0,5,253,30,23,19,7,5,341,0,5,7,88,12,47,74,50,63,348,0,5,7,33,12,3,0,0,0,71,0,3,5,44,5,0,0,0,0,55,0,0,0,18,4,0,6,0,0,30,0,0,33,206,49,39,28,7,0,375,0,0,0,3,0,3,15,7,0,28,0,0,5,24,6,6,0,0,0,38,0,0,0,0,0,0,4,0,0,10,0,0,14,29,0,0,0,0,0,47,0,4,3,52,8,13,13,17,0,113,3,9,59,852,170,114,68,18,4,1302,0,0,0,14,0,5,12,7,0,43,0,0,5,23,3,0,0,0,0,39,0,0,0,5,11,0,4,0,0,20,0,6,23,127,11,14,7,0,0,189,0,0,0,22,8,3,7,6,3,56,0,4,0,4,3,0,0,0,0,7,4,0,5,139,27,40,24,8,4,250
LGA27450,0,0,0,4,0,0,4,0,0,10,0,8,11,52,30,32,44,27,7,209,0,0,4,34,20,61,149,130,58,447,0,8,5,5,8,3,0,0,0,26,0,3,5,13,15,4,0,0,0,43,0,0,0,10,6,3,10,4,0,40,4,57,16,45,25,32,20,8,3,205,0,0,0,0,0,12,25,13,3,58,0,0,0,13,0,13,10,0,0,36,0,35,135,312,97,32,23,4,0,624,0,0,8,21,5,0,0,0,0,43,0,4,3,31,59,87,234,193,69,680,4,34,49,248,216,200,135,32,7,921,0,0,0,8,5,6,4,0,0,24,0,0,3,22,4,0,0,5,0,38,0,3,0,7,18,8,0,3,0,47,0,14,30,77,32,21,10,0,0,183,0,0,4,28,14,21,33,14,4,121,0,0,0,4,0,4,0,0,0,8,0,0,9,38,55,113,109,69,17,414
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,3,3,0,0,8,0,0,0,0,7,9,5,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,9
