UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL221052,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,0,8,0,0,20,5,0,0,0,0,0,0,0,0,8,54,26,41,25,34,44,32,9,0,251,..,0,18,33,40,64,32,7,0,198,..,0,13,4,3,6,6,0,0,28,..,0,4,0,8,4,3,0,0,23,104,..,..,..,..,..,..,..,..,104,..,16,..,..,..,..,..,..,..,16,..,21,15,3,0,0,0,0,0,45,..,0,0,0,0,4,0,0,0,19,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,6,6,0,0,9,..,0,3,4,7,10,9,6,0,44,5,3,3,0,0,0,0,0,0,14,106,48,66,51,65,87,56,11,4,491
UCL221053,..,0,0,0,0,4,0,0,0,9,..,0,0,3,4,8,9,6,7,39,0,3,0,0,0,0,3,0,0,3,41,17,17,28,49,58,98,39,10,358,..,0,17,26,43,82,140,63,7,376,..,0,11,9,15,17,11,5,0,71,..,0,0,7,4,0,0,0,4,17,86,..,..,..,..,..,..,..,..,86,..,23,..,..,..,..,..,..,..,23,..,14,7,0,5,3,0,0,0,29,..,0,3,0,0,0,0,0,5,7,..,0,0,0,0,4,0,0,0,3,..,0,0,5,0,8,8,3,0,20,..,0,0,0,8,11,23,21,6,65,0,3,0,0,0,0,3,0,0,6,86,42,35,50,86,118,184,90,22,703
UCL221054,..,0,0,0,0,0,6,0,0,0,..,0,3,3,5,13,17,12,5,55,0,0,0,0,0,0,0,0,0,3,45,21,27,38,37,51,55,22,5,300,..,0,14,37,35,47,57,21,0,207,..,3,18,13,13,14,5,0,0,71,..,0,0,9,10,10,0,0,0,34,107,..,..,..,..,..,..,..,..,107,..,25,..,..,..,..,..,..,..,25,..,15,10,0,0,0,5,0,0,30,..,0,0,0,5,0,3,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,7,8,0,0,14,..,0,3,8,11,32,39,19,8,120,0,0,0,0,0,0,0,0,0,4,107,48,52,71,68,102,111,49,9,624
UCL221055,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,5,97,33,27,57,51,39,15,7,3,326,..,0,32,91,74,47,30,7,4,288,..,3,4,6,14,6,0,3,0,33,..,0,0,4,5,3,0,0,0,9,186,..,..,..,..,..,..,..,..,186,..,35,..,..,..,..,..,..,..,35,..,25,11,0,5,0,0,0,0,38,..,0,0,0,0,0,0,0,3,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,9,3,7,0,17,0,0,3,0,0,0,0,0,0,4,186,57,55,103,97,69,32,20,5,621
UCL221056,..,0,4,0,0,3,0,0,0,7,..,0,0,5,9,6,4,3,0,27,0,0,0,0,0,5,0,0,0,8,36,19,29,24,29,31,20,12,3,207,..,0,24,18,18,20,24,14,0,117,..,3,8,3,7,10,5,4,0,49,..,0,0,7,3,4,7,0,0,24,79,..,..,..,..,..,..,..,..,79,..,14,..,..,..,..,..,..,..,14,..,15,11,0,0,0,0,0,0,25,..,4,0,0,3,0,4,0,0,11,..,3,0,0,0,0,0,0,0,4,..,0,4,5,7,7,4,0,0,22,..,0,6,5,10,16,8,11,0,66,0,0,7,0,0,5,0,0,0,15,81,39,56,48,55,62,48,28,6,428
UCL221057,..,0,0,0,3,0,0,0,0,4,..,0,0,5,0,0,12,0,0,23,0,3,0,0,0,0,0,0,0,10,77,33,48,58,53,52,28,12,0,362,..,0,28,64,65,60,44,12,3,279,..,9,23,24,18,7,0,0,0,81,..,0,5,7,9,4,4,0,0,26,168,..,..,..,..,..,..,..,..,168,..,27,..,..,..,..,..,..,..,27,..,33,14,13,4,0,0,0,0,56,..,3,4,0,4,6,9,5,0,22,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,9,..,0,0,3,5,10,9,5,0,38,0,4,0,0,3,3,0,4,0,17,176,76,76,114,104,100,61,26,8,729
UCL221058,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,3,4,6,0,16,0,3,0,0,0,0,0,0,0,7,66,18,18,38,36,30,29,12,3,241,..,0,18,58,44,36,48,15,4,227,..,0,6,4,7,6,4,0,0,27,..,0,0,0,5,0,0,0,0,11,112,..,..,..,..,..,..,..,..,112,..,18,..,..,..,..,..,..,..,18,..,14,4,0,0,0,0,0,0,22,..,0,0,0,0,0,0,4,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,5,..,0,3,0,3,6,6,10,0,31,6,3,0,4,0,0,0,0,0,10,115,35,37,67,62,51,59,22,4,459
UCL221059,..,0,4,0,3,0,3,0,0,8,..,0,3,10,4,10,10,14,4,49,0,0,0,0,0,0,0,0,0,15,60,29,42,54,58,53,43,28,7,385,..,0,26,51,69,61,60,19,9,291,..,5,28,19,21,8,3,0,0,88,..,0,0,5,10,5,0,6,5,25,122,..,..,..,..,..,..,..,..,122,..,31,..,..,..,..,..,..,..,31,..,12,8,4,3,0,0,0,0,29,..,3,0,0,0,0,3,0,0,13,..,0,0,0,0,0,0,0,0,5,..,6,4,0,3,3,8,0,0,18,..,0,3,15,4,16,9,20,3,67,3,0,4,0,0,5,4,0,0,27,127,61,76,98,109,90,86,54,15,712
UCL221060,..,0,0,0,0,3,0,0,0,3,..,0,0,0,6,10,22,14,3,61,0,0,0,0,0,3,0,0,0,7,11,7,9,14,26,51,93,54,9,279,..,0,4,11,29,54,121,74,12,293,..,3,6,3,4,12,16,0,0,44,..,0,0,0,3,0,0,0,3,14,25,..,..,..,..,..,..,..,..,25,..,9,..,..,..,..,..,..,..,9,..,10,12,4,0,3,0,0,0,26,..,0,0,0,0,0,7,0,0,10,..,0,0,0,0,0,0,0,0,4,..,4,0,0,5,3,0,0,0,8,..,0,0,4,9,20,44,24,10,111,0,0,0,0,0,3,3,0,0,7,25,18,18,21,44,95,187,102,20,543
UCL221061,..,0,0,0,0,6,0,0,0,7,..,0,0,0,6,8,17,8,9,40,0,0,0,0,0,3,6,0,0,7,18,28,12,23,36,78,78,25,10,307,..,0,7,30,28,86,116,43,0,317,..,5,14,8,12,17,12,0,0,67,..,0,0,3,6,6,5,0,0,18,53,..,..,..,..,..,..,..,..,53,..,25,..,..,..,..,..,..,..,25,..,11,8,0,3,0,0,0,0,28,..,0,4,0,0,0,4,0,0,5,..,0,0,0,0,0,0,0,0,0,..,6,0,0,0,7,0,0,0,8,..,0,0,0,3,24,26,20,8,88,0,0,3,0,4,6,4,0,0,21,53,47,34,45,65,143,166,66,7,623
UCL221062,..,0,0,0,3,4,5,0,0,10,..,0,0,6,12,21,26,23,5,91,0,0,0,0,0,0,0,0,0,4,68,26,37,35,57,67,79,50,15,422,..,0,18,30,49,59,86,37,11,282,..,7,25,6,12,9,10,5,0,80,..,0,0,6,13,8,6,3,0,44,116,..,..,..,..,..,..,..,..,116,..,22,..,..,..,..,..,..,..,22,..,21,12,3,6,0,0,0,0,43,..,9,0,0,0,0,6,4,0,15,..,0,0,3,0,3,0,0,0,5,..,0,0,0,3,4,7,0,0,28,..,0,6,7,26,42,56,40,11,198,0,0,0,0,3,0,0,0,0,8,116,57,63,64,110,136,172,98,27,842
UCL221063,..,0,0,0,0,4,0,0,0,5,..,0,0,0,3,13,16,14,9,49,0,0,0,0,0,0,0,0,0,4,41,22,29,17,31,45,29,23,13,248,..,0,17,15,33,43,34,21,3,168,..,10,18,10,6,9,9,0,0,70,..,0,0,8,7,5,0,0,0,24,82,..,..,..,..,..,..,..,..,82,..,15,..,..,..,..,..,..,..,15,..,13,7,0,0,0,0,0,0,17,..,9,0,0,0,7,0,0,0,16,..,4,0,0,0,0,0,0,0,7,..,11,0,0,0,5,0,0,0,18,..,0,3,3,14,24,29,19,8,95,0,0,0,0,0,0,5,3,0,8,82,56,48,46,57,91,78,38,16,514
UCL221064,..,6,0,0,0,0,0,0,0,7,..,0,0,0,3,7,6,0,0,21,8,0,0,0,3,0,0,0,0,8,75,38,53,47,43,34,23,6,0,330,..,0,46,71,50,32,31,10,0,231,..,5,48,26,16,8,6,0,0,97,..,0,0,5,9,5,0,0,0,23,149,..,..,..,..,..,..,..,..,149,..,29,..,..,..,..,..,..,..,29,..,24,16,0,0,0,0,0,0,46,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,4,..,3,0,0,0,7,0,0,0,12,..,0,0,3,8,12,3,0,0,32,8,3,3,0,3,3,0,0,0,17,154,77,111,107,87,65,46,17,0,653
UCL221065,..,0,0,0,0,0,0,0,0,4,..,0,0,0,7,5,6,4,0,26,0,0,0,0,0,0,0,0,0,3,27,9,14,15,30,38,46,30,0,208,..,0,7,18,31,52,61,34,9,209,..,0,14,6,16,14,14,0,0,62,..,0,0,0,0,0,0,0,0,5,58,..,..,..,..,..,..,..,..,58,..,14,..,..,..,..,..,..,..,14,..,3,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,3,6,13,13,9,4,48,0,0,0,0,0,4,5,0,0,10,58,20,29,28,61,85,89,48,14,433
UCL221066,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,5,3,3,0,15,0,0,0,0,0,0,0,0,0,0,69,39,37,42,44,38,36,12,0,316,..,0,32,62,53,37,48,16,0,246,..,16,26,20,16,18,6,3,0,102,..,0,4,9,4,4,4,0,0,24,148,..,..,..,..,..,..,..,..,148,..,31,..,..,..,..,..,..,..,31,..,24,12,0,3,4,0,0,0,43,..,3,0,0,0,5,6,0,0,15,..,8,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,10,..,0,5,3,3,15,15,3,0,52,0,0,0,3,0,0,0,0,0,12,148,85,75,95,85,79,77,32,0,677
UCL221067,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,11,3,0,0,15,0,0,0,0,0,0,0,0,0,0,56,26,37,33,26,31,25,5,4,251,..,0,20,34,40,30,35,10,3,166,..,15,28,18,8,3,6,0,0,74,..,0,8,9,5,3,3,0,0,22,122,..,..,..,..,..,..,..,..,122,..,19,..,..,..,..,..,..,..,19,..,25,8,0,0,0,0,0,0,34,..,0,0,0,5,0,0,3,0,11,..,4,0,0,0,0,0,0,0,6,..,0,3,0,0,0,0,0,0,8,..,6,6,8,9,24,13,3,0,70,0,0,3,0,0,0,0,0,0,9,122,63,72,65,64,68,63,12,6,537
UCL221068,..,4,4,0,0,3,0,0,0,8,..,0,0,5,0,6,6,3,0,31,5,0,0,0,0,0,0,0,0,7,60,29,32,45,24,41,21,9,4,256,..,0,11,37,24,36,19,6,0,128,..,0,22,17,8,3,0,0,0,47,..,0,4,18,4,10,0,0,0,35,116,..,..,..,..,..,..,..,..,116,..,21,..,..,..,..,..,..,..,21,..,16,9,3,0,0,0,0,0,32,..,0,0,0,0,4,3,0,0,15,..,0,0,0,0,0,0,0,0,4,..,4,6,0,0,5,0,0,0,15,..,0,7,6,13,17,22,3,0,71,5,0,4,0,0,0,0,0,0,14,121,44,65,81,55,68,51,10,4,497
UCL221069,..,0,5,0,0,6,0,0,0,12,..,6,5,0,10,15,13,9,0,52,0,0,4,0,0,5,0,0,0,13,75,33,46,48,68,80,54,26,5,429,..,0,17,64,68,81,59,21,7,314,..,7,15,16,23,18,5,0,0,82,..,0,7,11,10,10,5,5,0,53,163,..,..,..,..,..,..,..,..,163,..,35,..,..,..,..,..,..,..,35,..,23,8,0,7,0,0,0,0,45,..,3,0,0,0,0,3,0,0,14,..,0,4,0,3,6,0,0,0,9,..,0,12,0,0,6,3,0,0,24,..,4,14,3,11,46,24,14,0,124,0,0,11,5,0,5,3,0,0,29,163,82,93,103,122,171,100,39,6,887
UCL221070,..,0,0,0,0,3,0,0,0,8,..,0,4,0,12,16,13,13,7,66,3,0,0,3,0,5,0,0,0,12,78,40,46,46,53,64,66,38,14,437,..,0,36,51,55,75,86,46,8,351,..,8,34,17,15,3,9,0,0,81,..,0,3,10,14,4,4,3,3,38,152,..,..,..,..,..,..,..,..,152,..,27,..,..,..,..,..,..,..,27,..,20,9,9,4,0,0,0,0,33,..,7,0,0,0,0,3,0,0,7,..,5,0,0,0,5,0,0,0,3,..,0,3,4,0,6,0,6,0,12,..,4,15,4,22,43,26,29,11,138,4,5,0,3,3,4,0,3,0,23,157,78,91,88,102,137,122,75,30,876
UCL221071,..,0,0,0,0,0,6,3,0,5,..,0,5,0,3,11,8,11,14,51,0,0,0,0,0,3,0,4,0,10,48,45,34,33,49,53,55,39,16,372,..,0,21,30,41,59,67,42,3,263,..,14,22,14,19,11,3,3,0,90,..,0,8,13,15,3,4,3,0,40,118,..,..,..,..,..,..,..,..,118,..,41,..,..,..,..,..,..,..,41,..,22,9,0,5,7,0,0,0,42,..,7,0,0,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,6,0,0,0,3,4,0,0,19,..,3,12,3,8,22,17,19,21,104,0,3,0,0,0,4,0,4,0,19,117,93,68,68,89,112,95,77,30,749
UCL221072,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,4,3,0,0,13,0,0,0,0,0,0,0,0,0,7,47,21,38,24,18,38,27,5,0,223,..,0,20,27,15,45,36,7,0,160,..,7,36,12,5,9,4,0,0,75,..,0,5,9,6,4,0,0,0,25,93,..,..,..,..,..,..,..,..,93,..,9,..,..,..,..,..,..,..,9,..,16,10,4,0,0,0,0,0,23,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,7,..,0,3,8,0,14,22,3,0,48,0,0,0,0,0,0,3,0,0,13,97,37,78,57,36,76,65,13,0,452
UCL221073,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,6,44,46,20,31,39,28,27,3,0,249,..,0,18,50,55,47,34,10,0,205,..,4,6,14,21,8,3,0,0,52,..,0,0,0,3,3,0,0,0,11,101,..,..,..,..,..,..,..,..,101,..,41,..,..,..,..,..,..,..,41,..,23,9,0,0,0,0,0,0,35,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,5,0,5,0,6,0,0,0,15,..,0,5,0,0,6,0,4,0,18,4,3,0,0,0,0,0,0,0,10,101,82,43,62,78,65,46,11,0,488
UCL221074,..,0,0,0,0,0,0,0,0,5,..,0,0,0,5,22,24,15,7,80,0,0,0,0,0,5,8,0,0,10,34,20,27,31,47,84,73,44,8,375,..,0,12,41,52,81,83,56,4,332,..,0,14,15,12,19,6,3,0,71,..,0,0,4,10,8,0,0,0,22,92,..,..,..,..,..,..,..,..,92,..,18,..,..,..,..,..,..,..,18,..,14,10,0,0,0,0,0,0,31,..,0,0,0,0,0,0,3,0,10,..,4,0,0,0,4,0,0,0,9,..,0,0,0,0,0,0,0,0,10,..,0,0,3,9,31,41,27,8,123,0,0,0,0,6,5,5,4,0,17,92,42,46,68,87,147,147,86,14,732
UCL221075,..,0,0,0,0,5,0,0,0,9,..,0,0,0,9,15,24,12,5,63,0,0,0,0,0,0,0,0,0,6,52,16,30,36,48,82,78,35,10,384,..,0,11,43,51,82,99,52,11,343,..,0,10,17,11,18,10,3,0,67,..,0,0,3,11,3,3,0,0,30,100,..,..,..,..,..,..,..,..,100,..,25,..,..,..,..,..,..,..,25,..,11,9,3,5,0,0,0,0,27,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,6,0,0,0,17,..,0,10,0,14,32,37,20,5,113,0,0,0,0,0,3,3,0,0,21,102,37,50,69,90,144,157,74,19,745
UCL221076,..,0,0,0,0,0,0,0,0,6,..,0,0,7,5,25,24,10,3,74,0,0,0,0,4,3,3,0,0,11,44,15,32,40,51,82,86,37,3,385,..,0,3,25,48,78,103,44,5,293,..,0,33,16,16,18,22,4,0,110,..,0,6,8,4,6,4,0,0,31,84,..,..,..,..,..,..,..,..,84,..,15,..,..,..,..,..,..,..,15,..,12,11,9,0,0,0,0,0,33,..,0,0,0,0,0,0,0,3,10,..,0,0,0,0,0,0,0,0,6,..,0,0,3,0,9,3,0,4,15,..,0,9,19,22,54,47,27,6,179,0,0,5,6,8,8,15,0,0,45,86,31,57,72,101,177,193,74,11,808
UCL221077,..,0,0,0,4,6,0,0,0,7,..,0,5,0,5,13,26,9,5,67,0,0,0,0,0,5,0,0,0,5,36,15,22,32,27,80,55,27,9,312,..,0,7,24,18,62,58,20,7,196,..,9,12,11,13,8,7,0,0,58,..,0,0,6,3,4,8,9,0,35,85,..,..,..,..,..,..,..,..,85,..,16,..,..,..,..,..,..,..,16,..,11,0,4,3,8,0,0,0,31,..,0,0,3,0,5,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,7,8,4,0,0,17,..,0,6,0,14,29,49,23,7,136,0,0,0,6,0,4,0,0,0,10,85,34,34,55,67,122,116,59,16,596
UCL221078,..,0,0,0,0,0,0,0,0,0,..,0,0,0,7,12,5,0,0,20,0,0,0,0,0,0,0,0,0,6,36,30,31,32,48,41,23,3,5,245,..,3,21,41,48,42,27,10,3,191,..,10,22,21,18,18,4,0,0,82,..,0,0,0,6,0,0,0,0,19,78,..,..,..,..,..,..,..,..,78,..,16,..,..,..,..,..,..,..,16,..,14,10,5,0,0,0,0,0,35,..,6,0,0,0,0,0,0,0,11,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,4,0,0,0,13,..,0,10,3,5,14,16,6,0,59,0,8,0,0,0,0,0,0,0,10,78,55,65,71,84,82,55,20,3,514
UCL221079,..,0,0,0,0,0,5,0,0,8,..,0,0,0,3,19,14,16,7,60,0,0,0,0,0,0,0,0,0,9,38,17,26,14,34,63,59,33,6,299,..,0,6,17,31,55,52,30,11,202,..,5,10,3,15,13,11,0,0,54,..,0,10,0,3,6,5,5,3,31,76,..,..,..,..,..,..,..,..,76,..,14,..,..,..,..,..,..,..,14,..,12,9,3,0,4,0,0,0,30,..,0,0,0,7,3,4,0,0,16,..,0,0,0,0,5,6,0,0,13,..,0,0,0,3,5,3,0,0,13,..,0,6,0,6,36,37,30,10,122,0,0,4,3,0,0,6,0,0,19,73,32,44,33,68,119,116,75,16,584
UCL221080,..,0,0,0,4,4,0,0,0,8,..,0,0,6,5,3,13,8,0,33,0,0,0,0,0,0,0,0,0,0,35,18,17,34,44,45,48,20,10,273,..,0,8,23,21,56,59,24,6,194,..,0,16,18,22,17,8,0,0,79,..,0,0,3,9,0,0,4,0,21,71,..,..,..,..,..,..,..,..,71,..,33,..,..,..,..,..,..,..,33,..,7,7,4,4,4,0,0,0,23,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,8,..,0,0,4,7,5,0,4,0,19,..,0,0,13,9,18,23,22,0,88,0,0,0,0,0,0,0,0,0,4,71,35,39,68,78,102,93,48,9,544
UCL221081,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,6,11,10,6,49,0,0,0,0,0,4,0,0,0,4,31,19,28,12,38,41,37,31,11,247,..,0,18,14,36,47,39,39,7,192,..,4,14,7,5,6,0,0,0,36,..,0,7,0,11,0,3,4,5,27,71,..,..,..,..,..,..,..,..,71,..,17,..,..,..,..,..,..,..,17,..,11,4,0,10,0,0,0,0,24,..,0,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,3,..,5,0,0,3,3,0,5,0,16,..,6,7,6,11,23,26,19,11,102,0,0,5,0,0,4,0,0,0,6,71,37,49,27,71,87,75,63,17,502
UCL221082,..,4,0,0,0,0,0,0,0,7,..,7,17,3,14,18,8,0,0,72,3,0,0,0,0,0,0,0,0,9,65,71,72,62,78,63,21,4,0,437,..,0,35,84,88,60,33,5,0,294,..,8,36,22,18,6,4,0,0,93,..,0,9,3,8,6,0,0,0,31,137,..,..,..,..,..,..,..,..,137,..,48,..,..,..,..,..,..,..,48,..,38,9,4,0,0,0,0,0,49,..,0,4,5,0,4,4,0,0,22,..,4,6,5,0,0,0,0,0,8,..,4,3,0,0,6,0,0,0,10,..,13,31,22,28,29,10,6,0,134,6,0,4,0,0,0,4,0,0,16,137,118,136,146,139,104,44,16,0,842
UCL221083,..,0,0,0,3,0,3,0,0,4,..,0,5,8,8,11,30,21,6,87,7,0,0,0,0,0,0,0,0,7,95,23,38,66,67,95,74,43,15,511,..,0,21,60,68,111,78,30,12,396,..,0,23,30,10,14,12,4,0,104,..,0,3,6,16,7,0,0,0,39,185,..,..,..,..,..,..,..,..,185,..,36,..,..,..,..,..,..,..,36,..,18,8,4,4,5,0,0,0,36,..,0,6,0,0,0,0,0,6,11,..,4,3,0,0,0,0,0,0,8,..,0,0,0,5,0,4,0,0,10,..,0,8,8,7,24,40,34,9,132,6,0,0,0,0,3,0,0,0,14,191,69,69,114,115,169,140,80,28,969
UCL221084,..,0,0,0,0,0,0,0,0,0,..,0,10,5,5,13,8,15,5,56,0,0,0,0,0,0,0,0,0,3,73,32,65,41,38,62,41,29,10,392,..,9,51,59,42,56,49,26,4,296,..,12,34,12,8,12,6,0,0,87,..,0,6,4,11,9,0,0,0,30,158,..,..,..,..,..,..,..,..,158,..,35,..,..,..,..,..,..,..,35,..,21,14,4,4,5,0,0,0,44,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,5,..,0,6,0,0,0,0,0,0,6,..,0,12,10,11,23,15,15,10,93,0,5,0,0,0,0,0,0,0,13,166,77,126,89,77,106,80,43,18,776
UCL222001,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,8,9,27,27,15,4,4,131,..,0,4,11,44,53,31,10,3,155,..,0,0,0,3,4,0,0,0,13,..,0,0,0,0,0,0,0,0,6,46,..,..,..,..,..,..,..,..,46,..,17,..,..,..,..,..,..,..,17,..,14,3,0,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,46,38,13,14,56,59,32,12,3,268
UCL222002,..,0,0,0,0,0,4,0,0,0,..,0,0,0,3,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,39,19,7,24,31,36,20,14,3,192,..,0,9,30,51,46,30,15,6,191,..,0,7,15,5,0,0,4,0,40,..,0,0,0,0,0,0,0,0,6,63,..,..,..,..,..,..,..,..,63,..,23,..,..,..,..,..,..,..,23,..,10,7,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,5,..,0,5,0,0,0,0,0,0,5,..,0,0,0,3,0,4,0,0,9,..,0,0,0,5,6,7,8,3,27,0,4,0,0,0,0,0,0,0,3,63,33,19,51,64,63,47,31,13,385
UCL222003,..,0,0,0,0,0,0,0,0,6,..,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,35,7,32,19,15,22,9,8,3,150,..,0,23,19,17,26,22,9,0,119,..,0,17,7,5,4,0,0,0,32,..,0,8,0,0,0,0,0,0,11,83,..,..,..,..,..,..,..,..,83,..,7,..,..,..,..,..,..,..,7,..,14,7,0,0,0,0,0,0,20,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,5,3,6,0,7,0,29,0,0,4,0,0,0,0,0,0,7,85,25,60,35,32,41,34,20,3,321
