UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL215008,..,0,0,0,0,0,0,0,0,3,..,0,3,4,0,8,6,8,0,34,0,0,0,0,0,5,3,0,0,9,249,108,121,141,141,106,69,21,3,962,..,0,99,177,182,171,119,25,4,780,..,16,63,60,57,20,8,3,0,232,..,0,5,12,20,4,6,0,0,51,490,..,..,..,..,..,..,..,..,490,..,104,..,..,..,..,..,..,..,104,..,71,25,3,3,0,0,0,0,102,..,5,6,0,0,6,0,0,0,12,..,10,6,0,0,0,0,0,0,16,..,0,5,0,0,5,4,0,0,13,..,0,15,16,9,18,12,4,0,78,0,0,0,0,0,3,4,0,0,24,490,207,221,267,282,220,149,39,11,1889
UCL215009,..,0,0,0,0,0,0,0,0,8,..,0,0,3,7,12,21,9,3,50,0,0,0,0,0,0,3,0,0,12,57,33,26,39,49,75,88,40,5,413,..,0,20,41,47,85,108,71,3,371,..,7,15,12,21,21,10,0,0,76,..,4,4,11,5,7,3,3,5,39,124,..,..,..,..,..,..,..,..,124,..,24,..,..,..,..,..,..,..,24,..,15,15,13,3,3,0,0,0,49,..,3,0,0,0,5,0,3,0,10,..,4,0,0,0,0,0,0,0,9,..,4,0,0,0,5,4,0,0,11,..,0,0,5,13,30,49,14,5,118,0,0,0,0,4,0,7,0,0,19,124,65,56,83,95,156,176,94,13,855
UCL215010,..,0,0,0,0,3,0,0,0,0,..,0,4,0,0,13,9,8,6,36,0,4,0,0,3,0,4,0,0,17,204,131,74,153,172,143,89,36,6,1010,..,0,59,232,266,232,153,43,8,994,..,3,16,41,21,24,0,5,0,109,..,0,0,5,16,7,5,9,0,38,459,..,..,..,..,..,..,..,..,459,..,184,..,..,..,..,..,..,..,184,..,95,48,4,7,3,0,0,0,157,..,6,0,8,0,7,9,4,3,36,..,0,3,0,0,0,3,0,0,9,..,0,0,0,0,3,0,0,0,9,..,0,0,6,10,22,18,9,6,67,3,11,5,0,6,4,5,0,0,33,464,302,137,295,330,294,188,68,15,2095
UCL215011,..,5,0,0,7,0,4,0,0,11,..,0,4,5,10,25,32,31,13,120,0,0,0,0,0,3,0,0,0,6,63,46,41,54,67,80,94,63,15,520,..,0,10,34,48,75,96,50,14,332,..,12,34,22,23,11,14,4,0,125,..,3,9,10,20,6,6,6,0,65,137,..,..,..,..,..,..,..,..,137,..,20,..,..,..,..,..,..,..,20,..,32,10,7,6,5,0,0,0,64,..,4,3,4,8,3,5,0,0,20,..,4,3,0,0,0,0,0,0,3,..,10,5,0,7,7,8,0,0,24,..,3,6,13,23,45,67,50,18,213,0,6,5,0,0,3,0,0,0,10,138,88,80,94,136,154,187,115,31,1020
UCL215012,..,10,13,3,0,7,6,4,0,37,..,0,9,16,24,61,92,62,31,286,3,0,0,9,7,8,4,6,0,29,253,114,112,205,229,238,265,139,55,1605,..,0,53,191,217,226,264,131,20,1114,..,9,77,67,83,48,38,14,11,352,..,0,14,33,46,17,16,10,7,149,500,..,..,..,..,..,..,..,..,500,..,111,..,..,..,..,..,..,..,111,..,61,30,16,17,11,0,0,0,127,..,4,8,5,5,4,4,6,0,34,..,4,0,0,3,4,0,0,0,12,..,11,15,10,0,10,13,9,0,65,..,12,12,25,54,96,155,81,39,473,9,3,8,9,10,7,8,3,0,57,503,225,213,359,430,432,503,250,87,2992
UCL215013,..,0,5,3,0,0,0,0,0,16,..,0,12,7,7,13,7,3,0,42,4,3,6,5,3,0,0,0,0,23,558,186,439,358,210,145,64,11,0,1975,..,3,415,517,281,192,91,13,3,1512,..,33,216,112,65,25,4,0,0,463,..,4,25,41,39,15,8,6,0,132,1137,..,..,..,..,..,..,..,..,1137,..,180,..,..,..,..,..,..,..,180,..,130,76,10,5,5,0,0,0,227,..,15,23,9,7,13,12,6,0,89,..,9,15,0,0,0,0,0,0,26,..,4,9,8,3,0,0,0,0,32,..,6,32,25,30,23,13,5,0,131,17,7,10,10,0,0,4,0,0,46,1152,396,822,738,438,270,132,23,4,3979
UCL215014,..,0,0,0,0,4,0,0,0,4,..,0,0,0,4,9,5,3,0,31,0,3,0,0,5,3,0,0,0,16,124,76,89,71,80,82,43,19,3,589,..,8,59,88,102,101,63,29,8,450,..,8,67,18,30,18,6,3,0,143,..,5,3,8,19,6,0,4,0,49,243,..,..,..,..,..,..,..,..,243,..,50,..,..,..,..,..,..,..,50,..,52,29,11,0,5,0,0,0,100,..,4,0,4,0,7,0,0,0,16,..,0,8,0,0,5,0,0,0,11,..,0,0,0,3,3,3,0,0,12,..,4,9,7,9,16,21,11,3,82,3,6,0,0,5,5,3,0,0,24,248,134,181,129,167,157,98,47,13,1186
UCL215015,..,15,9,7,6,0,0,0,0,36,..,7,11,12,13,35,45,54,24,184,0,4,5,3,3,3,8,0,0,26,157,92,98,136,161,162,166,119,33,1130,..,0,45,145,157,183,212,123,24,884,..,13,61,61,52,47,12,10,0,248,..,0,4,22,29,10,8,10,4,84,330,..,..,..,..,..,..,..,..,330,..,79,..,..,..,..,..,..,..,79,..,37,15,11,6,5,0,0,0,75,..,8,4,0,0,3,0,6,3,23,..,9,9,0,0,0,0,0,0,17,..,25,41,12,3,4,4,0,0,89,..,6,22,21,27,61,83,67,27,311,3,8,6,3,8,5,6,3,0,43,330,195,196,262,291,317,323,211,58,2189
UCL215016,..,0,4,4,5,5,3,3,0,27,..,5,19,19,25,58,49,35,27,226,5,0,3,0,0,0,0,0,0,18,367,200,271,249,256,257,189,98,48,1937,..,4,161,249,242,231,216,102,23,1226,..,42,166,93,81,61,21,7,0,461,..,4,37,48,59,40,19,15,8,240,765,..,..,..,..,..,..,..,..,765,..,162,..,..,..,..,..,..,..,162,..,159,96,27,15,7,3,0,0,305,..,12,19,3,12,11,20,14,0,97,..,6,10,9,12,6,0,0,0,42,..,7,14,6,12,15,18,5,0,68,..,11,60,48,58,113,87,62,34,470,10,10,7,5,4,6,7,6,0,45,771,414,566,489,494,489,392,197,68,3877
UCL215017,..,0,0,0,0,9,0,5,0,10,..,0,3,9,6,20,25,31,18,107,3,7,0,0,0,5,0,0,0,22,268,150,146,163,158,149,111,78,26,1259,..,0,100,216,201,200,140,86,18,968,..,28,107,58,38,27,7,0,0,264,..,0,16,19,24,8,4,9,3,85,569,..,..,..,..,..,..,..,..,569,..,138,..,..,..,..,..,..,..,138,..,106,40,6,3,10,0,0,0,167,..,17,4,0,0,4,5,9,4,48,..,6,6,6,6,4,0,0,0,25,..,0,0,0,0,12,7,5,0,21,..,4,14,10,17,29,37,36,24,175,0,12,0,3,0,9,0,0,0,34,579,312,288,322,292,307,206,142,45,2494
UCL215018,..,4,9,0,0,0,8,4,0,20,..,4,15,9,28,50,72,79,41,285,0,4,0,0,0,3,0,0,0,16,196,112,114,136,151,199,221,171,50,1363,..,5,68,136,153,215,257,162,21,1016,..,27,60,41,36,23,19,11,0,215,..,5,13,30,28,25,8,10,11,121,399,..,..,..,..,..,..,..,..,399,..,93,..,..,..,..,..,..,..,93,..,65,41,22,21,9,0,0,0,155,..,13,3,7,3,3,9,4,0,42,..,8,4,3,4,4,0,0,0,22,..,15,27,4,6,11,9,4,0,71,..,16,36,16,51,90,109,106,53,471,5,6,4,0,0,5,4,0,0,30,406,245,244,254,300,387,418,293,82,2631
UCL215019,..,3,6,0,3,5,0,0,0,19,..,8,10,9,17,30,28,12,4,114,0,0,4,0,3,6,3,3,0,24,181,104,111,146,152,142,113,39,10,1008,..,0,50,160,153,161,131,49,10,709,..,13,73,49,52,35,22,0,0,257,..,0,8,20,36,9,4,0,0,78,379,..,..,..,..,..,..,..,..,379,..,84,..,..,..,..,..,..,..,84,..,61,18,4,5,4,0,0,0,98,..,7,6,0,0,4,5,4,4,29,..,8,8,0,0,0,0,0,0,11,..,15,10,4,4,12,4,0,0,48,..,7,15,26,36,57,51,15,3,215,4,3,6,4,7,12,9,4,0,47,380,197,201,273,299,287,231,84,21,1964
UCL215020,..,3,5,0,0,4,0,4,0,17,..,5,4,3,8,32,37,53,21,164,0,0,0,0,0,3,0,0,0,10,76,60,48,43,57,118,100,95,35,623,..,3,27,29,54,112,119,70,15,427,..,11,24,10,3,21,13,9,0,95,..,7,5,9,15,6,3,3,5,48,149,..,..,..,..,..,..,..,..,149,..,36,..,..,..,..,..,..,..,36,..,23,13,9,4,3,4,0,0,57,..,3,3,0,5,5,5,0,0,24,..,0,0,0,0,0,0,0,0,13,..,5,4,7,3,7,3,0,6,43,..,9,9,16,20,55,65,69,31,272,3,0,0,0,5,5,3,5,0,21,151,110,98,80,107,210,214,162,59,1179
UCL215021,..,0,0,0,0,10,0,0,0,12,..,0,6,4,6,23,28,24,5,93,0,0,0,0,4,0,0,0,0,6,88,63,47,53,89,104,93,50,7,582,..,3,22,48,94,91,96,51,7,408,..,10,32,31,26,27,7,0,0,127,..,4,3,5,14,8,7,4,0,45,165,..,..,..,..,..,..,..,..,165,..,45,..,..,..,..,..,..,..,45,..,34,19,5,5,4,0,0,0,71,..,3,3,0,0,4,3,0,0,18,..,3,3,0,0,0,0,0,0,9,..,4,0,0,0,16,10,0,0,31,..,0,10,8,23,43,51,34,10,179,0,3,0,0,3,0,3,0,0,19,168,115,95,100,172,188,179,89,12,1118
UCL215022,..,16,11,6,3,11,8,3,0,56,..,12,20,22,29,55,76,47,9,260,10,10,3,0,0,5,7,3,0,41,368,259,298,246,251,302,278,126,22,2152,..,13,138,207,207,312,311,156,15,1354,..,66,175,80,59,33,14,9,0,437,..,15,59,76,84,45,27,5,7,315,776,..,..,..,..,..,..,..,..,776,..,149,..,..,..,..,..,..,..,149,..,163,83,34,13,3,3,0,0,302,..,29,11,4,15,15,14,7,0,105,..,13,13,3,8,4,4,0,0,49,..,37,24,15,13,28,12,3,0,130,..,23,49,57,72,114,120,85,12,534,21,20,14,4,5,9,11,3,0,88,795,526,563,481,477,566,521,273,40,4241
UCL215023,..,0,6,0,4,3,0,0,0,12,..,0,3,9,11,19,21,37,13,126,0,4,3,3,0,3,3,0,0,17,107,57,74,60,98,106,95,78,24,711,..,0,32,54,101,128,121,70,24,526,..,10,37,22,22,15,9,6,0,116,..,3,15,16,16,13,4,11,0,73,223,..,..,..,..,..,..,..,..,223,..,56,..,..,..,..,..,..,..,56,..,50,19,9,10,0,0,0,0,90,..,8,8,0,5,0,5,0,0,26,..,0,0,4,0,0,0,0,0,5,..,0,4,0,0,3,0,0,0,18,..,3,16,7,24,45,38,49,25,215,4,3,3,3,0,4,5,0,0,25,229,139,140,110,184,207,184,136,49,1386
UCL215024,..,0,3,8,0,0,3,0,0,19,..,0,3,13,13,33,46,44,25,177,0,0,0,0,0,5,5,0,0,14,127,59,66,83,96,119,167,114,37,872,..,0,32,80,99,109,200,121,30,676,..,12,50,23,25,23,9,6,0,145,..,0,10,12,11,15,4,5,5,66,236,..,..,..,..,..,..,..,..,236,..,50,..,..,..,..,..,..,..,50,..,35,15,10,17,5,0,0,0,74,..,4,3,0,0,5,6,4,0,22,..,0,0,0,0,0,0,0,0,3,..,9,4,8,4,8,8,0,0,38,..,3,20,15,27,56,94,73,43,323,0,0,5,4,3,9,6,5,0,30,239,113,133,152,187,220,329,210,78,1659
UCL215025,..,0,0,0,0,5,6,4,0,14,..,0,5,0,5,14,21,8,0,57,0,0,0,0,0,0,3,3,0,9,68,28,41,45,49,97,102,37,5,476,..,0,24,39,53,109,125,43,8,396,..,5,26,19,17,21,14,3,0,115,..,0,7,10,12,6,9,4,0,51,146,..,..,..,..,..,..,..,..,146,..,23,..,..,..,..,..,..,..,23,..,38,9,11,7,0,0,0,0,66,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,5,8,8,0,26,..,0,4,3,11,35,41,18,3,123,0,0,5,3,3,6,4,4,0,22,146,69,82,90,103,194,201,74,16,975
UCL215026,..,0,0,0,0,3,0,0,0,13,..,0,7,5,11,13,28,12,3,79,0,4,3,3,0,3,4,0,0,20,70,38,59,49,57,95,93,39,11,508,..,0,20,28,50,85,96,49,3,331,..,16,33,20,27,26,9,5,0,134,..,0,14,13,12,12,3,0,4,54,135,..,..,..,..,..,..,..,..,135,..,27,..,..,..,..,..,..,..,27,..,21,16,4,5,3,0,0,0,51,..,0,0,0,3,3,10,4,0,36,..,0,0,0,0,0,0,0,0,10,..,0,0,0,3,6,0,3,3,20,..,4,14,5,28,45,49,30,13,185,5,3,4,6,5,5,5,4,0,43,141,72,98,93,133,181,177,99,22,1017
UCL215027,..,0,0,0,0,3,0,0,0,5,..,0,5,10,7,26,27,34,17,122,0,4,0,0,0,4,0,3,0,14,81,40,41,57,51,86,73,70,24,517,..,0,22,45,50,87,70,58,15,347,..,12,30,29,21,7,10,4,0,111,..,0,5,9,10,8,0,0,0,38,152,..,..,..,..,..,..,..,..,152,..,31,..,..,..,..,..,..,..,31,..,17,11,0,5,3,0,0,0,39,..,4,0,0,5,0,4,5,0,21,..,3,0,0,0,0,0,0,0,7,..,0,3,0,4,5,3,0,0,21,..,0,16,7,15,53,47,44,23,208,0,4,9,0,0,8,4,10,0,32,153,72,101,96,111,170,139,118,41,1001
UCL215028,..,0,0,3,5,5,4,4,0,27,..,4,5,14,18,60,73,56,27,246,0,9,0,0,0,6,3,0,0,17,179,88,110,131,148,212,217,131,34,1246,..,5,77,130,139,196,207,140,21,923,..,19,54,42,53,40,28,4,0,240,..,0,17,25,33,15,12,10,3,122,376,..,..,..,..,..,..,..,..,376,..,84,..,..,..,..,..,..,..,84,..,67,41,13,10,5,0,0,0,137,..,7,0,5,4,0,7,0,0,25,..,7,4,4,3,0,0,0,0,12,..,0,7,15,13,9,7,6,0,53,..,4,20,15,47,95,118,80,41,417,3,6,0,6,8,5,5,0,0,45,375,195,225,244,316,380,390,244,64,2439
UCL215029,..,6,16,4,3,17,13,0,0,67,..,0,9,22,56,114,114,77,42,435,0,4,9,3,6,9,3,0,0,45,214,94,146,174,282,352,304,158,64,1787,..,0,66,114,208,277,260,138,18,1077,..,9,92,117,105,92,63,7,0,481,..,0,11,43,55,34,20,11,13,177,389,..,..,..,..,..,..,..,..,389,..,97,..,..,..,..,..,..,..,97,..,63,39,18,16,9,0,0,0,143,..,9,5,4,7,6,14,7,4,44,..,11,16,7,5,5,6,0,0,48,..,11,37,3,9,31,32,6,0,128,..,4,20,37,94,181,178,103,53,666,4,4,14,4,17,23,11,5,0,77,391,208,289,339,514,655,574,271,91,3327
UCL215030,..,0,0,0,3,0,3,0,0,14,..,0,5,5,13,23,27,33,17,120,0,0,0,0,0,0,3,0,0,7,78,57,65,48,82,106,91,61,25,616,..,0,35,35,71,122,102,62,19,454,..,15,27,24,15,18,13,0,0,113,..,0,9,18,13,3,10,4,3,62,155,..,..,..,..,..,..,..,..,155,..,44,..,..,..,..,..,..,..,44,..,39,14,3,0,4,0,0,0,65,..,7,4,0,7,0,0,3,4,21,..,5,0,0,6,0,0,0,0,11,..,0,3,0,8,5,5,3,0,24,..,4,17,16,29,45,61,43,22,238,0,0,0,0,6,5,4,4,0,17,155,112,111,100,151,209,192,126,45,1200
UCL215031,..,0,0,0,0,0,0,0,0,8,..,0,11,0,11,21,31,32,23,126,0,0,0,0,3,0,0,0,0,4,88,39,55,54,74,96,100,59,25,602,..,7,31,52,79,110,114,67,12,470,..,10,26,23,19,11,12,3,0,94,..,0,10,9,9,5,5,0,5,47,183,..,..,..,..,..,..,..,..,183,..,38,..,..,..,..,..,..,..,38,..,32,17,4,3,4,0,0,0,61,..,3,0,3,0,11,3,0,3,20,..,0,0,0,0,4,0,0,0,10,..,7,0,0,0,5,0,4,0,20,..,6,14,6,25,36,58,51,26,223,0,4,3,0,0,0,0,0,0,19,187,101,107,102,143,187,195,122,48,1190
UCL215032,..,0,5,4,3,9,0,3,0,26,..,4,12,16,23,36,88,71,41,296,0,0,3,0,5,0,0,0,0,14,201,107,139,148,160,209,257,161,68,1451,..,0,52,109,126,212,277,155,34,969,..,33,96,56,35,24,24,7,0,285,..,3,23,37,48,24,20,12,8,170,402,..,..,..,..,..,..,..,..,402,..,101,..,..,..,..,..,..,..,101,..,70,41,22,16,14,0,0,0,164,..,6,6,0,9,20,10,6,8,66,..,9,0,3,0,0,3,0,0,18,..,3,19,7,4,15,3,4,5,62,..,8,25,31,44,82,144,113,67,506,3,8,7,10,5,3,3,4,0,42,402,244,265,278,285,382,487,301,128,2782
UCL215033,..,0,0,0,0,0,0,0,0,7,..,0,0,14,13,11,8,3,0,50,3,5,0,4,4,3,0,0,0,16,383,142,174,297,194,110,90,16,0,1410,..,0,181,425,309,162,126,21,0,1228,..,12,58,63,47,17,11,0,0,209,..,3,4,36,15,9,3,5,0,71,804,..,..,..,..,..,..,..,..,804,..,164,..,..,..,..,..,..,..,164,..,63,40,5,10,0,0,0,0,112,..,6,5,3,7,0,9,3,0,29,..,3,6,4,0,0,0,0,0,15,..,3,6,0,0,0,0,0,0,13,..,0,4,21,25,27,20,3,0,102,3,6,4,3,3,6,0,0,0,22,804,259,310,553,415,227,173,38,3,2773
UCL215034,..,4,0,0,0,3,5,0,0,12,..,8,5,3,12,30,53,51,25,185,0,0,0,0,0,8,0,0,0,10,51,54,37,42,57,91,126,100,38,596,..,0,14,47,51,66,104,97,28,405,..,12,21,3,10,23,13,6,0,89,..,0,9,10,11,10,0,0,9,45,114,..,..,..,..,..,..,..,..,114,..,25,..,..,..,..,..,..,..,25,..,25,12,8,5,8,3,0,0,57,..,6,0,0,0,3,0,0,0,14,..,0,0,0,0,0,0,0,0,4,..,3,12,0,0,5,5,0,0,28,..,7,8,15,27,45,80,71,36,287,4,0,0,0,6,8,0,0,0,23,117,87,67,83,107,166,216,176,70,1096
UCL215035,..,0,0,0,0,0,0,0,0,6,..,0,4,0,3,12,19,17,7,64,4,3,5,0,0,0,0,0,0,13,156,84,111,91,93,82,85,41,13,756,..,0,75,134,116,95,107,66,8,603,..,12,75,28,31,23,4,0,0,180,..,5,3,5,14,8,4,4,0,47,351,..,..,..,..,..,..,..,..,351,..,69,..,..,..,..,..,..,..,69,..,64,23,12,0,0,4,0,0,104,..,3,4,0,0,0,3,0,3,19,..,5,0,0,0,0,0,0,0,15,..,0,0,0,0,4,3,0,0,14,..,0,15,4,15,25,31,18,6,120,4,7,3,0,0,0,3,5,0,21,359,171,197,190,189,157,153,94,24,1535
UCL215036,..,0,0,0,0,0,0,0,0,9,..,0,4,0,0,8,16,9,4,43,6,9,0,0,0,0,0,0,0,8,108,60,54,66,84,76,63,30,13,550,..,3,44,80,99,86,73,41,0,429,..,0,39,18,29,24,0,4,0,116,..,0,0,19,18,9,4,0,0,55,230,..,..,..,..,..,..,..,..,230,..,62,..,..,..,..,..,..,..,62,..,63,18,4,4,0,0,0,0,90,..,7,0,0,0,5,5,0,5,21,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,0,5,0,0,8,..,0,4,7,6,26,21,15,4,80,6,11,0,0,0,0,0,0,0,22,230,142,111,122,163,154,112,62,17,1112
UCL215037,..,0,0,0,4,0,4,3,0,17,..,0,5,6,14,33,30,17,0,109,0,4,3,0,0,0,0,0,0,9,91,48,85,68,72,118,99,52,10,643,..,3,29,57,63,86,107,45,3,392,..,17,69,36,20,24,19,5,0,196,..,0,17,16,12,11,5,11,0,72,180,..,..,..,..,..,..,..,..,180,..,23,..,..,..,..,..,..,..,23,..,32,10,14,8,3,0,0,0,73,..,10,0,0,3,9,8,6,0,33,..,3,3,0,3,0,0,0,0,9,..,0,5,0,6,9,13,10,0,42,..,5,15,19,35,72,61,33,9,247,5,0,4,0,0,3,3,0,0,23,182,93,154,135,160,217,220,107,18,1276
UCL215038,..,0,0,3,3,3,10,3,0,28,..,4,4,5,13,36,63,41,20,185,0,0,0,0,0,3,4,4,0,12,79,51,63,79,79,140,177,115,32,820,..,0,34,58,66,131,160,114,20,585,..,11,35,22,33,24,15,4,0,149,..,4,3,21,7,13,9,9,9,80,179,..,..,..,..,..,..,..,..,179,..,28,..,..,..,..,..,..,..,28,..,32,26,15,8,9,0,0,0,96,..,13,4,0,0,9,10,4,0,48,..,3,0,0,0,0,5,3,0,12,..,0,6,5,4,13,20,8,0,53,..,4,11,11,40,71,106,73,36,355,0,4,3,0,7,13,4,4,0,34,178,103,121,138,172,273,329,220,71,1608
UCL215039,..,0,0,3,4,7,4,0,3,13,..,0,6,3,9,16,39,29,17,119,7,0,0,0,0,0,3,0,0,7,101,61,71,72,73,79,107,63,26,658,..,0,33,59,72,83,121,76,12,444,..,14,50,24,19,19,7,0,0,131,..,4,18,22,17,8,0,0,5,68,229,..,..,..,..,..,..,..,..,229,..,53,..,..,..,..,..,..,..,53,..,49,19,6,3,0,0,0,0,78,..,10,7,0,4,8,5,5,0,44,..,8,5,0,0,0,0,0,0,10,..,0,0,5,0,9,9,4,5,28,..,0,16,16,13,48,73,44,23,231,3,6,0,5,4,0,4,0,0,25,229,136,144,133,134,175,225,123,35,1336
UCL215040,..,0,0,0,4,0,6,0,0,15,..,3,3,5,8,22,38,15,14,109,0,0,0,0,0,0,7,0,0,9,84,48,58,51,69,92,102,36,19,554,..,0,23,32,59,86,92,45,3,351,..,17,40,20,7,21,7,0,0,115,..,3,8,24,16,10,6,5,0,76,189,..,..,..,..,..,..,..,..,189,..,28,..,..,..,..,..,..,..,28,..,32,10,7,5,3,0,0,0,63,..,10,3,8,4,0,9,0,0,31,..,4,4,0,0,0,0,0,0,6,..,0,4,7,4,4,11,0,0,29,..,6,11,18,19,47,70,24,26,221,0,0,0,0,0,0,3,0,0,18,194,111,108,113,124,181,204,73,29,1138
UCL215041,..,6,5,0,3,5,7,6,0,34,..,14,13,11,42,64,85,90,60,371,6,6,3,5,3,7,4,0,4,38,285,141,158,177,190,264,244,190,93,1745,..,6,79,169,172,264,259,163,47,1156,..,32,75,57,46,44,26,20,0,289,..,8,33,39,33,9,13,8,10,161,567,..,..,..,..,..,..,..,..,567,..,96,..,..,..,..,..,..,..,96,..,96,49,18,23,9,3,0,0,194,..,21,14,4,14,16,12,5,0,87,..,0,10,0,0,3,0,0,0,15,..,8,13,7,12,12,17,14,0,84,..,18,28,34,75,106,139,128,81,610,10,14,4,6,8,14,13,3,4,75,576,301,306,327,378,480,485,341,151,3339
UCL215042,..,3,0,4,0,0,0,0,0,12,..,0,0,0,8,16,15,5,0,41,0,0,0,0,0,3,0,0,0,12,102,64,64,76,94,92,56,14,0,561,..,5,38,77,107,98,72,27,0,417,..,9,48,32,32,36,11,0,0,177,..,0,5,13,15,7,0,0,0,42,217,..,..,..,..,..,..,..,..,217,..,57,..,..,..,..,..,..,..,57,..,55,18,6,0,0,0,0,0,83,..,3,0,4,0,4,0,5,0,21,..,0,0,4,4,0,0,0,0,10,..,3,10,3,8,4,0,0,0,28,..,5,0,7,18,33,20,9,0,99,0,7,4,0,6,3,0,0,0,26,217,148,124,148,195,181,115,46,0,1171
UCL215043,..,0,6,0,0,4,5,0,0,18,..,0,6,10,15,21,38,28,20,140,3,9,6,3,0,0,0,0,0,32,400,196,300,220,169,137,110,65,34,1634,..,8,226,243,182,188,109,56,19,1032,..,41,218,63,41,26,10,0,0,401,..,4,29,46,50,5,6,10,4,156,781,..,..,..,..,..,..,..,..,781,..,120,..,..,..,..,..,..,..,120,..,151,36,12,6,6,0,0,0,211,..,13,10,11,0,13,8,0,0,59,..,11,0,6,6,4,0,0,0,32,..,0,8,10,9,6,10,0,0,46,..,0,22,30,44,42,60,43,18,265,9,14,10,5,9,0,0,5,0,55,794,374,564,422,352,286,207,113,46,3164
