UCL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL215059,0,0,0,14,0,19,0,23,0,59,3,3,8,9,4,9,0,9,3,46,17,32,35,31,21,3,9,12,0,162,40,52,40,34,17,12,8,10,3,219,40,55,28,18,22,13,9,16,3,211,31,34,37,23,18,18,3,25,3,195,16,14,12,9,6,3,10,10,0,81,5,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,157,201,165,146,93,78,37,105,12,989
UCL215060,0,0,11,17,0,21,0,23,0,80,3,6,17,30,10,9,0,19,0,92,16,44,58,35,15,8,22,29,4,242,22,49,32,26,19,22,21,31,5,237,36,33,30,28,31,26,23,30,3,242,25,24,33,44,38,26,32,46,3,266,11,14,7,8,7,7,8,10,3,80,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,124,169,190,188,129,124,110,185,20,1255
UCL215061,0,0,11,10,0,9,0,13,6,50,3,6,10,6,0,6,3,16,0,54,22,26,35,31,16,7,10,22,4,171,20,27,28,25,16,14,15,22,0,163,29,25,24,21,13,5,7,17,3,150,25,21,21,22,37,9,14,40,0,183,12,7,3,0,3,0,7,8,0,53,3,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,5,115,109,130,116,92,48,58,143,24,835
UCL215062,0,0,4,3,0,18,0,17,0,46,7,6,22,10,8,5,0,13,8,69,21,23,17,9,5,10,4,15,3,121,21,16,22,18,13,8,8,7,4,115,11,22,16,16,13,9,9,22,0,117,13,23,13,20,15,8,7,15,6,111,3,7,6,9,5,5,6,3,0,49,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,85,98,92,87,64,58,42,96,18,631
UCL215063,0,0,5,4,0,8,0,7,0,21,4,0,10,4,6,6,4,7,0,42,10,18,17,15,9,5,9,3,0,96,13,17,12,13,8,4,7,12,0,85,20,13,11,11,0,8,4,11,0,76,19,12,7,11,15,11,6,13,0,97,6,8,5,0,8,0,4,3,0,41,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,71,74,67,59,54,41,41,64,3,465
UCL215064,4,0,0,4,0,15,0,16,0,36,5,11,16,9,13,5,7,18,3,81,19,48,31,21,16,11,15,59,8,226,17,27,13,15,11,3,9,26,5,120,24,16,6,29,20,11,23,34,0,167,23,17,25,16,10,7,13,36,5,154,8,6,6,0,4,0,0,10,0,40,7,0,0,0,4,0,3,4,0,25,6,0,0,0,0,0,0,0,0,6,117,130,94,97,71,53,77,195,22,852
UCL215065,0,0,11,17,0,21,3,17,3,77,7,15,32,21,12,7,7,22,0,123,21,64,54,43,17,17,18,52,3,288,35,47,32,27,30,16,13,31,4,236,50,39,29,40,35,20,14,55,7,294,34,37,33,37,46,18,33,48,10,296,14,9,12,7,12,3,12,9,0,88,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,164,214,204,190,153,114,105,231,39,1409
UCL215066,0,0,8,7,0,14,0,7,3,34,0,5,4,10,0,0,0,14,0,39,6,24,12,13,8,13,7,14,5,108,12,8,13,18,12,9,10,21,5,109,13,18,3,18,23,10,15,27,0,121,12,13,19,25,16,17,17,27,0,143,4,4,4,4,11,6,4,5,0,45,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,50,83,65,99,67,69,50,113,16,611
UCL215067,0,0,3,0,0,5,0,8,0,22,0,6,8,3,0,0,0,0,0,28,18,23,14,9,3,3,13,15,0,99,12,11,7,10,7,3,6,5,0,65,19,4,10,11,3,6,13,0,3,68,10,9,4,5,10,4,12,18,0,81,15,5,0,3,4,0,7,0,0,40,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,82,67,53,50,30,23,51,50,12,409
UCL215068,0,0,16,6,0,22,0,7,0,61,3,4,11,15,4,12,0,12,0,62,12,27,31,27,9,13,8,19,6,144,17,32,24,27,14,8,5,17,0,152,37,48,41,43,39,21,16,24,6,254,40,55,40,42,34,34,29,21,11,305,29,21,15,13,29,3,5,9,9,128,9,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,143,199,167,174,133,115,60,109,28,1122
UCL215069,0,0,7,20,0,31,0,14,6,81,0,0,15,14,4,3,7,6,0,46,18,65,33,26,27,7,0,12,4,198,53,119,54,33,29,19,15,15,0,330,68,77,34,34,27,16,7,29,9,294,69,76,23,44,32,15,12,21,4,299,41,31,14,4,20,9,7,8,4,138,17,0,0,0,0,0,0,5,3,24,0,0,0,0,0,0,0,0,0,0,262,378,177,171,133,97,45,122,27,1411
UCL215070,0,0,12,7,0,36,0,8,3,72,9,5,29,16,4,24,11,18,3,120,27,20,57,30,25,34,26,38,7,259,26,26,52,28,34,15,21,33,9,244,19,34,15,28,24,22,33,51,7,226,24,20,23,31,21,11,25,40,7,197,6,5,3,6,5,5,8,6,3,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,107,123,182,145,109,142,122,195,38,1161
UCL215071,3,0,21,19,0,31,3,22,0,103,9,14,39,24,11,19,11,17,4,151,23,66,71,36,44,13,14,17,9,278,64,112,63,37,55,11,17,17,8,392,79,117,68,53,74,25,21,22,13,473,66,85,64,36,69,20,29,17,3,392,7,20,9,6,18,3,10,3,0,79,0,4,3,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,254,416,330,217,276,128,104,121,37,1877
UCL215072,0,0,5,5,4,3,3,3,4,28,5,3,4,9,6,10,7,22,4,68,18,19,22,10,14,7,25,128,18,266,48,14,17,12,15,0,17,101,18,245,17,7,13,4,0,7,18,63,10,144,15,7,7,8,6,7,10,45,0,112,9,6,4,4,9,0,3,7,4,41,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,118,60,71,43,52,41,92,370,56,908
UCL215073,0,0,17,9,0,32,0,14,4,73,10,15,25,16,3,10,0,11,0,94,11,30,28,25,9,10,19,31,0,164,22,28,22,27,12,7,17,27,0,165,37,30,32,35,22,15,23,26,3,226,37,34,25,32,29,17,48,41,6,256,10,4,3,11,10,4,13,20,0,71,0,6,5,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,126,141,153,149,93,82,119,169,18,1059
UCL215074,0,0,38,19,9,41,6,30,7,144,9,15,49,24,17,27,12,30,0,178,56,134,164,71,77,32,38,42,15,625,69,107,98,49,94,25,30,41,9,529,72,85,88,64,80,40,60,44,9,549,43,55,75,38,62,30,34,33,7,370,7,22,10,4,28,6,16,13,0,93,3,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,262,418,522,266,368,199,187,235,44,2504
UCL215075,0,0,5,3,0,8,0,0,0,22,6,4,7,15,4,3,0,4,0,51,11,24,29,17,10,8,4,13,5,117,6,9,22,14,12,7,5,8,5,88,6,10,10,16,15,8,8,5,0,87,14,13,21,16,9,10,9,15,0,111,0,3,3,0,8,8,3,4,0,33,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,38,63,92,88,54,54,39,65,10,504
UCL215076,0,0,8,14,0,15,3,19,3,67,7,5,14,8,4,8,7,18,0,73,25,40,43,19,22,10,6,29,4,195,21,34,28,23,23,8,16,28,0,193,39,37,21,19,25,7,25,35,6,218,35,31,18,24,29,12,20,40,7,207,18,11,4,12,7,7,9,4,0,71,4,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,143,159,140,120,118,62,83,183,18,1026
UCL215077,0,0,12,10,0,11,0,3,0,31,3,7,9,0,0,6,0,0,0,27,18,29,17,13,10,3,0,9,0,101,30,42,24,15,19,3,3,15,5,152,26,29,22,18,20,10,6,9,0,134,26,26,14,19,36,14,11,11,6,169,15,10,12,4,9,8,5,7,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,111,143,104,80,87,48,29,49,15,678
UCL215078,0,0,7,9,3,16,0,10,0,42,0,8,28,17,12,6,7,16,4,92,26,42,70,26,28,15,9,17,5,244,34,29,65,17,31,14,10,21,4,223,31,35,35,18,37,13,12,21,4,207,25,9,37,18,34,16,19,17,0,171,3,11,9,3,0,4,0,0,0,37,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,118,135,246,117,142,75,61,98,17,1020
UCL215079,0,0,4,9,0,28,0,14,0,50,4,3,12,25,4,6,3,15,0,75,18,24,25,24,19,7,10,42,3,166,15,23,7,22,11,10,8,15,3,115,24,20,23,28,28,10,7,32,6,173,25,25,13,26,18,11,13,37,3,167,13,11,9,4,4,4,7,3,0,52,7,0,4,0,7,0,5,0,0,17,0,0,0,0,0,0,0,0,0,4,107,103,100,134,86,76,50,159,16,826
UCL215080,0,0,11,18,0,14,0,4,0,51,0,14,25,16,16,7,7,14,0,95,19,46,63,39,23,11,15,26,8,255,18,38,32,25,25,14,8,25,3,186,22,18,18,38,12,14,15,18,3,163,19,14,16,34,24,12,10,14,3,156,6,9,4,6,6,5,10,12,0,46,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,96,133,180,180,98,74,70,117,24,966
UCL215081,3,0,12,11,4,42,4,31,3,111,8,11,24,26,12,15,8,26,4,133,38,113,86,55,48,17,23,50,11,444,53,65,50,42,29,19,21,35,5,317,59,71,46,44,57,26,37,55,5,395,52,50,38,42,46,18,42,56,8,346,15,13,11,9,15,10,6,19,0,105,3,6,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,244,325,265,229,215,148,135,276,34,1873
UCL215082,0,0,16,7,0,25,5,14,0,82,5,3,20,23,11,12,3,9,0,83,17,46,59,33,17,8,11,16,0,204,27,60,58,40,41,14,15,19,3,283,27,53,41,31,36,8,33,32,3,261,21,32,27,17,24,12,26,15,4,172,8,10,5,4,6,0,6,8,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,202,231,163,128,70,102,105,16,1128
UCL215083,0,0,11,9,4,11,3,13,0,51,3,12,15,15,4,7,0,15,0,73,11,18,21,30,12,14,23,27,6,162,17,29,24,26,22,10,17,18,3,148,16,16,24,29,27,8,24,20,5,173,22,23,18,30,19,13,30,29,0,190,10,0,3,10,15,0,6,11,6,58,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,85,97,116,144,99,67,100,134,20,862
UCL215084,0,0,5,9,0,11,0,9,0,37,0,0,15,8,5,3,3,12,0,54,14,23,30,15,6,12,13,19,4,132,12,9,15,10,11,6,5,17,0,90,9,9,11,12,13,10,16,24,0,100,3,7,7,12,13,13,16,12,7,93,3,4,0,9,6,5,8,11,0,39,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,55,88,66,56,67,58,92,13,533
UCL215085,0,0,4,5,0,9,0,10,3,34,3,3,6,4,3,6,0,5,0,37,8,15,30,10,7,9,9,7,0,107,14,27,40,23,25,10,7,8,0,159,13,6,23,9,20,11,11,7,0,114,16,5,13,7,13,7,22,21,8,110,5,0,3,3,3,0,5,0,0,27,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,62,59,129,68,77,50,56,65,15,578
UCL215086,0,4,3,17,0,44,0,28,0,107,5,13,37,33,12,19,6,14,0,143,32,81,59,42,39,21,21,56,4,359,49,75,54,49,61,23,32,47,3,390,53,72,49,42,46,19,41,39,0,362,25,42,36,24,46,12,26,19,4,229,10,16,11,11,13,5,3,13,0,69,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,183,300,255,215,216,141,134,211,24,1672
UCL215087,0,0,9,4,0,13,3,8,0,41,3,0,11,12,7,12,8,10,0,62,12,20,56,11,20,3,9,17,4,150,18,22,41,12,29,3,20,15,0,165,30,25,39,34,31,12,16,12,4,194,29,22,18,17,32,14,21,14,4,162,9,0,4,6,4,4,4,8,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,107,100,188,98,117,59,81,76,10,825
UCL215088,0,0,4,11,0,0,0,3,0,27,4,6,14,13,0,0,0,4,0,41,5,13,17,13,3,7,3,16,0,83,14,29,18,17,15,6,7,14,4,126,41,58,21,32,23,8,11,18,7,217,24,46,23,36,18,7,19,17,3,193,10,7,6,8,6,4,3,6,0,49,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,99,165,105,125,66,37,42,82,23,742
UCL215089,0,0,9,6,0,11,0,21,0,49,0,3,20,12,3,8,8,7,0,75,14,32,32,27,11,13,3,21,0,166,23,26,21,28,9,14,4,8,0,139,24,18,15,42,20,12,17,14,5,161,30,34,32,34,28,17,20,25,5,226,11,7,8,8,6,7,4,8,0,56,5,3,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,5,110,127,134,161,84,77,60,103,18,886
UCL215090,5,0,11,5,0,4,0,8,0,34,6,0,15,12,4,9,0,9,0,64,18,50,68,34,16,24,17,29,7,255,27,35,36,15,25,5,22,14,4,192,18,21,30,11,18,11,15,29,3,147,22,26,16,22,15,8,19,22,0,152,4,8,7,4,0,6,7,12,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,146,185,114,81,65,77,122,12,892
UCL215091,0,0,7,12,0,17,0,20,0,55,9,20,30,13,7,20,8,12,4,115,11,21,16,14,14,13,0,4,4,94,34,33,21,6,24,4,0,3,0,127,65,43,20,6,33,10,3,6,4,190,48,49,34,12,49,11,7,4,0,217,14,14,14,0,13,0,3,0,4,63,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,183,188,134,65,143,70,23,53,15,868
UCL215092,0,0,12,24,0,28,5,23,0,102,6,6,33,20,5,18,0,11,0,103,24,104,50,46,28,11,11,24,0,296,101,220,52,36,50,11,3,11,10,496,123,190,57,60,67,28,11,21,15,570,59,106,34,46,53,24,14,18,10,355,6,39,6,13,20,7,9,11,3,123,0,10,0,3,5,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,328,677,242,245,228,134,50,129,31,2066
UCL215093,0,0,42,17,5,26,0,35,3,125,8,6,66,27,16,24,10,24,3,188,31,80,193,83,62,35,34,57,4,580,47,49,110,53,49,30,39,48,6,430,53,39,83,55,48,18,40,41,5,388,39,36,63,45,42,26,39,44,3,329,10,7,8,13,12,0,17,9,0,79,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,190,222,558,288,224,155,183,260,31,2123
UCL215094,0,0,3,8,0,22,0,3,0,37,0,0,11,8,6,8,3,0,0,38,0,11,6,12,7,7,9,6,0,53,10,21,18,12,7,3,3,8,9,90,23,28,23,17,22,4,3,14,0,136,19,8,8,14,12,8,8,7,0,93,4,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,67,73,64,60,54,25,44,8,453
UCL215095,0,0,6,0,0,7,0,3,0,25,4,7,17,6,5,5,0,8,0,55,10,17,26,26,10,10,8,13,3,112,9,10,15,13,9,0,12,13,0,85,7,15,11,18,10,0,11,24,0,101,5,8,19,19,10,4,11,12,0,84,0,0,3,0,0,0,6,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,60,97,82,42,31,49,76,13,476
UCL215096,0,0,24,12,0,27,0,14,0,79,8,5,32,18,13,7,0,11,0,98,19,49,71,25,31,18,11,24,3,262,44,43,53,33,24,24,14,8,9,257,42,59,40,28,42,20,21,21,6,278,32,38,17,18,36,10,21,14,5,189,10,8,10,8,9,8,0,5,0,58,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,164,197,246,136,156,120,70,102,24,1226
UCL215097,0,0,21,9,0,24,0,8,0,79,6,5,51,21,11,13,3,22,0,141,21,18,79,34,47,14,19,33,12,290,42,45,59,38,43,19,16,33,3,305,44,34,57,51,37,30,29,34,15,322,27,26,34,33,27,20,20,27,3,219,12,14,7,0,8,6,11,11,6,71,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,156,140,317,186,181,125,104,171,40,1426
UCL215098,0,0,3,8,0,5,0,3,0,26,0,6,16,10,0,10,0,9,0,61,20,33,46,19,21,10,10,16,0,173,18,23,18,20,6,4,9,19,3,117,13,17,12,20,0,9,8,12,0,93,11,18,17,19,19,12,11,13,3,121,4,3,0,7,6,5,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,96,103,101,56,61,52,70,7,620
UCL215099,0,0,9,7,0,11,0,6,0,26,0,5,8,15,0,7,0,9,3,56,12,19,21,14,12,5,9,14,0,100,17,16,16,15,8,8,8,17,0,109,13,11,16,20,7,11,10,14,0,103,10,15,21,18,17,10,8,24,3,125,5,10,9,9,3,3,8,3,0,43,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,57,79,96,84,55,48,42,95,13,570
UCL215100,0,0,7,5,0,3,0,9,0,27,0,3,4,9,0,3,0,0,0,23,4,7,19,12,4,8,0,8,0,70,9,13,10,11,10,11,4,9,0,77,11,16,20,13,12,9,7,7,0,91,12,24,16,17,13,13,13,16,0,122,6,11,11,3,0,0,3,4,0,45,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,48,77,91,70,48,49,31,47,3,464
UCL221001,0,0,4,3,0,13,0,5,0,28,3,0,8,7,0,5,0,5,0,32,5,13,22,5,10,8,7,7,3,81,10,11,14,13,12,4,4,11,0,81,16,7,16,17,16,3,9,18,7,96,3,7,3,8,5,9,12,17,0,62,0,4,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,44,70,49,42,43,36,69,10,396
UCL221002,0,0,3,3,0,0,0,5,0,18,0,0,10,0,8,0,0,11,0,29,15,10,23,5,6,0,5,12,0,63,10,19,12,8,9,0,0,8,0,71,17,15,8,15,13,4,5,8,0,86,11,9,14,12,13,8,10,10,0,89,4,13,4,0,6,4,4,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,61,71,48,45,18,23,55,3,391
UCL221003,0,0,4,3,0,4,0,11,0,16,0,0,0,0,9,0,3,4,0,15,5,8,14,7,11,7,16,6,0,70,6,3,15,4,4,5,9,5,0,56,5,5,10,10,7,6,8,5,0,54,6,9,8,9,4,5,9,9,0,55,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,48,38,38,31,39,27,5,280
UCL221004,0,0,7,10,10,29,4,12,6,71,0,11,10,12,0,4,9,11,5,53,8,17,5,9,6,0,0,0,0,49,40,39,23,13,14,4,5,3,0,138,33,39,27,11,30,3,8,8,0,167,25,31,14,9,17,3,4,5,3,110,11,7,0,0,6,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,137,93,44,84,61,33,46,14,606
UCL221005,0,0,5,0,0,4,0,0,0,4,3,0,4,0,0,0,0,0,0,17,15,28,5,7,0,0,0,3,0,63,16,16,6,4,5,0,4,5,0,49,10,5,6,8,3,4,10,10,0,62,14,11,10,5,13,0,5,5,0,61,18,3,0,0,4,0,10,0,0,37,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,74,62,39,30,27,17,23,26,5,304
UCL221006,0,0,0,0,0,3,0,8,0,17,4,0,4,0,0,4,0,0,0,12,5,17,18,11,5,6,0,4,0,60,10,21,13,3,11,7,8,0,0,79,18,10,9,9,4,5,5,9,0,63,4,17,5,11,6,3,0,3,0,50,5,6,5,0,3,0,3,4,3,24,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,53,68,55,32,33,23,21,27,3,308
UCL221007,0,0,0,0,0,0,0,0,0,8,0,0,4,3,0,7,0,3,0,15,5,12,9,3,7,0,5,0,3,47,0,9,3,3,3,6,4,4,0,44,7,11,5,8,5,0,3,3,0,42,6,12,7,3,6,4,6,5,8,59,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,36,25,27,20,21,25,8,218
UCL221008,0,0,3,0,0,3,0,5,0,19,0,0,7,3,0,0,0,0,0,14,6,15,3,3,3,3,0,0,0,36,9,8,9,3,5,0,6,4,0,48,10,13,5,9,0,5,7,9,0,46,16,8,10,5,7,0,11,13,0,63,10,0,0,0,3,5,3,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,54,42,28,30,18,21,24,39,3,267
UCL221009,0,0,5,3,4,0,0,7,0,18,5,4,11,0,0,0,0,6,0,23,0,14,10,9,6,8,3,9,0,61,7,12,15,10,8,4,10,3,4,59,6,9,7,11,8,0,4,0,0,47,4,9,11,6,6,5,6,3,0,51,0,3,0,3,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,48,62,41,31,18,18,25,6,277
UCL221010,0,0,3,0,0,0,0,0,0,12,3,0,3,5,0,0,0,0,0,20,3,7,10,11,4,5,9,6,0,53,10,7,12,8,4,5,4,4,0,55,6,7,8,9,4,0,8,4,0,50,12,6,12,11,7,9,5,11,4,65,0,4,0,0,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,46,50,24,21,24,30,6,267
UCL221011,0,0,9,8,3,16,0,9,0,46,0,0,0,0,0,0,6,0,0,16,3,13,13,11,4,0,0,4,0,46,5,18,15,9,12,6,0,3,0,69,16,23,12,3,27,9,3,4,0,97,6,16,12,10,9,5,3,7,4,72,5,8,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,73,62,31,57,36,16,36,4,353
UCL221012,0,0,4,0,0,5,0,4,0,20,0,0,0,0,0,6,0,0,0,13,5,13,5,4,5,0,0,3,6,35,3,14,8,12,6,4,0,3,0,46,7,17,13,6,4,5,0,0,0,65,13,15,9,4,9,8,4,3,0,68,6,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,56,45,28,23,30,10,18,4,254
UCL221013,0,0,3,6,0,4,0,5,0,11,0,5,14,0,0,0,0,0,0,24,4,7,16,0,10,5,3,4,0,56,11,12,10,7,4,0,8,8,3,59,3,4,16,10,5,0,6,11,0,67,12,6,9,3,16,4,11,14,0,77,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,68,29,43,25,32,47,5,310
UCL221014,0,0,5,9,0,9,0,3,0,26,0,4,5,5,3,4,0,0,0,25,7,16,8,10,6,4,0,4,0,57,11,16,16,3,14,4,0,6,0,76,21,16,15,14,12,8,6,4,8,94,15,24,10,14,14,0,3,6,0,93,6,10,4,5,0,5,0,0,0,29,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,63,90,58,59,61,33,10,30,6,407
UCL221015,0,0,3,5,0,5,0,0,0,8,0,0,0,0,0,0,0,3,0,11,9,9,10,0,0,3,0,3,0,30,9,7,5,0,4,0,0,5,0,30,7,16,15,6,4,3,0,6,0,53,22,16,5,8,15,4,0,0,3,72,7,14,4,0,3,0,0,4,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48,60,38,23,32,17,0,18,3,242
UCL221016,4,0,4,5,0,14,0,12,0,45,0,0,13,8,0,12,0,0,0,35,4,12,25,9,12,6,10,6,0,87,21,33,23,20,34,9,3,9,0,152,14,22,15,15,24,0,3,0,0,97,5,4,4,13,3,0,0,3,3,42,4,0,0,0,0,0,5,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,76,90,69,73,47,26,37,4,475
UCL221017,0,0,3,6,0,6,0,3,0,21,0,6,8,3,4,5,4,3,0,33,5,8,11,12,7,3,8,7,0,71,4,10,12,11,8,3,3,8,5,60,8,8,18,16,9,8,9,6,3,78,10,9,14,13,8,5,10,19,0,89,13,5,3,0,0,5,4,4,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,34,74,61,39,43,38,50,7,395
UCL221018,0,0,0,0,0,0,0,8,0,22,0,7,4,0,7,0,0,12,0,29,3,10,5,0,4,5,5,17,0,52,3,11,13,3,0,5,0,0,0,38,14,8,10,12,11,6,13,12,0,79,20,9,14,12,17,3,10,16,0,96,14,6,7,10,3,4,0,6,0,50,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,61,51,55,39,37,29,31,63,4,372
UCL221019,0,0,6,0,0,0,0,3,0,9,0,0,4,0,0,0,3,0,0,13,3,7,9,14,6,3,0,7,0,58,3,14,11,6,5,6,0,9,4,56,8,29,3,6,9,4,3,6,0,72,16,11,9,7,12,5,8,10,3,86,0,9,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,72,47,42,28,21,18,39,7,315
