UCL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL215034,5,25,0,3,3,0,0,0,0,31,0,5,0,8,0,0,0,0,0,21,0,0,0,0,8,0,0,0,0,18,0,9,0,13,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,5,0,0,4,3,3,3,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,8,37,24,13,3,15,0,136,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,3,19,0,0,0,7,9,0,46,5,0,6,0,0,0,0,0,0,10,5,5,0,0,0,0,0,8,0,14,0,32,0,9,3,0,0,0,0,45,3,10,0,7,4,0,0,0,0,34,3,3,0,0,13,3,0,3,0,30,0,16,0,13,0,0,0,3,0,35,0,0,3,0,4,4,0,0,0,10
UCL215035,0,27,0,10,8,0,0,0,5,49,3,37,0,4,3,0,0,0,0,53,5,4,4,0,20,3,0,5,3,46,7,6,0,22,7,0,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,8,0,5,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,24,77,14,40,52,10,3,6,9,238,0,4,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,10,10,11,65,0,4,0,12,4,3,113,3,4,43,0,0,0,7,9,0,64,0,4,4,0,0,0,5,4,0,16,0,30,0,10,8,0,0,0,5,53,5,37,0,12,3,0,0,0,0,58,18,7,4,0,29,7,4,5,3,74,6,13,0,22,9,0,0,4,0,51,4,0,0,0,0,0,0,0,0,7
UCL215036,0,13,5,9,0,0,0,0,0,31,8,36,0,3,0,0,0,0,0,46,6,3,0,0,15,3,0,4,0,35,3,6,0,21,3,4,0,0,0,41,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,62,15,46,31,7,0,5,0,193,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,10,7,50,0,8,6,9,4,0,82,9,0,24,0,0,0,0,12,0,39,0,4,6,0,0,0,0,0,0,7,0,18,5,14,0,0,0,0,0,43,5,39,0,3,3,0,0,0,0,53,12,12,3,7,16,3,0,5,0,54,4,10,4,23,3,4,0,0,0,52,0,3,0,0,0,0,0,0,0,11
UCL215037,0,10,0,11,3,0,0,0,0,27,4,7,0,9,0,0,0,0,0,16,0,6,0,6,19,4,0,6,0,38,0,6,0,18,7,0,0,3,0,47,0,4,0,0,3,0,0,0,0,8,0,0,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,9,20,42,9,52,34,16,0,13,5,179,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,0,28,0,0,3,11,11,0,76,4,5,22,0,0,0,5,4,0,41,5,4,6,0,0,0,0,0,0,16,0,14,0,9,3,3,0,0,0,33,4,8,0,9,0,0,0,3,0,21,5,6,8,6,17,9,0,8,0,56,0,8,0,20,6,0,0,3,0,55,4,4,0,0,3,0,0,0,0,12
UCL215038,4,13,0,6,3,0,0,0,0,25,5,13,0,0,0,0,0,0,0,19,8,0,0,0,5,4,0,0,0,32,0,7,0,13,9,3,0,3,0,47,0,0,0,0,0,0,0,0,0,5,3,0,9,0,4,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,5,21,50,16,26,23,21,4,11,10,170,9,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,32,4,5,3,12,7,0,69,5,4,12,0,0,0,7,0,0,28,3,4,4,5,4,0,0,0,0,23,4,18,0,7,3,0,0,0,0,33,5,15,0,0,0,3,0,0,0,23,18,7,3,0,5,6,0,5,0,49,3,10,0,16,9,3,0,3,0,57,0,0,0,0,0,0,0,0,0,7
UCL215039,3,14,0,12,0,0,5,0,0,30,0,11,0,0,0,0,0,0,0,14,5,11,0,0,10,3,0,5,0,32,0,0,0,18,8,3,0,4,0,29,0,3,0,0,0,0,0,0,0,5,0,0,5,5,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,36,5,39,22,8,6,9,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,39,0,0,0,8,5,4,69,0,0,8,0,0,0,3,0,0,15,4,5,0,0,0,0,0,0,0,15,3,11,0,12,0,0,4,0,0,37,6,17,0,0,0,0,0,0,0,22,16,14,0,0,13,3,0,0,0,41,5,4,0,18,8,3,3,5,0,37,0,3,0,0,0,0,0,0,0,6
UCL215040,0,9,5,6,0,0,0,0,0,18,0,7,0,0,0,0,0,0,0,19,5,5,0,0,12,0,0,4,0,27,0,5,0,18,0,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,8,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,27,12,36,16,9,0,8,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,0,0,12,3,0,48,3,0,7,0,0,0,0,4,0,17,3,0,0,0,4,0,4,3,0,13,0,6,5,11,0,0,0,0,0,24,0,7,0,0,0,0,0,0,0,19,10,6,0,0,12,3,4,3,0,40,0,4,0,22,0,0,0,3,0,38,0,0,0,0,0,0,0,0,0,0
UCL215041,0,50,3,20,3,0,0,7,0,80,0,37,0,20,8,0,0,0,0,72,13,11,5,7,37,9,0,6,0,83,7,9,8,48,3,0,0,7,0,84,0,3,0,0,0,5,0,0,0,10,0,5,12,7,3,5,0,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,4,9,28,127,31,98,59,25,0,30,3,408,0,0,0,0,0,0,0,0,0,9,0,5,3,0,0,0,0,0,0,15,20,18,68,5,3,6,22,9,4,151,10,4,29,0,0,3,4,5,0,53,18,3,6,0,0,4,3,8,0,45,0,62,3,24,4,0,0,7,0,98,3,59,3,20,8,4,0,3,0,94,28,24,8,10,39,17,0,12,0,131,6,20,6,55,8,3,0,8,0,107,0,7,0,3,0,5,0,0,0,20
UCL215042,4,25,0,9,0,0,0,0,0,40,4,19,0,9,4,0,4,0,0,33,7,7,0,3,17,5,0,0,0,44,0,6,0,22,5,0,0,0,0,46,0,0,0,3,0,0,0,0,0,5,5,0,7,8,4,0,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,26,68,16,51,32,10,0,9,0,218,0,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,8,7,44,7,8,3,8,7,5,92,5,0,23,0,0,0,0,5,0,35,5,4,8,0,3,0,0,0,0,20,4,25,0,11,3,0,0,0,0,46,4,24,0,9,4,0,3,0,0,42,12,13,3,3,17,5,0,0,0,58,6,12,0,26,5,0,0,3,0,61,0,6,0,3,0,0,0,0,0,11
UCL215043,0,42,9,25,12,4,0,5,0,94,4,34,0,26,3,0,0,0,0,66,9,8,5,8,47,13,3,8,4,103,11,19,4,57,20,8,3,6,0,127,0,0,0,0,3,4,0,0,0,13,6,0,16,5,17,7,0,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,3,3,0,0,0,11,39,111,41,133,118,39,14,22,7,512,0,5,3,4,0,0,4,0,0,16,3,7,0,0,0,0,3,0,0,14,13,4,111,0,9,9,34,24,3,207,8,0,71,0,3,0,11,13,0,117,12,3,12,0,0,4,6,0,0,38,5,43,9,28,12,4,0,5,0,106,3,36,0,24,3,0,3,4,0,81,23,15,5,10,51,19,4,7,5,140,14,19,6,72,20,11,4,4,0,154,0,0,4,0,6,4,0,6,0,21
UCL215044,0,41,6,11,8,4,0,4,0,74,4,32,0,13,0,0,3,0,0,59,6,7,0,4,14,4,0,3,0,44,5,10,0,28,10,6,0,5,0,56,0,3,0,3,0,0,0,0,0,7,7,0,12,11,5,9,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,7,0,0,0,0,0,11,28,91,19,77,40,18,3,16,0,298,5,3,0,3,3,0,0,0,0,17,0,0,3,0,0,0,0,0,0,6,4,8,39,5,0,0,5,21,0,81,8,4,22,4,0,0,5,6,0,57,8,3,6,0,3,0,3,3,0,34,4,42,6,21,8,4,0,4,0,83,6,41,3,16,0,3,4,0,0,73,11,12,0,8,21,6,0,3,0,64,3,13,5,33,12,6,0,4,0,71,0,3,0,4,0,0,4,0,0,17
UCL215045,3,49,5,31,0,3,0,0,0,92,3,40,0,25,4,3,0,3,0,82,13,8,0,12,40,7,0,3,0,96,4,17,0,55,15,3,0,8,0,108,6,5,0,4,0,3,0,0,0,18,4,0,16,9,4,11,0,5,0,48,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,4,4,0,9,3,0,0,3,0,21,40,129,33,146,71,46,7,33,4,502,0,3,3,4,4,0,0,0,0,17,6,3,0,0,0,0,3,0,0,12,19,8,78,0,3,9,27,31,0,176,17,9,44,0,0,5,10,17,0,97,4,0,8,3,0,3,3,8,0,37,3,60,12,37,0,5,0,0,0,117,5,51,0,32,4,3,3,3,0,103,31,25,3,14,42,14,5,3,0,149,6,21,4,63,15,3,3,9,0,125,4,4,3,5,3,3,0,0,0,29
UCL215046,3,28,3,17,10,3,0,0,0,68,0,29,0,9,0,0,0,0,0,45,11,7,0,8,16,3,0,4,0,50,4,17,0,26,8,0,0,0,0,57,0,9,0,0,3,0,0,0,0,20,5,0,8,6,3,7,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,23,100,21,61,44,19,6,8,8,286,4,6,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,13,47,0,5,4,11,13,0,97,6,3,35,0,0,0,3,3,0,51,3,4,3,0,5,0,3,0,0,23,9,34,3,22,10,4,3,9,0,86,3,42,0,10,0,0,0,0,0,55,21,13,3,3,23,8,0,4,0,85,10,27,3,32,8,0,0,0,0,78,3,8,0,3,4,7,0,3,0,29
UCL215047,3,21,8,24,7,0,0,4,0,66,3,28,0,13,4,0,0,0,0,53,10,10,3,0,28,6,0,5,0,68,3,5,0,34,8,0,0,3,0,65,0,0,0,0,0,3,0,0,0,9,6,0,9,0,4,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,30,71,31,81,65,19,9,20,0,324,0,0,4,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,8,8,8,77,0,3,4,25,9,0,143,6,0,60,0,0,0,10,12,10,99,7,3,12,0,3,3,5,3,0,28,3,29,8,23,7,0,0,10,0,82,3,33,4,18,4,0,0,0,5,61,8,10,3,0,32,9,6,4,0,82,4,5,3,37,12,0,0,7,0,86,0,0,0,0,0,3,0,0,0,17
UCL215048,0,7,3,14,0,0,0,0,0,34,0,20,0,15,4,0,0,0,0,44,3,4,0,4,23,8,0,3,0,47,3,8,3,29,4,3,5,11,0,73,0,5,0,0,0,0,0,0,0,11,5,0,3,7,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,11,16,54,16,76,49,17,5,28,3,259,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,10,10,6,52,3,5,3,14,8,0,97,5,0,40,0,0,0,0,14,0,62,0,0,10,0,3,0,3,5,0,20,0,9,3,16,0,0,0,0,0,35,0,29,0,15,0,4,0,0,0,51,8,9,0,4,25,11,6,6,0,69,3,7,7,36,14,3,5,13,5,89,4,5,0,0,5,0,0,0,0,21
UCL215049,7,15,0,3,3,3,0,0,0,37,4,14,0,0,8,8,0,0,0,23,5,4,0,7,12,3,0,5,0,41,6,4,0,10,5,0,0,3,0,30,3,6,5,0,0,3,0,0,0,16,0,0,3,6,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,34,49,8,33,32,24,0,14,0,191,0,4,0,5,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,5,9,4,10,0,0,0,3,4,0,35,8,0,16,0,0,4,0,4,0,37,0,5,0,0,0,0,0,0,0,9,13,25,3,3,3,3,0,5,0,57,4,17,0,0,8,8,0,0,0,36,31,16,4,10,13,10,0,0,4,91,15,12,3,10,5,5,0,3,0,49,6,8,6,0,0,3,0,4,0,28
UCL215050,6,69,0,14,8,4,0,0,0,105,6,75,0,6,10,0,0,0,0,99,26,27,4,7,22,5,0,0,0,95,13,54,0,9,14,4,0,0,0,95,3,21,5,7,5,3,0,0,0,36,5,0,0,7,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,74,267,14,51,65,24,4,6,3,503,12,13,0,4,3,0,0,0,0,39,6,12,6,0,0,0,0,0,0,26,40,42,43,6,5,8,9,6,0,157,12,12,32,0,3,0,0,4,4,72,9,3,15,0,4,0,0,4,0,36,13,92,0,19,8,4,0,0,0,135,12,95,0,12,10,0,0,5,0,132,82,53,6,16,31,15,0,3,0,202,26,82,0,19,18,0,0,3,0,156,3,30,5,5,6,4,0,3,0,65
UCL215051,7,65,6,23,12,0,0,4,0,118,4,70,0,23,7,0,0,0,0,109,13,15,8,13,41,10,4,3,3,107,8,22,4,68,15,4,0,11,0,120,3,5,4,5,4,0,0,0,0,24,4,8,25,14,18,10,0,7,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,4,3,0,0,0,4,4,17,45,193,52,147,101,35,7,36,5,616,3,8,0,3,0,0,0,4,0,22,0,4,5,3,4,0,0,0,0,14,16,17,122,0,3,5,46,18,0,231,10,0,62,3,0,0,20,18,0,111,10,4,13,5,0,0,13,8,0,57,9,80,5,35,12,0,0,4,0,151,10,83,4,29,7,0,3,0,0,133,20,27,11,15,44,16,3,7,3,145,12,33,3,78,15,4,5,9,0,161,6,12,3,5,4,0,3,6,0,31
UCL215052,0,16,0,3,4,0,0,0,0,29,6,11,0,4,7,0,0,0,0,28,4,3,0,0,11,0,0,0,0,27,4,24,0,12,4,3,0,0,0,51,7,13,0,4,0,0,0,0,0,21,4,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,8,0,0,0,4,0,0,0,0,0,7,34,74,11,29,33,13,0,7,9,211,4,4,3,0,0,0,0,3,0,17,5,0,5,0,0,0,0,0,0,4,8,8,22,0,0,0,0,6,0,57,8,8,10,0,0,0,3,0,0,33,3,3,6,0,0,0,0,0,0,15,0,22,4,7,4,0,0,0,0,38,9,19,6,5,7,0,0,0,0,44,11,12,0,4,11,9,0,4,0,45,14,25,0,12,4,8,0,7,0,74,5,12,0,3,0,0,0,0,0,30
UCL215053,8,56,4,31,7,5,0,0,0,110,11,68,0,22,3,7,0,6,0,115,32,24,4,12,47,14,0,3,0,138,4,26,0,43,23,5,0,10,0,113,3,3,4,3,0,4,0,3,0,23,7,0,13,7,6,12,0,9,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,3,0,0,0,0,3,0,3,0,15,71,192,45,131,91,54,8,37,3,626,3,8,3,3,0,4,0,0,0,19,3,3,0,3,3,0,0,0,0,20,19,14,71,5,4,7,27,19,5,172,27,0,91,0,4,4,5,9,0,145,16,10,25,5,0,5,0,3,0,65,10,74,6,37,7,5,0,0,0,140,17,82,8,27,7,4,0,6,0,143,58,31,13,15,54,23,3,6,0,204,12,31,5,65,23,6,0,10,4,155,4,8,14,4,0,3,0,7,0,49
UCL215054,0,21,0,11,6,3,0,3,0,47,0,15,0,9,0,0,0,0,0,28,6,5,0,0,19,7,6,4,0,43,0,12,0,33,0,0,0,3,0,58,0,5,0,0,0,0,0,0,0,6,7,0,5,3,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,6,0,17,14,56,11,73,41,14,3,17,0,246,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,9,3,35,0,3,3,10,7,0,72,0,0,17,0,0,0,0,4,0,29,3,0,9,0,0,0,3,13,0,34,3,17,0,17,6,3,0,4,0,49,4,16,0,9,0,0,0,0,0,36,6,9,4,4,17,7,3,4,0,56,0,11,0,39,9,0,5,3,0,73,0,5,0,0,0,0,0,0,0,10
UCL215055,0,23,5,8,6,3,0,3,0,49,0,16,0,6,9,0,0,0,0,30,9,9,5,3,19,11,0,0,0,52,8,18,0,24,3,0,0,3,0,49,0,0,0,0,0,0,0,0,0,10,0,0,4,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,23,61,14,50,43,22,0,7,0,224,5,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9,11,24,0,4,0,5,5,0,61,15,5,18,0,3,3,5,4,0,44,5,0,0,0,0,0,5,4,0,19,0,29,3,12,3,3,0,3,0,61,0,21,0,10,9,0,0,0,0,36,15,13,3,10,25,12,3,0,0,84,7,17,3,32,3,0,0,3,0,70,5,0,0,0,3,0,0,0,0,13
UCL215056,0,10,0,17,0,0,0,0,0,32,0,5,0,12,4,0,0,0,0,29,10,7,3,4,11,4,0,0,0,34,4,11,0,34,6,0,0,3,0,56,0,5,0,3,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,4,0,0,0,10,16,38,13,77,24,11,5,18,0,211,0,0,3,0,0,0,0,0,0,10,0,0,3,0,0,0,0,4,0,9,0,0,50,0,0,0,13,6,0,70,3,0,21,0,0,5,4,4,0,34,4,0,4,0,0,0,4,4,0,21,0,15,0,19,0,5,0,0,0,37,0,8,4,12,4,0,0,0,0,35,14,7,5,3,13,3,6,6,0,47,4,7,0,35,6,4,0,0,0,65,0,8,3,3,0,0,0,0,0,22
UCL215057,4,39,3,8,4,4,0,5,0,64,6,40,0,5,5,0,0,0,0,55,6,6,0,4,20,0,0,5,4,46,4,15,4,24,7,0,0,4,6,61,3,5,0,0,5,0,0,0,0,11,0,0,3,3,4,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,11,0,0,0,0,0,3,0,0,5,13,21,111,9,58,42,11,0,18,7,282,3,6,0,4,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,5,10,9,52,0,0,5,10,4,0,85,11,4,22,0,0,0,3,4,0,44,4,7,3,0,0,0,5,6,0,19,4,46,3,15,4,4,0,5,0,75,10,52,0,5,6,0,0,0,0,68,12,9,5,5,24,10,0,5,4,72,7,27,4,32,5,4,0,6,6,86,3,4,0,4,3,0,0,0,0,14
UCL215058,0,18,0,10,0,0,0,0,0,30,4,5,0,3,0,0,0,0,0,19,0,0,0,4,13,4,0,5,0,26,0,8,0,20,0,0,0,3,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,5,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,7,39,18,9,0,12,0,137,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,26,0,0,0,4,9,0,44,3,0,9,0,0,0,3,0,0,17,4,0,0,0,0,0,4,8,0,24,0,18,0,10,0,0,0,0,0,30,5,11,0,3,0,0,0,0,0,22,9,5,0,4,21,4,0,4,0,40,0,7,4,17,0,0,0,3,0,34,0,0,0,0,0,0,0,0,0,5
UCL215059,7,43,0,10,0,0,0,3,0,59,10,36,0,19,5,4,0,0,0,73,21,10,0,0,21,4,0,5,0,66,0,12,0,23,6,7,0,4,0,57,0,10,4,3,0,0,0,0,0,22,0,4,3,4,3,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,11,56,111,23,71,51,22,3,22,5,368,8,3,5,0,4,0,0,0,0,22,3,3,4,0,0,0,0,0,0,16,23,26,47,0,5,0,9,6,0,118,10,7,34,0,4,0,0,3,0,56,6,11,7,0,7,3,3,4,0,31,13,52,0,17,5,0,0,3,0,89,12,54,3,23,5,4,0,3,0,112,29,12,6,9,30,9,3,11,0,104,6,18,3,29,6,7,4,7,0,78,5,10,5,4,0,0,0,3,0,32
