UCL_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
UCL215063,5,0,5,0,15,21,6,11,0,71,4,12,11,9,20,9,0,7,0,74,3,4,3,4,17,15,8,9,0,67,7,15,11,7,7,5,3,0,0,59,3,4,14,3,12,9,0,0,0,54,7,10,9,6,0,7,0,0,0,41,4,4,3,0,8,13,0,10,0,41,0,25,3,4,5,3,4,5,5,64,0,0,0,0,0,0,0,0,0,3,28,79,60,37,86,88,29,52,5,465
UCL215064,4,5,16,7,18,35,9,28,0,117,5,7,11,18,13,51,9,12,3,130,3,8,4,8,19,30,5,15,0,94,0,12,29,25,5,16,0,5,0,97,3,6,13,10,17,17,0,0,0,71,5,18,3,5,8,7,3,0,0,53,8,0,4,3,22,20,0,20,0,77,7,18,15,18,74,37,7,10,4,195,0,0,3,0,9,3,0,0,4,22,45,84,102,84,186,204,35,90,20,852
UCL215065,7,4,9,13,28,37,10,48,0,164,7,23,29,44,32,54,9,20,0,214,7,19,16,6,42,59,20,27,3,204,12,43,37,27,35,21,0,12,8,190,10,24,20,13,49,28,4,7,3,153,3,27,18,15,15,14,3,4,5,114,6,0,6,3,16,30,13,26,3,105,16,53,9,15,53,55,15,8,0,231,5,5,0,0,0,9,5,4,13,39,83,192,145,134,268,309,85,155,39,1409
UCL215066,0,0,4,8,12,9,9,13,0,50,3,8,10,10,17,20,8,4,0,83,0,13,4,4,13,21,0,11,0,65,10,20,21,18,17,11,0,0,0,99,0,14,16,15,15,8,0,0,0,67,0,16,20,8,10,4,0,0,0,69,0,0,7,0,10,4,0,25,0,50,6,39,16,13,15,19,0,5,7,113,3,5,0,0,0,0,0,0,9,16,33,112,92,72,117,91,17,58,22,611
UCL215067,3,3,6,6,10,22,8,34,0,82,3,3,3,11,9,23,3,5,0,67,3,4,3,0,6,18,4,12,0,53,0,12,10,9,8,3,0,0,0,50,0,6,10,4,0,7,0,3,0,30,4,4,0,0,3,3,0,0,0,23,3,0,0,4,7,6,5,13,0,51,8,13,3,10,4,9,0,8,0,50,0,0,3,0,0,0,0,0,3,12,26,47,41,41,44,96,21,80,9,409
UCL215068,10,14,17,4,22,30,9,30,0,143,17,27,17,25,37,33,4,29,0,199,7,17,14,16,33,45,15,11,0,167,13,42,44,19,20,14,4,7,8,174,9,25,23,17,40,9,0,6,0,133,9,43,17,13,20,11,0,3,0,115,0,6,4,3,10,9,8,10,0,60,6,31,17,13,12,6,4,7,4,109,0,3,3,4,4,5,0,0,3,28,80,211,165,117,199,174,49,111,22,1122
UCL215069,18,25,38,23,22,66,20,54,4,262,28,54,53,38,55,76,23,48,3,378,10,28,21,7,24,56,10,16,4,177,19,45,30,10,17,21,11,14,0,171,9,33,23,12,24,22,9,4,0,133,10,41,9,4,8,11,6,11,0,97,0,0,6,8,10,8,3,9,0,45,9,42,15,12,16,10,6,5,3,122,0,6,0,4,8,5,0,0,8,27,117,267,194,110,172,276,85,159,32,1411
UCL215070,4,3,10,5,23,25,8,24,6,107,6,7,9,17,23,25,14,13,0,123,5,9,11,8,51,46,13,33,3,182,10,31,28,24,28,9,3,6,4,145,8,15,17,12,27,25,11,4,0,109,3,43,32,13,25,10,0,4,4,142,5,13,5,9,21,27,9,27,3,122,3,41,31,21,46,39,5,9,3,195,0,4,3,0,6,3,0,0,8,38,47,164,145,116,256,204,61,125,35,1161
UCL215071,8,8,16,10,41,74,35,62,0,254,21,46,54,45,92,85,35,41,3,416,19,19,23,12,67,112,23,54,5,330,20,50,38,24,34,31,5,13,0,217,14,47,53,34,61,48,8,4,0,276,10,51,22,13,15,9,6,0,0,128,5,9,8,3,22,28,10,15,3,104,11,36,13,13,15,19,3,13,6,121,0,0,4,0,4,10,0,0,12,37,107,270,232,152,337,417,124,209,30,1877
UCL215072,3,10,6,4,20,23,11,28,0,118,3,10,3,5,14,15,0,4,0,60,0,7,5,9,21,17,10,8,0,71,4,10,4,10,7,11,0,6,3,43,0,11,6,6,13,0,4,0,6,52,0,9,6,6,10,5,5,4,0,41,0,9,0,3,33,9,14,14,4,92,10,54,20,17,126,59,19,31,24,370,0,6,5,7,4,0,6,4,27,56,33,122,62,66,258,155,57,86,64,908
UCL215073,6,4,17,4,18,18,9,49,0,126,8,18,20,18,34,22,10,15,0,141,13,15,6,3,35,48,8,20,5,153,17,28,31,33,14,15,3,9,0,149,6,18,14,13,23,18,6,3,0,93,9,35,11,3,9,9,0,5,0,82,0,9,8,6,9,20,20,35,0,119,6,47,25,17,31,24,4,12,3,169,0,0,0,0,0,0,0,0,11,18,70,168,132,97,174,178,68,153,29,1059
UCL215074,11,5,20,10,52,63,39,61,4,262,35,44,47,35,86,81,39,48,5,418,20,39,30,27,94,175,57,77,11,522,30,59,38,23,40,46,16,11,5,266,23,56,54,26,83,91,9,26,4,368,7,56,45,16,33,21,5,14,0,199,14,12,10,3,24,46,26,53,3,187,15,60,24,19,36,40,15,26,4,235,0,5,5,0,6,12,0,4,6,44,152,331,271,168,460,572,194,326,39,2504
UCL215075,0,3,4,0,8,9,5,8,0,38,7,6,7,12,12,10,3,11,0,63,3,12,4,3,21,31,4,14,6,92,10,15,17,11,15,13,7,0,0,88,0,10,0,4,20,10,0,0,0,54,5,11,14,3,9,8,0,4,0,54,3,0,4,0,12,5,6,11,0,39,3,18,6,3,9,9,0,7,3,65,0,0,0,0,0,3,0,3,3,10,38,68,63,30,117,87,25,60,14,504
UCL215076,6,12,9,4,31,38,11,34,3,143,5,21,14,16,30,38,9,18,0,159,7,8,13,9,27,36,10,27,0,140,15,24,32,12,9,15,5,6,0,120,3,19,16,13,35,25,7,3,0,118,4,25,4,3,6,5,0,6,3,62,3,4,14,4,10,24,4,15,4,83,9,31,16,11,30,55,4,9,8,183,0,3,0,0,0,4,0,0,5,18,58,140,118,83,186,238,54,123,21,1026
UCL215077,6,10,8,21,9,21,11,22,6,111,5,21,20,15,18,29,11,17,0,143,6,18,13,7,21,28,5,14,0,104,9,25,20,12,8,7,0,0,0,80,3,21,12,12,9,16,4,7,0,87,5,18,13,0,11,0,0,0,0,48,0,4,8,3,7,13,0,0,0,29,3,13,6,12,6,7,3,3,0,49,0,0,0,0,3,0,0,0,3,15,40,126,97,74,100,127,41,69,12,678
UCL215078,3,10,7,4,30,35,12,24,0,118,4,9,30,15,28,29,11,22,0,135,12,19,19,13,50,82,12,33,5,246,15,31,26,14,18,11,3,0,0,117,9,27,20,10,33,28,4,6,6,142,8,19,15,9,11,4,7,3,0,75,0,3,4,3,16,16,8,10,0,61,5,22,12,3,19,19,4,11,6,98,0,0,0,0,0,6,0,0,0,17,59,147,129,76,206,233,58,102,14,1020
UCL215079,5,4,9,4,20,23,10,31,0,107,7,9,14,13,11,15,12,12,3,103,0,6,6,5,29,30,4,13,0,100,11,20,33,12,20,12,3,9,0,134,6,11,18,10,14,16,3,0,0,86,0,29,7,8,15,13,0,4,6,76,0,3,4,7,3,17,3,18,0,50,9,45,19,16,33,29,5,12,4,159,0,3,0,0,0,3,0,0,0,16,50,133,110,72,146,155,44,98,14,826
UCL215080,3,7,10,3,19,19,3,19,4,96,7,13,13,22,30,24,5,14,3,133,8,16,11,3,42,46,11,29,7,180,19,39,29,22,27,20,11,7,0,180,6,18,11,9,22,21,0,6,0,98,0,18,11,5,13,9,4,6,0,74,3,9,5,0,11,14,6,16,0,70,0,23,9,14,25,27,7,12,0,117,3,3,5,0,0,3,0,0,8,24,58,142,105,79,198,195,55,110,17,966
UCL215081,14,13,21,11,34,57,25,66,4,244,16,31,45,34,61,73,31,36,0,325,11,17,17,14,63,94,20,36,6,265,14,39,52,40,31,35,9,5,0,229,11,33,36,18,53,43,13,5,0,215,12,63,18,12,14,17,0,7,0,148,12,6,13,8,30,31,13,24,0,135,11,51,24,25,41,61,40,13,8,276,0,0,3,0,5,11,7,0,4,34,105,251,224,160,330,418,163,202,19,1873
UCL215082,9,9,3,4,17,31,11,27,0,112,23,21,21,23,30,44,8,23,0,202,11,21,7,14,59,69,22,30,3,231,21,34,36,20,16,21,5,3,3,163,8,30,12,9,34,27,3,3,0,128,5,36,10,5,10,5,0,3,0,70,8,5,9,6,12,23,15,26,0,102,7,18,7,6,25,17,0,19,4,105,4,4,0,0,3,0,0,0,0,16,86,174,105,84,219,239,67,133,24,1128
UCL215083,3,5,5,5,13,17,6,25,10,85,8,6,13,22,14,12,8,14,3,97,9,8,0,8,26,34,6,24,0,116,13,28,29,22,28,12,3,13,6,144,9,19,10,8,27,21,0,3,0,99,0,20,5,8,12,8,5,6,0,67,4,6,7,3,7,27,16,29,0,100,9,36,16,12,13,29,11,14,5,134,0,4,0,0,0,3,0,0,7,20,51,125,82,80,143,161,58,124,33,862
UCL215084,3,6,0,0,10,7,3,12,0,47,3,7,10,10,13,9,0,3,0,55,5,4,7,3,20,30,9,7,3,88,8,17,12,6,14,0,4,3,0,66,3,3,11,3,15,14,5,3,0,56,0,21,9,10,14,11,0,0,0,67,6,5,0,4,14,17,9,6,5,58,3,20,14,10,17,19,9,4,4,92,0,0,0,0,6,0,0,0,8,13,35,79,58,53,115,98,41,43,18,533
UCL215085,0,0,4,0,15,19,4,16,0,62,3,7,7,6,8,11,5,9,0,59,11,6,9,3,32,35,10,26,3,129,5,13,18,4,11,7,0,3,0,68,3,12,13,8,22,13,0,3,0,77,4,13,9,3,10,8,0,4,0,50,3,7,3,0,11,21,6,10,0,56,9,12,11,3,16,10,5,0,0,65,5,0,0,0,5,5,0,0,3,15,46,69,71,31,126,134,28,70,11,578
UCL215086,9,7,13,12,40,47,11,44,0,183,18,36,42,34,63,52,19,32,0,300,8,26,16,12,62,70,17,44,6,255,23,50,38,31,34,25,7,13,0,215,15,30,42,20,51,37,13,6,0,216,12,54,18,13,22,14,5,8,3,141,7,10,9,9,23,29,14,40,5,134,10,50,23,13,37,35,13,25,12,211,4,0,0,0,4,0,0,0,6,24,102,261,205,135,328,305,98,210,36,1672
UCL215087,5,0,5,3,30,20,12,30,0,107,0,14,8,10,19,20,5,21,3,100,7,19,15,7,38,54,16,18,3,188,14,14,16,18,10,13,4,3,4,98,0,19,31,10,25,15,3,8,0,117,3,19,5,4,9,6,0,3,0,59,3,8,5,5,11,19,3,21,3,81,4,16,9,0,8,14,7,4,4,76,0,0,0,0,0,9,0,4,4,10,49,114,100,56,153,168,51,114,24,825
UCL215088,7,11,9,7,14,16,6,28,0,99,6,28,21,18,32,30,6,22,0,165,0,17,8,11,21,26,7,7,0,105,25,33,20,16,11,14,4,4,0,125,7,12,12,4,17,4,3,3,0,66,0,15,13,9,3,3,0,0,0,37,7,0,10,0,13,6,3,9,0,42,7,20,7,12,18,16,0,0,0,82,4,4,6,0,0,7,0,0,3,23,58,133,94,77,133,123,30,75,8,742
UCL215089,4,4,7,3,19,22,7,38,0,110,11,10,16,15,27,33,6,13,0,127,10,12,8,7,37,46,17,13,3,134,15,31,40,29,24,16,0,11,8,161,3,19,10,7,18,21,4,5,3,84,9,21,15,7,11,12,5,6,0,77,4,4,4,4,14,20,7,5,0,60,3,26,11,10,19,27,3,0,10,103,0,0,0,0,4,0,0,0,8,18,63,129,111,77,161,196,38,92,25,886
UCL215090,8,5,5,3,18,29,9,19,3,94,11,16,14,22,35,28,0,17,0,146,9,14,9,10,35,56,14,28,0,185,14,28,22,21,11,13,0,4,3,114,5,16,3,9,17,22,3,4,0,81,5,15,6,4,12,6,3,9,0,65,0,3,5,0,20,22,4,21,0,77,12,34,20,9,10,15,6,11,3,122,0,0,0,3,0,0,0,0,3,12,62,134,87,82,169,194,43,111,17,892
UCL215091,5,4,8,9,24,45,14,70,0,183,6,29,24,27,30,33,11,31,0,188,8,12,16,5,13,54,11,13,0,134,13,22,3,5,3,4,0,3,0,65,6,32,27,17,29,24,5,10,0,143,3,33,14,6,6,5,0,7,0,70,0,0,6,3,0,3,0,5,0,23,5,14,10,4,12,3,3,7,0,53,3,6,0,0,3,3,0,3,0,15,45,149,105,81,114,180,42,145,8,868
UCL215092,15,10,12,22,44,93,34,87,0,328,33,88,94,85,90,140,49,85,4,677,13,25,17,18,46,73,17,39,3,242,21,66,30,33,35,34,12,18,0,245,15,31,37,16,42,49,15,17,0,228,14,47,18,0,14,22,14,10,0,134,0,4,4,5,13,14,3,9,0,50,12,50,13,15,13,8,0,8,0,129,5,5,4,0,0,3,0,6,3,31,139,332,225,199,298,441,145,273,13,2066
UCL215093,11,10,13,8,41,50,20,36,0,190,17,23,18,32,47,47,18,23,5,222,29,37,38,30,138,179,40,58,13,558,33,68,66,39,29,22,12,16,0,288,13,35,37,31,64,34,9,7,0,224,8,56,29,9,23,24,4,0,4,155,4,3,12,14,44,50,15,42,0,183,16,57,35,19,48,55,10,15,0,260,0,4,0,0,10,6,0,5,5,31,133,303,244,172,444,465,132,195,37,2123
UCL215094,0,4,0,3,13,15,7,22,0,64,5,6,4,14,9,18,3,4,0,67,3,3,4,0,19,27,8,6,0,73,6,16,7,8,4,9,0,3,0,64,4,7,3,6,13,11,0,6,0,60,4,22,9,5,7,4,0,0,0,54,0,3,0,0,10,3,0,5,0,25,4,7,3,4,8,7,0,5,4,44,0,0,0,0,0,0,0,0,0,8,34,77,40,42,86,91,25,45,13,453
UCL215095,4,4,5,0,9,7,0,4,0,33,4,7,13,15,10,13,0,6,0,60,9,5,3,7,25,31,5,14,0,97,6,14,21,7,15,3,3,0,0,82,0,7,6,0,16,5,0,0,0,42,0,11,3,5,5,4,0,0,0,31,0,0,3,3,12,7,7,10,0,49,0,30,11,0,15,13,4,0,0,76,0,0,0,0,0,5,0,4,8,13,26,76,61,39,109,89,33,37,14,476
UCL215096,10,10,14,11,26,39,14,49,3,164,12,23,32,17,33,40,15,27,7,197,3,20,19,15,47,83,22,35,3,246,16,29,28,15,25,17,3,0,0,136,12,18,20,17,33,38,9,6,6,156,8,36,18,11,19,12,3,8,4,120,3,3,6,9,13,19,4,14,0,70,10,24,11,6,26,19,4,5,0,102,0,6,0,0,4,3,0,4,4,24,67,168,142,97,224,273,71,155,25,1226
UCL215097,7,12,8,9,43,34,10,26,0,156,12,17,15,19,32,27,9,16,0,140,11,24,26,23,62,104,22,31,9,317,19,44,49,22,25,14,5,4,3,186,14,30,29,14,48,35,0,10,6,181,3,30,26,17,29,11,5,11,0,125,8,7,11,4,22,30,7,20,0,104,17,44,16,11,24,40,8,9,7,171,8,4,0,0,12,8,0,3,12,40,93,210,172,131,284,305,66,125,44,1426
UCL215098,7,5,4,3,14,14,6,14,6,65,8,13,10,15,18,20,3,6,0,96,6,8,5,8,27,37,5,6,0,103,10,19,19,9,21,15,0,7,0,101,0,11,10,3,14,10,5,3,0,56,3,16,10,0,7,17,4,0,0,61,3,4,3,4,3,11,6,17,0,52,3,18,12,4,7,8,8,9,0,70,0,0,0,0,0,0,0,0,0,7,45,92,79,46,119,121,40,63,9,620
UCL215099,4,7,0,0,8,19,3,16,4,57,3,13,14,13,6,15,6,8,0,79,5,9,9,10,16,24,10,13,7,96,8,25,23,11,14,10,0,0,0,84,0,15,12,5,10,9,0,0,0,55,3,12,13,4,9,3,0,5,0,48,3,6,0,4,6,12,6,11,0,42,6,20,11,9,17,17,5,3,0,95,3,0,0,0,4,0,0,0,9,13,33,102,78,65,81,106,32,61,16,570
UCL215100,0,0,9,4,3,5,4,10,0,48,3,14,9,11,13,16,4,11,0,77,3,7,6,5,20,29,5,6,5,91,8,23,12,10,9,9,0,9,0,70,0,10,6,7,3,8,3,0,3,48,3,10,5,9,11,5,0,0,0,49,7,0,4,0,3,4,0,12,0,31,3,15,7,3,4,9,0,3,5,47,0,0,0,3,0,0,0,0,0,3,29,84,66,48,65,96,24,54,11,464
UCL221001,0,0,3,0,9,3,3,13,0,36,0,10,4,5,5,14,4,3,0,44,3,0,3,0,14,33,8,5,4,70,7,10,13,8,9,3,3,0,0,49,3,8,5,4,9,10,0,0,3,42,3,6,7,4,13,5,3,0,0,43,4,0,0,0,8,6,4,6,3,36,5,13,13,4,10,15,5,0,0,69,0,0,0,0,0,4,0,0,0,10,31,50,45,26,63,91,30,38,11,396
UCL221002,0,3,4,0,11,14,8,20,0,53,0,6,9,6,14,11,6,7,0,61,0,6,7,0,15,19,3,12,0,71,8,16,11,5,4,6,0,0,0,48,4,8,7,6,15,10,4,0,0,45,3,3,0,0,0,0,0,0,0,18,0,0,6,0,3,13,5,9,0,23,0,20,3,3,11,12,3,6,0,55,0,0,0,0,0,0,0,0,0,3,25,71,47,26,82,73,22,51,5,391
UCL221003,0,3,0,0,6,4,5,8,0,24,0,5,3,4,8,4,0,5,0,26,5,3,3,0,7,11,3,6,0,48,0,12,6,10,3,4,0,0,0,38,0,3,3,11,9,9,0,0,0,38,7,6,5,0,9,3,0,0,0,31,0,0,3,3,8,8,0,13,0,39,3,8,3,0,0,6,4,0,0,27,0,0,0,0,0,0,0,0,0,5,15,41,26,37,52,53,13,34,6,280
UCL221004,4,3,13,6,16,18,6,40,0,106,7,26,22,17,21,19,7,19,0,137,0,5,0,7,18,28,6,21,3,93,3,14,8,6,3,6,0,0,0,44,3,14,21,8,26,14,0,6,0,84,3,32,9,6,9,0,0,7,0,61,0,7,0,0,0,9,7,3,0,33,8,18,0,3,8,3,0,6,0,46,0,3,0,0,0,0,0,5,3,14,32,124,73,48,100,104,29,95,12,606
UCL221005,7,0,7,4,6,19,3,31,0,74,9,7,4,6,14,19,0,3,0,62,3,6,4,3,0,9,5,10,0,39,0,3,10,6,5,0,0,0,0,30,0,5,11,5,3,3,0,3,0,27,0,6,0,0,0,4,0,4,0,17,0,4,0,0,4,4,0,12,0,23,0,7,5,0,5,9,0,0,0,26,0,0,0,0,0,0,0,0,5,5,14,40,34,25,35,70,15,62,5,304
UCL221006,0,0,4,0,11,8,6,8,0,53,7,6,11,15,14,13,0,10,0,68,0,7,3,4,10,18,0,6,0,55,0,9,7,5,3,8,0,0,0,32,3,10,5,0,0,4,0,0,0,33,0,9,5,0,4,0,0,0,0,23,0,7,0,3,0,5,0,3,0,21,0,10,5,5,4,4,5,0,0,27,0,0,0,0,0,0,0,0,0,3,20,50,45,38,50,67,17,32,9,308
UCL221007,0,0,0,0,3,6,0,5,0,17,8,3,5,4,12,0,4,3,0,42,0,3,3,4,4,9,0,4,0,36,4,0,7,0,0,0,5,6,0,25,0,5,6,4,4,9,0,0,0,27,0,6,0,0,8,0,0,0,0,20,0,0,0,0,4,9,3,3,0,21,0,8,3,5,0,3,3,3,0,25,3,4,0,0,3,4,0,0,0,8,20,34,30,19,46,36,11,26,3,218
UCL221008,9,3,3,9,3,13,4,13,0,54,6,3,6,12,0,10,4,9,0,42,0,0,0,0,5,10,6,6,0,28,4,12,6,5,5,5,0,0,0,30,0,3,4,0,0,0,0,5,0,18,3,9,0,0,0,0,0,0,0,21,0,0,6,0,4,7,0,6,0,24,4,8,9,0,0,6,5,3,0,39,0,0,0,0,0,0,0,0,0,3,19,49,26,33,28,53,15,33,5,267
UCL221009,0,3,0,0,0,5,4,6,0,25,4,0,3,3,12,10,3,5,0,48,0,5,3,6,18,19,3,5,3,62,10,9,4,8,6,5,0,3,0,41,0,3,4,4,13,5,0,3,0,31,0,3,3,8,0,4,0,0,0,18,0,0,0,0,5,3,0,4,0,18,0,9,4,0,4,4,0,0,0,25,0,0,0,0,0,0,0,0,0,6,20,39,31,25,61,49,15,28,4,277
UCL221010,4,4,6,6,0,10,0,9,0,34,3,4,5,0,11,4,3,0,0,31,3,7,6,5,19,7,5,3,0,46,0,11,8,9,5,4,0,4,0,50,0,9,11,0,0,4,0,0,0,24,0,6,4,0,3,4,0,0,0,21,4,0,0,0,3,3,0,10,0,24,6,6,0,0,6,5,3,3,0,30,0,0,0,0,0,0,0,0,0,6,24,46,33,18,50,46,15,29,8,267
UCL221011,0,0,0,0,3,6,0,18,0,37,0,14,9,6,10,19,0,11,0,73,0,6,3,4,10,21,3,17,0,62,4,4,13,3,5,3,0,0,0,31,5,12,9,0,7,11,0,0,0,57,5,15,0,4,3,3,3,0,0,36,0,0,5,0,6,3,0,0,0,16,8,15,0,4,5,0,5,0,0,36,0,0,0,4,0,0,0,3,0,4,15,61,41,30,52,65,20,60,0,353
UCL221012,0,6,3,0,4,8,5,17,0,37,3,8,11,12,5,16,0,13,0,56,0,0,0,0,11,9,7,13,0,45,0,5,3,4,6,3,0,5,0,28,0,0,3,5,5,0,0,3,0,23,3,4,4,0,11,3,4,0,0,30,0,0,0,0,3,4,0,0,0,10,0,6,0,4,0,3,0,5,0,18,0,0,0,0,6,0,0,0,0,4,12,31,25,21,44,51,14,53,3,254
UCL221013,0,0,0,9,9,11,4,4,0,33,0,4,10,3,10,6,0,3,0,33,3,3,5,4,10,32,0,6,0,68,6,6,6,5,8,4,0,0,0,29,0,10,10,0,6,10,0,0,0,43,0,0,0,0,8,3,6,0,0,25,0,0,9,6,12,7,3,5,0,32,4,16,7,0,3,7,0,6,0,47,0,0,0,0,0,0,0,0,3,5,17,42,37,25,65,81,12,29,3,310
UCL221014,0,11,0,9,3,18,9,13,0,63,4,13,11,10,15,18,4,16,0,90,5,3,4,5,12,19,0,4,0,58,7,16,14,8,3,4,0,0,0,59,5,12,16,4,9,8,0,7,0,61,4,11,6,6,3,7,0,0,0,33,0,0,0,0,4,0,0,0,0,10,6,10,3,3,7,4,0,0,0,30,0,0,0,0,0,3,0,0,0,6,29,70,56,43,63,88,24,31,6,407
UCL221015,0,7,4,3,7,11,6,10,0,48,10,10,5,4,7,10,4,10,0,60,4,5,4,3,3,7,4,3,0,38,4,3,3,3,3,0,0,0,0,23,0,14,8,0,4,3,0,3,0,32,4,8,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,15,47,25,18,34,44,20,35,4,242
UCL221016,0,0,0,0,12,11,8,10,0,50,9,11,8,5,18,13,5,13,0,76,0,6,0,4,20,24,8,20,0,90,9,13,14,11,14,13,0,5,0,69,6,11,12,9,17,9,12,5,0,73,5,26,0,4,3,3,0,0,0,47,3,0,0,0,0,4,0,11,0,26,0,12,5,4,3,5,0,0,0,37,0,0,0,0,0,0,0,0,0,4,32,73,46,38,97,94,37,65,5,475
UCL221017,0,9,3,6,3,7,3,10,0,45,0,8,3,5,4,9,3,6,0,34,0,7,4,4,19,26,0,9,0,74,3,20,8,12,13,3,0,3,4,61,0,10,12,9,3,8,0,0,0,39,3,22,4,3,8,0,4,0,0,43,3,0,6,3,3,8,7,8,0,38,0,18,9,4,7,11,0,0,3,50,0,0,0,0,0,0,0,0,3,7,18,81,45,41,63,64,16,43,16,395
UCL221018,0,14,0,0,6,5,6,29,0,61,0,9,4,6,8,9,7,7,0,51,4,14,3,0,8,12,5,13,0,55,6,13,7,0,4,0,0,3,0,39,0,9,8,4,9,8,0,0,0,37,0,10,10,3,3,0,0,0,0,29,3,4,5,3,7,9,4,3,0,31,0,14,9,7,16,9,4,0,0,63,0,0,0,0,0,0,0,0,0,4,14,73,52,29,61,60,22,61,3,372
UCL221019,0,0,0,5,4,14,0,9,0,37,0,10,12,14,11,14,0,5,0,72,5,9,3,0,8,13,8,3,4,47,3,18,3,4,6,0,0,0,0,42,0,4,6,3,3,6,0,0,0,28,3,3,4,4,0,3,0,0,0,21,0,0,3,0,7,5,0,5,0,18,3,15,4,5,10,4,0,4,3,39,0,0,0,0,0,0,0,0,0,7,20,56,43,41,51,57,10,27,7,315
UCL221020,0,3,4,0,0,6,4,7,0,33,0,5,4,7,7,11,4,5,0,48,0,5,5,4,4,14,5,3,4,50,3,8,8,11,4,8,0,0,0,49,5,6,3,6,5,3,0,4,0,32,0,6,5,3,0,3,0,0,0,18,0,0,0,0,9,5,5,8,0,29,0,14,9,3,10,10,0,10,0,48,0,0,0,0,0,0,0,0,0,0,12,55,43,31,35,60,22,38,9,298
UCL221021,0,0,0,0,6,9,0,11,0,30,0,5,11,9,8,4,0,3,0,52,4,5,4,3,14,19,6,3,0,60,5,11,14,6,16,8,0,0,0,57,0,5,9,0,7,4,0,0,0,28,0,14,5,11,10,7,0,0,0,47,0,0,0,3,3,8,0,9,0,25,6,21,7,0,7,3,3,4,0,61,3,0,0,0,3,0,0,0,0,4,21,64,51,34,68,65,10,32,7,356
UCL221022,4,6,5,0,0,13,5,10,0,49,4,9,9,8,9,8,0,4,0,48,9,3,7,3,3,3,5,8,0,42,5,10,11,0,0,6,0,3,0,29,0,8,4,0,12,4,0,0,0,26,6,4,0,0,5,0,0,0,0,15,0,0,0,0,0,6,4,0,0,11,0,9,6,0,4,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,17,46,46,12,38,46,21,23,0,252
UCL221023,0,0,0,0,0,11,0,7,0,22,0,0,0,0,4,5,0,0,0,13,0,0,3,4,5,7,0,5,0,24,6,8,3,5,0,0,0,0,0,29,0,0,3,0,0,0,0,0,0,12,9,4,4,0,0,4,0,0,0,19,0,3,4,0,3,0,0,4,0,22,7,6,6,4,6,5,0,0,0,31,0,0,0,0,0,0,0,0,0,4,23,27,27,17,19,29,4,19,0,175
UCL221024,0,3,0,0,11,14,3,5,0,41,5,11,9,12,9,16,13,13,0,82,0,0,4,3,15,15,9,4,4,51,4,22,14,0,5,3,0,3,0,57,0,11,9,8,11,9,0,0,0,44,0,16,5,4,3,8,0,0,0,36,0,4,0,0,7,3,0,6,0,19,0,10,10,4,7,5,0,3,3,44,0,0,0,0,0,0,0,0,4,0,25,78,43,32,73,70,26,36,14,381
