UCL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL215055,9,0,0,0,10,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,8,0,3,0,12,13,0,5,0,18,47,5,0,0,50,36,0,3,0,40,49,6,4,0,56,48,8,4,0,63,12,9,4,0,23,21,11,10,0,41,25,21,0,0,44,14,7,0,0,33,9,9,0,0,19,8,3,0,0,13,20,12,3,0,37,12,13,5,0,25,6,0,0,0,6,345,106,44,7,500
UCL215056,0,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,7,0,6,8,0,0,0,6,0,0,7,0,6,20,4,16,0,34,5,11,13,0,32,10,8,12,0,35,15,26,22,0,57,4,22,5,0,34,12,19,8,0,37,17,25,3,0,49,10,14,0,0,22,6,9,0,0,16,0,5,0,0,6,3,0,0,0,4,11,12,12,0,33,3,0,5,0,5,119,145,119,7,389
UCL215057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,13,0,4,0,12,5,0,6,0,10,37,0,7,0,48,23,4,16,0,42,12,12,9,0,38,15,11,5,0,32,6,9,0,0,14,10,17,0,0,34,24,28,7,0,58,13,28,0,0,47,7,25,0,0,36,0,11,0,0,11,8,20,0,0,32,13,13,4,0,28,3,0,0,0,0,203,179,71,5,454
UCL215058,3,0,0,0,5,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,4,0,9,4,0,3,0,13,42,0,9,0,47,19,0,8,0,31,13,5,9,0,27,19,9,6,0,33,6,8,3,0,17,8,10,0,0,17,18,15,3,0,39,6,10,0,0,15,5,3,4,0,14,0,4,0,0,4,3,9,0,0,7,3,6,9,0,21,0,0,0,0,4,155,80,59,3,299
UCL215059,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,5,0,9,11,0,3,0,12,46,9,10,0,57,32,9,3,4,51,20,12,7,0,43,41,14,10,0,63,17,16,3,0,34,20,18,6,0,38,41,40,4,0,83,22,19,0,0,46,15,23,0,0,42,11,8,0,0,22,16,21,0,0,41,17,18,8,0,45,8,0,0,0,8,329,191,70,7,597
UCL215060,3,0,4,0,10,3,0,0,0,4,0,0,4,0,5,3,0,4,0,10,18,0,7,0,17,3,3,13,0,25,68,4,17,0,83,38,10,17,0,67,35,18,18,0,68,38,18,15,0,74,19,18,3,0,48,30,26,0,4,57,47,50,9,0,105,31,29,0,0,62,14,28,3,0,47,3,14,0,0,18,9,18,3,0,31,12,15,6,0,29,8,3,0,0,18,388,256,130,11,782
UCL215061,4,0,0,0,7,0,0,0,0,7,0,0,0,0,6,0,0,4,0,4,9,0,0,0,12,11,0,13,0,26,46,0,6,0,53,30,0,16,0,44,22,7,9,0,39,23,11,10,5,43,12,10,4,0,28,20,17,3,0,33,29,29,4,0,68,13,21,0,0,36,15,23,0,0,40,8,4,0,0,11,12,23,0,0,32,10,19,6,0,28,8,0,3,0,14,280,167,78,5,534
UCL215062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,0,3,0,9,0,0,7,0,6,34,0,9,0,42,21,4,11,3,38,13,7,7,0,30,19,5,11,0,32,9,8,6,0,19,3,14,3,0,24,18,24,12,0,57,9,21,5,0,37,5,13,3,0,19,0,8,0,0,8,8,19,0,0,23,0,12,7,3,20,0,5,0,0,3,161,132,80,8,376
UCL215063,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,3,0,0,0,7,3,0,4,0,10,20,0,4,0,25,17,10,3,0,23,23,0,0,0,26,23,9,3,0,37,8,7,0,0,16,3,17,0,0,22,12,17,3,0,29,8,14,0,0,24,8,10,0,0,20,0,4,0,0,8,6,19,0,0,23,0,6,0,0,12,0,3,0,0,6,140,125,32,6,300
UCL215064,4,3,0,0,6,7,0,0,0,7,0,0,0,0,0,0,0,3,0,3,9,0,9,0,10,9,0,4,0,9,38,4,8,0,56,13,12,12,4,39,21,9,12,0,39,26,18,4,0,50,7,15,4,0,25,14,14,4,0,34,34,38,0,0,74,23,16,0,0,40,10,11,0,0,23,7,4,0,0,10,7,15,0,0,24,8,13,3,3,31,9,4,4,3,14,232,182,65,14,493
UCL215065,11,0,0,0,7,3,0,0,0,3,0,0,0,0,4,0,0,5,0,5,22,0,8,0,29,9,0,13,0,23,72,3,23,0,103,56,6,22,4,92,53,16,34,3,108,47,38,22,0,101,33,27,9,0,76,20,34,8,3,56,47,42,12,0,106,28,37,5,0,71,13,16,6,0,41,5,17,0,0,18,15,24,0,0,44,21,21,12,5,61,7,0,11,0,24,473,289,202,17,978
UCL215066,8,0,0,0,5,0,0,0,0,0,0,0,3,0,8,0,0,8,0,8,3,0,10,0,15,4,3,6,5,20,60,0,8,0,73,30,9,12,7,65,28,12,9,0,49,29,10,7,0,49,9,11,5,0,26,11,12,0,0,25,12,19,0,0,40,12,15,0,0,27,3,9,0,0,7,0,3,0,0,8,3,5,0,0,5,12,24,8,0,46,9,0,8,0,17,238,144,91,13,483
UCL215067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,6,6,0,7,0,16,19,0,5,0,27,11,0,0,0,13,12,4,7,0,22,13,8,4,0,20,3,6,0,0,11,8,6,0,0,10,19,12,5,0,36,10,15,0,0,23,4,6,0,0,16,0,3,0,0,0,5,5,0,0,7,10,8,0,0,12,11,4,0,0,14,135,76,33,3,247
UCL215068,20,0,5,0,21,12,0,0,0,12,0,0,4,0,4,3,0,3,0,7,17,0,0,0,22,19,0,11,0,28,142,4,18,0,161,92,8,12,7,112,80,16,12,0,107,76,22,15,0,112,32,13,11,0,52,41,16,0,0,63,47,31,9,0,86,37,27,4,0,73,16,21,3,0,47,14,11,0,0,23,28,19,0,0,48,31,16,5,0,51,19,4,5,4,31,718,205,121,14,1049
UCL215069,7,0,0,0,4,4,0,0,0,8,0,0,0,0,4,0,0,6,0,6,16,0,6,0,24,10,0,6,0,16,48,3,8,0,57,42,7,17,0,65,34,10,11,0,58,56,19,13,0,88,23,22,3,0,46,29,27,9,0,69,59,52,11,0,118,36,48,3,0,82,22,31,0,0,53,18,20,0,0,37,49,61,0,0,110,18,19,9,0,47,13,0,7,0,17,477,310,109,13,911
UCL215070,4,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,9,0,9,3,5,18,0,28,3,4,15,0,19,46,8,23,4,77,22,12,29,0,70,33,18,20,3,69,35,30,15,0,84,20,32,4,0,66,26,23,7,0,54,33,50,5,0,89,23,27,3,0,51,9,16,3,0,27,0,9,0,0,9,3,10,3,0,19,20,21,15,3,57,9,6,8,0,21,295,275,167,16,754
UCL215071,3,0,5,0,3,4,0,0,0,4,0,0,0,0,0,4,0,3,0,9,3,0,10,0,13,4,0,7,0,16,27,4,4,0,36,30,6,9,0,51,41,10,5,0,65,32,14,14,0,63,30,10,13,0,60,21,25,8,0,55,43,64,23,0,134,36,67,0,0,113,28,85,6,0,113,12,61,0,4,76,42,114,5,3,167,12,37,15,0,60,4,3,3,0,15,384,518,129,8,1035
UCL215072,9,3,9,0,20,0,0,0,0,0,3,0,3,0,3,3,5,3,0,10,5,0,7,0,12,4,4,8,0,16,19,8,8,0,38,18,13,18,0,53,21,15,15,3,52,15,20,7,5,42,10,16,0,0,28,9,12,8,0,32,27,26,0,4,56,7,17,6,0,28,11,8,0,0,14,0,4,0,0,3,3,17,0,0,23,7,21,6,0,28,6,4,0,0,14,178,189,88,16,470
UCL215073,7,0,0,0,8,3,0,0,0,9,3,6,0,0,0,0,0,4,0,0,13,4,9,0,18,14,0,13,0,24,71,7,10,0,88,37,11,25,0,71,42,6,9,0,63,42,16,9,0,69,16,15,10,3,35,18,19,7,3,46,40,36,9,0,87,22,35,0,0,54,17,22,0,0,46,10,10,0,0,19,4,18,0,0,17,20,19,5,0,45,16,3,4,0,19,390,215,115,15,734
UCL215074,10,4,0,0,11,3,0,3,0,9,4,0,0,0,4,3,0,3,0,10,10,0,11,0,15,12,3,12,0,22,53,4,16,0,71,42,5,25,0,72,29,23,19,4,80,57,29,16,0,103,40,35,16,0,87,29,41,7,0,81,58,122,21,0,198,56,103,7,0,169,57,94,0,0,157,25,63,0,0,91,46,108,4,0,157,15,41,7,0,69,3,4,0,0,12,559,676,175,8,1418
UCL215075,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,4,0,5,0,10,26,3,7,0,40,13,5,3,4,24,16,6,11,0,33,10,14,10,0,30,8,11,5,0,18,5,7,0,0,19,22,20,3,0,46,3,9,5,0,15,8,9,0,0,24,0,8,0,0,8,4,8,0,0,16,8,10,0,0,21,4,4,4,0,6,151,117,59,4,334
UCL215076,8,0,0,0,7,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,9,0,4,0,12,3,0,11,0,13,47,3,7,0,51,25,4,19,0,42,40,10,18,3,61,36,14,9,4,56,13,15,3,0,37,17,17,10,0,43,45,42,7,0,101,29,28,4,0,65,10,27,4,0,36,3,9,0,0,17,7,21,0,0,35,4,27,14,0,47,6,4,5,0,9,304,211,106,10,643
UCL215077,12,0,0,0,11,8,0,0,0,6,6,0,3,0,5,0,0,0,0,0,3,0,4,0,8,4,0,5,0,12,22,0,9,0,29,20,0,6,5,34,29,6,3,0,44,33,14,3,0,49,5,6,0,0,19,18,13,4,0,35,27,20,0,0,50,14,28,0,0,42,14,17,0,0,25,11,12,0,0,21,8,30,0,0,40,7,9,7,0,25,7,0,0,0,10,247,155,46,7,455
UCL215078,0,3,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,5,10,0,5,0,18,8,0,7,0,16,14,5,14,0,32,12,8,8,0,33,16,14,7,0,37,12,32,3,0,52,34,54,7,0,101,29,53,3,0,84,14,34,0,0,43,5,16,0,0,20,11,28,0,0,37,4,22,10,0,36,3,3,0,0,7,192,281,67,6,546
UCL215079,7,0,0,0,3,5,0,0,0,5,0,0,4,0,4,0,0,4,0,9,14,0,7,0,19,11,0,10,0,15,39,8,16,0,64,38,4,10,0,57,27,12,17,4,64,34,19,9,0,61,6,12,9,0,30,8,11,4,0,24,25,25,5,0,43,15,19,0,0,38,8,6,0,0,22,0,3,0,0,11,3,16,0,0,24,11,10,7,0,31,7,0,0,4,10,261,160,98,11,529
UCL215080,7,0,0,0,5,0,0,0,0,0,3,0,3,0,3,0,0,0,0,3,5,0,0,0,10,5,0,7,0,14,39,6,7,0,48,21,8,9,5,36,26,13,12,0,51,41,20,11,0,72,19,23,6,0,47,22,25,0,0,50,42,45,6,0,99,14,23,0,0,41,21,12,0,0,37,5,10,0,0,16,8,18,0,0,25,8,29,4,0,44,4,6,0,0,9,288,244,79,6,621
UCL215081,3,0,0,0,10,5,0,0,0,6,4,0,0,0,5,0,5,0,0,6,15,0,4,0,16,10,0,15,0,27,80,8,17,0,100,48,3,28,0,83,40,18,22,9,91,53,21,10,3,99,18,29,15,6,66,30,42,11,3,91,53,73,13,4,146,45,68,3,0,125,33,30,0,0,70,13,30,0,0,44,20,67,0,0,85,18,32,5,0,60,8,0,7,0,16,517,432,167,25,1144
UCL215082,9,0,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,10,3,0,6,0,8,24,6,5,0,27,17,4,0,0,25,15,9,4,0,22,15,13,5,0,33,8,19,3,0,37,9,25,6,0,39,25,68,9,4,102,25,51,0,0,77,20,60,0,0,74,11,21,0,0,29,14,48,3,0,63,10,36,5,0,47,9,7,0,0,8,207,361,50,6,622
UCL215083,3,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,9,0,21,7,0,7,0,17,37,0,8,0,52,35,4,13,3,60,25,5,16,0,43,26,18,7,0,48,7,17,6,0,35,17,14,6,0,32,43,28,0,0,76,15,24,4,0,38,15,15,4,0,25,4,9,3,0,15,5,6,3,0,17,10,18,12,0,40,7,6,0,0,12,261,168,96,12,538
UCL215084,0,0,3,0,4,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,6,0,4,0,16,3,0,8,0,11,17,4,7,0,31,14,5,6,0,29,8,15,6,0,26,19,6,8,0,37,11,12,3,0,22,16,14,3,0,31,16,27,4,0,39,8,13,0,0,21,5,13,0,0,16,0,3,0,0,7,3,8,0,0,12,11,12,8,0,25,0,0,3,0,4,133,119,73,3,332
UCL215085,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,9,3,0,3,0,5,18,0,3,0,19,0,0,3,0,10,12,0,0,0,16,9,3,3,0,20,0,11,0,0,17,3,15,0,0,21,10,25,8,0,44,8,27,4,0,41,3,20,0,0,28,4,19,0,0,20,5,22,0,0,25,9,15,6,0,28,5,4,5,0,12,97,170,43,0,319
UCL215086,3,0,0,0,6,4,0,0,0,4,0,0,3,0,5,4,0,6,0,3,10,0,5,0,18,4,3,17,0,16,48,4,30,0,84,48,4,22,0,76,46,13,31,0,86,38,20,25,3,82,19,17,9,0,47,29,32,15,7,82,47,70,18,0,131,29,64,3,0,99,23,48,7,0,76,15,40,7,0,63,19,48,0,0,67,10,32,12,0,53,8,0,8,0,21,415,404,205,16,1032
UCL215087,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,7,3,0,3,0,3,17,0,7,0,29,11,0,0,0,15,19,7,7,0,30,18,10,4,0,35,6,16,4,0,27,9,17,6,0,29,25,50,6,3,84,16,43,4,0,56,14,26,0,0,38,7,25,0,0,27,9,24,0,0,41,8,18,0,0,27,5,0,0,0,5,180,239,46,4,468
UCL215088,3,0,0,0,3,0,0,0,0,0,3,0,3,0,8,6,0,0,0,5,3,0,13,0,14,11,0,3,0,12,25,4,12,0,44,20,3,11,0,32,22,5,17,0,42,27,11,14,0,57,14,20,9,0,36,14,15,4,0,36,21,23,9,0,56,11,24,3,0,33,15,6,3,0,18,0,5,0,0,13,9,14,0,0,24,4,4,14,0,26,6,0,0,0,5,209,143,112,9,466
UCL215089,0,0,0,0,5,4,0,0,0,4,3,0,0,0,3,0,0,8,0,4,12,3,10,0,23,9,0,13,0,19,37,3,22,0,61,27,6,13,0,41,29,12,10,5,48,27,11,4,0,39,18,15,4,0,37,20,16,10,3,41,36,27,3,0,75,27,13,5,4,42,15,13,0,0,23,0,15,0,0,12,7,15,0,0,25,18,15,10,0,38,11,0,4,0,13,290,154,106,15,558
UCL215090,0,0,0,0,0,0,0,0,0,3,0,0,7,0,7,0,0,5,0,5,9,0,0,0,6,4,0,7,0,16,39,0,10,0,53,19,10,13,0,36,27,7,7,0,39,23,14,5,0,39,17,19,6,0,42,13,18,0,0,35,40,50,7,0,96,17,35,0,0,50,17,18,0,0,30,4,16,0,0,16,9,20,0,0,27,8,24,5,0,42,6,0,0,0,9,254,218,87,3,562
UCL215091,3,4,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,3,0,0,0,7,5,0,0,0,5,4,4,0,0,10,22,3,4,0,30,12,5,0,0,20,12,4,0,0,17,23,13,0,0,39,16,31,0,0,46,11,20,9,0,36,11,28,0,0,33,31,121,0,0,155,7,20,4,0,26,3,0,0,0,6,174,242,27,5,445
UCL215092,19,6,3,0,22,4,0,0,0,8,4,0,0,0,5,0,0,6,0,6,13,0,9,0,21,13,3,17,0,24,43,0,17,0,61,36,5,24,0,68,45,9,22,0,80,45,19,16,0,81,21,25,19,0,70,19,22,6,0,51,58,61,35,0,152,48,54,11,0,118,39,79,8,0,129,24,60,0,0,87,76,176,11,0,261,15,36,20,0,74,4,0,5,0,11,522,559,236,12,1331
UCL215093,3,0,3,0,8,0,0,0,0,5,0,0,3,0,4,0,0,4,0,3,14,0,8,0,24,6,0,14,0,23,44,11,17,3,75,34,15,21,0,69,27,36,15,4,83,33,46,32,0,105,25,56,18,5,103,26,47,7,0,85,71,106,24,0,199,43,74,12,0,133,34,56,3,0,93,7,23,0,0,27,13,41,5,0,60,15,34,15,0,60,8,5,3,0,15,413,552,200,14,1186
UCL215094,0,4,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,0,4,0,6,10,4,4,0,24,8,4,6,0,13,23,0,0,0,28,12,6,4,0,20,0,0,4,0,11,9,12,0,0,14,14,11,3,0,25,11,11,0,0,22,5,12,0,0,14,0,11,0,0,11,7,32,0,0,45,4,17,6,0,22,3,0,0,0,3,115,128,39,0,282
UCL215095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,7,0,7,11,4,7,0,26,11,5,14,0,29,8,14,5,0,28,13,5,9,0,29,8,3,3,0,13,10,20,0,0,27,20,20,0,0,42,11,14,5,0,24,10,12,0,0,16,0,8,0,0,9,6,5,0,0,8,5,9,5,0,24,3,0,0,0,5,117,115,51,3,289
UCL215096,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,9,3,3,0,15,26,6,9,0,33,27,0,10,0,36,25,10,14,0,52,31,19,10,0,58,15,26,12,0,53,24,17,7,3,47,32,42,10,0,83,12,59,9,0,83,17,33,0,0,48,13,23,5,0,37,17,59,0,0,75,7,30,7,0,41,9,5,3,0,16,267,327,98,8,700
UCL215097,10,4,4,0,13,3,0,0,0,3,0,0,3,0,3,0,0,5,0,5,9,0,5,0,14,3,0,15,0,18,44,4,17,0,74,33,9,23,0,64,45,11,15,0,68,30,32,15,0,77,19,30,7,0,54,22,35,7,0,57,42,69,11,3,120,19,61,9,0,89,16,22,7,0,41,5,16,0,0,29,13,43,0,0,52,17,25,18,0,60,9,10,11,0,18,331,360,164,6,864
UCL215098,5,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,4,0,4,8,0,4,0,14,6,0,7,0,11,27,0,4,0,35,17,4,9,0,30,20,9,5,0,34,15,10,3,0,29,9,17,3,0,31,13,7,4,0,27,20,29,3,5,50,17,12,4,0,31,10,15,0,0,30,9,15,0,0,21,13,9,0,0,25,3,11,4,0,16,4,0,0,0,7,197,144,52,4,397
UCL215099,6,0,0,0,9,0,0,3,0,10,3,0,0,0,6,0,0,0,0,0,10,0,3,0,12,5,0,14,0,16,57,0,10,0,66,29,5,14,4,49,14,5,14,0,37,19,17,11,0,41,7,12,3,0,29,15,6,7,0,33,13,28,8,0,47,0,9,0,0,8,0,4,0,0,10,0,5,0,0,5,0,6,0,0,9,9,15,6,0,31,6,0,4,0,8,210,116,93,10,430
UCL215100,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,10,0,10,26,3,11,0,36,19,0,8,0,27,17,9,10,0,28,13,10,5,0,30,6,5,6,0,18,6,14,0,0,20,13,15,5,0,29,9,10,5,0,26,0,6,0,0,12,0,8,0,0,8,4,3,0,0,9,9,12,10,0,25,5,0,0,0,9,144,96,72,3,313
UCL221001,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,7,0,4,0,10,8,0,4,0,12,12,10,5,0,24,0,3,5,0,11,4,3,0,0,12,11,22,0,0,33,11,13,0,0,21,3,11,0,0,15,0,3,0,0,8,0,14,0,0,9,3,11,0,0,17,0,0,0,0,0,84,89,29,0,205
UCL221002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,5,4,0,3,0,9,13,0,3,0,15,12,0,4,0,22,10,4,4,0,15,18,7,0,0,35,5,7,0,0,20,8,3,3,0,11,10,8,7,0,25,9,10,5,0,29,6,6,0,0,20,0,3,0,0,9,8,12,0,0,16,0,12,0,0,14,0,0,0,0,0,121,87,41,5,251
UCL221003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,4,0,10,7,0,0,0,8,3,5,0,0,10,0,5,0,0,11,6,8,0,0,11,12,8,0,0,15,15,20,0,0,32,7,8,0,0,21,4,6,0,0,6,0,5,0,0,5,0,0,0,0,0,4,9,0,0,11,0,0,0,0,3,67,71,11,0,146
UCL221004,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,4,3,0,0,0,5,10,0,0,0,11,10,0,6,0,16,9,4,0,0,17,0,3,0,0,14,5,5,0,0,16,13,16,0,0,35,12,26,0,0,38,3,31,0,0,34,4,16,0,0,20,12,70,0,0,87,4,17,0,0,18,5,0,0,0,5,102,185,19,0,306
UCL221005,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,4,8,0,0,0,7,13,0,0,0,18,9,0,4,0,21,3,6,0,0,13,3,3,0,0,9,5,5,0,0,10,3,11,0,0,12,13,8,0,0,25,0,5,0,0,5,0,0,0,0,3,3,11,0,0,14,4,9,0,0,15,3,0,0,0,8,78,68,23,0,168
UCL221006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,10,0,0,0,9,10,3,9,0,12,4,0,0,0,5,3,12,0,0,15,0,7,0,0,11,9,5,4,0,17,17,12,4,0,27,8,6,0,0,17,3,11,0,0,16,0,3,0,0,7,4,4,0,0,10,5,4,6,0,12,0,0,0,0,0,77,72,15,0,164
UCL221007,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,4,5,0,8,7,0,0,0,8,6,3,0,0,14,4,3,3,0,15,4,0,6,0,9,0,6,0,0,7,0,7,0,0,4,9,9,0,0,22,5,6,0,0,12,5,0,0,0,3,3,0,0,0,3,0,3,0,0,9,0,6,4,0,13,0,0,0,0,3,62,47,23,0,134
UCL221008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,0,0,0,9,0,0,0,0,4,19,0,3,0,21,14,0,5,0,22,8,0,5,0,12,13,4,4,0,21,5,6,0,0,8,7,9,0,0,16,3,8,4,0,15,10,4,0,0,17,4,5,0,0,7,0,0,0,0,0,5,5,0,0,11,7,10,0,0,12,0,0,0,0,4,96,53,27,4,183
UCL221009,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,0,9,4,0,0,0,4,3,0,0,0,10,7,0,4,0,17,5,8,4,0,20,6,5,0,0,11,6,8,0,0,14,3,12,0,0,23,11,8,0,0,18,4,8,0,0,8,0,4,0,0,3,4,0,0,0,6,3,5,5,0,10,4,0,0,0,8,72,65,28,0,164
UCL221010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,0,6,0,0,3,0,12,8,0,0,0,12,6,5,3,0,12,4,3,9,0,16,9,9,0,0,16,8,4,0,0,11,4,3,0,0,15,6,13,0,0,18,4,6,0,0,11,3,11,0,0,11,0,4,0,0,0,6,0,0,0,6,0,9,0,0,17,4,0,0,0,3,62,66,34,4,161
UCL221011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5,0,4,0,0,0,0,9,3,0,0,0,10,6,0,3,0,11,10,4,3,0,19,10,7,0,0,12,8,3,0,0,9,6,11,0,0,20,3,16,3,0,21,3,12,0,0,15,6,12,0,0,14,8,11,0,0,16,0,7,0,0,4,3,0,0,0,0,66,91,13,0,177
UCL221012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,7,3,0,0,0,7,9,0,4,0,10,10,4,0,0,9,0,4,0,0,3,0,3,0,0,9,10,10,0,0,15,7,9,3,0,19,3,9,0,0,17,3,4,0,0,10,3,12,0,0,15,0,7,0,0,14,0,0,0,0,5,62,63,17,0,147
UCL221013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,4,0,0,0,6,0,0,7,0,8,0,0,3,0,7,14,7,7,0,17,0,7,3,0,10,4,10,6,0,18,10,13,0,0,20,12,11,0,0,14,4,3,0,0,13,6,11,0,0,11,0,10,0,0,12,4,5,0,0,9,0,0,0,0,4,67,73,23,3,163
