UCL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL215096,0,0,6,9,4,0,0,0,0,28,35,38,130,123,139,91,23,0,0,586,4,6,7,8,10,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,0,15,19,28,24,0,0,0,105,0,0,5,0,0,3,0,0,0,10,17,23,70,50,37,25,5,0,0,231,0,0,4,5,3,12,4,0,0,30,30,15,22,36,25,12,8,0,0,153,11,4,3,9,6,6,3,0,0,43,0,5,4,7,14,4,5,0,0,38,0,0,3,4,4,0,0,0,0,17,0,5,0,4,11,0,0,0,0,19,0,3,7,0,3,4,0,0,0,11,0,0,11,12,19,9,3,0,0,53,0,3,4,4,3,6,4,0,0,33,0,0,11,19,22,9,9,0,0,68,0,10,19,27,21,18,9,0,0,98,3,13,37,22,28,29,4,0,0,129,0,0,0,0,9,0,5,0,0,20
UCL215097,3,0,11,0,3,4,0,0,0,30,26,60,132,155,158,102,28,0,0,659,0,4,7,11,11,8,6,0,0,53,0,0,0,0,0,0,0,0,0,8,6,9,30,23,27,20,4,0,0,121,0,0,4,5,0,6,4,0,0,23,14,39,72,58,54,21,5,0,0,262,0,0,5,11,5,7,0,0,0,36,23,23,20,21,21,16,8,0,0,141,13,8,5,15,19,4,3,0,0,61,0,0,7,4,19,11,10,0,0,49,0,0,0,4,0,0,0,0,0,7,0,0,0,12,10,9,0,0,0,27,0,3,0,4,6,3,0,0,0,23,0,9,3,16,13,6,5,0,0,41,0,4,15,13,6,13,3,0,0,50,0,0,13,6,12,10,4,0,0,53,0,12,20,30,27,21,5,0,0,121,0,6,32,32,49,30,4,0,0,159,3,0,4,3,7,5,0,0,0,30
UCL215098,0,0,0,0,0,3,0,0,0,6,14,31,78,58,44,64,8,0,0,299,0,3,7,0,6,4,0,0,0,31,0,0,0,3,0,4,0,0,0,4,0,5,13,10,10,8,0,0,0,40,0,0,3,4,0,5,0,0,0,20,0,15,33,13,4,10,0,0,0,85,0,0,8,0,6,0,0,0,0,13,9,14,15,6,10,13,7,0,0,64,15,5,9,0,4,4,0,0,0,33,0,0,7,9,5,5,4,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,10,0,3,3,0,0,0,23,0,0,4,0,3,0,3,0,0,16,0,0,13,9,7,11,0,0,0,44,0,5,12,18,5,12,3,0,0,49,0,3,26,18,17,33,5,0,0,104,0,0,8,4,5,0,0,0,0,17
UCL215099,0,0,0,0,0,8,0,0,0,15,13,21,55,54,53,67,22,0,0,290,0,7,15,9,3,13,8,0,0,59,0,0,0,0,0,7,0,0,0,7,3,3,9,7,11,6,0,0,0,43,0,0,0,0,0,0,5,0,0,6,5,3,5,10,9,9,0,0,0,35,0,0,3,5,0,4,0,0,0,14,5,10,7,12,13,7,3,0,0,60,11,7,4,12,6,4,3,0,0,49,0,0,0,3,3,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,6,3,3,0,0,0,0,17,0,0,3,3,3,5,0,0,0,11,0,0,3,4,7,7,0,0,0,22,0,5,7,9,8,15,4,0,0,55,3,8,19,17,21,26,8,0,0,99,0,0,0,0,0,6,0,0,0,4
UCL215100,0,0,0,0,0,4,0,0,0,4,4,12,32,38,49,71,14,3,0,231,0,0,4,6,3,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,0,3,7,3,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,6,11,3,13,11,4,0,0,62,0,0,0,6,4,3,0,0,0,10,7,3,9,3,10,17,0,0,0,44,8,5,9,5,5,3,0,0,0,46,0,0,0,0,7,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,9,0,0,0,0,3,0,7,0,0,8,0,0,5,4,0,4,3,0,0,18,0,0,4,0,3,4,0,0,0,15,5,0,10,4,7,13,6,0,0,40,0,0,8,12,3,19,3,0,0,43,0,0,4,8,21,20,9,0,0,68,0,0,0,0,0,0,0,0,0,9
UCL221001,0,0,0,0,5,0,0,0,0,6,16,15,35,43,49,30,7,0,0,190,0,6,3,4,7,4,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,5,8,15,13,10,0,0,0,54,0,4,5,0,0,0,0,0,0,9,5,3,8,12,9,5,6,0,0,48,0,0,0,3,4,0,0,0,0,9,10,8,10,3,3,8,0,0,0,43,12,0,3,3,8,3,0,0,0,31,0,0,3,6,6,6,3,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,6,0,0,0,0,6,0,0,0,3,3,0,0,0,0,10,0,0,9,8,3,8,0,0,0,30,0,4,15,10,19,7,0,0,0,56,0,0,0,0,0,0,0,0,0,0
UCL221002,0,0,0,0,0,0,0,0,0,0,4,14,30,42,42,47,17,0,0,192,0,0,3,4,8,7,0,0,0,25,0,0,0,5,3,0,0,0,0,5,0,3,10,3,5,3,4,0,0,28,0,0,0,0,0,5,0,0,0,5,4,13,21,7,4,14,3,0,0,66,0,0,0,0,0,0,0,0,0,0,4,4,0,7,5,10,0,0,0,34,9,5,5,0,3,3,0,0,0,27,0,0,3,3,0,11,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,5,0,0,0,15,0,0,0,0,7,3,0,0,0,11,0,0,4,15,10,7,3,0,0,36,0,0,3,12,9,8,3,0,0,39,0,0,0,3,11,14,8,0,0,46,0,0,0,0,0,0,0,0,0,7
UCL221003,0,0,0,0,0,0,0,0,0,8,7,9,30,26,31,28,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,7,4,0,0,0,30,0,0,0,0,5,0,0,0,0,8,0,3,8,3,0,0,0,0,0,15,0,0,9,5,5,0,0,0,0,16,8,0,9,5,9,6,0,0,0,35,4,4,4,4,0,0,0,0,0,15,0,0,8,6,4,9,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,13,0,0,4,5,3,8,0,0,0,19,0,5,7,8,11,10,0,0,0,41,0,0,4,0,0,0,0,0,0,0
UCL221004,0,0,0,0,3,0,0,0,0,8,40,24,19,67,81,41,12,0,0,284,0,0,0,0,10,7,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,3,0,4,12,7,6,0,0,33,0,0,0,0,6,0,0,0,0,9,8,3,6,22,33,18,0,0,0,99,0,0,0,7,4,0,4,0,0,18,22,13,0,9,11,10,3,0,0,72,22,5,0,0,0,0,0,0,0,34,0,5,3,7,3,0,3,0,0,25,0,0,0,0,0,0,0,0,0,3,0,3,0,13,3,0,0,0,0,19,0,5,0,0,0,3,0,0,0,8,0,0,3,11,15,7,0,0,0,43,0,0,0,0,3,5,0,0,0,10,0,0,5,15,11,3,0,0,0,37,0,0,6,19,14,7,0,0,0,45,0,7,5,18,20,18,4,0,0,72,0,0,0,5,5,0,0,0,0,4
UCL221005,0,0,0,0,0,0,0,0,0,7,4,4,32,18,33,32,13,0,0,137,0,4,24,8,12,16,15,5,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,3,9,5,7,0,0,0,26,0,0,0,0,4,0,0,0,0,4,4,4,0,5,4,4,0,0,0,17,0,0,4,4,0,0,0,0,0,6,0,0,3,0,3,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,7,3,3,3,0,0,0,21,0,0,0,0,4,0,0,0,0,4,0,0,4,6,4,0,3,0,0,21,0,0,8,5,12,8,0,0,0,27,0,0,13,0,13,17,0,0,0,40,0,0,0,0,3,0,0,0,0,3
UCL221006,0,0,0,0,0,0,0,0,0,0,9,3,37,37,33,26,7,5,0,158,0,0,3,3,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,4,4,5,6,6,3,3,0,0,24,0,0,0,0,0,0,0,0,0,7,4,3,6,14,6,4,0,0,0,31,0,0,0,0,0,0,0,0,0,5,5,4,6,7,9,4,0,0,0,25,5,0,12,6,7,0,3,0,0,29,0,0,0,9,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,5,0,4,3,6,0,0,22,0,0,0,0,0,3,0,0,0,5,0,0,0,4,3,3,0,0,0,13,0,0,3,9,6,4,3,0,0,27,0,0,15,12,9,18,5,0,0,54,0,0,3,0,0,0,0,0,0,7
UCL221007,0,0,0,0,0,0,0,0,0,4,4,9,23,21,21,34,7,0,0,119,0,3,4,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,0,0,3,5,3,0,0,0,0,11,0,0,0,0,9,5,0,0,0,12,0,0,5,0,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,4,4,8,0,5,0,0,0,16,4,4,0,0,0,4,0,0,0,10,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,0,0,0,9,3,3,0,0,0,14,0,0,4,4,4,3,0,0,0,14,0,0,8,8,3,7,4,0,0,31,0,0,10,12,11,11,4,0,0,35,0,0,0,0,0,3,0,0,0,3
UCL221008,0,0,0,0,0,0,0,0,0,6,8,8,21,24,27,26,16,0,0,129,3,5,3,6,8,10,3,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,8,0,0,0,0,3,3,0,0,0,3,0,0,5,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,4,11,0,0,3,9,0,3,0,0,30,0,5,0,0,0,0,0,0,0,4,0,0,4,0,3,11,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,6,0,0,3,4,5,10,7,0,0,26,0,3,13,5,15,10,4,0,0,56,0,0,0,0,0,0,0,0,0,0
UCL221009,0,0,0,0,0,0,0,0,0,6,7,13,33,31,24,27,6,0,0,142,0,0,10,8,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,4,0,0,0,14,0,0,0,4,0,0,0,0,0,8,3,8,10,13,8,4,0,0,0,45,0,0,0,4,0,0,0,0,0,7,0,7,3,4,4,6,0,0,0,22,6,3,0,0,0,0,0,0,0,17,0,0,6,4,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,6,0,7,0,0,0,0,0,0,0,10,0,0,3,10,5,4,0,0,0,19,0,0,4,7,8,3,0,0,0,31,0,0,11,9,8,6,4,0,0,33,0,0,3,0,0,0,0,0,0,10
UCL221010,0,0,0,0,0,3,0,0,0,0,7,8,27,29,28,35,9,0,0,136,0,0,8,5,3,0,5,0,0,21,0,0,0,0,0,0,0,0,0,3,0,4,0,5,3,0,0,0,0,22,0,0,0,0,0,4,0,0,0,6,3,0,8,4,6,10,0,0,0,32,0,0,5,0,0,0,0,0,0,5,0,0,6,3,7,4,0,0,0,22,8,0,0,0,3,3,0,0,0,18,0,0,3,5,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,6,0,0,16,0,0,4,6,0,4,0,0,0,7,0,0,10,0,5,4,0,0,0,21,0,3,0,7,4,4,0,0,0,16,0,0,9,5,12,16,3,0,0,44,0,0,0,4,0,0,0,0,0,4
UCL221011,0,0,0,0,0,0,0,0,0,0,17,7,23,31,53,28,6,0,0,165,0,0,0,8,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,7,3,9,12,0,0,0,31,0,0,0,7,0,0,0,0,0,3,3,0,7,13,13,9,3,0,0,49,0,0,0,0,0,3,0,0,0,6,13,3,8,4,11,0,0,0,0,37,9,0,3,0,0,0,0,0,0,24,0,0,0,0,9,4,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,4,3,3,5,3,0,0,21,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,5,0,0,0,19,5,0,4,9,10,8,0,0,0,32,0,0,11,13,15,9,4,0,0,57,4,0,3,4,0,0,0,0,0,11
UCL221012,0,0,0,0,0,0,0,0,0,0,11,5,11,26,35,29,3,0,0,121,3,0,0,0,6,7,0,0,0,14,0,0,0,3,0,0,0,0,0,5,5,0,4,0,9,0,0,0,0,18,0,0,0,0,0,3,0,0,0,7,0,0,6,4,9,0,0,0,0,21,0,0,0,6,4,0,0,0,0,5,8,3,5,0,7,5,4,0,0,23,6,0,0,0,0,0,0,0,0,12,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,6,0,0,0,8,0,0,4,0,0,0,0,0,0,9,0,0,0,10,8,10,0,0,0,20,0,0,0,5,10,9,0,0,0,28,0,0,6,12,11,7,0,0,0,33,0,0,0,0,0,0,0,0,0,4
UCL221013,0,0,0,0,3,0,0,0,0,6,10,5,26,31,34,39,7,0,0,141,0,0,0,6,3,6,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,6,3,5,7,6,0,0,0,28,0,0,0,0,0,0,0,0,0,4,4,7,14,10,15,16,0,0,0,71,0,0,0,6,0,0,0,0,0,6,0,5,9,5,3,4,0,0,0,26,9,0,0,0,0,0,0,0,0,5,0,0,3,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,9,0,0,0,3,5,0,0,0,0,12,0,0,0,3,5,9,3,0,0,16,0,4,4,3,3,0,0,0,0,18,0,0,8,5,11,5,0,0,0,31,0,0,3,0,0,4,0,0,0,6
UCL221014,0,0,0,0,0,5,0,0,0,5,10,18,29,44,44,54,7,5,0,205,0,0,0,3,6,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,0,0,0,17,0,0,0,6,4,0,0,0,0,10,5,3,8,15,13,11,0,0,0,61,0,0,0,0,0,0,3,0,0,8,8,4,0,7,9,4,0,0,0,36,15,3,0,4,0,5,0,0,0,25,0,0,3,0,4,4,0,0,0,11,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,8,0,0,9,3,3,0,5,0,0,24,0,0,0,6,3,0,3,0,0,10,0,0,5,3,10,9,0,0,0,32,0,0,8,5,8,10,0,0,0,42,0,6,13,17,16,26,5,0,0,76,0,0,0,0,4,0,0,0,0,8
UCL221015,0,0,0,0,0,0,3,0,0,6,7,10,15,14,27,31,11,0,0,113,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,4,8,5,13,10,5,0,0,46,0,0,0,5,0,0,0,0,0,6,5,6,4,0,6,5,0,0,0,19,4,3,3,6,0,4,0,0,0,18,0,0,0,0,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,4,3,8,14,14,0,0,38,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,5,0,0,0,10,0,0,0,3,4,4,3,0,0,19,0,0,0,0,7,7,4,0,0,18,0,0,0,0,0,8,0,0,0,5
UCL221016,0,0,0,0,0,0,0,0,0,0,21,16,48,81,42,22,4,0,0,239,3,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,3,12,10,8,3,0,0,33,0,0,0,0,3,0,0,0,0,4,5,6,21,24,3,3,0,0,0,56,0,0,0,4,4,0,0,0,0,20,10,6,7,9,7,0,0,0,0,41,22,5,0,0,0,0,0,0,0,30,0,0,0,6,8,3,0,0,0,19,0,0,3,0,0,0,0,0,0,10,0,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,19,0,3,0,0,0,0,0,0,0,8,0,0,3,20,16,4,0,0,0,42,0,0,7,20,7,4,0,0,0,39,0,6,22,33,14,12,3,0,0,93,0,0,0,0,0,0,0,0,0,4
UCL221017,0,0,0,0,6,0,0,0,0,9,10,18,34,26,37,47,10,0,0,188,0,0,3,4,3,4,7,0,0,21,0,0,5,0,3,3,0,0,0,5,0,4,9,8,6,16,0,0,0,40,0,0,0,6,4,0,0,0,0,8,6,6,3,0,10,0,3,0,0,30,0,0,0,4,0,0,0,0,0,8,7,9,10,3,10,7,3,0,0,53,7,0,0,0,0,7,4,0,0,16,0,4,9,3,7,3,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,0,0,0,3,0,3,4,0,0,8,0,0,7,4,8,3,0,0,0,28,0,0,6,8,11,5,0,0,0,26,0,5,9,14,7,22,3,0,0,61,0,0,0,0,0,4,0,0,0,11
UCL221018,0,0,0,0,0,0,0,0,0,8,8,10,28,20,41,41,24,0,0,173,0,0,5,0,10,5,4,0,0,34,0,0,0,0,4,0,0,0,0,6,4,3,4,4,8,9,0,0,0,29,0,0,0,0,0,3,0,0,0,3,0,0,3,0,4,7,3,0,0,20,0,0,0,4,3,0,0,0,0,6,0,0,8,5,11,7,4,0,0,40,0,3,6,0,4,4,7,0,0,24,0,6,0,4,7,9,9,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,9,7,7,3,0,0,31,0,7,7,10,7,9,7,0,0,41,4,4,8,0,8,18,11,0,0,55,0,0,5,0,0,0,0,0,0,5
UCL221019,0,0,0,0,0,0,0,0,0,4,6,3,26,34,40,45,11,0,0,168,0,4,0,0,5,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,4,0,0,0,25,0,0,0,0,0,0,0,0,0,3,3,5,5,0,4,9,0,0,0,20,0,0,0,0,3,4,0,0,0,8,0,0,11,6,4,9,0,0,0,22,6,0,4,0,3,3,0,0,0,15,0,0,0,0,0,11,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,16,0,0,0,3,0,4,0,0,0,11,0,0,0,6,8,9,0,0,0,17,0,4,9,12,15,12,3,0,0,51,0,0,7,11,9,16,4,0,0,52,0,0,5,0,0,4,0,0,0,8
UCL221020,0,0,0,0,0,5,0,0,0,8,7,14,12,28,29,52,13,5,0,157,0,6,8,7,11,10,5,3,0,44,0,0,0,0,0,0,3,0,0,11,0,0,0,0,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,0,25,0,0,0,0,0,3,6,0,0,11,3,3,7,4,3,9,0,0,0,28,5,8,0,0,0,4,0,0,0,20,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,6,0,0,3,0,3,0,0,0,0,10,0,0,3,7,4,0,0,0,0,17,0,0,0,7,3,0,0,0,0,22,3,0,4,13,13,26,8,0,0,64,0,0,0,0,0,0,0,0,0,0
UCL221021,0,0,0,0,3,0,0,0,0,3,6,17,45,40,35,27,7,0,0,182,0,0,4,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,8,18,14,6,4,3,0,0,58,0,0,5,0,0,3,0,0,0,5,3,8,11,6,9,6,4,0,0,44,9,3,9,4,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,5,0,0,0,15,0,0,4,4,3,0,0,0,0,13,0,0,9,11,9,5,4,0,0,25,0,4,22,13,18,18,5,0,0,76,0,0,0,0,3,0,0,0,0,8
UCL221022,0,0,0,0,0,3,0,0,0,3,4,6,18,28,30,18,16,0,0,120,0,0,12,6,11,5,5,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,8,0,0,0,30,0,0,0,0,0,4,0,0,0,10,0,0,6,5,3,0,0,0,0,15,9,3,5,4,8,3,0,0,0,36,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,5,0,0,0,13,0,0,8,4,7,4,4,0,0,27,0,0,0,5,8,4,3,0,0,22,0,0,0,0,0,3,0,0,0,3
