UCL_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
UCL215008,0,4,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,4,29,11,75,4,6,3,17,10,0,156,7,0,36,0,3,0,4,4,0,61,3,3,0,0,0,0,0,6,0,12,3,15,0,5,0,0,0,0,0,20,4,13,0,4,0,0,0,0,0,23,12,11,7,0,9,5,8,3,0,41,6,11,0,6,0,0,0,0,0,25,0,4,0,0,0,0,0,0,0,3,4,0,8,0,0,3,5,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,4,0,0,0,4,0,0,11,65,65,124,28,20,15,31,27,6,385,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,0,3,0,5
UCL215009,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,31,0,0,12,0,0,0,5,0,0,18,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,10,13,31,8,0,5,17,11,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6
UCL215010,3,6,0,0,0,0,0,0,0,9,0,5,6,0,0,0,0,0,0,9,43,16,68,0,4,7,6,13,3,155,13,4,58,0,0,3,4,9,4,90,0,5,8,0,0,0,0,5,0,25,0,5,0,0,0,0,0,0,0,12,3,11,4,0,0,0,0,0,0,15,34,19,0,5,6,3,0,3,0,69,10,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,8,3,0,8,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,3,0,14,0,0,5,0,0,0,21,119,72,166,10,11,19,12,33,11,456,5,0,0,0,0,0,0,0,0,11,0,3,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,3,3,0,3,4,0,0,0,0,7,5,0,0,0,0,0,0,0,0,10
UCL215011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,3,3,10,8,0,42,0,0,4,0,0,0,3,5,0,18,0,0,0,0,0,0,0,0,0,11,0,4,0,4,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,7,4,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,19,12,34,15,0,3,17,12,6,119,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7
UCL215012,5,12,3,0,0,0,0,4,0,27,4,4,0,0,0,0,0,0,0,6,12,15,34,6,0,6,9,13,0,89,13,6,28,5,0,0,3,12,0,64,7,5,12,4,0,0,4,10,5,48,3,19,0,3,0,0,0,4,0,32,4,21,0,3,0,0,0,0,0,39,22,17,4,7,3,5,4,0,0,60,14,22,0,11,0,3,0,4,0,63,3,6,0,4,0,0,0,3,0,26,6,0,16,0,0,0,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,3,0,0,0,0,0,3,0,3,16,110,130,107,45,11,20,27,51,11,517,0,13,0,3,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,7,0,6,0,0,7,8,0,0,0,18
UCL215013,0,6,0,0,0,0,0,0,0,7,9,13,10,0,3,4,13,0,0,49,19,22,115,11,9,7,31,19,4,225,12,5,76,0,6,0,15,12,3,126,4,0,8,0,0,0,5,4,0,15,3,18,3,14,0,4,0,3,0,44,3,15,0,3,0,0,3,3,0,28,22,25,10,5,15,7,23,5,0,117,10,9,5,23,7,0,4,4,3,55,5,7,0,0,6,3,3,0,0,20,9,0,12,4,4,4,18,6,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,3,0,6,3,0,0,4,4,3,26,94,106,241,63,51,36,115,55,15,781,0,9,3,3,4,0,0,0,0,20,0,0,5,5,3,7,0,0,0,21,4,0,0,0,4,0,0,0,0,9,0,5,3,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6
UCL215014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,39,0,3,4,9,10,0,76,7,0,28,0,0,0,8,11,0,55,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,7,0,3,16,24,14,77,9,7,11,25,31,4,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,6
UCL215015,0,5,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,9,14,19,32,4,7,6,6,4,0,99,9,3,38,0,0,6,3,0,0,57,5,3,8,0,0,0,0,0,0,24,0,16,0,12,0,0,0,0,0,30,11,20,0,3,0,0,0,3,0,39,17,14,7,5,5,6,3,3,0,62,5,9,5,7,0,0,0,0,0,27,3,3,0,0,0,0,0,0,0,11,4,0,11,0,0,3,0,10,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,16,92,103,99,38,13,16,22,33,5,421,5,4,0,0,0,0,0,0,0,12,4,6,0,0,3,0,0,0,0,6,4,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,4,5,5,5,0,0,0,0,0,15
UCL215016,0,4,0,0,0,0,0,0,0,8,0,7,3,0,0,0,0,0,0,13,22,9,126,0,8,3,41,24,5,237,15,0,48,0,0,0,13,11,0,85,0,4,7,0,0,0,3,8,0,26,0,11,0,4,0,0,0,0,0,17,0,13,4,0,0,3,0,0,0,20,16,14,5,3,9,11,9,6,0,76,5,8,4,16,0,0,0,4,0,39,0,6,0,0,0,0,0,0,0,10,4,0,7,0,0,0,8,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,3,6,0,14,0,0,8,4,4,0,3,3,5,27,62,78,218,34,26,18,89,69,14,614,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,3,0,5,0,0,4,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7
UCL215017,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,18,8,94,5,6,0,24,14,0,167,11,4,74,3,0,0,4,5,0,102,7,0,3,0,0,0,0,5,0,14,0,0,0,4,0,0,0,0,0,8,3,12,0,0,0,0,0,0,0,19,15,5,3,6,6,4,4,0,0,44,4,6,0,11,0,0,0,0,0,27,0,6,0,0,0,0,0,0,0,3,6,0,6,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,3,0,5,0,0,0,7,0,0,12,68,49,188,28,11,8,44,28,8,428,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,9
UCL215018,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,7,9,54,0,5,5,19,12,0,107,14,0,26,0,0,0,8,6,0,52,14,3,4,0,4,0,4,3,0,33,0,9,0,6,0,0,0,0,0,16,0,12,4,0,0,0,0,0,0,22,7,6,0,0,6,3,0,4,0,28,0,10,0,11,7,0,0,4,3,30,3,5,3,0,0,0,0,0,0,11,3,0,10,0,0,0,0,9,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,11,3,3,3,3,3,0,0,3,5,22,51,59,115,22,20,18,32,46,8,375,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,9
UCL215019,0,13,0,0,0,0,0,3,0,15,0,5,0,0,0,0,0,4,0,12,11,12,40,3,0,0,3,8,0,84,18,7,54,0,0,0,5,6,0,89,3,0,7,0,0,0,0,0,0,14,0,4,0,10,0,0,0,0,0,11,8,28,0,3,0,0,0,0,6,38,11,9,0,5,0,4,5,0,0,34,0,8,0,9,4,0,3,0,0,22,0,9,4,5,0,0,0,0,0,20,8,0,6,4,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,3,0,4,0,0,0,0,8,0,15,70,88,122,29,10,9,18,30,8,383,0,9,3,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,10,0,5,4,0,0,0,0,0,0,9
UCL215020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,0,4,0,5,11,0,36,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,14,0,10,0,6,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,0,9,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,33,12,6,4,14,18,3,125,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5
UCL215021,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,7,0,29,4,5,0,11,3,0,68,0,0,5,0,0,0,5,3,0,15,3,0,6,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,7,0,5,0,3,0,0,0,0,0,7,4,5,0,0,0,0,7,0,0,17,0,3,0,10,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,20,27,44,17,8,7,24,14,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL215022,0,0,0,0,0,3,0,0,0,16,4,8,3,0,0,0,0,0,0,13,17,14,100,3,3,0,32,17,5,201,5,0,40,4,3,5,13,10,0,81,0,0,5,0,0,4,0,8,0,15,3,10,0,4,0,0,0,0,0,17,4,15,0,0,0,0,4,0,0,26,13,13,6,4,7,8,13,5,0,60,7,7,0,25,5,3,5,9,0,53,4,0,4,0,0,0,0,3,0,16,3,0,12,0,0,3,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,8,4,4,5,3,0,0,5,0,0,16,63,83,180,51,24,25,67,47,11,553,3,3,3,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10
UCL215023,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,11,0,21,0,3,4,13,17,0,70,5,0,12,0,0,0,11,5,0,33,0,4,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,5,0,0,13,31,18,43,0,9,7,26,41,3,171,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6
UCL215024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,30,5,3,0,9,3,0,71,7,0,14,3,0,0,4,5,0,31,0,4,3,0,0,0,3,0,0,14,0,6,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,10,3,6,3,0,5,0,5,0,0,27,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,12,35,26,59,10,13,8,22,16,9,195,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL215025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,21,0,0,3,0,0,0,41,4,0,15,0,0,0,0,0,0,26,0,0,0,0,0,0,3,0,0,8,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,4,3,4,0,0,3,4,0,0,20,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,0,0,0,0,0,4,0,0,11,20,20,58,12,3,11,15,13,3,152,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,27,0,3,0,8,3,0,49,0,0,15,0,0,0,4,3,0,30,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,5,0,5,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,15,9,14,51,8,10,5,21,8,0,137,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7
UCL215027,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,26,0,0,0,6,5,0,45,3,0,9,0,4,0,0,0,0,18,7,0,3,0,0,0,0,4,0,12,0,7,0,0,0,0,0,0,0,19,0,11,0,0,0,0,4,0,0,13,3,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,22,28,45,8,7,3,13,16,5,154,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL215028,0,7,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,11,16,3,57,4,5,0,15,13,0,105,10,0,50,4,6,3,0,9,0,74,4,8,6,0,0,0,3,0,0,27,0,10,0,0,0,0,0,0,0,9,0,13,4,0,0,0,0,0,0,18,10,11,3,0,4,3,0,3,0,38,4,10,0,4,0,0,0,0,0,21,8,0,4,0,0,0,0,0,0,11,5,0,19,0,0,0,0,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,4,0,8,55,60,143,21,16,6,28,33,4,369,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,11
UCL215029,7,5,0,5,0,0,0,0,0,13,3,11,4,0,0,0,0,0,0,24,10,10,31,3,3,0,6,10,0,69,12,3,41,3,0,4,0,3,0,65,10,0,7,0,0,0,0,3,0,22,5,21,0,9,0,0,0,4,0,38,5,13,0,7,0,0,0,0,0,32,38,30,15,10,0,10,3,6,0,119,11,12,0,15,3,0,4,0,0,52,10,24,7,4,0,0,0,4,0,49,11,0,34,3,4,0,0,5,0,62,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10,0,0,3,3,0,3,3,4,7,17,121,135,150,60,21,25,15,38,3,572,4,0,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8
UCL215030,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0,13,6,0,45,6,0,15,0,0,0,4,3,0,27,0,9,3,0,0,0,0,4,0,15,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,15,3,6,0,0,3,0,3,0,0,14,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,20,25,34,8,7,7,29,15,3,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL215031,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,5,14,0,0,0,8,4,0,37,3,0,6,0,0,0,7,4,0,21,11,0,0,0,0,0,3,7,0,29,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,8,0,15,31,17,37,6,0,7,19,23,5,154,5,0,0,0,0,0,0,5,0,7,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
UCL215032,0,0,3,0,0,0,0,0,0,7,0,8,0,0,0,0,0,4,0,8,8,10,44,3,4,0,7,10,0,79,16,4,27,0,0,0,8,4,0,61,10,0,4,0,0,0,5,13,5,37,4,10,0,9,0,0,0,0,0,25,0,14,4,5,0,0,0,0,0,21,5,10,10,0,3,7,3,0,0,36,5,8,0,4,0,3,0,4,0,26,0,0,0,0,0,0,0,0,0,5,4,0,6,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,0,17,3,0,6,0,0,0,0,5,0,21,56,66,104,23,14,14,28,42,9,351,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,4,0,5,0,0,9,0,22
UCL215033,0,3,0,0,0,0,0,0,0,6,3,20,5,0,0,3,0,0,3,30,23,19,80,0,9,4,15,6,0,164,15,5,62,0,0,0,3,6,0,92,0,5,10,6,0,3,0,0,0,22,8,10,0,0,0,0,0,0,0,23,5,21,0,3,0,0,0,0,0,30,30,13,0,3,15,9,6,0,0,86,12,7,0,11,4,5,0,0,0,33,4,4,4,0,0,3,0,0,0,21,0,4,9,0,0,0,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,3,0,3,0,3,0,0,0,5,13,97,104,167,35,34,29,42,20,8,541,0,6,0,0,6,0,0,0,0,15,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,3
