UCL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL221032,..,0,4,18,23,22,21,20,0,101,..,0,3,9,3,4,4,0,0,22,..,0,0,0,3,0,0,0,0,6,53,..,..,..,..,..,..,..,..,53,..,6,..,..,..,..,..,..,..,6,..,19,0,0,0,0,0,0,0,23,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,4,4,6,8,8,0,0,32,0,0,0,0,0,0,5,0,0,6,53,22,18,30,38,37,37,22,0,258,..,0,3,18,25,16,23,10,0,100,..,0,9,6,5,8,0,0,0,28,..,0,9,10,3,0,0,0,0,24,48,..,..,..,..,..,..,..,..,48,..,11,..,..,..,..,..,..,..,11,..,7,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL221033,..,0,6,4,4,27,30,19,8,93,..,0,9,3,5,3,5,0,0,22,..,0,0,4,0,0,0,0,0,9,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,3,6,0,0,0,0,0,0,14,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,4,7,8,9,10,14,7,4,58,0,0,0,4,0,0,0,0,5,7,19,18,27,17,16,42,49,25,16,237,..,0,10,4,14,27,26,9,7,98,..,0,10,6,3,3,0,0,0,26,..,0,0,5,0,0,4,0,0,9,21,..,..,..,..,..,..,..,..,21,..,5,..,..,..,..,..,..,..,5,..,0,5,0,0,5,0,0,0,4,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL221034,..,0,10,58,49,45,28,10,0,194,..,0,7,14,14,5,0,0,0,37,..,0,0,0,0,0,0,0,0,0,115,..,..,..,..,..,..,..,..,115,..,35,..,..,..,..,..,..,..,35,..,25,11,5,0,0,0,0,0,39,..,0,0,0,0,0,4,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,115,60,29,75,68,56,33,7,0,455,..,0,11,65,64,27,26,0,0,195,..,5,9,12,11,3,0,0,0,35,..,0,0,7,5,0,0,0,0,10,114,..,..,..,..,..,..,..,..,114,..,25,..,..,..,..,..,..,..,25,..,22,7,0,0,0,0,0,0,30,..,3,0,0,0,0,3,3,0,10,..,3,0,0,0,0,0,0,0,6
UCL221035,..,0,6,14,20,22,42,18,5,117,..,6,9,5,7,6,7,0,0,32,..,0,0,0,0,3,0,0,0,10,47,..,..,..,..,..,..,..,..,47,..,9,..,..,..,..,..,..,..,9,..,10,5,0,8,0,0,0,0,26,..,5,0,0,5,0,0,0,0,9,..,0,0,0,5,0,0,0,0,8,..,0,0,0,0,4,0,0,0,9,..,0,0,0,14,18,21,12,9,75,0,0,0,0,5,0,0,0,0,6,47,32,27,21,55,50,64,35,10,341,..,0,9,13,24,24,32,17,0,121,..,6,8,5,0,3,8,0,0,35,..,0,4,5,5,0,3,0,0,24,47,..,..,..,..,..,..,..,..,47,..,13,..,..,..,..,..,..,..,13,..,6,8,0,0,0,0,0,0,20,..,0,0,0,0,5,0,0,0,8,..,0,0,0,0,0,0,0,0,0
UCL221036,..,0,13,31,41,36,28,6,0,160,..,0,12,6,10,5,0,0,0,34,..,0,0,0,0,0,0,0,0,3,81,..,..,..,..,..,..,..,..,81,..,25,..,..,..,..,..,..,..,25,..,15,8,3,0,0,0,0,0,31,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,3,9,6,4,0,24,0,3,0,0,0,0,0,0,0,9,82,46,43,37,57,56,42,14,0,369,..,0,14,46,34,38,27,4,0,158,..,0,15,4,4,7,0,0,0,35,..,0,3,3,7,0,0,0,0,19,74,..,..,..,..,..,..,..,..,74,..,24,..,..,..,..,..,..,..,24,..,16,3,0,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL221037,..,0,10,13,18,27,37,16,5,125,..,4,4,4,3,4,7,0,0,28,..,0,0,0,4,4,0,0,0,5,42,..,..,..,..,..,..,..,..,42,..,8,..,..,..,..,..,..,..,8,..,17,6,0,0,3,0,0,0,23,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,3,0,0,0,7,..,0,11,8,6,5,12,8,4,56,0,0,0,0,0,0,0,0,0,3,42,38,35,24,29,47,56,23,6,303,..,0,9,11,23,33,40,10,4,125,..,9,5,0,0,6,3,0,0,23,..,0,4,7,3,4,0,4,0,22,50,..,..,..,..,..,..,..,..,50,..,8,..,..,..,..,..,..,..,8,..,8,0,0,0,0,0,0,0,16,..,3,0,0,0,6,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL221038,..,0,16,30,52,40,30,11,0,173,..,0,10,17,4,6,0,0,0,43,..,0,0,0,7,0,0,0,0,8,86,..,..,..,..,..,..,..,..,86,..,15,..,..,..,..,..,..,..,15,..,28,6,5,0,0,0,0,0,41,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,7,..,0,4,0,0,0,0,0,0,6,..,0,0,0,6,0,6,0,0,24,0,0,0,0,0,0,0,0,0,3,86,51,40,56,71,54,44,16,5,417,..,4,18,37,46,34,28,5,0,177,..,3,14,6,8,4,0,0,0,38,..,0,5,3,9,3,0,0,0,23,88,..,..,..,..,..,..,..,..,88,..,19,..,..,..,..,..,..,..,19,..,14,11,0,0,0,0,0,0,26,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5
UCL221039,..,0,13,19,21,25,34,20,0,135,..,0,7,5,8,4,3,0,0,26,..,0,0,0,6,0,0,0,0,8,53,..,..,..,..,..,..,..,..,53,..,13,..,..,..,..,..,..,..,13,..,17,9,4,0,0,0,0,0,25,..,6,3,0,0,0,0,0,0,6,..,4,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,6,..,0,0,6,3,13,7,7,0,40,0,4,0,0,0,0,3,0,0,4,53,38,33,30,37,45,47,28,0,319,..,0,17,15,27,35,27,9,0,136,..,4,9,7,4,8,0,0,0,25,..,0,3,9,9,0,0,3,0,17,53,..,..,..,..,..,..,..,..,53,..,11,..,..,..,..,..,..,..,11,..,11,0,0,0,3,0,0,0,19,..,5,6,0,0,0,3,6,0,10,..,0,0,0,0,0,0,0,0,0
UCL221040,..,0,3,12,22,22,29,27,0,115,..,3,6,0,11,10,4,0,0,34,..,0,0,0,0,0,0,0,0,3,46,..,..,..,..,..,..,..,..,46,..,10,..,..,..,..,..,..,..,10,..,22,9,4,0,0,0,0,0,32,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,4,4,3,0,7,14,3,0,36,0,0,0,0,0,0,3,0,0,5,46,38,22,18,39,40,52,32,7,292,..,0,3,15,23,29,24,25,0,119,..,0,7,7,10,12,3,0,0,34,..,4,4,7,5,8,0,4,0,26,42,..,..,..,..,..,..,..,..,42,..,17,..,..,..,..,..,..,..,17,..,7,0,0,0,0,0,0,0,12,..,0,0,0,3,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL221041,..,0,15,22,31,34,20,9,0,126,..,0,16,6,9,6,6,0,0,35,..,0,0,5,0,0,0,0,0,4,65,..,..,..,..,..,..,..,..,65,..,13,..,..,..,..,..,..,..,13,..,9,7,4,4,0,0,0,0,28,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,5,0,0,19,0,0,5,0,0,0,0,0,0,3,65,29,49,37,46,42,29,9,0,303,..,0,12,28,32,27,19,3,0,126,..,0,16,3,6,3,0,0,0,35,..,0,0,4,6,4,0,3,0,15,73,..,..,..,..,..,..,..,..,73,..,13,..,..,..,..,..,..,..,13,..,13,4,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5
UCL221042,..,0,8,16,15,21,23,8,5,88,..,0,5,10,3,10,3,4,0,33,..,0,0,0,0,0,0,0,0,3,45,..,..,..,..,..,..,..,..,45,..,4,..,..,..,..,..,..,..,4,..,6,6,0,0,0,0,0,0,20,..,0,0,0,0,4,0,0,0,5,..,0,3,3,0,0,0,0,0,13,..,3,10,7,0,0,0,0,0,19,..,0,5,0,6,0,5,3,4,27,0,0,3,0,0,0,0,0,0,9,45,21,39,34,32,38,34,16,4,259,..,0,9,15,16,16,30,7,0,98,..,5,3,8,4,4,3,4,0,32,..,0,3,0,5,0,0,0,0,16,34,..,..,..,..,..,..,..,..,34,..,6,..,..,..,..,..,..,..,6,..,7,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,4,0,3,..,0,0,0,0,0,0,0,0,3
UCL221043,..,0,3,8,18,55,76,25,3,189,..,0,0,0,4,13,7,6,0,29,..,0,0,0,0,4,0,0,0,10,23,..,..,..,..,..,..,..,..,23,..,5,..,..,..,..,..,..,..,5,..,3,3,8,3,0,0,0,0,21,..,0,0,0,0,3,4,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,5,7,8,5,0,20,..,0,0,0,18,50,62,17,3,147,0,0,4,0,4,12,12,6,0,38,23,16,12,16,56,135,170,58,12,489,..,0,6,9,34,61,71,21,0,193,..,0,0,0,11,9,7,0,0,28,..,0,0,0,4,3,0,8,0,24,14,..,..,..,..,..,..,..,..,14,..,11,..,..,..,..,..,..,..,11,..,3,6,4,0,0,0,0,0,14,..,6,0,0,0,4,0,0,3,13,..,0,0,0,0,0,0,0,0,0
UCL221044,..,0,5,12,19,44,57,38,5,191,..,0,3,14,11,17,16,0,0,61,..,0,0,0,0,7,0,0,0,8,45,..,..,..,..,..,..,..,..,45,..,4,..,..,..,..,..,..,..,4,..,11,5,5,6,0,0,0,0,25,..,4,0,0,0,0,0,0,0,3,..,0,5,0,0,0,0,0,0,5,..,0,6,3,0,0,0,0,0,9,..,0,0,0,9,22,37,16,8,94,0,5,0,0,0,0,3,4,0,18,44,26,25,38,39,92,117,56,14,453,..,0,6,28,22,45,64,25,7,190,..,0,12,8,8,22,7,0,0,65,..,0,0,6,9,0,4,0,3,23,64,..,..,..,..,..,..,..,..,64,..,11,..,..,..,..,..,..,..,11,..,4,0,0,3,0,0,0,0,16,..,0,0,0,0,0,6,0,6,6,..,0,0,0,0,0,0,0,0,0
UCL221045,..,0,11,18,29,33,29,12,0,129,..,0,8,15,3,18,5,0,0,55,..,0,0,3,0,0,0,0,0,7,69,..,..,..,..,..,..,..,..,69,..,7,..,..,..,..,..,..,..,7,..,12,3,0,0,0,0,0,0,19,..,6,0,0,0,0,4,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,6,3,8,8,7,0,4,40,3,0,0,3,0,0,0,0,0,13,76,25,35,41,51,60,45,13,3,351,..,0,13,22,28,26,25,8,0,125,..,3,11,20,13,6,8,3,0,59,..,0,0,0,4,0,0,0,0,19,54,..,..,..,..,..,..,..,..,54,..,15,..,..,..,..,..,..,..,15,..,3,4,0,0,0,0,0,0,10,..,3,0,0,0,0,3,0,0,9,..,0,0,0,0,0,0,0,0,6
UCL221046,..,0,64,77,38,29,34,8,0,256,..,7,66,26,3,9,3,0,0,119,..,0,0,4,3,5,0,0,0,9,219,..,..,..,..,..,..,..,..,219,..,22,..,..,..,..,..,..,..,22,..,24,8,3,0,0,0,0,0,36,..,6,5,0,0,0,0,0,0,7,..,0,3,0,0,0,0,0,0,3,..,3,3,0,0,0,0,0,0,6,..,0,12,9,9,3,0,5,0,36,0,0,0,0,0,0,0,0,0,6,223,60,159,120,58,47,40,14,5,718,..,0,75,86,32,32,31,4,0,257,..,9,69,22,11,11,4,0,0,122,..,0,8,15,6,6,0,0,0,31,213,..,..,..,..,..,..,..,..,213,..,36,..,..,..,..,..,..,..,36,..,13,0,3,0,0,0,0,0,16,..,3,0,0,0,3,3,0,0,15,..,0,0,0,0,0,0,0,0,4
UCL221047,..,0,7,32,32,35,25,8,0,143,..,0,5,3,6,3,0,0,0,22,..,0,0,0,0,0,0,0,0,3,60,..,..,..,..,..,..,..,..,60,..,22,..,..,..,..,..,..,..,22,..,23,15,0,0,0,0,0,0,35,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,8,3,3,3,0,0,0,5,0,0,7,60,49,25,39,47,41,29,7,0,305,..,0,12,35,44,26,24,3,0,140,..,0,0,8,7,0,0,0,0,23,..,0,3,0,8,4,0,0,0,11,62,..,..,..,..,..,..,..,..,62,..,19,..,..,..,..,..,..,..,19,..,7,11,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
UCL221048,..,0,7,14,16,13,16,12,7,85,..,0,4,7,4,6,0,0,0,27,..,0,0,0,6,0,0,0,0,6,36,..,..,..,..,..,..,..,..,36,..,9,..,..,..,..,..,..,..,9,..,15,3,3,3,0,0,0,0,22,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,7,5,0,5,8,0,0,25,0,0,0,0,0,0,0,0,0,5,36,26,23,20,29,30,32,16,6,223,..,0,13,15,19,17,19,6,3,88,..,6,5,7,3,7,0,0,0,25,..,0,3,4,5,0,4,0,0,23,49,..,..,..,..,..,..,..,..,49,..,14,..,..,..,..,..,..,..,14,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,4
UCL221049,..,0,9,42,36,30,26,9,3,160,..,0,8,12,6,0,0,0,0,29,..,0,0,0,0,0,0,0,0,3,86,..,..,..,..,..,..,..,..,86,..,12,..,..,..,..,..,..,..,12,..,16,3,0,0,0,0,0,0,22,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,7,86,35,21,54,44,39,33,10,5,328,..,0,18,44,37,39,24,3,0,164,..,0,10,7,7,0,0,0,0,27,..,0,0,0,6,0,0,0,0,10,87,..,..,..,..,..,..,..,..,87,..,25,..,..,..,..,..,..,..,25,..,10,0,6,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4
UCL221050,..,0,11,8,22,20,33,20,6,118,..,0,14,5,13,5,5,0,0,45,..,0,0,3,4,0,0,0,0,9,56,..,..,..,..,..,..,..,..,56,..,23,..,..,..,..,..,..,..,23,..,8,5,5,0,0,0,0,0,26,..,0,0,0,0,0,4,0,0,3,..,0,0,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,9,..,0,0,3,11,20,18,14,0,70,0,5,3,0,0,0,0,0,0,10,55,41,39,28,52,51,67,33,4,373,..,0,10,9,24,24,41,8,5,119,..,3,14,13,12,3,5,0,0,50,..,0,0,9,3,0,0,0,0,20,49,..,..,..,..,..,..,..,..,49,..,13,..,..,..,..,..,..,..,13,..,9,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4
UCL221051,..,0,13,19,24,29,34,20,7,141,..,5,6,5,3,3,0,0,0,21,..,0,0,0,3,4,0,0,0,12,75,..,..,..,..,..,..,..,..,75,..,13,..,..,..,..,..,..,..,13,..,20,3,0,0,0,0,0,0,26,..,0,0,0,0,5,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,7,..,5,4,4,9,24,15,12,3,67,0,0,0,0,0,0,0,0,0,8,75,46,26,35,44,63,60,32,6,379,..,0,13,18,26,28,33,19,4,144,..,4,5,5,0,0,6,0,0,22,..,0,6,9,7,4,7,0,0,31,57,..,..,..,..,..,..,..,..,57,..,15,..,..,..,..,..,..,..,15,..,8,0,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL221052,..,0,7,17,21,27,16,3,0,96,..,0,3,0,4,3,0,0,0,16,..,0,0,0,0,4,0,0,0,0,57,..,..,..,..,..,..,..,..,57,..,11,..,..,..,..,..,..,..,11,..,13,8,4,0,0,0,0,0,27,..,0,0,0,0,5,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,6,3,4,5,0,0,19,0,0,0,0,0,0,0,0,0,3,57,29,27,24,31,45,22,8,0,238,..,0,12,20,19,33,14,0,0,101,..,0,4,0,4,0,6,0,0,16,..,0,9,0,4,0,3,0,0,16,53,..,..,..,..,..,..,..,..,53,..,13,..,..,..,..,..,..,..,13,..,10,14,0,0,0,0,0,0,21,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
UCL221053,..,0,6,11,20,37,69,38,8,186,..,0,6,0,4,14,3,6,0,33,..,0,0,0,0,0,0,0,0,9,42,..,..,..,..,..,..,..,..,42,..,13,..,..,..,..,..,..,..,13,..,10,0,0,3,3,0,0,0,15,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,8,..,0,0,0,4,0,13,12,0,36,0,0,0,0,0,0,0,0,0,3,42,21,17,20,39,57,87,53,6,345,..,0,13,10,24,43,72,26,0,190,..,0,5,10,8,0,4,0,0,37,..,0,0,0,3,0,0,0,0,8,41,..,..,..,..,..,..,..,..,41,..,7,..,..,..,..,..,..,..,7,..,9,0,0,3,0,0,0,0,16,..,0,0,0,0,0,0,0,5,8,..,0,0,0,0,0,0,0,0,0
UCL221054,..,0,7,16,14,23,26,19,0,102,..,0,5,9,6,5,0,0,0,33,..,0,0,0,3,0,0,0,0,8,62,..,..,..,..,..,..,..,..,62,..,13,..,..,..,..,..,..,..,13,..,9,10,0,0,0,0,0,0,17,..,0,0,0,0,0,3,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,10,..,0,0,5,9,16,28,7,3,67,0,0,0,0,0,0,0,0,0,0,62,30,24,32,30,55,61,23,3,324,..,0,8,21,18,20,29,9,0,101,..,0,12,4,3,11,0,0,0,35,..,0,0,7,10,0,0,0,0,23,45,..,..,..,..,..,..,..,..,45,..,13,..,..,..,..,..,..,..,13,..,5,3,0,0,0,0,0,0,12,..,0,0,0,5,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4
UCL221055,..,0,12,44,34,28,14,11,4,140,..,0,5,3,4,4,0,0,0,15,..,0,0,0,0,0,0,0,0,6,87,..,..,..,..,..,..,..,..,87,..,9,..,..,..,..,..,..,..,9,..,14,7,0,5,0,0,0,0,25,..,0,0,0,0,0,0,0,3,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,6,0,10,0,0,3,0,0,0,0,0,0,3,87,24,25,49,46,27,23,13,5,299,..,0,22,50,42,26,14,3,0,151,..,0,0,4,7,6,0,0,0,17,..,0,0,4,0,3,0,0,0,7,97,..,..,..,..,..,..,..,..,97,..,21,..,..,..,..,..,..,..,21,..,8,7,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4
UCL221056,..,0,11,12,6,6,10,10,0,57,..,0,4,3,3,7,6,5,0,27,..,0,0,0,0,4,3,0,0,9,46,..,..,..,..,..,..,..,..,46,..,7,..,..,..,..,..,..,..,7,..,7,3,0,0,0,0,0,0,18,..,4,0,0,0,0,4,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,3,4,0,0,15,..,0,5,0,3,9,8,9,0,37,0,0,0,0,0,0,0,0,0,5,46,26,25,22,18,32,29,21,0,221,..,0,9,8,13,12,7,6,0,58,..,3,9,6,5,3,0,3,0,25,..,0,3,8,6,0,0,0,0,17,36,..,..,..,..,..,..,..,..,36,..,9,..,..,..,..,..,..,..,9,..,6,4,0,0,0,0,0,0,8,..,0,0,0,3,0,4,0,0,4,..,3,0,0,0,0,0,0,0,3
UCL221057,..,0,15,33,29,32,23,8,3,139,..,3,9,10,12,0,0,0,0,42,..,0,0,3,4,0,0,0,0,7,95,..,..,..,..,..,..,..,..,95,..,15,..,..,..,..,..,..,..,15,..,13,4,6,4,0,0,0,0,30,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,8,3,7,0,15,0,0,0,0,0,0,0,3,0,11,97,40,29,52,52,46,36,12,0,366,..,0,16,33,40,30,14,6,0,143,..,4,13,11,3,3,0,0,0,35,..,0,3,9,3,4,4,0,0,17,77,..,..,..,..,..,..,..,..,77,..,10,..,..,..,..,..,..,..,10,..,14,6,0,0,0,0,0,0,29,..,0,4,0,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,3
UCL221058,..,0,11,25,23,16,23,11,0,115,..,0,4,5,3,0,0,0,0,16,..,0,0,0,0,0,0,0,0,4,44,..,..,..,..,..,..,..,..,44,..,8,..,..,..,..,..,..,..,8,..,10,4,0,0,0,0,0,0,14,..,0,0,0,0,0,0,4,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,5,8,3,0,11,0,0,0,0,0,0,0,0,0,5,48,23,20,35,31,26,27,18,0,219,..,0,8,32,23,18,23,4,5,115,..,0,0,4,6,0,6,0,0,18,..,0,0,0,5,0,0,0,0,9,69,..,..,..,..,..,..,..,..,69,..,9,..,..,..,..,..,..,..,9,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL221059,..,0,13,20,33,28,31,15,6,143,..,0,13,11,7,5,3,0,0,39,..,0,0,0,0,0,0,0,0,4,64,..,..,..,..,..,..,..,..,64,..,10,..,..,..,..,..,..,..,10,..,6,0,5,0,0,0,0,0,14,..,7,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,..,6,0,0,0,3,0,0,0,9,..,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15,65,31,31,48,48,41,37,21,9,319,..,0,14,28,30,32,31,12,0,144,..,5,13,8,8,6,0,0,0,45,..,0,0,5,10,5,0,6,5,23,59,..,..,..,..,..,..,..,..,59,..,21,..,..,..,..,..,..,..,21,..,9,7,6,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
