UCL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL221004,..,0,12,57,72,56,36,15,0,250,..,0,8,11,8,8,5,0,0,34,..,0,0,0,8,0,0,0,0,11,140,..,..,..,..,..,..,..,..,140,..,45,..,..,..,..,..,..,..,45,..,29,13,0,0,0,0,0,0,44,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,9,..,0,3,4,4,4,3,3,0,18,0,4,0,0,0,0,0,0,0,11,140,77,30,75,96,74,42,18,3,562,..,0,10,69,86,53,28,10,0,256,..,0,8,10,5,8,0,0,0,30,..,0,0,0,0,0,0,0,0,4,125,..,..,..,..,..,..,..,..,125,..,54,..,..,..,..,..,..,..,54,..,18,3,0,0,0,0,0,0,29,..,3,0,0,0,3,0,0,0,7,..,0,3,0,0,0,0,0,0,7
UCL221005,..,0,5,19,16,21,28,17,3,117,..,0,13,3,11,6,0,4,0,28,..,0,0,0,0,0,0,0,0,0,53,..,..,..,..,..,..,..,..,53,..,5,..,..,..,..,..,..,..,5,..,8,5,0,6,0,0,0,0,16,..,0,0,0,0,0,4,0,0,5,..,0,0,0,0,0,0,0,0,0,..,3,4,0,0,0,4,0,0,11,..,4,7,7,10,10,16,3,0,59,0,0,0,0,3,0,0,0,0,4,53,18,35,33,46,37,49,29,3,303,..,0,12,24,18,20,30,10,3,114,..,5,11,6,6,3,0,0,0,29,..,0,8,3,0,0,8,0,4,23,63,..,..,..,..,..,..,..,..,63,..,9,..,..,..,..,..,..,..,9,..,4,6,0,0,0,0,0,0,14,..,0,0,0,0,0,3,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL221006,..,0,4,26,16,14,31,15,0,107,..,0,9,15,9,3,4,0,0,34,..,0,0,0,0,0,0,0,0,5,74,..,..,..,..,..,..,..,..,74,..,13,..,..,..,..,..,..,..,13,..,8,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,9,..,0,3,3,9,7,12,0,0,40,0,0,0,0,0,0,0,0,0,3,74,27,21,45,35,30,48,17,0,301,..,0,12,20,17,20,26,10,0,108,..,0,13,10,7,4,0,0,0,38,..,0,0,3,3,4,0,0,0,15,50,..,..,..,..,..,..,..,..,50,..,10,..,..,..,..,..,..,..,10,..,3,10,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL221007,..,0,6,15,16,13,12,6,0,72,..,5,12,3,4,5,0,0,0,33,..,0,3,0,0,4,0,0,0,3,42,..,..,..,..,..,..,..,..,42,..,8,..,..,..,..,..,..,..,8,..,7,3,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,4,18,12,3,3,41,3,0,4,0,0,0,0,0,0,9,50,19,27,26,25,40,28,14,3,228,..,0,9,15,8,20,11,12,0,78,..,6,9,6,4,7,0,0,0,36,..,0,0,0,7,10,0,0,0,18,40,..,..,..,..,..,..,..,..,40,..,9,..,..,..,..,..,..,..,9,..,3,6,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
UCL221008,..,0,8,26,9,23,37,21,4,133,..,0,3,0,0,3,3,0,0,9,..,0,0,6,0,0,0,0,0,3,43,..,..,..,..,..,..,..,..,43,..,8,..,..,..,..,..,..,..,8,..,6,0,0,8,0,0,0,0,13,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,..,5,4,0,8,16,12,12,5,59,0,0,0,0,0,0,3,0,0,0,43,18,18,29,29,48,57,34,14,287,..,0,14,21,17,30,33,21,3,130,..,0,0,0,3,0,4,0,0,14,..,4,3,6,11,0,0,3,0,24,55,..,..,..,..,..,..,..,..,55,..,9,..,..,..,..,..,..,..,9,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL221009,..,0,6,16,16,19,23,4,3,88,..,3,18,11,0,9,0,0,0,38,..,0,0,4,6,0,0,0,0,6,46,..,..,..,..,..,..,..,..,46,..,20,..,..,..,..,..,..,..,20,..,15,8,0,0,0,0,0,0,24,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,6,0,0,0,0,5,0,0,9,..,0,7,0,3,3,4,0,0,30,0,0,0,0,0,0,4,0,0,7,44,41,35,34,26,38,39,7,3,265,..,0,12,19,11,25,21,3,0,94,..,6,14,8,0,6,5,0,0,37,..,0,0,7,13,4,0,0,0,25,64,..,..,..,..,..,..,..,..,64,..,13,..,..,..,..,..,..,..,13,..,10,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL221010,..,0,10,16,16,25,9,8,0,77,..,0,15,10,6,7,4,0,0,38,..,0,0,0,4,0,0,0,0,7,57,..,..,..,..,..,..,..,..,57,..,8,..,..,..,..,..,..,..,8,..,19,3,0,0,0,0,0,0,30,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,3,5,13,9,4,4,41,0,0,0,0,0,0,0,0,0,8,59,30,25,29,30,45,23,14,3,264,..,0,8,21,17,26,14,8,0,85,..,5,18,5,3,6,3,0,0,39,..,0,5,7,9,4,0,0,0,26,45,..,..,..,..,..,..,..,..,45,..,0,..,..,..,..,..,..,..,0,..,6,4,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,5,..,0,5,0,0,0,0,0,0,5
UCL221011,..,0,6,25,38,36,22,12,3,133,..,0,3,6,0,4,4,0,0,21,..,0,0,0,0,0,0,0,0,7,67,..,..,..,..,..,..,..,..,67,..,21,..,..,..,..,..,..,..,21,..,16,3,4,0,0,0,0,0,28,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,7,67,42,21,37,49,47,32,12,3,312,..,0,10,25,42,33,18,7,0,132,..,0,5,5,3,6,0,0,0,28,..,0,6,0,0,0,0,0,0,11,53,..,..,..,..,..,..,..,..,53,..,21,..,..,..,..,..,..,..,21,..,7,3,0,0,0,0,0,0,15,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL221012,..,0,11,13,25,36,9,11,3,105,..,0,3,0,4,0,6,0,0,12,..,0,0,0,5,0,0,0,0,5,54,..,..,..,..,..,..,..,..,54,..,15,..,..,..,..,..,..,..,15,..,11,6,0,0,6,0,0,0,17,..,0,7,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,54,27,21,22,32,42,11,11,3,230,..,0,10,20,34,30,19,3,0,116,..,0,3,3,0,0,0,0,0,14,..,0,3,9,0,0,0,0,0,9,44,..,..,..,..,..,..,..,..,44,..,18,..,..,..,..,..,..,..,18,..,4,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL221013,..,0,9,20,20,28,13,5,0,103,..,3,13,6,3,4,0,0,0,29,..,0,0,0,4,0,0,0,0,7,57,..,..,..,..,..,..,..,..,57,..,7,..,..,..,..,..,..,..,7,..,15,16,0,0,0,0,0,0,30,..,3,0,0,0,5,0,0,0,5,..,0,0,0,0,0,0,0,0,6,..,0,0,3,0,3,0,0,0,12,..,0,0,3,7,11,4,0,3,29,0,0,0,0,0,0,0,0,0,8,57,31,34,39,42,56,23,12,3,292,..,0,15,26,24,26,13,7,0,107,..,0,13,7,3,6,0,0,0,33,..,3,0,3,5,0,0,0,0,17,56,..,..,..,..,..,..,..,..,56,..,11,..,..,..,..,..,..,..,11,..,9,6,0,0,0,0,0,0,12,..,0,0,0,0,3,0,3,6,9,..,0,0,0,0,0,0,0,0,0
UCL221014,..,0,5,24,36,36,52,24,5,183,..,0,16,5,9,11,3,0,0,48,..,0,0,0,6,0,0,0,0,10,64,..,..,..,..,..,..,..,..,64,..,9,..,..,..,..,..,..,..,9,..,11,4,5,0,3,0,0,0,27,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,3,0,0,6,..,0,4,5,15,18,12,7,0,64,0,0,0,3,0,0,10,4,0,17,64,36,31,46,63,68,82,40,12,438,..,0,9,28,31,47,38,30,4,186,..,9,11,10,6,7,3,3,0,53,..,0,0,5,7,6,0,0,5,23,46,..,..,..,..,..,..,..,..,46,..,23,..,..,..,..,..,..,..,23,..,5,3,6,0,0,0,0,0,19,..,0,0,0,0,0,0,0,4,0,..,0,0,0,0,0,0,0,0,4
UCL221015,..,0,5,15,23,25,36,17,0,118,..,0,7,3,0,8,0,0,0,21,..,0,0,0,0,0,0,0,0,0,24,..,..,..,..,..,..,..,..,24,..,7,..,..,..,..,..,..,..,7,..,7,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,9,9,0,0,20,0,0,0,0,0,4,0,0,0,8,24,15,14,16,33,42,50,16,3,208,..,0,7,17,19,32,35,9,0,118,..,0,7,0,5,5,4,0,0,21,..,0,0,0,0,0,0,0,0,7,38,..,..,..,..,..,..,..,..,38,..,11,..,..,..,..,..,..,..,11,..,8,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL221016,..,0,18,52,41,16,25,5,0,162,..,0,14,13,7,10,5,0,0,50,..,0,0,3,5,0,0,0,0,10,145,..,..,..,..,..,..,..,..,145,..,21,..,..,..,..,..,..,..,21,..,26,0,0,0,0,0,0,0,26,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,6,5,0,0,0,10,0,4,0,0,0,0,0,0,0,3,145,53,43,72,61,27,30,4,3,440,..,0,33,66,35,25,17,3,0,170,..,8,16,11,4,8,0,0,0,51,..,0,3,5,9,3,0,0,0,23,153,..,..,..,..,..,..,..,..,153,..,29,..,..,..,..,..,..,..,29,..,15,0,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,4,..,5,0,0,0,0,0,0,0,5
UCL221017,..,0,11,21,34,43,39,18,0,160,..,7,11,9,4,10,6,0,0,44,..,0,0,0,7,0,0,0,0,3,97,..,..,..,..,..,..,..,..,97,..,7,..,..,..,..,..,..,..,7,..,20,5,5,4,0,0,0,0,40,..,3,0,0,0,3,0,0,0,8,..,4,0,0,0,0,0,0,0,5,..,0,7,0,0,0,3,0,0,10,..,0,3,8,8,16,15,9,0,56,0,0,5,0,3,0,0,0,0,8,97,37,37,41,61,66,72,23,3,440,..,0,13,29,27,51,32,9,0,165,..,9,17,9,5,7,4,0,0,45,..,0,6,11,4,0,6,3,4,27,71,..,..,..,..,..,..,..,..,71,..,15,..,..,..,..,..,..,..,15,..,16,9,0,4,3,0,0,0,25,..,0,0,0,0,0,0,0,3,7,..,0,0,0,0,0,0,0,0,0
UCL221018,..,0,0,12,29,45,50,26,11,169,..,4,12,3,8,5,10,0,0,44,..,0,0,0,5,0,0,0,0,10,56,..,..,..,..,..,..,..,..,56,..,16,..,..,..,..,..,..,..,16,..,12,5,5,0,0,0,0,0,24,..,0,5,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,4,0,6,0,7,4,0,15,..,0,8,8,14,18,23,8,4,81,0,0,0,0,0,0,4,0,0,9,56,36,38,25,57,70,88,47,16,426,..,0,7,15,28,45,44,17,5,164,..,3,11,0,10,8,7,0,0,38,..,0,4,9,8,5,4,5,0,28,48,..,..,..,..,..,..,..,..,48,..,11,..,..,..,..,..,..,..,11,..,13,0,3,0,4,0,0,0,17,..,4,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0
UCL221019,..,0,13,17,17,35,30,14,7,129,..,7,13,4,15,13,11,0,0,62,..,0,0,3,0,0,0,0,0,4,65,..,..,..,..,..,..,..,..,65,..,7,..,..,..,..,..,..,..,7,..,15,5,3,4,0,0,0,0,32,..,0,6,0,0,0,4,3,4,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,9,0,0,12,..,0,3,6,16,20,18,14,4,75,0,0,0,0,0,5,0,0,0,3,64,29,40,35,55,68,73,33,15,410,..,0,16,10,25,20,38,12,6,132,..,5,11,8,8,12,6,3,0,53,..,0,3,14,8,10,0,0,5,43,47,..,..,..,..,..,..,..,..,47,..,19,..,..,..,..,..,..,..,19,..,9,3,0,0,3,0,0,0,15,..,0,0,0,0,0,5,4,0,11,..,0,0,0,0,0,0,0,0,0
UCL221020,..,0,9,7,13,28,39,26,3,125,..,0,3,0,7,6,6,0,0,34,..,0,0,0,0,0,0,0,0,9,43,..,..,..,..,..,..,..,..,43,..,8,..,..,..,..,..,..,..,8,..,10,7,3,5,6,0,0,0,34,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,5,3,0,0,6,..,5,5,10,12,25,27,14,3,92,0,0,0,0,0,7,0,0,0,6,43,35,26,31,46,73,75,39,7,376,..,0,8,16,8,32,43,20,0,125,..,0,5,6,7,7,10,0,0,37,..,0,0,11,14,9,6,0,4,41,54,..,..,..,..,..,..,..,..,54,..,5,..,..,..,..,..,..,..,5,..,9,7,0,0,3,0,0,0,15,..,0,0,0,0,5,0,0,0,6,..,0,0,0,0,0,0,0,0,3
UCL221021,..,0,14,21,11,32,20,8,5,98,..,7,18,16,7,5,4,0,0,57,..,0,0,0,0,0,0,0,0,3,63,..,..,..,..,..,..,..,..,63,..,3,..,..,..,..,..,..,..,3,..,13,9,0,0,0,0,0,0,22,..,0,4,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,8,..,0,6,0,0,3,0,0,0,6,..,0,5,0,7,11,15,0,0,49,0,0,6,0,4,0,0,0,0,5,63,33,52,39,36,50,37,10,5,323,..,0,17,17,18,21,21,8,0,104,..,10,21,12,8,3,0,0,0,60,..,3,4,15,9,3,0,0,0,32,61,..,..,..,..,..,..,..,..,61,..,9,..,..,..,..,..,..,..,9,..,10,4,3,0,0,0,0,0,14,..,0,0,0,0,4,0,0,0,10,..,0,0,0,0,0,0,0,0,0
UCL221022,..,0,8,8,21,19,22,11,3,96,..,0,13,3,5,0,4,0,0,22,..,0,0,0,0,0,0,0,0,5,43,..,..,..,..,..,..,..,..,43,..,11,..,..,..,..,..,..,..,11,..,0,4,0,0,0,0,0,0,12,..,0,0,0,5,0,4,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,3,5,4,11,10,11,0,39,0,0,0,0,0,0,0,0,0,0,43,15,29,20,36,30,44,22,3,237,..,0,10,17,19,17,20,12,0,99,..,0,11,3,3,4,0,4,0,28,..,0,0,3,3,5,0,0,0,10,34,..,..,..,..,..,..,..,..,34,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL221023,..,0,3,4,5,24,20,28,0,82,..,3,0,0,10,10,9,0,0,26,..,0,0,3,0,4,0,3,0,12,32,..,..,..,..,..,..,..,..,32,..,8,..,..,..,..,..,..,..,8,..,8,3,6,6,0,0,0,0,23,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,12,17,28,12,5,78,0,3,0,0,0,0,3,0,0,13,32,21,10,9,42,64,62,45,6,289,..,0,3,4,11,27,21,15,4,87,..,0,3,4,7,5,7,0,0,28,..,0,6,10,8,5,0,0,3,34,43,..,..,..,..,..,..,..,..,43,..,7,..,..,..,..,..,..,..,7,..,5,3,3,3,0,0,0,0,15,..,0,0,0,0,9,0,6,0,10,..,0,0,3,0,0,0,0,0,4
UCL221024,..,0,11,7,23,58,70,44,4,211,..,3,4,7,10,8,4,0,0,51,..,0,0,0,5,0,0,0,4,10,53,..,..,..,..,..,..,..,..,53,..,10,..,..,..,..,..,..,..,10,..,19,4,4,0,0,0,0,0,29,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,3,0,0,0,3,..,0,0,0,0,6,4,0,0,10,..,4,9,10,3,5,12,7,4,52,0,0,0,0,5,0,0,0,0,6,58,41,20,27,49,85,95,57,15,448,..,0,12,10,32,61,70,26,6,211,..,5,3,6,9,12,11,0,0,50,..,0,4,5,7,0,6,4,9,32,34,..,..,..,..,..,..,..,..,34,..,7,..,..,..,..,..,..,..,7,..,7,4,0,3,4,0,0,0,23,..,0,0,0,0,0,0,0,0,3,..,6,5,0,0,0,0,0,0,3
UCL221025,..,0,11,15,11,23,31,25,5,111,..,4,10,3,3,0,0,0,0,20,..,0,0,0,0,0,0,0,0,5,33,..,..,..,..,..,..,..,..,33,..,4,..,..,..,..,..,..,..,4,..,13,4,6,0,0,0,0,0,14,..,0,0,0,0,4,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,3,4,3,0,0,0,10,..,0,11,7,8,17,21,8,3,74,0,3,0,0,0,3,0,0,0,8,33,21,29,25,37,45,56,32,11,295,..,0,21,7,17,21,27,16,0,110,..,0,9,0,0,3,0,3,0,17,..,0,4,5,6,5,0,0,3,24,46,..,..,..,..,..,..,..,..,46,..,8,..,..,..,..,..,..,..,8,..,5,5,0,0,3,0,0,0,8,..,0,0,0,0,3,3,0,0,8,..,0,0,0,0,0,0,0,0,0
UCL221026,..,0,4,9,11,26,27,6,0,96,..,0,5,9,4,9,4,0,0,28,..,0,0,0,0,4,0,0,0,5,37,..,..,..,..,..,..,..,..,37,..,6,..,..,..,..,..,..,..,6,..,7,0,0,3,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,9,0,3,3,5,0,0,17,..,0,8,10,16,11,33,14,4,106,0,0,0,0,0,4,0,0,0,11,37,16,28,34,42,54,72,23,11,330,..,0,10,10,18,23,25,11,0,94,..,4,5,3,9,7,3,0,0,33,..,0,0,3,10,3,0,0,5,28,26,..,..,..,..,..,..,..,..,26,..,13,..,..,..,..,..,..,..,13,..,5,5,0,0,5,0,0,0,14,..,0,0,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,5
UCL221027,..,0,4,6,10,27,26,23,3,106,..,3,12,4,5,4,8,0,0,39,..,0,3,0,0,0,0,0,0,10,62,..,..,..,..,..,..,..,..,62,..,3,..,..,..,..,..,..,..,3,..,9,4,0,6,5,0,0,0,20,..,0,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,0,0,6,..,0,0,3,13,15,16,11,5,68,0,0,4,0,0,0,5,0,0,10,62,16,33,20,33,52,50,39,9,321,..,0,10,6,14,30,26,20,0,107,..,5,12,10,4,4,3,0,0,46,..,0,3,10,7,3,0,0,0,31,48,..,..,..,..,..,..,..,..,48,..,3,..,..,..,..,..,..,..,3,..,12,6,0,3,0,0,0,0,13,..,0,0,0,0,6,0,0,0,7,..,0,0,0,0,0,0,0,0,0
UCL221028,..,0,0,12,11,46,60,46,0,170,..,0,0,0,8,5,9,4,0,27,..,0,0,0,4,0,0,0,0,6,33,..,..,..,..,..,..,..,..,33,..,14,..,..,..,..,..,..,..,14,..,5,9,3,0,0,0,0,0,21,..,0,0,0,0,0,8,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,3,0,6,18,4,0,41,0,4,0,0,0,3,9,4,0,18,33,20,10,21,23,63,88,57,8,325,..,0,0,12,21,50,63,34,0,176,..,0,0,4,5,5,6,0,0,25,..,0,0,0,5,0,0,0,0,11,28,..,..,..,..,..,..,..,..,28,..,14,..,..,..,..,..,..,..,14,..,0,4,0,0,0,0,0,0,6,..,0,0,0,0,6,0,0,0,4,..,0,0,0,0,0,0,0,0,3
UCL221029,..,0,17,22,29,41,12,12,5,135,..,8,15,3,6,3,3,4,0,43,..,0,0,0,0,0,0,0,0,0,69,..,..,..,..,..,..,..,..,69,..,19,..,..,..,..,..,..,..,19,..,9,13,0,3,0,0,0,0,25,..,0,0,0,5,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,7,0,9,5,0,0,26,3,0,0,0,0,0,3,0,0,7,66,40,51,35,42,58,21,17,7,332,..,0,20,24,36,39,8,12,0,137,..,5,14,11,7,6,0,0,0,42,..,0,0,3,3,3,5,3,0,17,76,..,..,..,..,..,..,..,..,76,..,14,..,..,..,..,..,..,..,14,..,16,0,0,0,0,0,0,0,17,..,0,0,0,0,0,4,0,0,6,..,0,0,0,0,0,0,0,0,0
UCL221030,..,0,0,6,15,41,27,15,0,100,..,0,6,9,0,10,6,4,0,25,..,0,0,0,0,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,5,..,..,..,..,..,..,..,5,..,0,3,4,4,0,0,0,0,11,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,3,0,7,..,0,7,5,17,18,21,3,0,67,0,0,0,0,0,0,0,0,0,5,11,9,12,18,39,76,58,25,0,256,..,0,0,3,15,42,31,5,0,93,..,0,5,4,3,14,0,3,0,24,..,0,0,0,0,0,0,0,0,8,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,8,0,0,0,0,0,0,0,8,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL221031,..,0,17,24,20,23,14,5,0,103,..,0,12,9,9,3,7,0,0,46,..,0,0,0,4,0,0,0,0,6,54,..,..,..,..,..,..,..,..,54,..,13,..,..,..,..,..,..,..,13,..,16,7,4,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,5,54,29,29,43,36,34,27,9,0,267,..,0,18,32,23,24,11,9,0,103,..,4,5,7,10,4,0,0,0,41,..,0,0,4,3,3,0,0,0,14,78,..,..,..,..,..,..,..,..,78,..,15,..,..,..,..,..,..,..,15,..,16,0,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3
