UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL222029,4,4,9,15,5,19,0,0,0,0,0,0,15,5,19,4,0,10,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,32,27,56
UCL222030,5,3,9,8,6,15,0,5,3,0,3,6,12,8,22,0,5,5,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,17,26,30,45,70
UCL222031,3,7,8,13,11,24,6,0,3,0,0,0,18,9,29,0,9,9,8,0,8,0,0,0,8,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,14,14,19,44,35,77
UCL222032,6,0,7,16,11,24,0,0,0,0,0,0,16,11,24,0,0,0,0,5,0,0,0,0,5,6,7,0,0,0,0,3,3,0,0,3,0,4,5,0,0,0,3,10,8,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,4,9,6,10,16,0,0,0,0,0,0,0,0,0,0,4,5,36,15,48,59,48,108
UCL222033,3,4,8,15,16,25,0,0,0,0,0,0,16,16,29,4,11,14,0,0,0,0,0,0,7,13,18,0,0,0,3,0,3,0,0,0,6,0,5,0,0,0,5,3,7,0,3,3,0,0,0,0,0,0,0,5,3,0,0,0,5,4,5,6,12,16,0,0,0,0,3,3,0,0,0,0,3,3,27,19,55,57,65,117
UCL222034,3,3,5,15,3,17,0,0,0,0,0,0,14,3,18,3,5,9,4,0,4,0,0,0,6,8,15,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,4,0,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,4,7,3,11,13,0,0,0,0,0,0,0,0,0,0,0,4,23,12,34,49,35,90
UCL222035,0,0,0,5,5,10,0,0,0,0,0,3,4,8,13,9,0,8,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,4,3,3,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,4,4,3,6,0,6,3,0,3,0,0,0,0,0,0,3,0,4,15,15,34,41,36,74
UCL222036,0,3,7,10,9,18,0,0,0,0,0,0,10,9,18,7,0,6,3,3,6,0,0,5,8,12,17,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,4,3,4,10,0,0,0,0,0,0,0,0,0,0,4,4,17,16,33,38,41,78
UCL222037,4,4,4,7,16,24,0,0,0,0,0,0,7,16,24,7,6,14,0,0,3,0,0,0,6,9,16,0,0,0,0,0,0,5,0,5,3,4,0,0,0,0,7,5,7,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,9,10,20,0,0,0,0,0,0,0,0,0,0,0,0,10,7,13,32,40,74
UCL222038,6,0,4,8,12,24,0,0,0,0,0,0,8,12,24,7,4,9,3,4,5,5,0,5,17,6,20,0,3,5,0,0,0,3,0,4,0,0,0,0,0,0,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,7,7,11,46,27,75
UCL222039,0,0,0,9,12,24,0,0,0,0,0,0,9,12,30,0,8,7,0,5,6,8,4,10,8,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,6,7,0,0,0,0,0,0,0,5,4,0,0,0,6,6,13,4,8,15,0,0,0,0,0,0,0,0,0,3,0,3,20,5,30,52,51,100
UCL222040,0,3,3,11,5,18,5,0,3,0,4,7,21,13,29,4,4,10,0,0,0,3,5,7,12,11,21,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,4,11,15,0,0,0,4,0,5,0,0,0,4,0,5,18,14,23,58,43,97
UCL222041,4,6,7,11,3,11,3,0,4,0,0,0,12,3,17,0,6,9,0,4,7,4,4,4,7,17,23,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,27,33,64
UCL222042,5,0,5,3,7,13,4,0,4,0,0,0,7,10,19,8,9,16,0,0,0,0,0,0,7,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15,28,31,58
UCL222043,7,0,6,16,13,27,5,3,6,4,0,3,17,19,37,9,15,22,0,4,4,0,0,0,8,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,4,8,10,3,7,14,0,0,0,0,3,3,0,0,0,0,3,3,18,5,23,49,52,105
UCL222044,3,0,3,6,13,16,0,0,0,0,0,0,6,13,16,3,3,5,0,0,3,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,22,15,34,37,40,74
UCL222045,0,4,5,17,8,28,0,0,0,4,0,6,19,11,24,10,3,11,6,0,8,0,0,0,10,3,19,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,3,6,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,9,7,16,0,0,0,0,0,3,0,0,0,0,0,3,14,14,31,56,42,99
UCL222046,8,0,7,7,19,26,0,0,0,0,0,0,7,16,25,10,11,25,0,0,0,0,0,0,10,11,27,0,0,0,0,0,3,0,0,7,0,0,5,0,0,0,6,5,9,0,4,0,0,3,3,0,0,0,0,4,4,0,0,0,4,11,10,6,11,19,0,0,0,0,0,0,0,0,0,0,0,0,13,13,34,47,63,112
UCL222047,3,0,5,9,5,11,0,0,0,3,0,3,11,5,16,6,9,8,0,3,6,3,0,3,9,10,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,23,25,53
UCL222048,0,0,0,9,4,11,0,0,0,0,0,0,9,4,11,5,7,14,0,0,0,0,0,0,5,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,19,33
UCL222049,0,0,0,4,8,10,0,0,0,0,0,0,4,8,10,8,8,14,0,0,0,0,0,0,7,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14,23,31,51
UCL222050,0,11,9,10,15,27,0,0,0,0,0,0,10,13,28,16,3,24,0,0,0,0,0,0,16,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,6,4,0,0,0,0,3,3,0,0,0,0,10,13,8,7,14,0,0,0,3,0,3,0,0,0,3,0,3,15,18,37,55,59,113
UCL222051,4,0,0,12,9,21,0,0,0,0,0,0,12,9,21,9,11,15,0,0,0,0,0,5,5,8,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,7,11,5,11,17,0,0,0,0,0,4,0,0,0,0,0,6,16,19,35,41,51,96
UCL222052,4,0,9,17,17,26,0,3,5,4,0,0,18,21,37,6,10,20,0,0,6,0,4,5,12,11,27,0,0,0,4,0,0,0,0,4,0,7,7,0,0,0,3,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,11,20,0,3,3,0,0,0,0,0,0,0,0,0,7,8,14,49,57,105
UCL222053,4,0,6,12,3,20,0,7,5,0,0,0,16,10,22,15,7,18,0,0,3,0,0,0,14,11,25,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,4,6,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,10,7,8,17,0,0,0,0,0,3,0,0,0,4,4,6,28,11,42,66,51,120
UCL222054,6,0,9,12,11,24,0,3,3,0,0,0,12,13,24,0,0,7,4,3,4,7,3,11,8,7,20,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,35,32,73
UCL222055,0,8,10,7,11,19,0,0,0,0,0,0,13,11,17,9,8,16,0,0,0,4,0,3,12,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,14,15,33,48,46,92
UCL222056,0,0,0,3,5,8,0,0,0,0,0,0,5,5,8,4,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,3,0,0,0,0,0,0,0,0,0,4,9,8,4,9,14,0,0,0,0,3,3,0,0,0,0,3,9,60,80,135,76,98,170
UCL222057,5,6,10,12,6,15,6,11,16,0,0,0,12,17,31,5,5,9,5,0,6,3,0,0,8,8,13,0,0,0,0,0,0,0,0,4,3,3,7,0,0,0,0,6,11,0,0,0,0,5,5,0,0,0,0,4,4,0,0,0,0,4,7,7,11,17,0,0,0,0,0,0,0,0,0,0,0,0,18,7,25,46,51,100
UCL222058,0,0,3,0,4,4,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,11,9,23,18,20,38
UCL222059,3,0,4,4,3,12,0,0,0,0,0,0,4,3,9,3,9,4,4,0,4,5,0,5,9,9,15,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,18,27,19,49
UCL222060,0,3,6,3,4,13,0,0,0,0,0,0,3,4,13,12,3,18,0,0,0,0,0,0,11,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,11,21,29,28,56
UCL222061,0,0,4,9,3,13,0,0,0,0,4,4,11,7,15,5,7,10,0,0,3,0,0,4,11,6,19,0,0,0,0,0,0,0,5,7,0,4,4,0,0,0,0,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,6,11,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,36,34,63
UCL222062,3,0,4,7,10,12,0,0,0,0,0,0,7,6,14,8,12,13,0,0,0,0,5,0,7,12,16,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,6,0,0,0,4,4,8,0,0,0,6,13,12,0,0,0,8,15,19,9,17,25,0,0,0,0,0,0,0,0,0,0,0,0,16,11,28,36,53,90
UCL222063,3,5,5,7,13,22,0,0,0,4,3,4,13,15,25,4,8,10,0,0,0,3,6,15,9,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,4,3,5,12,5,12,12,0,0,0,0,0,4,0,0,0,0,0,4,13,12,26,41,51,97
UCL222064,3,8,8,11,8,20,3,3,7,0,6,8,14,14,33,6,10,18,4,8,8,4,0,8,16,17,38,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,3,10,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,8,10,19,0,0,0,0,0,0,0,0,0,0,0,0,9,14,25,44,65,115
UCL222065,3,0,3,7,10,12,3,0,3,0,0,0,6,14,22,3,0,4,0,4,8,0,0,0,3,3,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,11,3,14,30,25,54
UCL222066,0,0,5,8,8,13,0,3,3,0,0,0,5,7,13,8,5,15,0,0,0,0,0,0,8,5,15,0,0,0,0,0,0,0,0,0,4,8,8,0,0,0,5,4,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,14,7,26,31,31,63
UCL222067,3,0,6,0,3,5,0,0,0,0,0,0,0,3,5,4,4,4,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,26,15,37,34,31,64
UCL222068,0,4,4,3,5,12,0,0,0,0,0,0,3,11,10,4,6,10,0,3,3,0,0,0,11,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,5,12,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,8,10,20,0,0,0,0,0,0,0,0,0,0,0,0,12,4,18,30,37,63
UCL222069,3,3,8,8,6,15,15,4,17,0,0,0,28,11,36,12,8,19,6,3,13,6,0,4,21,11,31,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,13,0,0,0,0,0,0,0,0,0,0,0,3,21,16,39,77,55,135
UCL222070,0,5,5,7,10,12,0,0,0,0,0,0,6,10,15,3,0,7,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,15,25,42
UCL222071,4,5,4,9,10,23,4,4,3,0,0,3,14,11,32,5,6,15,3,6,9,0,0,0,12,11,28,0,0,0,0,0,0,3,0,3,0,3,6,0,0,0,4,3,3,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,17,14,30,51,53,105
UCL222072,0,4,4,0,0,0,5,0,3,0,0,0,6,0,4,3,7,5,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,30,19,44,32,36,69
UCL222073,5,7,9,8,12,17,0,0,0,0,0,0,12,13,18,6,4,12,0,0,0,0,0,0,10,4,12,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9,4,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,34,31,64
UCL222074,0,0,0,3,9,11,0,0,0,0,0,0,8,9,14,10,6,20,0,0,0,0,0,0,9,7,19,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,8,0,0,0,0,0,3,0,0,0,0,0,3,22,9,28,41,36,75
UCL222075,4,0,5,21,21,50,0,3,10,0,0,0,28,30,55,10,4,21,0,8,8,0,0,0,18,17,30,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,9,14,0,5,5,0,0,0,0,0,0,6,6,3,15,22,35,72,80,147
UCL222076,5,0,9,15,10,18,0,7,14,0,0,0,17,14,34,20,26,37,0,0,0,0,0,0,20,26,37,0,0,6,3,0,8,0,0,0,0,3,3,0,0,0,0,4,8,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,4,6,13,0,0,0,0,3,3,0,0,0,0,5,5,28,30,56,64,88,154
UCL222077,3,0,7,20,13,29,0,0,0,0,0,0,20,13,29,14,14,26,0,0,0,0,0,0,14,14,26,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,0,7,10,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,10,16,0,0,0,0,0,0,0,0,0,6,0,4,18,24,44,62,57,121
UCL222078,0,0,0,7,4,13,0,0,3,0,0,0,7,7,18,11,13,24,0,0,0,0,0,0,11,13,24,0,0,0,0,3,3,0,0,3,0,5,5,0,0,0,0,9,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,5,10,11,0,0,4,0,0,0,0,0,0,3,0,4,10,8,23,44,38,79
UCL222079,10,3,14,19,18,37,0,0,0,3,0,3,23,18,38,5,10,15,6,3,10,6,7,6,14,20,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,6,0,4,3,0,3,0,4,4,3,0,3,0,0,0,12,3,15,14,9,15,0,0,0,0,5,6,0,0,0,0,5,6,14,5,18,70,53,127
UCL222080,8,4,6,9,9,11,0,0,0,0,0,0,7,9,18,9,8,18,0,0,0,0,0,0,9,8,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,8,0,0,0,0,0,4,0,0,0,0,0,4,11,11,23,36,36,70
UCL222081,0,0,0,3,4,12,0,0,0,0,0,0,3,4,12,10,9,12,0,0,0,0,0,0,10,7,15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,12,8,15,30,24,53
UCL222082,0,0,0,9,9,11,0,0,0,0,0,4,11,4,19,4,8,8,0,0,0,3,0,3,8,8,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,16,15,32,36,38,76
UCL222083,3,0,3,11,10,19,0,0,0,0,5,0,12,12,24,0,3,7,3,4,10,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,24,28,60
UCL222084,0,0,4,15,15,27,0,0,0,0,0,0,12,15,28,7,6,18,6,5,15,0,0,0,11,12,28,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,34,27,63,66,70,133
UCL222085,0,7,13,3,8,10,3,4,8,0,0,5,13,8,20,0,0,0,0,0,0,3,9,10,9,9,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,5,0,10,0,0,0,0,0,0,0,0,3,0,0,0,9,7,16,8,6,19,0,0,0,0,0,0,0,0,0,5,0,5,3,3,7,33,33,74
UCL222086,0,3,6,12,11,29,0,0,0,0,0,0,12,11,29,9,9,17,0,0,0,0,0,4,13,5,21,0,0,0,0,0,0,4,0,7,0,0,5,0,0,0,5,5,9,0,0,5,0,0,0,0,0,0,3,5,6,0,0,0,5,5,14,9,9,21,0,0,0,0,0,3,0,0,0,0,0,3,15,13,32,58,49,109
UCL222087,6,0,7,16,15,32,4,3,8,0,0,0,22,21,38,6,7,17,0,3,4,0,0,0,10,9,18,0,0,0,0,3,3,0,4,4,0,3,4,0,0,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,14,0,0,0,0,0,0,0,0,0,0,0,0,15,11,24,49,60,112
UCL222088,0,0,0,3,6,8,0,0,0,0,0,0,3,6,8,0,0,5,0,0,0,7,0,7,6,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,5,0,0,0,0,0,6,0,0,0,0,0,6,7,17,28,29,28,57
UCL222089,4,4,7,6,3,12,5,3,6,0,0,0,10,9,14,5,0,5,5,0,5,0,3,3,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,4,7,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,21,21,50
UCL222090,0,0,0,15,7,24,0,0,0,0,0,0,18,8,28,7,8,12,6,5,4,0,0,0,8,10,14,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,23,18,36,52,43,90
UCL222091,4,5,8,22,23,48,0,0,0,0,0,0,22,21,44,7,17,23,5,6,9,0,0,0,11,16,31,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,9,8,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,10,8,8,18,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,56,62,121
UCL222092,7,3,10,21,18,38,0,0,0,0,0,3,20,22,40,0,0,7,11,10,23,4,0,8,22,8,34,3,0,3,0,0,0,0,0,0,0,4,3,0,0,0,4,10,10,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,5,3,8,9,9,17,0,0,3,0,0,0,0,0,0,0,0,3,10,11,15,61,62,122
UCL222093,3,0,4,13,6,23,0,0,0,0,0,0,13,6,23,3,13,19,0,0,0,0,0,0,3,11,19,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5,5,5,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,5,6,8,0,0,0,0,0,4,0,0,0,0,0,4,23,34,56,50,68,115
UCL222094,0,3,7,14,9,21,0,0,0,0,0,0,14,10,25,0,4,6,5,0,5,0,0,0,4,4,12,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,3,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,16,17,31,45,40,85
UCL222095,5,4,0,5,0,5,0,6,8,0,0,0,4,6,10,0,6,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,16,24,42
UCL222096,6,7,13,23,19,43,4,3,4,0,0,0,26,19,44,6,11,17,5,3,6,0,0,0,5,17,25,0,0,0,0,0,0,0,0,3,0,5,6,0,0,0,0,4,10,0,3,0,0,0,0,0,0,0,5,6,4,0,0,0,4,8,14,3,18,23,0,0,0,5,0,4,0,0,0,5,0,4,13,11,22,57,71,133
UCL222097,3,0,5,12,10,24,11,5,13,0,3,0,22,22,36,10,7,13,4,3,11,5,0,3,16,15,27,0,4,4,0,0,0,0,0,4,5,0,5,0,0,0,3,3,10,0,3,9,0,0,0,0,0,0,0,6,6,0,0,0,3,10,9,4,13,20,0,0,0,0,0,0,0,0,0,0,0,0,11,15,27,52,62,117
UCL222098,5,0,6,20,20,43,0,0,0,0,0,0,20,20,43,15,11,27,0,3,3,0,0,0,21,17,30,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,8,0,0,0,3,6,6,0,0,0,0,3,3,0,0,0,3,8,8,4,12,9,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,54,53,106
UCL222099,4,3,8,8,16,21,0,0,0,0,0,0,14,16,22,3,0,10,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,6,0,6,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,7,11,17,32,28,64
