UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL215003,310,204,156,38,86,168,30,57,239,29,241,1593,80,2667,3,0,0,0,4,4,0,0,5,0,0,22,0,34,6,9,8,3,7,10,0,5,20,0,10,52,0,102,13,3,3,0,0,5,0,0,7,0,4,54,0,79,12,5,0,0,3,7,0,0,0,0,3,18,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,3,0,5,0,0,5,0,0,23,0,32,0,0,0,0,0,4,0,0,0,0,0,7,0,7,37,25,14,4,18,25,7,8,32,3,22,196,3,317,12,3,0,0,3,0,0,0,8,3,3,28,167,213,357,231,169,44,108,199,29,62,282,35,265,1813,245,3191,94,116,51,0
UCL215004,106,85,40,14,41,50,13,31,102,22,85,650,25,1052,3,0,0,0,0,0,0,0,0,0,4,13,0,22,18,5,10,0,5,6,3,3,9,3,6,33,0,61,4,7,0,3,0,0,0,0,0,0,3,24,0,35,8,3,0,0,4,5,0,0,4,0,4,25,0,38,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,25,0,28,0,0,0,0,0,0,0,0,0,0,0,18,0,23,0,0,0,0,0,0,0,0,0,0,0,27,0,32,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,5,33,19,12,3,10,14,8,5,14,8,22,175,6,264,5,4,0,0,3,5,0,0,0,0,0,13,158,180,147,107,53,17,57,70,20,37,119,27,106,842,183,1491,34,57,8,0
UCL215005,155,99,45,14,81,95,15,45,124,21,80,497,34,938,0,0,0,0,0,0,0,0,0,0,0,13,0,17,6,9,0,0,4,9,0,4,5,0,3,17,0,35,3,0,0,0,5,0,0,5,4,0,4,3,0,8,6,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,9,4,0,10,13,0,11,15,0,12,47,0,90,11,6,3,0,4,7,0,3,7,0,7,5,76,103,188,114,58,17,92,107,10,53,149,22,97,547,108,1129,29,40,10,0
UCL215006,266,243,71,20,108,105,24,59,272,27,259,1171,92,2158,6,5,3,0,0,0,0,0,5,0,10,20,0,36,41,18,14,3,17,21,0,10,14,11,14,55,4,148,11,3,0,0,8,5,0,3,5,7,10,16,6,43,19,5,5,0,6,5,0,4,7,0,13,15,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,4,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,7,4,14,4,0,0,0,0,0,0,0,5,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,7,85,25,27,3,45,30,0,19,36,11,45,152,15,342,5,0,3,0,5,7,0,3,4,0,7,13,84,113,354,270,103,21,152,142,27,77,308,41,309,1338,188,2613,98,124,33,0
UCL215007,206,166,106,13,64,114,18,34,164,17,140,1280,54,2018,7,4,5,0,0,0,0,0,0,0,9,19,0,30,27,8,8,4,3,16,0,0,17,4,14,106,12,187,7,0,5,0,0,8,0,0,0,0,0,23,0,37,3,0,0,0,4,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,4,0,0,7,0,0,20,0,34,0,0,0,0,4,4,0,0,0,0,3,4,0,9,48,20,28,4,13,33,9,3,27,8,27,187,14,328,13,9,3,0,0,0,0,0,5,0,0,31,125,179,260,189,136,15,80,139,20,41,192,25,169,1503,192,2528,61,104,36,0
UCL215008,121,198,46,4,65,46,15,13,184,14,138,1117,73,1778,0,3,0,0,0,0,0,0,4,0,0,11,0,22,12,7,0,0,0,4,0,0,5,0,8,30,3,47,0,0,0,0,0,4,0,0,3,0,4,11,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,0,6,7,0,11,14,12,3,0,0,12,0,3,13,0,21,80,5,128,0,0,0,0,0,0,0,0,0,0,0,0,34,35,136,209,50,4,68,56,12,20,196,14,158,1192,117,1950,51,123,22,0
UCL215009,113,93,39,3,72,43,9,22,74,19,48,433,29,807,5,0,0,0,0,0,0,0,0,0,0,5,0,9,5,0,0,0,4,0,0,0,0,0,0,12,0,20,4,0,0,0,4,0,0,0,0,0,0,5,0,8,4,4,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,7,4,6,3,5,0,3,24,0,50,7,3,0,0,9,4,0,4,0,0,5,12,66,82,133,100,49,3,84,53,14,26,81,19,52,470,93,938,28,38,9,0
UCL215010,129,150,45,25,57,49,9,20,150,12,125,1278,66,1875,0,0,0,0,0,3,0,0,4,0,0,14,0,20,13,7,10,0,8,8,4,3,15,3,16,56,5,117,7,0,0,0,0,6,0,0,0,0,5,25,5,41,7,0,3,6,9,4,0,0,10,0,0,12,0,32,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,4,0,0,0,0,0,12,0,15,5,0,0,0,6,0,0,0,0,0,5,6,0,18,0,0,0,0,0,0,0,0,0,0,4,8,0,17,39,18,19,7,22,31,0,4,35,5,24,151,13,282,3,0,0,0,5,3,0,0,6,0,0,14,98,121,169,167,66,37,80,79,10,28,188,12,152,1443,175,2274,82,109,30,0
UCL215011,157,115,52,12,83,64,9,44,146,20,96,438,30,923,4,6,0,0,0,0,0,0,4,0,0,3,0,19,18,3,7,0,9,9,0,4,14,3,6,24,0,60,4,0,0,0,0,0,0,0,0,0,0,3,0,15,5,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,24,12,12,0,11,11,0,10,20,4,13,58,0,121,4,0,0,0,0,0,0,0,7,0,0,16,86,116,190,131,68,10,98,84,15,52,171,28,109,510,115,1166,41,59,19,0
UCL215012,338,300,121,36,125,144,27,66,307,41,295,1505,101,2737,7,7,4,3,3,0,0,0,4,0,0,27,0,45,33,15,12,8,18,20,4,10,12,3,17,70,3,159,15,9,3,0,7,7,0,3,6,0,10,36,0,71,6,3,0,0,0,3,3,0,0,0,4,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,20,0,29,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,5,0,3,25,0,31,0,0,0,0,0,0,0,0,0,0,0,4,0,11,62,32,19,5,38,35,15,16,23,3,40,223,13,399,3,6,5,0,4,3,0,0,3,0,0,17,116,154,406,333,140,37,164,182,36,86,339,46,338,1749,230,3291,96,162,36,0
UCL215013,117,300,33,0,71,34,13,14,238,4,165,2100,132,2976,0,9,0,0,10,4,0,0,7,0,13,107,0,147,5,5,4,0,3,0,0,0,13,0,8,63,0,106,4,0,0,0,0,0,3,0,0,0,4,10,0,26,5,0,9,0,10,7,0,0,3,0,10,44,5,83,3,3,0,0,5,3,0,0,4,0,0,58,12,82,5,3,0,0,4,5,0,0,0,0,4,64,4,94,0,0,0,0,0,0,0,0,0,0,0,7,0,8,3,5,0,0,22,5,0,0,0,0,7,345,4,382,6,0,0,0,0,0,0,0,4,0,3,15,0,26,0,0,0,0,4,0,0,0,0,0,4,75,0,83,35,38,13,3,53,21,0,6,37,4,61,793,27,1028,0,0,4,0,0,0,0,0,0,0,0,15,148,160,151,340,44,4,131,60,21,22,273,13,222,2904,301,4160,78,202,23,0
UCL215014,103,116,36,0,34,27,7,16,128,9,75,622,50,1055,0,0,0,0,4,0,0,0,4,0,0,8,0,20,11,12,6,0,6,5,0,0,5,0,4,22,0,60,3,0,0,0,0,0,0,0,0,0,0,13,0,19,4,0,0,0,0,4,0,6,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,22,11,7,0,14,14,6,6,13,4,10,71,4,136,0,0,0,0,0,0,0,0,0,0,0,0,31,35,131,127,42,6,51,42,11,27,141,16,83,697,84,1231,58,68,22,0
UCL215015,199,168,73,9,72,104,20,37,162,28,125,1146,55,1853,8,4,0,0,0,4,0,0,5,0,0,24,0,39,32,11,10,0,8,16,4,0,10,0,13,73,3,150,11,5,4,0,3,6,3,4,9,0,5,28,3,57,6,0,3,0,5,0,0,0,4,0,4,6,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,30,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,24,0,27,0,0,0,0,0,0,0,0,0,0,3,27,0,34,0,0,0,0,0,0,0,0,0,0,0,16,0,19,59,26,19,0,24,25,5,6,23,6,30,239,10,395,0,0,0,0,0,3,0,0,5,0,0,20,200,234,258,194,97,11,95,131,32,48,192,37,151,1405,266,2481,61,87,30,0
UCL215016,413,375,111,17,202,134,44,100,446,41,351,1991,159,3524,10,0,0,0,3,3,0,0,3,0,5,26,0,41,27,14,7,0,15,7,0,10,18,5,17,50,11,118,7,5,8,0,6,3,4,3,9,7,6,21,3,46,12,3,0,0,20,0,0,3,4,0,8,15,0,40,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,3,25,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,18,0,24,0,4,0,0,0,0,0,0,4,0,0,6,0,12,55,23,15,0,36,20,3,15,35,9,41,173,19,331,17,9,3,0,6,7,0,3,9,0,9,29,161,221,480,412,138,16,244,163,43,123,487,49,402,2183,334,4076,134,202,33,0
UCL215017,183,214,79,24,97,80,12,34,239,23,128,1485,63,2295,3,3,0,0,0,0,0,0,0,0,0,19,0,26,18,8,12,11,5,7,0,0,6,4,11,52,3,101,6,0,0,0,4,4,0,0,0,0,0,12,0,31,7,6,3,4,5,6,0,0,0,0,0,10,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,9,32,22,15,12,18,17,4,3,14,0,13,110,10,227,3,8,0,0,3,4,0,4,4,0,4,24,144,189,223,238,95,40,116,101,18,43,259,24,153,1622,215,2707,71,118,28,0
UCL215018,336,270,103,28,180,151,38,85,282,39,234,1340,98,2493,5,0,0,0,0,6,0,0,5,0,3,11,0,24,19,14,3,0,11,12,0,0,11,0,8,22,3,71,12,4,0,0,3,4,0,0,0,4,6,10,0,31,3,0,0,0,0,0,0,0,0,0,0,6,3,13,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,5,5,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,20,6,3,17,22,8,7,21,6,17,89,11,193,20,10,8,0,8,9,0,4,7,0,7,30,122,196,389,294,121,30,209,181,46,96,309,45,253,1457,232,2884,91,116,32,0
UCL215019,158,170,53,5,74,68,9,24,157,12,135,1096,60,1729,0,4,0,0,0,0,0,0,5,0,3,27,0,39,17,12,4,0,10,9,0,0,12,0,13,46,0,103,3,0,0,3,3,0,0,0,3,0,3,21,0,40,10,0,4,0,8,0,3,0,3,0,6,21,3,43,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,4,0,0,0,0,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,11,5,4,0,0,0,0,0,0,0,0,3,16,0,21,4,0,0,0,0,0,5,0,0,0,0,4,0,16,40,28,16,0,31,14,4,5,27,5,28,166,10,304,0,0,0,0,0,0,0,0,5,0,0,20,246,274,203,200,68,4,105,80,15,26,187,15,169,1279,307,2301,75,95,22,0
UCL215020,224,120,54,34,92,90,19,45,110,37,150,546,40,1105,4,3,0,0,4,4,0,0,0,0,6,10,4,21,15,3,5,0,7,10,0,3,3,4,3,9,3,43,6,4,5,4,3,0,0,0,4,0,6,7,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,34,3,38,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,10,29,5,10,0,14,17,0,8,8,4,16,70,11,145,10,5,0,0,10,0,0,0,7,0,0,15,49,83,258,135,64,38,112,110,21,53,131,42,170,623,102,1336,53,40,7,0
UCL215021,160,111,61,8,56,66,15,37,122,14,88,504,40,995,4,0,0,0,0,0,0,0,4,0,0,6,0,13,12,6,8,0,11,3,0,5,11,0,6,21,0,65,4,0,0,0,0,3,0,3,4,0,5,8,0,21,4,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,7,13,0,15,16,0,6,18,3,24,46,3,116,3,0,0,0,3,3,0,0,5,0,0,11,67,97,183,119,69,9,77,83,21,44,149,19,108,562,113,1208,48,51,14,0
UCL215022,478,527,113,5,265,227,38,120,603,44,393,1861,146,3667,3,3,0,0,6,3,0,0,4,0,0,31,0,44,54,33,14,3,39,35,9,14,16,7,26,54,3,179,23,7,5,0,18,8,0,6,7,0,6,33,5,85,17,3,8,0,13,7,0,0,6,0,6,24,9,62,0,6,0,0,0,0,0,0,0,0,0,12,0,9,3,0,0,0,0,6,0,0,4,0,4,40,0,61,0,0,0,0,3,0,0,0,0,0,0,12,0,18,9,9,0,0,7,6,0,0,4,0,5,34,5,58,5,0,0,0,0,0,0,0,4,0,6,18,0,29,0,0,0,0,6,0,0,0,0,0,0,19,0,27,120,55,39,6,88,62,13,29,40,12,52,277,21,572,20,11,3,0,5,4,0,0,6,4,12,34,369,442,610,594,156,16,359,293,54,148,655,63,458,2177,534,4679,130,224,32,0
UCL215023,160,158,63,20,105,95,15,46,159,29,138,690,55,1325,0,3,0,0,0,4,0,0,0,0,5,11,0,19,7,6,5,0,4,5,0,3,4,0,6,8,0,31,0,0,6,0,0,3,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,13,10,6,0,6,12,0,8,8,6,8,41,0,86,8,12,6,0,6,0,0,3,4,0,0,16,52,94,186,179,72,24,122,105,18,55,165,32,154,748,112,1503,47,76,21,0
UCL215024,297,209,93,37,117,132,26,66,180,29,156,782,61,1584,0,0,0,0,0,0,0,0,7,0,0,0,0,12,8,3,0,0,0,3,0,3,0,0,7,13,0,31,7,0,0,0,3,3,0,0,0,0,4,8,4,16,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,9,6,14,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,17,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,21,6,3,4,8,12,0,8,9,0,13,60,9,117,11,9,3,0,6,5,4,4,4,3,8,17,116,170,329,217,104,38,131,147,31,73,187,37,173,858,186,1870,58,69,17,0
UCL215025,114,97,37,3,43,39,7,25,96,10,87,388,28,751,12,7,0,0,0,3,0,0,3,0,0,6,0,32,18,12,3,0,6,14,0,4,4,0,9,52,4,89,0,0,0,0,6,0,0,0,0,3,0,6,0,20,0,0,0,0,0,0,0,0,0,0,3,16,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,0,0,0,6,7,0,7,0,0,0,0,0,0,0,0,4,0,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,13,37,18,8,4,15,22,5,8,13,5,18,104,10,212,5,10,3,0,0,0,0,3,5,5,4,14,57,88,158,123,52,9,68,68,14,34,117,17,114,506,99,1056,38,58,12,0
UCL215026,119,92,34,3,52,35,11,29,89,11,83,454,19,815,0,5,3,0,4,3,0,6,6,0,3,6,0,19,25,11,4,0,12,18,4,10,11,5,11,17,0,76,4,0,0,0,0,3,0,4,3,0,4,10,0,21,9,0,0,0,6,6,0,0,0,0,3,16,6,36,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,8,49,24,13,3,33,27,3,15,24,3,27,73,5,191,5,3,0,0,0,0,0,0,4,0,0,8,82,104,168,116,50,10,86,64,18,47,117,17,114,537,111,1108,35,44,12,0
