UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL215008,14,27,84,103,105,71,12,0,0,414,20,8,11,11,16,11,7,0,0,84,4,0,5,0,5,4,3,0,0,16,0,0,0,5,0,0,0,0,0,5,35,33,98,111,128,89,26,0,0,522,0,0,5,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,5,0,3,0,0,0,0,14,40,35,104,111,131,87,26,0,0,536,23,0,4,14,15,27,53,25,4,165,0,8,6,3,0,0,0,0,0,21,67,41,108,129,145,116,84,24,4,722,5,15,49,57,71,38,0,0,0,233,39,9,39,63,49,28,9,0,0,237,0,0,13,0,6,3,0,0,0,31,0,0,3,0,0,0,0,0,0,3,47,22,102,128,129,65,13,0,0,506,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0,3,0,0,0,20,6,3,6,0,0,4,0,0,0,20
UCL215009,0,3,15,28,31,32,0,0,0,115,10,3,4,7,4,14,5,5,0,51,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,12,9,23,37,37,43,7,5,0,171,0,0,0,0,4,9,0,0,0,8,0,0,5,0,0,0,0,0,0,8,0,0,5,0,4,7,0,0,0,13,12,8,27,37,37,52,7,5,0,187,9,4,3,7,4,25,83,54,8,185,4,3,5,8,6,6,9,4,0,43,19,17,35,55,46,83,95,56,10,416,0,9,3,8,25,12,4,0,0,56,5,9,15,25,16,29,0,0,0,92,0,0,3,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,6,15,16,34,41,42,8,0,0,164,0,0,0,4,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,11
UCL215010,11,34,50,117,121,105,23,0,0,461,28,27,6,13,26,16,16,6,0,132,10,0,0,0,3,8,0,0,0,22,3,0,0,0,0,0,0,0,0,9,49,66,58,132,150,134,43,8,0,630,0,0,0,0,0,0,4,0,0,13,8,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,4,0,0,13,56,60,56,131,151,137,47,8,0,650,46,3,5,12,7,19,61,38,13,207,3,4,6,13,7,9,12,3,0,45,112,71,71,155,160,163,113,45,16,909,4,11,27,51,71,39,5,0,0,207,41,22,27,76,87,60,7,0,0,333,6,3,7,13,3,0,5,0,0,42,0,0,0,0,4,0,0,0,0,10,54,36,60,138,166,104,17,3,0,585,0,0,0,0,4,0,0,0,0,9,4,3,0,0,0,3,0,0,0,15,4,3,0,0,0,3,0,0,0,21
UCL215011,0,13,23,20,42,35,9,0,0,145,8,4,4,3,9,9,6,9,0,48,0,0,3,0,3,0,3,0,0,8,0,3,0,0,3,0,5,0,0,11,4,20,32,28,55,48,21,5,0,217,0,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,6,6,3,0,0,0,0,16,10,17,39,31,60,48,17,5,0,235,15,0,8,13,13,29,81,46,16,214,0,0,0,3,6,5,5,6,0,35,30,23,45,48,73,79,106,57,18,484,0,15,14,19,25,15,7,0,0,92,7,9,11,18,22,25,12,3,0,101,5,0,5,4,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,11,18,31,43,52,40,18,6,0,221,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,4,0,0,0,11
UCL215012,12,15,69,106,130,80,22,5,0,452,21,11,26,22,35,46,28,9,0,203,3,0,0,4,12,9,0,0,0,38,0,0,0,0,0,3,0,0,0,11,39,33,89,141,189,138,56,14,0,702,0,0,0,0,3,0,0,0,0,13,3,0,0,0,0,0,0,0,0,8,3,0,0,6,3,4,0,0,0,22,44,32,92,149,187,137,59,14,0,724,30,6,7,12,12,63,185,123,35,486,3,5,10,9,8,9,11,9,4,58,80,42,110,166,210,209,258,140,35,1263,0,11,40,77,100,60,17,0,0,306,39,13,38,91,97,93,36,0,0,405,19,6,12,13,14,15,7,0,0,80,0,0,3,4,4,0,0,0,0,12,57,30,96,178,215,162,59,0,0,804,0,0,0,0,5,0,0,0,0,4,4,0,0,0,0,4,0,0,0,10,4,0,0,0,6,4,3,0,0,19
UCL215013,10,63,301,290,171,70,9,0,0,923,26,30,44,48,25,11,7,0,0,190,0,3,13,11,5,6,3,0,0,43,0,0,3,4,3,0,0,0,0,10,44,91,368,347,206,90,27,0,0,1173,0,4,10,4,6,5,0,0,0,26,9,4,0,0,0,0,0,0,0,14,12,5,6,10,6,5,0,0,0,40,54,97,376,357,207,92,27,0,0,1211,44,10,16,19,16,34,49,18,0,207,9,10,13,20,13,8,0,0,0,74,109,122,404,394,239,132,76,15,0,1496,0,22,161,139,94,45,5,0,0,467,39,27,118,111,50,42,9,0,0,400,3,4,44,18,3,4,0,0,0,77,0,3,3,6,0,0,0,0,0,16,48,57,326,271,155,88,13,0,0,960,0,5,7,7,4,0,0,0,0,21,10,0,3,14,0,0,0,0,0,35,9,8,10,23,7,0,0,0,0,54
UCL215014,4,20,71,46,66,50,9,0,0,266,4,10,10,6,11,5,3,0,0,48,0,0,7,0,0,6,0,0,0,8,0,0,0,0,4,0,0,0,0,10,18,24,82,52,83,65,12,0,0,335,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,3,0,3,0,0,0,0,0,0,7,18,23,83,52,83,68,9,0,0,346,12,7,0,4,4,12,41,27,11,121,0,0,6,3,0,0,4,0,0,18,33,33,96,56,90,82,60,28,11,487,3,10,31,15,31,26,0,0,0,120,12,15,32,33,38,25,0,0,0,159,0,0,3,0,4,7,0,0,0,24,0,0,6,0,0,0,0,0,0,8,21,23,72,54,70,57,3,0,0,302,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,14,3,5,0,0,0,0,0,0,0,17
UCL215015,6,15,53,84,93,61,7,5,0,322,21,15,33,22,25,51,19,7,0,194,14,5,7,8,10,7,8,0,0,54,0,3,4,0,0,0,0,0,0,13,39,36,95,114,130,121,36,9,0,576,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,3,0,0,0,15,36,36,98,117,128,127,36,9,0,596,17,6,5,14,11,37,134,88,27,335,11,15,11,5,15,14,9,5,5,90,66,56,116,134,158,175,183,110,32,1019,3,8,40,49,77,49,10,0,0,235,19,25,33,62,59,57,18,0,0,283,5,9,9,9,8,9,7,0,0,50,0,0,0,0,0,0,0,0,0,3,23,45,86,120,144,114,33,3,0,574,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,7
UCL215016,22,54,209,174,144,128,29,0,0,770,27,18,30,26,24,27,17,0,0,172,3,0,11,9,14,13,0,0,0,47,4,3,7,6,3,0,0,0,0,26,57,72,255,213,191,176,53,8,0,1014,3,8,10,3,6,7,0,0,0,36,6,4,0,0,0,0,0,0,0,18,7,15,13,3,7,5,4,0,0,51,61,84,267,211,192,181,53,8,0,1066,46,13,31,32,39,57,153,90,22,483,5,5,19,16,13,14,7,3,0,73,117,102,320,255,247,246,217,98,23,1623,3,33,94,77,88,63,10,0,0,364,38,35,91,87,94,56,22,0,0,422,4,4,24,10,3,24,0,0,0,67,0,3,3,4,5,0,0,0,0,17,52,79,209,179,193,134,26,0,0,873,0,0,8,0,4,3,0,0,0,17,0,5,4,6,5,6,0,0,0,25,3,5,9,10,9,6,0,0,0,46
UCL215017,11,54,108,124,103,87,9,0,0,498,14,16,10,10,15,24,12,3,0,94,5,3,0,4,5,11,0,0,0,31,4,3,0,4,4,6,0,0,0,24,36,70,125,145,122,120,23,6,0,645,0,0,6,0,0,3,0,0,0,12,4,0,0,0,0,0,0,0,0,4,7,0,6,0,0,3,0,0,0,21,40,69,129,147,126,121,22,6,0,665,44,6,16,8,13,39,73,71,28,284,0,4,11,10,8,10,5,5,5,59,83,80,150,161,149,166,104,80,28,1007,7,18,55,55,56,28,3,0,0,232,39,27,55,68,69,57,17,0,0,331,7,5,8,13,4,7,0,0,0,47,0,3,0,8,0,5,0,0,0,18,46,54,124,139,135,99,21,5,0,626,0,0,0,0,4,5,0,0,0,7,5,0,0,6,0,0,0,0,0,13,5,0,0,6,4,5,0,0,0,24
UCL215018,10,45,97,75,90,101,21,3,0,443,20,4,16,16,19,23,20,7,0,134,0,0,0,0,9,5,4,0,0,20,0,5,6,0,4,0,5,0,0,15,34,59,117,98,117,134,44,12,0,613,0,0,3,3,0,4,0,0,0,14,6,0,0,0,0,0,0,0,0,5,4,0,7,3,0,6,0,0,0,16,42,59,124,98,121,136,44,12,0,631,34,4,13,25,28,54,161,114,37,466,10,8,8,7,4,16,10,12,3,70,82,70,145,126,154,201,221,140,43,1172,3,21,43,43,58,46,10,4,0,219,31,18,40,57,55,76,23,7,0,309,4,0,7,0,3,10,6,0,0,37,0,0,0,5,0,0,4,0,0,6,38,39,99,109,116,129,36,5,0,570,0,4,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,0,0,5,0,4,0,6,0,3,0,0,0,18
UCL215019,8,22,56,98,90,57,10,0,0,336,12,12,18,16,35,44,11,0,0,150,8,0,0,4,8,15,5,0,0,33,0,0,5,3,0,0,0,0,0,6,27,30,81,116,131,115,17,4,0,530,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,4,0,0,0,12,0,0,4,0,4,5,0,0,0,15,29,30,81,118,142,123,17,4,0,541,28,4,8,15,16,36,100,43,9,252,6,9,20,14,16,15,12,8,0,99,55,45,106,147,166,176,138,53,6,892,10,11,44,40,59,25,4,0,0,188,28,24,38,73,65,46,13,0,0,290,9,3,15,16,4,14,7,0,0,56,0,0,4,3,0,0,0,0,0,6,42,38,97,128,126,86,21,0,0,544,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,0,4,0,0,3,3,0,0,0,14
UCL215020,3,12,26,24,33,35,14,4,0,150,11,8,11,5,5,14,5,3,0,63,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,7,13,20,46,31,40,57,25,0,0,231,0,0,5,3,4,3,0,0,0,8,0,5,0,0,0,3,0,0,0,6,0,5,5,0,4,8,0,0,0,16,13,23,50,35,43,64,25,0,0,251,14,4,5,7,13,37,100,70,30,261,0,0,6,0,3,5,4,3,4,35,27,26,56,43,53,107,128,75,31,546,3,6,20,12,17,28,7,0,0,99,4,4,14,21,21,25,4,0,0,102,3,0,5,3,3,7,0,0,0,15,0,0,0,0,0,0,0,0,0,11,12,22,44,38,44,64,14,0,0,229,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,7
UCL215021,10,11,32,32,52,44,3,0,0,190,7,3,8,9,7,8,7,0,0,48,3,0,0,3,3,6,4,0,0,16,0,0,3,0,0,0,0,0,0,8,12,16,46,38,70,53,16,4,0,257,0,0,3,0,0,0,0,0,0,9,4,0,0,0,0,3,0,0,0,9,5,0,3,0,0,3,0,0,0,15,23,16,50,39,70,54,16,4,0,270,15,5,3,9,11,34,71,42,6,189,3,0,3,3,7,3,10,0,0,36,37,17,53,54,91,98,92,40,10,492,6,4,14,13,41,28,0,0,0,106,14,11,13,26,28,35,12,0,0,136,0,0,3,0,3,9,4,0,0,22,0,7,0,0,0,0,0,0,0,6,25,18,31,38,75,68,18,0,0,272,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,13
UCL215022,15,66,155,136,115,104,15,0,0,605,21,30,41,33,24,28,18,8,0,192,4,3,5,8,3,8,5,0,0,30,0,0,4,10,4,0,3,0,0,24,31,97,205,182,144,142,40,3,0,846,0,13,17,14,9,12,0,0,0,65,8,3,7,4,0,4,3,0,0,26,8,15,23,11,14,10,4,0,0,90,39,113,226,197,157,155,47,3,0,936,77,32,43,43,63,124,205,134,19,735,25,25,20,26,15,14,7,9,0,146,140,169,293,259,237,284,263,150,23,1821,6,39,81,69,70,40,4,3,0,310,38,48,95,91,75,102,25,3,0,467,7,15,18,7,12,17,4,0,0,74,6,0,7,3,0,0,0,0,0,10,51,102,195,168,152,151,38,7,0,858,0,7,4,10,0,3,0,0,0,32,3,8,12,8,3,9,0,0,0,44,7,15,15,19,5,10,0,0,0,75
UCL215023,12,26,42,35,55,58,11,0,0,233,14,5,13,4,11,14,9,0,0,64,0,0,0,0,3,0,3,0,0,17,4,0,4,0,0,4,0,0,0,11,26,32,55,40,71,72,21,5,0,322,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,4,0,4,0,0,0,0,12,30,32,57,40,80,73,20,7,0,333,18,5,10,10,7,26,75,64,25,237,8,3,3,0,5,4,7,3,5,36,50,39,71,52,88,99,105,71,32,603,0,10,23,21,38,22,3,0,0,112,17,6,16,24,37,48,14,6,0,166,0,3,4,5,4,0,0,0,0,16,0,0,3,0,7,4,0,0,0,9,22,19,49,45,78,67,15,9,0,307,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,9
UCL215024,3,14,55,60,62,47,13,0,0,250,3,0,5,4,13,16,18,0,0,61,0,0,4,0,0,4,3,0,0,9,0,0,0,0,4,5,0,0,0,12,11,15,63,60,72,69,35,0,4,334,0,0,4,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,4,0,3,3,0,0,0,13,14,19,66,60,76,68,41,0,4,346,15,6,5,7,13,35,123,101,48,355,0,0,4,10,4,12,13,13,3,63,32,24,70,76,103,117,171,116,53,761,0,6,24,34,34,21,4,0,0,126,5,10,24,32,36,35,18,0,0,164,0,0,4,4,4,4,0,0,0,14,0,0,0,3,0,0,0,0,0,11,11,17,52,65,72,65,28,5,0,315,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,12
UCL215025,0,11,24,31,25,51,10,0,0,152,4,6,4,4,6,12,13,0,0,50,0,0,0,0,6,10,0,0,0,15,0,0,0,3,0,5,3,0,0,12,8,16,32,44,34,70,24,4,0,231,0,0,3,0,0,3,0,0,0,8,0,0,3,0,0,0,0,0,0,6,0,3,4,0,0,4,0,0,0,19,9,21,37,43,42,74,26,4,0,252,12,0,5,0,12,28,77,39,10,179,5,0,0,4,5,6,5,0,0,30,21,24,37,47,59,111,108,39,12,460,0,0,15,12,8,24,3,0,0,65,4,9,14,17,22,25,15,0,0,106,0,6,3,9,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,6,28,34,34,54,18,0,0,180,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,10
UCL215026,3,8,28,32,36,36,4,0,0,138,3,5,0,5,8,13,6,4,0,47,0,0,0,0,8,5,0,0,0,14,6,0,0,0,6,0,0,0,0,15,13,10,30,36,52,53,8,3,0,217,0,3,5,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,5,0,0,0,16,14,16,35,36,61,60,8,3,0,228,8,0,5,3,16,27,73,47,13,205,9,0,3,7,4,6,11,8,0,40,28,19,44,48,79,93,94,61,13,479,0,5,15,16,13,9,3,0,0,70,6,8,20,15,21,31,8,0,0,109,0,0,8,8,3,3,0,0,0,16,0,0,0,0,0,3,0,0,0,3,10,20,39,38,40,48,12,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5
UCL215027,8,5,36,35,33,41,7,4,0,163,11,3,6,4,10,10,14,6,0,59,0,0,0,0,0,0,0,0,0,7,0,0,0,5,5,0,0,0,0,6,16,8,44,38,41,53,25,5,4,239,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,5,0,0,0,5,4,0,0,0,4,3,0,0,0,16,14,8,47,42,45,57,28,5,4,257,5,0,9,3,8,29,46,54,27,177,3,3,8,8,10,4,10,4,9,60,28,20,62,55,69,92,80,63,31,492,0,9,5,18,23,15,0,0,0,81,6,6,17,22,24,33,8,4,0,125,0,0,7,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,5,9,18,36,42,48,57,7,4,7,223,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,4,4,8,0,0,0,9
UCL215028,3,25,75,78,95,87,14,0,0,377,15,8,16,21,27,24,23,4,0,134,3,0,0,0,8,3,9,0,0,23,3,0,0,0,5,0,0,0,0,5,24,37,88,95,129,115,45,0,0,540,3,3,3,6,7,4,0,0,0,23,0,4,0,0,0,0,4,0,0,14,5,4,8,6,10,0,5,0,0,29,24,37,97,98,134,118,54,0,0,573,36,8,15,22,29,51,127,116,40,447,11,6,3,10,19,13,21,15,15,117,69,51,119,135,185,188,204,131,55,1136,0,8,33,32,42,35,7,0,0,164,26,9,44,60,57,68,15,0,0,285,0,0,8,11,3,7,7,0,0,44,0,0,3,0,0,0,0,0,0,3,30,26,88,100,108,118,26,3,0,497,0,0,7,0,4,3,0,0,0,14,0,7,0,0,0,0,0,0,0,12,4,5,7,0,0,3,0,0,0,26
UCL215029,11,16,76,94,123,121,28,5,0,472,25,11,40,35,62,83,38,5,0,304,6,0,0,8,5,14,3,0,0,42,0,0,0,0,3,0,0,0,0,9,44,30,123,135,190,217,70,10,0,818,0,3,4,3,10,4,0,0,0,23,5,0,0,9,0,0,5,0,0,17,3,3,5,10,10,3,5,0,0,44,47,31,132,147,203,221,75,10,0,864,37,3,20,18,31,90,210,109,37,548,0,3,10,15,14,16,27,12,7,110,84,36,157,172,246,327,315,132,47,1516,0,17,39,50,111,68,8,0,0,298,19,13,54,75,105,134,36,5,0,447,0,0,12,10,11,15,7,0,0,50,0,0,0,3,0,0,0,0,0,11,20,27,110,140,228,216,49,3,0,801,3,3,0,0,3,0,0,0,0,13,0,3,0,0,9,8,0,4,0,19,3,8,4,4,4,8,0,4,0,28
UCL215030,0,11,41,33,36,47,7,0,0,182,5,0,0,7,0,12,4,4,0,37,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,14,14,43,43,40,66,11,3,0,233,5,3,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,16,16,13,45,40,41,67,11,3,0,246,20,4,11,10,20,35,93,53,27,277,3,0,0,6,8,6,7,5,3,42,39,21,55,58,65,104,114,68,30,560,0,5,19,15,23,18,3,0,0,83,9,9,20,18,28,34,3,4,0,126,5,7,0,0,0,5,0,0,0,19,0,0,0,0,0,0,4,0,0,3,10,13,48,36,51,61,11,5,0,232,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,6,0,0,0,9
UCL215031,8,20,29,35,33,53,16,0,0,195,6,5,13,0,9,10,11,4,0,59,0,3,0,3,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,6,18,21,38,40,48,67,33,4,0,280,0,0,4,0,8,0,0,0,0,10,0,0,4,0,0,0,0,0,0,4,0,0,5,0,8,0,0,0,0,14,20,24,44,40,55,69,33,4,0,293,12,5,12,8,21,26,62,59,33,228,6,0,4,8,7,8,6,11,3,45,36,35,62,53,79,98,110,68,31,570,0,3,21,16,31,22,8,0,0,100,7,6,12,28,30,32,10,0,0,125,0,0,3,0,5,5,0,0,0,14,0,0,0,0,0,0,0,0,0,3,15,7,38,45,62,62,20,0,0,243,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,10
UCL215032,14,34,81,81,81,77,22,7,0,395,26,9,19,17,13,22,33,10,0,151,0,0,5,13,8,0,9,0,0,34,0,0,8,4,0,0,6,0,0,16,42,49,114,113,96,106,62,17,0,595,6,3,3,0,6,3,0,0,0,18,3,0,0,0,0,3,0,0,0,7,6,3,5,0,6,7,0,0,0,26,46,47,109,113,104,115,62,19,0,617,33,7,13,21,24,58,182,135,67,538,4,9,8,15,6,21,19,9,10,113,87,72,136,147,136,194,258,165,76,1271,3,10,47,57,65,35,13,0,0,235,26,14,48,52,47,70,22,7,0,278,4,4,13,9,6,15,8,0,0,67,0,4,4,5,6,0,0,0,0,14,35,33,111,120,118,124,44,10,0,594,0,0,0,4,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,11,0,0,0,4,3,3,0,0,0,17
UCL215033,10,21,110,214,187,82,18,0,0,639,23,7,7,18,12,12,5,0,0,89,4,0,7,7,10,0,3,0,0,29,0,0,0,0,0,0,0,0,0,5,35,28,125,248,202,98,21,0,0,766,0,0,3,0,0,5,0,0,0,8,5,3,0,0,0,0,0,0,0,14,9,3,3,0,0,7,0,0,0,24,49,36,129,245,204,98,20,0,0,791,35,5,9,4,16,17,58,14,0,150,0,0,4,3,0,3,0,0,0,14,84,41,143,259,220,122,82,14,0,959,0,14,70,122,105,35,5,0,0,356,52,13,51,98,62,31,15,0,0,318,7,3,13,18,9,6,0,0,0,48,0,0,0,0,0,0,0,0,0,5,59,34,132,243,172,66,17,0,0,730,0,6,7,0,3,0,0,0,0,15,7,0,4,3,0,0,0,0,0,14,7,6,6,7,3,0,0,0,0,29
UCL215034,0,9,18,26,34,35,8,0,0,131,11,3,9,3,4,11,11,0,0,56,3,0,0,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,6,12,15,31,33,38,51,22,0,0,207,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,6,12,15,31,33,37,54,22,0,0,211,3,0,9,10,9,23,84,84,37,269,0,3,0,6,6,4,7,5,4,50,20,23,40,53,58,85,119,98,47,524,3,5,8,9,18,8,0,0,0,57,12,11,12,15,21,30,14,0,0,125,6,0,0,0,3,9,4,0,0,20,0,0,0,0,0,0,0,0,0,5,19,20,25,35,47,48,13,0,0,210,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,7,0,0,0,14
