UCL_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
UCL215051,846,441,492,497,415,550,570,359,148,4315,9,0,0,0,0,3,6,0,0,17,0,4,0,0,0,0,0,0,0,0,21,19,27,9,0,15,11,10,0,106,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,27,8,0,15,4,10,0,111,29,23,32,9,3,17,8,12,0,130,875,464,520,506,420,566,579,369,143,4441
UCL215052,128,80,86,93,159,255,318,154,59,1332,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,9,4,6,8,19,10,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,6,8,19,10,4,0,60,6,9,4,6,8,17,10,6,0,62,128,86,83,97,170,278,331,161,59,1392
UCL215053,716,259,419,459,419,514,474,333,134,3729,0,0,0,4,0,0,6,0,0,10,5,3,0,0,4,0,0,0,0,20,18,26,18,13,9,23,8,6,5,137,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,21,22,13,23,21,6,5,174,27,33,29,24,17,28,18,10,5,184,736,290,444,483,428,545,498,340,140,3910
UCL215054,367,175,244,183,229,294,236,164,102,1983,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,10,7,4,5,0,3,5,6,0,7,37,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,7,8,6,0,7,44,4,5,5,0,5,8,6,0,10,48,370,182,247,185,230,299,243,164,105,2030
UCL215055,185,75,88,125,155,311,368,162,21,1487,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,9,15,17,23,25,35,7,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,15,18,23,25,40,7,0,145,18,8,15,18,20,25,40,7,0,150,202,84,95,136,181,339,408,165,21,1633
UCL215056,285,148,224,205,196,221,157,56,26,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,3,4,0,3,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,3,4,0,3,3,0,32,8,6,6,3,4,0,3,3,0,32,293,151,226,205,196,221,160,60,26,1539
UCL215057,343,142,147,194,220,234,205,132,62,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,3,0,3,7,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,3,3,8,7,5,0,37,5,9,4,8,7,8,7,5,0,40,353,148,149,201,225,244,212,134,67,1718
UCL215058,181,86,104,90,127,174,168,116,56,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,8,8,0,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,6,14,0,7,35,7,4,4,0,0,6,14,0,7,37,186,95,108,89,127,183,181,117,57,1139
UCL215059,325,154,189,242,254,302,367,170,62,2064,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,6,4,0,14,20,18,29,18,20,19,14,8,0,147,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,3,4,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,28,22,18,26,26,9,0,191,20,28,28,22,18,28,33,9,0,195,345,179,223,266,277,329,400,177,63,2258
UCL215060,439,251,270,288,310,397,347,269,151,2726,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,4,7,9,14,11,10,9,12,3,5,68,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,14,14,10,10,12,3,5,84,11,9,18,14,10,8,9,7,5,83,448,260,286,300,320,404,355,275,154,2816
UCL215061,310,143,200,211,183,285,325,192,87,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,18,8,8,9,8,6,3,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,11,13,13,15,9,3,4,85,8,18,11,13,10,15,9,0,4,90,315,161,210,228,202,298,329,193,93,2026
UCL215062,240,177,138,151,149,207,208,129,72,1479,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,9,12,4,0,41,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,4,9,12,4,0,47,5,10,3,0,4,10,14,13,0,57,239,186,141,151,155,223,224,142,72,1536
UCL215063,206,105,124,107,98,130,161,93,35,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,0,0,24,0,5,5,0,5,3,0,0,0,29,205,112,123,107,98,129,162,88,41,1075
UCL215064,284,185,266,173,208,227,196,207,119,1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,11,3,17,9,10,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,10,3,17,9,10,0,83,4,13,15,10,3,17,12,10,0,84,291,193,282,180,216,250,204,211,120,1939
UCL215065,579,351,395,342,422,504,519,370,184,3678,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,7,17,20,27,20,34,32,30,17,7,212,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,27,22,39,43,36,16,7,227,17,20,26,22,39,43,36,18,7,230,593,373,426,369,462,545,559,393,189,3909
UCL215066,307,139,172,162,208,318,315,216,79,1919,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,5,11,9,8,11,17,5,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,9,10,16,21,8,0,89,8,5,11,9,16,16,22,8,0,92,316,144,181,167,232,331,336,222,81,2013
UCL215067,127,76,119,85,105,128,157,93,75,966,0,0,0,4,0,0,0,0,0,4,0,0,5,4,4,0,0,0,0,10,4,0,17,0,5,15,12,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,7,5,20,12,0,0,68,4,9,15,7,5,20,12,0,0,68,132,81,136,89,111,144,166,97,75,1032
UCL215068,298,187,180,192,322,543,821,533,182,3256,0,0,0,0,0,0,6,0,0,18,0,0,0,0,0,0,3,0,0,3,9,11,10,8,13,27,32,7,4,122,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,5,8,13,27,31,9,4,129,14,11,5,7,16,29,36,14,3,144,312,198,187,201,336,571,864,547,188,3402
UCL215069,572,221,226,375,335,436,573,324,143,3207,0,4,0,0,0,0,0,7,6,16,0,0,0,0,0,0,0,0,0,3,6,23,25,20,19,43,49,26,11,215,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,25,20,23,41,54,26,11,225,6,26,21,20,23,46,52,33,14,236,585,242,249,395,361,481,630,349,152,3441
UCL215070,552,326,372,328,334,362,324,197,121,2928,0,3,0,0,0,5,0,6,0,10,0,0,0,0,0,0,0,0,0,8,8,12,11,0,4,14,18,4,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,17,7,8,17,25,4,0,90,10,14,17,7,8,17,23,6,4,98,563,342,389,336,344,375,346,211,120,3031
UCL215071,710,424,317,419,539,519,324,170,30,3446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,8,5,4,0,10,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,8,5,4,0,10,0,0,51,5,17,8,5,4,0,10,0,0,51,715,442,325,427,543,520,330,168,30,3496
UCL215072,409,219,411,394,239,263,222,97,56,2318,0,0,3,0,0,0,5,0,0,11,0,0,0,0,0,3,3,0,0,4,12,5,21,17,13,13,30,22,0,135,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,24,17,13,18,33,24,0,142,12,6,22,21,12,18,36,24,0,153,425,234,436,410,249,282,255,117,62,2467
UCL215073,379,249,209,221,321,411,391,310,158,2655,4,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,12,13,9,4,10,13,8,6,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,11,4,10,17,6,6,0,85,14,18,11,8,11,21,4,8,3,101,391,269,216,228,336,433,400,322,161,2754
UCL215074,1025,526,727,605,658,547,437,205,42,4772,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,12,8,10,3,9,6,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,13,9,10,9,5,3,0,66,10,12,13,11,4,9,5,3,0,68,1034,535,740,623,667,548,445,212,44,4844
UCL215075,218,121,163,135,132,184,156,80,15,1203,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,10,5,0,3,0,5,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,3,3,0,5,3,0,36,9,9,5,3,3,0,5,3,0,36,226,132,165,140,133,183,156,86,15,1242
UCL215076,378,189,230,225,257,308,339,189,74,2194,0,4,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,9,6,4,3,7,6,3,3,46,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,4,5,4,8,3,3,51,3,9,6,4,7,4,9,3,3,53,383,208,238,229,265,317,350,191,79,2255
UCL215077,246,106,129,187,184,277,268,131,57,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,11,15,32,21,10,8,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,12,15,28,19,13,8,0,131,10,18,12,15,36,19,13,8,0,132,257,125,141,206,212,293,283,138,54,1708
UCL215078,435,210,273,253,241,232,138,68,14,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,4,0,0,0,20,3,3,3,0,5,4,0,0,0,20,439,219,273,259,244,238,138,70,13,1887
UCL215079,276,179,204,160,257,288,313,249,111,2037,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,4,12,11,10,8,8,0,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,12,11,8,14,8,0,3,77,16,4,8,16,8,14,8,0,3,78,295,189,217,169,265,305,314,252,110,2116
UCL215080,446,220,310,236,209,245,291,122,31,2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,6,12,14,10,3,0,0,61,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,15,13,10,5,0,0,64,4,12,7,15,13,10,5,0,0,65,451,232,316,252,226,248,295,127,31,2175
UCL215081,743,374,532,413,507,549,485,358,125,4089,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,5,5,19,15,7,4,14,9,7,3,78,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,17,7,4,19,12,9,3,86,5,18,17,7,4,19,12,14,3,94,747,391,548,420,508,561,499,366,126,4174
UCL215082,533,232,238,333,310,263,184,50,13,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,3,3,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,3,6,0,4,0,0,31,7,5,5,3,3,0,4,0,0,34,541,244,241,335,312,268,187,47,16,2197
UCL215083,312,184,207,187,218,307,251,183,94,1932,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,7,5,7,8,8,6,7,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,7,9,3,6,7,51,0,5,7,5,9,9,9,6,7,57,311,187,211,192,228,319,259,190,99,1986
UCL215084,257,137,165,106,155,138,165,95,61,1276,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,0,3,0,0,21,10,4,4,6,0,0,3,0,0,31,267,139,170,108,156,144,165,96,61,1305
UCL215085,267,110,122,177,140,137,123,41,14,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,0,0,15,3,7,0,0,0,0,0,0,0,18,264,120,122,184,140,136,121,41,14,1155
UCL215086,766,380,436,470,444,370,421,259,118,3661,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,18,8,4,3,9,3,0,0,64,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,8,7,12,4,3,0,0,66,11,19,8,7,11,4,8,0,0,69,773,401,441,473,449,380,424,259,118,3729
UCL215087,352,166,193,214,232,248,179,53,10,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,0,0,0,4,0,19,4,6,3,4,0,0,0,4,0,21,353,171,199,213,238,255,184,57,10,1680
UCL215088,266,171,127,178,327,322,253,134,58,1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,17,8,11,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,17,8,11,0,3,65,0,7,6,5,17,8,11,0,3,61,267,178,135,182,340,332,266,132,67,1894
UCL215089,336,200,233,176,233,314,323,216,100,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,5,9,6,6,3,12,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,5,9,6,6,3,12,72,3,10,10,5,9,6,8,3,12,66,339,212,244,188,243,322,331,219,107,2199
