UCL_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
UCL215037,6,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,0,0,9,0,9,0,3,4,5,0,0,10,0,0,0,0,3,0,0,0,0,0,5,0,0,4,3,0,3,0,4,0,13,3,8,8,19,21,0,51,0,0,5,0,7,0,6,0,0,0,0,8,0,10,0,0,0,0,4,4,7,8,10,34,48,78,7,179,0,0,3,3,6,0,14,0,0,0,0,0,0,0,0,0,0,7,25,0,30,0,0,0,0,9,0,9,0,0,0,3,41,0,49,0,0,0,3,10,0,13,0,0,0,8,12,0,24,0,0,5,5,10,0,17,0,0,0,4,17,0,17,0,0,0,3,3,0,7,0,0,0,3,0,0,8,0,0,0,0,10,0,10,0,3,10,4,8,0,23,0,0,0,0,6,0,10,0,0,4,4,0,0,7,6
UCL215038,8,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,6,5,3,0,7,8,6,8,3,0,0,18,0,0,7,14,21,0,47,0,0,0,0,5,0,5,0,0,0,0,5,0,16,0,0,4,0,0,0,10,10,12,34,32,75,7,170,0,0,0,0,11,4,18,3,0,6,3,13,0,22,0,0,5,6,19,3,31,0,0,0,0,3,0,3,0,0,0,3,28,0,35,0,0,0,0,0,0,0,0,0,3,0,17,6,30,5,0,0,4,15,0,26,0,0,3,0,9,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,4,0,0,3,5,0,7,0,0,0,11,0,0,3,0,10,0,6,0,0,4,5,13,0,20,5
UCL215039,7,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,4,5,0,7,0,0,4,0,0,0,4,3,0,7,0,3,0,17,0,0,13,14,27,3,54,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,5,30,27,66,9,142,0,0,0,0,9,0,14,0,0,0,0,8,0,8,0,0,0,0,22,0,24,0,0,3,5,11,0,14,0,0,6,3,29,0,34,0,0,0,0,4,0,9,0,0,0,6,13,0,19,0,0,0,0,7,0,9,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,4,5,0,7,0,0,4,3,5,0,11,0
UCL215040,0,0,5,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,15,0,7,3,3,5,0,18,0,3,5,5,36,3,52,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,9,17,12,78,3,128,0,0,4,0,28,0,29,0,0,0,0,3,0,3,0,0,0,0,19,0,20,0,0,0,0,0,0,0,0,0,0,0,18,0,17,0,0,0,0,9,0,12,0,0,0,0,20,0,22,0,0,0,0,4,0,0,0,0,0,3,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,16,0,23,0
UCL215041,7,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,6,0,3,7,4,7,0,20,0,0,0,0,3,0,8,0,3,10,14,32,0,64,5,4,23,9,16,0,62,7,12,30,22,51,3,124,0,0,0,0,0,0,0,0,0,0,3,14,0,12,0,0,0,0,7,0,10,18,21,90,83,187,10,408,0,0,4,9,23,0,40,0,0,0,0,0,0,0,0,0,6,10,56,0,72,0,0,6,4,14,0,25,0,0,0,3,68,4,77,0,0,0,0,9,0,16,0,0,4,14,33,6,65,3,0,3,5,11,4,29,0,0,0,0,13,0,17,0,0,0,0,3,0,3,0,0,0,0,6,0,10,0,0,3,0,4,0,7,3,5,10,12,15,0,44,0,0,0,0,11,0,15,0,3,23,27,46,3,103,9
UCL215042,8,0,8,0,0,4,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,4,4,0,3,0,0,5,4,3,0,16,0,0,3,0,3,0,11,0,3,0,7,3,0,16,4,5,13,14,5,0,47,3,5,13,17,17,0,57,0,0,0,0,3,0,5,0,0,0,3,6,0,13,0,0,0,0,0,0,6,14,18,52,58,72,5,218,0,0,0,0,7,0,14,0,0,0,0,0,0,0,4,0,5,0,13,0,17,0,0,0,0,4,0,8,0,4,4,0,72,0,82,0,0,0,0,3,0,12,0,0,0,3,7,0,14,0,0,0,5,10,0,14,0,0,3,0,9,0,16,0,0,0,0,0,0,0,0,0,4,8,5,0,13,0,0,0,4,5,0,7,0,4,13,8,3,0,23,0,0,5,7,5,0,17,0,3,4,9,9,0,23,8
UCL215043,19,0,25,0,0,3,5,7,3,16,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,8,0,13,0,0,0,7,10,0,19,0,0,0,0,7,0,11,0,0,5,8,9,0,25,9,15,23,11,24,0,80,3,5,47,39,61,6,162,0,0,0,3,7,0,17,0,0,0,8,12,0,21,0,0,4,3,9,0,17,9,27,109,114,236,18,512,0,0,4,5,19,0,23,0,0,0,0,0,0,4,4,0,3,7,73,7,93,0,0,0,0,12,0,14,0,0,3,12,161,6,178,0,0,0,5,17,0,26,0,0,6,12,33,3,60,0,0,0,3,23,0,34,0,0,4,5,34,7,54,0,0,0,0,0,0,0,0,0,0,3,3,0,13,0,0,0,5,15,0,18,0,0,5,9,15,0,34,0,0,0,0,18,0,16,0,0,5,17,17,3,48,11
UCL215044,15,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,3,0,4,4,5,0,22,11,9,21,3,4,0,52,11,8,26,26,33,5,112,0,0,0,0,0,0,0,0,0,0,8,11,0,21,0,0,0,0,0,0,8,21,20,77,62,101,16,298,4,0,7,0,12,0,21,0,0,0,0,0,0,0,0,0,9,3,34,0,52,0,0,0,6,3,0,6,0,0,3,0,43,0,48,0,0,0,5,9,0,7,0,0,7,7,36,0,50,0,0,3,9,20,0,30,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,4,0,3,0,7,3,0,4,0,10,0,18,0,0,0,0,7,0,13,3,3,14,10,10,0,43,10
UCL215045,11,0,28,0,0,0,3,4,0,6,0,0,0,0,0,0,4,0,0,0,4,4,0,9,0,0,4,5,0,0,7,0,0,9,0,10,0,23,0,0,0,5,6,3,11,5,0,6,5,7,0,24,8,10,26,13,18,0,73,10,13,36,50,65,6,178,0,0,5,3,0,0,5,0,0,3,3,11,0,25,0,0,3,4,6,3,20,24,31,110,127,189,19,502,0,0,0,3,19,0,23,0,0,0,0,5,0,9,0,0,9,11,56,4,86,0,0,0,0,5,0,5,0,0,4,12,106,0,128,0,0,6,5,20,0,27,0,0,10,14,43,5,73,0,0,7,12,13,0,43,0,0,0,3,31,0,39,0,0,0,0,3,0,6,0,0,0,9,7,0,17,0,0,6,4,12,0,18,0,4,15,10,12,0,42,0,0,0,7,13,3,21,3,4,9,15,13,0,44,13
UCL215046,8,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,4,0,0,13,0,0,0,0,0,0,3,0,0,12,0,4,0,15,0,0,0,3,3,0,8,0,4,10,9,9,0,25,10,8,26,4,7,0,61,8,8,26,19,12,0,68,0,0,0,0,0,0,0,0,0,0,4,5,0,18,0,0,0,4,0,0,11,24,20,90,66,84,9,286,4,0,0,4,5,0,14,0,0,0,0,0,0,0,0,0,0,0,27,0,28,0,0,0,0,0,0,11,0,0,3,9,72,0,91,4,0,0,0,6,0,10,0,0,7,5,19,3,31,0,0,5,7,8,0,23,0,0,0,3,17,3,25,0,0,0,0,0,0,7,0,0,8,4,3,0,12,0,0,0,0,6,0,8,3,5,16,3,3,0,30,0,0,0,3,12,0,18,0,0,14,13,16,0,48,13
UCL215047,6,0,13,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,4,8,0,12,0,0,0,0,4,0,5,0,0,0,4,5,0,9,0,0,0,0,3,0,12,0,0,5,7,0,0,12,3,11,18,9,10,0,48,0,11,17,40,23,5,98,0,0,0,0,0,0,0,0,0,0,4,15,0,21,0,0,0,0,4,0,4,8,22,58,99,120,9,324,0,0,3,3,16,0,17,0,0,0,4,4,0,6,0,0,5,3,41,0,51,0,0,0,0,12,0,10,0,0,3,11,120,0,140,0,0,0,4,20,0,25,0,0,6,9,21,3,41,0,0,5,0,15,0,15,0,0,0,0,21,0,25,0,0,0,0,7,0,6,0,0,0,4,11,0,14,0,0,0,0,4,0,5,0,0,4,7,5,0,18,0,3,0,0,11,0,14,0,0,3,14,13,0,28,3
UCL215048,8,0,14,0,0,0,0,7,0,15,0,0,0,0,0,0,3,0,0,0,4,6,0,5,0,0,0,0,5,0,5,0,0,0,3,0,0,6,0,0,0,0,8,0,8,0,0,0,5,10,0,19,3,6,17,9,11,0,48,5,6,9,22,27,4,70,0,0,0,0,7,0,11,0,0,0,11,3,0,17,0,0,0,0,4,3,10,11,10,50,74,103,14,259,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,4,5,34,3,47,0,0,0,0,3,0,10,0,0,4,6,68,4,74,0,0,5,0,12,0,18,0,0,0,5,16,0,30,0,0,8,3,13,5,21,0,0,0,8,18,0,25,0,0,4,3,0,0,8,0,0,0,4,3,0,12,0,0,0,0,3,0,3,0,0,3,7,10,0,22,0,3,0,3,9,0,19,0,0,4,11,8,0,31,3
UCL215049,12,0,46,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,5,0,8,5,0,12,0,0,0,21,0,0,0,0,4,0,4,0,5,3,0,0,0,9,3,0,13,3,0,0,22,7,3,7,5,8,0,30,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,4,23,15,67,35,40,11,191,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,7,0,0,7,3,35,3,52,0,0,0,8,0,0,6,0,0,19,3,8,6,34,9,0,21,26,35,0,93,0,0,0,3,0,0,9,0,0,0,4,0,0,4,5,0,4,0,0,0,14,0,0,8,3,6,0,14,4,0,25,0,0,0,31,0,0,3,0,8,0,13,0,5,8,0,0,0,14,5
UCL215050,0,0,4,3,0,0,0,6,0,11,0,0,7,0,0,0,14,4,4,13,0,3,0,18,0,0,0,0,0,0,3,14,0,36,9,0,0,68,0,0,4,4,3,0,8,7,3,5,6,5,3,40,30,15,47,5,3,3,104,25,13,54,15,12,6,117,3,4,4,0,0,0,10,0,0,4,5,3,0,13,0,0,9,0,4,6,13,99,57,217,60,55,20,503,0,0,4,0,4,0,7,0,0,3,0,0,0,3,3,0,23,4,16,5,50,4,0,6,0,4,0,16,9,0,15,12,70,3,110,5,0,13,5,9,0,33,4,0,17,10,12,3,44,0,0,0,0,4,0,12,0,4,10,9,18,0,41,0,0,8,3,5,0,25,9,6,28,0,7,0,49,0,0,4,6,0,0,14,41,10,74,18,11,4,153,4,0,14,3,12,0,28,13,8,28,30,16,3,93,44
UCL215051,12,0,25,0,0,0,0,7,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,13,0,17,0,0,11,4,5,0,26,0,0,0,0,9,0,9,3,0,18,13,17,0,44,12,18,49,10,31,4,131,19,11,50,46,73,5,204,0,0,5,0,8,0,16,0,0,4,4,23,0,26,0,0,0,0,10,3,12,42,34,153,114,244,19,616,5,3,11,10,28,5,54,0,4,0,3,32,0,40,0,0,0,7,50,0,60,0,0,3,8,35,0,51,0,0,6,11,129,5,145,0,0,0,0,5,0,10,0,0,0,12,34,6,60,3,0,6,10,28,0,45,0,0,3,4,35,0,41,0,0,0,0,4,0,5,0,0,3,7,0,0,10,0,0,0,0,15,5,22,0,5,20,13,7,0,42,0,0,0,0,7,0,15,6,0,30,22,37,0,101,18
UCL215052,8,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,8,0,0,0,5,0,0,5,9,0,8,0,3,0,17,0,0,3,0,4,0,13,0,0,4,6,0,0,13,3,7,9,4,7,0,24,8,0,18,12,13,0,58,0,0,3,0,0,0,3,0,0,0,5,3,0,3,0,0,3,0,0,0,3,27,16,66,35,55,8,211,0,0,0,0,3,0,4,0,0,0,4,5,0,10,0,0,10,3,15,0,26,0,0,0,0,0,0,4,5,0,6,4,20,0,32,0,0,0,0,4,0,5,0,0,9,4,17,3,35,4,0,0,4,4,0,17,0,0,0,0,3,0,7,0,0,4,0,0,0,4,6,0,4,0,0,0,14,0,0,0,3,3,0,4,12,6,18,5,4,0,34,0,0,6,4,7,0,19,4,0,10,6,14,0,30,11
UCL215053,20,0,56,0,0,0,9,6,0,12,4,0,0,0,0,0,4,0,0,0,3,0,0,7,0,0,4,0,12,0,19,5,0,11,11,10,0,36,0,0,7,7,9,0,18,0,6,6,13,16,0,47,13,21,55,24,18,0,127,13,5,46,41,42,12,160,0,3,0,5,0,0,11,0,4,5,8,11,0,29,0,0,3,5,3,3,13,36,48,168,157,185,30,626,0,0,6,6,15,0,35,0,0,0,0,12,0,12,0,0,6,6,27,0,34,0,0,0,0,7,0,13,0,3,7,8,149,0,173,0,0,3,0,13,0,22,0,6,15,18,51,3,96,0,6,20,29,48,8,118,0,0,8,15,30,0,54,4,0,0,0,3,0,9,0,0,0,4,0,0,16,0,0,3,0,15,0,26,5,3,21,14,15,0,62,0,0,4,10,16,0,34,10,6,24,20,39,0,98,18
UCL215054,8,0,17,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,3,3,0,6,0,0,0,3,3,0,3,0,0,5,0,3,0,11,0,0,0,3,3,0,13,3,3,15,8,10,5,41,0,5,16,18,38,6,86,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,7,5,7,7,11,36,46,127,18,246,0,0,5,0,18,6,22,0,0,0,0,6,0,3,0,0,0,5,22,0,28,0,0,0,0,3,0,3,0,0,0,0,40,0,46,0,0,0,0,8,0,5,0,0,0,0,30,0,37,0,0,0,3,20,4,27,0,0,0,5,21,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,3,3,0,6,0,0,0,5,5,0,9,0,0,5,0,13,0,17,0,0,0,4,11,0,24,4
UCL215055,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,11,0,0,4,3,8,0,11,0,0,0,0,0,0,4,6,0,11,5,0,0,24,6,8,14,5,5,0,33,6,3,20,23,13,0,76,0,0,0,0,0,0,8,0,0,4,0,4,0,7,0,0,0,0,0,0,7,21,16,68,61,53,8,224,0,0,0,0,4,0,9,0,0,0,0,3,0,3,0,0,3,7,8,0,15,0,0,0,0,8,0,8,0,0,3,9,33,0,44,0,0,0,0,4,0,5,0,0,7,5,15,0,35,0,3,3,8,11,0,23,0,0,0,0,7,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,7,8,0,13,3,0,17,4,11,0,33,0,0,0,3,5,0,4,5,0,17,15,4,3,46,12
UCL215056,3,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6,0,9,0,0,4,0,5,0,4,0,0,3,5,4,0,13,4,3,8,8,5,0,27,0,7,15,25,36,3,82,0,0,3,4,0,0,9,0,0,3,0,0,0,7,0,0,0,0,3,0,8,8,12,41,48,89,4,211,0,0,3,3,8,0,11,0,0,0,0,0,0,0,0,0,4,3,21,0,26,0,0,0,0,7,0,10,0,0,0,4,38,3,46,0,0,0,0,5,0,8,0,0,3,0,23,0,38,0,0,0,0,10,0,13,0,0,0,0,11,0,12,0,0,0,0,5,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,3,6,6,0,14,0,0,6,0,14,0,14,0,0,4,5,10,0,17,7
UCL215057,8,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,6,0,11,0,0,0,0,5,0,5,0,0,5,0,3,0,15,7,13,28,5,10,0,67,9,5,25,21,32,4,100,0,0,0,0,0,0,7,0,0,0,5,6,0,12,0,0,0,0,8,0,12,22,17,91,56,87,13,282,0,0,5,0,13,0,21,0,0,0,0,9,0,3,0,0,4,8,20,0,35,6,0,3,0,9,0,17,0,0,0,4,54,0,60,0,0,0,0,7,0,4,0,0,9,4,16,9,31,0,0,0,0,10,0,10,0,0,7,6,8,0,13,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,0,3,0,0,8,3,12,4,23,0,0,0,3,7,0,9,0,0,8,11,7,0,26,5
UCL215058,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,3,0,0,0,4,8,0,16,3,0,8,5,3,0,25,4,3,14,11,16,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,39,30,53,0,137,0,0,4,4,16,0,22,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,35,0,39,0,0,0,0,0,0,6,0,0,0,4,13,0,17,0,0,0,0,10,0,12,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,10,0,0,0,0,7,0,12,0,0,0,5,10,0,22,3
UCL215059,20,0,40,0,0,6,0,3,0,9,0,0,0,0,0,0,3,0,0,6,0,5,0,13,0,0,0,3,0,0,5,4,0,16,3,3,0,25,0,0,0,0,0,0,0,0,0,7,4,4,0,16,12,17,38,9,14,0,91,8,6,25,13,29,3,85,7,3,5,3,5,0,25,0,0,3,0,0,0,3,0,0,0,0,4,5,8,34,34,134,58,90,13,368,0,0,0,0,4,0,8,0,0,0,0,0,0,4,0,0,5,4,10,0,21,0,0,11,3,28,0,40,0,0,8,3,39,3,55,0,0,0,0,5,0,8,4,3,8,3,11,3,31,4,0,16,14,42,3,80,4,0,4,4,25,0,38,0,0,0,4,3,0,9,0,0,7,0,5,0,15,0,0,5,3,4,0,8,7,4,20,7,5,0,46,0,0,0,6,11,0,20,9,0,10,6,9,0,37,23
UCL215060,18,3,35,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,11,5,12,0,0,0,0,4,0,10,3,0,3,3,6,0,14,0,0,0,0,4,0,6,0,4,5,9,10,0,18,7,7,18,3,15,0,54,10,8,47,39,46,9,153,0,0,0,0,0,0,6,0,0,5,5,8,0,21,0,0,3,0,4,0,10,23,21,102,90,156,19,410,0,0,4,5,14,5,26,0,0,0,0,3,0,8,3,0,13,12,69,0,91,0,0,0,0,0,0,0,0,0,4,3,61,3,71,0,0,0,0,8,3,15,0,0,16,13,34,0,62,4,0,3,12,29,5,57,0,0,0,0,10,7,17,0,0,0,3,0,0,7,0,0,0,3,10,5,16,0,0,0,4,13,0,13,5,0,6,4,8,0,28,0,0,0,0,8,0,15,0,3,9,14,26,0,51,11
UCL215061,9,3,20,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,7,0,8,0,0,0,0,3,0,7,0,0,0,4,5,0,11,0,0,0,6,3,0,10,3,10,25,3,10,0,49,3,3,15,20,26,3,77,0,0,5,0,0,0,5,0,0,0,3,0,0,7,0,0,0,0,0,0,0,7,18,65,57,94,13,254,0,0,3,8,27,9,50,0,0,0,0,4,0,5,0,0,6,3,31,0,43,0,0,0,0,0,0,10,0,0,3,7,62,4,67,0,0,3,0,4,0,4,0,0,0,8,11,0,16,5,0,8,12,16,3,35,0,3,3,0,16,5,23,0,0,6,0,3,0,4,0,3,0,0,0,0,5,0,0,0,0,4,0,7,0,0,5,0,4,0,15,0,0,0,4,8,0,14,0,0,8,13,16,0,39,8
UCL215062,7,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,5,0,3,4,9,15,3,6,0,38,3,6,23,23,22,7,78,0,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,0,0,0,6,14,10,47,48,71,11,204,0,0,5,3,18,0,31,0,0,0,0,0,0,0,0,0,3,7,30,3,42,0,0,0,3,0,0,5,0,0,6,0,38,0,38,0,0,0,0,3,0,7,0,0,0,4,19,0,28,0,0,0,0,6,0,9,0,0,0,5,8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12,0,0,0,0,3,0,6,3,0,0,3,4,0,12,4
UCL215063,3,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,0,4,0,0,4,0,0,6,4,5,0,14,8,9,14,3,10,0,34,0,8,9,18,10,0,46,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,6,0,9,10,9,38,43,51,4,159,0,0,4,4,8,0,15,0,0,0,0,0,0,7,0,0,0,0,15,0,23,0,0,0,0,0,0,3,0,0,0,0,33,0,37,0,0,0,3,0,0,4,0,0,0,9,13,0,27,0,0,0,0,4,0,7,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,4,3,0,15,0,0,0,4,0,0,7,0,0,6,11,7,0,28,3
