UCL_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
UCL215016,47,83,45,38,229,263,98,169,26,1014,0,0,0,0,5,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,7,8,8,4,18,24,7,5,0,73,0,0,0,0,0,0,0,0,0,9,4,3,10,4,5,5,0,0,0,36,5,3,5,0,4,5,0,0,0,17,3,29,29,14,18,8,3,4,0,108,4,30,8,0,0,0,0,0,0,49,5,4,5,5,4,7,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,3,3,4,0,9,0,4,0,21,0,0,4,0,3,0,0,0,0,9,0,3,0,0,14,4,0,0,0,27,3,10,5,4,5,0,0,3,0,37,10,15,9,12,16,15,4,3,0,74,10,9,10,4,30,10,7,14,0,96,18,37,48,29,25,23,8,9,0,211,0,0,0,0,3,0,0,0,0,11,0,9,4,3,8,3,0,0,0,29
UCL215017,31,44,34,19,122,201,59,119,24,645,0,5,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,3,6,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,6,4,0,0,30,5,5,0,0,0,4,0,0,0,12,9,24,16,12,4,6,0,3,5,71,6,29,3,3,3,0,0,0,5,44,0,4,0,0,0,5,4,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,4,13,0,11,7,0,0,0,37,5,10,4,0,3,0,0,0,0,20,3,5,5,5,5,7,0,5,0,36,7,21,19,5,14,10,8,7,0,89,10,26,32,23,24,21,0,8,3,151,0,3,0,3,4,0,0,0,0,15,0,11,3,6,5,0,0,0,3,31
UCL215018,20,64,42,32,108,163,48,130,15,613,0,7,5,0,7,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,5,5,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,12,0,0,0,0,4,0,0,0,0,3,3,27,12,14,15,4,0,0,0,77,4,23,6,5,0,0,0,3,7,51,0,0,4,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,3,4,0,0,4,5,0,5,0,22,0,3,0,0,0,0,0,0,0,16,0,8,5,6,8,9,0,3,0,37,3,13,12,10,8,16,8,18,0,87,17,26,33,40,15,20,3,11,0,158,0,3,0,3,0,0,0,0,0,3,0,7,4,3,0,3,0,0,0,15
UCL215019,33,60,63,29,98,121,45,77,6,530,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,16,0,0,4,0,0,0,0,0,0,10,0,6,3,0,11,3,0,0,0,26,0,4,0,0,3,0,0,0,0,12,6,14,10,6,11,0,0,3,0,53,15,25,10,4,4,0,0,3,0,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,11,0,4,5,3,8,12,0,7,0,35,5,10,3,0,4,0,0,0,0,22,0,0,10,3,8,15,5,0,0,38,12,10,21,8,11,9,3,6,0,84,6,23,22,8,9,9,0,11,0,90,4,14,3,0,9,0,0,0,0,30,0,4,4,0,7,0,0,0,0,19
UCL215020,15,27,17,18,41,48,15,45,7,231,0,4,4,0,5,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,5,3,10,5,3,0,0,33,3,0,7,3,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,4,4,0,0,5,0,0,0,15,3,7,0,4,7,5,0,3,0,31,4,6,16,15,9,21,6,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
UCL215021,16,19,10,17,60,71,24,40,8,257,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,8,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,4,0,8,7,5,8,3,0,0,0,32,0,4,0,0,0,0,0,5,0,10,0,3,3,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,0,0,0,9,0,0,4,3,6,3,0,0,0,21,0,6,0,4,12,4,0,0,0,29,9,13,19,12,18,9,4,0,0,88,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7
UCL215022,30,89,51,44,204,228,63,116,24,846,0,3,8,5,3,3,0,0,0,16,0,0,0,0,0,0,4,0,0,3,0,12,0,0,4,0,0,0,0,19,0,0,0,0,7,4,0,0,0,13,0,7,0,3,6,0,0,4,0,22,0,0,0,0,0,0,0,0,0,3,10,30,22,19,18,10,0,0,0,112,7,38,12,5,13,4,3,0,0,83,0,0,0,0,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,15,6,0,5,0,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,9,7,0,4,3,0,0,0,29,3,11,6,7,7,3,0,0,0,42,11,4,19,12,20,10,5,4,0,81,5,20,14,8,31,7,0,13,0,106,19,40,50,52,39,21,8,18,0,245,3,5,3,0,0,0,0,0,0,11,0,3,6,0,6,0,0,0,0,11
UCL215023,17,28,19,13,41,90,41,58,11,322,0,6,3,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,8,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,4,22,12,0,11,5,0,0,0,55,0,4,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,8,0,0,0,4,0,7,0,0,0,16,5,8,11,9,11,0,0,5,0,36,3,12,13,25,18,9,0,6,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
UCL215024,9,31,18,11,79,91,29,56,12,334,0,5,3,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,4,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,6,11,5,8,8,0,5,0,0,43,3,3,4,3,3,0,0,0,0,21,0,4,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,0,0,0,12,0,4,0,0,0,0,0,0,0,9,6,4,3,3,3,0,0,0,0,20,0,7,4,4,6,4,0,9,0,33,4,10,22,7,11,11,0,8,0,86,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
UCL215025,15,22,17,15,44,69,12,27,12,231,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,9,0,5,0,0,0,0,0,0,0,7,7,7,6,0,0,0,0,0,0,20,0,3,5,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,4,0,0,0,18,0,4,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,3,5,0,4,0,0,0,0,16,0,14,11,3,6,5,0,3,0,44,0,3,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,6
UCL215026,14,25,17,10,38,58,12,32,15,217,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,5,5,0,6,0,0,3,0,23,5,5,3,5,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,7,4,0,0,4,0,0,0,6,0,8,4,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,12,0,8,3,4,3,3,0,4,0,20,4,9,13,8,4,6,0,0,3,47,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,10
UCL215027,7,27,19,8,55,55,9,47,6,239,0,6,5,0,4,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,19,0,6,3,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,17,0,5,8,0,5,3,3,4,0,22,5,14,11,16,6,14,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,8
UCL215028,23,50,40,39,117,144,45,78,5,540,0,3,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,4,26,16,7,13,3,0,0,0,74,3,17,5,0,4,0,0,0,0,38,0,3,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,5,6,6,3,0,0,0,0,22,0,8,0,0,0,0,0,0,0,11,5,3,3,0,5,6,0,5,0,30,3,6,12,4,8,0,3,7,0,49,15,27,26,28,18,16,7,10,0,145,0,4,0,0,8,0,0,0,0,12,3,8,0,0,0,3,0,0,0,20
UCL215029,42,126,106,68,143,158,48,122,9,818,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,7,7,25,14,8,7,10,4,3,0,78,13,44,25,9,22,16,5,15,0,145,0,0,0,0,6,3,0,0,0,8,0,0,8,0,0,0,0,0,0,10,3,3,3,0,4,3,0,0,0,19,0,5,0,4,3,0,0,0,0,10,0,14,15,6,6,12,7,10,0,59,3,15,4,3,3,7,0,0,0,34,5,6,6,7,10,13,3,9,0,65,0,18,12,15,15,8,7,8,0,79,9,42,33,37,22,20,6,3,0,170,0,0,4,0,3,3,0,3,0,16,4,4,5,0,0,4,0,0,0,23
UCL215030,7,14,9,8,76,53,10,35,7,233,0,3,0,0,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,4,3,3,7,4,0,5,0,28,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,14,0,4,10,0,10,0,3,3,0,36,7,12,12,17,5,7,0,0,4,74,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,8
UCL215031,14,34,15,6,38,88,23,49,6,280,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,13,3,3,0,3,3,0,0,28,0,4,3,3,4,0,0,0,0,30,0,4,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,16,0,5,9,0,0,7,4,8,0,31,3,4,13,15,5,19,5,3,0,68,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11
UCL215032,34,76,30,40,113,156,31,93,16,595,6,3,10,3,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,0,0,16,0,0,0,0,3,3,0,0,0,7,6,7,8,11,15,5,0,3,0,58,15,18,9,0,6,3,0,4,0,60,0,0,0,0,0,4,0,0,0,14,0,0,4,0,3,0,0,0,0,4,0,0,0,5,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,11,3,0,0,29,0,3,3,0,0,0,0,0,0,14,8,0,7,3,10,15,0,0,0,51,4,7,12,9,7,7,3,15,4,66,18,19,22,32,20,21,0,14,4,145,0,0,0,0,8,8,0,0,0,22,0,9,0,4,0,0,0,0,0,18
UCL215033,29,44,26,27,169,227,78,156,5,766,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,0,8,8,0,0,0,23,0,0,0,0,0,0,0,0,0,3,4,3,9,5,3,18,0,5,0,37,0,4,0,0,9,0,0,0,0,23,3,23,13,6,16,9,0,3,0,76,6,32,5,0,3,3,0,0,0,50,0,0,0,0,10,12,0,0,0,30,0,0,0,0,3,0,0,0,0,7,0,0,8,3,9,6,3,7,0,40,0,0,4,3,0,7,0,0,0,12,0,4,4,6,9,8,0,4,0,36,0,0,0,0,0,0,0,0,0,7,4,0,9,6,20,19,3,4,0,63,9,16,20,16,28,21,5,22,0,143,8,22,25,20,23,14,5,3,0,120,0,0,6,0,0,0,0,0,0,8,0,12,3,3,3,6,0,0,0,25
UCL215034,12,22,23,17,37,49,18,30,6,207,0,4,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,3,0,5,3,0,4,0,30,3,3,7,4,0,3,0,0,0,25,0,3,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,4,0,0,4,5,0,0,0,16,10,11,8,19,3,3,0,0,0,60,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,6
UCL215035,11,34,21,20,88,111,37,79,12,410,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,9,0,4,0,4,0,0,0,22,0,0,0,3,4,0,0,0,0,8,0,14,12,6,10,4,0,0,0,47,4,11,3,0,0,0,0,0,0,18,0,3,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,6,3,0,0,5,0,0,0,16,0,7,0,0,3,0,0,0,0,11,3,6,0,0,3,3,0,4,0,22,0,7,15,8,4,6,4,7,3,53,9,19,16,8,17,5,0,0,0,77,3,0,0,0,0,0,0,0,0,10,0,7,0,0,3,3,0,0,0,16
UCL215036,17,33,12,16,59,82,21,52,14,299,0,5,6,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,11,10,4,5,3,0,0,0,30,3,4,4,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,8,0,13,8,5,13,0,4,5,0,58,10,13,13,17,3,6,3,0,0,69,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5
UCL215037,20,23,24,16,61,86,21,50,13,302,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,7,10,4,4,0,0,0,0,30,0,13,5,0,5,0,0,0,0,20,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,9,0,0,0,4,0,3,0,3,0,18,0,0,0,0,0,0,0,0,0,9,0,4,4,0,0,0,0,0,0,4,0,5,0,0,0,3,3,0,0,16,4,21,10,9,17,4,0,0,0,64,3,3,0,0,8,5,0,0,0,10,0,4,6,0,5,0,4,0,0,17
UCL215038,10,30,25,17,50,87,20,57,7,310,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,14,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,12,3,7,0,0,0,0,41,5,9,5,4,3,4,0,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,6,0,0,3,4,3,0,0,0,0,13,0,9,4,4,3,4,0,3,0,22,4,11,17,9,9,4,0,0,0,69,0,5,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,11
UCL215039,11,29,13,15,54,78,25,50,7,273,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,9,0,0,4,0,0,0,0,0,0,3,3,13,3,4,7,6,0,0,0,44,3,8,0,0,3,0,0,3,0,22,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,3,6,4,0,3,0,0,3,0,17,4,10,17,8,14,17,0,7,0,73,0,4,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,9
UCL215040,9,27,11,12,48,67,19,41,15,258,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,16,12,0,6,0,0,0,0,43,0,3,5,0,0,0,0,0,0,10,0,3,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,5,5,0,7,0,0,0,0,20,0,0,4,0,5,4,0,0,0,22,11,9,20,11,17,3,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL215041,28,42,44,41,137,201,75,130,17,717,0,9,3,0,0,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,3,7,6,0,8,0,0,0,0,34,0,0,0,0,3,3,0,0,0,5,0,3,5,0,0,0,0,6,0,22,0,0,0,0,0,6,0,0,0,6,4,39,21,9,19,12,0,3,0,105,3,19,6,3,7,3,0,9,0,49,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,3,0,8,4,6,3,0,3,0,25,0,6,3,4,6,0,0,0,0,23,9,15,9,17,13,8,0,3,0,80,4,12,16,6,12,12,3,12,0,68,7,21,29,36,27,17,5,10,3,158,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,3,0,0,0,19
UCL215042,18,33,18,10,59,99,24,55,21,332,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0,22,3,3,6,0,3,0,0,0,0,20,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,10,0,0,4,0,4,0,0,0,0,17,0,3,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,20,3,11,10,3,14,0,0,6,0,49,9,16,13,9,9,7,4,0,0,66,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,0,0,0,0,11
UCL215043,24,55,38,40,196,225,83,166,24,853,0,6,6,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,5,9,10,5,10,5,4,3,0,45,0,0,0,0,0,0,0,0,0,0,3,7,7,3,11,20,3,0,0,43,0,3,3,3,3,4,0,5,0,18,13,22,19,6,17,9,3,0,0,89,3,23,12,5,4,3,0,0,0,51,0,3,9,0,6,5,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,0,4,0,16,0,5,4,0,4,4,0,0,0,18,5,3,0,3,12,5,0,0,0,26,6,8,3,0,8,0,0,0,0,28,3,3,6,0,10,11,3,0,0,38,4,15,10,14,24,3,3,9,0,91,7,32,47,36,32,21,0,4,4,188,0,0,8,0,6,0,0,0,0,21,9,8,3,5,4,3,0,4,0,27
