UCL_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
UCL215039,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,5,0,4,0,0,13,22,0,0,11,0,0,33,12,0,0,13,0,0,24,28,0,0,8,0,0,38,9,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,11,0,41,3,0,137
UCL215040,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,9,7,0,0,31,21,0,4,8,3,4,39,12,3,0,8,0,0,23,15,0,0,5,4,0,21,4,0,0,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,17,11,34,4,3,126
UCL215041,0,0,0,0,0,0,0,0,10,0,4,0,0,8,12,16,0,13,0,0,36,53,18,0,28,3,0,97,45,8,0,22,3,0,83,57,0,0,16,3,0,71,29,0,0,7,0,0,35,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,6,3,3,25,208,50,0,85,17,9,364
UCL215042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8,4,0,0,6,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,11,0,0,26
UCL215043,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,13,0,6,0,0,17,4,0,0,0,0,0,4,4,0,0,0,0,0,4,16,0,0,11,0,0,25,59,0,0,9,0,3,74,48,0,0,7,0,0,57,26,0,0,0,0,0,28,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,8,157,25,0,44,0,0,227
UCL215044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,0,0,0,8,8,0,0,5,0,0,18,14,0,0,8,0,0,22,30,0,0,7,0,0,39,20,0,0,6,0,0,23,5,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,75,12,0,35,0,0,127
UCL215045,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,20,0,7,8,0,31,10,9,0,4,3,0,26,7,0,0,16,0,0,26,39,0,5,26,5,0,77,78,9,0,12,3,0,98,52,0,0,6,0,0,58,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,6,0,0,13,192,37,11,78,18,6,344
UCL215046,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,9,0,0,3,0,0,11,8,0,0,9,0,0,15,21,0,0,4,0,0,30,12,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,47,0,0,22,7,0,83
UCL215047,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,4,0,0,4,0,0,0,3,0,0,3,3,0,0,8,0,0,10,30,0,0,7,0,0,34,20,0,0,6,0,0,28,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,8,0,28,0,0,103
UCL215048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,7,4,0,0,6,0,0,14,47,0,6,10,0,0,63,46,0,0,3,0,0,53,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,107,0,6,36,0,0,148
UCL215049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,5,3,0,0,8,0,0,0,0,0,0,8,3,0,0,4,0,0,11,7,0,0,9,0,0,9,11,0,0,9,0,0,24,7,0,0,11,0,0,15,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,48,0,10,49,4,0,110
UCL215050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,5,5,0,13,3,0,0,6,0,0,10,13,0,0,4,0,0,23,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,31,9,0,33,7,0,83
UCL215051,0,9,0,0,0,0,6,0,4,0,0,0,0,4,0,35,0,4,0,0,39,30,9,4,8,0,0,51,26,0,0,10,0,0,39,107,10,0,22,0,0,139,80,0,0,12,0,0,96,21,0,0,9,0,0,32,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,3,25,280,65,3,76,8,3,438
UCL215052,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,4,0,0,7,0,0,3,3,0,0,7,0,0,0,4,0,0,4,7,0,0,8,0,0,11,11,0,0,5,0,0,18,8,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,7,6,32,0,0,76
UCL215053,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,26,0,5,8,0,38,4,8,0,8,0,0,22,8,5,0,11,0,0,20,22,0,0,13,4,0,38,71,0,0,19,4,0,92,121,0,0,25,0,0,146,23,0,0,6,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,6,0,12,253,51,0,86,17,0,415
UCL215054,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,4,4,3,0,21,17,10,3,14,4,0,49,10,3,0,31,0,0,42,22,3,0,12,0,0,38,20,0,0,14,3,0,38,8,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,77,23,11,73,16,0,208
UCL215055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,15,23,0,0,5,0,0,30,36,0,0,8,0,0,46,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,0,0,28,4,0,111
UCL215056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,4,9,0,0,3,0,0,7,40,0,0,9,0,0,46,19,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,63,8,0,29,0,0,97
UCL215057,0,4,0,0,0,0,8,0,3,0,0,0,0,8,0,7,0,3,0,0,10,0,0,0,4,0,0,6,3,0,0,0,0,0,5,13,0,0,4,0,0,18,26,0,0,3,0,0,30,5,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,49,11,0,28,5,0,88
UCL215058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,8,4,0,3,12,0,0,20,8,0,0,11,0,0,17,13,0,0,6,0,0,16,6,0,0,3,3,0,16,8,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,40,0,3,37,8,0,87
UCL215059,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,4,0,0,14,6,0,0,15,0,0,18,4,0,0,6,0,0,12,20,0,0,10,0,0,32,32,0,0,16,0,0,45,19,0,0,3,0,0,27,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,99,6,0,65,8,0,171
UCL215060,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,9,6,0,0,15,5,12,4,10,0,0,38,20,7,3,13,0,0,41,29,0,0,11,0,0,47,68,0,0,15,0,0,90,28,0,0,6,0,0,34,8,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,165,27,13,64,7,0,281
UCL215061,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,5,0,13,9,0,3,7,0,0,16,15,3,0,6,5,0,24,26,3,0,3,0,0,34,38,0,0,5,0,0,41,49,0,0,9,0,0,57,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,0,16,146,11,3,27,10,0,211
UCL215062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,10,3,0,29,11,5,0,12,7,3,32,3,0,0,6,0,0,14,22,0,0,6,3,0,25,9,0,0,3,0,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,51,20,4,45,9,3,126
UCL215063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,11,0,0,0,0,0,0,0,3,0,0,3,0,0,4,9,0,0,0,0,0,12,6,0,0,0,0,0,7,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,19,0,0,49
UCL215064,0,0,0,3,0,0,7,0,0,0,5,0,0,4,8,4,0,13,5,0,26,46,3,0,10,4,0,60,30,0,0,3,0,0,41,39,0,0,6,0,0,45,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,9,135,7,7,45,16,4,207
UCL215065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,0,5,0,0,39,68,0,0,7,0,0,84,46,3,0,27,0,0,74,71,0,0,19,5,0,95,38,0,0,14,0,0,52,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,19,256,22,0,85,14,3,381
UCL215066,0,4,0,6,0,0,7,0,4,0,0,0,0,7,4,10,4,5,0,0,30,20,8,0,11,0,0,54,7,6,0,10,0,0,27,21,6,0,8,0,0,35,12,0,0,9,0,0,21,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,71,46,9,55,3,7,192
UCL215067,0,0,0,0,0,0,0,0,5,0,0,0,0,10,6,0,0,4,9,0,24,12,0,0,6,0,0,20,6,0,0,3,0,0,11,0,0,0,7,0,0,10,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,15,41,6,0,32,15,0,91
UCL215068,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,8,0,0,0,0,9,7,0,0,12,4,0,24,14,0,0,6,0,0,21,36,0,0,17,0,0,53,72,0,0,15,0,0,90,74,0,0,8,0,0,77,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,22,214,8,4,75,12,3,312
UCL215069,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,13,0,5,0,0,22,3,9,0,5,0,0,16,0,0,0,4,0,0,8,18,3,0,20,4,0,42,35,0,0,17,0,0,56,74,0,0,15,0,0,91,12,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,10,148,30,0,78,8,0,276
UCL215070,0,0,0,0,0,0,3,0,0,5,0,0,0,3,6,13,3,14,0,0,35,17,9,3,21,0,3,54,26,3,0,20,0,0,51,46,0,0,25,0,0,79,68,0,0,15,3,0,92,16,0,0,8,0,0,26,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,189,30,17,113,8,4,359
UCL215071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,14,0,0,17,0,0,28,56,0,0,13,0,0,68,32,0,0,5,0,0,40,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,110,0,0,44,4,0,160
UCL215072,0,0,0,0,4,0,4,0,4,0,6,11,0,17,0,19,6,9,9,0,43,8,29,17,9,5,0,66,11,6,3,9,4,0,31,22,12,0,15,11,0,64,13,8,0,15,3,0,37,4,0,0,17,3,0,26,0,0,0,9,4,0,11,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,7,8,9,28,57,88,36,101,67,6,353
UCL215073,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,17,4,8,0,0,27,23,6,0,11,0,0,41,16,11,0,16,0,0,42,29,0,0,18,5,0,52,22,0,0,9,0,0,30,9,0,0,3,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,9,103,40,9,69,14,0,231
UCL215074,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,7,0,0,11,5,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,3,24,0,0,8,0,0,36,73,0,0,13,0,0,80,27,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,130,5,14,40,5,0,194
UCL215075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,16,0,0,4,0,0,25,4,0,0,0,0,0,7,10,0,0,9,3,0,15,16,0,0,7,0,0,18,4,0,0,8,0,0,14,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,0,29,3,0,91
UCL215076,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,20,16,6,0,3,0,0,21,10,0,0,3,0,0,15,36,0,3,4,0,0,43,34,0,0,12,0,0,50,15,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,112,36,9,33,10,0,186
UCL215077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,7,3,0,0,6,0,0,6,23,0,0,9,3,0,31,33,0,0,10,0,0,41,38,0,0,4,0,0,41,11,0,0,4,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,38,6,0,153
UCL215078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,6,0,0,0,5,0,0,5,7,0,0,12,0,0,14,14,0,0,11,0,0,28,6,0,0,4,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,27,0,0,65
UCL215079,0,0,0,0,0,0,5,0,3,0,0,0,0,6,0,12,11,12,4,0,41,15,5,0,23,3,0,49,15,0,0,8,8,0,29,30,0,0,8,0,0,40,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,17,72,26,18,68,12,3,204
UCL215080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,5,0,7,0,0,11,5,0,0,3,0,0,10,14,0,0,3,0,0,22,16,0,0,8,0,0,29,34,0,0,4,0,0,44,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,81,10,3,30,7,0,133
UCL215081,0,4,0,3,0,0,7,0,7,0,3,0,0,3,0,7,0,4,7,0,23,18,11,0,11,0,5,42,28,3,0,19,0,0,43,66,0,0,26,4,0,94,66,0,0,16,0,0,77,35,0,0,0,0,0,33,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,5,222,32,0,83,15,3,356
UCL215082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,9,0,0,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,9,3,0,33
UCL215083,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,11,0,9,3,0,26,4,3,0,11,5,0,18,13,0,0,13,3,0,30,28,3,0,15,0,0,46,24,0,0,7,0,0,36,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,77,23,4,58,11,0,174
UCL215084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,16,14,0,0,10,7,0,36,16,0,0,9,0,0,24,17,0,0,15,6,0,32,3,0,0,0,5,0,13,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,52,6,10,40,21,7,139
UCL215085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,0,0,0,10,0,8,3,0,0,4,0,0,11,14,0,0,4,0,0,17,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,13,10,0,53
UCL215086,0,0,0,0,0,0,7,3,3,0,0,0,0,4,3,0,10,3,0,0,16,12,6,0,14,0,0,27,3,0,0,13,0,0,14,24,0,0,14,0,0,40,74,0,0,20,4,0,88,97,0,0,6,0,0,102,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,229,15,11,68,3,3,328
UCL215087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,12,0,0,0,0,0,17,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,8,0,0,37
UCL215088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,8,0,4,3,4,0,12,4,0,0,4,0,0,11,15,0,0,3,0,0,18,27,0,0,10,0,0,41,21,0,0,7,0,0,34,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,85,0,5,39,5,0,130
UCL215089,0,4,0,3,0,0,3,0,5,0,3,0,0,6,19,7,0,4,3,0,35,27,3,0,21,6,0,61,26,0,0,15,5,0,43,16,0,0,5,0,0,25,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,20,97,23,0,62,13,0,199
