UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
UCL215051,10,12,25,285,419,705,0,0,0,22,22,41,0,0,0,406,439,843,0,0,0,0,0,5,3,6,11,0,0,0,4,3,6,0,0,0,0,0,6,0,4,4,40,34,77,0,0,0,0,3,3,114,126,243,37,41,75,0,0,0,919,1101,2018,3,4,10,3,7,12,0,0,0,0,0,0,7,6,14,6,0,7,11,12,24,1085,1066,2145,0,3,3,0,0,7,1081,1072,2155,155,149,306,2187,2359,4548
UCL215052,8,3,13,73,91,160,0,0,0,18,21,33,0,0,0,78,95,175,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,9,10,0,0,0,9,7,12,0,0,5,0,0,3,18,28,46,10,16,26,5,0,6,215,265,486,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,391,394,784,5,4,8,0,4,9,391,398,793,36,48,85,660,728,1381
UCL215053,4,15,21,161,271,436,0,0,0,22,12,35,0,0,0,364,402,763,0,0,0,3,4,9,4,4,7,0,0,0,10,13,25,0,0,0,14,8,26,10,12,24,33,54,89,0,0,0,3,8,17,67,92,160,39,59,100,0,0,0,738,952,1682,3,8,10,8,7,16,0,3,3,0,0,0,6,4,12,8,0,9,11,7,20,1005,959,1964,6,4,8,4,3,5,1011,963,1979,127,144,272,1902,2093,3999
UCL215054,0,7,7,97,123,225,0,0,0,4,8,7,0,0,0,146,158,304,4,6,13,0,3,3,4,0,6,0,0,0,12,12,29,0,0,0,0,3,3,5,6,12,13,13,28,6,3,7,4,3,9,47,73,123,20,16,35,0,0,0,361,429,793,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,8,9,5,11,16,534,504,1040,0,0,0,0,4,3,531,510,1041,109,112,216,1013,1068,2077
UCL215055,3,5,6,114,130,245,0,0,0,14,9,20,0,0,0,104,112,220,0,0,0,4,4,9,4,4,6,3,0,3,0,6,6,4,0,4,0,0,0,3,3,7,22,18,38,0,0,0,0,0,0,22,42,63,11,14,23,0,0,0,302,349,647,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,4,5,0,7,414,370,786,5,0,4,0,0,3,419,376,789,80,68,149,804,804,1605
UCL215056,9,12,15,61,73,137,0,0,0,10,10,18,0,0,0,71,90,159,4,4,9,0,0,0,3,8,8,0,0,0,5,5,5,0,0,0,0,0,0,5,0,4,11,16,25,0,0,0,8,9,16,0,10,14,17,27,42,0,0,4,202,245,444,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,16,5,6,16,455,409,869,7,5,11,3,4,9,464,419,884,119,98,214,800,783,1584
UCL215057,0,3,3,104,143,246,0,0,0,0,4,3,0,0,0,97,106,201,0,0,0,3,0,0,4,0,10,0,3,3,4,0,4,0,0,0,0,0,4,5,5,17,13,18,30,0,0,0,5,0,3,27,32,61,13,14,33,0,0,0,281,341,622,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,497,474,970,6,3,10,0,5,0,504,482,983,62,77,133,845,901,1752
UCL215058,0,4,7,58,78,133,0,0,0,5,4,8,0,0,0,90,142,231,0,0,0,4,4,4,0,0,0,0,3,5,0,3,5,0,0,0,0,6,6,3,0,9,25,23,50,4,0,0,0,0,0,32,48,80,7,11,17,3,5,4,238,321,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,251,232,490,0,3,3,0,0,0,254,238,494,51,39,88,539,606,1147
UCL215059,11,12,24,92,93,189,0,0,0,13,11,18,0,0,0,119,147,267,3,4,4,4,5,7,0,0,0,0,4,4,0,8,10,0,0,0,0,0,5,3,5,14,20,23,40,0,0,0,0,5,7,38,63,99,32,22,51,4,3,7,328,397,719,3,3,9,7,3,10,0,0,0,0,0,0,10,9,11,9,8,10,13,16,24,659,602,1261,7,0,9,0,4,8,665,610,1278,95,93,183,1122,1130,2249
UCL215060,8,8,11,128,158,287,0,0,0,15,18,28,0,0,0,419,512,934,0,0,3,3,3,7,14,17,26,4,0,4,8,3,5,0,0,0,0,7,4,7,11,15,22,33,50,0,0,0,3,0,0,45,82,122,19,26,45,0,0,0,675,865,1538,12,14,35,8,5,12,0,0,0,0,0,0,0,0,0,6,11,14,6,9,13,567,472,1042,0,0,0,6,4,3,570,480,1051,91,99,186,1367,1480,2846
UCL215061,4,13,13,101,133,229,0,0,0,3,4,10,0,0,0,253,282,535,3,0,0,9,6,15,4,0,4,0,3,0,9,11,18,0,0,0,0,0,0,5,0,7,48,47,90,0,0,3,0,0,0,34,35,67,8,8,17,0,0,0,471,528,1000,4,0,8,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,386,776,0,0,0,0,0,0,395,385,780,118,99,219,1001,1031,2036
UCL215062,9,5,9,68,92,158,0,0,0,8,13,19,50,44,96,161,179,338,0,0,0,4,4,3,0,0,0,0,0,0,3,0,6,0,0,0,5,5,3,0,0,3,15,20,33,0,0,0,0,0,6,47,50,97,12,15,33,0,0,0,374,424,798,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,326,290,621,0,0,0,4,0,4,331,292,624,43,42,87,758,770,1529
UCL215063,0,13,14,67,71,143,0,0,0,4,3,9,0,0,0,67,80,151,0,0,0,3,3,3,5,15,25,0,0,6,4,3,6,0,0,0,0,3,3,4,4,7,14,12,28,0,0,0,5,5,9,17,28,43,3,10,13,0,0,0,203,236,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,290,225,518,8,5,11,3,3,4,301,236,530,45,49,97,550,534,1081
UCL215064,36,24,65,98,112,209,0,0,0,70,55,125,0,0,0,83,106,183,0,0,3,0,0,0,3,3,6,5,0,5,72,82,148,0,0,0,6,0,3,12,12,29,18,16,28,0,9,11,4,3,8,115,156,276,19,29,47,0,0,0,497,580,1084,10,11,20,4,0,5,0,0,0,0,0,0,0,5,3,6,4,7,7,4,9,314,286,602,4,4,6,0,0,3,323,288,607,75,75,152,952,992,1949
UCL215065,17,18,29,190,270,457,0,0,0,7,9,16,0,0,0,388,473,859,3,9,17,9,0,6,0,4,8,4,0,4,0,0,3,0,0,0,3,0,7,4,10,15,78,88,170,4,7,5,3,0,3,124,161,280,27,42,66,0,0,0,840,1076,1911,9,3,18,0,0,0,0,0,0,0,0,0,9,3,5,4,10,12,9,12,17,750,663,1413,6,3,12,0,0,0,755,670,1424,209,191,407,1834,1969,3807
UCL215066,4,7,14,124,122,242,0,0,0,5,8,11,0,0,0,83,112,197,0,0,0,3,0,0,18,16,32,0,0,0,0,5,10,0,0,0,0,0,0,10,14,21,31,32,67,5,3,7,0,0,5,37,61,100,20,21,42,4,0,3,344,399,741,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,3,5,12,516,481,997,3,0,4,5,5,4,519,485,1007,122,124,250,995,1026,2024
UCL215067,0,3,8,54,60,117,0,0,0,0,7,7,0,0,0,93,112,202,0,0,0,0,0,7,9,7,13,0,0,0,3,4,11,0,0,0,0,3,6,0,0,0,17,9,24,0,0,0,0,0,0,47,55,98,0,3,3,0,0,0,221,261,480,9,7,13,0,0,0,0,0,0,0,0,0,7,7,10,3,6,5,5,9,14,214,159,370,4,0,4,0,0,0,214,161,374,70,61,128,520,502,1022
UCL215068,4,9,12,265,341,603,0,0,0,28,21,52,0,0,0,205,287,493,0,10,6,6,6,17,0,0,3,0,0,0,10,5,13,0,0,0,9,17,26,15,15,28,70,76,152,4,0,5,0,5,10,78,110,185,35,37,71,0,0,0,731,934,1663,3,7,11,0,0,3,0,0,0,0,0,0,0,0,3,0,9,8,3,7,10,791,807,1596,9,0,3,0,5,10,792,817,1611,110,86,196,1645,1859,3505
UCL215069,0,10,10,155,247,400,0,0,0,11,9,20,0,0,0,387,475,860,4,3,3,7,0,11,0,0,0,4,0,9,7,21,30,0,0,0,5,4,3,0,0,0,61,56,114,0,0,0,8,4,11,76,110,189,15,20,36,0,0,0,745,948,1691,3,3,4,6,5,15,0,0,0,0,0,0,0,0,0,0,4,8,0,4,8,698,714,1409,9,4,11,0,5,5,708,725,1428,129,146,272,1591,1833,3424
UCL215070,17,11,31,121,154,279,0,0,0,6,10,14,0,0,0,198,261,461,6,7,16,5,9,16,14,12,25,0,0,0,6,4,13,0,0,0,7,3,8,28,22,51,23,38,58,10,14,25,0,7,4,56,94,147,30,39,68,0,0,0,519,671,1191,6,0,8,14,14,30,0,0,0,0,0,0,3,0,5,0,3,3,3,4,9,788,703,1489,0,0,0,0,0,0,790,707,1493,170,145,312,1519,1552,3070
UCL215071,12,9,12,164,218,379,0,0,0,13,15,22,0,0,0,381,451,829,4,0,3,8,13,21,0,0,0,0,7,3,6,13,25,0,0,0,0,0,7,0,8,7,22,24,51,0,4,0,0,0,0,51,83,131,31,28,56,0,0,0,680,856,1540,3,0,0,7,8,16,0,0,0,0,0,0,0,0,0,0,6,9,0,3,8,913,882,1797,11,7,13,0,12,10,922,900,1822,82,92,171,1708,1874,3574
UCL215072,172,192,360,61,62,124,0,0,0,8,3,10,0,0,0,212,218,429,3,3,6,9,12,22,0,0,0,11,14,27,0,0,0,0,0,0,45,30,79,10,12,25,7,11,19,0,0,0,12,13,31,53,56,110,94,65,160,0,0,0,529,511,1045,13,14,26,83,49,134,0,0,0,0,0,0,6,4,8,0,4,4,8,3,11,245,241,481,0,0,5,0,0,0,245,240,485,196,175,368,1249,1188,2441
UCL215073,14,9,21,160,202,360,0,0,0,6,10,19,0,0,0,263,281,542,3,3,4,10,7,12,0,0,0,0,0,0,6,0,5,0,0,0,3,0,4,4,3,12,81,88,169,9,28,34,0,0,0,87,104,194,13,18,32,0,0,0,648,743,1389,5,4,8,0,0,8,0,0,0,0,0,0,0,0,0,3,7,4,0,7,9,569,574,1148,5,0,7,0,3,6,580,580,1163,120,103,213,1362,1442,2802
UCL215074,4,9,17,238,283,520,0,0,0,9,11,17,0,0,0,530,559,1086,0,5,5,19,34,49,6,3,5,3,6,9,4,12,14,4,0,4,4,7,10,26,37,64,30,40,70,4,9,10,0,4,0,67,87,157,46,40,84,0,0,0,992,1115,2107,0,0,0,7,11,22,3,0,3,0,0,0,5,8,13,6,3,6,12,8,15,1296,1195,2494,13,6,22,6,4,6,1313,1210,2519,130,118,244,2467,2469,4934
UCL215075,0,9,9,85,110,190,0,0,0,3,4,10,0,0,0,72,104,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,5,6,14,0,0,0,0,3,8,19,32,45,11,9,23,0,0,0,212,273,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,5,8,338,276,608,0,0,0,0,0,4,340,279,614,72,67,135,631,622,1249
UCL215076,6,0,3,163,219,383,0,0,0,4,3,3,0,0,0,243,271,511,0,0,0,0,0,8,3,3,11,4,3,4,9,11,23,0,0,0,0,5,4,4,0,9,28,35,62,0,0,0,3,5,4,55,63,115,10,15,26,0,0,0,525,637,1161,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,4,5,10,513,491,996,7,4,18,3,0,5,520,499,1017,57,67,128,1113,1213,2324
UCL215077,11,16,26,90,106,190,0,0,0,13,18,29,0,0,0,111,132,245,0,0,0,3,8,15,0,0,3,0,0,0,0,0,3,0,0,6,5,5,9,0,0,0,14,22,36,0,0,3,0,0,0,25,19,42,16,11,35,0,0,6,286,329,615,8,7,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,411,405,812,3,6,10,0,3,0,413,412,824,96,90,182,812,852,1664
UCL215078,9,13,23,41,61,107,0,0,0,8,7,18,0,0,0,130,146,273,4,7,16,4,0,5,10,13,21,0,0,0,4,0,4,0,0,0,6,3,13,3,10,14,15,15,27,0,0,3,14,10,22,20,22,47,41,34,79,0,0,0,315,343,659,0,4,7,0,4,4,0,0,0,0,0,0,0,0,0,0,8,10,0,8,10,588,545,1132,0,0,0,0,0,0,588,545,1132,51,38,90,961,953,1918
UCL215079,3,3,6,112,164,274,0,0,0,6,12,12,0,0,0,225,256,479,7,10,15,3,0,8,5,10,17,0,6,6,3,8,8,0,0,0,4,0,4,0,0,0,13,16,33,3,7,8,0,4,3,99,131,231,15,16,33,0,6,3,502,631,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,411,374,778,0,0,3,0,0,8,416,371,794,90,100,193,1012,1113,2126
UCL215080,0,5,8,139,164,305,0,0,0,15,18,30,0,0,0,173,186,358,0,0,0,0,0,3,0,5,7,0,0,0,3,3,8,0,0,0,0,4,3,3,6,7,30,35,62,0,0,0,4,0,4,41,64,106,20,14,28,0,0,0,424,503,932,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,15,0,7,15,567,533,1101,3,0,3,0,3,3,570,542,1105,64,56,119,1068,1117,2185
UCL215081,7,20,30,184,219,402,0,0,0,3,6,11,0,0,0,543,602,1141,3,4,3,0,0,7,0,0,0,0,0,0,3,6,9,0,0,0,9,6,16,44,46,90,82,89,170,3,0,5,8,8,19,70,108,176,54,56,108,0,0,0,1012,1151,2158,7,14,21,43,39,84,0,0,0,0,0,0,3,12,14,4,6,10,6,17,26,843,738,1583,0,4,4,0,3,3,844,747,1595,178,164,338,2099,2155,4259
UCL215082,0,0,3,76,80,161,0,0,0,23,24,50,0,0,0,202,205,408,0,3,3,4,4,7,0,0,0,0,0,0,5,9,14,0,0,0,0,3,3,7,9,12,24,24,49,0,0,0,9,3,10,27,37,65,47,37,83,0,0,0,428,439,861,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,4,5,3,4,5,629,585,1213,0,5,5,0,4,4,633,593,1227,71,71,143,1137,1107,2244
UCL215083,0,4,4,55,74,130,0,0,0,6,0,3,0,0,0,297,372,670,0,0,0,3,0,7,0,0,0,0,0,0,8,12,11,0,0,0,0,0,0,4,0,5,64,91,151,0,5,13,0,0,0,32,52,85,9,8,17,0,0,0,469,614,1086,0,6,7,0,0,0,0,0,0,0,0,0,6,3,10,3,4,5,9,5,13,407,360,764,0,0,3,0,0,0,408,360,765,78,65,147,967,1058,2020
UCL215084,0,5,5,90,79,169,0,0,0,6,0,7,0,0,0,107,104,213,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,13,24,26,24,48,0,0,0,0,0,0,24,46,65,11,9,20,0,0,3,272,276,549,0,3,8,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,5,330,331,662,0,0,4,0,0,0,333,337,668,50,50,100,658,672,1331
UCL215085,4,3,4,64,70,136,0,0,0,3,0,3,0,0,0,121,120,244,0,0,0,3,4,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,5,8,6,13,24,0,3,3,0,0,0,10,18,24,8,5,11,0,0,0,228,230,462,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,337,274,620,3,0,3,0,0,0,342,274,623,62,38,95,642,556,1196
UCL215086,20,19,33,186,256,443,0,0,0,19,28,43,0,0,0,290,362,652,0,3,3,4,3,10,7,4,8,5,0,9,0,4,10,0,0,0,11,11,20,17,10,31,34,40,73,6,7,13,0,0,0,63,78,144,31,35,58,0,0,4,675,840,1515,11,7,16,11,3,17,0,0,0,0,0,0,9,9,8,3,3,8,11,7,14,989,994,1983,3,6,11,0,3,3,993,1003,1996,109,134,244,1818,2016,3839
UCL215087,0,7,7,89,73,163,0,0,0,6,3,11,0,0,0,216,224,444,0,0,0,11,17,30,0,0,0,0,3,3,0,0,0,0,0,0,4,3,11,4,11,9,19,14,38,0,0,6,0,0,0,15,13,32,24,16,35,0,0,0,390,391,775,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,4,3,7,4,3,7,415,328,743,0,9,6,0,0,3,418,339,753,81,70,149,892,814,1705
UCL215088,18,23,35,55,58,115,0,0,0,4,9,13,0,0,0,64,77,149,0,0,0,4,3,8,0,5,11,0,0,3,0,0,3,0,0,0,0,0,6,0,3,3,19,11,34,4,3,9,23,40,64,17,13,25,28,30,69,0,0,0,232,268,502,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,14,18,8,14,18,514,522,1040,3,3,10,4,11,18,525,541,1059,146,147,290,927,985,1913
UCL215089,4,7,13,126,145,275,0,0,0,13,13,25,0,0,0,127,139,266,0,0,0,6,9,16,0,0,0,0,0,0,62,89,150,0,0,0,0,0,4,16,19,33,19,25,39,0,0,0,0,0,0,126,138,264,12,17,29,0,0,0,507,601,1107,9,10,20,3,0,6,0,0,0,0,0,0,4,3,6,0,5,8,9,12,12,450,386,827,3,0,3,0,0,0,454,386,835,113,119,236,1095,1127,2227
UCL215090,3,7,7,102,131,236,0,0,0,8,13,24,0,0,0,140,167,312,0,6,5,5,8,18,8,0,7,0,3,3,0,0,6,0,0,0,3,0,3,0,5,5,12,25,41,0,0,0,0,0,7,48,61,105,14,18,36,0,0,0,349,444,792,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,7,4,8,517,473,993,0,8,4,0,0,3,520,487,1003,106,103,209,986,1049,2032
UCL215091,5,8,10,82,118,202,0,0,0,11,12,22,0,0,7,158,161,320,0,0,9,13,20,35,0,0,0,6,3,4,6,8,15,0,0,0,0,0,0,11,13,23,16,11,27,0,0,0,0,0,0,25,31,62,4,11,20,0,0,0,339,400,741,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,394,317,722,7,0,6,0,0,0,401,323,727,34,27,60,781,762,1542
UCL215092,4,10,22,191,262,452,0,0,0,11,14,27,0,0,0,454,516,970,8,10,18,6,10,16,0,8,8,0,3,3,6,8,18,0,4,4,6,7,6,5,8,17,38,45,80,4,5,9,0,0,0,47,83,121,22,32,55,0,5,7,795,1010,1803,9,9,20,13,8,13,4,9,9,0,0,0,0,0,0,5,4,14,5,7,12,1228,1231,2461,19,15,30,6,17,19,1251,1263,2513,140,136,274,2213,2446,4663
UCL215093,7,15,21,146,156,298,0,0,0,23,24,45,0,0,0,215,254,472,6,13,23,4,20,23,7,9,18,3,7,17,0,11,6,0,0,0,13,16,22,10,3,18,43,43,88,0,5,10,14,22,38,47,38,81,53,60,115,0,3,3,597,683,1282,0,0,5,0,0,3,0,5,5,0,0,0,0,0,0,11,14,19,11,14,19,1365,1278,2645,10,5,10,0,10,13,1374,1285,2665,117,91,204,2105,2096,4198
UCL215094,3,8,11,76,87,161,0,0,0,5,9,17,7,12,17,68,96,161,0,0,0,0,9,7,18,16,28,3,0,0,3,0,6,5,3,10,0,0,5,0,3,8,10,3,10,0,0,0,0,0,0,8,12,21,3,12,18,0,0,0,207,263,466,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,3,7,3,3,7,227,224,448,0,0,0,0,0,0,227,224,450,40,47,85,488,540,1027
UCL215095,0,0,7,51,60,106,0,0,0,0,3,12,0,0,0,77,82,166,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,0,0,3,8,7,10,15,0,0,0,0,0,0,20,27,44,0,6,11,0,0,0,169,207,375,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,321,294,611,0,0,4,0,4,0,318,300,619,52,45,96,550,557,1107
UCL215096,0,4,12,108,128,236,0,0,0,18,17,34,0,0,0,177,212,387,3,4,3,0,6,13,0,0,0,0,0,3,4,7,15,0,0,0,0,0,0,6,7,17,18,18,42,4,0,5,4,7,4,21,39,57,42,44,91,0,3,6,411,505,915,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,4,11,5,4,11,702,635,1333,5,3,3,0,0,0,702,634,1336,74,64,137,1202,1215,2417
UCL215097,10,18,34,126,171,297,0,0,0,21,34,54,0,0,0,185,213,398,11,9,13,7,0,5,4,9,9,0,0,0,3,3,9,0,0,0,6,11,11,5,4,9,23,30,49,0,0,0,17,20,42,27,41,70,58,63,123,0,0,0,489,608,1096,0,0,3,0,5,4,0,0,3,0,0,0,0,0,0,5,8,16,7,8,19,943,849,1790,4,5,7,3,11,19,953,861,1815,157,158,313,1617,1660,3283
UCL215098,4,11,14,75,97,168,0,0,0,3,3,6,0,0,0,106,109,216,0,0,0,0,0,0,4,0,3,3,8,7,4,0,4,0,0,6,4,4,9,3,3,7,22,21,40,0,0,0,0,0,0,28,38,68,24,23,51,0,0,0,273,320,591,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,363,332,698,0,8,5,0,5,5,371,339,700,43,30,70,690,699,1387
UCL215099,7,9,16,119,180,300,0,0,0,0,3,9,0,0,0,115,151,266,0,0,0,0,0,3,0,4,5,3,3,3,3,7,7,0,0,0,0,0,0,5,5,8,21,22,47,0,0,0,0,0,0,38,48,81,15,15,24,3,0,3,328,436,763,0,0,3,0,3,10,0,0,0,0,0,0,0,0,8,0,6,7,6,12,13,393,375,768,0,0,5,0,0,0,393,375,769,70,94,162,803,929,1739
UCL215100,6,9,7,86,118,198,0,0,0,10,9,19,0,0,0,91,93,189,0,6,3,7,3,10,0,0,0,3,3,3,5,0,0,0,0,0,0,0,0,4,4,8,17,30,44,0,3,3,0,0,0,14,20,37,17,17,36,0,0,4,242,306,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,9,8,298,284,585,0,0,0,8,3,9,305,287,596,58,62,121,609,669,1279
UCL221001,3,0,3,21,25,45,0,0,0,3,3,4,0,0,0,73,93,169,0,0,0,4,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,17,11,28,0,0,0,0,0,0,16,22,37,0,3,5,0,0,0,128,167,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,176,367,0,0,0,0,0,0,197,176,369,32,19,52,358,361,718
UCL221002,4,10,10,45,69,114,0,0,0,0,0,0,0,0,0,69,78,146,0,0,0,0,0,0,7,5,13,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,8,9,19,0,0,0,0,0,3,27,32,56,10,9,20,0,0,0,175,207,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,191,165,362,0,0,6,0,4,4,193,175,365,33,39,73,413,438,852
UCL221003,0,0,0,38,38,78,0,0,0,6,10,11,0,0,0,37,54,89,0,0,0,0,0,0,0,6,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,4,4,13,14,27,13,11,26,0,0,0,118,137,256,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,103,237,0,0,0,0,0,5,138,105,243,34,30,67,295,281,572
UCL221004,0,3,5,42,44,87,0,0,0,8,7,15,0,5,3,172,166,335,0,0,0,12,13,24,0,0,0,0,0,3,8,3,12,0,0,0,0,0,0,0,0,4,18,14,34,0,0,0,5,4,8,19,19,40,22,20,45,0,4,0,303,296,602,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,228,483,0,0,0,0,0,0,262,229,488,23,22,43,583,557,1139
UCL221005,0,0,5,20,35,54,0,0,0,0,0,0,0,0,0,106,100,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,15,0,0,0,0,0,0,34,46,75,9,11,14,0,0,0,180,195,374,5,0,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,109,222,0,3,3,0,0,0,116,113,229,32,25,58,334,343,674
UCL221006,0,0,0,17,27,51,0,0,0,0,0,0,0,0,0,66,55,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,0,0,0,0,0,4,14,22,0,0,0,0,0,0,105,101,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,185,387,0,0,0,0,0,0,206,186,390,19,15,33,325,303,628
UCL221007,0,5,8,26,21,46,0,0,0,0,0,0,0,0,0,18,39,55,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,10,20,0,8,7,0,0,0,60,82,139,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,164,326,0,0,0,0,0,0,164,164,329,25,29,50,255,282,534
UCL221008,3,0,7,28,34,60,0,0,0,15,25,41,0,0,0,48,47,90,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,16,20,40,0,0,0,0,0,0,29,46,76,0,0,3,0,0,0,149,185,334,0,0,5,0,7,5,0,0,0,0,0,0,0,0,0,3,7,7,3,7,7,131,143,274,0,0,0,0,0,0,138,140,278,80,96,175,374,438,808
