UCL_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL215010,0,0,0,6,5,3,6,0,20,0,0,3,0,0,0,0,0,15,7,13,36,40,53,31,8,4,187,7,20,35,21,7,6,0,0,99,5,0,8,5,5,0,0,0,23,0,3,3,4,4,0,0,0,15,0,3,3,5,5,8,0,0,21,6,4,15,18,24,6,4,0,79,0,0,6,7,10,5,3,0,28,0,0,0,0,0,0,0,0,8,0,0,4,4,7,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,4,0,5,0,0,14,13,4,13,10,4,14,3,3,74,48,55,132,134,117,84,23,5,605,0,0,4,5,0,0,0,0,9,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,4,4,5,0,0,0,0,12,0,0,0,0,4,0,5,0,8,7,13,22,26,20,6,9,0,95,3,13,24,15,28,19,9,0,101,6,9
UCL215011,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,8,17,10,16,8,0,71,3,7,4,4,0,3,0,0,29,0,3,0,5,5,5,3,0,19,0,0,0,0,0,4,0,0,9,0,0,0,3,0,7,0,0,11,0,0,0,3,7,0,0,0,18,0,4,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,9,6,6,6,5,7,0,46,13,28,27,42,45,47,30,11,243,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,10,6,6,7,4,6,8,4,0,44,0,4,8,8,6,4,9,0,30,0,3
UCL215012,0,3,4,13,8,11,0,0,37,0,3,0,3,0,3,0,0,15,0,16,27,32,28,26,24,10,164,5,16,20,9,13,19,6,0,95,0,5,9,23,14,7,3,0,60,0,7,5,10,7,22,13,0,67,0,4,17,8,8,17,4,0,62,0,3,14,31,24,14,5,0,91,0,12,13,13,15,23,6,0,84,3,5,6,12,9,7,0,0,27,4,6,12,5,7,5,0,0,41,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,16,11,7,7,12,13,10,15,4,83,37,83,137,176,143,169,79,19,844,0,3,5,6,0,4,0,0,29,0,4,0,0,0,0,0,0,3,0,3,6,0,0,3,0,4,18,0,0,0,0,0,0,0,0,6,0,0,4,6,3,4,0,0,24,4,19,42,36,50,54,29,10,257,3,13,29,29,28,38,13,4,165,0,10
UCL215013,0,3,0,3,0,4,0,0,12,6,16,33,6,0,0,0,0,56,14,73,66,51,34,15,0,0,247,14,63,33,16,12,3,0,0,135,0,5,11,5,0,3,0,0,23,3,17,13,12,5,0,0,0,43,0,6,8,7,5,3,0,0,30,7,34,43,25,9,3,0,0,127,3,15,22,10,3,0,0,0,60,0,15,9,0,0,0,0,0,22,0,16,26,6,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,13,23,26,28,19,14,3,0,0,101,63,291,292,162,84,38,4,0,934,6,8,4,0,0,0,0,0,24,0,14,14,0,0,0,0,0,30,0,0,3,6,5,0,0,0,15,0,6,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,9,16,78,51,20,13,5,0,0,182,7,52,30,19,7,4,0,0,120,6,71
UCL215014,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,18,14,13,23,13,10,4,106,3,26,16,10,6,7,0,0,63,0,0,3,6,0,0,0,0,9,0,3,0,0,0,0,0,0,6,3,0,0,0,4,0,0,0,7,0,0,0,5,3,0,0,0,16,6,4,0,0,0,3,0,0,17,6,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,3,6,5,5,5,0,36,21,64,47,55,38,26,22,5,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,3,9,6,12,10,0,0,0,48,3,10,6,9,4,5,3,0,33,0,10
UCL215015,0,0,3,6,3,5,0,0,23,0,0,3,0,0,4,0,0,17,6,23,23,27,28,31,16,6,156,11,10,17,11,20,11,3,0,79,0,3,10,9,3,9,0,0,26,3,3,5,7,9,5,3,0,45,5,4,12,13,11,15,3,0,59,0,16,10,18,21,17,9,0,82,0,8,11,4,6,10,8,0,48,0,3,4,6,0,3,0,0,16,5,8,9,11,3,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,15,17,12,5,14,15,15,10,9,109,49,98,105,128,129,124,60,17,709,0,0,3,0,0,0,0,0,15,0,0,0,4,5,0,0,0,6,0,0,4,3,4,0,0,0,13,0,0,3,0,0,0,0,0,5,0,4,7,0,0,0,0,0,20,5,16,17,22,27,22,17,5,119,0,12,15,22,25,19,11,0,106,0,22
UCL215016,0,7,3,4,0,5,0,0,11,6,4,7,0,3,0,0,0,13,20,61,55,60,53,54,11,3,320,4,40,24,16,11,11,0,0,102,3,10,9,4,4,3,0,0,31,0,4,7,4,8,6,0,0,25,0,3,4,3,6,9,4,0,35,5,20,21,23,10,6,6,0,90,9,21,8,3,9,3,0,0,47,3,6,0,0,5,0,0,0,20,4,9,9,7,3,3,0,0,32,0,0,0,0,0,0,0,0,0,0,3,4,6,5,5,0,0,25,19,21,24,19,21,13,11,0,134,72,202,166,151,133,117,41,11,897,0,9,3,6,0,0,0,0,18,0,0,3,0,0,0,0,0,9,3,3,0,0,4,0,0,0,9,4,4,0,0,0,0,0,0,5,0,6,0,3,4,0,0,0,16,14,40,28,19,25,16,3,0,151,10,32,15,19,19,11,3,0,111,12,34
UCL215017,0,0,0,0,0,4,0,0,4,0,3,3,0,0,3,0,0,10,11,38,42,38,43,24,16,5,225,18,34,37,14,13,8,6,0,124,4,0,12,4,5,0,0,0,18,0,0,0,3,3,0,4,0,8,0,4,9,3,3,0,8,4,22,0,8,7,3,15,4,5,0,49,0,5,11,5,4,0,0,0,32,0,0,3,0,0,0,0,0,7,0,0,0,10,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,11,17,19,6,9,18,9,8,4,82,52,118,130,95,103,50,50,8,616,0,0,3,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,4,0,0,0,0,0,0,0,10,0,3,8,0,0,0,0,0,9,8,20,19,21,17,19,3,0,113,4,35,23,16,9,10,7,3,110,5,18
UCL215018,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,3,12,18,21,33,33,34,14,3,167,5,17,16,11,16,9,4,0,75,5,9,7,11,8,10,10,0,44,5,6,3,3,4,5,3,0,24,0,3,4,8,8,8,3,0,35,3,3,5,0,7,20,3,0,51,4,3,8,8,5,6,0,0,41,0,3,0,3,3,0,0,0,13,8,10,6,6,11,8,6,0,46,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,4,4,19,19,16,10,10,19,17,11,3,102,48,107,81,90,110,119,63,18,638,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,4,0,14,0,0,0,0,0,0,0,0,8,0,0,6,0,0,3,0,0,12,9,21,23,24,27,21,14,0,146,5,16,17,17,16,24,8,0,106,3,9
UCL215019,0,3,3,8,6,0,0,0,18,0,0,4,0,3,5,0,0,12,3,18,15,27,35,31,11,3,138,0,18,30,23,21,13,4,0,109,0,0,8,7,5,4,0,0,22,0,0,7,4,8,6,0,0,24,0,3,7,17,6,11,3,0,46,0,9,5,14,13,8,0,0,49,3,4,5,0,14,7,3,0,36,0,6,8,7,9,3,0,0,27,0,6,6,3,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,12,21,17,24,19,20,11,0,129,28,92,119,129,136,100,31,5,649,0,4,10,3,3,3,0,0,21,0,0,4,4,3,0,0,0,12,0,3,5,0,0,3,0,0,12,0,0,4,0,0,0,0,0,10,0,7,0,0,0,0,0,0,8,7,16,15,19,21,16,0,0,89,0,14,22,23,21,11,5,0,93,0,17
UCL215020,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,3,6,7,8,8,16,9,3,4,63,0,0,0,3,6,5,0,0,19,0,5,0,0,7,0,0,0,18,0,3,4,0,6,0,0,0,16,0,0,0,0,5,9,4,0,12,0,4,0,4,0,4,0,0,18,0,0,4,0,0,4,5,0,15,0,0,0,0,0,0,0,0,0,7,4,5,5,4,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,3,6,0,4,9,9,12,8,62,21,35,29,25,57,47,37,14,254,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10,5,16,4,3,19,16,10,0,75,5,4,5,5,7,5,3,0,38,6,4
UCL215021,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,6,6,16,13,24,21,20,13,0,105,0,4,5,4,7,3,0,0,22,0,4,0,0,0,0,0,0,12,0,0,0,0,7,3,0,0,12,0,0,0,0,0,4,0,0,14,0,3,3,8,0,3,3,0,20,0,3,0,0,5,3,0,0,22,0,5,0,0,5,0,0,0,6,0,0,3,4,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,7,4,7,9,10,9,0,47,13,38,38,59,58,55,23,0,292,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,12,13,11,13,3,0,58,0,3,0,15,7,8,4,0,29,4,3
UCL215022,4,9,3,0,4,0,0,0,24,5,5,7,0,3,0,0,0,19,23,46,37,52,71,84,35,4,353,8,34,12,16,19,18,10,0,121,0,9,8,0,4,0,3,0,21,5,10,4,3,9,3,0,0,33,0,3,3,7,10,10,3,0,45,3,10,31,12,16,14,9,0,91,11,16,19,10,10,11,3,0,86,7,8,5,3,7,0,0,0,21,0,4,5,6,4,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,20,51,23,34,19,23,12,16,0,182,122,180,167,144,183,158,86,13,1049,6,7,0,0,4,0,0,0,23,0,4,3,6,3,0,0,0,14,8,6,4,0,10,0,0,0,21,0,6,0,0,0,0,0,0,6,8,4,0,3,0,0,0,0,23,17,34,30,18,22,18,13,0,144,5,21,22,18,21,13,6,0,108,11,30
UCL215023,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,10,5,34,25,15,4,0,106,5,15,4,3,11,5,5,0,47,0,0,0,0,4,4,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,5,8,3,0,13,0,4,5,7,6,4,0,0,21,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,14,3,0,7,4,5,10,3,52,26,44,26,60,48,47,29,10,298,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,8,9,7,10,9,6,0,58,0,7,8,0,3,6,3,0,36,0,5
UCL215024,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,5,8,10,18,19,17,18,12,0,103,0,14,5,5,7,4,3,4,43,0,0,6,8,0,0,3,0,18,0,0,3,0,0,3,0,0,10,0,0,0,0,5,4,3,0,17,0,8,4,6,9,10,0,0,35,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,6,4,5,9,8,14,18,19,8,90,15,46,55,49,60,81,41,14,370,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,4,12,15,13,10,13,10,0,77,6,4,10,9,5,14,7,4,58,0,0
UCL215025,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,3,6,3,6,23,23,9,5,82,3,5,8,3,8,4,3,0,41,0,0,0,4,6,0,0,0,12,0,0,0,0,0,7,0,0,7,0,0,0,0,4,5,3,0,11,0,0,3,3,7,6,4,0,32,0,0,3,3,3,6,0,0,21,0,0,0,0,0,0,0,0,3,5,3,7,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,11,3,12,19,8,0,60,16,26,37,33,76,73,25,12,294,0,0,0,0,0,0,0,0,4,0,0,0,0,5,6,0,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,6,16,10,7,0,49,0,3,7,4,0,5,0,0,29,0,3
UCL215026,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,4,10,15,21,14,8,3,82,6,13,4,8,7,9,7,0,42,0,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,10,0,4,4,10,0,5,0,0,28,0,0,0,0,0,4,0,0,14,0,0,4,0,6,4,0,0,12,0,6,0,5,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,4,11,11,11,4,61,17,31,32,45,59,54,30,7,280,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,4,6,4,12,3,5,0,33,4,3,9,7,3,7,3,0,41,10,14
UCL215027,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,9,14,10,14,14,4,0,69,3,5,0,6,5,3,3,0,27,0,3,3,3,4,0,0,0,17,0,5,6,0,8,0,0,0,14,0,4,3,0,9,8,4,0,28,0,3,5,0,3,0,0,0,16,0,0,0,3,4,3,0,0,11,0,0,0,0,0,0,0,0,5,0,0,3,5,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,9,8,8,10,10,14,5,8,69,18,42,46,45,54,43,30,16,292,0,0,4,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,10,9,9,10,4,9,0,57,0,3,11,3,7,0,6,3,32,3,8
UCL215028,0,0,0,0,4,5,3,0,14,0,5,3,5,0,0,0,0,16,7,19,25,34,29,33,20,9,163,8,23,14,18,12,14,9,4,103,3,3,3,5,9,8,6,0,43,0,5,0,8,4,9,3,0,28,0,5,5,3,11,10,6,0,37,0,9,14,9,17,12,6,0,72,0,5,0,10,0,9,3,5,37,4,0,0,8,6,4,6,0,27,4,5,12,5,8,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,15,7,13,24,19,25,19,12,136,38,95,102,121,123,128,74,30,716,0,5,5,0,3,0,3,0,9,0,0,0,0,0,3,0,0,7,5,0,3,0,0,0,3,0,15,3,0,0,0,0,0,0,0,7,0,3,4,3,5,7,0,0,22,3,17,13,19,24,32,6,3,124,0,17,9,12,28,22,10,3,97,0,14
UCL215029,0,0,0,6,9,10,0,0,23,0,7,4,4,9,3,0,0,31,0,8,17,25,24,43,19,6,146,3,17,17,11,28,16,7,3,94,0,4,7,3,12,3,5,0,37,0,6,3,20,13,10,3,0,53,0,0,0,5,17,23,9,0,65,0,21,20,34,44,29,3,0,155,3,6,11,12,25,21,9,0,86,0,6,18,18,14,11,7,0,74,0,28,15,9,12,5,0,0,75,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,0,19,6,11,13,18,28,33,20,12,145,28,125,143,178,231,209,72,30,1010,0,5,0,3,13,5,0,0,26,0,0,0,8,0,0,0,0,7,0,3,3,3,4,4,0,0,13,0,3,0,6,5,4,0,0,13,0,0,0,9,0,0,0,0,16,5,14,14,35,46,31,16,11,176,0,10,23,31,41,37,27,6,168,0,20
UCL215030,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,5,4,15,12,10,20,19,5,6,90,0,8,4,0,5,6,6,0,31,0,4,4,0,3,3,0,0,17,0,3,0,0,6,0,0,0,14,0,3,3,7,5,0,4,0,20,0,3,3,8,5,3,0,0,26,0,5,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,8,3,8,10,13,3,56,15,42,45,43,51,47,29,12,285,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,5,0,9,7,7,14,10,5,4,56,0,17,5,7,6,8,4,0,41,5,9
UCL215031,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,7,3,9,15,14,9,6,68,0,7,5,4,4,8,4,0,31,3,14,6,6,3,0,0,0,27,0,3,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,21,0,3,3,8,6,7,0,0,23,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,6,10,10,9,8,13,0,74,25,39,36,53,49,48,33,7,288,0,3,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,9,0,8,8,10,15,12,6,0,62,0,4,5,4,5,3,3,0,36,0,7
UCL215032,0,0,0,0,0,0,0,0,11,4,3,7,0,0,0,0,0,13,6,14,17,18,28,29,23,8,148,9,12,18,10,12,17,4,3,76,3,12,12,4,3,7,3,6,50,0,5,9,3,8,7,6,0,28,0,3,4,3,12,17,9,0,43,0,10,6,5,15,12,3,0,59,4,4,4,5,7,6,6,0,40,0,0,0,0,0,0,0,0,8,3,9,11,3,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,6,5,0,5,3,0,0,15,20,10,21,11,27,33,22,14,154,51,79,112,74,110,137,78,28,673,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,3,8,4,4,5,0,0,31,6,26,18,14,20,25,10,11,124,0,15,20,16,10,31,20,0,115,4,13
UCL215033,0,0,0,0,0,0,0,0,6,0,8,8,11,6,0,0,0,31,5,36,46,45,28,23,5,0,190,4,35,39,21,9,6,0,0,109,0,4,5,10,0,0,0,0,22,0,4,5,9,4,0,0,0,23,0,8,13,9,11,3,0,0,34,0,7,38,31,16,7,4,0,99,6,5,11,9,4,4,0,0,36,5,0,12,6,0,0,0,0,25,0,0,6,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,3,8,10,5,0,0,0,25,24,115,202,160,73,51,7,0,637,0,8,6,6,0,0,0,0,18,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,6,10,22,36,21,16,3,3,0,100,3,28,50,36,11,6,0,0,141,5,20
UCL215034,0,0,0,0,0,3,0,0,10,0,0,0,0,5,0,0,0,8,5,4,4,10,19,21,13,0,81,0,0,3,3,0,8,5,0,27,0,0,0,4,9,0,0,0,14,0,3,5,5,4,3,0,0,19,0,0,3,0,4,9,9,0,26,0,0,3,6,7,6,0,0,21,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,8,0,5,3,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,6,3,5,17,15,9,65,15,25,29,40,58,68,50,17,304,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,5,8,13,23,5,10,71,3,5,3,8,6,18,12,5,58,0,4
UCL215035,0,0,4,0,0,0,0,0,5,0,0,3,0,0,0,0,0,7,4,27,24,31,28,17,8,0,144,4,19,20,14,10,11,0,0,77,0,5,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,11,0,12,3,3,3,0,5,0,33,0,0,7,0,0,0,0,0,14,0,5,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,11,10,9,8,8,12,11,0,61,24,75,87,75,54,49,29,6,396,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,22,5,10,5,0,3,0,54,0,16,24,7,11,5,0,0,71,3,13
UCL215036,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,8,3,14,18,29,24,12,5,0,105,4,16,11,7,5,3,0,0,44,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,12,0,3,0,3,0,0,7,0,18,0,3,8,0,4,3,0,0,24,0,4,5,0,7,3,0,0,18,3,0,0,0,0,3,0,0,15,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,8,11,6,0,0,49,32,47,53,62,50,41,21,3,306,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,11,6,7,4,0,49,0,8,19,10,12,8,0,0,63,0,11
