UCL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
UCL215011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,20,6,5,42,0,5,0,8,9,20,6,5,48,46,39,46,66,68,85,41,6,395,3,0,3,6,4,5,7,3,38,47,45,48,73,79,106,57,18,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,41,38,51,63,73,96,62,29,464,4,8,5,3,4,3,6,4,42,48,47,62,74,85,103,71,30,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,23,6,10,52,0,3,0,8,10,23,6,10,52,88,84,95,134,146,181,110,35,866,10,13,7,12,15,13,9,3,81,102,93,103,143,165,208,127,51,1002
UCL215012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,14,13,37,21,12,110,0,0,6,16,15,37,21,12,111,118,106,153,190,189,213,109,21,1097,8,9,9,5,9,5,8,0,56,125,110,166,210,209,258,140,35,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,4,8,7,0,0,14,118,108,210,233,239,280,151,69,1409,6,8,14,9,9,11,14,12,72,120,118,223,247,252,294,163,74,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,5,14,19,37,21,12,114,0,5,6,20,19,37,21,12,123,236,216,366,423,430,488,261,89,2510,19,17,20,17,15,21,19,10,130,252,233,391,459,466,552,305,110,2756
UCL215013,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,9,10,5,0,3,3,0,32,0,12,15,14,0,3,3,0,42,216,379,366,218,122,70,11,0,1382,16,9,18,12,11,0,0,0,69,229,404,394,239,132,76,15,0,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,6,0,0,3,0,5,0,0,0,6,187,435,355,208,145,67,11,0,1412,7,18,11,17,8,0,0,0,56,199,452,368,222,150,71,11,0,1478,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,9,14,7,3,3,3,0,38,0,12,16,13,3,3,3,0,47,400,817,722,425,267,141,27,6,2800,24,28,33,28,17,3,0,0,129,427,855,766,466,281,143,25,6,2973
UCL215014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,21,0,0,0,0,4,6,4,3,21,63,85,57,90,77,48,28,5,449,5,4,3,0,3,0,0,0,20,63,96,56,90,82,60,28,11,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,72,89,73,80,87,44,17,3,464,5,0,3,6,0,4,4,0,21,76,89,78,86,89,49,26,3,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,23,0,0,0,0,3,6,4,3,23,129,176,128,166,159,93,44,13,913,11,8,7,12,6,3,8,0,44,139,183,136,174,168,110,53,13,973
UCL215015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,18,18,8,69,0,0,0,3,10,18,18,8,67,98,97,124,135,158,150,77,17,867,24,16,5,12,12,8,10,8,93,121,116,134,158,175,183,110,32,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,7,0,0,0,0,4,0,5,0,6,102,97,146,165,162,175,121,27,995,12,18,5,11,12,7,24,16,106,109,110,151,177,180,185,144,49,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,19,20,8,70,0,0,0,3,11,19,20,8,73,197,200,269,300,315,330,200,51,1861,30,27,12,27,25,17,35,24,192,232,229,289,330,355,364,252,80,2129
UCL215016,0,14,4,6,0,0,0,0,22,0,0,4,4,0,0,0,0,4,0,3,15,11,17,22,13,5,85,0,23,16,13,17,22,13,5,111,207,277,222,221,223,188,82,14,1435,14,19,16,11,7,6,3,0,77,218,320,255,247,246,217,98,23,1623,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,3,0,20,0,0,3,9,4,5,3,0,24,189,272,244,246,249,191,94,44,1529,17,14,13,17,7,9,6,10,93,210,281,264,269,268,201,101,51,1645,4,14,4,9,4,0,0,0,27,0,0,4,4,0,0,0,0,4,0,7,13,13,21,29,10,5,105,5,22,20,24,24,29,10,5,135,396,545,472,464,475,374,177,60,2963,27,31,26,30,20,14,17,6,170,426,602,516,517,516,418,202,68,3273
UCL215017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,11,10,8,14,41,0,3,7,3,11,10,8,14,45,153,138,151,133,145,96,69,16,897,12,11,4,7,8,3,11,4,66,164,150,161,149,166,104,80,28,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,4,0,0,0,10,146,149,169,154,150,110,84,36,1007,13,14,6,7,3,0,8,4,70,160,162,175,169,160,117,93,47,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,16,7,5,14,52,3,3,7,3,16,7,5,14,51,296,284,322,292,299,205,153,54,1899,24,31,20,21,19,7,15,7,136,323,314,340,314,327,223,174,75,2090
UCL215018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,11,24,15,10,67,3,0,0,7,11,24,15,10,67,136,133,118,140,181,183,120,24,1018,17,12,4,6,11,14,4,12,86,155,145,126,154,201,221,140,43,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,9,106,118,138,150,200,231,173,56,1181,7,9,11,13,7,9,21,24,98,118,125,145,161,207,245,196,81,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,17,28,15,16,78,3,0,0,7,17,28,15,16,78,238,251,255,293,384,410,292,75,2199,29,21,12,20,19,23,26,31,186,272,269,271,321,410,458,334,127,2459
UCL215019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,13,4,0,22,0,3,0,7,0,13,4,0,27,83,90,128,150,154,105,38,8,755,15,21,19,14,16,17,11,0,108,102,106,147,166,176,138,53,6,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,3,104,112,148,154,154,117,39,14,841,22,18,20,16,18,16,4,0,126,127,132,168,176,171,141,44,13,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,18,4,0,30,0,3,0,5,5,18,4,0,32,192,200,276,306,310,229,79,19,1604,36,39,38,33,35,33,15,3,234,229,238,311,344,349,274,99,18,1870
UCL215020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,9,9,39,0,0,4,0,5,8,9,9,39,53,56,38,45,89,105,56,16,467,0,6,0,3,8,8,7,4,36,54,56,43,53,107,128,75,31,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,4,0,0,0,0,6,54,48,44,52,115,102,98,54,570,4,0,0,3,9,11,16,12,56,58,50,47,56,126,113,111,69,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,8,9,8,41,0,0,4,5,5,8,9,8,40,108,98,81,99,210,214,153,73,1040,8,4,0,7,18,19,21,14,96,113,102,87,115,234,241,187,96,1183
UCL215021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15,3,6,49,0,0,0,7,8,15,3,6,48,49,46,46,73,80,74,34,3,409,0,4,3,7,3,7,4,0,34,53,53,54,91,98,92,40,10,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,5,0,0,0,0,0,10,55,43,45,93,101,88,43,7,475,9,5,5,9,8,5,8,3,42,65,51,56,101,106,93,50,9,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,13,14,10,6,57,0,4,4,8,13,14,10,6,61,111,92,95,164,181,157,80,10,885,11,3,7,20,9,9,12,3,74,126,103,108,190,206,187,90,18,1021
UCL215022,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,8,16,23,31,21,4,108,0,3,6,16,23,31,21,4,114,258,270,222,206,248,224,117,13,1558,46,18,27,10,16,5,12,0,143,309,293,259,237,284,263,150,23,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,5,0,3,0,0,0,12,258,294,251,255,293,289,129,20,1785,51,33,28,20,15,16,6,3,172,310,331,276,271,312,302,139,22,1971,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,16,27,29,22,9,125,0,4,13,16,32,29,22,9,126,519,565,472,461,542,511,245,36,3347,101,52,56,30,28,27,20,4,314,622,616,543,507,604,566,288,45,3792
UCL215023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,10,4,31,0,0,0,4,3,9,10,4,31,80,67,44,77,92,88,52,27,541,4,0,0,6,3,4,5,5,33,89,71,52,88,99,105,71,32,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,58,72,60,102,105,96,88,37,630,6,5,0,3,0,5,7,7,35,67,79,62,104,115,103,98,49,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,13,4,37,0,0,0,6,3,9,13,4,37,143,142,110,180,205,184,141,58,1168,10,5,0,10,0,10,14,12,71,153,150,115,194,215,202,171,76,1274
UCL215024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,26,11,12,68,0,0,0,4,7,26,11,12,68,51,66,71,89,95,139,95,37,636,3,0,10,7,10,11,10,8,57,59,70,76,103,117,171,116,53,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,4,55,66,81,97,116,185,124,62,782,11,0,9,0,12,10,11,6,61,67,69,91,101,125,195,134,64,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,29,15,12,69,0,0,0,5,7,29,15,12,69,102,135,147,185,209,317,218,95,1420,16,4,17,13,17,20,18,15,118,122,138,167,199,241,364,248,121,1602
UCL215025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,9,5,28,0,0,0,3,6,6,9,5,28,40,36,47,47,96,95,39,4,406,4,0,0,0,9,6,0,0,32,45,37,47,59,111,108,39,12,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,6,0,0,0,4,29,40,47,52,94,104,36,3,406,3,4,0,10,9,7,0,0,31,30,46,51,57,102,113,36,5,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,5,27,0,0,0,3,3,6,9,5,27,69,83,92,100,195,200,72,9,812,4,0,4,8,13,12,5,7,61,81,87,97,110,218,224,78,19,896
UCL215026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,21,0,0,0,0,6,6,4,0,24,36,42,43,75,83,78,48,4,413,8,3,7,3,6,11,8,0,41,44,44,48,79,93,94,61,13,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,59,49,59,94,96,40,11,438,8,4,8,5,8,7,9,0,40,42,60,58,66,101,101,45,11,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,29,0,0,0,0,3,6,4,0,25,68,98,93,130,177,171,86,18,853,14,11,9,7,15,13,11,0,83,82,104,107,143,196,194,105,23,957
UCL215027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,3,5,30,0,0,0,5,10,6,3,5,33,38,55,45,50,76,66,55,18,398,6,8,8,15,7,13,9,9,64,50,62,55,69,92,80,63,31,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,34,41,59,50,85,85,73,35,458,11,3,5,8,9,6,8,8,53,43,44,63,65,89,90,82,43,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,11,3,10,33,0,0,0,8,10,11,3,10,36,70,96,102,103,158,143,125,55,852,15,10,14,22,12,16,21,11,121,90,107,115,134,179,170,146,76,1011
UCL215028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,10,13,17,12,64,0,5,0,8,13,13,17,12,64,102,110,120,162,163,165,102,28,957,12,4,10,19,13,23,12,19,111,122,119,135,185,188,204,131,55,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,13,0,0,0,4,0,3,0,0,13,97,111,125,149,218,214,128,54,1092,10,8,21,14,13,19,23,22,135,107,122,151,167,233,233,149,77,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11,10,15,16,12,74,0,5,3,11,13,15,16,12,81,200,224,252,307,376,378,231,87,2046,21,15,35,28,32,39,36,40,250,228,241,285,348,417,433,281,133,2375
UCL215029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,6,21,23,11,78,0,3,7,8,6,21,23,11,79,118,150,156,224,301,263,92,25,1331,4,10,16,13,20,25,15,9,107,123,157,172,246,327,315,132,47,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,0,0,0,3,3,3,0,0,11,95,148,174,290,367,314,174,85,1638,7,18,9,14,22,39,19,14,140,96,161,184,300,397,349,191,106,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,10,25,23,11,94,0,3,4,10,10,25,23,11,92,210,292,331,516,670,579,267,105,2969,13,24,22,24,42,63,33,28,245,222,320,361,547,725,660,321,150,3308
UCL215030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,25,13,10,73,0,0,4,5,14,25,13,10,73,60,52,47,57,90,85,49,13,449,4,0,6,0,6,8,7,4,35,61,55,58,65,104,114,68,30,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,14,0,0,0,0,8,3,0,0,14,54,60,48,81,103,93,67,35,543,4,3,5,6,4,7,9,8,44,56,64,48,90,112,98,75,42,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,22,24,13,17,85,0,0,4,3,22,24,13,17,85,113,110,95,139,190,172,117,49,995,6,6,13,7,6,14,8,10,77,117,121,113,159,218,209,145,72,1154
UCL215031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,11,4,27,0,0,0,7,3,8,11,4,27,58,51,47,68,87,97,52,23,489,5,3,6,7,8,5,6,0,53,65,62,53,79,98,110,68,31,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,38,55,54,73,104,96,74,48,542,3,4,5,6,6,9,12,8,54,42,57,63,84,111,105,83,55,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,11,10,32,0,0,0,7,6,9,11,10,32,99,112,104,144,191,188,131,68,1030,14,10,17,11,12,13,14,11,105,111,114,116,158,208,211,154,87,1165
UCL215032,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,9,5,14,26,14,19,89,0,6,9,6,15,26,14,19,94,137,125,121,119,155,219,139,49,1055,15,8,15,6,24,20,15,11,117,152,136,147,136,194,258,165,76,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,103,137,151,156,216,249,173,107,1294,9,10,14,13,22,22,10,8,113,111,149,168,167,238,275,184,115,1406,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,4,11,5,13,28,14,19,95,0,6,11,6,17,28,14,19,101,242,257,277,275,368,465,310,155,2350,24,16,28,21,45,43,20,19,229,268,285,318,307,432,540,343,195,2681
UCL215033,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,9,11,6,10,0,0,34,0,5,12,7,8,10,0,0,41,116,129,241,211,110,74,19,0,901,0,4,3,0,3,0,0,0,15,119,143,259,220,122,82,14,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,0,0,3,5,0,0,0,0,6,140,178,293,194,109,91,16,0,1012,6,3,4,8,4,0,0,0,23,142,179,302,195,115,95,16,0,1043,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,5,17,12,7,12,0,0,43,0,5,18,10,9,12,0,0,48,255,312,537,400,215,160,34,3,1911,10,11,3,4,6,0,0,0,40,267,317,562,417,233,174,38,3,2004
UCL215034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,6,7,35,0,0,3,0,5,18,6,7,35,31,36,44,51,75,94,73,29,438,4,0,6,6,4,14,9,12,50,37,40,53,58,85,119,98,47,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,5,0,0,4,54,37,41,57,98,133,105,62,582,6,3,3,9,4,13,13,9,58,51,40,46,64,104,153,118,65,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,11,13,36,0,0,3,0,5,13,11,13,39,87,71,87,108,173,227,182,89,1030,8,5,4,10,11,28,16,17,104,93,75,95,122,190,268,213,115,1171
UCL215035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,5,5,24,0,0,3,0,4,5,5,5,31,87,85,98,95,70,61,47,5,550,4,10,6,4,6,9,7,0,49,91,90,107,101,84,81,57,11,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,112,93,94,86,83,39,10,596,8,5,4,0,8,13,5,5,52,87,116,97,89,92,97,55,13,652,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,3,7,7,4,5,5,33,0,5,3,7,7,4,5,5,34,172,198,187,179,155,148,88,21,1146,15,11,8,9,12,24,15,9,99,177,209,202,193,180,177,106,23,1278
UCL215036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,5,4,25,0,0,5,4,0,9,5,4,25,77,59,51,76,78,40,24,3,412,11,8,5,6,5,4,0,0,36,90,62,64,79,85,54,30,3,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,56,69,83,79,63,30,13,438,3,0,10,11,13,3,5,0,48,62,54,72,89,86,68,39,13,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,5,4,23,0,0,5,0,3,10,5,4,23,140,113,116,159,150,101,56,17,848,14,6,17,16,21,7,4,0,83,152,118,139,175,170,120,68,17,965
UCL215037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,5,3,37,0,0,0,0,3,22,5,3,37,43,72,67,86,94,99,40,6,511,3,4,3,6,4,9,8,4,39,47,73,74,94,100,128,58,13,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,5,0,0,0,10,48,85,68,76,116,102,49,8,538,0,5,6,0,9,5,0,3,34,45,85,70,80,127,105,54,9,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,26,5,5,44,0,0,0,5,7,26,5,5,44,93,148,135,162,210,197,95,10,1048,6,5,10,9,13,11,9,7,74,93,158,145,179,226,238,113,21,1170
UCL215038,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,5,10,21,19,9,75,0,4,0,6,11,21,19,9,77,49,62,60,84,121,132,95,29,626,15,9,14,16,14,10,11,8,94,61,70,77,106,153,159,123,46,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,49,61,80,75,139,178,116,47,748,7,14,8,16,7,7,14,11,85,57,76,93,91,153,187,124,59,837,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,3,14,24,19,9,79,0,4,6,7,18,24,19,9,83,100,120,138,161,260,304,206,84,1373,22,20,28,28,25,23,16,17,175,119,146,169,194,301,350,248,107,1633
