UCL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL215050,5,8,5,0,0,0,0,22,14,11,23,17,9,8,0,79,21,30,13,7,13,3,0,94,97,130,84,54,65,30,5,471,0,0,0,0,0,0,0,5,136,189,125,79,90,37,8,665,0,0,0,0,0,0,0,0,4,6,0,0,4,0,4,15,0,0,0,0,0,0,0,4,3,9,11,9,17,8,0,52,0,0,0,0,0,0,0,0,12,14,11,12,20,7,4,79,146,201,137,94,113,46,14,744
UCL215051,10,5,0,4,4,5,3,22,11,4,0,0,4,0,0,21,7,4,4,4,0,0,0,19,175,191,113,67,72,21,6,654,0,0,0,0,0,0,0,0,202,209,118,74,83,19,12,712,0,4,0,0,3,0,0,9,0,3,6,0,0,4,0,15,0,0,0,0,0,0,0,7,43,54,36,30,24,7,0,193,0,0,0,4,0,0,0,4,43,69,49,36,29,9,0,230,243,271,163,109,111,34,6,947
UCL215052,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,21,0,6,3,0,0,0,0,9,25,28,14,8,10,3,0,89,0,0,0,0,0,0,0,0,31,33,19,18,14,6,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,0,5,5,0,0,26,0,0,0,0,0,0,0,0,8,13,3,5,6,0,0,32,37,43,27,17,24,8,5,159
UCL215053,11,13,5,7,0,0,0,36,16,12,11,6,5,0,0,50,18,12,7,7,4,0,0,52,129,170,105,53,41,8,0,498,0,0,0,0,0,0,0,0,170,205,127,65,50,11,0,635,0,0,0,0,0,0,0,3,3,12,9,0,0,0,0,24,0,0,0,0,3,0,0,5,25,30,22,15,16,0,0,108,4,0,0,0,0,0,0,4,26,45,24,21,22,3,0,146,192,250,153,86,75,14,0,775
UCL215054,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,12,4,0,0,0,0,0,0,10,69,63,39,25,21,5,0,219,0,0,4,0,0,0,0,4,76,75,45,29,27,4,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,30,37,25,21,17,0,0,131,3,0,0,0,0,0,0,4,35,46,23,21,24,0,0,144,113,116,66,48,47,3,0,394
UCL215055,5,4,0,0,0,0,0,16,3,4,4,0,3,0,0,11,7,3,4,4,0,0,0,19,26,31,16,17,17,5,0,116,0,0,0,0,0,0,0,0,41,49,31,16,21,7,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,11,8,3,0,0,42,0,0,0,0,0,0,0,0,8,10,11,6,3,0,0,45,43,55,45,24,26,3,0,209
UCL215056,0,0,0,3,5,0,0,13,9,4,0,0,0,4,0,20,3,6,0,0,0,0,0,16,53,47,30,22,24,6,3,178,0,0,0,0,0,0,0,0,59,59,36,30,27,5,3,220,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,3,0,0,0,3,14,14,14,9,8,5,5,71,0,0,3,0,0,0,0,5,17,15,21,10,13,8,5,87,78,73,52,45,48,10,4,315
UCL215057,0,0,0,0,0,0,0,4,8,7,3,0,4,0,0,23,3,17,9,0,6,0,0,36,56,63,54,26,34,14,3,253,0,0,0,0,0,0,0,0,69,81,68,33,41,15,3,312,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,16,11,9,18,4,5,72,0,0,0,0,0,0,0,0,5,26,15,12,18,3,5,83,78,106,81,43,63,20,6,395
UCL215058,0,5,0,0,3,0,0,9,0,4,0,0,0,0,0,4,0,4,0,3,0,0,0,8,25,34,27,11,14,4,0,117,0,0,0,0,0,0,0,0,31,46,32,15,18,0,0,142,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,10,17,14,10,15,3,0,64,0,0,0,0,0,0,0,0,12,21,17,10,12,4,0,75,41,64,43,21,33,3,0,220
UCL215059,0,9,6,0,5,4,0,19,6,9,8,3,6,0,0,31,11,11,6,0,8,0,0,37,64,56,43,38,42,10,0,250,0,0,0,0,0,0,0,4,87,80,61,44,59,14,0,340,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,5,8,9,5,10,5,0,0,40,0,0,0,0,0,0,0,0,6,10,5,13,13,0,0,59,91,91,70,60,74,15,0,398
UCL215060,15,22,3,6,5,0,0,48,3,3,10,7,3,4,4,32,6,5,5,0,3,3,0,16,75,94,44,39,38,9,7,304,0,0,0,0,0,0,0,5,100,127,57,47,49,18,10,400,0,0,0,0,0,0,0,4,0,7,0,5,7,0,0,12,0,6,4,0,0,0,0,12,14,20,21,24,14,0,0,91,0,0,3,0,0,0,0,8,19,35,29,31,16,4,0,129,115,155,90,81,70,18,10,537
UCL215061,5,8,3,0,3,0,0,18,5,0,0,0,0,0,0,4,4,7,3,0,3,0,0,11,84,51,33,15,20,9,0,221,0,0,0,0,0,0,0,5,93,66,42,18,27,9,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,21,13,19,4,5,0,0,61,4,0,0,0,0,0,0,3,19,12,18,6,7,0,0,70,119,80,58,29,34,6,0,334
UCL215062,3,0,0,0,0,4,0,9,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,61,46,32,19,39,5,0,200,0,0,0,0,4,0,0,4,67,57,32,21,40,8,0,220,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,7,9,8,12,17,0,0,57,0,0,0,0,0,0,0,3,10,11,10,12,20,0,0,73,77,68,48,32,60,8,0,293
UCL215063,0,4,0,4,4,0,0,13,0,6,0,4,0,0,0,16,3,5,0,0,0,0,0,14,43,43,23,17,23,4,0,151,0,3,0,0,0,0,0,3,50,55,26,27,27,5,0,191,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,11,0,6,12,0,0,36,0,0,0,0,0,0,0,0,8,11,6,12,12,0,0,43,50,71,29,36,42,3,0,238
UCL215064,31,21,9,4,9,5,0,81,7,0,0,0,0,0,0,9,3,0,0,0,0,0,0,5,42,50,29,16,30,9,0,176,0,4,0,0,0,0,0,4,81,77,41,25,36,6,0,269,3,11,0,0,3,0,0,18,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,12,8,5,5,9,0,0,37,0,0,0,0,0,0,0,0,18,15,9,4,14,0,0,58,90,91,48,30,50,12,5,333
UCL215065,3,0,0,4,6,4,0,25,3,0,0,0,6,0,0,11,11,10,0,0,0,0,0,21,115,97,62,49,49,21,0,388,0,0,0,0,0,0,0,0,137,114,66,53,59,27,4,443,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,0,5,0,0,0,0,6,34,45,40,25,37,4,0,182,0,0,0,0,0,0,0,3,38,51,47,32,37,5,4,205,171,164,110,81,95,29,6,650
UCL215066,0,3,0,0,3,0,0,7,0,10,6,0,0,0,0,17,0,0,0,0,0,0,0,10,56,43,35,24,27,0,0,191,0,0,0,0,0,0,0,0,61,63,39,32,28,0,0,220,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,17,28,17,12,7,0,0,86,0,0,0,0,0,0,0,4,17,30,12,22,11,0,0,99,76,88,60,53,45,5,0,316
UCL215067,5,5,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,32,27,23,7,19,0,0,108,0,0,0,0,0,0,0,0,39,32,22,7,19,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,21,0,0,0,0,0,0,0,3,3,7,4,7,5,0,0,28,43,38,29,16,24,0,0,149
UCL215068,3,9,5,0,0,0,0,15,0,0,3,0,5,0,0,15,5,5,3,0,0,0,0,15,56,64,32,19,24,10,0,200,0,0,0,0,0,0,0,5,68,76,42,22,33,10,0,248,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5,0,0,0,0,0,5,15,22,23,12,15,0,0,91,0,0,0,0,0,0,0,0,15,29,26,12,15,0,3,104,85,108,68,39,45,8,3,351
UCL215069,5,6,5,0,6,0,0,20,13,23,10,6,8,5,0,60,4,16,5,5,3,0,0,30,110,135,78,55,57,14,0,455,0,0,0,0,0,0,0,0,129,174,103,63,73,19,4,569,0,0,0,0,5,0,0,6,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,22,20,14,17,0,0,91,0,0,0,0,0,0,0,0,11,30,24,14,22,0,0,101,138,204,124,85,93,22,4,670
UCL215070,8,3,3,5,7,0,0,24,0,4,0,0,0,6,0,13,10,4,3,0,0,0,0,15,107,104,67,40,36,8,0,354,0,0,0,0,0,0,0,0,116,118,71,44,52,12,3,418,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,10,0,0,0,0,7,0,0,6,39,49,31,25,10,4,0,158,0,5,0,0,4,0,0,13,42,55,39,25,25,5,0,193,168,169,111,73,75,19,3,610
UCL215071,6,3,8,0,4,5,0,24,13,14,15,3,11,0,5,65,4,15,8,7,7,0,0,34,142,175,131,66,108,36,17,682,0,0,0,0,0,0,0,0,166,212,159,85,128,38,21,808,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,11,10,18,13,11,26,10,0,89,0,0,0,0,0,0,0,0,19,19,15,14,28,16,0,114,177,232,173,98,162,53,26,918
UCL215072,40,31,27,22,27,6,0,149,10,4,4,3,0,0,0,23,15,18,6,0,3,0,0,39,43,31,16,10,8,0,0,105,0,3,3,0,0,0,0,9,109,92,51,37,38,6,0,327,9,6,0,3,0,0,0,21,9,4,0,0,0,0,0,13,0,0,0,0,0,0,0,3,6,12,4,15,3,0,0,45,0,3,0,0,0,0,0,3,22,34,14,16,5,0,0,94,134,119,62,48,41,4,0,418
UCL215073,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,3,7,5,0,0,0,0,0,12,68,97,47,38,39,9,7,294,0,0,0,0,0,0,0,0,77,99,49,39,45,8,7,323,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,5,20,25,29,20,19,4,0,110,0,0,0,0,0,0,0,0,22,25,24,22,23,4,0,121,97,128,74,59,67,12,7,443
UCL215074,11,15,8,3,10,0,0,48,23,27,15,10,19,3,3,97,24,23,9,4,0,0,0,62,264,226,113,69,114,37,16,833,0,0,0,0,0,0,0,3,315,287,138,91,142,39,26,1040,0,0,0,0,3,0,0,3,5,0,0,4,0,0,0,14,3,6,0,0,0,0,0,16,41,63,26,12,30,7,0,181,0,0,0,3,0,0,0,3,46,70,30,20,35,9,3,216,362,359,174,109,180,46,28,1255
UCL215075,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,12,4,0,0,0,0,0,0,10,53,36,13,15,17,3,0,145,4,0,0,0,0,0,0,4,61,39,21,17,21,8,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,17,11,3,3,0,58,0,0,0,0,0,0,0,0,7,13,18,11,4,5,0,64,67,56,37,27,24,9,0,231
UCL215076,0,0,0,0,3,0,0,8,3,0,0,0,0,0,0,7,7,0,4,0,3,0,0,15,77,93,56,25,31,12,0,295,0,0,0,0,0,0,0,0,87,96,63,30,40,12,0,329,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,17,25,29,19,22,0,0,115,0,0,0,0,0,0,0,0,23,23,31,15,26,0,0,128,111,121,92,50,65,13,0,452
UCL215077,3,4,0,0,0,0,0,17,0,8,8,4,0,0,0,18,7,6,3,0,4,0,0,27,52,43,26,26,19,10,0,170,0,0,0,0,0,0,0,0,70,64,34,28,24,9,5,232,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,7,4,5,11,3,0,29,0,0,0,0,0,0,0,0,3,16,5,3,13,3,0,43,74,80,38,32,34,12,5,278
UCL215078,0,9,0,0,0,3,0,14,4,5,5,6,4,0,0,28,6,5,3,4,3,4,0,28,116,113,59,38,43,15,5,394,0,0,0,0,0,0,0,0,135,134,71,47,49,20,5,460,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,17,10,9,11,0,0,50,0,0,0,0,0,0,0,0,3,15,12,9,11,0,0,60,138,155,87,58,60,20,9,512
UCL215079,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,64,65,29,21,26,8,6,215,0,0,0,0,0,0,0,0,73,71,32,20,27,8,6,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,20,16,16,13,5,0,73,0,0,0,0,0,0,0,4,14,21,15,13,11,5,0,86,88,88,49,33,40,11,6,318
UCL215080,7,3,6,0,0,0,0,11,7,3,5,0,0,0,0,15,5,0,3,5,0,0,0,14,113,111,59,30,35,11,0,357,0,0,0,0,0,0,0,0,130,122,70,32,41,7,3,406,0,5,0,0,0,0,0,4,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,4,19,22,11,17,12,0,0,83,0,0,0,0,0,0,0,3,19,28,14,21,18,0,0,102,147,147,84,61,56,9,7,508
UCL215081,13,20,14,8,4,0,0,47,11,10,3,3,6,3,0,38,17,7,9,3,8,0,0,43,157,158,87,40,57,22,4,531,0,0,0,0,0,0,0,4,194,199,112,54,79,24,4,659,3,0,0,0,3,0,0,8,3,6,0,0,5,0,0,17,0,0,0,0,0,0,0,0,16,47,29,33,28,4,0,151,0,0,0,0,0,0,0,0,18,55,34,34,33,3,0,183,213,256,145,90,107,33,4,840
UCL215082,0,5,3,4,5,0,0,18,4,19,3,3,9,4,5,45,8,16,14,4,5,0,0,45,126,153,68,44,51,18,9,469,0,0,0,0,0,0,0,0,142,183,92,59,70,27,13,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,14,12,9,0,7,4,0,43,4,3,0,0,0,0,0,5,16,11,6,5,7,4,0,56,157,193,99,60,78,22,13,638
UCL215083,4,4,0,0,0,0,0,11,0,6,0,3,0,0,0,11,0,0,3,0,0,0,0,8,60,58,57,25,23,10,0,239,0,0,0,0,0,0,0,3,64,64,64,36,29,11,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,12,15,11,3,0,76,0,0,0,0,0,0,0,5,12,18,12,17,15,3,4,86,83,87,79,53,40,12,0,359
UCL215084,0,3,0,0,0,0,0,12,0,4,5,0,0,0,0,7,0,0,5,0,0,0,0,3,49,33,28,19,24,3,0,164,0,0,0,0,0,0,0,4,53,42,31,26,30,4,0,192,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,3,26,24,15,12,10,0,0,85,0,0,3,0,0,0,0,3,24,26,25,14,11,0,0,98,77,68,57,36,38,3,0,290
UCL215085,0,0,0,0,0,0,0,4,5,13,3,0,7,0,0,19,5,4,3,3,5,0,0,22,62,73,33,22,24,13,4,230,0,0,0,0,0,0,0,0,69,87,44,23,36,13,4,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,6,5,6,5,4,0,0,33,0,0,0,0,0,0,0,3,6,11,3,5,7,0,0,38,73,98,50,31,40,14,5,310
UCL215086,9,14,6,5,4,0,0,45,13,10,7,5,5,0,0,35,4,7,5,5,0,0,0,22,152,159,108,69,67,19,14,582,0,0,0,0,0,0,0,0,186,183,124,84,80,22,13,685,0,0,0,0,0,0,0,9,0,3,0,0,4,0,3,16,0,0,4,3,3,0,0,9,32,53,35,29,45,10,0,196,3,0,0,0,0,0,0,4,39,53,40,31,46,12,0,231,221,245,160,108,124,33,22,915
UCL215087,3,6,4,0,0,0,0,12,6,5,5,0,6,0,0,23,4,3,0,3,0,0,0,12,75,103,64,29,28,13,4,310,0,0,0,0,0,0,0,0,86,109,77,32,41,14,5,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,5,4,6,0,0,36,4,0,0,0,0,0,0,3,8,8,5,4,11,0,0,42,93,121,83,38,44,19,6,402
UCL215088,0,0,4,4,7,0,0,15,0,3,4,0,0,0,0,16,5,7,6,0,9,0,0,23,32,38,27,20,21,4,0,136,0,0,0,0,0,0,0,0,33,49,41,27,27,13,3,194,0,3,5,0,0,0,0,10,0,3,5,4,0,0,0,15,0,0,4,0,0,0,0,13,7,13,17,15,6,9,3,72,3,4,0,0,0,0,0,6,11,25,30,19,15,11,3,111,51,69,71,47,45,20,4,308
UCL215089,9,3,0,0,0,0,0,13,0,0,6,7,0,0,0,11,0,0,0,0,0,0,0,5,63,52,35,28,19,8,0,207,0,0,0,0,0,0,0,0,72,55,43,38,21,8,0,238,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,12,0,0,0,0,0,0,0,0,18,27,23,15,24,4,0,115,0,0,0,0,0,0,0,0,21,31,26,22,25,4,0,128,99,85,67,59,52,8,0,367
UCL215090,5,4,0,0,0,0,0,13,13,7,3,0,3,0,0,29,3,5,3,3,0,0,0,10,112,67,27,18,23,0,3,246,0,0,0,0,0,0,0,6,133,77,36,20,24,5,6,304,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,17,15,9,10,3,0,75,0,3,0,0,0,0,0,3,16,22,15,9,12,6,0,83,144,100,52,31,38,9,5,385
UCL215091,0,3,3,10,11,3,6,30,5,5,6,9,11,4,6,32,3,3,4,0,0,0,0,9,23,71,54,36,42,27,16,264,3,0,0,0,0,0,0,3,36,80,64,52,57,36,21,343,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,16,0,0,0,0,0,0,0,0,0,4,0,5,8,6,0,19,36,81,67,49,64,38,24,360
UCL215092,13,17,5,3,4,7,0,51,31,46,32,20,23,0,0,145,22,39,19,9,9,3,0,104,170,184,91,52,67,31,6,610,0,0,0,0,0,0,0,3,234,283,152,86,107,40,12,910,0,0,0,0,3,0,0,8,0,9,5,3,9,0,4,42,0,0,3,4,4,0,0,22,18,43,27,20,25,9,8,157,0,0,0,0,0,0,0,6,21,61,44,35,45,14,8,233,262,344,198,122,155,50,16,1146
UCL215093,3,4,6,4,6,0,0,17,7,14,6,3,4,0,0,42,9,12,9,4,5,0,0,32,276,225,86,59,83,27,7,770,0,0,0,0,0,0,0,0,302,256,106,68,95,27,7,864,0,0,0,0,0,0,0,5,9,3,6,0,4,0,0,25,3,0,0,3,3,0,0,11,32,41,30,20,30,4,3,156,0,0,0,0,0,0,0,0,35,49,32,21,36,10,3,190,335,300,144,96,132,31,17,1058
UCL215094,0,0,3,8,0,0,0,10,0,0,5,7,0,0,0,14,4,6,5,0,0,0,0,14,23,48,32,19,22,8,0,160,0,0,0,0,0,0,0,0,32,56,48,27,29,13,3,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,6,0,3,0,34,0,5,0,0,0,0,0,7,6,25,5,6,0,4,0,43,37,81,49,28,31,16,5,246
UCL215095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,5,0,0,0,15,54,42,21,13,16,5,0,158,0,0,0,0,0,0,0,0,63,49,28,19,17,9,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,5,6,14,0,0,46,0,0,0,0,0,0,0,0,9,17,5,5,14,0,0,49,70,63,33,19,29,8,0,225
UCL215096,0,0,4,4,3,0,0,13,9,15,4,4,0,0,0,36,3,5,5,0,9,0,0,28,134,119,58,35,40,7,7,402,0,0,0,0,0,0,0,0,144,140,71,52,52,12,6,480,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12,0,0,0,0,5,0,0,13,4,9,13,11,8,12,0,59,0,0,0,0,0,0,0,0,7,17,14,12,11,14,5,84,155,157,86,61,70,22,15,564
UCL215097,3,0,3,0,0,0,0,6,10,23,13,7,4,4,0,50,9,9,7,3,0,0,0,26,120,122,82,43,61,19,7,449,0,0,0,0,0,0,0,0,137,149,100,50,69,21,7,536,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,14,0,0,0,3,0,0,0,5,29,35,24,18,16,3,0,131,5,0,0,0,4,0,0,9,33,41,25,29,29,3,0,159,172,192,135,81,101,23,7,698
UCL215098,3,3,0,0,0,0,0,7,5,0,6,0,0,0,0,12,4,3,3,4,3,0,0,19,67,57,24,12,15,0,0,181,0,0,0,0,0,0,0,6,76,63,27,15,26,3,0,221,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,10,21,11,7,10,4,0,57,0,0,0,0,0,0,0,0,6,21,11,10,12,4,0,68,87,87,44,27,33,7,0,290
UCL215099,0,4,4,0,3,0,0,17,0,8,4,0,0,0,0,8,0,0,4,0,0,0,0,9,48,47,21,9,24,5,0,150,0,0,0,0,0,0,0,0,51,53,23,15,29,6,0,181,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,16,24,11,12,11,5,0,73,0,0,3,0,0,0,0,3,14,24,18,12,14,5,0,81,66,78,41,22,45,8,0,264
UCL215100,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,3,31,38,18,17,15,5,0,119,0,0,0,0,0,0,0,0,36,43,24,17,15,5,0,136,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,3,0,0,0,11,10,11,15,12,18,0,0,57,0,0,0,0,0,0,0,0,12,12,14,15,17,0,0,74,49,55,38,33,34,0,4,207
UCL221001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,3,38,37,23,13,15,6,0,128,0,0,0,0,0,0,0,4,38,41,21,18,14,6,0,136,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,4,8,5,0,0,24,0,0,0,0,0,0,0,0,0,10,9,8,3,0,0,30,43,50,31,23,22,6,0,168
UCL221002,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,14,4,7,0,0,0,0,0,10,26,20,15,9,7,0,0,84,0,0,0,0,0,0,0,0,26,34,21,12,13,9,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,4,5,0,0,34,0,0,0,0,0,0,0,0,11,10,10,4,5,0,0,44,44,44,28,14,16,9,0,153
UCL221003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,38,32,11,11,11,0,0,101,0,0,0,0,0,0,0,0,38,30,11,11,7,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,41,35,20,12,15,5,0,117
UCL221004,0,4,3,0,0,0,0,10,0,8,7,4,10,3,0,27,3,3,3,0,6,0,0,19,41,83,58,32,48,12,7,280,0,0,0,0,0,0,0,0,44,96,67,38,60,21,12,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,4,0,11,0,0,0,0,0,0,0,0,0,4,8,7,5,4,0,14,51,98,76,42,62,23,12,358
UCL221005,7,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,24,13,15,11,8,0,89,0,0,0,0,0,0,0,0,35,24,17,17,12,6,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,5,3,0,0,0,0,20,0,0,0,0,0,0,0,0,5,14,3,0,0,0,0,27,35,38,19,16,10,6,0,133
UCL221006,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,12,0,0,0,0,3,0,0,3,33,38,12,5,14,4,0,103,0,0,0,0,0,0,0,0,38,41,15,5,16,4,0,121,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,16,0,0,0,0,0,0,0,0,3,5,12,0,9,0,0,23,42,49,23,9,23,4,0,149
