OBJECTID,ufi,pfi,feature_id,parent_feature_id,feature_type,feature_subtype,feature_status,name,name_label,parent_name,child_exists,auth_org_code,auth_org_id,auth_org_verified,vmadd_pfi,vicnames_id,vicnames_status_code,theme1,theme2,state,create_date_pfi,superceded_pfi,feature_ufi,feature_create_date_ufi,create_date_ufi,ORIG_FID,activity_category,activity_weight,poi_group_id,poi_id
51354,76959117,765462,765462,763423.0,education centre,further education,,BLACKBURN ENGLISH LANGUAGE SCHOOL,Blackburn English Language School,BLACKBURN ENGLISH LANGUAGE SCHOOL,,101,8747 C1,1788134400000.0,50194550,107195,10,,,VIC,1287078345000,,76959117,1788333230000,1788333230000,51354,higher_education,3.0,763423.0,FOI_51354
51364,76959124,839307,839307,763424.0,education centre,further education,,NOBLE PARK ENGLISH LANGUAGE SCHOOL - STONNINGTON GLEN EIRA CAMPUS,Noble Park English Language School - Stonnington Glen Eira Campus,NOBLE PARK ENGLISH LANGUAGE SCHOOL,,101,8749 C4,1788134400000.0,50297562,107198,10,,,VIC,1290787183000,,76959124,1788333231000,1788333231000,51364,higher_education,3.0,763424.0,FOI_51364
51219,76959037,763425,763425,,education centre,secondary school,,GREENSBOROUGH SECONDARY COLLEGE,Greensborough Secondary College,,,101,8750 C1,1788134400000.0,50539106,105712,10,,,VIC,1281113806000,,76959037,1788333230000,1788333230000,51219,school,1.5,763425.0,FOI_51219
48416,76958528,628507,628507,763430.0,education centre,secondary school,,ESSENDON KEILOR COLLEGE - NIDDRIE CAMPUS,Essendon Keilor College - Niddrie Campus,ESSENDON KEILOR COLLEGE,,101,8806 C3,1788134400000.0,219045813,123591,10,,,VIC,1247773856000,,76958528,1788333229000,1788333229000,48416,school,1.5,763430.0,FOI_48416
48338,76958444,628169,628169,763440.0,education centre,further education,,WESTERN ENGLISH LANGUAGE SCHOOL - FOOTSCRAY CAMPUS,Western English Language School - Footscray Campus,WESTERN ENGLISH LANGUAGE SCHOOL,,101,8838 C2,1788134400000.0,215077497,107184,10,,,VIC,1247773853000,,76958444,1788333229000,1788333229000,48338,higher_education,3.0,763440.0,FOI_48338
51223,76959041,763454,763454,,education centre,secondary school,,WILLIAM RUTHVEN SECONDARY COLLEGE,William Ruthven Secondary College,,,101,8895 C1,1788134400000.0,431213033,103832,10,,,VIC,1281113807000,,76959041,1788333230000,1788333230000,51223,school,1.5,763454.0,FOI_51223
48344,76958450,628180,628180,763455.0,education centre,primary/secondary school,,WESLEY COLLEGE - GLEN WAVERLEY CAMPUS,Wesley College - Glen Waverley Campus,WESLEY COLLEGE,,114,1 C2,1788134400000.0,211145546,-1739267,11,,,VIC,1247773853000,,76958450,1788333229000,1788333229000,48344,school,1.5,763455.0,FOI_48344
48311,76958416,628109,628109,763456.0,education centre,secondary school,,CAULFIELD GRAMMAR SCHOOL - MAIN CAMPUS,Caulfield Grammar School - Main Campus,CAULFIELD GRAMMAR SCHOOL,,114,96 C1,1788134400000.0,213658350,105515,10,,,VIC,1247773852000,,76958416,1788333229000,1788333229000,48311,school,1.5,763456.0,FOI_48311
48396,76958505,628457,628457,763458.0,education centre,primary/secondary school,,LAURISTON GIRLS SCHOOL - ARMADALE CAMPUS,Lauriston Girls School - Armadale Campus,LAURISTON GIRLS SCHOOL,,114,391 C1,1788134400000.0,428843113,107001,10,,,VIC,1247773855000,,76958505,1788333229000,1788333229000,48396,school,1.5,763458.0,FOI_48396
48343,76958449,628177,628177,763459.0,education centre,primary school,,GEELONG GRAMMAR SCHOOL - TOORAK CAMPUS,Geelong Grammar School - Toorak Campus,GEELONG GRAMMAR SCHOOL,,114,450 C4,1788134400000.0,50718383,-1949250,11,,,VIC,1247773853000,,76958449,1788333229000,1788333229000,48343,school,1.5,763459.0,FOI_48343
48388,76958497,628441,628441,763460.0,education centre,primary/secondary school,,MELBOURNE GIRLS GRAMMAR - MERTON HALL CAMPUS,Melbourne Girls Grammar - Merton Hall Campus,MELBOURNE GIRLS GRAMMAR,,114,509 C1,1788134400000.0,209018548,-1739282,11,,,VIC,1247773855000,,76958497,1788333229000,1788333229000,48388,school,1.5,763460.0,FOI_48388
48387,76958496,628437,628437,763462.0,education centre,secondary school,,FIRBANK GRAMMAR SCHOOL - MAIN CAMPUS,Firbank Grammar School - Main Campus,FIRBANK GRAMMAR SCHOOL,,114,879 C1,1788134400000.0,54597887,105564,10,,,VIC,1247773855000,,76958496,1788333229000,1788333229000,48387,school,1.5,763462.0,FOI_48387
48399,76958508,628462,628462,763464.0,education centre,primary/secondary school,,IVANHOE GRAMMAR SCHOOL - IVANHOE CAMPUS,Ivanhoe Grammar School - Ivanhoe Campus,IVANHOE GRAMMAR SCHOOL,,114,1004 C1,1788134400000.0,150043654,107004,10,,,VIC,1247773855000,,76958508,1788333229000,1788333229000,48399,school,1.5,763464.0,FOI_48399
48335,76958441,628164,628164,763466.0,education centre,primary school,,PENLEIGH AND ESSENDON GRAMMAR SCHOOL - ESSENDON CAMPUS,Penleigh And Essendon Grammar School - Essendon Campus,PENLEIGH AND ESSENDON GRAMMAR SCHOOL,,114,1144 C2,1788134400000.0,51913662,-1739263,11,,,VIC,1247773853000,,76958441,1788333229000,1788333229000,48335,school,1.5,763466.0,FOI_48335
48374,76958483,628400,628400,763468.0,education centre,primary/secondary school,,CAREY BAPTIST GRAMMAR SCHOOL - KEW CAMPUS,Carey Baptist Grammar School - Kew Campus,CAREY BAPTIST GRAMMAR SCHOOL,,114,1189 C1,1788134400000.0,206413972,-1739278,11,,,VIC,1247773855000,,76958483,1788333229000,1788333229000,48374,school,1.5,763468.0,FOI_48374
51253,76959072,765339,765339,763469.0,education centre,primary/secondary school,,HAILEYBURY COLLEGE - BRIGHTON BOYS,Haileybury College - Brighton Boys,HAILEYBURY COLLEGE,,114,1191 C2,1788134400000.0,216024194,-2089483,11,,,VIC,1285776673000,,76959072,1788333230000,1788333230000,51253,school,1.5,763469.0,FOI_51253
48352,76958458,628196,628196,763470.0,education centre,secondary school,,STRATHCONA BAPTIST GIRLS GRAMMAR - HAWTHORN CAMPUS,Strathcona Baptist Girls Grammar - Hawthorn Campus,STRATHCONA BAPTIST GIRLS GRAMMAR,,114,1209 C2,1788134400000.0,51247959,-1739270,11,,,VIC,1247773853000,,76958458,1788333229000,1788333229000,48352,school,1.5,763470.0,FOI_48352
48371,76958480,628396,628396,763473.0,education centre,primary school,,CAMBERWELL GIRLS GRAMMAR SCHOOL - JUNIOR CAMPUS,Camberwell Girls Grammar School - Junior Campus,CAMBERWELL GIRLS GRAMMAR SCHOOL,,114,1322 C2,1788134400000.0,152497012,106325,10,,,VIC,1247773855000,,76958480,1788333229000,1788333229000,48371,school,1.5,763473.0,FOI_48371
48302,76958405,628079,628079,763474.0,education centre,secondary school,,"PRESHIL, THE MARGARET LYTTLE MEMORIAL SCHOOL - BLACKHALL-KALIMNA PRESHIL SENIOR SCHOOL","Preshil, The Margaret Lyttle Memorial School - Blackhall-Kalimna Preshil Senior School","PRESHIL, THE MARGARET LYTTLE MEMORIAL SCHOOL",,114,1377 C2,1788134400000.0,50124402,105508,10,,,VIC,1247773852000,,76958405,1788333229000,1788333229000,48302,school,1.5,763474.0,FOI_48302
48341,76958447,628173,628173,763475.0,education centre,primary school,,MOUNT SCOPUS MEMORIAL COLLEGE - GANDEL BESEN HOUSE CAMPUS,Mount Scopus Memorial College - Gandel Besen House Campus,MOUNT SCOPUS MEMORIAL COLLEGE,,114,1490 C3,1788134400000.0,50241596,-1739265,11,,,VIC,1247773853000,,76958447,1788333229000,1788333229000,48341,school,1.5,763475.0,FOI_48341
48423,76958535,628520,628520,763477.0,education centre,primary/secondary school,,ADASS ISRAEL SCHOOL - ORRONG ROAD CAMPUS,Adass Israel School - Orrong Road Campus,ADASS ISRAEL SCHOOL,,114,1515 C2,1788134400000.0,51908488,107015,10,,,VIC,1247773856000,,76958535,1788333229000,1788333229000,48423,school,1.5,763477.0,FOI_48423
20857,76981663,987504,987504,763479.0,education centre,secondary school,,ELTHAM COLLEGE - ELTHAM COLLEGE - CITY CAMPUS,Eltham College - Eltham College - City Campus,ELTHAM COLLEGE,,114,1714 C3,1788134400000.0,203520434,-1389489,11,,,VIC,1361876342000,,76981663,1788937827000,1788937827000,20857,school,1.5,763479.0,FOI_20857
48381,76958490,628421,628421,763480.0,education centre,primary/secondary school,,THE KING DAVID SCHOOL,The King David School,THE KING DAVID SCHOOL,,114,1773 C1,1788134400000.0,50385935,-1695351,11,,,VIC,1247773855000,,76958490,1788333229000,1788333229000,48381,school,1.5,763480.0,FOI_48381
48375,76958484,628403,628403,763487.0,education centre,primary school,,AUSTRALIAN INTERNATIONAL ACADEMY OF EDUCATION - KING KHALID COBURG CAMPUS,Australian International Academy Of Education - King Khalid Coburg Campus,AUSTRALIAN INTERNATIONAL ACADEMY OF EDUCATION,,114,1874 C1,1788134400000.0,51625546,-1739279,11,,,VIC,1247773855000,,76958484,1788333229000,1788333229000,48375,school,1.5,763487.0,FOI_48375
51225,76959043,763489,763489,,education centre,primary/secondary school,,SOPHIA MUNDI STEINER SCHOOL,Sophia Mundi Steiner School,,,114,1905 C2,1788134400000.0,423359805,-1050829,11,,,VIC,1281113807000,,76959043,1788333230000,1788333230000,51225,school,1.5,763489.0,FOI_51225
51948,76959714,1336268,1336268,763502.0,education centre,primary/secondary school,,YESODEI HATORAH COLLEGE - YESODEI HATORAH COLLEGE ELWOOD,Yesodei Hatorah College - Yesodei Hatorah College Elwood,YESODEI HATORAH COLLEGE,,114,2019 C1,1788134400000.0,173785631,-2101853,11,,,VIC,1744288152000,,76959714,1788333232000,1788333232000,51948,school,1.5,763502.0,FOI_51948
48685,76958786,649065,649065,764160.0,education centre,primary school,,ANTONINE COLLEGE - ANTONINE COLLEGE - CEDAR CAMPUS,Antonine College - Antonine College - Cedar Campus,ANTONINE COLLEGE,,113,2010 C2,1788134400000.0,51579558,-1389428,11,,,VIC,1261409658000,,76958786,1788333230000,1788333230000,48685,school,1.5,764160.0,FOI_48685
16001,76339343,765074,765074,,admin facility,office,,MACLEOD FORENSIC CENTRE,Macleod Forensic Centre,,,107,FSL,1777852800000.0,51598552,-1349772,11,,,VIC,1284636416000,,76339343,1778742841000,1778742841000,16001,administration,1.5,765074.0,FOI_16001
8625,76338585,765076,765076,,admin facility,office,,MELBOURNE CUSTODY CENTRE,Melbourne Custody Centre,,,107,NCC,1777852800000.0,203460218,-2095674,11,,,VIC,1284636416000,,76338585,1778742809000,1778742809000,8625,administration,1.5,765076.0,FOI_8625
8628,76338587,765078,765078,,admin facility,office,,MELBOURNE PROSECUTIONS,Melbourne Prosecutions,,,107,,1777852800000.0,203471278,-1349773,11,,,VIC,1284636416000,,76338587,1778742809000,1778742809000,8628,administration,1.5,765078.0,FOI_8628
20476,68561043,1138402,1138402,765347.0,community venue,community centre,,PORT MELBOURNE COMMUNITY CENTRE,Port Melbourne Community Centre,EDWARDS PARK,,358,,1466035200000.0,53553368,-2088538,11,,,VIC,1466690130000,,68561043,1693984011000,1693984011000,20476,community,1.0,765347.0,FOI_20476
151,66322678,765362,765362,,education centre,tertiary institution,,WILLIAM ANGLISS INSTITUTE OF TAFE - MELBOURNE CAMPUS,William Angliss Institute Of Tafe - Melbourne Campus,,,,,,207604090,-1367825,11,,,VIC,1285859173000,,66322678,1678259260000,1678259260000,151,higher_education,3.0,765362.0,FOI_151
31231,76562047,969741,969741,765485.0,admin facility,office,,YARRA BEND,Yarra Bend,FAIRLEA RESERVE,,121,44248,1781568000000.0,53634367,-1684300,11,,,VIC,1329297790000,,76562047,1782199290000,1782199290000,31231,administration,1.5,765485.0,FOI_31231
20427,62046340,765541,765541,,community venue,community centre,,WATSONIA COMMUNITY CENTRE,Watsonia Community Centre,,,,,,8523,-906404,11,,,VIC,1288189863000,,62046340,1634811670000,1634811670000,20427,community,1.0,765541.0,FOI_20427
22801,65041164,839313,839313,,health facility,maternal/child health centre,,ANGLISS CHILDRENS CENTRE,Angliss Childrens Centre,,,,,,213199539,-1049641,11,,,VIC,1291131990000,,65041164,1662534904000,1662534904000,22801,health,1.5,839313.0,FOI_22801
20162,39164223,839315,839315,,community venue,community centre,,ANGLISS NEIGHBOURHOOD HOUSE,Angliss Neighbourhood House,,,,,,213199539,-1049643,11,,,VIC,1291131990000,,39164223,1291408590000,1291408590000,20162,community,1.0,839315.0,FOI_20162
22412,43301825,839316,839316,,community venue,senior citizens,,ANGLISS SENIOR CITIZENS,Angliss Senior Citizens,,,,,,219033692,-1049644,11,,,VIC,1291131990000,,43301825,1332445301000,1332445301000,22412,community,1.0,839316.0,FOI_22412
20163,39164228,839320,839320,,community venue,community centre,,BRAYBROOK MAIDSTONE NEIGHBOURHOOD HOUSE,Braybrook Maidstone Neighbourhood House,,,,,,50144671,-1049648,11,,,VIC,1291131990000,,39164228,1291408591000,1291408591000,20163,community,1.0,839320.0,FOI_20163
22701,44219871,839325,839325,,health facility,maternal/child health centre,,BURNS ST MATERNAL & CHILD HEALTH CENTRE,Burns St Maternal & Child Health Centre,,,,,,50420262,-1049653,11,,,VIC,1291131990000,,44219871,1355901602000,1355901602000,22701,health,1.5,839325.0,FOI_22701
22680,43088333,839328,839328,,health facility,maternal/child health centre,,CHURCH STREET CHILDRENS CENTRE,Church Street Childrens Centre,,,,,,51590587,-1049656,11,,,VIC,1291131990000,,43088333,1330115997000,1330115997000,22680,health,1.5,839328.0,FOI_22680
22768,55843625,839330,839330,,health facility,maternal/child health centre,,CLARE COURT CHILD CARE CENTRE,Clare Court Child Care Centre,,,,,,425599058,-1049658,11,,,VIC,1291131990000,,55843625,1551298752000,1551298752000,22768,health,1.5,839330.0,FOI_22768
22681,43088335,839337,839337,,health facility,maternal/child health centre,,EMPIRE EARLY LEARNING CENTRE,Empire Early Learning Centre,,,,,,51353277,-1049665,11,,,VIC,1291131990000,,43088335,1330115997000,1330115997000,22681,health,1.5,839337.0,FOI_22681
20205,44219872,839347,839347,,community venue,community centre,,MAIDSTONE COMMUNITY CENTRE,Maidstone Community Centre,,,,,,50422976,-1049675,11,,,VIC,1291131990000,,44219872,1355901602000,1355901602000,20205,community,1.0,839347.0,FOI_20205
20375,56338611,839349,839349,,community venue,community centre,,MARIBYRNONG COMMUNITY CENTRE,Maribyrnong Community Centre,,,,,,50136817,117396,10,,,VIC,1291131990000,,56338611,1558591264000,1558591264000,20375,community,1.0,839349.0,FOI_20375
22786,61975929,839352,839352,,health facility,maternal/child health centre,,MARIBYRNONG RIVER CHILDRENS CENTRE,Maribyrnong River Childrens Centre,,,,,,52139542,-1049680,11,,,VIC,1291131990000,,61975929,1633693251000,1633693251000,22786,health,1.5,839352.0,FOI_22786
22682,43088337,839355,839355,,health facility,maternal/child health centre,,NORFOLK STREET CHILD CARE CENTRE,Norfolk Street Child Care Centre,,,,,,53761103,-1049683,11,,,VIC,1291131990000,,43088337,1330115997000,1330115997000,22682,health,1.5,839355.0,FOI_22682
20165,39164265,839357,839357,,community venue,community centre,,PHOENIX YOUTH CENTRE,Phoenix Youth Centre,,,,,,205966559,-1049685,11,,,VIC,1291131990000,,39164265,1291408591000,1291408591000,20165,community,1.0,839357.0,FOI_20165
20206,44219874,839395,839395,,community venue,community centre,,WEST FOOTSCRAY NEIGHBOURHOOD HOUSE,West Footscray Neighbourhood House,,,,,,51590200,-1049723,11,,,VIC,1291131990000,,44219874,1355901602000,1355901602000,20206,community,1.0,839395.0,FOI_20206
20207,44219875,839397,839397,,community venue,community centre,,YARRAVILLE COMMUNITY CENTRE,Yarraville Community Centre,,,,,,50995339,-1049725,11,,,VIC,1291131990000,,44219875,1355901602000,1355901602000,20207,community,1.0,839397.0,FOI_20207
25141,64540644,839577,839577,,admin facility,tourist information centre,,MELBOURNE GREETER SERVICE,Melbourne Greeter Service,,,135,,1264377600000.0,204315993,-1050375,11,,,VIC,1292432897000,,52249701,1481313420000,1655947961000,25141,administration,1.5,839577.0,FOI_25141
25082,64587844,839578,839578,,admin facility,tourist information centre,,MELBOURNE VISITOR BOOTH,Melbourne Visitor Booth,,,135,,1264377600000.0,,-1050376,11,,,VIC,1292432897000,,39236223,1292488490000,1655947964000,25082,administration,1.5,839578.0,FOI_25082
51007,76003264,839579,839579,,admin facility,tourist information centre,,MELBOURNE VISITOR INFORMATION CENTRE,Melbourne Visitor Information Centre,,,135,,1767657600000.0,203539096,-1400627,11,,,VIC,1292432897000,,76003264,1771485749000,1771485749000,51007,administration,1.5,839579.0,FOI_51007
51591,76959358,1022149,1022149,839770.0,education centre,secondary school,,ALBERT PARK COLLEGE - ENVIRONMENTAL ARTS HUB,Albert Park College - Environmental Arts Hub,ALBERT PARK COLLEGE,,101,8889 C2,1788134400000.0,53152476,-1442684,11,,,VIC,1455027041000,,76959358,1788333231000,1788333231000,51591,school,1.5,839770.0,FOI_51591
3251,40047154,842058,842058,,commercial facility,entertainment centre,,COMEDY THEATRE,Comedy Theatre,,,,,,203474290,-1056246,11,,,VIC,1301382651000,,40047154,1301688414000,1301688414000,3251,commercial,2.0,842058.0,FOI_3251
51397,76959158,843315,843315,843316.0,education centre,primary school,,MELBOURNE GRAMMAR SCHOOL - GRIMWADE CAMPUS,Melbourne Grammar School - Grimwade Campus,MELBOURNE GRAMMAR SCHOOL,,114,2072 C3,1788134400000.0,50241910,106802,10,,,VIC,1302785700000,,76959158,1788333231000,1788333231000,51397,school,1.5,843316.0,FOI_51397
48708,76958809,649450,649450,893567.0,education centre,secondary school,,XAVIER COLLEGE - XAVIER COLLEGE SENIOR CAMPUS,Xavier College - Xavier College Senior Campus,XAVIER COLLEGE,,113,404 C1,1788134400000.0,219104547,-1389368,11,,,VIC,1261409660000,,76958809,1788333230000,1788333230000,48708,school,1.5,893567.0,FOI_48708
51409,76959169,893571,893571,,education centre,primary school,,TRINITY CATHOLIC SCHOOL,Trinity Catholic School,,,113,2036 C1,1788134400000.0,219088800,106834,10,,,VIC,1309260079000,,76959169,1788333231000,1788333231000,51409,school,1.5,893571.0,FOI_51409
51659,76959426,1149296,1149296,898257.0,education centre,special school,,MACKILLOP SPECIALIST SCHOOL - FLEXIBLE LEARNING CENTRE MAIDSTONE,Mackillop Specialist School - Flexible Learning Centre Maidstone,MACKILLOP SPECIALIST SCHOOL,,113,2075 C2,1788134400000.0,53761426,-1699074,11,,,VIC,1488286556000,,76959426,1788333231000,1788333231000,51659,school,1.5,898257.0,FOI_51659
41831,46756792,898267,898267,,hospital,day procedure centre,,MANDOMETER,Mandometer,,,,,,54597840,-1169500,11,,,VIC,1310485633000,,46756792,1413963247000,1413963247000,41831,hospital,3.0,898267.0,FOI_41831
41232,76573753,902510,902510,,care facility,supported residential facility,,CHIPPENDALE LODGE,Chippendale Lodge,,,104,,1759968000000.0,50165273,-2122289,11,,,VIC,1310643624000,,76573753,1782284957000,1782284957000,41232,care,1.0,902510.0,FOI_41232
51703,76959470,1207957,1207957,969907.0,education centre,special school,,SAINTS COLLEGE - NORTH MELBOURNE CAMPUS,Saints College - North Melbourne Campus,SAINTS COLLEGE,,113,2079 C1,1788134400000.0,50471924,-2101898,11,,,VIC,1535030598000,,76959470,1788333231000,1788333231000,51703,school,1.5,969907.0,FOI_51703
51439,76959205,969912,969912,969914.0,education centre,primary/secondary school,,MELBOURNE MONTESSORI COLLEGE - BRIGHTON EAST CAMPUS,Melbourne Montessori College - Brighton East Campus,MELBOURNE MONTESSORI COLLEGE,,114,2077 C2,1788134400000.0,54598413,-2095216,11,,,VIC,1329754871000,,76959205,1788333231000,1788333231000,51439,school,1.5,969914.0,FOI_51439
51441,76959207,969915,969915,,education centre,primary/secondary school,,GLENROY PRIVATE,Glenroy Private,,,114,2080 C1,1788134400000.0,51220181,-1408846,11,,,VIC,1329754871000,,76959207,1788333231000,1788333231000,51441,school,1.5,969915.0,FOI_51441
18589,76506351,991726,991726,969926.0,care facility,aged care,,ABBERFIELD AGED CARE FACILITY,Abberfield Aged Care Facility,ABBERFIELD AGED CARE FACILITY,,102,UID-64333,1781136000000.0,422527391,-1365875,11,,,VIC,1372691537000,,76506351,1781594411000,1781594411000,18589,care,1.0,969926.0,FOI_18589
18512,76506274,991628,991628,969935.0,care facility,aged care,,UNITING AGEWELL KINGSVILLE,Uniting Agewell Kingsville,AMARCO APARTMENTS,,102,UID-63838,1781136000000.0,219033887,-1394953,11,,,VIC,1372691536000,,76506274,1781594410000,1781594410000,18512,care,1.0,969935.0,FOI_18512
18563,76506325,991754,991754,969943.0,care facility,aged care,,CHURCHES OF CHRIST ARCADIA AGED CARE SERVICE,Churches Of Christ Arcadia Aged Care Service,ARCADIA APARTMENTS,,102,UID-67655,1781136000000.0,219045771,-1978332,11,,,VIC,1372691537000,,76506325,1781594411000,1781594411000,18563,care,1.0,969943.0,FOI_18563
44918,76524025,991585,991585,969945.0,care facility,aged care,,CRAIGCARE MOONEE PONDS,Craigcare Moonee Ponds,ARDMILLIAN APARTMENTS,,102,UID-67216,1781136000000.0,425815641,-1739883,11,,,VIC,1372691536000,,76524025,1781594573000,1781594573000,44918,care,1.0,969945.0,FOI_44918
18553,76506315,1340067,1340067,969951.0,care facility,aged care,,BOLTON CLARKE THE ASHLEY,Bolton Clarke The Ashley,ASHLEY TERRACE,,102,UID-63829,1781136000000.0,212596220,-2111297,11,,,VIC,1756210231000,,76506315,1781594411000,1781594411000,18553,care,1.0,969951.0,FOI_18553
18540,76506302,991391,991391,970010.0,care facility,aged care,,BENETAS BROUGHTON HALL,Benetas Broughton Hall,BROUGHTON HALL NURSING HOME,,102,UID-63516,1781136000000.0,151065225,-1390449,11,,,VIC,1372691536000,,76506302,1781594410000,1781594410000,18540,care,1.0,970010.0,FOI_18540
18547,76506309,1340095,1340095,970019.0,care facility,aged care,,BOLTON CLARKE CAMBERWELL GREEN,Bolton Clarke Camberwell Green,CAMBERWELL GREEN SERVICED APARTMENTS,,102,UID-81033,1781136000000.0,54579618,-2111345,11,,,VIC,1756210231000,,76506309,1781594411000,1781594411000,18547,care,1.0,970019.0,FOI_18547
41320,76573844,989657,989657,970051.0,care facility,supported residential facility,,COORONDO HOME,Coorondo Home,CHADSTONE GARDENS RETIREMENT VILLAGE,,104,,1759968000000.0,50633411,-2122313,11,,,VIC,1369327510000,,76573844,1782284957000,1782284957000,41320,care,1.0,970051.0,FOI_41320
24723,76508534,991676,991676,970054.0,care facility,aged care,,FAVERSHAM HOUSE,Faversham House,HESTER CANTERBURY,,102,UID-63583,1781136000000.0,424120311,-1365528,11,,,VIC,1372691537000,,76508534,1781594431000,1781594431000,24723,care,1.0,970054.0,FOI_24723
18548,76506310,1340021,1340021,970061.0,care facility,aged care,,BOLTON CLARKE CLAREMONT TERRACE,Bolton Clarke Claremont Terrace,CLAREMONT TERRACE,,102,UID-64066,1781136000000.0,50345167,-2111265,11,,,VIC,1756210231000,,76506310,1781594411000,1781594411000,18548,care,1.0,970061.0,FOI_18548
24435,76508218,991672,991672,970071.0,care facility,aged care,,UNITING AGEWELL CONDARE COURT,Uniting Agewell Condare Court,CONDARE COURT,,102,UID-63568,1781136000000.0,173775981,-1394929,11,,,VIC,1372691537000,,76508218,1781594428000,1781594428000,24435,care,1.0,970071.0,FOI_24435
18562,76506324,991645,991645,970099.0,care facility,aged care,,EMBRACIA IN RESERVOIR,Embracia In Reservoir,EDEN TERRACE,,102,UID-64038,1781136000000.0,54756673,-1365754,11,,,VIC,1372691536000,,76506324,1781594411000,1781594411000,18562,care,1.0,970099.0,FOI_18562
18483,76506245,991699,991699,970102.0,care facility,aged care,,MAYFLOWER EDITH BENDALL,Mayflower Edith Bendall,EDITH BENDALL LODGE,,102,UID-63808,1781136000000.0,202045289,-2056269,11,,,VIC,1372691537000,,76506245,1781594409000,1781594409000,18483,care,1.0,970102.0,FOI_18483
18561,76506323,137496,137496,970104.0,care facility,aged care,,ELIZABETH GARDENS BURWOOD,Elizabeth Gardens Burwood,ELIZABETH GARDENS HOSTEL,,102,UID-64676,1781136000000.0,150009855,-1834190,11,,,VIC,1242871614000,,76506323,1781594411000,1781594411000,18561,care,1.0,970104.0,FOI_18561
18594,76506356,991407,991407,970136.0,care facility,aged care,,BENETAS GLADSWOOD LODGE,Benetas Gladswood Lodge,GLADSWOOD LODGE,,102,UID-63520,1781136000000.0,51595576,-1390450,11,,,VIC,1372691536000,,76506356,1781594411000,1781594411000,18594,care,1.0,970136.0,FOI_18594
18546,76506308,1340049,1340049,970185.0,care facility,aged care,,KEW GROVE CARE COMMUNITY,Kew Grove Care Community,HIGHGROVE SPECIAL ACCOMODATION,,102,UID-69770,1781136000000.0,431603127,-2111299,11,,,VIC,1756210231000,,76506308,1781594411000,1781594411000,18546,care,1.0,970185.0,FOI_18546
18537,76506299,991739,991739,970204.0,care facility,aged care,,BAPTCARE - KARANA COMMUNITY,Baptcare - Karana Community,KARANA NURSING HOME AND HOSTEL,,102,UID-67081,1781136000000.0,51026454,-1365607,11,,,VIC,1372691537000,,76506299,1781594410000,1781594410000,18537,care,1.0,970204.0,FOI_18537
20419,58947305,1250525,1250525,970224.0,community venue,community centre,,,,LATROBE VILLAGE,,,,,207725402,-1915119,11,,,VIC,1589817114000,,58947305,1605116185000,1605116185000,20419,community,1.0,970224.0,FOI_20419
18482,76506244,991707,991707,970261.0,care facility,aged care,,MAYFLOWER BRIGHTON,Mayflower Brighton,MAYFLOWER RETIREMENT COMMUNITY,,102,UID-63562,1781136000000.0,457633654,-1365990,11,,,VIC,1372691537000,,76506244,1781594409000,1781594409000,18482,care,1.0,970261.0,FOI_18482
18485,76506247,991592,991592,970262.0,care facility,aged care,,MAYFLOWER RESERVOIR,Mayflower Reservoir,MAYFLOWER VILLAGE,,102,UID-63585,1781136000000.0,216993287,-1365828,11,,,VIC,1372691536000,,76506247,1781594409000,1781594409000,18485,care,1.0,970262.0,FOI_18485
16290,76316463,1333662,1333662,970268.0,hospital,general hospital,,ROYAL MELBOURNE HOSPITAL (ROYAL PARK),Royal Melbourne Hospital (Royal Park),MELBOURNE HEALTH TRANSITION CARE PROGRAM,,104,1335,1777420800000.0,220623247,-2120833,11,,,VIC,1710245341000,,76316463,1778224435000,1778224435000,16290,hospital,3.0,970268.0,FOI_16290
18608,76506370,991573,991573,970273.0,care facility,aged care,,MERCY PLACE PARKVILLE,Mercy Place Parkville,MERCY PLACE PARKVILLE,,102,UID-68221,1781136000000.0,215013345,-1365976,11,,,VIC,1372691536000,,76506370,1781594411000,1781594411000,18608,care,1.0,970273.0,FOI_18608
18515,76506277,1340026,1340026,970301.0,care facility,aged care,,VERMONT VIEWS CARE COMMUNITY,Vermont Views Care Community,NUNAWADING COMMUNITY HOSTEL,,102,UID-63657,1781136000000.0,211205042,-2111294,11,,,VIC,1756210231000,,76506277,1781594410000,1781594410000,18515,care,1.0,970301.0,FOI_18515
18567,76506329,991597,991597,970302.0,care facility,aged care,,VASEY RSL CARE BRIGHTON EAST,Vasey Rsl Care Brighton East,OAK GRANGE,,102,UID-63928,1781136000000.0,216335946,-1754224,11,,,VIC,1372691536000,,76506329,1781594411000,1781594411000,18567,care,1.0,970302.0,FOI_18567
10777,71167088,1019545,1019545,970307.0,community venue,hall,,LOYAL ORANGE HALL,Loyal Orange Hall,ORANGE COURT HOSTEL,,,,,,-1437449,11,,,VIC,1447685028000,,71167088,1723533012000,1723533012000,10777,community,1.0,970307.0,FOI_10777
18503,76506265,991623,991623,970345.0,care facility,aged care,,REGIS ALAWARRA LODGE,Regis Alawarra Lodge,REGIS INALA VILLAGE,,102,UID-63633,1781136000000.0,219072423,-1365599,11,,,VIC,1372691536000,,76506265,1781594410000,1781594410000,18503,care,1.0,970345.0,FOI_18503
