SA2_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
208021427,5489,5853,11336,2740,1686,4424,806,1584,2385,172,282,451,166,118,291,3886,3674,7553,1456,2013,3466,4.3,3.3,3.8,70.8,62.7,66.6,67.8,60.7,64.1,485,571,1056,132,248,381,1234,1517,2750,522,649,1175,888,412,1297,31,35,72,70,116,191,997,565,1559,5736,5933,11668,926,928,1849,3844,4087,7931,2453,2460,4907
208031183,3547,3701,7248,1797,1043,2840,499,1132,1630,126,141,263,121,80,207,2546,2396,4941,920,1231,2151,4.8,3.5,4.2,71.7,64.8,68.2,68.3,62.5,65.3,239,229,469,68,121,189,668,803,1466,361,429,789,623,340,962,23,47,69,56,90,146,706,476,1183,4014,4035,8052,292,273,563,3215,3277,6489,895,881,1787
208031184,21,10,31,7,7,16,4,0,0,3,0,3,0,0,0,14,4,22,4,3,6,6.7,0,5,75,62.5,71.4,70,62.5,67.9,3,0,3,0,0,0,4,0,3,0,0,3,5,0,5,0,0,0,0,0,0,5,0,5,11,3,20,3,3,7,6,5,11,13,3,17
208031185,4810,5225,10036,2422,1374,3794,638,1467,2103,159,254,411,138,112,258,3358,3208,6568,1298,1850,3144,4.2,3.6,3.9,69.8,61.5,65.5,66.9,59.2,62.9,215,256,468,89,192,278,672,970,1643,471,669,1137,1312,604,1919,29,51,83,74,120,197,1409,780,2194,4880,5329,10208,647,659,1307,3321,3635,6951,1935,2063,3997
208031186,5830,6782,12609,2886,1964,4856,709,1684,2389,224,291,508,144,145,281,3951,4085,8038,1560,2396,3959,3.6,3.5,3.5,67.8,60.2,63.7,65.4,58.1,61.5,301,457,760,132,296,428,1002,1439,2446,587,816,1405,1392,678,2069,42,77,118,77,153,233,1509,903,2416,5736,6499,12237,964,1117,2077,3609,4089,7698,2686,3107,5799
208031187,2062,2274,4334,1010,560,1572,252,650,900,84,117,202,64,60,117,1402,1388,2797,566,808,1375,4.3,4.4,4.3,68.2,61.1,64.5,65.3,58.4,61.7,78,122,202,33,61,100,256,402,653,195,273,468,573,242,816,12,32,39,33,45,71,617,318,933,2292,2437,4736,179,216,395,1717,1856,3570,607,678,1287
208031188,9391,10593,19983,4643,2954,7596,1279,2792,4075,304,436,741,295,248,542,6518,6437,12956,2497,3701,6193,4.5,3.9,4.2,69.5,60.7,64.8,66.3,58.4,62.1,756,912,1665,204,442,643,2017,2522,4532,973,1243,2215,1661,803,2463,69,98,168,129,213,340,1862,1106,2972,9433,10333,19766,1522,1639,3163,6101,6770,12868,4261,4653,8913
208031189,5174,5674,10852,2740,1592,4330,704,1724,2423,171,268,441,147,123,267,3754,3698,7456,1264,1789,3059,3.8,3.2,3.5,72.6,65.2,68.7,69.8,63.1,66.3,313,429,750,133,257,394,1085,1371,2453,535,702,1241,1137,500,1632,35,52,86,78,131,208,1247,680,1927,5490,5778,11265,818,899,1718,3781,3937,7722,2197,2406,4605
208031190,5227,5893,11122,2599,1897,4496,708,1509,2212,172,230,398,172,133,305,3643,3765,7409,1414,1935,3350,4.7,3.6,4.1,69.7,63.9,66.7,66.5,61.6,63.9,429,478,907,129,319,447,1188,1441,2628,546,755,1295,901,472,1371,45,58,104,82,108,188,1026,635,1657,5168,5787,10952,843,919,1763,3409,3760,7165,2361,2693,5049
208031191,3563,3806,7371,1783,1115,2898,485,1037,1526,107,161,270,104,105,210,2479,2421,4900,890,1211,2098,4.2,4.5,4.3,69.5,63.6,66.5,66.6,60.8,63.6,286,331,618,85,157,243,755,934,1691,384,439,823,562,289,852,19,54,74,53,83,131,634,429,1061,3699,3776,7475,573,640,1220,2446,2607,5048,1563,1598,3163
208031192,22,0,26,0,0,5,0,3,3,0,0,0,0,0,0,0,0,3,20,0,20,0,0,0,4.8,100,20,4.8,100,20,0,0,0,0,0,0,18,0,18,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,22,3,25,0,3,3,0,0,0,20,0,23
208031193,8111,9243,17352,4125,2785,6910,1185,2607,3792,274,397,669,250,229,471,5828,6020,11851,2053,2967,5019,4.2,3.8,4,71.9,65.1,68.3,68.9,62.6,65.6,575,763,1340,229,468,696,1693,2255,3950,892,1148,2044,1578,678,2255,42,95,140,126,187,312,1746,962,2708,8472,9445,17911,1176,1303,2480,5771,6444,12207,3455,3876,7331
208041194,7963,9299,17266,3945,2915,6860,1269,2290,3557,228,406,630,243,228,475,5688,5841,11527,1981,3169,5149,4.3,4,4.1,71.4,62.8,66.8,68.4,60.3,64,1236,1213,2445,272,526,792,2735,3187,5920,665,920,1584,502,325,829,41,40,84,100,151,250,643,516,1159,7538,8553,16093,1573,1742,3315,4781,5488,10268,3967,4469,8438
208041195,8919,9502,18419,4246,2788,7036,1478,2563,4041,288,383,675,335,290,627,6351,6027,12372,2235,3173,5408,5.3,4.8,5.1,71.2,63.4,67.2,67.4,60.3,63.8,1292,1236,2525,287,541,820,2791,2943,5738,753,937,1698,733,377,1111,33,68,100,110,173,282,879,619,1495,8356,8814,17172,1896,1938,3831,5659,6042,11705,4151,4314,8464
209011196,4146,4063,8210,1673,933,2603,664,1094,1762,129,178,305,166,106,270,2621,2311,4937,1345,1621,2970,6.2,4.5,5.4,63.3,56.9,60.1,59.4,54.3,56.9,266,284,553,74,137,213,671,770,1442,391,454,851,807,331,1135,26,35,59,46,86,133,877,448,1324,4293,4127,8419,528,460,990,3137,3138,6272,1399,1208,2607
209011197,8120,8863,16983,4009,2213,6218,1063,2582,3651,253,413,659,242,204,441,5561,5405,10969,2335,3185,5526,4.3,3.7,4,68.5,61,64.6,65.6,58.7,62,606,668,1269,241,445,684,1537,1966,3505,834,1010,1846,1838,807,2641,57,90,145,140,221,355,2029,1112,3137,8792,9283,18078,934,1015,1945,6435,6840,13272,2786,3046,5835
209011198,6215,6930,13154,3008,2034,5040,898,1830,2730,235,295,527,195,148,341,4336,4301,8641,1676,2392,4066,4.4,3.4,3.9,69.7,62.1,65.7,66.6,60,63.1,861,899,1767,226,455,684,1651,1967,3613,557,610,1167,861,453,1318,34,40,74,68,136,210,959,635,1597,6285,6801,13090,1080,1191,2272,4107,4394,8497,2908,3255,6157
209011199,6093,6314,12405,2490,1757,4245,931,1527,2460,245,297,541,286,200,485,3950,3780,7731,1726,2197,3922,7.2,5.3,6.3,64.8,59.9,62.3,60.2,56.7,58.4,563,621,1183,125,295,422,1165,1503,2673,523,584,1109,899,498,1399,51,74,126,85,92,178,1037,661,1696,5688,5833,11519,1081,1205,2285,3339,3570,6908,2999,3079,6080
209011200,4926,5611,10540,2446,1653,4103,780,1516,2293,133,236,360,142,119,260,3496,3520,7012,1279,1919,3202,4,3.4,3.7,71,62.7,66.6,68.1,60.6,64.1,719,802,1522,196,368,561,1494,1695,3193,414,499,912,505,260,765,21,32,54,58,94,154,584,394,978,4803,5426,10225,808,949,1754,3222,3629,6847,2172,2514,4683
209011201,3165,3368,6529,1504,929,2435,513,959,1478,94,130,216,82,74,153,2185,2096,4284,891,1169,2058,3.6,3.5,3.6,69.1,62.3,65.6,66.6,60.1,63.2,502,445,941,114,216,329,978,1072,2051,247,324,580,283,145,428,10,13,26,30,58,89,322,222,542,3304,3416,6716,367,379,749,2413,2499,4911,1123,1183,2307
209011202,6279,7090,13366,3039,1854,4891,853,2084,2941,210,337,549,160,139,304,4265,4421,8686,1819,2481,4305,3.8,3.2,3.5,68,62.3,65,65.4,60.3,62.7,474,566,1042,211,447,656,1228,1790,3021,679,842,1525,1392,534,1926,39,64,102,80,153,227,1507,747,2257,6813,7385,14202,790,911,1697,4883,5308,10192,2301,2611,4912
209011203,7340,7746,15083,3587,2038,5627,972,2061,3035,230,344,570,223,202,420,5014,4643,9658,2099,2919,5020,4.5,4.3,4.4,68.4,59.9,64,65.3,57.3,61.2,775,773,1556,209,410,620,1565,1866,3432,703,851,1554,1332,562,1896,38,62,101,104,140,241,1474,771,2242,7779,8276,16053,1050,981,2023,5453,5927,11380,2897,2852,5747
209011204,3667,3870,7539,1776,1030,2800,500,1041,1543,128,208,333,107,99,200,2502,2377,4879,1053,1379,2431,4.2,4.2,4.2,68.3,61.4,64.8,65.4,58.9,62.1,255,302,564,78,194,272,658,832,1489,357,398,755,852,360,1216,31,48,77,36,66,106,925,468,1399,3882,4063,7946,444,430,876,2833,3008,5846,1253,1255,2511
209021205,4551,4545,9096,1770,1123,2891,839,1203,2041,190,194,387,252,212,465,3055,2731,5784,1239,1585,2824,8.3,7.8,8.1,67.2,60.1,63.6,61.6,55.4,58.5,560,490,1050,89,150,241,940,1006,1947,409,447,862,546,267,813,31,45,75,45,83,125,629,387,1016,3934,3931,7862,985,990,1974,2510,2641,5146,2232,2098,4332
209021428,8628,9239,17870,3860,2928,6783,1473,2369,3848,338,416,757,353,294,645,6029,6003,12028,2196,2877,5072,5.8,4.9,5.4,69.9,65,67.3,65.8,61.8,63.7,767,1020,1786,221,457,682,1981,2358,4340,839,884,1727,1130,637,1764,71,89,159,78,129,210,1279,850,2133,7811,8281,16095,1717,1855,3576,4885,5212,10094,4230,4490,8724
209021429,5006,5527,10536,2249,1639,3889,851,1533,2391,204,266,466,218,180,399,3529,3625,7147,1262,1671,2936,6.2,5,5.6,70.4,65.5,67.8,66,62.2,64,481,609,1090,148,330,477,1249,1466,2710,425,534,968,653,337,988,25,40,66,52,78,136,737,456,1188,5028,5314,10339,833,894,1731,3361,3678,7039,2176,2270,4443
209021523,6083,6526,12607,2554,1823,4378,922,1509,2426,247,275,521,257,205,458,3974,3815,7788,1701,2292,3992,6.4,5.3,5.9,65.3,58.5,61.8,61.1,55.3,58.1,492,585,1079,102,242,344,1080,1295,2374,565,640,1205,970,602,1572,43,53,96,80,113,191,1094,766,1860,5552,5931,11483,1168,1145,2311,3354,3755,7107,2949,2915,5865
209021524,4158,4169,8328,1533,777,2307,498,870,1366,160,182,346,148,103,249,2335,1928,4265,1535,2004,3538,6.4,5.2,5.8,56.2,46.2,51.2,52.7,43.8,48.2,209,174,390,45,113,159,497,575,1071,279,353,630,724,314,1036,25,35,61,54,59,119,804,410,1214,4155,4182,8334,432,382,812,3178,3289,6459,1170,1059,2228
209021525,5366,5559,10925,2054,1328,3377,872,1232,2097,202,249,448,212,178,392,3333,2985,6316,1640,2159,3792,6.4,5.9,6.2,62.1,53.7,57.8,58.1,50.5,54.3,415,409,819,97,195,290,923,1095,2015,474,490,960,821,442,1267,43,50,92,53,80,137,918,573,1492,4892,5075,9963,889,891,1778,3147,3373,6518,2326,2311,4637
209021526,5676,5929,11608,2558,1768,4325,985,1503,2487,203,265,469,259,185,439,4003,3726,7725,1370,1914,3280,6.5,5,5.7,70.5,62.8,66.6,65.9,59.7,62.8,525,577,1099,121,279,401,1144,1385,2527,533,668,1200,865,472,1337,39,54,98,80,101,177,980,625,1609,5525,5631,11159,1034,1051,2089,3496,3652,7144,2667,2713,5379
209031209,9254,9754,19006,4569,2533,7104,1425,3011,4434,323,455,781,246,230,476,6564,6233,12795,2431,3251,5680,3.7,3.7,3.7,70.9,63.9,67.3,68.3,61.5,64.8,858,887,1749,310,599,908,1976,2465,4439,968,1142,2107,1808,770,2579,53,95,154,166,214,380,2032,1083,3110,10224,10654,20885,852,909,1758,7747,8058,15806,2818,2968,5787
209031210,1401,1455,2850,716,361,1077,199,507,711,53,72,126,37,41,78,1005,985,1984,362,430,799,3.5,4.1,3.8,71.6,67.8,69.6,69.1,65,67,77,101,179,37,85,125,197,369,563,134,188,321,466,163,632,15,17,28,18,26,37,499,203,700,1572,1600,3176,131,115,250,1186,1196,2381,424,450,874
209031211,1802,1645,3443,836,373,1201,214,469,686,85,103,181,37,30,71,1166,969,2138,457,515,974,3.3,3,3.1,64.8,59.1,62.1,62.7,57.3,60.1,38,55,91,28,64,93,117,214,331,158,253,407,611,269,883,12,24,38,15,32,44,644,321,962,1796,1639,3441,168,137,307,1320,1192,2508,555,507,1060
209031212,2159,2135,4293,960,468,1426,337,656,995,125,118,242,35,50,88,1454,1299,2753,591,732,1321,2.5,4.1,3.2,67.4,60.9,64.2,65.8,58.4,62.1,120,134,255,53,132,181,287,468,754,211,298,510,624,178,801,13,17,32,36,49,84,670,245,914,2201,2192,4397,190,184,369,1806,1772,3581,508,507,1021
209031213,3845,3933,7783,1993,1004,2998,512,1232,1741,130,162,292,84,79,167,2720,2477,5202,1015,1346,2365,3.2,3.3,3.2,70.7,63.1,66.9,68.5,61,64.7,226,242,469,78,147,227,611,800,1410,395,439,830,946,328,1273,17,42,64,54,93,147,1022,462,1484,4253,4274,8525,320,327,652,3246,3237,6487,1113,1126,2237
209031214,2762,2859,5624,1331,697,2032,440,1006,1450,124,136,262,60,70,129,1958,1910,3869,703,867,1570,3.1,3.6,3.3,71,66.8,68.8,68.8,64.4,66.5,239,274,508,91,187,274,580,720,1301,272,328,602,611,189,804,22,29,57,37,60,93,671,280,953,3036,3043,6074,275,316,597,2321,2333,4649,833,882,1721
209031215,5731,5939,11669,3133,1601,4733,778,2025,2811,215,343,562,167,121,284,4291,4092,8386,1316,1717,3031,3.8,3,3.4,74.9,68.9,71.9,72.1,66.9,69.4,260,343,601,146,294,440,855,1245,2097,587,778,1365,1697,642,2341,42,65,110,73,118,189,1820,818,2637,6307,6485,12795,559,564,1121,4629,4716,9348,1903,1989,3889
209041216,3092,3175,6270,1332,826,2157,480,872,1356,105,143,245,142,115,257,2056,1960,4015,879,1091,1970,6.9,6,6.4,66.5,61.7,64.1,61.9,58,59.9,264,253,512,62,93,151,584,689,1266,289,295,585,434,249,684,24,23,46,44,57,102,498,333,836,2960,3011,5971,499,508,1001,2053,2121,4177,1263,1270,2533
209041217,2733,2628,5364,1028,582,1610,419,630,1046,86,101,195,121,88,201,1652,1398,3047,928,1103,2035,7.1,6.1,6.6,60.4,53.1,56.8,56.1,49.9,53.1,239,200,443,37,69,108,385,454,845,226,276,498,498,200,702,16,29,44,32,36,76,546,265,814,2564,2499,5057,421,359,777,1733,1812,3540,1113,920,2036
209041220,7211,7590,14798,3337,1950,5286,1024,1969,2987,286,312,597,309,242,552,4957,4478,9432,1984,2834,4818,6.3,5.5,5.9,68.7,58.9,63.7,64.4,55.7,60,407,418,827,100,203,299,973,1321,2287,665,859,1519,1498,699,2196,56,79,136,85,163,253,1645,937,2581,7523,7786,15306,707,712,1418,5709,5897,11609,2151,2211,4360
209041221,4692,4782,9476,2033,1169,3196,666,1157,1820,174,193,372,201,135,333,3067,2652,5730,1430,1943,3371,6.5,5.1,5.9,65.5,55.5,60.4,61.2,52.7,56.9,257,267,523,61,141,202,658,835,1492,442,506,949,954,497,1448,37,37,78,77,102,172,1060,638,1703,4860,4888,9753,507,470,978,3644,3744,7384,1460,1417,2884
209041223,8437,8449,16884,2853,1512,4372,1238,1601,2842,258,276,538,367,301,670,4725,3695,8419,3268,4374,7635,7.8,8.2,8,56,43.7,49.8,51.6,40.1,45.9,422,422,847,64,139,198,882,963,1845,580,703,1278,1333,682,2018,59,93,149,92,157,242,1477,932,2410,8429,8520,16955,1055,918,1971,5986,6253,12239,2991,2758,5750
209041224,8531,8507,17036,4625,2311,6940,1040,2330,3364,337,459,794,232,287,520,6233,5386,11621,1816,2695,4511,3.7,5.3,4.5,73,63.3,68.2,70.3,59.9,65.1,259,356,613,90,263,350,661,1127,1788,752,1124,1879,2528,1309,3842,81,144,219,102,169,267,2706,1620,4329,9040,8835,17875,1621,1590,3215,5026,4863,9888,4745,4778,9524
209041225,4210,4348,8558,2027,986,3012,480,1155,1631,163,235,398,83,92,179,2749,2467,5219,1145,1566,2707,3,3.8,3.4,65.3,56.7,61,63.3,54.6,58.9,148,173,317,46,138,180,389,596,988,341,535,875,1266,580,1843,29,67,96,48,78,128,1340,732,2072,3830,3931,7759,1016,989,2007,2622,2597,5215,1951,2061,4017
209041431,5271,5416,10688,2246,1182,3426,710,1284,1996,181,216,395,241,163,401,3379,2838,6219,1404,1957,3355,7.1,5.7,6.4,64.1,52.4,58.2,59.5,49.5,54.4,231,230,457,65,119,178,525,702,1223,423,556,978,1042,581,1621,49,60,109,68,100,161,1155,740,1894,5339,5288,10627,591,594,1185,3796,3839,7632,1799,1739,3544
209041432,3430,3463,6895,1345,749,2093,474,746,1220,131,116,242,136,122,254,2084,1720,3810,1106,1543,2648,6.4,6.9,6.6,60.8,49.8,55.2,56.8,46.3,51.6,187,189,374,28,62,95,350,446,794,281,352,628,608,352,957,31,40,68,44,68,106,684,452,1132,3325,3445,6771,472,418,889,2351,2416,4761,1272,1260,2534
209041433,4385,4549,8934,2171,1273,3443,697,1174,1871,155,198,353,221,181,395,3244,2820,6067,966,1532,2498,6.7,6.3,6.5,73.9,62,67.9,69,58.1,63.4,346,320,665,62,127,193,701,954,1652,502,573,1070,679,425,1100,29,48,84,54,97,152,766,569,1339,5011,5016,10021,755,770,1521,3161,3163,6328,2145,2206,4351
209041435,4689,4949,9639,2604,1456,4055,652,1542,2193,170,267,435,197,176,369,3617,3438,7050,939,1389,2325,5.4,5.1,5.3,77.2,69.4,73.2,73,65.9,69.3,328,283,610,57,165,225,644,941,1585,463,599,1056,1017,562,1582,37,54,89,72,119,189,1121,733,1860,5450,5617,11070,547,576,1121,3940,4118,8058,1679,1752,3440
209041436,4895,5238,10137,2437,1368,3802,702,1371,2071,170,223,395,182,148,332,3487,3106,6595,1217,1921,3136,5.3,4.7,5,71.3,59.3,65.1,67.5,56.5,61.8,290,283,572,66,145,213,659,905,1569,430,563,990,1051,562,1618,29,51,73,67,118,175,1142,729,1874,5223,5445,10670,588,579,1164,3714,3874,7589,1815,1851,3668
209041437,8595,8699,17301,4392,2521,6907,1449,2167,3624,326,393,716,381,364,749,6554,5445,11998,1628,2902,4526,5.9,6.7,6.2,76.2,62.5,69.3,71.8,58.4,65,864,908,1774,131,235,362,1482,1875,3360,1106,1133,2244,1306,841,2150,63,74,142,91,137,226,1464,1052,2520,8642,8567,17209,2913,2890,5810,2974,2945,5916,7342,7401,14743
209041527,5752,6192,11940,3287,1690,4972,707,1999,2705,177,321,501,200,174,382,4373,4189,8563,1215,1841,3063,4.6,4.2,4.4,76,67.6,71.7,72.5,64.8,68.5,241,274,518,84,253,335,713,1077,1794,567,838,1406,1662,880,2542,51,85,133,85,143,223,1801,1100,2897,6808,7101,13915,850,924,1769,4204,4464,8672,2902,3098,5998
209041528,3581,3997,7580,2145,1232,3372,472,1235,1707,115,229,340,112,130,236,2837,2825,5663,645,1066,1708,3.9,4.5,4.2,79.2,70.6,74.7,76.2,67.4,71.5,224,247,470,56,158,212,508,800,1310,397,558,950,972,566,1538,28,57,85,55,101,159,1056,725,1777,4156,4439,8589,688,730,1422,1924,2060,3986,2465,2668,5132
209041529,4199,4141,8340,1353,778,2137,650,768,1417,151,129,286,187,145,331,2336,1833,4170,1590,2078,3665,7.9,8,8,55.7,44.2,50,51.3,40.7,46,189,232,414,34,76,106,463,498,955,320,364,686,650,384,1035,26,45,68,54,76,127,727,500,1230,4129,4102,8227,566,515,1073,2741,2803,5549,1709,1570,3280
209041530,5314,5508,10821,2025,1063,3089,707,1114,1827,176,217,386,231,183,415,3133,2574,5712,1872,2627,4502,7.3,7.1,7.2,59.1,46.7,52.8,54.8,43.4,49,247,230,472,46,110,159,616,778,1399,392,495,886,763,412,1171,43,56,95,65,86,150,863,549,1415,5648,5800,11446,604,604,1213,4097,4220,8315,1771,1794,3562
209041531,3988,4443,8429,2121,1338,3457,542,1129,1677,126,206,329,153,179,338,2941,2853,5796,915,1443,2355,5.2,6.3,5.8,73.8,64.2,68.8,70,60.2,64.8,341,318,656,58,159,219,651,878,1533,432,553,980,823,514,1330,33,70,105,62,87,152,919,669,1585,4614,4847,9458,676,754,1432,2360,2542,4894,2449,2665,5113
209041532,4192,4440,8640,2373,1285,3664,609,1295,1901,155,246,399,171,187,355,3301,3013,6315,722,1255,1977,5.1,6.2,5.6,78.7,67.8,73.1,74.7,63.6,69,371,330,699,62,131,191,676,883,1556,470,622,1093,887,541,1430,45,69,112,58,90,151,995,700,1692,4754,4941,9694,800,826,1622,2343,2421,4766,2718,2870,5591
210011226,3290,3539,6821,1626,1040,2664,403,826,1230,117,178,296,104,88,191,2256,2123,4378,919,1305,2226,4.6,4,4.3,68.6,60.1,64.2,65.4,57.6,61.4,154,192,346,56,136,188,500,728,1220,289,390,682,830,290,1117,30,43,68,42,73,107,893,401,1290,3326,3516,6842,491,504,998,2109,2308,4417,1486,1510,2991
210011227,5,6,13,0,0,3,0,0,5,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,57.1,71.4,64.3,57.1,71.4,64.3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,3,3,3,8
210011228,3420,3703,7129,1566,862,2425,414,932,1351,111,175,281,98,74,170,2191,2039,4232,1121,1521,2641,4.5,3.6,4.1,63.9,55.1,59.3,61,53.1,56.9,110,152,261,49,117,165,483,654,1138,295,373,664,864,323,1187,32,34,66,55,89,140,949,446,1396,3737,3813,7552,295,338,628,2877,3037,5911,954,965,1923
210011230,2937,3190,6129,1488,978,2472,418,868,1284,113,161,273,107,67,175,2130,2075,4201,698,988,1687,5.1,3.2,4.2,72.5,64.9,68.5,68.8,62.9,65.7,203,230,428,56,155,207,565,733,1296,305,335,643,593,231,816,20,23,47,33,61,96,644,321,963,2973,3186,6161,457,498,950,2072,2269,4338,1198,1273,2466
210011231,4001,4140,8144,1959,1140,3093,606,1231,1839,141,203,341,137,98,237,2846,2672,5517,1049,1365,2413,4.7,3.8,4.3,71.1,64.6,67.8,67.8,62.1,64.9,329,273,605,108,203,312,873,1036,1909,412,456,868,707,262,969,21,37,60,54,90,136,778,386,1168,4305,4357,8663,524,543,1069,3078,3141,6220,1575,1584,3155
210011533,4994,5418,10411,2038,1220,3255,601,1103,1700,176,235,410,182,129,303,2992,2682,5671,1799,2542,4340,5.9,4.7,5.4,59.9,49.5,54.5,56.4,47.2,51.6,275,246,525,75,146,219,885,1043,1933,381,464,841,852,393,1243,24,50,75,78,111,188,946,558,1505,5156,5533,10684,575,572,1146,3693,3985,7679,1745,1837,3580
210011534,5960,6472,12424,2689,1570,4253,708,1543,2254,203,267,476,179,147,326,3777,3532,7309,1950,2703,4653,4.7,4.3,4.5,63.4,54.6,58.8,60.4,52.2,56.2,294,320,614,119,207,333,1000,1289,2284,527,608,1134,1212,500,1711,27,58,86,83,144,222,1322,701,2022,6267,6747,13013,700,670,1370,4584,4972,9555,2027,2127,4160
210021232,5358,5686,11047,2706,1474,4185,691,1781,2466,223,259,481,123,113,236,3747,3630,7375,1388,1779,3166,3.3,3.2,3.2,69.9,63.8,66.8,67.6,61.8,64.6,242,299,539,157,307,462,736,1141,1880,583,727,1306,1486,551,2033,36,64,100,88,113,196,1617,722,2336,5955,6068,12029,718,748,1467,4074,4106,8177,2217,2333,4553
210021233,1428,1364,2793,636,326,959,238,373,608,60,94,156,23,22,44,949,810,1760,397,477,879,2.1,2.8,2.4,66.6,59.4,63.1,65.2,57.7,61.5,124,157,280,43,100,139,306,324,627,144,160,306,284,90,371,9,15,24,15,29,46,311,133,443,1551,1422,2973,156,151,304,1096,1030,2129,526,488,1017
210021234,1742,1864,3603,879,475,1352,224,581,806,73,92,162,36,34,72,1207,1183,2394,462,606,1065,3,3,3,69.4,63.6,66.4,67.3,61.7,64.4,78,92,173,40,91,137,190,341,532,183,232,409,557,247,802,12,22,33,25,50,77,596,313,911,1816,1970,3784,225,234,460,1329,1437,2769,631,658,1289
210021235,4333,4325,8656,2105,1083,3185,523,1211,1744,200,245,442,99,70,169,2927,2613,5542,1141,1469,2611,3.4,2.7,3.1,67.6,60.4,64,65.3,58.8,62.1,108,162,272,70,177,244,410,736,1144,365,530,895,1391,549,1938,30,54,89,46,92,142,1469,698,2164,4424,4429,8853,538,601,1138,2979,2983,5957,1721,1782,3505
210031236,3366,3568,6931,1528,997,2523,553,900,1460,124,160,282,135,93,229,2337,2154,4490,815,1196,2010,5.8,4.4,5.1,69.6,60.3,64.8,65.6,57.7,61.5,340,410,754,90,199,292,714,807,1521,309,349,664,448,223,672,26,23,53,39,49,87,511,300,810,3357,3492,6848,520,497,1016,2106,2291,4395,1555,1473,3032
210031237,5624,5408,11032,2016,1003,3011,990,1079,2070,232,229,460,272,200,470,3513,2507,6018,1720,2568,4288,7.8,7.9,7.8,62.5,46.4,54.6,57.6,42.7,50.3,571,364,940,81,150,228,889,924,1808,413,448,859,809,350,1161,30,46,77,59,89,150,895,485,1381,5645,5538,11188,980,821,1802,3630,3701,7330,2534,2215,4754
210031439,1192,1322,2511,649,377,1022,133,351,490,30,63,93,41,35,78,853,824,1676,308,462,768,4.9,4.1,4.5,71.5,62.4,66.7,68,59.8,63.7,74,68,140,21,42,66,198,264,459,136,149,287,238,125,364,8,13,18,18,27,41,260,165,424,1272,1432,2705,163,131,294,959,1093,2053,413,389,802
210031440,2448,2598,5051,999,612,1609,346,514,856,80,112,194,91,79,173,1524,1316,2832,760,1137,1893,6.2,5.9,6,62,50.6,56.2,58.2,47.6,52.8,140,143,286,40,87,125,328,433,760,177,238,417,442,218,655,9,32,43,25,50,75,479,292,772,2404,2573,4979,400,389,792,1617,1775,3387,1011,1016,2027
