SA2_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
208011173,6,13,25,8,28,21,16,103,3,3,4,0,5,5,0,19,5,0,0,0,3,0,0,12,20,54,51,28,70,69,31,322,3,7,4,0,0,4,6,24,0,0,0,0,0,5,0,10,3,7,5,3,5,8,6,27,20,57,62,28,78,74,33,346,11,20,16,8,14,14,10,92,0,0,0,0,0,0,0,4,33,79,72,40,89,92,37,447
208021174,26,43,48,45,53,36,17,267,5,4,3,3,3,3,6,29,0,0,0,0,0,0,0,4,52,110,122,104,149,110,57,705,4,0,8,7,0,0,0,13,0,0,7,0,0,0,0,12,0,4,5,3,0,0,7,26,56,113,130,109,149,110,64,728,14,19,32,28,38,27,15,170,0,4,3,0,0,0,0,9,65,140,160,132,183,144,72,909
208021176,6,35,15,16,9,4,18,101,3,5,3,0,0,0,0,14,0,0,0,5,0,3,0,4,30,68,38,33,40,36,34,284,0,3,0,0,4,0,0,3,0,3,0,0,0,0,0,6,0,4,0,0,4,0,0,14,28,79,39,40,42,36,34,293,15,26,12,7,10,10,10,81,0,0,0,0,0,0,0,0,44,97,51,45,48,44,41,378
208021177,19,46,27,27,29,13,7,164,3,3,0,0,0,0,0,14,0,3,0,0,0,0,0,5,38,81,59,59,68,48,27,379,4,4,0,0,0,0,0,9,0,4,0,0,9,0,0,13,3,4,0,0,7,0,4,21,39,88,59,61,74,44,33,399,25,24,25,17,19,17,9,141,0,0,0,0,0,0,0,0,70,112,86,76,97,61,43,539
208021178,23,26,33,27,29,9,13,159,5,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,45,68,72,58,75,48,36,401,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,7,0,4,0,0,3,0,0,9,42,80,74,58,75,51,35,415,7,20,15,13,11,8,9,80,0,0,0,0,3,0,0,3,50,98,91,70,90,55,43,502
208021179,5,24,11,8,22,11,11,89,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,22,41,40,39,55,36,16,242,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,22,42,38,39,55,36,16,245,9,4,7,7,14,14,4,63,0,0,0,0,0,0,0,0,32,51,48,45,64,43,24,314
208021180,0,17,12,7,17,13,0,73,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,15,31,35,16,32,27,7,162,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,3,0,3,0,0,0,12,15,33,35,21,35,27,7,172,5,13,4,6,3,3,0,34,0,0,0,0,0,0,0,0,24,44,37,19,36,32,7,209
208021181,5,18,15,5,12,9,11,74,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,36,32,22,31,33,18,179,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,15,36,32,22,29,31,18,185,3,9,6,7,3,4,6,36,0,0,0,0,0,0,0,0,22,42,39,31,35,34,21,221
208021182,13,18,24,17,22,10,12,109,3,3,0,0,3,4,0,13,0,0,0,0,0,0,0,0,29,40,47,38,61,39,18,279,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,4,0,0,8,29,43,52,38,61,42,24,290,12,14,11,4,18,16,0,81,0,0,0,0,0,0,0,4,44,59,63,49,88,56,24,380
208021426,23,41,38,30,43,21,14,207,0,4,4,3,4,0,0,12,0,3,0,3,0,0,0,3,44,96,104,72,119,67,40,540,0,0,0,0,6,0,0,11,0,0,0,0,0,4,4,9,0,0,0,4,6,4,0,19,44,94,108,82,124,67,36,565,19,31,17,13,27,9,12,129,0,0,3,4,3,0,0,8,66,130,126,101,156,78,47,702
208021427,11,24,21,22,19,15,9,110,3,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,18,64,49,51,44,44,21,298,0,0,0,3,3,0,0,7,0,0,0,0,0,3,0,10,0,0,0,3,3,3,0,15,15,67,50,60,49,52,25,321,8,22,19,16,19,13,3,103,0,0,0,0,0,0,0,6,28,88,68,77,72,63,30,427
208031183,10,11,17,7,19,13,3,77,5,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,14,36,33,25,49,32,17,207,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,8,19,40,33,24,53,30,17,213,7,12,9,7,3,5,3,39,0,0,0,0,0,0,0,0,22,51,37,24,54,40,21,257
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031185,20,39,16,19,23,6,0,137,0,6,5,0,0,0,0,15,0,3,4,6,0,3,0,14,29,82,62,52,59,26,19,327,0,0,0,0,4,0,0,9,6,0,3,0,3,0,0,12,8,3,8,0,3,0,0,24,36,85,69,52,64,26,22,350,22,30,10,13,20,0,3,100,0,0,0,0,0,0,0,10,61,116,78,64,79,37,22,464
208031186,16,49,29,17,20,12,3,147,11,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,39,81,72,47,67,34,17,359,0,0,0,0,0,0,0,6,5,5,0,3,0,0,0,10,4,6,0,3,0,0,0,16,47,89,68,50,67,29,17,375,28,38,11,20,15,9,5,129,0,0,0,0,0,0,0,0,80,130,81,67,84,41,24,505
208031187,5,29,8,12,18,8,0,74,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,38,19,15,34,13,4,142,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,4,0,0,0,6,0,0,10,11,45,23,15,34,13,4,152,5,12,4,3,12,0,0,47,0,0,0,0,0,0,0,8,16,61,32,19,49,16,10,206
208031188,34,73,37,34,48,38,14,283,12,0,4,0,0,4,3,25,0,0,0,3,0,0,0,11,62,149,89,81,113,84,38,617,0,0,0,0,0,3,0,8,0,6,3,0,0,0,0,14,0,3,3,3,0,4,0,19,65,154,95,83,119,83,41,640,21,46,23,22,36,16,7,175,0,0,0,0,0,0,0,6,82,204,121,107,153,105,50,818
208031189,12,35,33,23,31,8,11,159,0,3,3,0,0,5,0,20,6,0,0,0,0,0,0,3,33,77,64,39,88,44,22,373,0,0,0,0,0,0,0,8,0,4,0,5,3,3,0,14,0,4,6,6,3,0,0,23,37,81,68,46,91,44,26,393,26,32,19,13,14,7,4,110,0,0,0,0,0,0,0,0,61,114,88,57,102,55,29,504
208031190,13,37,32,18,19,13,4,132,0,0,0,3,5,3,0,11,4,0,0,0,0,0,0,3,32,80,69,56,56,57,23,366,0,0,3,0,3,0,0,7,0,6,3,0,0,0,0,7,0,6,4,0,3,0,0,13,32,85,78,62,58,58,23,386,13,22,12,7,12,7,4,73,0,0,0,0,0,0,0,3,42,105,85,71,67,61,24,458
208031191,9,20,26,17,21,11,3,112,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,52,41,30,46,31,19,235,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,21,52,41,31,42,34,21,247,0,11,3,9,11,6,0,41,0,0,0,0,0,0,0,0,24,62,44,37,55,37,26,289
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,20,39,38,31,40,28,16,215,3,6,3,4,3,0,0,19,0,5,3,0,4,0,0,14,50,92,115,71,114,75,40,547,0,3,0,5,6,0,0,16,0,0,0,0,0,0,0,6,0,3,0,0,6,0,0,20,50,97,112,77,118,75,40,565,17,26,16,20,9,9,7,106,0,0,0,0,0,0,0,0,65,123,134,91,130,84,44,672
208041194,12,32,27,29,38,24,15,175,4,5,0,0,0,3,0,13,0,0,0,3,0,0,0,8,32,77,65,59,94,60,33,420,0,3,4,0,4,0,0,11,0,3,3,0,5,0,0,9,0,11,8,0,8,4,0,26,35,84,68,53,102,67,36,445,14,19,22,11,35,19,23,141,0,0,0,0,0,0,0,0,46,105,88,70,132,87,57,582
208041195,20,30,28,21,26,23,10,154,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,41,60,68,51,79,61,30,383,0,5,0,0,0,0,0,9,0,0,0,6,0,0,0,13,0,3,0,8,4,0,3,21,38,68,69,55,83,61,33,402,11,23,20,15,15,18,11,104,0,0,4,0,0,0,0,6,53,91,93,70,95,77,42,510
209011196,8,22,18,23,15,12,5,99,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,52,34,36,39,25,15,219,0,0,0,0,0,0,0,5,3,3,3,0,6,0,0,16,5,3,6,0,0,0,3,18,29,51,42,38,41,25,14,238,26,26,19,16,14,16,0,113,4,0,0,0,0,0,0,7,57,75,57,53,59,39,19,354
209011197,19,37,44,33,49,15,13,205,9,9,6,4,4,4,0,26,0,0,0,0,5,0,0,6,34,80,98,65,118,50,24,472,0,0,4,0,0,0,0,7,0,11,4,4,8,0,0,29,5,9,11,3,11,0,0,38,35,88,103,75,131,50,29,509,27,30,31,27,13,4,0,130,0,0,0,0,0,0,0,0,59,118,137,97,144,56,33,643
209011198,14,26,19,10,15,20,0,106,4,0,4,3,0,0,0,14,0,0,0,0,0,0,0,7,37,56,56,51,62,35,20,307,0,0,0,0,0,0,0,3,0,3,7,4,0,0,0,15,0,13,7,5,0,0,0,20,34,63,57,54,62,35,20,329,11,15,16,8,11,7,5,76,0,0,0,0,0,0,0,0,47,78,70,64,71,45,29,403
209011199,10,38,30,19,30,20,10,162,5,4,4,0,0,0,0,8,9,0,0,0,4,0,0,7,49,80,62,52,71,40,24,369,0,4,0,3,4,0,3,16,4,3,3,3,6,0,5,20,5,10,3,8,7,3,4,36,52,87,63,54,76,43,25,408,59,69,33,22,38,27,17,278,0,6,0,0,0,0,0,12,111,164,98,81,115,74,46,690
209011200,14,19,14,14,19,19,7,108,4,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,23,54,43,37,46,34,18,252,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,5,0,7,0,0,14,22,52,43,37,48,34,18,262,10,11,9,13,14,7,3,61,0,0,0,0,0,0,0,0,32,67,52,46,63,37,28,321
209011201,5,3,3,6,8,8,7,36,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,11,14,8,15,35,23,19,121,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,14,15,8,15,35,22,21,128,4,5,3,5,9,8,3,38,0,0,0,0,0,0,0,0,12,23,17,22,42,29,24,168
209011202,19,51,40,32,36,16,13,199,4,4,3,0,6,0,0,21,0,0,0,0,3,0,0,0,45,86,80,68,88,32,33,434,0,5,0,0,0,0,0,5,0,3,0,0,0,0,0,7,0,8,0,0,3,0,0,12,45,92,87,69,87,32,33,445,24,31,26,19,7,8,3,118,0,0,0,0,0,0,0,4,69,125,112,88,100,44,37,566
209011203,12,45,26,30,46,20,14,198,0,5,5,3,6,3,0,23,0,0,0,4,0,0,0,4,37,87,64,73,105,60,36,470,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,4,0,0,0,3,4,3,0,8,40,86,66,78,110,64,36,484,31,31,20,18,18,12,5,138,4,0,0,0,0,0,0,4,70,122,92,94,125,79,42,623
209011204,9,38,23,23,28,4,8,130,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,17,63,45,40,52,21,20,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,63,45,40,53,21,20,266,18,19,16,11,17,0,0,78,0,0,0,0,3,0,0,3,38,78,64,55,71,27,20,345
209021205,5,14,10,10,18,9,3,68,0,4,0,0,0,3,0,10,3,0,0,0,0,0,0,3,15,33,35,23,35,24,14,174,3,3,3,0,0,3,0,17,0,0,0,0,0,0,0,4,3,3,3,0,0,5,0,16,14,37,41,26,43,25,14,197,19,14,8,12,8,5,4,73,0,0,0,0,0,0,0,0,36,51,50,38,50,31,17,267
209021428,28,46,29,27,32,20,13,185,5,0,3,0,0,0,5,11,0,0,0,0,0,0,0,0,46,87,54,49,72,40,30,374,0,3,0,0,0,0,0,6,0,3,4,8,0,0,0,12,4,7,5,10,0,0,0,19,48,96,61,53,71,40,29,395,38,53,25,26,24,19,12,198,0,3,0,0,0,0,0,3,85,155,89,81,90,55,40,601
209021429,9,22,19,19,20,7,4,104,5,6,3,3,0,4,0,11,0,0,0,0,0,0,0,0,21,58,38,28,51,23,15,242,6,0,0,0,0,3,0,11,0,0,0,0,0,3,0,5,6,4,0,0,0,5,0,14,23,62,40,28,51,27,16,258,24,16,18,17,8,4,3,92,8,3,0,0,0,0,0,10,53,81,57,48,64,36,18,353
209021523,18,32,18,16,17,19,9,130,7,0,3,0,0,0,5,17,0,6,0,0,0,0,0,3,37,74,41,31,51,30,18,288,0,0,3,0,0,0,0,7,4,3,0,3,3,0,0,20,7,3,4,0,6,0,0,25,46,80,50,37,55,29,18,315,44,66,21,24,26,12,12,211,0,0,0,0,0,0,0,0,89,151,74,58,80,42,29,530
209021524,16,15,11,3,11,4,0,65,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,28,27,17,18,32,12,6,146,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,9,28,25,18,24,31,14,8,156,37,24,20,16,16,5,6,112,0,0,0,3,0,0,0,3,62,55,35,40,49,23,17,275
209021525,10,13,16,15,20,6,4,80,5,0,0,0,5,0,0,7,4,5,4,0,0,0,0,8,22,56,35,34,45,26,8,218,0,0,4,0,0,0,0,5,0,11,6,4,4,0,0,23,0,12,4,4,9,0,3,28,27,63,40,33,48,26,12,244,48,59,37,26,33,15,12,219,0,5,4,0,0,0,0,12,72,130,75,58,83,37,25,477
209021526,21,34,28,22,24,15,4,147,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,6,37,69,58,45,53,30,14,300,3,6,0,5,0,3,0,12,0,0,0,0,0,0,0,13,0,8,3,7,3,3,3,26,41,75,61,48,51,34,15,322,44,51,33,12,12,8,9,163,0,0,0,0,0,0,0,0,82,128,92,62,62,36,22,483
209031209,9,33,40,43,50,18,9,199,3,0,0,4,0,5,4,16,0,0,0,0,0,0,0,4,29,87,101,92,125,66,44,540,0,0,0,0,5,0,0,3,0,7,0,0,0,0,0,14,0,7,0,0,5,0,0,15,28,90,106,90,126,65,44,563,34,38,13,17,24,11,9,140,0,0,0,3,0,0,0,0,66,126,124,113,152,79,55,704
209031210,0,3,11,4,8,3,0,34,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,10,14,12,25,11,4,81,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,18,12,25,11,4,82,3,7,3,0,4,0,0,21,4,0,0,0,0,0,0,3,14,19,26,17,28,11,4,109
209031211,10,11,5,10,4,0,0,41,0,6,0,0,3,0,0,6,0,0,0,0,0,0,0,0,14,20,14,16,19,4,3,83,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,5,12,24,14,16,19,4,3,89,5,8,7,5,14,3,3,36,0,0,0,0,0,0,0,4,13,31,19,23,33,7,7,130
209031212,3,9,9,9,14,6,8,47,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,14,16,11,23,11,7,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,12,17,23,11,7,89,10,0,7,3,6,0,0,28,0,0,0,0,0,0,0,0,17,13,26,20,24,9,8,120
209031213,4,16,13,9,10,7,0,60,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,26,25,15,27,21,10,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,26,23,15,27,18,15,143,12,13,13,7,14,8,4,60,0,0,0,0,0,0,0,3,25,40,40,28,42,30,16,207
209031214,9,14,7,7,12,0,0,44,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,26,22,25,36,8,6,126,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,11,30,22,24,38,8,9,133,10,9,6,5,0,0,5,39,0,0,0,0,0,0,0,0,19,39,31,33,40,8,9,173
209031215,17,26,25,21,22,18,10,140,3,9,5,0,3,0,0,18,0,0,0,0,0,0,0,7,24,68,56,42,83,47,30,358,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,5,0,0,0,6,0,0,7,30,70,57,48,86,43,30,370,20,26,19,4,8,6,0,87,0,0,0,0,0,0,0,0,45,97,78,53,100,57,36,459
209041216,10,15,12,10,13,19,3,74,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,4,16,23,24,15,34,25,14,155,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,6,0,0,0,0,0,7,19,26,20,17,34,25,14,163,5,12,9,9,12,3,4,55,0,0,0,0,0,0,0,3,30,40,33,31,47,30,19,221
209041217,6,14,12,6,10,12,6,60,0,4,0,0,0,0,3,7,0,0,0,0,0,0,0,0,21,27,18,10,26,14,12,129,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,22,31,24,12,25,14,12,139,12,20,10,10,8,0,6,61,0,0,0,0,0,0,0,0,30,49,36,20,32,19,15,203
209041220,21,40,33,22,30,15,5,165,0,0,0,3,4,0,0,15,0,0,0,0,0,0,0,0,48,86,57,53,83,38,17,379,0,4,0,0,0,0,0,13,4,11,0,4,6,5,0,26,6,11,3,5,9,10,0,37,51,99,62,56,90,44,17,412,45,64,34,21,28,15,13,207,0,0,0,0,0,0,0,6,100,162,94,80,117,57,31,631
209041221,10,26,26,24,25,14,13,129,0,5,8,0,0,0,0,18,0,0,0,0,0,0,0,0,20,50,55,40,54,28,26,272,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,29,54,55,41,57,24,28,287,39,46,22,14,27,12,4,167,0,0,0,0,0,0,0,0,65,100,79,56,83,40,31,451
209041223,23,49,36,26,35,25,14,204,3,0,3,7,0,0,0,16,0,3,3,0,0,0,0,10,49,84,64,54,76,51,29,410,0,5,11,5,0,0,3,32,4,11,3,0,6,0,0,31,10,16,15,4,8,4,3,64,55,96,82,63,81,54,31,470,62,89,56,32,52,43,18,355,3,0,0,0,0,0,0,5,121,192,139,91,135,98,44,828
209041224,46,78,38,31,35,9,5,236,12,5,7,3,0,0,0,30,4,3,3,0,0,0,0,13,85,136,110,73,93,30,24,552,0,4,5,4,0,0,0,24,7,25,3,0,0,0,0,43,7,29,10,5,4,0,0,63,97,168,119,79,100,31,24,615,131,133,69,39,40,3,9,429,0,8,0,0,0,0,0,16,230,311,195,120,137,37,26,1059
209041225,9,22,28,20,24,7,6,119,13,4,0,3,7,0,0,22,0,0,0,0,0,0,0,5,27,48,44,31,66,16,19,248,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,4,3,0,3,0,3,0,0,11,29,50,46,34,67,16,19,261,23,46,19,17,16,3,0,121,0,0,0,0,0,0,0,6,50,99,66,49,83,19,18,383
209041431,16,36,31,20,33,17,9,159,3,0,3,0,6,0,0,14,3,0,0,0,0,0,0,4,42,54,51,48,71,40,14,319,3,0,5,0,3,0,0,10,0,7,4,0,3,0,0,14,3,7,6,3,7,0,0,25,46,57,60,45,76,42,18,344,55,41,27,16,30,22,8,193,7,0,0,0,0,0,0,14,105,105,86,63,105,64,28,546
209041432,12,29,18,8,17,6,0,97,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,4,22,42,36,24,37,19,10,187,0,7,0,6,0,0,0,13,4,0,0,0,0,0,0,9,4,10,0,4,0,0,0,20,26,53,32,24,37,23,10,211,31,41,29,21,27,7,7,167,0,3,0,0,0,0,0,5,56,96,65,53,66,32,18,384
209041433,10,40,19,23,25,3,9,127,7,0,0,0,0,0,0,6,6,0,0,0,0,0,0,7,38,77,58,49,53,17,15,306,5,7,3,0,0,0,4,18,6,4,3,0,0,0,0,15,7,12,8,3,0,0,4,31,38,90,61,54,59,22,17,337,60,61,40,24,19,16,7,231,3,6,6,0,0,0,0,13,104,158,105,81,75,34,23,578
209041435,22,38,31,26,31,15,10,163,0,0,3,0,0,0,4,8,0,0,0,0,0,0,0,9,28,57,57,49,56,31,27,304,0,3,0,3,3,3,0,16,5,3,4,0,0,0,0,18,5,7,3,5,9,5,0,30,33,66,61,52,62,39,25,343,28,38,26,19,30,4,4,145,4,0,0,0,0,0,0,9,60,101,89,72,91,45,27,496
209041436,20,33,19,13,21,11,3,128,0,3,0,0,3,4,0,13,0,0,0,0,0,0,0,4,28,72,50,33,52,38,20,295,0,6,0,0,3,0,0,9,0,7,4,0,4,4,0,10,0,10,4,0,3,4,0,22,27,85,55,33,57,35,20,314,29,34,21,15,25,18,0,137,0,3,0,0,0,0,0,5,61,121,70,49,86,53,15,457
209041437,28,58,43,28,38,15,3,209,4,5,4,3,4,0,0,19,0,0,0,0,0,0,0,3,57,132,87,54,76,36,14,459,5,11,3,3,4,0,0,27,5,7,6,3,10,0,0,29,9,15,4,5,11,4,0,55,65,150,95,59,86,38,14,515,100,124,61,43,51,26,18,418,0,3,0,0,0,0,0,3,167,282,159,104,139,61,27,936
209041527,14,59,52,43,42,12,7,225,5,6,6,3,4,0,0,14,4,3,0,0,0,0,0,6,35,127,106,89,110,36,20,524,0,4,7,0,6,0,0,20,7,9,0,0,0,0,0,10,7,10,7,0,6,0,0,33,45,133,113,88,117,34,23,555,41,59,46,30,25,10,3,211,0,5,0,0,0,0,0,5,83,194,163,121,141,42,28,775
209041528,31,52,37,26,33,10,5,193,4,7,4,0,0,0,0,16,0,0,0,0,0,0,0,3,47,80,84,58,82,31,12,394,0,0,0,0,0,0,0,0,0,6,4,5,3,0,0,14,0,6,4,5,3,0,0,14,47,93,81,61,86,31,12,411,44,55,27,18,17,9,0,168,0,0,0,0,0,0,0,9,101,147,110,79,104,41,12,591
209041529,10,27,18,21,13,10,14,102,0,6,0,0,0,0,0,11,0,4,0,0,0,0,0,4,16,44,30,28,23,22,24,188,0,3,0,0,0,0,0,9,3,7,6,0,0,0,0,19,3,9,3,0,4,3,0,24,14,53,36,30,25,25,27,215,38,39,25,32,34,19,7,193,0,0,0,0,0,0,0,0,57,93,60,62,61,44,27,406
209041530,13,20,17,12,32,13,0,103,6,3,0,0,6,4,0,19,0,3,3,6,3,0,0,14,19,55,37,20,52,26,9,227,0,0,5,4,9,9,0,19,0,7,4,0,5,0,0,24,0,13,7,5,8,6,0,43,22,66,44,30,63,35,12,269,50,73,48,43,40,13,10,288,0,4,0,0,0,0,0,8,78,144,93,68,106,53,24,563
209041531,27,34,35,21,25,15,6,161,4,10,3,9,4,0,0,27,0,0,0,0,0,0,0,0,57,93,75,39,60,31,15,368,0,0,0,0,0,0,0,3,5,3,4,0,0,0,0,20,6,3,4,0,3,0,0,23,62,102,75,46,61,34,15,390,41,52,32,24,27,10,4,194,0,0,0,0,0,0,0,3,101,154,110,70,88,44,21,587
209041532,21,53,29,27,33,12,5,182,0,8,0,0,4,0,0,20,0,0,0,0,0,0,0,0,37,102,58,52,70,19,12,355,4,6,0,3,0,0,0,11,3,10,0,0,0,0,0,14,9,9,0,7,6,3,0,25,46,116,62,56,71,22,12,381,52,50,24,20,11,8,4,170,0,0,0,0,0,0,0,3,98,164,86,73,83,30,12,554
210011226,9,13,20,16,19,9,7,86,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22,43,38,22,31,31,9,199,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,43,38,20,35,31,9,206,26,16,12,7,5,8,3,68,6,0,3,0,0,0,0,5,50,58,50,29,41,36,11,283
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
