SA2_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
213041577,0,0,0,0,3,8,0,5,0,14,0,0,0,0,0,3,0,3,0,8,7,9,5,0,47,37,4,10,0,132,3,0,0,0,9,11,0,9,0,27,3,18,20,12,53,109,31,41,8,289,0,0,6,3,25,15,4,5,0,59,8,18,18,10,37,19,5,6,0,130,7,32,9,4,6,4,0,3,4,67,9,11,23,11,50,59,14,38,8,223,0,0,0,0,4,0,0,0,0,10,0,0,0,0,10,6,0,0,0,19,0,0,0,0,4,6,0,0,0,10,3,0,4,4,13,10,3,3,0,40,0,14,6,5,14,8,0,4,0,58,0,0,4,0,25,31,5,7,0,75,4,3,4,8,13,0,3,6,0,36,4,8,10,8,14,15,0,9,0,69,9,0,0,0,9,0,0,0,0,19,8,4,5,3,17,19,0,10,0,68,0,6,4,8,25,37,6,10,29,120
213041578,0,3,4,4,14,3,0,4,0,36,0,0,0,0,0,6,0,4,0,11,8,17,14,14,128,97,37,31,6,345,4,0,4,0,26,20,5,6,0,65,11,39,46,29,102,184,45,81,14,537,6,5,8,4,41,33,13,19,0,125,9,34,39,24,87,47,12,8,3,263,17,53,28,11,27,13,6,12,0,169,21,25,51,36,102,145,46,109,9,548,3,3,3,0,19,14,4,5,0,48,0,5,5,4,28,33,5,4,0,84,0,6,0,0,12,11,4,0,0,35,4,16,3,9,49,61,4,6,4,146,6,17,12,11,41,21,0,10,8,117,4,9,9,7,53,63,13,21,0,183,6,7,9,6,44,25,3,6,0,103,4,13,17,24,38,24,7,7,3,132,7,3,3,3,5,0,0,0,0,38,7,20,7,0,47,17,11,19,0,133,5,16,21,16,67,52,7,15,34,238
213051361,0,10,5,5,12,9,4,3,0,49,0,0,0,0,4,4,0,8,0,14,11,26,19,12,169,120,42,57,4,465,0,0,0,4,29,19,9,15,0,72,26,41,52,52,165,275,72,123,25,827,4,13,6,9,62,59,17,29,5,207,21,94,49,42,115,76,18,36,10,445,24,77,20,17,30,22,8,8,7,205,31,39,59,36,139,185,70,136,9,696,3,6,3,0,20,17,7,4,0,63,0,3,3,3,57,59,12,16,0,159,0,5,0,0,20,21,5,9,0,56,3,11,15,10,63,95,22,30,5,244,11,29,15,10,28,29,3,6,4,129,15,12,19,14,95,59,25,25,7,261,3,29,8,10,36,20,9,14,0,125,8,23,30,14,42,34,9,10,0,174,14,13,10,3,6,9,0,0,0,62,10,26,22,6,59,63,10,24,4,222,4,32,13,23,63,64,11,22,50,288
213051362,0,0,15,0,9,4,0,3,0,37,0,0,0,0,4,0,0,0,0,7,3,15,29,15,163,134,37,46,4,445,0,0,0,0,11,18,8,8,0,61,17,29,42,36,112,180,36,80,16,549,3,8,10,3,54,53,9,18,0,152,16,76,65,27,97,62,15,23,14,387,18,73,52,18,36,30,4,10,5,250,24,39,68,28,130,159,65,96,14,621,6,9,0,0,23,17,0,5,0,61,0,4,3,0,45,58,5,15,4,130,5,7,0,0,13,10,8,6,0,43,6,16,9,12,60,103,16,22,6,253,3,38,23,14,51,27,3,14,5,171,20,12,10,14,80,70,19,16,6,244,8,26,19,8,47,27,9,18,0,149,0,25,30,23,44,40,11,9,0,178,12,22,5,0,7,17,6,0,0,74,7,24,13,5,57,38,10,17,0,177,8,26,35,17,79,79,9,21,51,313
213051363,0,0,4,0,4,0,0,7,0,19,0,0,0,0,0,0,0,0,0,4,4,18,12,14,78,80,22,31,0,255,0,0,0,0,11,10,0,4,3,42,4,14,38,24,62,83,26,45,9,306,0,3,12,3,44,35,11,14,4,126,9,46,42,14,68,50,13,25,4,269,20,72,53,20,54,25,6,15,5,256,7,38,82,21,73,98,18,65,10,420,0,3,0,0,20,40,0,8,0,79,7,5,4,3,41,113,10,25,0,217,0,0,3,0,12,5,3,10,0,38,4,6,10,12,78,179,15,31,3,336,5,21,47,14,32,19,3,5,4,147,10,17,11,0,57,50,10,16,0,172,0,14,9,11,29,25,5,8,0,99,3,18,19,14,33,30,7,11,3,134,7,7,3,3,6,7,0,0,0,43,3,7,17,4,16,24,3,8,0,87,8,15,16,9,44,53,13,16,62,238
213051368,4,13,14,20,36,37,15,72,8,215,0,0,0,0,0,0,0,0,0,6,4,6,7,14,94,121,37,53,3,349,0,0,3,4,22,23,5,9,0,68,22,34,35,41,152,234,81,165,9,779,3,8,8,3,42,44,10,15,0,139,20,49,38,27,75,69,13,18,5,317,17,74,29,23,26,22,3,12,0,211,16,21,39,25,68,101,42,74,10,400,6,3,0,5,20,27,4,14,0,73,7,4,0,4,44,80,10,19,0,167,6,3,5,3,19,22,10,11,0,78,3,17,9,5,76,142,17,49,7,333,3,22,19,13,28,26,0,15,0,124,15,7,9,8,83,75,14,42,0,261,7,21,13,9,59,44,8,16,0,186,0,17,20,21,53,35,11,13,3,170,11,6,6,4,16,20,0,5,0,71,9,7,12,7,30,26,8,18,0,122,10,14,19,16,60,48,8,30,47,243
213051464,0,0,0,0,8,7,3,5,0,30,0,0,0,0,4,9,0,6,0,19,7,11,14,15,96,122,41,67,6,379,3,3,0,0,23,24,0,17,0,74,16,32,39,33,95,208,69,157,14,660,3,3,8,0,52,50,18,34,0,180,11,70,44,34,88,64,18,45,3,375,24,84,32,20,37,30,10,16,5,254,20,43,44,27,103,113,34,83,3,470,3,4,0,3,47,53,7,9,0,132,5,10,3,5,71,167,24,51,0,344,3,7,7,11,27,42,10,20,3,119,7,29,18,17,140,295,45,100,0,648,4,25,15,14,26,31,11,11,3,145,4,7,13,10,86,92,14,29,0,257,8,36,13,12,45,39,11,14,0,171,12,17,28,18,52,69,27,27,3,263,12,10,4,4,10,20,0,4,0,69,4,15,11,3,35,38,10,27,0,142,0,27,22,12,44,67,8,32,60,276
213051466,0,3,3,0,7,5,3,4,0,26,0,0,0,0,0,5,0,7,0,10,7,10,12,7,103,94,28,39,5,307,0,0,0,0,37,36,11,10,0,99,6,18,40,17,99,169,53,75,8,482,0,10,0,0,73,61,22,18,0,191,3,50,31,22,80,90,23,38,4,343,16,63,27,15,44,27,4,17,3,227,7,19,40,17,117,142,41,82,6,475,3,4,0,0,44,78,10,20,0,173,14,9,5,11,85,275,23,44,4,466,0,5,3,6,26,24,9,15,0,94,0,20,15,16,176,440,39,67,11,784,3,22,13,8,28,32,8,14,0,127,12,8,10,11,90,92,22,17,3,266,5,23,14,7,53,44,11,18,0,164,5,3,16,20,70,57,6,21,0,211,10,11,4,4,19,18,0,6,0,73,4,10,13,8,29,34,8,3,0,115,3,14,17,8,64,62,7,20,54,250
213051467,0,10,13,4,14,8,0,5,0,54,0,0,0,0,0,0,0,4,0,11,3,14,22,20,166,131,38,49,0,445,0,5,4,0,20,20,9,20,3,78,21,36,37,32,131,220,60,78,14,628,0,13,12,12,51,48,15,28,0,181,13,97,43,42,73,75,9,22,0,373,19,66,39,13,34,17,3,4,0,197,33,34,51,40,133,179,51,94,12,631,0,12,3,0,27,23,0,3,0,69,0,0,0,0,27,44,6,4,0,95,0,3,3,0,25,6,0,6,4,57,0,12,11,9,57,81,8,29,3,212,9,26,22,14,48,18,8,9,0,156,6,24,14,4,80,73,21,21,0,238,9,29,14,13,43,27,6,7,0,155,6,18,21,10,46,35,8,10,4,160,6,5,0,0,13,16,3,3,0,54,7,11,15,11,40,49,10,17,4,169,12,19,16,14,79,68,13,23,40,279
213051468,0,7,5,6,26,9,4,10,0,73,0,0,0,0,0,3,0,15,0,19,6,17,13,21,160,133,59,60,0,477,5,7,3,0,41,38,9,21,4,130,30,53,44,36,180,373,115,188,10,1029,10,7,3,0,52,71,26,27,0,187,15,84,63,34,123,94,28,35,8,473,23,96,35,24,52,37,5,10,4,278,27,30,46,50,155,194,66,146,8,735,4,5,3,4,39,33,5,9,0,99,6,10,10,7,87,115,19,26,0,265,0,3,5,4,26,18,6,14,0,85,0,15,12,7,96,178,23,50,3,393,6,21,18,19,50,49,14,15,0,179,18,15,11,18,120,107,26,30,0,352,4,14,19,12,85,46,15,31,0,230,9,29,39,40,90,47,8,15,4,273,16,10,13,3,32,19,0,7,0,94,9,12,24,6,58,61,15,21,3,216,8,16,23,15,74,78,20,28,57,329
213051579,0,0,0,0,10,3,6,0,0,27,0,0,0,0,0,0,0,5,0,8,3,0,10,6,65,62,8,18,0,177,0,0,4,0,30,25,3,6,0,66,4,13,16,15,49,90,33,39,4,260,4,4,0,3,20,27,5,7,0,83,10,43,24,15,62,57,7,12,6,221,10,36,17,9,30,9,7,7,5,127,8,25,22,18,68,107,35,32,7,323,3,3,0,4,48,48,8,6,0,113,0,3,6,9,67,163,7,15,0,267,0,0,0,0,17,13,5,9,0,42,0,3,3,6,105,275,12,20,9,432,5,7,9,3,20,19,5,10,3,87,8,9,14,0,58,37,11,7,0,141,4,6,4,4,26,17,4,4,0,68,6,7,10,10,26,36,6,10,0,114,6,4,4,0,3,3,0,0,0,32,4,0,12,0,21,20,5,6,0,68,0,7,11,8,40,42,9,9,46,172
213051580,0,0,0,0,8,5,0,0,0,12,0,0,0,0,0,3,0,5,0,11,6,12,9,10,103,106,30,39,0,314,0,5,0,0,21,30,8,8,0,76,8,20,30,24,86,157,47,99,6,470,5,5,7,9,38,63,19,25,0,171,13,62,38,23,74,59,17,18,4,309,11,78,33,8,21,29,4,10,0,192,8,28,28,16,103,129,35,60,9,416,0,3,9,0,33,27,9,11,0,90,4,7,3,4,42,98,13,19,0,184,0,3,4,0,16,18,0,8,0,51,0,10,14,8,89,163,20,60,6,375,5,17,8,4,25,41,7,7,3,110,6,7,4,7,81,99,20,33,3,259,7,30,12,12,28,29,10,13,0,136,5,12,19,18,37,45,8,14,0,151,16,16,3,3,12,11,0,3,0,69,6,11,10,0,44,34,8,14,0,122,11,10,11,10,42,41,10,28,28,191
213051581,0,3,0,0,4,6,7,3,0,19,0,0,0,0,0,4,3,6,0,11,3,6,6,6,58,54,11,22,0,172,0,0,0,0,9,14,4,3,0,37,9,11,9,16,60,108,30,58,5,315,0,0,3,4,28,30,13,8,3,90,11,45,29,11,58,46,16,23,4,240,12,51,20,9,27,11,5,6,0,139,16,15,34,9,54,67,20,41,3,253,0,0,4,0,23,28,6,5,0,70,7,3,6,4,50,93,11,17,0,186,3,5,0,5,6,9,7,7,0,45,4,21,10,6,64,168,20,25,0,318,3,9,14,4,28,13,0,4,0,79,6,4,0,5,55,55,17,18,0,159,4,18,5,3,23,18,6,5,0,81,4,8,14,11,43,39,3,12,5,133,7,6,0,3,7,14,0,0,0,32,5,6,4,9,19,27,4,6,0,75,0,9,12,3,44,25,3,8,20,124
213051582,0,0,7,0,8,0,0,0,0,13,0,0,0,0,0,3,0,0,0,8,3,8,11,9,81,50,9,23,3,192,0,0,0,6,22,15,0,4,0,47,3,34,50,18,47,92,11,34,14,305,3,3,0,0,22,26,6,3,0,76,9,27,35,21,63,53,11,9,8,230,8,29,23,16,21,14,0,10,5,119,11,51,80,39,94,129,32,89,14,540,0,3,3,0,26,32,3,0,0,67,7,0,4,0,47,60,7,6,0,137,0,0,0,6,11,10,0,0,0,32,0,3,7,5,71,116,10,10,5,226,0,15,14,11,31,9,4,0,0,83,4,8,5,6,57,37,14,10,0,138,5,0,0,8,18,19,4,3,0,54,3,13,12,24,37,30,4,9,3,138,0,3,4,4,6,0,0,0,0,23,0,3,9,4,30,14,6,5,4,71,4,11,17,6,44,40,0,13,48,192
213051583,3,0,3,0,3,6,4,6,0,23,0,0,0,0,0,7,3,6,0,12,15,22,27,15,210,177,56,54,6,583,0,0,4,0,54,36,5,11,3,119,16,62,120,45,119,250,51,117,22,801,3,6,20,10,87,87,21,19,0,250,33,134,85,59,163,125,22,31,11,650,24,110,77,30,73,48,4,20,10,399,42,95,162,87,278,364,104,211,32,1370,3,5,12,3,66,53,10,12,4,163,8,7,4,10,102,201,7,20,0,363,5,5,13,4,39,28,9,22,0,124,6,28,26,28,159,294,24,28,14,597,3,26,37,27,63,36,13,15,3,227,14,18,8,11,124,106,29,25,7,332,0,26,13,6,68,39,11,15,3,176,6,33,38,41,106,65,11,21,0,325,18,8,8,0,18,5,0,0,0,70,4,23,24,7,41,49,13,22,4,191,12,26,42,26,116,89,10,25,115,463
213051584,0,0,0,0,11,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,7,3,57,47,5,15,0,136,0,0,0,0,18,11,0,7,0,37,0,26,44,14,46,54,9,17,4,212,0,3,5,0,22,12,3,6,0,55,0,17,23,11,49,31,10,7,0,145,5,14,22,7,23,10,6,6,0,94,11,41,85,38,76,115,33,69,8,467,0,0,4,0,25,21,0,0,0,63,0,0,3,3,34,44,0,10,0,97,0,3,5,6,5,4,0,0,0,21,0,9,3,3,58,87,10,9,7,184,0,9,8,10,25,11,0,3,0,62,0,8,12,6,34,18,3,8,0,89,0,3,3,0,13,12,0,0,0,32,0,4,6,6,36,19,5,8,0,85,4,0,0,3,5,5,0,0,0,18,3,3,7,0,15,13,4,4,0,60,3,11,18,8,29,29,6,11,46,169
213051585,0,0,0,0,3,8,0,5,0,17,0,0,0,0,0,0,0,4,0,3,11,4,3,6,88,62,15,19,0,208,0,0,0,0,15,15,4,9,0,39,7,30,40,25,66,108,33,39,5,347,6,7,7,0,27,18,5,16,0,82,7,53,33,16,69,51,10,7,4,256,0,46,32,6,25,18,8,3,3,142,25,41,60,33,96,111,25,77,10,480,0,6,0,0,21,18,4,0,0,48,5,4,0,0,36,44,4,5,0,102,0,0,3,0,7,14,5,3,0,41,3,7,5,6,40,69,8,10,4,147,3,12,20,10,23,16,7,15,0,112,5,3,8,4,52,32,9,12,3,136,0,20,7,4,36,21,5,7,0,98,0,10,14,25,39,33,3,13,5,140,10,7,0,0,11,0,0,3,0,36,5,7,9,11,29,19,8,9,0,99,7,18,14,10,48,38,4,15,53,203
213051586,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,4,0,0,0,4,3,0,9,9,71,68,17,13,4,196,0,0,0,0,16,10,3,6,0,37,6,35,41,12,49,68,24,22,6,249,0,0,4,0,32,24,3,7,0,83,10,31,27,18,61,49,3,13,4,213,3,27,26,4,27,15,9,8,0,121,16,63,87,29,88,127,21,70,12,509,3,3,0,3,23,20,0,7,0,56,6,4,5,6,48,70,10,13,3,160,0,6,4,3,12,8,0,0,0,38,0,3,8,0,59,85,12,8,3,186,4,12,19,6,33,16,0,0,6,96,4,6,5,3,44,40,3,4,0,105,6,3,0,3,19,7,4,8,0,43,3,9,16,19,46,24,4,3,4,133,0,0,0,0,0,4,0,4,0,15,0,6,9,5,20,14,0,4,0,65,4,9,11,10,42,30,3,6,54,170
213051587,0,0,0,0,6,0,0,4,0,16,0,0,0,0,0,3,0,4,0,7,3,5,7,3,74,77,10,27,3,214,0,0,0,0,26,18,6,0,0,50,0,17,46,19,47,72,11,26,7,251,4,7,4,7,44,26,6,8,0,93,8,25,26,15,53,41,12,7,5,193,15,36,35,14,34,25,6,14,0,172,12,36,73,25,85,114,37,56,11,455,0,0,5,0,45,25,0,3,0,81,6,0,0,7,48,96,3,14,0,183,0,4,0,0,9,18,5,5,0,51,0,0,12,3,60,143,11,15,3,253,0,4,25,4,26,21,0,9,0,80,4,7,14,3,46,46,9,13,5,145,0,10,4,4,21,31,3,8,3,80,0,14,23,13,50,15,4,9,0,132,10,3,4,4,6,6,0,0,0,42,3,12,9,6,24,13,0,11,0,77,5,9,13,4,37,33,0,13,58,170
213051588,0,0,0,4,9,0,0,4,0,21,0,0,0,0,0,3,0,7,0,17,9,16,26,9,120,106,25,38,0,346,0,0,0,0,25,21,0,7,6,64,12,43,85,26,64,137,25,52,12,456,8,7,7,5,52,42,10,15,0,142,12,66,57,29,115,91,16,28,9,425,17,63,47,14,56,28,3,20,9,260,32,80,122,64,165,226,59,128,25,898,0,3,6,0,49,31,0,4,0,98,0,3,9,9,70,107,9,14,0,221,3,4,3,6,29,16,3,4,6,68,5,10,20,10,106,158,9,20,6,347,3,21,43,5,46,26,12,6,7,161,5,14,19,9,75,61,15,20,4,230,0,8,10,5,51,34,4,14,0,126,4,22,37,19,60,46,8,12,0,206,11,4,0,3,16,7,3,0,4,50,4,13,22,7,63,30,11,11,0,154,13,22,30,20,59,69,16,15,98,347
213051589,0,3,3,0,6,7,0,5,0,30,0,0,0,0,0,0,0,5,0,9,4,5,13,6,71,53,17,17,0,182,0,0,0,3,26,15,8,5,0,63,5,7,32,18,56,90,19,56,7,289,0,3,0,0,26,21,0,6,0,64,5,25,19,23,56,36,11,13,3,185,7,31,17,8,15,10,5,6,5,96,8,29,26,24,58,71,14,40,5,285,5,3,0,0,26,16,0,0,0,51,5,0,7,0,45,80,8,0,0,138,0,4,0,0,11,12,0,3,0,27,3,6,4,3,74,120,6,7,0,218,4,9,13,5,22,13,7,8,0,71,3,8,18,4,37,41,4,11,0,128,5,12,6,5,20,11,4,4,0,65,6,8,18,7,37,20,4,11,0,109,0,5,6,3,18,9,0,3,0,31,0,12,10,4,28,17,0,8,0,69,5,8,17,9,36,39,4,15,35,166
213051590,0,4,9,4,15,6,0,3,4,48,0,0,0,0,5,0,0,8,0,9,8,15,14,10,111,91,48,36,4,329,5,0,0,0,30,25,3,7,0,76,10,21,34,20,107,166,43,73,7,483,0,6,3,7,37,54,12,16,0,133,6,49,39,22,71,45,9,18,6,253,12,63,12,13,16,10,4,7,3,146,17,15,31,29,110,109,35,98,0,442,0,3,3,0,21,21,8,7,0,70,4,0,0,3,27,64,4,0,0,111,0,0,0,0,10,6,6,3,0,32,0,13,11,11,70,105,12,17,4,232,5,13,13,5,33,23,0,4,0,105,12,3,0,12,76,57,15,20,5,200,0,12,7,9,30,22,3,12,0,99,0,17,16,20,47,28,9,12,3,149,12,11,0,0,10,6,0,9,0,51,8,17,11,8,41,38,5,11,0,142,10,13,14,4,49,65,10,16,27,205
214011370,0,4,0,0,10,9,5,3,0,35,3,0,0,0,0,3,0,4,0,9,14,24,21,27,305,308,82,106,6,902,3,3,3,3,29,33,15,30,0,112,32,42,63,63,290,490,125,214,15,1337,7,16,7,8,89,82,24,32,3,272,23,84,65,25,111,103,29,45,5,491,16,92,41,15,21,22,3,11,9,227,13,30,24,25,84,107,43,84,6,413,7,5,3,0,29,19,4,9,0,71,3,4,9,0,32,37,14,13,0,104,0,0,3,3,14,17,3,8,0,55,10,19,11,11,67,86,14,27,3,237,11,29,22,19,36,48,3,15,0,178,20,8,11,10,66,87,25,24,4,257,4,16,12,13,50,30,15,25,0,163,7,15,22,33,67,52,6,30,0,234,9,17,8,7,18,12,0,0,0,61,15,19,15,9,82,77,28,39,4,292,11,29,18,13,105,127,24,40,46,415
214011371,3,0,0,6,14,14,0,4,0,42,0,0,0,0,4,4,0,7,0,10,15,15,24,20,178,163,47,73,0,538,0,0,4,3,15,46,5,12,0,91,27,47,51,60,217,457,108,214,15,1210,4,9,14,17,73,69,17,32,0,235,24,83,52,41,124,90,29,33,5,480,29,125,51,25,46,25,15,12,3,329,11,24,26,10,53,77,24,43,0,269,4,11,3,0,27,21,4,3,0,80,8,5,7,3,31,56,9,19,5,145,0,5,0,3,14,13,6,20,0,64,8,23,18,22,71,116,28,45,6,324,11,35,27,17,49,26,4,18,3,180,14,20,8,12,79,96,25,31,0,290,6,38,15,17,62,53,17,45,0,248,16,46,53,46,98,87,16,34,3,403,23,13,4,4,27,17,3,7,0,98,9,22,19,12,42,55,12,16,3,189,14,22,20,8,45,95,28,37,35,298
214011372,0,4,6,0,12,6,5,0,0,30,0,0,0,0,0,0,0,9,0,8,10,22,7,16,189,169,56,59,3,535,5,10,3,3,21,27,13,11,0,94,22,44,47,52,165,395,86,140,18,972,3,4,4,6,46,57,19,19,0,159,16,46,38,40,89,64,14,33,4,347,14,83,34,17,26,20,3,20,5,225,16,22,23,13,61,69,25,57,9,283,5,0,4,3,22,20,6,11,0,66,6,4,3,9,22,21,10,4,0,72,4,3,0,0,3,11,9,3,0,31,0,16,10,7,50,69,9,20,5,188,5,26,18,20,40,35,8,7,7,169,10,12,9,8,53,66,25,24,0,217,8,18,7,12,54,39,19,21,0,175,11,30,33,21,55,41,11,20,4,222,11,6,9,5,17,8,0,0,0,54,9,24,5,19,40,60,14,21,4,185,11,17,16,12,75,86,19,27,39,305
214011373,0,0,3,0,8,3,0,4,0,26,0,0,4,0,6,5,0,3,0,12,10,26,16,20,111,146,55,103,0,489,0,0,3,0,10,24,5,23,0,76,38,45,54,46,149,363,102,204,9,1003,3,7,3,3,44,61,29,45,0,194,29,87,48,20,69,57,28,54,4,393,22,124,19,10,19,18,0,12,0,217,13,23,13,11,33,48,16,31,0,184,0,4,4,7,22,22,6,17,0,77,0,3,6,3,22,48,17,31,3,133,3,0,0,0,12,25,3,18,0,76,7,25,30,16,61,123,42,88,0,394,5,22,17,13,23,33,7,17,3,136,25,15,5,8,68,97,26,37,0,274,10,37,23,19,58,54,26,58,0,276,15,25,24,27,47,60,18,39,3,253,12,28,5,0,16,18,0,16,0,98,11,12,13,6,22,38,8,22,0,136,9,14,8,10,42,50,6,39,30,215
214011374,3,4,4,7,4,13,8,6,0,47,0,0,0,0,5,8,3,11,0,26,26,27,29,29,205,254,94,120,4,776,3,6,0,0,21,35,16,34,0,114,71,57,82,92,345,770,179,349,21,1976,5,12,6,11,68,91,32,62,0,291,19,123,45,40,113,101,41,74,0,550,30,123,30,13,24,26,3,14,0,263,12,17,15,18,54,83,28,69,3,309,4,4,6,0,18,17,3,17,0,69,3,9,3,3,31,34,5,18,0,103,3,0,4,3,10,28,17,22,0,88,3,17,11,21,57,110,22,69,0,308,7,29,22,14,36,42,14,23,0,185,20,11,6,7,74,124,37,47,0,332,11,30,19,19,69,47,35,59,0,279,10,31,26,30,61,58,14,15,0,244,16,29,7,3,27,15,4,6,0,101,17,18,14,9,61,90,21,56,0,298,10,21,14,14,86,95,30,54,40,361
214011375,0,0,0,0,7,5,3,6,0,30,0,0,0,0,0,0,0,4,0,9,8,24,17,14,151,152,34,67,5,470,0,5,4,3,24,22,12,7,0,82,20,35,44,53,177,395,91,170,14,1001,0,3,3,10,46,44,15,16,3,147,14,68,36,22,91,56,26,27,0,343,19,60,25,11,17,8,13,15,3,159,13,17,16,7,45,52,29,37,0,222,6,7,0,10,30,32,5,7,0,92,0,7,3,6,26,43,13,20,0,120,0,4,4,7,14,14,5,10,0,55,9,14,7,11,56,96,18,36,0,258,3,29,15,12,30,39,3,12,0,140,18,12,8,5,48,75,12,29,0,218,8,18,19,8,48,39,17,31,3,192,9,19,19,19,42,42,13,15,0,187,17,15,0,4,23,16,0,13,4,89,16,10,8,9,31,57,6,21,3,157,12,15,13,4,72,65,20,21,37,256
