SA2_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
206061515,101,84,716,0,0,897,46,34,948,0,0,1028,7,55,3567,0,0,3631,0,0,5,0,0,5,0,0,6,0,0,6,5,11,398,0,0,411,0,0,18,0,0,17,0,0,3,0,0,8,11,66,3998,0,0,4080,0,0,104,0,0,106,0,0,35,0,3,40,163,181,5802,0,4,6150
206061516,272,339,299,10,4,928,161,314,498,0,0,979,147,397,1568,4,0,2120,4,5,521,0,0,533,0,0,12,0,0,12,36,107,166,0,0,303,0,0,8,0,0,11,0,0,6,0,0,6,185,517,2269,6,0,2977,8,20,46,0,0,73,0,15,45,0,0,61,629,1207,3157,16,9,5015
206071139,153,260,250,17,0,684,146,333,650,52,0,1183,81,325,1558,50,0,2014,0,22,41,0,0,69,3,0,50,0,0,60,42,85,142,15,4,283,0,10,3,0,0,13,0,0,4,0,0,4,131,432,1798,66,5,2436,13,9,38,0,0,60,4,6,19,0,0,33,449,1050,2760,133,7,4398
206071140,130,803,92,6,0,1030,78,462,104,3,0,647,46,761,380,22,3,1207,0,11,88,0,0,99,0,5,6,0,0,11,17,245,68,9,0,339,0,3,3,0,0,14,0,0,0,0,0,0,62,1029,543,29,6,1664,5,36,41,0,0,83,0,18,15,0,0,34,279,2352,788,45,5,3461
206071141,78,201,202,0,4,484,69,321,624,0,0,1011,75,413,1389,9,0,1891,8,90,551,0,0,645,7,6,40,0,0,54,21,91,151,5,0,269,0,3,9,0,0,16,0,0,11,0,0,11,103,602,2158,15,3,2888,0,15,33,0,0,51,4,14,42,0,0,61,259,1151,3062,17,3,4489
206071142,54,497,271,8,0,823,40,413,453,5,0,919,30,505,945,14,4,1504,0,15,638,0,0,648,0,0,117,0,0,117,11,171,193,6,0,382,0,8,12,3,0,16,0,5,4,0,0,9,42,706,1913,28,10,2685,3,36,29,0,0,67,5,13,47,0,0,73,145,1667,2711,34,12,4565
206071143,382,811,202,4,0,1396,221,625,365,3,0,1211,102,701,965,19,4,1791,6,147,247,0,0,399,5,44,19,0,0,75,37,223,116,5,0,381,0,13,8,0,0,16,0,6,0,0,0,9,153,1131,1355,26,6,2669,18,82,47,0,0,151,7,22,27,3,0,64,786,2669,1992,34,11,5489
206071145,500,486,152,4,0,1144,368,520,311,0,0,1205,134,505,511,4,0,1155,5,55,51,0,0,103,4,9,19,0,0,27,63,111,91,0,0,266,0,0,3,0,0,5,0,0,0,0,0,0,197,681,665,3,4,1557,13,9,13,0,0,31,7,3,9,0,0,24,1083,1699,1156,11,8,3957
206071517,557,873,317,3,0,1756,484,870,786,4,0,2147,371,1056,1754,29,0,3212,5,60,43,0,0,106,0,5,39,0,0,50,87,212,231,6,5,543,6,9,5,3,0,17,5,0,6,0,0,9,473,1349,2076,37,5,3934,20,51,27,0,0,98,9,31,19,0,0,61,1542,3168,3226,49,4,7990
206071518,272,395,331,3,0,997,220,410,853,5,0,1491,168,482,1971,9,0,2628,8,83,891,0,0,981,0,7,23,0,0,27,33,109,194,4,0,333,0,4,12,0,3,22,0,0,14,0,0,12,205,683,3097,16,0,4011,4,19,47,0,0,71,15,15,53,0,0,80,720,1522,4380,22,4,6645
207011146,866,151,7,3,0,1033,774,152,11,0,0,944,230,135,5,20,0,395,75,75,32,0,0,180,5,0,0,0,0,3,66,23,0,3,0,91,5,3,0,0,0,4,0,4,0,0,0,4,378,232,40,28,3,678,23,10,0,0,0,28,18,5,0,0,0,25,2065,549,60,31,4,2714
207011147,1789,605,209,4,0,2613,1184,331,127,0,0,1645,433,428,410,7,0,1281,10,5,15,0,0,26,0,26,0,0,0,27,88,69,37,0,0,199,11,13,10,0,0,32,0,3,0,0,0,6,544,546,477,7,3,1568,76,66,52,0,0,197,37,10,20,0,0,66,3631,1558,876,7,7,6089
207011148,2805,371,41,6,0,3225,1973,226,61,7,0,2264,755,259,109,11,4,1140,0,0,0,0,0,0,0,0,0,0,0,0,144,41,16,3,0,204,15,0,0,0,0,14,3,0,0,0,0,4,921,307,125,11,4,1363,88,13,5,0,0,110,53,8,0,0,0,65,5842,923,228,22,4,7021
207011149,2380,608,274,10,11,3273,1594,418,211,5,3,2230,481,471,605,19,3,1576,5,0,4,0,0,14,0,13,9,0,3,23,112,93,67,8,0,281,3,8,10,0,0,19,5,5,9,0,0,8,603,591,702,30,3,1926,59,30,67,0,0,152,44,13,21,0,0,78,4672,1657,1267,48,19,7657
207011150,1986,425,108,4,0,2521,1582,314,161,0,0,2053,440,312,277,6,0,1025,4,0,0,0,0,4,0,4,8,0,0,11,86,60,43,0,0,191,5,5,0,0,0,10,0,0,0,0,0,3,531,371,334,6,0,1249,48,27,11,0,0,90,29,3,5,0,0,39,4175,1144,619,8,4,5952
207011152,1035,406,486,0,3,1928,744,360,756,0,0,1859,232,336,1657,12,3,2230,0,0,89,0,0,91,0,0,19,0,0,24,64,56,184,5,0,308,0,0,19,0,0,22,0,0,0,0,0,0,300,398,1971,10,4,2680,31,15,47,0,0,90,19,5,41,0,0,71,2118,1178,3303,17,7,6631
207011154,737,176,26,0,0,937,575,136,56,0,0,762,135,143,148,0,0,419,0,0,9,0,0,9,0,0,4,0,0,7,43,39,23,0,0,97,4,0,0,0,0,4,0,0,0,0,0,3,175,185,182,0,0,545,20,14,9,0,0,42,18,0,6,0,0,25,1517,505,281,0,0,2307
207011155,1901,492,203,4,0,2604,1416,329,119,3,5,1877,316,349,206,12,0,876,0,4,0,0,0,15,0,25,11,0,0,40,72,73,41,8,0,195,11,3,5,0,0,18,5,0,0,0,0,0,404,458,263,17,0,1140,36,19,40,0,0,97,19,7,11,0,0,38,3782,1305,641,26,6,5754
207011519,568,346,283,0,0,1202,396,273,340,0,0,1009,109,211,1091,12,0,1426,0,0,20,0,0,20,0,0,20,0,0,19,44,54,142,0,0,244,4,0,7,3,0,15,0,0,0,0,0,4,153,273,1284,16,0,1732,12,12,53,4,0,79,9,9,19,0,0,36,1146,906,1985,20,0,4051
207011520,615,244,499,0,0,1359,392,165,796,0,0,1356,122,171,1896,9,3,2199,4,0,9,0,0,19,0,0,9,0,0,9,29,28,237,0,0,296,3,3,20,0,0,27,0,0,4,0,0,10,160,204,2181,9,4,2563,21,13,66,0,0,104,11,0,28,0,0,44,1201,633,3582,12,4,5425
207011521,1132,483,211,0,0,1828,769,287,195,0,0,1259,211,325,334,3,0,876,0,0,5,0,0,5,0,0,0,0,0,0,52,62,48,0,0,163,6,0,5,0,0,13,5,0,0,0,0,4,284,387,385,3,0,1058,32,16,10,0,0,66,18,15,10,0,0,40,2236,1193,817,5,0,4244
207011522,1106,337,333,0,8,1779,812,260,302,0,0,1383,277,267,711,13,0,1266,13,3,17,0,0,33,4,10,5,0,0,13,83,41,82,3,0,208,5,0,0,0,0,9,0,0,5,0,0,3,388,323,813,19,0,1540,46,20,33,0,0,99,37,10,21,0,0,70,2389,951,1505,18,6,4869
207021156,1803,207,76,0,0,2085,917,188,128,0,0,1234,467,91,111,3,0,676,17,0,3,0,0,25,3,0,0,0,0,3,107,17,24,0,0,148,12,0,0,0,0,15,0,0,0,0,0,0,607,113,139,3,0,857,39,3,12,0,0,49,36,9,3,0,0,47,3406,515,357,3,5,4279
207021157,2563,565,578,0,0,3708,1435,612,629,0,0,2672,878,541,1021,0,5,2449,4,16,29,0,0,50,6,3,41,0,3,51,196,79,122,0,0,402,25,12,9,0,3,49,10,0,0,0,0,13,1122,655,1221,0,11,3010,76,80,222,0,0,372,60,26,46,0,0,130,5253,1928,2693,0,14,9892
207021159,2220,410,53,0,0,2685,1610,357,54,0,0,2016,398,173,59,0,0,632,3,7,0,0,0,10,3,5,0,0,0,4,85,28,21,0,0,136,6,6,3,0,0,18,0,0,3,0,0,3,499,218,82,0,0,801,58,72,6,0,0,139,51,19,7,0,0,71,4436,1065,214,0,0,5717
207021160,2034,337,16,0,0,2386,1299,318,16,0,0,1641,473,201,15,0,0,689,0,0,0,0,0,0,5,5,0,0,0,7,125,40,5,0,0,168,7,0,0,0,0,6,4,0,0,0,0,4,614,252,13,0,0,882,68,4,0,0,0,76,42,9,0,0,0,49,4061,916,49,5,3,5035
207021424,2093,195,133,0,0,2425,1471,174,184,0,0,1835,448,141,195,0,5,792,0,0,4,0,0,3,0,0,5,0,0,6,72,18,8,0,0,101,0,0,0,0,0,4,3,0,0,0,0,7,526,162,214,0,5,909,45,42,38,0,0,129,34,16,11,0,0,60,4171,594,581,0,12,5352
207021425,1285,603,247,0,0,2135,740,644,280,0,0,1664,514,533,289,0,0,1334,9,16,20,0,0,47,0,3,9,0,0,14,97,94,63,0,0,257,9,7,5,0,0,25,6,5,0,0,0,5,635,663,386,0,0,1687,61,37,17,0,0,117,38,18,9,0,0,67,2764,1961,941,0,4,5673
207031161,2590,527,100,0,0,3217,2200,433,218,0,0,2850,774,486,346,0,0,1605,20,11,0,0,0,38,5,5,5,0,0,15,183,97,46,0,0,325,21,5,0,0,0,30,4,3,0,0,0,7,1016,604,394,0,3,2013,63,27,11,0,0,99,48,13,15,0,0,72,5914,1607,736,0,4,8259
207031162,1264,238,28,0,0,1529,1157,174,65,0,0,1398,382,116,37,0,0,537,73,53,16,0,0,139,9,7,49,0,0,68,95,33,19,0,0,144,13,9,42,0,0,65,0,5,11,0,0,15,566,216,174,7,0,962,35,12,25,0,0,81,27,19,17,0,0,56,3051,664,306,7,0,4024
207031163,1264,480,445,0,6,2193,1160,479,529,0,0,2170,533,780,1953,0,11,3280,34,83,79,0,0,201,14,21,31,0,0,69,175,137,280,4,0,591,34,40,70,0,0,146,0,6,13,0,0,19,799,1066,2423,8,8,4304,123,132,72,0,0,326,39,27,41,0,0,111,3382,2184,3510,8,22,9096
207031164,1756,632,59,0,0,2450,1426,622,67,0,0,2114,622,626,212,0,0,1465,18,36,10,0,0,61,14,9,0,0,0,28,175,124,35,0,0,328,16,16,3,0,0,38,0,3,0,0,0,4,855,813,259,0,0,1933,65,43,3,0,0,107,38,21,4,0,0,62,4143,2135,382,3,6,6671
207031165,931,335,51,0,0,1324,724,335,81,0,0,1139,487,348,352,0,0,1189,74,105,19,0,0,193,3,22,5,0,0,35,151,74,28,0,0,256,31,12,19,0,0,64,4,0,3,0,0,13,749,561,423,0,0,1744,35,147,26,0,0,211,36,20,10,0,0,68,2479,1400,596,0,4,4481
207031166,1389,265,34,0,0,1685,819,184,109,0,0,1111,504,141,125,0,0,777,9,4,0,0,0,9,5,4,0,0,0,14,146,29,13,0,0,189,26,3,0,0,0,31,0,0,0,0,0,0,685,183,145,0,0,1017,33,86,27,0,0,146,41,11,6,0,0,61,2966,726,320,0,6,4021
207031167,1128,278,121,0,0,1523,835,269,123,0,0,1225,264,370,172,0,0,807,0,0,0,0,0,4,0,13,0,0,0,17,46,48,28,0,0,122,0,4,3,0,0,10,0,0,0,0,0,4,314,441,208,0,3,962,28,18,16,0,0,57,9,12,6,0,0,25,2310,1012,466,5,6,3796
208011168,1967,366,82,10,0,2430,1566,225,52,6,0,1848,285,135,73,8,0,502,0,3,7,0,0,9,0,0,9,0,0,12,59,33,12,4,0,99,9,3,4,0,0,14,0,0,0,0,0,0,352,172,108,15,0,644,40,15,0,0,0,57,43,8,9,6,0,64,3972,786,253,28,0,5040
208011169,2567,829,563,10,3,3971,1702,415,343,0,0,2458,498,516,645,32,5,1699,0,27,6,0,0,36,0,8,5,0,0,12,129,86,76,5,0,298,5,10,7,5,0,27,3,6,4,0,0,10,645,654,744,43,0,2083,64,32,77,0,0,173,51,20,36,0,0,106,5020,1949,1758,57,7,8799
208011170,1823,495,50,3,0,2371,1558,462,21,4,0,2048,501,325,42,5,0,877,8,8,14,0,0,27,3,6,43,0,0,53,122,63,6,3,0,196,10,5,6,0,0,18,0,0,4,0,0,4,646,396,121,4,5,1168,45,39,54,0,0,140,34,19,3,0,0,65,4108,1412,252,17,4,5787
208011171,1048,269,81,0,0,1403,1302,420,206,19,0,1939,357,276,257,14,0,899,34,117,3,0,0,153,0,4,0,0,0,6,102,59,23,5,0,188,3,3,0,0,0,12,0,0,5,0,0,3,494,460,283,18,4,1260,29,15,7,0,0,50,23,14,7,0,0,46,2899,1175,587,37,4,4699
208011172,1796,438,294,11,0,2543,1638,450,257,16,3,2354,433,371,310,16,0,1126,98,120,157,0,0,384,0,0,5,0,0,7,102,71,52,4,0,231,13,0,7,0,0,17,4,0,3,0,0,5,651,568,530,23,8,1776,54,25,29,0,0,103,43,13,17,0,0,71,4175,1484,1130,53,7,6856
208011173,1781,771,365,18,3,2945,1321,476,331,8,0,2136,299,396,443,29,0,1171,3,20,57,0,0,84,0,0,25,0,0,25,66,91,55,6,0,223,0,0,8,0,0,6,0,0,0,0,0,0,375,505,588,36,0,1510,31,21,36,0,0,90,32,18,21,0,0,78,3546,1801,1345,66,6,6765
208021174,2279,524,281,7,3,3096,1949,712,480,8,4,3151,802,589,706,25,8,2129,14,15,41,0,0,71,0,4,45,0,0,56,174,93,102,5,0,367,10,12,14,0,0,32,8,5,7,0,0,9,999,712,910,28,9,2669,70,56,97,0,4,226,47,11,36,0,0,97,5349,2023,1809,49,15,9239
208021176,1172,617,318,0,0,2109,854,655,858,3,0,2365,346,725,1797,3,3,2880,5,23,59,0,0,88,4,6,29,0,0,35,83,154,176,4,0,416,3,9,11,0,0,27,8,6,3,0,0,12,448,925,2078,10,0,3460,33,38,39,0,0,111,29,32,33,0,0,89,2533,2267,3321,11,5,8143
208021177,1588,663,415,6,0,2673,1052,609,632,0,0,2295,310,601,1824,0,8,2753,0,42,15,0,0,59,0,5,35,0,0,43,115,156,256,4,0,530,12,9,19,0,0,43,4,8,12,0,0,19,446,820,2169,6,8,3446,53,43,51,0,6,150,47,28,45,0,0,111,3188,2162,3307,11,11,8679
208021178,1537,765,188,0,6,2492,1266,692,242,5,0,2210,371,529,531,9,0,1444,0,21,16,0,0,38,0,16,3,0,0,22,116,146,79,5,0,339,9,0,3,0,0,16,4,7,3,0,0,13,496,723,637,10,0,1873,33,44,18,0,0,96,31,35,5,0,0,72,3366,2258,1095,17,3,6741
208021179,866,328,310,4,0,1512,750,269,357,9,0,1388,171,267,1183,23,0,1639,0,3,19,0,0,23,0,0,16,0,0,18,61,67,121,5,0,265,4,0,4,0,0,10,0,3,0,0,0,3,234,344,1340,27,0,1957,15,16,35,0,0,68,20,7,29,0,0,57,1896,962,2073,45,4,4986
208021180,656,216,51,0,0,918,565,228,130,0,0,930,221,313,239,0,0,782,6,50,0,0,0,65,6,27,0,0,0,30,61,47,15,0,0,127,7,4,0,0,0,9,3,0,0,0,0,5,310,448,254,0,6,1019,14,18,4,0,0,37,27,8,5,0,0,38,1574,917,444,0,4,2936
208021181,817,241,83,0,0,1140,690,319,186,0,0,1199,216,294,592,3,0,1106,4,25,14,0,0,45,0,10,5,0,0,20,49,50,39,0,0,143,0,3,0,0,0,8,0,0,4,0,0,4,272,387,659,3,3,1321,21,7,6,0,0,34,17,7,17,0,0,41,1815,970,952,4,3,3741
208021182,780,432,214,6,0,1440,684,480,508,10,0,1686,233,494,1073,27,0,1828,3,10,19,0,0,30,0,6,12,0,0,30,80,105,106,7,0,292,7,5,18,0,0,29,5,3,3,0,0,8,327,620,1232,34,0,2220,17,21,32,0,0,70,10,20,19,0,0,59,1821,1571,2016,52,0,5461
208021426,1540,202,212,0,0,1956,1535,376,372,0,0,2287,637,230,328,0,0,1200,13,10,3,0,0,32,5,0,0,0,0,12,112,42,51,0,0,208,7,0,0,0,0,15,5,0,0,0,0,5,793,284,385,4,0,1464,34,7,19,0,0,56,34,11,12,0,0,53,3934,875,993,10,3,5809
208021427,1490,165,194,0,3,1852,1411,299,317,3,0,2031,518,167,224,0,0,914,15,12,19,0,0,41,12,0,16,0,0,25,103,29,41,3,0,180,8,0,4,0,0,9,0,0,0,0,0,0,657,215,303,4,0,1178,46,8,12,0,0,60,30,4,11,0,0,48,3630,687,834,11,3,5169
208031183,909,37,110,0,0,1060,1253,80,43,0,0,1373,196,15,22,0,0,233,16,0,0,0,0,16,3,0,0,0,0,4,33,0,4,0,0,44,7,0,0,0,0,5,3,0,0,0,0,3,254,16,36,0,0,305,12,0,93,0,0,101,15,0,5,0,0,24,2441,132,287,0,0,2863
208031184,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,15
208031185,1038,488,218,0,0,1745,1173,557,174,5,0,1914,275,348,131,3,0,767,24,17,27,0,0,66,8,3,0,0,0,14,64,56,32,0,0,156,5,0,6,0,0,11,7,0,4,0,0,9,377,431,200,0,0,1015,19,11,88,0,0,115,46,24,21,0,0,90,2655,1516,698,4,6,4877
208031186,829,628,380,65,0,1899,1067,793,545,6,0,2407,316,607,587,0,3,1505,23,38,71,0,0,135,3,5,9,0,0,9,70,79,93,0,0,235,4,6,4,63,0,79,0,3,0,0,0,6,412,731,760,66,7,1970,25,21,42,3,0,90,26,27,28,0,0,84,2354,2197,1754,146,7,6453
208031187,599,150,29,0,0,782,763,62,65,0,0,897,121,21,33,0,0,174,24,4,13,0,0,37,4,0,0,0,0,4,24,0,11,0,0,39,0,3,0,0,0,3,0,0,0,0,0,0,171,26,59,0,0,256,16,9,3,0,0,28,16,5,0,0,0,17,1567,261,155,0,0,1987
208031188,2179,645,388,8,0,3215,2113,835,639,10,3,3599,655,676,751,20,0,2102,48,38,27,0,0,120,13,35,5,0,0,57,153,122,97,8,0,379,10,8,3,0,0,25,7,0,4,0,0,13,886,884,892,27,0,2688,50,47,57,0,0,152,79,32,20,0,0,131,5305,2447,1997,41,5,9791
208031189,1237,215,346,0,0,1804,1326,298,476,3,0,2110,332,153,377,0,0,871,14,4,22,0,0,45,3,0,0,0,0,6,62,28,57,0,0,143,3,0,6,0,0,11,5,0,3,0,0,3,415,187,460,9,0,1076,33,6,14,0,0,50,27,4,10,0,0,41,3049,716,1302,9,8,5074
208031190,1051,598,131,5,0,1790,990,673,233,13,0,1913,287,630,546,18,0,1486,7,25,11,0,0,51,4,3,22,0,0,36,67,105,48,0,0,223,10,3,3,0,0,16,6,0,3,0,0,9,380,775,648,18,0,1816,33,30,11,0,0,70,24,19,14,0,0,57,2481,2099,1028,33,3,5642
208031191,904,71,16,0,4,1001,1136,102,91,6,0,1329,404,88,182,0,0,678,17,11,46,0,0,72,4,0,50,0,0,57,87,28,11,0,5,128,12,0,0,0,0,13,7,0,0,0,0,7,528,127,293,4,5,954,46,4,5,0,0,56,29,0,8,0,0,46,2638,313,421,5,7,3385
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,1623,986,151,9,0,2767,1840,1156,234,3,0,3231,343,806,411,12,4,1573,24,88,71,0,0,184,5,15,11,0,0,33,70,144,58,12,0,286,5,5,0,0,0,12,0,0,0,0,0,4,446,1063,553,22,3,2086,49,26,6,0,0,87,32,33,16,0,0,75,3991,3261,962,30,3,8252
208041194,1687,597,649,47,8,2985,1189,433,820,17,0,2458,262,334,1534,27,5,2162,0,3,54,0,0,58,0,0,52,0,0,52,59,64,211,8,0,343,12,5,9,3,0,30,0,3,6,0,0,8,333,410,1870,32,4,2649,26,21,49,39,0,136,26,8,78,7,0,113,3266,1465,3456,142,10,8338
208041195,2047,619,210,10,3,2886,1676,556,305,16,3,2558,414,556,1012,85,0,2064,9,28,22,0,0,55,3,23,17,0,0,42,121,95,110,16,0,344,7,3,17,0,0,32,3,6,3,0,0,5,557,701,1175,101,0,2540,43,32,17,0,0,87,41,29,14,5,0,96,4360,1937,1725,134,7,8167
209011196,1471,20,6,0,0,1498,1073,55,9,0,0,1137,436,81,21,0,0,538,28,19,0,0,0,41,19,5,0,0,0,21,144,11,6,0,0,161,22,6,0,0,0,26,3,0,0,0,0,5,646,121,23,0,6,794,35,4,0,0,0,38,41,0,0,0,0,40,3261,204,40,0,7,3507
209011197,2697,245,31,0,4,2974,2782,308,43,0,0,3132,605,317,57,0,0,980,52,54,0,0,0,107,7,38,21,0,0,71,146,36,12,0,0,188,15,13,0,0,0,23,4,10,0,0,0,11,825,463,94,0,0,1385,48,34,15,0,0,96,61,17,6,0,0,80,6412,1064,176,0,6,7662
209011198,1732,213,203,0,0,2148,1445,272,209,5,0,1931,498,411,664,0,5,1583,3,23,28,0,4,58,0,26,49,0,0,75,106,56,60,6,0,223,8,0,4,0,0,13,0,0,3,0,0,0,614,514,813,13,5,1958,48,22,56,0,0,126,36,6,13,0,0,57,3880,1032,1287,13,9,6219
209011199,934,273,23,0,0,1228,1070,645,56,0,0,1767,785,577,133,4,0,1497,418,407,70,0,0,896,27,28,22,0,0,74,186,108,17,0,0,310,13,4,0,0,0,25,9,5,0,0,0,14,1434,1129,248,4,0,2818,48,30,4,0,0,80,45,34,5,0,0,85,3526,2111,340,4,9,5981
209011200,1259,285,224,0,3,1769,936,288,256,0,0,1479,289,374,512,4,8,1179,43,9,11,0,0,64,0,8,11,0,0,25,84,63,74,6,0,220,10,0,6,0,0,16,4,0,0,0,0,3,423,460,617,10,8,1505,51,16,23,0,0,89,17,3,11,0,0,32,2684,1051,1122,12,11,4874
209011201,1158,39,105,0,0,1297,755,35,95,0,0,878,149,28,263,0,0,441,0,0,0,0,0,0,0,0,10,0,0,10,48,4,34,0,0,88,5,0,6,0,0,7,0,0,4,0,0,8,206,32,308,0,0,546,30,0,7,0,0,37,20,0,0,0,0,20,2160,106,517,0,0,2782
209011202,2286,239,28,0,3,2551,2228,314,27,0,3,2571,553,263,30,0,3,844,32,19,0,0,0,50,0,0,0,0,0,3,137,48,3,0,0,185,4,0,0,0,0,3,0,0,0,0,0,4,727,329,36,0,3,1092,40,12,0,0,0,57,37,14,3,0,0,55,5321,908,87,0,4,6323
209011203,2417,259,13,0,0,2692,2216,290,8,0,0,2512,642,247,3,5,0,894,60,35,0,0,0,91,8,25,0,0,0,33,155,44,0,3,0,202,141,20,0,0,0,160,0,0,0,0,0,0,999,368,0,8,6,1383,62,45,21,0,0,130,69,17,0,0,0,90,5759,980,44,6,5,6799
209011204,1260,62,0,0,0,1324,1234,78,7,0,0,1320,442,85,11,0,0,542,75,41,0,0,0,115,13,6,0,0,0,17,93,15,0,0,0,109,9,5,0,0,0,9,3,0,0,0,0,3,633,152,12,0,0,799,31,3,0,0,0,30,33,0,0,0,0,33,3191,294,22,0,0,3506
209021205,904,164,63,0,0,1138,802,193,118,0,0,1112,274,262,444,3,0,981,12,5,16,0,0,28,4,0,14,0,0,21,99,43,47,0,0,193,33,8,18,0,0,54,3,0,0,0,0,9,422,320,541,3,0,1285,20,32,6,0,0,60,37,15,9,0,0,63,2193,727,739,4,4,3663
209021428,1697,240,142,11,0,2094,1437,520,584,16,0,2562,959,637,1032,45,4,2672,133,292,54,0,0,484,17,20,47,0,0,84,245,74,109,16,3,441,24,10,14,6,0,48,3,6,0,0,0,11,1382,1020,1256,66,6,3733,61,26,16,3,0,108,49,34,12,0,3,98,4624,1836,2015,103,10,8594
209021429,1324,231,34,0,0,1591,954,428,123,3,0,1511,427,575,225,8,0,1236,13,60,32,0,0,110,0,3,9,0,0,16,130,105,21,3,0,258,10,9,4,0,0,23,3,0,5,0,0,9,584,757,303,11,0,1648,47,13,6,0,0,69,38,30,9,0,0,68,2938,1453,473,17,0,4887
209021523,1283,249,62,9,0,1604,1049,791,101,3,0,1938,649,872,151,7,0,1670,109,131,114,0,0,352,11,17,11,0,0,37,135,82,15,4,0,238,15,16,0,0,0,35,4,11,0,0,0,12,931,1124,287,6,0,2353,42,29,5,0,0,68,59,32,10,0,0,99,3352,2220,467,15,0,6060
209021524,1654,75,0,3,0,1728,824,128,0,0,0,954,328,158,6,0,0,492,35,27,0,0,0,59,9,0,0,0,0,8,109,21,0,0,0,132,16,0,0,0,0,14,0,4,0,0,0,7,491,213,6,3,0,706,45,0,0,0,0,45,70,10,0,0,0,78,3079,424,11,3,0,3520
209021525,1187,257,8,4,0,1458,883,410,28,10,0,1332,595,652,68,16,6,1331,203,217,27,0,0,447,5,11,0,0,0,22,160,85,4,0,0,251,33,18,0,4,0,54,9,4,0,0,0,17,999,990,98,24,4,2117,52,83,6,0,0,142,72,47,12,0,0,135,3190,1794,153,40,5,5181
209021526,1180,312,10,0,0,1503,1117,553,29,6,0,1705,608,1080,88,16,4,1790,36,58,18,0,0,113,12,15,0,0,0,24,157,138,14,7,0,315,11,18,0,0,0,34,5,11,0,0,0,13,830,1316,120,22,4,2290,38,29,0,0,0,73,43,35,3,0,3,87,3208,2248,161,27,9,5657
209031209,3092,105,205,0,0,3404,3352,125,154,0,0,3636,377,112,118,0,0,607,24,4,12,0,0,33,0,0,6,0,0,0,142,20,26,0,0,193,4,0,3,0,5,14,0,0,0,0,0,6,552,140,163,0,3,856,63,6,14,0,0,86,42,5,12,0,0,60,7102,380,544,4,6,8037
