SA2_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
210051544,17,24,20,29,16,12,13,3,0,138,23,30,35,79,49,24,32,29,9,303,35,17,199,89,54,36,69,66,14,576,0,0,3,9,0,8,9,12,3,43,0,3,8,11,13,7,6,7,0,60,0,6,7,0,3,3,0,0,0,22,6,7,12,5,8,12,8,4,16,73,208,599,365,340,294,148,176,178,53,2369
210051545,21,33,27,29,26,7,22,13,0,185,33,34,43,108,66,24,30,20,9,367,41,31,204,132,67,32,75,95,19,685,3,0,3,18,10,13,6,13,0,68,17,5,3,20,16,15,14,10,4,103,5,7,5,4,6,4,8,3,4,40,4,12,14,14,4,10,0,8,23,92,262,727,378,496,366,171,214,232,91,2929
211011251,29,52,34,40,35,13,8,22,3,233,62,81,93,127,79,35,19,37,0,543,96,60,456,192,122,52,98,114,32,1217,8,5,3,6,17,9,7,9,0,58,10,4,13,18,22,16,13,11,3,102,4,7,0,7,0,0,0,4,0,29,10,19,10,8,18,5,10,6,14,100,512,1352,733,625,572,241,188,291,85,4605
211011254,55,79,54,50,67,24,16,24,4,368,102,82,79,146,111,47,27,23,6,625,130,73,497,166,141,87,94,117,20,1335,9,3,5,11,12,11,8,5,0,60,13,13,13,26,24,22,9,15,0,129,11,10,5,9,3,0,0,5,0,44,19,11,11,8,17,4,12,11,12,101,940,2026,856,654,829,379,222,296,89,6275
211011255,33,44,10,22,46,20,3,6,4,180,46,43,16,57,65,33,7,7,5,271,109,32,337,57,75,33,35,38,13,725,0,0,4,0,9,11,0,7,0,35,18,4,6,11,8,10,0,6,0,50,4,4,0,3,4,3,0,0,0,20,0,9,4,0,9,6,4,0,3,36,481,725,418,214,364,155,61,72,34,2526
211011256,64,85,47,37,72,29,7,22,6,380,103,86,71,126,118,50,23,36,12,629,140,65,583,178,157,102,90,101,25,1435,6,6,9,10,21,3,3,7,0,68,16,4,11,11,32,15,11,15,0,123,7,12,6,0,3,0,3,0,0,41,17,18,8,6,31,12,7,10,15,131,855,1797,876,587,787,369,198,250,96,5816
211011257,33,60,18,26,41,14,10,19,0,226,59,65,38,64,62,30,12,8,6,344,86,42,283,67,80,41,32,50,12,696,5,0,0,6,5,6,4,9,6,37,18,11,5,8,21,8,0,4,5,77,0,8,5,6,10,6,0,0,0,29,5,5,6,8,9,8,0,4,3,46,515,905,435,242,411,191,85,118,43,2945
211011258,43,67,22,43,54,17,14,13,0,274,70,52,55,95,86,34,6,21,10,429,110,46,381,86,106,43,62,78,20,932,7,0,5,6,12,3,6,6,0,50,17,9,9,14,26,4,6,8,0,90,5,15,5,0,6,4,0,4,0,42,8,4,5,16,12,7,0,9,9,74,653,1215,580,370,545,228,136,164,68,3939
211011259,60,74,46,36,47,21,5,15,10,315,77,78,67,96,91,41,21,37,6,513,109,57,372,145,102,80,53,79,18,1016,6,7,0,3,9,6,3,8,0,47,7,14,14,14,20,8,5,6,0,98,0,15,4,4,0,3,0,3,0,38,13,11,10,10,13,8,11,8,17,94,724,1741,655,485,635,307,143,216,87,4993
211011260,75,85,29,36,88,30,14,19,7,387,76,85,88,117,110,58,26,37,13,606,136,54,383,168,139,68,64,88,22,1131,3,3,12,11,15,3,9,9,0,71,15,21,9,28,22,6,9,14,0,116,5,10,10,3,14,4,0,0,4,54,13,20,11,14,18,5,8,7,19,124,979,2272,722,625,921,390,199,253,120,6480
211011446,70,100,91,74,90,31,7,34,3,509,111,143,129,270,170,63,35,54,19,989,246,103,990,347,287,158,170,199,40,2546,9,9,19,20,30,18,8,22,0,134,20,16,9,31,29,17,24,13,0,163,9,7,8,6,14,8,3,0,0,54,12,29,16,25,27,11,13,10,17,163,956,2435,1487,1092,1092,481,333,458,122,8446
211011447,49,77,46,45,55,20,7,14,3,315,102,87,67,142,86,44,29,31,15,594,162,74,622,202,154,66,120,129,24,1566,10,3,8,20,16,17,10,8,0,102,9,7,15,21,19,6,10,14,0,114,4,10,4,0,4,0,0,0,0,25,5,8,3,20,17,8,8,8,5,89,676,1447,876,599,579,261,230,254,74,4995
211011448,60,81,45,69,59,16,12,7,4,360,97,97,90,148,117,61,22,37,15,684,179,73,719,194,196,120,103,128,30,1742,8,4,10,10,19,19,6,17,0,90,15,20,11,24,29,22,14,13,5,139,5,14,10,3,7,0,0,0,8,48,14,15,14,17,24,7,4,10,18,114,737,1540,1017,671,734,324,207,279,105,5609
211011449,31,25,9,20,22,9,4,0,3,122,35,27,30,48,42,17,5,13,0,222,74,29,232,64,45,23,23,41,14,546,0,0,7,8,0,3,0,5,0,21,10,11,0,3,11,11,3,6,0,42,4,0,3,0,0,0,0,0,0,12,3,3,4,6,8,4,4,0,3,33,251,411,318,193,208,80,54,81,29,1632
211021261,93,90,32,36,59,34,10,15,3,379,107,77,59,78,85,38,5,16,9,476,150,54,363,100,101,56,40,57,20,945,6,7,9,0,15,8,4,0,0,47,20,19,7,14,38,14,0,3,0,118,14,14,10,3,8,3,0,0,0,51,20,21,9,5,13,3,0,5,22,108,1251,2219,605,432,733,317,92,152,92,5878
211021262,71,78,22,41,52,18,7,8,0,306,72,68,28,51,66,28,6,17,10,342,194,57,385,75,84,43,32,64,12,949,9,0,4,3,10,3,0,0,0,33,9,8,9,6,26,11,4,3,0,78,6,7,0,3,3,3,0,0,5,27,12,16,4,6,10,7,0,5,3,53,887,1318,508,304,450,189,58,118,49,3876
211031263,41,55,33,46,58,13,14,16,3,272,64,87,62,120,93,45,10,28,8,525,131,50,599,172,163,71,89,119,20,1417,5,3,13,4,26,8,5,12,0,79,7,5,4,19,28,11,3,13,0,100,3,8,0,0,6,4,9,3,0,35,0,13,13,11,5,6,4,10,6,75,502,1192,793,523,552,240,175,239,70,4283
211031265,91,112,38,73,110,31,9,17,6,490,153,137,81,142,163,61,14,33,12,789,214,89,748,195,202,111,79,105,20,1770,11,10,9,22,20,12,0,12,0,98,26,21,17,24,55,27,6,16,0,186,13,8,4,5,8,4,0,4,0,46,19,20,19,11,32,7,6,4,16,136,1204,2322,1027,734,932,378,140,237,108,7083
211031266,79,95,56,70,74,28,22,33,7,460,96,97,89,159,119,44,36,37,16,699,176,82,538,221,160,82,65,114,23,1462,9,8,11,9,19,12,4,10,0,85,15,19,15,28,25,9,9,11,5,139,6,17,9,0,3,3,4,4,0,41,12,10,11,23,11,7,7,11,22,123,1030,2542,930,787,907,351,224,332,120,7223
211031267,92,129,76,81,83,30,9,21,6,521,124,152,83,147,127,58,26,28,8,746,166,105,650,226,190,97,74,139,21,1677,11,10,5,13,7,6,3,11,0,62,30,20,22,29,31,16,7,13,0,169,9,15,6,4,7,0,4,6,0,53,9,20,16,15,18,12,8,14,20,132,1256,3127,1016,831,960,400,172,295,105,8170
211031268,50,75,26,48,40,15,5,13,0,281,65,70,45,79,67,26,4,13,3,377,116,34,295,107,88,28,25,45,14,759,3,5,5,5,3,10,3,5,0,40,18,16,9,16,17,9,3,5,0,82,3,10,3,0,3,5,0,0,0,31,10,16,6,11,5,8,0,9,10,70,718,1337,468,406,454,178,49,118,59,3769
211031450,46,80,52,61,57,16,14,16,7,351,101,109,81,156,101,48,22,33,10,649,165,78,696,259,169,88,96,147,22,1723,12,12,11,11,12,11,10,15,3,87,20,15,13,26,27,10,5,20,4,140,9,12,7,11,7,5,5,4,0,53,4,12,9,23,17,5,0,15,14,100,711,1831,987,773,682,270,184,295,86,5824
211031451,48,74,28,50,43,20,7,11,0,291,87,93,62,120,93,43,18,24,8,539,153,62,477,157,136,70,68,84,25,1242,5,0,6,9,14,9,4,11,0,57,11,8,11,22,27,15,8,9,0,112,5,4,0,4,3,7,0,0,3,25,9,9,10,9,11,13,5,9,9,79,767,1627,664,547,593,279,143,202,72,4888
211031452,19,23,15,22,17,7,9,10,0,113,22,49,27,44,40,18,9,11,5,217,51,23,234,49,61,17,16,45,13,517,0,0,0,6,8,0,4,3,0,22,3,3,6,8,4,6,4,9,0,36,0,6,0,0,3,0,0,0,0,9,0,7,0,8,4,0,4,0,4,30,232,592,316,186,238,93,43,82,32,1813
211041269,29,51,17,28,32,22,8,13,4,202,48,51,55,85,72,30,16,24,5,376,55,32,179,84,61,41,24,46,7,528,5,3,8,7,4,0,0,4,0,22,6,4,3,12,19,6,4,7,5,69,0,8,0,4,11,3,0,0,0,27,0,12,4,5,4,7,0,0,5,41,560,1447,382,375,518,243,91,150,60,3813
211041270,60,98,48,41,67,26,6,5,0,357,82,97,92,121,121,45,17,37,10,614,113,65,354,149,125,66,47,70,13,1003,3,5,3,6,7,7,0,9,0,59,13,21,14,19,28,8,5,7,0,121,9,13,4,4,8,3,0,0,0,36,16,20,6,16,8,8,12,7,16,103,1081,2921,707,624,883,333,135,212,103,6996
211041271,41,51,29,31,50,17,4,9,0,243,47,76,64,95,59,38,18,32,4,439,71,30,235,94,93,42,27,56,12,661,0,0,0,11,7,0,3,4,0,29,3,14,6,15,12,8,5,7,0,71,11,17,3,0,5,3,0,7,0,31,9,14,6,3,4,5,0,10,15,69,716,1960,490,458,601,261,108,203,64,4862
211041272,38,46,23,31,26,13,5,13,0,207,62,56,49,74,51,36,8,22,5,365,84,36,229,83,68,20,25,38,13,600,4,0,8,0,3,3,4,10,0,41,11,3,9,12,19,13,5,5,0,76,5,10,0,3,0,0,0,3,3,30,3,9,13,0,7,0,4,6,11,51,671,1578,465,388,508,198,78,138,59,4084
211041273,49,61,38,33,43,28,10,14,9,275,55,54,48,64,53,22,14,17,0,337,66,36,180,58,47,40,35,43,8,514,6,0,0,4,3,0,0,8,0,30,4,11,7,16,16,5,4,11,5,89,6,12,0,4,3,3,0,3,0,27,9,5,12,12,7,7,0,3,14,69,655,1594,410,374,538,247,112,160,85,4173
211051274,49,80,29,40,39,16,8,10,0,269,80,85,56,107,58,25,11,15,4,446,153,66,479,140,107,40,64,74,17,1133,5,8,10,11,8,6,0,13,0,49,10,12,8,18,17,10,12,4,3,88,7,8,0,4,6,0,0,0,0,26,12,13,6,4,14,5,4,4,7,71,685,1325,660,477,417,159,104,137,51,4016
211051275,46,58,28,45,54,15,8,10,0,264,97,82,39,101,115,41,11,26,7,519,192,46,590,169,154,79,82,110,22,1443,11,3,0,16,15,10,6,9,6,72,14,7,17,15,20,9,3,7,0,100,7,7,4,0,3,4,0,0,0,24,8,18,14,9,9,11,0,10,17,95,664,1116,762,521,543,248,139,198,73,4262
211051276,69,48,44,58,61,23,6,17,0,319,102,90,67,122,88,23,4,25,5,535,229,79,749,198,156,95,127,181,20,1826,7,3,6,11,23,18,9,15,0,88,22,0,14,18,21,11,11,12,0,110,10,0,4,5,4,0,0,0,0,26,13,10,12,23,17,10,9,17,19,130,733,1050,972,568,513,232,181,304,63,4627
211051277,37,34,24,46,38,11,4,0,5,197,65,70,50,98,74,24,10,28,6,414,149,46,494,171,147,71,74,104,29,1280,7,3,5,3,9,6,5,5,0,49,7,8,15,10,10,7,3,5,0,72,0,0,0,3,3,0,0,0,0,15,0,6,5,8,13,0,6,5,6,63,447,862,651,468,408,158,132,173,58,3363
211051278,82,95,62,81,88,29,9,16,3,467,131,122,80,218,155,64,22,44,10,842,327,119,1148,307,292,112,173,217,40,2733,10,10,12,21,19,19,6,23,0,112,27,9,11,29,43,16,15,23,0,164,11,11,0,6,13,6,0,4,0,48,24,14,13,20,23,14,14,8,33,158,986,1652,1405,894,874,357,256,377,106,6907
211051279,29,26,13,24,19,3,3,6,0,136,42,21,29,44,38,17,5,19,0,220,115,23,359,77,57,37,43,50,21,795,3,0,3,6,6,5,4,3,0,31,11,3,9,10,7,3,0,6,0,46,4,6,0,3,5,3,0,0,0,21,7,4,0,8,6,5,3,3,7,44,338,457,452,228,212,97,68,113,39,2005
211051280,39,30,14,31,28,9,0,8,4,156,44,54,40,61,56,17,7,10,5,299,104,40,446,79,88,31,47,81,11,933,4,0,7,4,8,8,9,5,0,44,9,5,7,16,23,6,6,5,0,76,0,0,0,3,0,0,0,3,0,8,12,3,6,9,4,9,0,4,10,55,354,630,556,272,313,96,83,128,37,2473
211051281,88,108,64,84,97,25,12,20,12,515,142,132,131,245,176,62,38,52,7,980,317,128,1275,399,311,149,185,226,47,3022,15,7,20,11,33,24,9,17,3,131,17,15,21,39,37,18,17,20,4,183,3,17,9,7,7,4,3,0,3,52,18,16,17,30,23,9,9,26,23,177,1049,2238,1658,1082,1010,408,302,435,131,8317
211051282,61,74,34,38,43,16,3,10,4,274,80,78,58,83,51,20,7,17,6,395,150,65,353,88,82,37,43,66,12,891,11,7,7,15,4,0,0,5,0,46,25,5,11,10,12,6,7,10,3,92,4,10,0,0,3,0,0,0,0,19,14,17,0,6,9,5,0,3,13,73,742,1415,542,358,364,144,69,141,49,3833
211051283,55,59,19,42,46,21,4,18,3,259,82,66,41,119,70,26,7,19,8,436,167,61,679,172,140,66,99,134,24,1542,10,4,8,10,8,12,6,12,0,61,7,7,9,8,19,9,3,13,0,75,0,9,0,9,0,4,0,8,0,26,7,5,9,19,6,3,8,8,5,68,520,868,807,468,415,166,133,222,50,3654
211051284,49,54,32,46,42,12,4,15,3,264,64,96,56,95,64,38,13,16,5,452,123,70,451,147,123,59,61,82,21,1135,5,3,0,11,19,8,3,9,0,61,20,7,9,17,18,4,5,8,0,87,0,13,4,5,0,0,0,0,3,19,6,7,15,5,10,5,9,8,18,77,593,1375,630,468,433,181,104,174,74,4032
211051285,42,46,9,21,43,7,0,10,5,177,50,39,36,103,54,27,9,12,8,335,190,46,629,123,125,41,81,100,16,1357,9,0,4,0,13,0,7,10,3,50,12,9,9,17,12,5,0,4,4,69,7,5,0,3,10,0,0,0,0,23,17,9,7,8,7,3,7,0,7,64,479,569,738,340,326,123,97,161,52,2887
211051286,58,60,39,78,43,6,11,17,9,326,91,66,68,186,105,27,14,41,3,605,224,74,1029,291,215,115,210,242,40,2443,15,10,24,14,21,18,8,23,0,133,25,5,24,26,18,17,3,12,0,137,6,4,9,0,9,0,0,3,0,30,20,6,28,26,12,11,11,21,22,160,640,895,1284,790,543,234,283,405,83,5141
212011289,98,87,57,72,83,18,8,27,7,452,137,134,79,193,131,31,14,31,3,762,325,102,1170,238,238,107,159,212,39,2605,9,8,7,21,25,21,4,16,0,120,28,12,19,32,30,12,7,13,0,154,8,9,9,0,5,0,4,3,0,38,31,13,20,16,34,20,12,11,11,171,1057,1664,1454,775,745,265,238,372,102,6685
212011546,89,102,89,84,125,37,44,29,4,604,182,171,165,324,214,67,73,64,16,1283,315,139,1045,304,336,177,189,215,46,2765,13,4,12,26,36,25,12,11,0,139,30,7,19,51,46,31,20,17,4,223,9,15,12,8,8,3,4,8,3,60,14,24,15,21,21,22,10,20,24,169,1174,2505,1524,1210,1244,529,446,469,142,9245
212011547,45,25,25,31,32,4,4,7,3,190,61,43,40,63,57,22,8,13,0,310,200,39,648,122,167,42,133,132,42,1532,9,4,6,7,26,10,3,7,0,82,12,0,14,10,19,12,9,7,5,84,3,4,0,0,3,0,0,0,0,16,28,7,13,6,10,11,8,16,21,123,508,596,781,318,391,124,177,213,92,3202
212011548,42,19,19,27,29,13,5,9,0,160,45,49,42,112,63,33,13,24,3,399,179,54,615,149,145,62,159,162,30,1569,4,8,4,8,21,16,10,18,0,90,13,5,12,12,22,9,4,12,0,86,3,9,0,5,0,0,0,0,0,26,8,7,15,13,15,7,11,6,9,88,402,551,739,399,360,159,223,258,54,3150
212011549,36,44,35,38,40,16,19,22,3,255,96,84,81,175,119,72,37,52,9,714,155,91,726,272,228,125,187,204,37,2027,6,5,14,18,17,7,19,17,0,99,15,6,20,19,17,14,15,7,0,114,3,0,0,5,3,3,8,4,0,33,14,11,18,9,13,6,8,5,17,95,498,973,990,729,602,305,348,373,82,4893
212011550,26,28,20,23,31,11,9,3,0,149,49,57,41,99,52,29,23,12,4,368,82,22,326,115,124,60,73,91,14,909,0,0,5,7,3,8,4,7,0,33,8,4,6,22,12,6,8,8,0,65,3,4,4,0,5,0,0,4,3,26,3,5,6,8,10,10,6,4,15,66,293,625,466,373,342,160,166,165,54,2636
212011551,10,10,9,11,13,5,9,10,0,89,20,35,42,59,36,22,21,20,0,258,47,20,251,97,58,48,73,76,12,686,0,0,0,9,10,3,4,12,0,36,0,3,9,10,11,5,5,14,4,55,4,0,4,0,0,0,0,7,0,20,3,4,3,5,8,5,11,11,11,61,147,323,379,308,194,113,150,195,39,1846
212011552,70,86,74,77,75,45,44,24,13,505,177,141,133,327,175,88,110,83,19,1247,248,145,994,449,326,196,261,273,50,2932,10,9,22,25,25,21,22,17,4,147,19,15,17,50,38,17,15,32,4,197,8,8,17,18,12,0,14,20,6,100,18,12,23,25,14,14,20,37,42,212,900,1830,1455,1348,999,520,618,632,165,8473
212021293,132,115,55,86,92,43,19,22,7,571,152,158,107,179,196,56,22,40,8,920,303,133,839,239,257,145,135,183,34,2270,19,10,9,11,39,27,5,12,5,130,19,16,23,32,32,22,10,11,0,170,6,22,11,5,12,3,3,3,3,65,21,29,13,17,26,10,7,14,21,155,1283,2455,1204,830,1022,448,260,349,114,7957
212021295,11,10,30,15,24,8,23,10,4,147,28,35,56,76,45,22,51,37,5,341,36,13,278,138,56,50,94,101,23,790,0,3,9,7,0,0,5,11,0,42,7,5,11,17,3,8,14,14,0,65,0,3,12,3,5,0,4,8,0,31,5,4,20,10,5,7,21,21,24,108,166,436,501,420,268,144,291,303,73,2598
212021297,32,22,36,26,37,11,22,18,0,206,45,26,58,89,60,28,19,24,8,372,67,24,297,119,67,43,78,105,15,810,12,4,3,4,5,11,8,3,0,55,11,5,6,25,10,3,15,11,0,86,3,11,4,0,8,0,6,0,0,30,8,9,6,13,11,3,11,17,9,98,317,602,487,409,380,167,225,270,62,2910
212021299,40,36,20,14,40,11,0,10,4,173,72,34,37,39,74,20,23,7,11,321,131,40,362,60,80,51,61,60,29,878,3,9,8,8,12,0,5,3,0,47,9,3,4,9,21,3,6,0,0,53,7,9,0,3,3,0,0,0,0,22,12,12,8,5,11,5,4,11,8,74,505,717,484,204,377,135,112,128,69,2734
212021453,42,38,53,40,65,18,18,20,0,296,50,56,69,89,86,35,35,25,3,459,74,29,367,128,104,69,80,94,21,970,8,4,5,17,14,3,12,9,0,68,17,12,20,9,23,19,3,15,4,115,4,9,6,5,3,3,4,3,0,32,9,12,8,4,13,12,3,8,24,89,437,1005,625,441,553,247,203,215,89,3807
212021454,54,63,60,36,61,23,18,25,8,339,69,65,61,120,91,33,32,48,13,520,88,33,369,130,103,56,93,95,13,980,5,0,7,3,15,7,4,9,0,65,3,6,8,14,13,18,11,10,4,95,7,9,4,7,8,3,4,5,0,46,10,21,14,9,20,4,11,8,19,118,525,1174,643,483,591,244,227,266,84,4245
212021455,30,50,46,49,52,14,11,19,3,278,61,66,62,153,104,48,32,39,11,586,128,60,594,169,165,72,140,120,26,1470,9,3,11,7,18,14,7,7,0,81,13,6,17,27,26,11,13,14,3,135,4,9,6,4,9,0,0,6,0,47,4,7,16,17,8,15,9,11,20,103,504,1063,845,577,610,258,250,270,98,4469
212021456,33,41,39,37,55,17,21,25,11,279,67,61,97,152,104,38,38,60,11,636,106,53,523,202,155,70,147,127,28,1415,0,0,6,7,13,13,6,8,0,69,3,3,10,27,36,14,20,18,0,122,4,7,10,4,7,3,4,4,0,45,10,14,16,15,12,4,13,11,22,120,434,967,803,626,644,246,332,373,101,4518
212021553,73,91,60,67,70,21,17,22,3,418,118,109,97,188,138,61,30,49,13,803,171,77,545,197,207,105,137,117,29,1590,5,7,10,14,31,11,6,13,0,95,18,9,13,29,35,17,11,14,4,143,14,18,4,3,6,6,3,0,0,58,11,25,13,14,26,12,8,8,12,131,915,2046,875,763,843,352,273,299,113,6480
212021554,35,39,44,26,39,13,20,16,0,237,79,66,59,146,85,43,21,31,8,536,101,51,398,138,111,61,81,96,16,1043,5,6,8,9,11,16,3,3,3,64,15,12,14,12,20,19,8,3,0,101,5,15,3,4,5,4,0,6,4,36,6,13,3,5,11,12,7,8,14,88,539,1237,642,521,517,251,207,231,73,4224
212031300,48,47,46,46,55,18,25,26,5,316,85,90,103,227,147,49,71,75,8,847,168,79,780,358,239,135,249,258,55,2325,16,0,10,13,41,21,29,33,0,169,9,0,16,25,24,11,18,25,3,138,3,10,5,4,11,0,3,9,5,46,19,13,16,40,21,10,20,25,28,184,525,948,1113,955,768,330,542,580,135,5900
212031303,76,59,58,63,72,25,35,18,10,412,125,101,129,261,169,66,51,42,7,956,273,72,917,279,251,141,191,199,42,2365,12,5,18,12,25,17,12,12,0,99,29,11,20,37,34,16,4,20,0,174,5,12,9,5,9,4,0,10,0,45,24,20,15,11,22,7,16,11,26,144,828,1412,1279,912,816,364,383,393,105,6485
212031304,48,63,79,63,65,34,52,42,3,445,114,97,130,310,155,77,119,76,17,1084,192,64,795,346,236,128,267,248,38,2316,8,3,25,16,25,15,16,19,4,132,19,11,13,39,28,16,15,24,4,167,4,17,16,11,7,5,6,7,0,65,14,11,21,19,14,9,30,24,22,158,664,1509,1251,1145,854,393,692,587,123,7217
212031306,58,74,63,42,66,21,35,36,5,392,108,86,106,191,125,49,82,61,23,830,95,45,433,193,137,67,143,137,32,1271,10,3,7,4,14,11,6,7,0,64,13,17,16,43,32,13,17,21,4,167,4,7,17,4,11,7,8,11,0,76,14,14,14,14,20,9,20,18,29,159,704,1751,827,806,869,328,477,438,155,6356
212031308,26,33,14,33,25,9,3,3,4,151,38,28,26,72,58,18,6,12,5,268,137,32,568,133,115,76,119,136,20,1327,5,4,10,8,19,7,4,13,0,66,6,5,10,15,21,5,7,4,0,70,0,4,0,0,3,0,0,0,0,8,3,3,10,14,7,6,9,8,14,77,303,441,661,328,314,142,153,194,43,2574
212031457,54,48,39,53,61,20,21,23,0,314,106,74,67,106,113,39,39,28,9,582,157,57,491,147,144,79,96,109,27,1319,11,3,9,13,12,16,9,14,0,84,19,10,14,23,29,12,7,10,4,124,0,4,0,8,10,4,6,4,0,29,15,11,12,6,10,8,10,6,12,100,603,1041,717,503,627,258,228,238,77,4290
212031458,55,50,39,36,65,20,31,31,13,330,80,80,94,161,115,54,43,51,9,683,112,54,609,226,171,97,143,170,30,1609,11,0,24,12,12,9,10,12,0,90,11,4,19,28,23,14,11,13,3,127,4,11,12,7,6,4,5,7,0,52,13,16,24,19,20,6,13,15,19,143,530,1052,909,682,675,313,326,385,113,4986
212031555,47,39,39,32,45,12,32,20,5,268,74,66,86,128,76,35,50,40,11,563,64,31,193,107,71,41,63,68,5,637,9,4,0,4,16,4,4,5,0,50,12,8,13,16,20,6,10,9,0,85,5,4,5,4,4,4,8,8,0,40,11,10,11,8,12,3,5,5,20,83,534,1233,481,485,519,221,255,218,79,4033
212031556,53,28,80,50,51,21,67,37,3,381,123,83,145,237,128,59,130,60,16,978,100,39,448,210,108,52,104,120,29,1220,4,5,7,8,14,0,7,10,0,54,7,8,22,37,14,14,14,13,0,126,3,14,7,8,3,0,10,13,0,71,7,9,13,18,22,7,5,4,12,98,578,1386,919,928,673,309,541,398,105,5833
212031557,57,57,81,75,56,43,59,36,3,470,122,104,151,340,147,60,117,93,25,1167,134,49,712,327,240,123,234,195,42,2049,0,0,14,18,24,13,26,19,6,117,8,6,17,37,24,14,27,28,0,167,0,16,13,15,7,8,13,4,0,74,13,18,21,28,10,11,18,23,27,176,656,1536,1233,1268,897,442,715,594,154,7493
212031558,23,38,27,52,29,17,36,17,9,236,56,61,83,213,103,46,91,47,13,709,100,40,361,184,124,79,127,101,23,1142,0,3,9,0,11,6,6,16,0,54,10,7,8,23,13,3,9,7,0,91,3,0,3,0,8,5,4,6,0,32,15,10,10,13,6,9,19,11,21,106,415,882,635,762,498,248,431,304,85,4254
212031559,44,42,59,37,47,14,27,20,8,293,64,63,63,164,92,43,45,44,9,587,83,42,304,165,103,56,82,86,13,935,6,7,8,13,16,5,9,7,0,62,6,8,15,27,13,8,12,10,0,101,4,7,8,3,3,7,0,6,0,47,15,10,11,16,14,9,10,17,12,97,517,1186,604,642,540,237,286,288,76,4374
212031560,20,29,27,28,31,13,22,12,0,185,50,44,61,128,77,50,49,40,10,501,90,47,434,197,130,76,159,130,15,1274,6,3,8,9,9,11,9,14,0,77,14,3,15,23,8,6,12,8,0,101,3,3,7,3,5,0,0,6,0,29,0,7,8,9,3,4,18,6,30,89,320,630,628,533,412,206,336,288,61,3406
212031561,17,26,37,43,36,16,20,28,6,230,37,41,65,137,71,34,45,44,14,494,76,37,354,161,101,52,152,135,30,1085,7,0,3,10,19,7,12,15,0,81,11,6,18,19,19,17,15,16,0,111,4,5,6,3,0,5,5,8,0,27,13,0,12,15,11,6,15,14,21,108,260,567,581,526,435,194,348,343,97,3339
212031562,22,27,43,26,31,10,29,31,9,212,36,42,86,118,55,42,44,46,10,477,51,23,328,197,99,51,152,137,19,1057,4,0,14,3,7,7,13,11,4,58,0,0,18,26,9,11,17,19,0,104,0,4,9,4,6,4,6,6,0,41,4,9,11,16,8,9,11,25,24,110,229,569,614,550,400,194,343,391,79,3377
