SA2_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
206061138,79,54,135,0,3,6,0,0,0,61,77,133,16,7,17,1319,898,2220,42,78,121,5,0,5,22,4,28,65,25,94,22,12,30,83,112,191,1717,1272,2987,5,0,5,0,0,0,20,36,56,4,3,13,0,0,0,4,0,4,28,48,77,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,7,21,24,45,63,111,7,3,12,0,0,0,0,0,0,7,3,12,1408,1437,2842,244,380,620,21,13,31,3431,3168,6603
206061515,264,268,530,8,12,22,0,0,0,68,89,162,16,23,39,871,617,1489,32,67,98,4,0,4,30,3,36,109,45,151,14,15,30,270,328,600,1695,1464,3158,30,34,64,0,0,0,40,54,92,7,4,10,0,0,3,9,4,12,83,98,188,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,4,6,8,23,17,32,110,121,228,16,10,31,0,0,0,0,0,0,20,14,34,1733,1894,3626,296,396,695,11,9,15,3860,3903,7761
206061516,164,155,318,3,6,15,0,0,0,64,90,152,6,7,15,746,577,1320,20,40,62,3,0,3,14,9,19,72,34,102,18,8,27,192,243,435,1291,1173,2463,21,15,34,0,0,0,31,23,54,6,9,15,0,0,0,10,4,12,72,46,112,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,3,3,10,11,17,25,83,65,153,10,9,21,0,0,0,0,0,4,10,10,20,1380,1511,2894,192,333,526,11,19,30,2973,3111,6082
206071139,66,67,135,24,31,52,0,0,4,115,147,262,8,16,20,777,555,1331,24,52,78,3,0,3,34,8,42,161,70,234,7,17,22,195,169,363,1409,1126,2543,15,8,14,0,0,0,26,21,45,3,3,4,0,5,5,10,4,13,50,29,82,0,0,0,9,7,17,0,0,0,0,4,4,4,0,4,6,9,18,28,27,54,90,61,151,9,17,21,0,0,0,5,3,11,11,16,35,1446,1398,2849,269,368,630,9,10,19,3235,2990,6223
206071140,10,7,18,8,18,26,0,0,5,117,130,252,7,9,14,549,470,1021,20,44,67,3,0,3,18,8,19,197,129,325,9,18,28,104,178,285,1057,1009,2064,9,3,11,0,0,0,11,14,23,0,0,3,0,0,0,4,0,3,20,18,42,0,0,0,4,10,15,3,0,3,0,0,0,0,0,3,7,8,17,18,18,32,47,41,86,8,3,8,0,0,0,0,0,0,8,3,8,1115,1283,2399,201,362,563,5,7,11,2421,2711,5130
206071141,42,36,72,20,21,45,0,0,0,128,114,246,11,12,24,681,441,1115,15,39,53,3,0,3,22,3,23,146,83,230,19,9,23,261,266,526,1347,1015,2362,8,12,24,0,0,0,11,14,27,0,0,0,0,0,0,6,0,0,22,29,52,0,0,0,5,5,9,3,0,3,5,3,3,6,4,3,14,7,21,14,17,33,56,57,110,15,7,24,3,0,3,0,0,0,20,13,29,1442,1382,2825,223,323,545,15,4,19,3102,2794,5889
206071142,29,22,48,13,10,20,0,0,0,139,136,280,9,15,22,616,427,1044,20,27,47,3,0,3,12,7,23,172,80,262,21,10,32,330,324,654,1363,1060,2423,4,4,3,0,0,0,17,15,38,0,3,5,0,0,0,12,4,12,34,23,55,0,0,0,3,3,9,0,0,0,0,0,0,0,0,3,6,6,15,27,20,45,69,50,120,14,13,24,0,0,0,3,3,5,15,16,36,1406,1570,2973,225,377,611,15,15,34,3095,3092,6186
206071143,21,26,41,12,23,32,0,0,0,140,182,325,4,16,19,833,710,1543,30,63,92,5,0,5,16,0,17,256,199,453,18,21,32,153,202,361,1480,1437,2915,3,6,10,0,0,0,16,18,30,3,0,3,0,3,3,0,4,11,25,27,48,0,0,0,9,6,5,0,0,3,0,0,0,0,0,0,8,8,13,25,29,50,54,57,115,6,4,12,0,0,0,4,0,4,12,5,21,1704,2016,3720,328,559,886,4,7,13,3582,4085,7669
206071145,81,86,165,20,21,41,0,0,0,18,25,41,8,9,15,807,692,1494,27,44,77,11,0,11,18,5,29,151,114,266,10,10,21,74,94,160,1223,1096,2321,3,6,9,0,0,0,11,4,14,4,0,0,0,6,6,11,4,15,23,18,42,0,0,0,0,3,4,3,0,5,0,0,0,0,0,0,0,4,8,10,8,15,38,31,67,7,3,14,0,0,0,3,0,3,14,3,18,1299,1445,2746,241,398,638,11,0,11,2825,2970,5796
206071517,213,207,417,12,13,25,0,0,3,129,169,298,11,18,27,1691,1155,2847,51,99,147,9,0,9,38,11,41,205,95,301,35,14,46,329,427,758,2713,2212,4927,13,10,17,0,0,0,26,47,69,9,11,14,0,3,3,17,3,20,56,76,131,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,6,7,20,23,46,80,105,182,17,12,22,0,0,0,6,4,8,18,12,35,2856,3082,5942,427,651,1071,20,14,37,6105,6082,12189
206071518,95,75,171,4,13,18,0,0,0,239,256,498,14,20,35,1270,899,2166,30,80,113,10,0,9,31,4,36,149,62,211,20,15,37,291,319,613,2154,1754,3910,8,11,21,0,0,0,21,47,66,0,4,5,0,3,7,15,6,17,47,65,117,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,3,5,12,38,32,68,95,104,198,9,8,18,0,3,3,0,0,3,12,12,20,1745,1877,3627,334,475,807,24,18,43,4357,4244,8602
207011146,68,37,104,7,8,17,0,0,0,0,3,4,0,3,7,710,595,1311,35,64,103,8,0,8,3,0,3,43,8,48,6,0,8,32,49,84,921,767,1694,0,5,9,0,0,0,0,6,13,8,3,10,3,3,5,4,0,0,17,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,25,28,53,4,4,9,0,0,0,0,0,0,3,4,4,928,857,1785,144,285,427,5,5,13,2032,1940,3980
207011147,46,43,89,26,31,52,0,0,0,55,62,112,9,4,8,1595,1262,2860,71,150,220,15,0,15,11,0,13,18,6,29,9,8,24,69,87,155,1917,1653,3572,11,12,22,0,0,0,12,17,24,4,6,8,3,5,3,0,0,6,31,31,62,0,0,0,6,6,17,0,3,5,0,0,0,0,0,0,10,10,22,14,36,46,50,77,129,15,9,28,0,6,5,5,4,4,19,20,40,1446,1393,2846,327,483,812,13,8,24,3776,3636,7414
207011148,24,21,50,68,92,158,0,0,3,46,51,96,10,0,6,2396,1809,4210,114,239,356,17,0,17,11,0,15,28,6,35,20,10,31,47,42,89,2784,2279,5060,10,4,10,0,0,0,0,3,3,9,12,17,0,0,3,0,0,0,12,16,30,0,0,0,6,3,7,5,4,9,4,6,9,3,0,4,16,20,36,27,27,60,55,71,119,8,7,18,3,10,15,0,0,4,18,18,31,1873,1800,3672,444,662,1106,26,21,45,5192,4847,10041
207011149,152,127,281,4,10,14,0,0,0,44,62,108,6,4,5,1896,1595,3486,80,164,243,13,0,15,15,0,18,60,13,72,23,11,35,96,119,223,2393,2111,4505,9,3,14,0,0,0,24,24,42,13,10,26,3,10,9,5,4,12,51,52,103,0,0,0,7,0,9,0,0,0,0,0,3,0,0,0,13,5,17,24,18,47,81,75,167,8,9,25,0,0,0,0,0,0,8,13,23,2393,2327,4721,477,763,1240,15,15,33,5376,5306,10685
207011150,105,87,196,6,3,14,0,0,0,18,21,39,4,0,8,1633,1419,3048,62,122,183,6,0,6,7,0,7,70,21,89,16,6,21,51,76,131,1986,1759,3748,6,0,7,0,0,0,15,9,28,12,8,22,6,0,7,8,0,12,48,26,73,0,0,0,3,3,5,0,0,0,0,3,7,0,0,0,5,3,9,15,15,28,61,48,112,12,13,19,0,0,3,3,0,3,12,11,28,2015,1901,3918,370,680,1058,9,11,15,4452,4424,8873
207011152,196,181,378,7,4,14,0,0,4,45,59,104,9,6,13,1498,1285,2786,43,109,156,5,0,5,19,4,25,84,24,109,17,9,33,135,153,291,2059,1846,3912,13,13,24,0,0,0,28,34,62,9,3,16,0,3,5,7,5,9,51,56,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,17,37,83,73,154,9,17,27,0,0,0,0,0,0,11,19,35,1916,2046,3957,334,572,906,13,11,23,4405,4572,8981
207011154,5,3,7,19,29,46,0,0,0,32,19,46,4,5,5,694,605,1302,28,54,85,9,0,9,9,0,9,29,12,39,12,7,17,28,29,61,864,756,1619,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,10,12,0,0,0,0,3,4,0,0,3,0,4,4,0,0,0,6,7,13,18,0,19,29,20,43,0,0,0,0,0,0,0,0,0,0,4,5,637,668,1304,157,227,380,16,9,22,1692,1682,3368
207011155,114,122,232,6,8,13,0,0,0,23,25,50,9,0,8,1406,1192,2597,61,128,190,3,0,3,6,0,7,43,6,45,6,15,18,81,90,170,1754,1591,3344,6,4,8,0,0,0,10,19,26,11,13,17,0,4,4,7,5,7,29,34,64,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,7,10,9,23,42,52,100,7,6,15,0,0,0,0,0,0,11,6,17,1817,1709,3528,374,617,995,18,11,28,4018,3980,8002
207011519,113,92,199,0,0,0,0,0,0,40,73,108,7,12,13,879,694,1576,39,58,97,0,0,0,9,3,14,57,25,86,11,9,20,129,155,285,1288,1115,2401,3,0,9,0,0,0,20,27,53,3,3,8,0,7,6,5,3,9,34,46,79,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,14,9,26,54,55,106,12,12,18,0,0,0,0,0,0,12,12,22,1178,1277,2459,252,414,667,10,11,17,2788,2888,5677
207011520,131,149,284,0,4,4,0,0,3,74,117,190,3,0,13,1090,845,1937,35,59,98,5,0,5,27,0,34,65,24,82,12,10,24,146,165,315,1599,1388,2983,10,15,19,0,0,0,40,44,82,6,3,10,0,5,5,6,5,8,63,66,129,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,9,7,15,22,14,38,94,89,179,17,16,36,0,0,0,0,0,3,19,20,37,1493,1686,3179,311,485,799,14,0,15,3526,3668,7199
207011521,22,19,47,10,5,19,0,5,5,52,64,115,3,9,11,1208,915,2127,41,90,131,4,0,4,10,0,10,50,22,69,8,8,15,76,105,184,1494,1233,2728,0,0,3,0,0,0,16,11,22,4,0,3,0,3,3,3,0,3,24,13,37,0,0,0,3,8,10,0,0,0,0,0,0,0,0,0,3,8,14,30,13,47,60,41,101,10,6,16,0,0,0,0,0,0,10,6,16,1226,1186,2409,254,438,687,12,6,23,3047,2913,5966
207011522,6,15,20,36,39,82,0,0,0,60,49,114,5,6,14,1396,1070,2462,59,114,172,10,0,10,16,4,21,77,30,106,11,16,22,84,109,197,1766,1460,3224,4,6,7,0,0,0,0,0,0,0,6,5,0,0,3,0,0,4,9,10,15,0,0,0,12,11,25,0,9,8,3,3,5,3,0,3,21,20,40,17,23,45,47,55,101,0,7,11,3,0,3,0,0,0,3,10,10,1337,1386,2721,301,434,734,9,11,21,3457,3362,6819
207021156,7,0,11,57,80,142,0,0,0,0,0,0,0,3,11,1496,1075,2571,42,122,168,30,0,30,14,0,14,8,0,10,12,7,18,24,28,48,1699,1325,3022,10,5,13,0,0,0,0,0,0,6,0,4,0,0,6,0,0,0,11,8,19,0,0,0,11,11,15,7,6,13,5,3,9,0,4,3,20,20,45,14,8,18,45,37,87,3,5,6,0,0,0,0,0,0,4,5,11,802,821,1625,234,359,601,15,11,32,2806,2564,5371
207021157,22,21,41,163,237,402,0,0,0,6,0,9,12,11,25,2980,2230,5209,124,277,402,21,0,21,14,0,14,8,3,14,25,20,48,81,126,207,3463,2936,6398,43,26,62,0,0,0,0,0,0,8,3,13,0,3,3,0,0,5,53,34,87,0,0,0,16,12,34,11,10,19,4,14,18,0,4,3,35,41,74,25,33,54,109,103,213,23,8,33,5,8,12,0,0,0,30,19,46,1793,1793,3583,470,732,1203,35,29,62,5893,5606,11500
207021159,3,3,9,78,82,155,0,0,0,0,0,0,8,0,8,2141,1571,3711,81,158,238,24,0,26,8,0,8,11,0,12,22,11,36,20,16,42,2398,1852,4246,3,5,6,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,10,9,21,0,0,0,4,0,11,13,9,19,0,6,4,3,0,4,20,14,35,13,14,27,49,32,84,6,0,7,4,0,0,0,0,0,12,0,16,1250,1317,2566,313,519,829,17,17,28,4036,3736,7764
207021160,3,4,10,77,84,156,0,0,0,0,0,0,0,0,3,1674,1248,2922,78,145,228,29,0,30,15,0,11,7,0,10,19,17,40,11,23,32,1912,1527,3438,7,5,11,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,11,7,20,0,0,0,6,11,19,5,8,14,4,6,6,0,0,0,16,19,36,12,14,24,36,37,78,4,7,7,0,4,5,0,0,0,4,8,11,1044,1095,2142,287,423,711,14,7,20,3300,3103,6403
207021424,10,12,28,85,107,194,3,0,3,0,0,3,3,0,5,1946,1512,3458,67,152,217,20,0,20,6,0,6,0,0,0,17,10,31,30,34,59,2195,1824,4019,25,6,28,0,0,0,0,0,0,6,9,14,0,0,3,0,0,0,34,15,50,0,0,0,7,7,10,20,11,26,5,4,6,0,0,0,31,20,46,20,6,27,77,43,120,0,6,6,4,3,9,0,0,0,9,7,12,1196,1140,2333,291,474,766,13,18,27,3787,3505,7284
207021425,12,13,23,97,113,214,0,0,3,0,0,3,6,0,14,1775,1353,3122,66,158,223,21,0,21,11,0,11,5,0,8,15,11,25,41,63,100,2045,1711,3762,21,6,27,0,0,0,0,0,0,6,5,8,6,0,3,0,0,0,30,13,43,0,0,0,10,0,14,11,0,12,4,9,9,0,3,4,26,20,47,16,14,33,74,42,117,17,16,33,0,8,10,0,0,0,16,22,39,1113,1103,2216,266,481,744,15,13,29,3533,3377,6905
207031161,172,157,332,49,55,105,0,0,3,3,0,4,10,6,13,2348,1892,4247,116,217,334,25,0,23,18,5,22,46,14,52,21,18,38,70,96,163,2872,2457,5332,36,29,66,0,0,0,5,13,23,18,8,22,5,9,12,6,0,7,68,59,124,0,0,0,0,0,5,3,4,9,7,6,9,0,0,4,12,12,24,28,22,49,105,89,193,24,31,55,5,5,9,0,0,5,21,38,62,2206,2124,4335,489,852,1336,25,12,36,5723,5573,11295
207031162,37,23,59,17,21,37,0,0,0,0,0,0,0,0,8,1229,986,2217,55,100,151,14,0,14,7,5,9,13,0,14,12,10,22,42,33,78,1430,1177,2604,21,12,34,0,0,0,0,0,0,9,13,18,0,0,0,0,0,0,40,21,58,0,0,0,0,4,3,5,0,4,0,5,10,0,0,0,6,15,19,21,11,30,62,38,108,16,13,29,0,0,3,0,0,0,16,14,27,881,918,1798,239,397,635,5,4,13,2636,2555,5197
207031163,267,260,532,95,151,246,0,0,0,26,24,48,10,15,25,2424,1657,4083,134,249,377,26,0,28,30,0,33,40,20,58,31,15,47,238,379,626,3324,2773,6101,73,84,157,0,0,0,32,31,60,21,10,34,4,12,17,17,8,22,146,144,288,0,0,0,0,9,6,8,0,3,4,16,21,4,13,11,16,30,43,34,20,55,193,194,390,30,45,76,0,0,3,0,0,0,35,47,75,1666,1687,3349,508,791,1300,27,14,41,5749,5509,11258
207031164,91,87,178,70,81,152,0,0,0,0,11,19,6,7,12,2069,1639,3713,113,224,339,15,0,15,10,0,11,38,11,45,25,16,43,75,111,183,2522,2195,4718,35,26,63,0,0,0,4,8,10,13,9,21,4,0,7,0,4,0,55,45,99,0,0,0,7,4,8,4,12,19,0,5,6,3,0,8,13,23,39,13,11,26,87,74,164,23,25,48,0,0,0,0,0,0,27,25,51,1516,1531,3039,361,647,1013,11,14,27,4525,4492,9012
207031165,33,35,70,49,61,108,0,0,0,65,65,130,5,19,28,1439,1053,2492,58,126,180,14,0,14,22,0,22,6,4,10,12,9,23,50,68,124,1756,1438,3194,10,31,41,0,0,0,8,4,15,9,8,23,0,4,4,4,0,5,39,46,86,0,0,0,16,27,37,7,0,9,0,5,0,0,0,0,22,34,51,17,16,35,77,95,168,17,25,42,0,6,7,0,0,0,20,28,47,827,905,1731,284,455,746,15,9,32,2985,2939,5922
207031166,29,28,53,25,28,58,0,0,0,24,41,67,8,8,13,1364,944,2298,69,121,189,14,0,14,4,3,4,8,0,10,11,9,23,31,15,44,1577,1195,2777,21,21,36,0,0,0,0,0,7,13,5,21,5,0,0,0,0,0,40,33,73,0,0,0,6,9,18,3,0,3,0,0,4,0,0,0,7,17,23,15,16,30,68,61,132,23,26,40,0,5,6,0,0,0,18,28,47,759,773,1536,206,298,503,13,8,20,2651,2360,5015
207031167,93,73,169,4,7,9,0,5,5,10,22,36,3,4,7,1007,828,1835,43,79,120,13,0,13,10,0,10,12,4,15,13,7,22,36,66,100,1244,1090,2337,8,4,11,0,0,0,6,0,12,12,5,12,0,0,0,5,0,6,28,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,13,27,40,33,74,6,8,12,0,0,0,0,0,0,4,14,10,1160,1143,2308,211,382,596,6,9,15,2668,2672,5339
208011168,42,20,60,10,9,19,0,0,0,0,0,0,0,0,9,1504,1217,2726,62,104,161,6,0,6,6,3,12,28,4,41,8,14,22,52,79,130,1729,1451,3178,6,10,15,0,0,0,0,0,0,9,11,20,0,6,6,0,0,3,21,17,42,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,4,6,5,7,13,32,32,66,7,0,4,0,0,0,0,0,0,7,0,5,1420,1430,2852,312,532,850,16,11,26,3516,3459,6972
208011169,175,137,302,10,14,26,0,0,0,0,3,5,6,10,16,2094,1584,3677,70,123,193,13,0,13,15,0,13,81,17,100,21,19,46,123,149,276,2619,2055,4672,6,7,10,0,0,0,8,15,22,13,9,16,0,3,4,5,0,7,29,36,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,13,19,45,50,93,4,7,15,0,0,5,0,3,0,9,11,18,2470,2475,4945,471,737,1209,22,30,45,5626,5357,10978
208011170,83,41,119,3,8,13,0,0,0,10,14,24,8,5,13,1631,1297,2925,75,109,187,17,0,17,16,0,19,46,17,60,19,9,31,44,67,108,1959,1563,3519,6,4,8,0,0,0,3,3,7,7,9,19,0,6,6,3,0,3,24,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,21,40,27,67,9,11,21,0,0,0,0,0,0,14,11,23,1730,1754,3486,367,545,913,12,10,24,4124,3911,8032
208011171,76,77,150,14,18,32,0,0,0,0,0,0,0,3,7,1367,1069,2437,67,95,162,14,0,13,15,0,16,40,12,52,8,15,21,61,69,132,1660,1357,3016,14,11,22,0,0,0,9,5,20,6,8,16,3,4,6,3,0,3,35,28,67,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,8,8,4,13,17,43,48,88,5,8,15,0,0,0,0,0,0,6,8,18,1265,1361,2627,284,516,802,9,3,11,3270,3301,6569
208011172,130,104,229,16,13,31,0,0,0,3,0,3,5,9,9,1758,1407,3170,69,105,174,11,0,13,23,0,20,60,26,86,17,17,34,78,103,180,2166,1778,3944,11,11,25,0,0,0,3,9,11,4,6,14,5,3,3,3,0,4,29,30,54,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,23,17,37,53,46,102,6,9,10,0,0,0,0,0,0,6,5,10,2034,2023,4058,421,699,1117,19,13,41,4695,4572,9273
208011173,85,75,160,7,12,22,0,0,0,0,0,0,3,0,3,1726,1349,3071,61,100,165,15,0,12,23,0,23,57,17,67,23,15,31,72,116,191,2066,1678,3744,12,8,21,0,0,0,4,4,10,12,10,25,5,3,13,6,5,9,42,37,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,17,12,32,61,49,115,8,14,19,0,0,0,0,0,0,9,14,18,1831,1913,3738,372,641,1014,30,16,47,4365,4316,8679
208021174,240,212,450,27,34,60,0,0,0,7,3,8,9,9,14,2541,2164,4706,109,199,306,22,0,22,32,0,30,74,27,96,25,10,35,79,141,222,3164,2798,5961,32,25,59,0,0,0,15,29,37,24,18,36,4,6,15,5,4,5,81,74,157,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,8,9,23,16,39,108,96,201,15,14,31,0,0,0,0,0,0,15,15,33,2559,2650,5204,591,928,1523,19,19,44,6466,6506,12971
208021176,270,264,535,22,56,77,4,0,4,19,31,54,9,12,27,2060,1577,3634,77,136,208,18,0,21,26,4,26,52,21,68,35,18,50,81,124,201,2663,2239,4901,40,45,85,0,0,0,34,37,72,27,19,48,3,3,6,9,5,13,117,107,222,0,0,0,0,5,6,0,0,8,0,10,11,4,3,8,9,16,22,19,11,31,142,136,272,29,23,56,0,4,0,0,0,3,31,28,63,2049,2163,4211,419,693,1118,21,17,33,5325,5276,10602
208021177,154,148,303,20,32,51,0,0,0,81,71,154,17,12,29,2420,1739,4154,79,162,243,15,0,11,38,6,38,77,30,102,20,22,39,137,170,304,3042,2390,5432,16,19,34,0,0,0,32,43,74,8,10,10,5,4,8,5,6,15,65,80,140,0,0,0,6,5,11,0,3,6,0,0,0,0,0,0,8,8,16,31,20,53,101,111,206,18,19,44,0,3,3,8,5,10,25,25,50,2327,2375,4705,474,753,1223,23,27,49,5991,5675,11672
208021178,105,70,177,5,14,19,0,0,0,47,53,98,9,13,20,1906,1565,3470,79,109,186,23,0,23,23,0,22,60,21,80,23,12,32,58,66,126,2328,1936,4266,12,6,18,0,0,0,26,29,55,10,11,25,0,7,8,7,4,12,61,55,110,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,3,8,10,31,20,52,92,78,173,11,12,17,0,0,0,0,0,9,13,15,23,1880,1902,3783,385,600,986,17,23,43,4722,4551,9268
208021179,138,123,261,7,17,27,0,0,0,8,24,34,6,5,12,1150,911,2061,26,85,117,6,0,6,27,0,27,51,7,59,10,13,25,76,118,196,1508,1309,2826,9,10,17,0,0,0,6,17,23,9,4,17,0,0,4,5,5,11,31,39,68,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,5,5,13,7,16,48,49,94,7,8,14,0,6,6,0,0,3,11,13,20,1400,1550,2956,238,462,702,11,18,30,3220,3406,6622
208021180,94,100,196,16,32,50,0,0,0,0,0,0,6,0,9,875,667,1546,34,66,99,6,4,10,11,0,11,13,6,26,8,7,18,36,59,99,1111,945,2055,10,15,29,0,0,0,13,23,35,9,5,9,3,3,4,0,0,7,30,43,77,0,0,0,0,3,3,4,0,4,0,3,3,0,0,0,3,5,8,4,7,10,44,51,94,5,5,11,0,0,0,0,0,0,7,5,10,749,776,1529,177,304,485,9,0,14,2097,2096,4189
208021181,119,122,237,18,24,45,0,0,0,0,5,5,3,0,6,1070,840,1906,31,77,111,9,0,9,15,0,14,27,10,43,14,7,26,40,53,94,1350,1142,2499,14,21,35,0,0,0,7,12,20,9,4,12,0,5,6,0,3,10,35,48,87,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,6,14,3,14,49,57,110,13,11,21,0,0,0,0,0,0,13,11,21,1003,1053,2055,209,361,572,16,4,22,2641,2634,5274
208021182,207,208,410,16,23,44,0,0,0,9,27,37,4,11,20,1386,1129,2513,57,124,178,12,0,12,17,0,19,36,17,52,17,17,33,57,81,144,1842,1632,3468,32,18,51,0,0,0,23,26,53,16,6,20,4,6,7,9,5,16,87,65,155,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,6,8,19,14,34,105,87,190,16,23,40,0,4,4,0,0,0,16,26,41,1521,1426,2956,339,475,814,16,6,15,3840,3650,7493
208021426,57,49,103,27,28,47,0,0,0,0,0,3,3,3,9,1903,1647,3545,86,161,247,27,0,27,16,3,12,31,6,36,20,16,39,42,56,103,2216,1965,4184,30,21,52,0,0,0,4,4,7,29,13,44,0,3,3,0,0,0,63,50,108,0,0,0,0,0,0,4,5,8,0,4,4,0,0,0,4,11,9,14,19,33,75,78,149,18,15,31,0,0,0,0,0,0,18,14,33,1509,1608,3113,376,579,955,17,3,18,4213,4250,8462
208021427,53,42,90,17,24,43,0,0,0,0,0,0,7,3,6,1840,1355,3200,83,92,184,17,0,17,17,0,15,36,4,45,18,15,32,40,43,80,2128,1587,3716,11,15,27,0,0,0,0,0,0,21,10,31,0,0,0,3,0,3,29,31,64,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,6,12,9,17,48,44,86,9,7,19,5,0,5,0,0,0,14,7,23,1235,1389,2628,287,513,800,6,13,21,3719,3549,7268
208031183,29,26,51,8,9,17,3,0,3,0,0,0,0,0,0,1385,1082,2471,70,79,150,24,0,24,3,0,8,15,6,22,6,12,15,11,24,38,1553,1236,2798,6,7,10,0,0,0,0,0,0,9,5,14,0,3,8,0,0,0,19,22,35,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,13,12,18,26,27,56,3,4,12,0,0,0,0,0,0,3,4,12,623,672,1297,209,363,563,5,7,11,2423,2316,4735
