SA2_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
209031213,883,1776,21,119,169,747,20,101,650,2559,864,3533,153,651,148,544,364,1201,666,2398,1527,5930,3,21,21,56,6,22,66,165,97,265,20,52,35,76,98,218,143,348,237,613,25,56,2673,8381
209031214,661,1332,12,84,110,515,10,48,489,1949,626,2593,103,430,147,518,204,678,454,1628,1080,4220,0,8,12,40,9,12,60,153,80,220,16,51,22,48,69,151,107,250,188,471,9,26,1944,6046
209031215,1301,2606,39,212,219,987,40,178,1042,4097,1342,5476,191,816,226,827,507,1696,928,3344,2267,8824,12,31,41,126,8,33,138,357,200,546,49,162,63,146,217,493,334,794,527,1345,36,67,4124,12834
209041216,605,1229,9,42,117,543,12,53,397,1549,538,2188,80,330,122,443,228,742,422,1518,960,3707,0,10,16,49,7,17,77,193,97,264,15,38,53,120,102,229,164,388,265,648,37,81,1865,5666
209041217,695,1415,8,53,39,181,12,44,340,1268,397,1541,43,174,38,145,173,567,253,878,649,2420,4,22,17,42,4,7,80,199,98,270,10,35,32,83,160,339,201,458,297,731,40,76,1682,4639
209041220,1618,3272,27,162,237,1089,41,199,972,3700,1273,5141,205,888,250,921,770,2590,1227,4396,2505,9533,4,20,50,170,20,74,226,607,299,864,46,156,71,166,350,798,462,1116,767,1983,60,125,4946,14915
209041221,1076,2176,17,101,97,481,35,183,666,2560,820,3329,117,509,109,403,474,1587,702,2500,1522,5833,11,37,29,126,15,44,136,376,191,587,44,146,53,120,259,589,363,856,550,1440,57,127,3205,9570
209041223,1954,3977,47,289,194,982,49,244,1105,4276,1400,5790,136,625,145,510,641,2130,921,3267,2323,9057,12,54,60,226,32,118,273,750,373,1152,50,192,100,247,578,1341,728,1780,1103,2932,142,313,5522,16275
209041224,1894,3817,63,346,271,1292,106,486,2025,7911,2462,10037,140,632,170,607,533,1770,846,3014,3310,13049,10,39,65,238,41,168,387,1117,501,1562,39,135,80,179,328,736,448,1050,949,2611,64,125,6219,19603
209041225,1020,2052,35,186,122,577,30,145,779,3056,963,3963,72,316,96,333,249,832,417,1481,1384,5437,7,30,30,110,24,88,124,314,193,543,27,84,41,103,169,371,244,555,431,1098,37,75,2866,8662
209041431,949,1912,30,145,161,796,45,216,858,3379,1092,4534,137,597,117,427,427,1451,686,2476,1781,7006,9,45,43,144,22,85,173,483,245,751,44,144,66,164,267,612,376,916,620,1669,55,117,3403,10709
209041432,732,1501,16,91,71,338,38,174,440,1729,565,2330,51,225,77,265,241,799,369,1292,933,3618,3,33,30,91,7,25,149,395,187,552,32,97,39,89,225,510,289,687,481,1236,47,101,2195,6454
209041433,699,1420,37,223,185,892,34,175,1218,4777,1468,6066,84,372,126,443,241,819,449,1640,1916,7700,10,41,30,114,18,66,224,631,279,857,33,121,35,88,168,411,241,618,519,1473,48,104,3177,10698
209041435,783,1586,38,230,248,1141,45,225,1120,4403,1465,5994,158,686,189,708,348,1191,697,2583,2158,8578,7,43,41,144,20,87,141,405,212,674,38,118,59,135,171,389,264,645,477,1324,29,69,3452,11547
209041436,953,1929,24,139,196,893,32,138,878,3349,1130,4524,150,663,151,526,367,1246,669,2444,1797,6968,10,40,35,112,7,48,163,431,215,633,32,110,62,140,244,567,338,816,556,1442,43,103,3354,10444
209041437,1540,3159,66,383,353,1702,54,271,3053,11858,3523,14216,110,494,181,635,288,991,579,2118,4107,16334,16,77,61,258,29,107,332,928,439,1371,34,124,65,167,219,535,326,825,763,2198,96,194,6501,21886
209041527,1091,2194,39,229,355,1622,57,268,1532,6119,1985,8236,143,608,178,641,330,1089,648,2338,2628,10574,12,38,82,253,34,131,262,700,393,1119,44,143,77,165,202,452,323,758,715,1870,30,69,4461,14712
209041528,808,1625,16,89,128,604,28,131,1167,4474,1339,5298,64,271,74,270,146,481,288,1014,1628,6313,14,38,50,176,8,29,210,594,283,834,24,81,49,113,150,340,224,540,511,1373,32,71,2971,9383
209041529,914,1837,16,132,92,444,23,110,606,2354,742,3037,50,236,63,223,275,920,391,1381,1128,4418,9,48,20,96,10,50,127,350,172,541,22,87,41,111,297,677,366,878,538,1418,76,156,2658,7834
209041530,1092,2224,37,225,171,849,38,179,929,3710,1169,4963,124,551,109,391,386,1286,616,2231,1783,7186,19,77,44,179,34,116,156,449,245,822,31,119,47,130,351,843,430,1087,674,1908,65,146,3615,11458
209041531,871,1775,17,85,163,757,36,168,1184,4553,1402,5568,61,255,85,281,183,584,324,1122,1726,6698,8,37,49,182,18,74,225,584,307,877,30,88,50,108,168,368,245,564,554,1435,32,73,3170,9978
209041532,769,1558,27,143,176,806,46,220,1341,5203,1591,6371,56,248,104,361,200,689,362,1305,1957,7677,12,47,41,146,19,67,218,582,285,842,21,72,44,93,166,387,235,551,522,1395,40,94,3290,10721
210011226,840,1703,8,46,74,341,13,52,578,2167,674,2600,46,209,71,245,192,627,312,1081,985,3685,3,7,24,68,3,14,124,307,147,388,20,68,32,72,207,455,261,602,411,997,55,117,2299,6495
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,911,1836,19,95,119,522,20,74,529,2089,686,2775,97,420,107,385,301,1004,503,1807,1186,4588,7,14,19,69,12,51,94,223,132,357,25,79,31,70,181,391,236,539,365,903,28,61,2497,7391
210011230,631,1258,4,19,107,510,10,41,539,2075,668,2645,80,340,122,445,193,644,387,1425,1052,4072,5,14,27,84,10,33,77,178,115,316,18,59,52,119,133,288,198,467,320,785,42,84,2041,6197
210011231,853,1706,22,101,211,965,13,71,708,2770,954,3914,116,509,193,733,303,998,611,2233,1564,6141,0,9,23,72,3,9,80,214,114,305,26,81,47,126,141,302,217,507,330,811,26,63,2775,8729
210011533,1260,2545,19,104,134,609,23,92,793,3055,960,3863,105,442,122,443,399,1303,617,2186,1577,6047,0,12,37,127,11,35,125,311,171,486,31,112,50,122,296,659,378,895,553,1383,63,143,3456,10111
210011534,1515,3051,16,77,209,967,22,98,1018,3927,1263,5065,125,529,224,825,458,1506,811,2859,2071,7931,7,35,38,110,18,44,184,472,240,665,39,126,77,175,324,733,439,1039,680,1699,59,124,4321,12802
210021232,1413,2835,22,118,230,1094,33,153,1141,4602,1430,5965,121,507,210,775,300,950,635,2232,2062,8195,12,33,42,156,11,37,162,431,220,655,22,69,59,129,139,310,222,500,445,1156,23,51,3943,12239
210021233,439,868,12,52,55,256,0,13,259,1032,329,1357,21,94,51,179,75,222,151,499,474,1855,3,9,15,40,0,4,22,65,43,123,8,13,3,13,29,72,47,100,84,224,3,11,1002,2955
210021234,495,992,7,43,67,303,18,84,316,1231,406,1660,46,187,63,219,117,372,219,773,630,2438,0,12,13,37,6,16,49,124,74,190,8,35,22,50,52,107,84,194,153,382,10,24,1292,3837
210021235,1250,2501,23,118,137,639,43,194,735,2890,939,3845,78,333,114,408,277,902,472,1644,1411,5492,3,16,27,82,15,55,141,410,189,565,21,66,32,68,138,308,188,438,376,1004,17,41,3064,9032
210031236,731,1468,7,41,86,390,16,60,626,2365,728,2857,53,219,85,289,166,534,296,1041,1028,3902,4,13,21,63,7,21,132,297,163,395,14,52,40,79,148,337,201,465,364,860,42,88,2157,6310
210031237,1002,2041,46,263,183,974,44,207,979,4063,1249,5510,92,426,99,373,293,1000,484,1797,1733,7310,10,44,34,144,20,60,128,365,195,611,35,117,32,82,327,733,391,929,582,1541,73,156,3394,11050
210031439,272,543,7,41,63,301,6,32,230,863,310,1234,33,150,45,165,72,236,154,552,458,1782,5,5,9,32,5,9,38,97,52,136,3,13,10,35,64,146,80,201,136,331,14,28,876,2686
210031440,584,1177,18,118,70,355,17,77,418,1629,522,2172,41,172,33,112,159,556,234,838,761,3008,8,27,12,34,8,25,93,250,113,338,13,40,24,62,124,284,164,380,277,717,27,59,1645,4963
210031535,1300,2633,42,262,139,707,29,143,975,3792,1184,4902,82,363,93,330,250,828,428,1523,1605,6427,8,32,34,120,14,55,184,496,241,711,40,137,55,134,321,726,422,994,661,1700,108,235,3678,10991
210031536,898,1846,10,76,60,282,15,56,646,2390,730,2802,35,162,44,143,128,426,207,732,941,3537,0,3,26,85,4,14,113,275,141,379,16,64,43,108,138,290,197,465,340,844,71,157,2253,6377
210031537,852,1720,6,31,73,336,14,44,605,2221,694,2635,64,262,79,271,128,434,268,969,960,3607,0,4,16,50,3,21,87,204,110,278,24,66,32,88,127,288,177,443,289,718,44,95,2147,6144
210031538,1698,3409,28,166,181,828,20,88,1329,4897,1559,5975,110,462,162,567,311,1063,581,2095,2144,8073,4,26,51,156,12,41,225,551,297,767,37,125,77,186,286,615,399,928,693,1692,93,206,4627,13376
210041240,1341,2697,37,193,188,883,55,250,921,3628,1206,4950,138,596,172,623,412,1375,728,2590,1928,7542,11,42,42,130,15,46,200,526,263,749,48,147,47,107,232,525,325,774,589,1521,56,122,3913,11881
210041539,553,1116,7,38,38,180,21,80,495,1840,555,2138,18,73,37,117,100,337,151,533,708,2667,6,15,14,46,6,16,85,237,107,319,9,30,16,33,85,179,107,242,212,555,26,56,1498,4399
210041540,1430,2880,34,196,180,807,47,223,985,3761,1249,4987,109,453,145,487,346,1130,592,2063,1839,7050,16,51,45,165,21,72,284,743,370,1029,30,104,66,154,295,650,397,898,762,1928,52,115,4093,11971
210041541,1096,2200,20,108,122,555,31,154,808,3097,986,3909,92,408,97,339,347,1125,541,1865,1522,5777,9,45,27,99,16,56,175,483,235,677,24,76,71,155,220,489,307,723,540,1399,30,66,3193,9450
210051242,850,1737,51,326,132,695,39,235,782,3214,1009,4466,70,324,63,230,270,927,403,1478,1406,5947,19,90,56,228,25,107,219,639,318,1069,31,112,60,138,375,884,473,1132,785,2200,107,232,3156,10116
210051243,904,1842,89,581,212,1162,76,405,866,3799,1236,5943,106,490,101,377,472,1687,679,2558,1918,8502,28,126,63,235,30,109,215,670,335,1134,50,185,62,156,450,1067,560,1410,895,2545,102,210,3811,13100
210051245,1717,3452,49,287,220,1015,29,152,1057,4142,1352,5589,159,684,187,660,605,2053,947,3396,2296,8986,16,64,54,207,26,91,231,638,324,1007,51,166,100,241,491,1114,638,1526,966,2535,74,155,5054,15127
210051246,1693,3416,72,437,379,1831,77,372,1701,6740,2228,9382,275,1215,310,1143,847,2896,1433,5256,3662,14639,17,77,64,240,19,73,215,592,311,981,66,226,71,173,290,688,428,1085,736,2066,55,119,6146,20232
210051247,797,1629,75,477,202,1097,57,287,783,3389,1127,5248,183,865,102,356,523,1854,808,3079,1932,8327,22,109,62,286,33,119,249,754,368,1267,57,195,69,168,391,958,515,1323,878,2588,72,165,3681,12708
210051248,6,11,0,0,0,0,0,0,0,13,0,13,0,8,0,0,0,11,6,15,7,30,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,4,10,0,0,18,51
210051250,700,1414,8,30,45,195,9,27,413,1524,471,1785,28,146,35,115,170,558,232,819,702,2606,3,6,20,70,5,21,105,271,132,372,20,77,24,60,169,384,220,521,352,894,42,89,1798,5002
210051441,566,1166,23,164,107,527,21,95,544,2174,695,2960,67,305,72,250,262,883,401,1434,1094,4389,7,44,29,103,15,68,134,397,188,617,24,93,26,68,171,416,227,577,415,1196,26,68,2115,6818
210051442,613,1256,47,293,237,1125,54,279,1126,4498,1471,6191,129,583,139,504,286,990,551,2075,2018,8270,11,58,36,150,18,56,179,494,240,759,31,104,45,115,164,393,239,614,487,1367,52,112,3167,11002
210051443,1220,2518,83,510,357,1762,77,378,1919,7727,2437,10378,209,977,208,762,540,1844,960,3587,3399,13965,23,121,63,246,34,127,264,763,379,1258,57,211,71,166,340,837,469,1214,847,2468,77,179,5547,19130
210051445,1541,3164,68,467,250,1253,57,307,2958,11339,3340,13363,116,523,96,359,299,1033,512,1920,3851,15281,19,82,53,183,23,100,349,1000,443,1370,40,123,43,102,217,526,294,747,739,2109,75,162,6216,20717
210051542,498,1022,33,222,122,580,31,155,1308,5124,1500,6086,59,254,71,250,96,343,216,843,1720,6931,10,46,22,76,17,75,125,360,177,557,15,41,26,59,101,246,138,344,312,901,29,62,2560,8911
210051543,758,1565,43,236,215,1062,52,281,1376,5317,1688,6901,87,415,90,337,207,753,388,1505,2067,8401,8,28,42,141,15,58,177,505,240,735,25,101,46,111,150,369,226,583,454,1315,46,97,3332,11381
210051544,514,1047,60,385,197,1029,46,221,483,2007,788,3647,142,635,118,418,373,1321,627,2378,1412,6019,21,104,31,121,17,61,115,344,183,627,35,134,40,98,185,437,256,671,440,1302,33,72,2399,8438
210051545,543,1118,119,741,355,1906,81,431,984,4218,1541,7297,241,1132,151,576,398,1461,795,3173,2334,10464,19,105,45,177,29,121,146,469,238,872,42,163,45,109,226,588,310,861,546,1727,38,90,3457,13397
211011251,1306,2640,5,52,126,546,20,86,848,3169,999,3861,61,269,107,374,290,908,457,1549,1450,5402,12,73,36,111,16,61,194,489,260,728,30,94,76,178,299,648,410,925,668,1654,61,138,3490,9839
211011254,1571,3196,29,141,236,1069,37,150,1267,4753,1559,6109,145,619,293,1072,468,1522,901,3209,2463,9318,6,23,40,144,15,55,209,535,268,754,32,94,112,257,289,640,428,986,697,1738,64,138,4806,14401
211011255,563,1134,13,67,111,500,22,96,415,1660,561,2327,124,537,143,518,306,1025,566,2086,1134,4409,0,14,17,48,5,12,56,147,73,222,14,51,25,55,65,153,102,254,180,475,8,8,1882,6026
211011256,1523,3081,30,157,186,827,38,178,1024,3980,1277,5135,157,680,266,944,632,2107,1053,3735,2333,8874,4,21,39,107,9,33,161,419,212,581,31,117,74,168,290,652,392,935,607,1520,58,118,4522,13593
211011257,693,1405,26,133,133,603,19,93,574,2249,751,3081,133,566,128,472,284,944,542,1976,1293,5059,5,8,27,96,5,23,60,157,97,279,13,61,37,82,105,236,162,370,254,655,19,46,2264,7161
211011258,993,2016,20,89,167,741,33,161,642,2479,859,3474,158,697,233,829,427,1427,818,2948,1678,6424,3,7,32,118,9,13,85,226,127,363,29,80,41,93,138,320,201,495,328,860,32,65,3030,9361
211011259,1466,2964,17,84,177,837,35,173,1078,4171,1310,5272,119,530,196,674,435,1383,747,2590,2054,7861,5,27,48,155,12,48,156,415,223,644,37,111,60,140,230,525,328,771,554,1419,42,85,4111,12328
211011260,1786,3600,19,134,236,1059,30,157,1055,4045,1336,5392,203,879,311,1122,672,2221,1187,4223,2528,9621,8,39,50,159,15,62,162,420,236,682,38,113,104,238,310,703,448,1053,683,1737,66,130,5061,15088
211011446,2457,4948,33,210,201,917,46,224,1589,5949,1875,7293,117,494,206,707,477,1545,794,2743,2670,10039,11,42,83,271,28,93,379,1002,498,1398,51,160,137,295,524,1147,709,1599,1204,3001,118,248,6454,18238
211011447,1442,2890,22,116,144,648,27,130,915,3509,1107,4401,95,399,122,449,337,1078,559,1928,1667,6329,6,17,39,137,17,59,226,569,289,781,41,131,89,212,312,704,444,1046,738,1832,65,133,3911,11184
211011448,1485,2986,34,167,182,838,31,145,1084,4115,1327,5262,151,657,193,676,465,1526,807,2861,2133,8116,11,37,47,153,25,92,191,504,268,790,48,156,75,171,305,686,431,1014,703,1808,67,133,4381,13049
211011449,441,891,9,40,67,305,7,39,337,1298,417,1679,34,137,43,156,113,362,193,654,607,2334,0,17,10,34,8,28,53,139,73,213,4,27,15,32,81,177,102,236,178,448,12,32,1238,3702
211021261,1582,3178,32,167,274,1285,32,131,1020,4063,1358,5641,200,863,370,1351,516,1708,1091,3925,2447,9572,3,11,51,159,12,25,131,325,190,528,34,113,61,158,183,411,283,682,469,1209,22,46,4524,14005
211021262,1001,1988,31,162,214,975,25,117,573,2311,846,3567,143,620,225,802,355,1191,725,2619,1568,6185,4,5,36,97,14,33,54,145,98,283,15,51,44,100,114,245,172,399,269,677,13,33,2852,8883
211031263,1090,2204,23,117,135,628,28,136,841,3206,1032,4088,102,441,110,372,369,1197,573,2013,1609,6106,11,37,30,101,16,49,166,441,220,628,21,63,60,128,244,542,324,730,544,1362,51,112,3288,9775
211031265,1714,3426,37,180,291,1312,35,162,1284,4997,1645,6656,233,1005,289,1031,619,2018,1149,4050,2792,10704,4,25,56,169,19,55,198,507,274,759,63,201,90,205,255,567,416,982,686,1739,47,99,5237,15971
211031266,1911,3838,26,161,208,964,29,143,1327,4939,1598,6214,82,375,162,564,343,1120,587,2060,2187,8272,4,30,64,201,19,47,250,622,331,897,45,139,136,311,293,637,469,1087,803,1986,84,177,4982,14275
211031267,1932,3883,42,236,282,1303,33,150,1677,6374,2025,8058,161,715,257,908,439,1428,861,3048,2884,11111,8,36,50,155,14,44,259,647,328,883,61,193,104,231,342,740,511,1159,834,2041,79,163,5726,17197
211031268,1030,2074,17,78,166,746,17,80,706,2753,901,3655,103,432,162,588,266,878,534,1896,1435,5549,8,22,18,60,11,32,80,192,110,307,27,100,45,105,150,321,226,522,333,830,18,42,2819,8488
211031450,1640,3309,20,124,133,641,37,176,1124,4334,1313,5270,80,338,111,384,281,936,471,1654,1789,6923,10,30,50,188,30,99,272,633,366,957,37,102,98,201,354,751,485,1055,854,2007,75,149,4356,12393
211031451,1509,3019,23,121,140,617,27,119,1029,3922,1211,4779,112,479,143,506,275,890,531,1878,1737,6661,4,23,51,176,10,43,199,504,265,738,36,109,69,152,236,529,341,793,606,1532,44,84,3892,11300
211031452,499,1000,5,35,51,219,12,59,388,1508,461,1818,36,172,42,160,120,388,205,713,660,2536,4,8,16,46,3,24,80,204,105,283,5,13,25,54,103,228,128,287,236,568,13,28,1413,4133
211041269,1005,2027,16,63,123,553,13,58,751,2867,910,3540,87,366,153,566,253,813,489,1743,1398,5281,0,11,31,105,5,22,106,268,145,398,34,109,72,164,215,480,318,754,464,1154,65,130,2928,8589
211041270,1733,3473,19,103,204,921,29,126,1366,5106,1612,6256,119,506,233,837,318,1049,674,2390,2290,8650,0,4,30,97,14,44,161,373,207,516,35,122,97,231,269,599,406,948,614,1458,74,156,4708,13738
211041271,1166,2346,13,77,158,705,9,36,968,3632,1143,4450,93,387,158,587,211,689,461,1663,1606,6114,0,7,32,111,9,16,118,286,156,412,20,54,68,154,186,411,279,620,433,1033,65,146,3270,9645
211041272,956,1935,13,85,186,819,14,70,937,3646,1155,4612,85,367,219,792,212,705,517,1867,1675,6475,6,26,41,135,8,31,108,276,165,470,21,65,64,162,166,358,249,579,412,1052,36,79,3082,9536
211041273,1335,2712,12,74,164,707,16,67,725,2791,911,3649,133,580,234,838,397,1294,757,2708,1674,6355,3,14,34,109,9,30,103,260,148,415,29,97,60,150,171,384,256,631,405,1045,40,85,3453,10196
211051274,1013,2036,22,108,141,619,43,194,725,2821,924,3738,88,379,127,426,300,991,510,1802,1438,5537,3,12,32,106,16,38,126,301,177,457,25,87,54,124,151,342,232,556,408,1012,23,49,2879,8633
211051275,1211,2431,28,169,153,703,35,157,876,3382,1088,4414,112,468,128,454,335,1103,579,2028,1672,6439,12,43,37,136,8,32,135,365,196,574,38,119,44,107,197,447,278,671,469,1247,29,61,3382,10181
211051276,1674,3351,18,112,137,644,57,264,837,3293,1047,4309,77,341,97,333,398,1270,577,1941,1622,6250,3,34,43,140,23,72,187,482,260,722,37,114,49,110,250,544,337,767,594,1484,40,79,3931,11168
211051277,1031,2071,22,96,88,439,22,95,699,2691,832,3318,59,253,60,200,215,721,330,1173,1165,4495,4,11,32,133,19,64,180,444,236,652,25,78,44,104,223,485,297,675,532,1326,45,96,2771,7991
211051278,2138,4300,46,234,240,1082,57,247,1221,4751,1561,6320,180,746,194,680,558,1820,929,3247,2489,9565,7,24,65,215,23,91,267,667,369,1002,49,150,85,201,339,751,470,1102,835,2103,66,133,5521,16106
211051279,620,1250,6,41,90,414,13,61,373,1477,480,1989,66,295,73,260,167,545,307,1092,778,3087,0,4,19,64,8,30,72,194,100,291,7,36,22,51,66,153,102,240,201,531,17,33,1626,4896
211051280,677,1361,10,78,93,443,18,81,536,2084,658,2685,63,286,82,265,206,684,351,1246,1012,3925,0,3,17,45,9,34,72,177,92,264,17,50,17,32,92,198,119,280,218,535,15,30,1920,5857
211051281,2212,4450,65,383,277,1329,88,426,1697,6651,2133,8790,194,867,214,740,626,2049,1030,3657,3163,12445,9,42,69,221,31,114,311,800,424,1183,60,210,101,229,466,1036,628,1469,1049,2647,79,171,6503,19707
211051282,1203,2396,14,76,118,528,17,67,674,2600,821,3271,86,385,124,465,240,759,459,1609,1277,4877,6,12,14,42,5,18,113,261,131,336,22,59,41,95,129,281,191,433,325,768,15,35,2823,8084
211051283,970,1948,28,145,115,565,33,161,720,2882,899,3760,86,389,113,393,333,1092,535,1884,1439,5641,3,12,23,80,11,26,115,313,153,431,25,82,33,68,131,294,186,446,339,873,31,63,2776,8524
211051284,983,1976,19,113,133,627,29,137,740,2832,927,3709,86,368,113,388,271,858,478,1617,1399,5316,0,15,31,106,12,30,113,264,156,410,29,82,54,114,189,420,265,613,424,1029,16,34,2825,8362
211051285,860,1732,18,94,110,501,33,155,552,2154,712,2908,87,379,80,291,266,887,436,1559,1145,4468,4,4,15,43,7,36,88,218,110,304,16,54,17,40,122,275,158,367,266,674,21,43,2292,6911
211051286,1809,3623,39,242,179,862,59,268,981,3799,1255,5165,100,429,95,326,420,1350,615,2103,1874,7271,13,62,47,173,29,100,289,749,378,1094,34,114,64,149,295,628,399,893,778,1982,55,107,4508,12983
212011289,1872,3774,51,287,292,1348,53,218,1309,5229,1704,7078,173,728,236,839,538,1776,953,3346,2662,10424,8,40,33,120,16,42,192,520,249,721,38,121,52,108,219,475,306,704,555,1420,35,71,5125,15691
212011546,1980,4036,71,390,344,1604,61,278,2174,8375,2653,10648,186,818,279,995,465,1547,929,3367,3577,14017,15,74,70,241,24,76,354,952,466,1336,68,231,106,240,283,630,460,1106,923,2442,75,159,6557,20653
212011547,1063,2132,37,229,146,686,36,147,623,2557,834,3618,104,426,78,284,272,888,455,1601,1283,5221,6,21,14,48,6,34,87,250,113,355,16,50,24,58,127,282,168,391,283,745,21,47,2646,8144
212011548,1075,2161,32,178,114,564,53,242,746,2935,948,3909,67,292,57,193,233,781,365,1268,1306,5179,7,27,25,93,19,69,130,340,182,527,20,48,29,72,135,310,182,433,363,956,29,68,2776,8363
212011549,1294,2598,34,207,138,660,64,288,1288,4987,1519,6138,68,302,86,301,239,780,394,1378,1912,7514,12,68,65,256,28,121,399,1071,509,1525,47,166,51,106,271,611,367,889,872,2408,64,134,4143,12659
212011550,660,1328,20,95,92,426,21,84,740,2893,865,3496,48,221,41,147,108,365,201,730,1063,4225,11,51,29,102,3,17,144,388,190,560,17,64,38,88,101,215,154,369,348,931,24,55,2093,6537
212011551,679,1389,8,59,39,186,15,82,401,1518,466,1846,22,112,26,107,89,287,146,499,607,2343,5,17,22,75,17,62,142,366,181,515,10,30,31,78,135,300,173,406,362,923,39,80,1691,4737
212011552,2005,4089,71,421,417,1985,118,552,2227,8952,2829,11916,153,638,230,804,465,1510,846,2948,3674,14865,32,174,109,424,41,153,547,1553,726,2300,66,222,108,247,405,907,576,1378,1304,3678,94,200,7082,22827
212021293,2433,4891,34,202,309,1403,52,226,1426,5489,1822,7318,211,908,368,1294,663,2186,1242,4389,3063,11708,6,37,58,188,20,63,274,718,356,1006,44,163,108,242,349,769,507,1179,864,2182,62,134,6422,18910
212021295,775,1583,42,299,129,684,52,240,699,2743,918,3973,64,284,70,242,204,666,335,1193,1251,5166,14,75,55,183,26,107,201,556,292,920,21,69,37,81,294,686,349,835,646,1756,79,175,2757,8678
212021297,876,1791,52,330,152,797,52,260,700,2823,950,4209,81,385,115,410,317,1070,512,1866,1467,6073,18,84,23,112,14,54,134,390,191,642,33,110,41,103,223,505,297,713,486,1353,44,93,2877,9309
212021299,774,1558,42,290,157,775,34,155,434,1836,661,3054,130,579,141,499,340,1143,611,2223,1271,5280,9,24,14,53,0,7,61,155,78,244,14,47,16,37,63,145,94,232,175,472,15,34,2234,7343
212021453,1074,2174,39,250,171,818,44,227,720,2802,985,4099,136,620,155,538,451,1509,741,2669,1725,6767,7,32,29,98,15,49,132,368,182,550,29,115,54,126,223,528,312,769,491,1321,38,84,3326,10347
212021454,1249,2527,32,186,186,904,39,200,854,3335,1108,4620,131,599,186,661,510,1689,823,2946,1933,7572,9,26,32,110,12,50,170,467,219,657,32,116,41,99,267,605,339,819,559,1476,46,100,3793,11675
212021455,1101,2240,39,227,230,1093,40,198,870,3449,1177,4970,166,735,165,609,469,1591,799,2937,1978,7907,11,36,25,93,25,78,193,521,247,733,42,137,52,124,239,554,329,815,582,1545,52,115,3714,11803
212021456,1253,2535,52,340,160,780,47,250,995,3842,1257,5215,95,433,120,421,392,1303,614,2160,1872,7374,7,50,38,146,37,156,256,683,343,1036,28,96,60,142,292,669,384,905,729,1942,80,172,3937,12026
212021553,1152,2333,65,348,436,2010,58,278,1514,5949,2076,8584,198,851,303,1092,417,1423,920,3372,2991,11952,9,47,61,197,15,57,211,611,293,913,47,153,87,216,202,470,339,837,637,1753,25,63,4807,16099
212021554,718,1463,29,160,211,991,40,182,1104,4208,1378,5548,105,455,180,637,219,736,505,1828,1881,7375,10,26,36,125,9,26,178,458,221,641,17,53,56,116,149,346,223,516,443,1162,30,61,3076,10058
212031300,1660,3381,64,430,209,1043,71,338,1334,5240,1685,7047,127,539,159,563,489,1613,776,2714,2462,9759,21,136,68,263,52,170,430,1213,576,1785,57,195,106,242,457,1032,622,1478,1196,3264,125,275,5448,16675
212031303,1629,3296,47,260,175,834,59,290,1769,6792,2051,8175,108,444,150,490,385,1271,642,2210,2693,10386,12,55,36,118,19,61,254,668,313,905,23,79,37,94,169,374,232,546,546,1452,48,108,4912,15235
212031304,1524,3111,71,463,305,1486,79,391,2224,8676,2682,11009,99,442,146,522,331,1118,578,2084,3260,13092,16,94,55,213,42,166,398,1068,518,1534,44,143,77,171,267,629,388,944,897,2478,79,177,5764,18855
