SA1_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
20605113410,35,2079,1300,401,3200,0.9,2062,2
20605113411,32,1800,1211,325,2845,0.9,1816,1.8
20605113412,39,2167,1411,441,3113,0.9,1948,1.7
20605113413,36,2500,1272,438,3078,0.9,2225,2.1
20605113414,35,2471,1322,522,3263,0.9,2594,2.4
20605113415,32,1717,1193,358,2928,0.9,1958,2
20605113416,34,2084,1215,361,2839,0.9,1974,2.2
20605113417,33,1975,1149,350,2750,1,1664,1.6
20605113418,32,1973,1185,375,2791,0.9,1800,1.7
20605113419,34,2184,1375,441,3036,0.9,2616,2.1
20605113420,33,1841,1222,361,2483,1,1710,1.7
20605113421,34,2040,905,396,2625,0.9,1978,2.3
20605113422,39,1742,850,351,2571,0.9,1350,1.5
20605113423,34,1800,1128,351,2461,0.9,1672,1.8
20605113424,34,2232,933,351,3625,1,1724,2.2
20605113425,35,1915,1180,380,3083,0.9,1913,1.9
20605113426,43,2450,1240,356,3049,1,2095,2
20605113427,32,2600,1310,476,3125,0.9,2366,2
20605113428,33,2000,1179,409,2625,0.9,2177,2.1
20605113429,35,2167,1375,373,3444,0.9,2194,1.7
20605113430,37,2008,1346,451,3575,0.9,2291,2.1
20605113431,35,2000,1369,415,3136,1,2321,2
20605113432,33,2189,1181,391,2625,1,1987,2.3
20605113433,33,2400,1066,373,2863,0.9,1825,2.2
20605113434,33,1756,1224,400,2583,1,1942,1.9
20605113435,34,2000,1166,355,3250,1,2083,2.4
20605113436,41,2571,1360,501,2899,0.9,2725,2.4
20605113437,40,2800,1141,351,3139,0.9,2073,2.1
20605113438,32,1832,1007,358,2374,1,1868,2
20605113439,35,2535,1444,396,3681,0.9,2098,1.8
20605151101,30,3100,1216,720,3187,0.8,3351,2.7
20605151102,32,2033,1408,401,2729,0.9,2005,1.6
20605151103,32,0,1875,0,0,1,1875,1
20605151104,41,4000,1625,719,2749,1,2166,1.7
20605151105,34,2139,1480,557,2962,1,2454,2
20605151201,38,3225,1045,500,2750,0.9,2092,2.1
20605151202,34,2000,1379,481,3083,1,2345,2
20605151203,56,2800,1544,426,3643,0.9,2181,1.7
20605151204,42,3493,1359,602,3374,0.9,2449,2.1
20605151205,57,3033,1231,572,4022,0.9,3139,2.3
20605151206,31,1612,1177,376,2227,1,1687,1.6
20605151207,35,2000,1579,461,3150,1,2594,2.1
20605151208,40,3500,590,150,2083,0.8,974,2.1
20605151209,33,2000,1582,421,3218,1,2268,1.6
20605151210,47,3250,949,220,3023,0.8,1638,2.1
20605151211,45,3000,1425,677,3600,1,3424,2.6
20605151212,46,3400,1148,418,3949,0.9,2416,2.1
20605151213,39,2262,1610,530,3428,1,2422,1.9
20605151214,33,1820,1484,450,2885,1,2119,1.6
20605151215,35,1773,1405,450,2750,1,2189,1.9
20605151216,34,1842,1237,450,2360,1,2030,1.9
20605151217,50,0,406,125,788,0.7,470,1.6
20605151218,42,2650,1491,468,3924,0.9,2171,1.6
20605151219,34,2005,1437,378,3024,1,2083,1.5
20605151220,47,2000,1530,451,3041,1,2018,1.5
20605151221,36,2000,1449,400,2671,1,1984,1.6
20605151222,36,2300,1554,466,3416,0.9,2267,1.9
20605151223,40,3475,1420,600,3333,0.9,2666,2.4
20605151224,36,1860,1587,460,3143,1,2274,1.8
20605151225,44,3052,1714,622,4083,0.9,3269,2.1
20605151226,44,3000,1430,645,4166,1,3139,2.2
20605151227,49,2568,444,133,863,0.9,521,1.8
20605151228,46,2900,1089,535,3083,0.9,2250,2.2
20605151229,50,3700,1452,500,3750,0.8,2483,2.2
20605151230,43,3500,1509,662,4579,0.9,3136,2.4
20605151231,38,4067,656,270,1625,0.9,880,2
20605151301,34,2167,1215,400,2812,1,1913,1.8
20605151302,34,1717,1323,381,2625,1.1,1946,1.6
20605151303,37,2135,1174,421,2528,1,1733,1.7
20605151304,34,1729,1312,391,3094,1,1724,1.6
20605151305,36,2300,1340,420,3118,0.9,2194,1.9
20605151306,32,2000,1438,427,2702,1.1,1958,1.5
20605151307,34,1664,917,348,2333,1,1406,1.8
20605151308,34,1850,1093,356,2575,1,1726,1.8
20605151309,38,1885,1302,371,3062,1,2009,1.7
20605151310,34,2383,1053,390,2687,1,1801,1.8
20605151311,35,1832,1203,330,2856,1,1822,1.8
20605151312,55,1971,549,197,2107,1,596,1.5
20605151313,33,1733,1151,375,2525,1,1644,1.8
20605151314,35,2183,1438,450,2849,1,2132,1.6
20605151315,34,2129,1145,350,2625,0.9,1674,1.6
20605151316,41,1950,1083,400,2812,0.9,1607,1.7
20605151317,35,2000,1016,321,2343,1,1366,1.6
20605151318,35,2000,1311,401,2788,1,1987,1.7
20605151319,39,2000,1122,336,2799,1.1,1598,1.5
20605151320,36,1967,1294,401,2819,1,1948,1.7
20605151321,34,1980,1311,415,2407,1,1888,1.6
20605151322,34,1744,1310,373,3250,1,2140,1.8
20605151323,33,1733,1378,392,2578,1,1859,1.5
20605151324,34,1975,1442,450,2892,1,2180,1.8
20605151325,35,1733,1117,347,2643,1,1426,1.5
20605151401,38,2000,1354,370,2874,1,1850,1.9
20605151402,39,2008,1268,391,2860,0.9,1775,1.7
20605151403,43,2084,1286,376,2568,0.9,1951,1.8
20605151404,79,0,450,80,0,0.5,450,1
20605151405,38,1810,1406,401,2911,1,1961,1.5
20605151406,42,1600,1092,350,2678,1.1,1571,1.5
20605151407,62,0,3500,0,0,1,4750,1
20605151408,39,1950,985,341,2562,1.1,1544,1.5
20605151409,42,2552,1368,380,3416,1,1952,2.1
20605151410,44,1733,1163,404,2422,0.9,1692,1.6
20605151411,49,3000,1370,450,3113,1,2009,1.7
20605151412,41,2000,1415,401,3250,1,1981,1.6
20605151413,38,2757,1399,476,3113,0.8,2297,2
20605151414,45,1832,1140,350,3031,0.9,1625,1.7
20605151415,70,2100,811,128,3166,0.9,919,1.5
20605151416,40,2048,1178,431,2659,1,1678,1.7
20605151417,40,3467,1364,800,3374,0.9,3022,2.5
20605151418,48,0,0,0,0,0.3,0,1
20605151419,31,1700,1241,421,2520,1,1884,1.7
20605151420,33,1560,1279,380,2353,1,1790,1.7
20605151421,34,1775,1227,394,2405,1.1,1663,1.5
20605151422,32,2070,1211,401,2437,1.1,1946,1.7
20605151423,37,2167,1246,351,3181,1,1859,1.8
20605151424,39,1831,1114,351,2520,1,1430,1.5
20605151425,36,1850,1358,451,2772,1.1,2223,1.9
20605151426,45,2260,1263,450,3643,0.9,2220,2.1
20605151427,38,2085,1060,350,2550,1,1768,1.7
20605151428,32,1891,1284,401,2619,1.1,2024,1.7
20605151429,40,1717,1229,406,2536,1.1,1781,1.3
20605151430,41,1733,1150,370,2650,1.1,1630,1.5
20605151431,36,1988,1125,350,2639,1,1587,1.7
20605151432,37,3000,1104,401,2687,0.9,1928,1.9
20605151433,40,2817,1276,391,3305,1,2159,2.2
20605151434,68,0,225,0,0,0.5,225,1
20605151435,40,2167,1226,400,2957,1,1889,1.7
20606113501,39,2649,1068,375,2949,0.9,1931,2.1
20606113502,40,3700,1572,666,4031,0.8,2905,2.3
20606113503,50,2383,1390,512,3666,0.8,2839,2.2
20606113504,48,4000,1792,560,4806,0.8,4049,2.4
20606113505,38,3202,1375,697,3562,0.8,3107,2.4
20606113506,39,2298,1414,392,3343,0.9,2037,2
20606113507,38,2629,1319,390,3229,0.9,2366,2.1
20606113508,39,3609,1568,356,3916,0.9,2484,2.2
20606113509,37,2431,1518,386,3849,0.9,2312,1.9
20606113511,39,3579,1420,431,4694,0.8,3058,2.3
20606113512,48,2500,1209,350,3187,0.9,1705,1.9
20606113513,43,2550,1442,462,4718,0.8,3147,2.4
20606113514,35,2250,1266,401,3025,0.9,2277,2
20606113515,47,2254,1092,341,3100,0.9,1424,1.5
20606113516,35,1733,1302,378,2899,0.9,1775,1.7
20606113517,35,2167,1287,369,3133,0.9,1863,1.7
20606113518,35,2000,1208,370,3042,0.9,1800,1.7
20606113519,37,2500,1434,465,3160,0.9,2256,1.9
20606113520,36,2433,1489,580,3449,0.9,2222,2.1
20606113521,32,2159,1347,526,2579,1.1,2122,1.9
20606113603,37,3410,1434,450,3562,0.9,2038,1.8
20606113604,39,3050,1213,346,3062,0.9,1625,1.7
20606113605,34,2368,1265,462,3136,1,2250,2.1
20606113606,59,1747,454,138,1083,1,476,1.5
20606113607,33,2040,1336,482,3295,0.9,2205,2
20606113608,32,2180,1406,495,3152,0.9,2319,1.8
20606113609,36,2909,1331,526,3785,0.9,2727,2
20606113610,34,2300,1438,445,3360,0.9,2211,1.9
20606113611,34,2045,1302,411,2774,0.9,2077,1.9
20606113612,40,3450,1507,626,3874,0.9,3175,2.3
20606113613,35,2600,1427,516,3150,0.9,2448,2
20606113614,32,1900,1521,425,3045,1,2073,1.6
20606113615,33,2000,1413,416,2767,1,2073,1.6
20606113616,51,2084,621,150,2227,1,720,1.4
20606113617,35,2913,1526,593,3781,0.8,2833,2.2
20606113618,40,3520,1334,611,3463,0.9,2796,2.2
20606113619,32,2300,1300,434,3035,0.9,2257,1.9
20606113620,35,2167,1496,433,3250,0.9,2404,1.7
20606113621,35,2500,1231,356,3360,0.9,1916,1.8
20606113622,34,1975,1502,486,3075,0.9,2421,2
20606113623,32,2025,1228,381,2527,1,1757,1.7
20606113624,34,2015,1291,370,3250,1,1743,1.8
20606113625,35,2214,1288,440,3424,0.9,2113,1.9
20606113626,33,2167,1314,374,3522,0.9,2180,2.1
20606113627,33,2253,1422,420,3104,0.9,2179,1.8
20606113628,34,2126,1291,462,2729,0.9,2125,2
20606113629,35,1925,1372,428,2783,0.9,2050,1.8
20606113630,33,2600,1290,369,3125,1,1926,1.8
20606113631,34,3125,1504,594,3650,0.9,2687,2.3
20606113632,37,2745,1338,376,3062,0.9,1937,2.1
20606113633,37,2460,1296,448,2916,0.9,2213,1.9
20606113634,38,2870,1219,553,3031,0.8,2260,2.2
20606113635,34,3000,1540,602,3812,0.9,2449,2
20606113636,39,3000,1386,584,3218,0.8,2387,1.9
20606113637,32,1800,1319,351,3150,1,1825,1.6
20606113638,34,3530,1337,438,3625,0.9,2017,1.9
20606113639,34,2000,1368,411,2968,0.9,1911,1.7
20606113640,34,2650,1437,420,3416,0.9,2431,2
20606113641,33,2350,1378,502,2856,0.9,2225,1.9
20606113642,32,1710,1399,375,2750,1,1932,1.4
20606113643,32,2272,1488,440,3172,1,2253,1.6
20606113644,33,2032,1504,416,3125,1,2029,1.4
20606113645,31,1678,1426,400,3071,1,1923,1.5
20606113801,39,2300,1238,450,2922,0.9,2460,2.2
20606113802,33,2442,1385,441,3250,0.8,2321,2
20606113803,40,3748,1448,462,3750,0.9,2222,2.1
20606113804,49,9999,1531,1300,4750,0.7,4583,2.6
20606113805,45,3250,1202,476,3750,0.9,2250,2.3
20606113806,54,5300,1474,1075,5125,0.7,3687,2.8
20606113807,47,3831,1387,500,3600,0.8,2345,2.1
20606113808,48,4000,1505,391,4594,0.8,3178,2.3
20606113809,52,6025,1704,797,5083,0.7,4416,2.6
20606113810,51,5000,1164,550,4166,0.8,2460,2.3
20606113811,46,4167,1404,462,4799,0.7,3374,2.5
20606113812,46,2300,1307,476,3107,0.9,1968,1.8
20606113813,47,4440,1375,401,3799,0.8,2261,2.1
20606113814,43,2500,1426,450,3437,0.8,2284,1.7
20606113815,64,3500,1542,577,3562,0.8,2449,1.8
20606113816,52,4060,1435,700,3874,0.8,3218,2.1
20606113817,43,3467,1642,370,4650,0.9,2562,2.1
20606113818,40,3028,1423,490,3750,0.8,2571,2.4
20606113819,52,2474,1476,540,3666,0.8,2439,1.9
20606113820,49,3500,1414,476,4828,0.8,4449,2.6
20606113821,39,9999,1395,791,4687,0.8,4573,3
20606113822,54,3500,1528,550,3471,0.7,2412,2.1
20606113823,48,2654,1383,541,3042,0.8,2366,2
20606113824,47,1800,1460,600,3722,0.8,3143,2.2
20606113825,39,3200,1452,451,3916,0.9,2456,2.2
20606113826,48,2285,1526,415,4062,0.8,2316,2.1
20606113827,44,1246,1305,391,2916,0.9,1683,1.6
20606113828,50,3033,1512,640,4856,0.7,4250,2.3
20606113829,52,4167,1279,592,3550,0.8,2457,2
20606113830,52,3900,1542,529,4250,0.7,2888,2
20606113831,50,2207,1493,475,4250,0.8,2687,2.1
20606113832,43,2900,1557,550,4625,0.8,3937,2.7
20606151501,34,2550,1629,426,3250,0.9,2390,1.9
20606151502,37,3000,1705,527,4041,0.8,2367,1.7
20606151503,34,1617,1448,441,2949,0.9,2110,1.8
20606151504,34,1878,1305,390,2944,1,1757,1.5
20606151505,31,1733,1413,400,2833,1,1923,1.5
20606151506,33,3500,1740,700,3944,1,2392,1.7
20606151507,38,2070,1713,582,3339,1,2458,1.7
20606151508,28,1717,1107,375,2312,1,1681,1.4
20606151509,32,2221,1332,375,2905,1,1883,1.6
20606151510,31,1739,1247,426,2700,0.9,1831,1.5
20606151511,31,2000,1385,388,2607,1.1,1934,1.6
20606151512,33,2184,1371,436,3531,0.9,2250,1.8
20606151513,32,1800,1568,500,2833,1,2260,1.6
20606151514,31,2029,1447,421,3214,1,2099,1.5
20606151515,32,1920,1456,425,2607,1.1,2031,1.5
20606151516,0,0,0,0,0,0,0,0
20606151517,31,2102,1469,404,2949,1,2088,1.5
20606151518,27,2025,1034,421,1937,1.1,1568,1.6
20606151519,33,2425,1332,380,3031,1,2019,1.8
20606151520,59,2500,1208,527,1724,1,1569,1.5
20606151521,34,2550,1594,456,3083,1,2283,1.7
20606151522,32,1950,1452,416,2952,1,2085,1.8
20606151523,33,1698,1446,395,2536,1.1,1901,1.4
20606151524,33,2000,1375,400,3562,0.9,2077,1.8
20606151525,29,1800,1196,400,2291,0.9,1687,1.5
20606151601,35,2392,1587,567,3884,0.9,2456,1.9
20606151602,34,2050,1523,360,3625,0.9,2094,1.8
20606151603,58,889,370,125,644,0.8,431,1.5
20606151604,47,867,403,177,887,0.7,593,2.2
20606151605,35,3900,1401,652,3528,0.8,2931,2.2
20606151606,34,3401,1412,568,3333,0.8,2365,1.9
20606151607,33,2545,1300,413,3166,1,2015,2
20606151608,35,2300,1520,411,3449,0.9,2144,1.6
20606151609,32,1600,1490,430,3349,1,2379,1.7
20606151610,34,2739,1388,620,3471,0.9,2750,2.1
20606151611,32,1742,1426,376,3232,1,1807,1.5
20606151612,35,3109,1690,554,4222,1,2681,2
20606151613,33,1684,1461,399,2949,1.2,2060,1.5
20606151614,34,4000,1621,579,3399,0.9,2888,2
20606151615,32,2165,1329,366,3166,0.9,1762,1.7
20606151616,37,3200,1448,550,4250,0.9,2874,2
20606151617,39,2650,1583,528,3305,0.8,2325,1.8
20606151618,34,1800,1312,351,2666,1,1772,1.7
20606151619,34,2900,1348,495,3536,0.9,2397,2.1
20606151620,34,2500,1460,451,3299,0.9,2211,1.8
20606151621,35,2492,1430,418,3525,0.9,2302,1.9
20606151622,36,2000,1415,456,3200,0.9,2100,1.7
20606151623,31,2000,1393,393,2949,1,2008,1.5
20606151624,31,1733,1541,406,2980,1,2089,1.5
20607113901,31,2355,935,550,2343,1,1892,2.4
20607113902,39,2550,963,401,3299,0.9,1484,2
20607113905,34,2582,1165,575,2856,0.9,2573,2.3
20607113906,33,2500,1613,597,3788,0.9,3054,2.2
20607113909,37,2258,1287,561,3250,0.9,2589,2.4
20607113910,36,2001,1244,510,2708,1,2273,2
20607113911,33,2850,1298,600,3291,0.9,2616,2.5
20607113912,34,2458,1526,550,3299,0.9,2490,2
20607113913,34,2000,1705,505,3535,0.9,2681,1.7
20607113914,33,2061,1276,400,2683,1,1950,1.6
20607113915,30,1576,1141,400,2291,1,1757,1.7
20607113916,30,1759,1229,384,2411,0.9,1875,1.7
20607113917,33,3160,1035,490,3250,0.9,2194,2.4
20607113918,35,1733,1756,400,3269,1.1,2189,1.5
20607113919,35,1935,1584,390,3069,1.1,2041,1.5
20607113920,34,2383,1408,426,3259,1,2304,1.9
20607113921,34,2200,1519,531,3480,1,2843,2.2
20607113922,33,2324,1421,550,3408,0.9,2845,2.2
20607114001,33,2227,1361,546,4125,0.8,2805,2.3
20607114002,34,2250,1189,420,3600,1,2170,2.2
20607114003,38,2295,1323,605,3107,0.9,2833,2.3
20607114004,35,2200,1545,672,4083,0.8,3555,2.5
20607114005,34,2167,1245,416,2849,1,2147,2
20607114006,36,2334,1101,652,3343,1,2937,2.6
20607114007,36,2542,1105,697,3285,0.9,2471,2.5
20607114008,43,3033,703,170,2333,0.8,1045,1.9
20607114009,40,3950,1281,548,2916,0.8,2212,2.2
20607114010,34,2989,1314,408,3181,1,2468,2.2
20607114011,39,2550,1223,493,2905,0.9,2470,2.5
20607114012,38,3467,1202,597,3536,0.9,2785,2.4
20607114013,0,0,0,0,0,0,0,0
20607114014,33,2167,1365,582,3192,0.9,2652,2.2
20607114015,35,3500,1084,608,2899,0.9,2276,2.4
20607114016,33,3250,1239,647,2892,0.9,2366,2.4
20607114017,33,2167,1172,496,2957,0.9,2250,2.1
20607114018,31,3116,1365,607,3305,0.9,2571,2.4
20607114019,32,3126,1241,575,3291,0.9,2672,2.2
20607114020,33,2500,1151,597,2968,0.9,2683,2.4
20607114021,32,2068,914,366,2050,0.9,1562,1.9
20607114022,32,3185,1120,575,3422,0.9,2449,2.2
20607114023,33,3375,1162,592,2884,0.9,2411,2.3
20607114102,33,2600,1331,521,3173,1,2705,2.2
20607114103,33,2356,1533,400,3229,1,2131,1.6
20607114106,28,1950,377,144,712,1.1,559,2.4
20607114107,38,614,379,125,708,1,497,2.1
20607114108,52,0,378,120,695,0.9,435,1.6
20607114110,31,3033,1031,516,2250,1,2125,2.2
20607114111,35,2383,1312,500,3277,1,2241,2
20607114112,33,2600,1353,544,3039,1,2431,2.1
20607114113,35,2600,1429,575,3416,0.9,2482,1.9
20607114114,26,1398,377,150,685,1.2,552,2.8
20607114115,31,2133,1502,550,3288,1,2823,2
20607114116,34,2234,1401,525,3050,0.9,2353,2
20607114117,35,1925,1509,400,3089,1,2028,1.6
20607114118,31,2507,1652,480,3250,1,2412,1.8
20607114119,34,2492,1648,600,3516,1,3029,1.9
20607114120,31,1795,1606,427,3096,1.1,2316,1.6
20607114121,32,2800,1402,522,3700,0.9,2799,2.1
20607114122,34,1800,1683,481,3312,1,2646,1.7
20607114123,31,1985,1628,451,3132,1,2338,1.6
20607114124,35,2608,1804,500,3843,1,2750,1.7
20607114125,33,2167,1664,496,3405,1,2386,1.6
20607114126,31,1986,1547,462,2952,1,2289,1.7
20607114127,31,1662,1595,404,2954,1.1,1994,1.4
20607114128,36,2349,1298,515,3562,0.9,2799,1.9
20607114201,36,879,397,150,814,1,593,2.4
20607114202,37,2600,1787,514,4028,0.9,3261,1.9
20607114203,35,520,370,176,818,1,560,2.3
20607114204,38,2500,406,175,772,1,598,2.1
20607114205,31,0,380,139,714,1,599,2.5
20607114206,37,2334,1206,335,3333,0.9,1652,1.8
20607114207,38,2100,1625,648,4299,0.9,2708,2.1
20607114208,32,3130,1312,600,3218,0.9,2670,2.2
20607114209,32,2600,1659,582,3708,1,3026,2
20607114210,34,1975,1458,560,3156,0.9,2395,2
20607114211,33,3100,1440,686,4041,0.9,3295,2.4
20607114212,38,2220,1362,450,3192,1,2144,1.8
20607114213,37,1907,1017,244,2312,0.9,1480,1.7
20607114214,34,1500,856,351,3062,1,1596,1.6
20607114215,52,0,566,217,2250,0.9,612,1.6
20607114216,34,2383,1636,561,3908,1,2981,2.1
20607114218,33,2233,1370,599,3339,1,3015,2.3
20607114219,37,3200,1481,500,3666,1,2346,1.9
20607114220,33,2541,1387,531,3312,0.9,2298,2
20607114221,35,2784,1168,531,2666,0.9,2284,2.2
20607114222,36,2825,1347,605,3083,1,2463,2.2
20607114223,34,2200,1760,552,3976,1,3045,2
20607114224,32,2450,1716,520,3600,1,2907,1.8
20607114225,35,2809,1771,604,3922,1,3109,2
20607114301,35,2600,1129,550,2821,0.9,2461,2.5
20607114302,44,3000,982,252,3349,0.9,1713,2.5
20607114303,37,2000,1173,416,3374,0.9,2425,2.4
20607114304,33,2100,1169,425,3281,0.9,2038,2.1
20607114305,32,2800,990,453,3042,1,2452,2.6
20607114306,40,2450,1061,375,2812,0.9,1949,2
20607114307,35,3000,1345,475,3611,0.9,2555,2.5
20607114308,39,2141,846,345,2125,1,1581,1.9
20607114309,35,2300,1543,627,4416,0.9,3516,2.3
20607114310,36,4000,1375,660,3971,0.9,3395,2.5
20607114311,34,3000,1433,541,3270,1,2736,2.4
20607114312,34,2442,1501,480,3194,1,2238,1.9
20607114313,31,3000,1317,595,2928,1,2666,2.3
20607114314,33,2350,823,336,1821,1,1531,2.3
20607114315,32,2839,1194,601,3285,0.9,2687,2.3
20607114316,33,2788,1442,490,3214,1,2454,2
20607114317,36,2870,1393,577,3324,0.9,3083,2.4
20607114318,39,1666,1191,336,3250,0.9,1895,2
20607114319,72,1860,689,344,2113,1,816,1.4
20607114320,40,2687,1292,550,3583,0.8,2692,2.4
20607114321,45,2300,1528,674,3200,0.8,2387,2.1
20607114322,40,2550,1370,667,4299,0.9,3017,2.3
20607114323,34,2167,1472,501,3250,0.9,2291,2
20607114324,35,2454,1520,551,3533,0.9,2826,2.1
20607114325,42,3120,1268,575,2941,0.9,2333,2.2
20607114326,41,2667,1426,380,3531,0.9,2277,2.2
20607114327,44,2175,1312,595,4250,0.9,2730,2.3
20607114501,37,3000,1418,526,3525,0.9,2937,2.3
20607114502,38,3102,1577,582,3910,1,3229,2.5
20607114503,34,2500,1672,648,4125,0.9,3941,2.5
20607114504,44,3390,1342,503,4515,0.8,2666,2.3
20607114505,35,2503,1389,637,3750,0.9,2843,2.4
20607114506,42,2275,1243,380,3028,0.9,2034,2.3
20607114507,41,1900,1307,598,3166,0.8,2461,2.3
20607114508,45,2167,1209,381,3374,0.9,1988,2.1
20607114509,0,0,0,0,0,0,0,0
20607114510,38,2167,1365,458,2978,0.9,2262,2.1
20607114511,37,2800,1338,478,3365,0.9,2401,2.2
20607114512,43,3623,1256,400,4705,0.8,3478,2.7
20607114513,37,2959,1144,383,3781,1,2053,2.2
20607114514,35,2500,1261,598,3264,1,2910,2.5
20607114515,39,2100,1173,448,3281,0.9,2077,2.2
20607114516,35,2500,1006,331,2687,0.9,1763,2.1
20607114518,35,3072,1282,565,3700,1,3027,2.6
20607114519,41,2700,1312,377,3750,0.9,2327,2.3
20607114520,40,2167,740,381,3041,0.9,1910,1.8
20607114521,41,2767,1092,560,3343,1,2849,2.4
20607114522,34,2600,1627,572,3634,1,3125,2.2
20607114523,36,3200,1649,625,4150,0.9,3428,2.3
20607151701,34,3467,1384,510,3107,1,2477,2.4
20607151702,32,2650,1428,621,3083,0.9,2643,2.1
20607151703,32,2000,1403,400,3031,0.9,2125,1.9
20607151704,37,2600,1361,550,3250,0.9,2577,2
20607151705,34,2184,1465,462,3025,1,2372,2
20607151706,34,2350,1556,602,3826,0.9,2961,2.1
20607151707,35,3467,1304,434,3437,0.9,2152,2
20607151708,33,3251,1453,600,3349,0.9,3036,2.2
20607151709,31,1866,1678,460,3312,1.1,2308,1.6
20607151710,36,2300,1587,545,3471,0.9,2793,2
20607151711,37,1836,1299,426,3166,0.9,2261,1.9
20607151712,31,2342,1571,600,3583,0.9,3071,2.1
20607151713,33,3148,1568,600,4250,1,3678,2.5
20607151714,33,2425,1532,500,3356,0.9,2531,2.1
20607151715,32,2600,1519,500,3636,1,2587,2.1
20607151716,38,4000,1480,531,4374,0.9,2484,2.2
20607151717,33,2903,1578,631,4428,0.9,3028,2.2
20607151718,35,2167,1693,490,3562,0.9,2437,1.8
20607151719,31,2800,1609,481,3750,1,2750,2
20607151720,35,3000,1408,538,3681,0.9,3050,2.3
20607151721,33,2542,1441,510,3600,0.9,2874,2.3
20607151722,31,3800,1427,550,3643,0.9,2957,2.3
20607151723,35,1846,1290,301,3392,1,1638,1.9
20607151724,33,1925,1333,381,2799,1,2012,1.9
20607151725,33,3599,1461,634,3818,0.9,3328,2.3
20607151726,33,2600,1717,550,3692,1,2892,2
20607151727,38,0,0,0,0,0,0,0
20607151728,34,2000,1345,355,2937,1,1985,1.8
20607151729,34,3000,1505,565,3750,0.9,2675,2.1
20607151730,34,2272,1736,525,3650,1,2916,1.9
20607151731,33,1811,1803,500,3687,1,2849,1.8
20607151732,32,2500,1497,451,3519,0.9,2310,1.9
20607151733,34,2817,1535,500,3396,1,2687,1.9
20607151734,33,2650,1441,600,3678,1,3285,2.3
20607151735,35,2583,1339,501,3250,0.9,2416,2
20607151736,33,2474,1496,451,3388,0.9,2402,2.1
20607151737,31,2000,1392,373,3055,1,2100,2
20607151738,34,3250,1619,675,3888,1,3618,2.7
20607151739,34,2104,1577,467,3905,1,2462,1.9
20607151801,32,1842,865,445,1985,1.1,1894,2.3
20607151802,39,1083,355,142,704,0.9,497,2.3
20607151803,36,2500,1113,347,2722,0.9,1571,1.7
20607151804,32,1799,1266,356,2983,1.1,1733,1.7
20607151805,34,2000,1535,480,3454,0.9,2355,1.9
20607151806,33,2700,1353,585,2874,0.9,2603,2.1
20607151807,33,2200,1338,550,3399,1,2666,2.2
20607151808,42,2475,425,173,895,1,655,2
20607151809,32,1873,1709,415,3094,1,2222,1.5
20607151810,35,2825,1264,612,3299,0.9,2650,2.2
20607151811,34,2000,1502,395,2805,1,2045,1.6
20607151812,39,2022,384,150,833,0.8,496,2.1
20607151813,38,2500,1346,490,3476,0.9,2395,2.3
20607151814,32,1800,1146,431,2812,1,2018,2.1
20607151815,45,728,361,144,773,1,612,2.3
20607151816,29,1688,912,346,1800,1.1,1612,2
20607151817,32,2859,1414,401,3399,1,2347,2.1
20607151818,29,1709,1424,425,2636,1.1,2175,1.6
20607151819,44,1930,1368,547,2974,0.9,2391,1.9
20607151820,32,2007,1620,451,3028,1,2372,1.6
20607151821,32,2905,1258,616,2770,0.9,2647,2.5
20607151822,46,0,384,156,866,0.9,587,2.1
20607151823,36,2259,1040,577,2305,0.9,2132,2.2
20607151824,33,1628,1438,400,2432,1.1,1988,1.6
20607151825,34,2200,1149,600,2708,0.9,2381,2.2
20607151826,48,2600,395,150,963,1,570,2
20607151827,36,2359,586,250,1416,1,928,2.1
20607151828,31,2400,1177,446,3115,1,2257,2
20607151829,36,3334,1488,538,4522,0.9,2928,2.1
20607151830,34,1997,1765,468,3374,1,2313,1.6
20607151831,33,2000,1729,500,3430,0.9,2672,1.8
20607151832,34,2000,1555,451,3338,1,2366,1.8
20607151833,34,2438,1403,500,3343,0.9,2678,2.2
20701114601,43,3000,1054,760,3833,0.8,3535,3.1
20701114602,43,3300,1337,732,3687,0.8,3214,3
20701114603,42,3000,1117,600,4463,0.8,3799,3
20701114604,42,3272,1025,450,4515,0.8,4125,3.1
20701114605,39,2300,1022,726,3437,0.9,3049,3
20701114606,39,2750,1280,581,3650,0.9,3270,3
20701114607,38,2384,781,407,2818,0.8,2125,2.8
20701114608,40,3300,1079,542,3250,0.8,2931,2.8
20701114609,39,3000,993,451,3963,0.9,2542,2.7
