SA1_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
21401137508,95,70,60,86,70,44,39,31,6,504
21401137509,0,0,0,0,0,0,0,0,0,0
21401137510,141,83,78,111,115,74,60,11,3,679
21401137511,127,52,72,79,95,49,46,37,9,576
21401137512,120,39,44,86,60,39,27,27,7,449
21401137513,106,43,43,85,64,58,39,28,3,471
21401137514,74,19,23,60,47,28,32,28,8,315
21401137515,91,67,63,81,68,52,54,28,13,517
21401137516,85,35,54,67,58,43,19,14,5,373
21401137517,96,39,77,104,73,76,66,48,15,588
21401137518,26,22,47,58,48,45,27,9,0,294
21401137519,125,50,56,113,70,46,45,33,8,548
21401137520,102,50,39,91,69,42,47,23,14,481
21401137521,102,38,61,69,80,52,45,24,0,472
21401137522,50,53,80,65,81,82,49,27,9,497
21401137523,90,62,85,80,92,82,50,19,12,577
21401137524,50,38,80,69,64,61,54,13,11,438
21401137525,0,0,0,0,0,6,0,0,0,5
21401137526,142,51,65,101,75,66,53,30,6,598
21401137527,119,41,96,83,59,61,64,31,11,557
21401137528,96,55,86,88,67,63,46,31,7,547
21401137529,56,36,60,43,45,35,35,31,9,338
21401137530,78,29,67,51,55,36,35,14,6,367
21401137531,59,39,50,65,38,39,37,33,3,367
21401137532,26,11,54,36,74,72,37,21,0,335
21401137533,43,40,68,57,77,59,39,18,7,398
21401137534,30,25,51,36,32,36,34,18,9,263
21401137535,69,31,51,57,51,62,52,27,13,401
21401137536,56,36,47,67,52,46,35,19,5,358
21401137537,62,48,68,76,76,52,42,35,10,471
21401137538,58,57,85,58,64,62,48,23,6,451
21401137539,89,48,100,72,72,57,39,33,10,522
21401137540,58,49,41,47,60,38,48,71,59,477
21401137541,76,46,84,66,66,81,52,38,14,519
21401137601,68,46,37,42,44,41,14,8,0,296
21401137603,297,151,167,228,156,151,100,31,13,1298
21401137604,74,36,47,65,43,42,20,7,4,338
21401137605,167,97,112,147,111,76,42,13,5,769
21401137606,143,107,87,81,106,83,55,35,14,711
21401137607,43,54,29,40,56,47,17,22,7,307
21401137608,66,49,37,40,31,52,8,12,0,298
21401137609,53,41,22,47,39,28,16,12,0,260
21401137610,48,75,26,36,61,49,14,11,0,309
21401137611,105,55,50,65,80,38,31,14,0,429
21401137612,94,58,58,61,62,57,18,13,3,418
21401137613,122,56,79,72,70,60,40,14,0,508
21401137614,122,69,89,66,66,56,25,8,3,503
21401137615,105,71,67,68,103,58,27,10,0,506
21401137616,114,62,53,99,93,104,87,18,0,635
21401137618,61,66,23,49,55,45,19,15,0,331
21401137619,102,42,55,83,63,47,21,8,0,428
21401137620,76,52,49,58,50,51,28,13,0,369
21401137621,149,45,44,114,72,66,37,14,0,539
21401137622,145,51,52,115,79,52,45,7,3,556
21401137623,68,42,23,36,60,64,48,11,0,358
21401137624,47,31,29,37,63,49,55,24,3,329
21401137625,200,81,80,168,105,72,49,13,3,771
21401137626,85,42,30,67,64,51,39,7,0,389
21401137627,52,50,27,39,68,71,43,11,0,363
21401137628,0,0,0,0,0,0,0,0,0,0
21401137629,0,0,0,0,0,0,0,0,0,0
21401137630,0,0,0,0,0,0,0,0,0,0
21401137631,174,87,62,114,120,116,85,26,3,793
21401137632,92,60,29,58,95,63,64,26,0,483
21402137701,21,21,26,21,56,49,38,49,18,291
21402137702,68,25,36,48,54,75,103,88,49,545
21402137703,14,42,17,19,47,59,100,97,18,409
21402137704,46,48,33,48,69,55,62,34,13,413
21402137705,105,81,57,71,126,184,236,211,24,1089
21402137706,114,94,92,82,141,152,138,49,8,871
21402137707,115,71,48,87,99,109,87,53,13,683
21402137708,63,65,71,39,79,94,73,44,11,545
21402137709,59,47,29,36,57,66,83,48,14,431
21402137710,69,29,31,54,42,60,69,45,9,406
21402137711,34,35,28,23,44,69,76,41,14,367
21402137712,102,63,61,59,93,67,76,50,15,584
21402137713,74,36,34,44,54,36,63,34,15,390
21402137714,79,34,44,62,58,57,71,25,15,451
21402137715,69,34,52,50,58,72,69,26,12,445
21402137716,102,93,93,95,112,113,125,116,83,919
21402137717,74,38,19,58,67,67,55,31,13,414
21402137718,35,43,24,26,47,62,108,54,7,421
21402137719,87,74,35,47,101,94,94,42,11,578
21402137720,94,46,66,54,78,70,100,47,25,584
21402137721,70,43,45,52,59,89,83,85,27,552
21402137722,60,38,29,43,70,101,152,83,21,597
21402137723,59,30,47,45,52,43,41,13,0,336
21402137724,88,57,48,75,74,54,38,30,12,472
21402137725,85,44,69,83,84,47,79,52,17,562
21402137801,16,12,16,15,31,76,111,86,17,379
21402137802,85,44,32,39,74,68,57,9,0,413
21402137803,54,37,13,30,61,101,69,47,12,427
21402137804,51,42,8,31,43,90,109,58,10,436
21402137805,18,6,4,8,16,32,22,16,7,130
21402137806,28,11,23,18,24,34,41,31,36,242
21402137807,87,46,27,53,73,82,60,29,7,466
21402137808,53,39,20,25,56,81,58,15,11,357
21402137809,35,37,29,18,48,76,91,25,10,359
21402137810,44,35,37,26,54,71,65,28,15,378
21402137811,32,30,15,24,42,64,60,25,4,293
21402137812,59,45,30,24,64,76,77,40,13,423
21402137813,13,13,12,7,29,34,43,15,4,165
21402137814,67,40,38,40,70,99,104,34,8,503
21402137815,41,23,21,25,39,80,115,47,14,398
21402137816,32,25,16,28,29,71,62,38,13,318
21402137817,25,3,5,17,25,31,33,13,0,147
21402137818,17,26,18,7,24,34,34,13,0,178
21402137901,46,28,42,41,44,62,55,29,12,362
21402137902,116,46,85,86,57,74,93,49,16,623
21402137903,58,55,74,49,54,96,80,77,70,616
21402137904,89,41,46,63,59,67,65,38,8,472
21402137905,86,54,52,51,52,83,73,29,12,497
21402137907,161,103,124,100,78,89,53,25,4,740
21402137908,83,60,60,45,43,33,27,6,0,355
21402137912,94,56,91,56,60,63,54,91,53,622
21402137913,112,69,116,87,74,64,87,38,3,650
21402137914,82,58,29,36,84,78,73,28,4,480
21402137915,49,60,40,34,81,80,69,29,11,447
21402137916,90,35,26,63,50,50,62,41,5,423
21402137917,105,28,29,68,60,56,74,28,5,459
21402137918,152,47,55,113,82,79,74,49,27,672
21402137919,74,34,23,48,42,56,48,18,4,335
21402137920,99,73,79,67,91,81,75,30,12,611
21402137921,58,44,50,30,77,58,34,13,4,368
21402137922,128,67,85,91,56,69,65,36,0,597
21402137923,101,32,55,48,57,40,49,29,3,411
21402137924,114,52,70,76,55,60,54,18,3,498
21402137925,61,52,48,48,64,70,29,17,0,386
21402137926,36,44,24,21,52,66,33,15,3,293
21402137927,39,28,26,30,32,67,31,15,0,268
21402137928,36,64,18,21,69,63,40,27,0,347
21402137929,124,61,47,79,86,97,223,148,8,873
21402137930,155,58,95,103,79,77,52,21,9,631
21402137931,50,26,39,41,48,56,80,58,14,411
21402137932,83,52,54,51,56,47,40,18,9,412
21402137933,90,52,20,46,59,80,72,41,11,479
21402137934,89,49,32,51,81,92,67,46,18,528
21402137935,86,49,71,48,63,50,60,61,20,503
21402137936,20,25,5,15,43,36,24,7,4,173
21402137937,139,69,92,88,109,95,52,16,4,668
21402137938,52,28,13,41,47,77,86,42,12,403
21402137939,32,34,20,36,36,67,79,25,8,339
21402137940,109,639,217,98,41,16,0,0,0,1124
21402137942,0,0,0,0,0,0,0,0,0,0
21402137943,47,41,45,47,54,43,68,63,23,435
21402137945,91,46,77,56,59,65,47,19,10,471
21402137946,100,42,53,60,41,54,22,12,0,392
21402137947,11,0,0,0,0,4,0,0,0,20
21402137948,92,36,67,45,51,41,44,19,9,409
21402137949,113,56,102,53,47,50,105,105,24,655
21402137950,91,55,56,51,61,44,37,24,4,422
21402137951,79,37,50,41,44,31,32,4,0,328
21402137952,51,21,42,30,32,28,97,120,25,444
21402137953,46,18,10,30,36,33,66,52,12,290
21402137954,36,22,21,23,47,58,73,23,4,304
21402137955,138,62,73,92,48,35,30,16,0,487
21402137956,97,52,35,58,53,88,88,59,8,532
21402137957,12,14,4,6,19,36,31,27,10,157
21402137958,101,62,48,78,82,74,54,31,9,536
21402138101,105,54,37,64,83,55,44,33,12,498
21402138102,105,55,28,52,70,78,37,17,9,446
21402138103,95,46,17,64,80,52,41,15,9,414
21402138104,103,32,29,68,53,37,36,20,0,380
21402138105,122,42,30,74,80,57,49,9,0,467
21402138106,133,62,16,75,82,41,50,22,7,490
21402138107,45,33,3,26,52,35,55,43,32,329
21402138108,31,19,17,21,33,39,44,60,42,303
21402138109,31,31,10,17,42,37,80,131,65,437
21402138110,95,52,23,56,55,52,41,24,3,393
21402138111,51,29,11,33,37,29,39,12,0,239
21402138112,78,45,15,38,63,41,27,9,0,318
21402138113,138,65,26,73,90,68,50,25,6,549
21402138114,136,76,27,74,112,80,36,17,0,562
21402138115,124,66,36,71,86,70,58,16,5,527
21402138116,109,69,19,58,91,59,52,37,7,504
21402138117,70,35,13,35,55,31,37,28,6,316
21402138118,88,44,24,43,68,40,48,24,5,376
21402138119,64,19,16,44,38,30,46,31,0,301
21402138120,108,72,27,63,109,72,82,38,4,582
21402138121,50,64,12,26,46,48,44,19,9,314
21402138122,113,55,15,64,76,81,52,13,3,477
21402138123,93,74,19,53,62,39,31,7,0,375
21402138124,120,72,26,55,90,91,61,36,9,562
21402138125,117,82,32,53,107,72,54,41,11,566
21402138126,36,20,16,27,36,48,40,11,5,238
21402138127,74,32,19,43,44,45,42,24,6,332
21402138128,25,20,6,15,25,25,38,37,68,253
21402138129,80,53,27,44,59,66,75,33,0,439
21402138130,82,54,44,41,76,118,78,41,12,536
21402138131,83,35,12,40,55,46,28,19,4,322
21402138132,107,76,16,52,108,70,44,25,17,513
21402138133,66,36,10,43,47,36,20,23,5,289
21402138134,97,105,22,38,102,97,70,42,17,585
21402138135,106,51,17,48,80,55,58,48,18,480
21402138136,55,63,19,30,69,69,72,61,12,444
21402138137,117,52,25,65,88,73,82,75,27,595
21402138138,65,53,55,84,79,66,76,75,27,569
21402138139,144,55,27,69,93,71,50,30,7,553
21402138140,35,21,5,23,37,48,41,32,6,264
21402138141,80,39,27,34,52,67,79,67,21,469
21402138142,91,49,19,46,55,42,41,26,8,372
21402138143,131,35,27,73,76,48,51,35,7,489
21402138144,61,39,3,27,54,36,35,30,0,289
21402138201,127,59,26,73,83,64,54,35,10,532
21402138202,83,46,16,45,66,24,21,9,4,313
21402138203,92,55,25,60,70,49,56,28,0,432
21402138204,103,68,15,44,102,77,65,38,5,514
21402138205,4,0,0,5,0,0,0,0,0,4
21402138206,86,25,18,62,55,55,61,30,0,392
21402138207,33,29,12,30,48,63,72,23,4,314
21402138208,79,47,22,37,82,61,70,18,5,417
21402138209,96,40,23,54,60,66,56,28,14,442
21402138210,53,36,21,40,55,61,64,50,16,387
21402138211,65,43,24,46,66,75,73,36,17,435
21402138212,118,37,52,68,73,57,43,82,70,601
21402138213,116,49,52,66,48,32,62,58,4,482
21402138214,54,20,15,29,34,36,34,34,4,265
21402138215,83,81,21,38,91,67,46,31,4,462
21402138216,127,96,38,76,116,69,57,26,10,620
21402138217,170,95,41,106,141,71,56,27,7,721
21402138218,125,61,48,78,105,47,41,38,7,554
21402138219,100,47,27,51,89,96,57,26,3,497
21402138220,141,67,27,91,104,88,83,46,15,659
21402138221,147,47,39,92,61,65,62,28,17,547
21402138222,82,58,20,47,77,107,99,80,19,589
21402138223,87,32,19,34,74,55,55,15,3,382
21402138224,165,94,26,78,128,86,82,41,14,706
21402138225,54,44,13,24,48,68,69,29,15,360
21402138226,60,54,16,39,52,61,48,40,14,388
21402138227,52,41,39,47,64,89,147,223,143,843
21402138228,174,97,107,133,138,126,191,148,32,1151
21402138229,126,77,53,72,95,75,85,112,84,781
21402138230,76,67,18,37,75,41,30,12,5,356
21402138231,79,54,16,34,63,47,26,18,0,343
21402138232,97,104,35,57,123,69,68,31,10,594
21402138233,149,139,33,73,173,113,93,22,3,789
21402138234,35,31,10,21,43,58,40,10,0,257
21402138235,67,45,9,39,63,33,30,20,4,315
21402138236,90,60,12,48,69,61,40,14,9,395
21402138237,80,42,17,43,55,36,49,30,12,371
21402138238,137,82,74,111,93,63,74,53,14,708
21402138239,95,60,34,64,81,45,42,35,11,459
21402138240,93,53,31,62,66,49,38,43,15,450
21402138301,24,10,22,21,21,47,78,47,15,280
21402138302,83,39,47,65,62,93,89,48,11,549
21402138303,50,27,14,25,40,67,87,29,5,350
21402138304,27,22,22,22,52,55,61,58,14,326
21402138305,69,40,45,44,60,73,67,37,5,444
21402138306,84,59,46,58,105,105,78,38,9,589
21402138308,10,4,9,10,15,70,104,79,20,323
21402138309,35,17,26,35,60,75,108,57,19,424
21402138310,73,35,73,49,72,73,80,37,15,503
21402138311,68,55,53,49,78,104,130,54,14,606
21402138312,76,30,51,53,48,62,64,18,11,423
21402138313,57,11,32,39,36,30,29,24,6,261
21402138314,73,31,43,42,62,61,41,31,10,392
21402138315,57,30,25,37,52,65,55,33,8,362
21402138316,63,23,31,45,52,47,63,43,11,372
21402138317,94,38,30,65,65,99,146,69,13,616
21402138318,33,30,20,30,36,51,57,24,10,286
21402138319,53,47,18,32,69,85,97,96,28,515
21402138320,74,51,44,50,69,77,61,42,21,490
21402138321,59,36,26,36,55,50,83,41,5,384
21402138322,50,22,39,29,42,63,65,52,17,384
21402138323,88,35,24,42,71,99,95,48,4,507
21402138324,52,30,35,32,51,54,58,15,3,332
21402138325,81,31,29,40,72,67,74,33,8,437
21402138327,44,21,13,35,57,84,143,96,16,511
21402138328,122,37,57,97,74,85,104,39,9,625
21402138329,38,44,42,38,67,63,116,103,104,612
21402138330,36,21,26,28,41,107,152,67,19,491
21402138331,41,29,21,24,54,80,149,85,20,500
21402138332,55,22,28,45,37,86,81,28,20,401
21402138333,39,21,21,31,40,34,31,35,4,262
21402138334,91,39,59,51,59,43,48,27,3,430
21402138335,68,35,45,36,57,79,94,62,14,489
21402138336,70,30,62,51,48,73,87,33,9,457
21402138337,81,37,54,64,94,89,76,50,13,567
21402138338,61,36,46,44,54,55,44,14,7,352
21402138339,97,52,56,65,79,80,97,31,14,571
21402138340,0,0,0,0,0,0,0,0,0,0
21402138341,19,21,18,11,50,85,132,108,16,462
21402138342,116,50,40,65,106,85,64,20,0,549
21402138343,92,39,28,63,63,74,54,10,0,424
21402138344,71,51,29,49,98,150,156,37,6,643
21402138345,11,9,5,10,16,21,53,36,3,174
21402138346,71,45,39,42,56,62,45,29,8,400
21402138347,81,33,39,35,52,54,63,28,11,398
21402138348,40,28,24,29,27,43,93,41,10,335
21402138402,20,0,9,7,4,4,78,179,164,471
21402138403,32,24,21,20,23,26,23,15,0,179
21402138404,68,42,55,42,49,61,56,30,19,424
21402138406,0,0,0,0,0,3,73,174,141,392
21402138407,0,0,0,0,0,0,0,0,0,0
21402138409,81,70,64,54,82,81,106,42,7,583
21402138410,70,43,49,39,61,64,90,34,9,458
21402138411,44,31,13,42,42,67,68,31,18,353
21402138412,48,21,13,38,35,64,69,52,12,345
21402138413,32,19,22,29,37,75,91,38,10,348
21402138415,34,22,23,24,30,39,59,46,48,332
21402138417,46,32,43,44,34,55,59,51,37,391
21402138419,66,46,73,59,47,65,72,52,19,503
21402138420,74,37,59,67,45,52,72,79,56,539
21402138421,75,37,76,53,51,77,80,43,12,510
21402138422,34,34,22,19,38,38,40,18,12,263
21402138424,112,61,45,86,81,93,71,45,13,603
21402138425,102,59,41,52,73,75,60,29,0,499
21402138426,63,32,44,39,40,46,57,46,10,381
21402138427,47,20,31,29,41,35,51,38,21,315
21402138428,44,29,33,33,36,29,48,61,21,335
21402138430,30,36,37,27,56,59,63,69,31,409
21402138432,100,59,39,46,77,60,64,40,8,498
21402138433,41,24,29,3,35,44,30,20,8,237
21402138434,97,46,66,73,74,77,83,80,27,621
21402138435,73,56,63,36,52,58,60,65,33,494
21402138436,89,59,34,54,79,75,32,20,0,447
21402138437,39,12,14,25,21,56,63,30,4,271
21402138438,35,38,26,35,42,50,72,38,6,331
21402138439,51,37,31,35,46,34,21,12,0,269
21402138440,48,56,38,42,65,92,118,78,10,552
21402138441,63,56,65,52,64,94,71,54,16,540
21402138442,88,30,53,69,44,57,56,41,11,439
21402138443,87,47,55,55,59,75,93,68,26,564
21402138444,35,25,45,28,40,59,83,53,29,410
21402138445,21,22,30,22,26,50,85,56,22,336
21402138446,35,26,11,27,35,62,100,54,20,373
21402138447,51,31,29,38,60,92,105,80,12,513
21402138448,176,98,64,112,129,90,121,52,6,848
21402138449,45,36,26,20,31,42,39,28,4,281
21402138450,74,33,60,50,48,53,69,51,14,457
21402138451,29,16,7,18,30,25,57,88,74,349
21402138452,81,21,23,52,33,25,35,14,0,285
21402138453,90,39,54,55,60,50,50,20,6,427
21402138454,41,25,35,43,29,59,34,18,13,293
21402138455,42,16,25,19,27,23,26,16,12,205
21402138456,34,36,32,21,45,40,44,42,14,312
21402138457,39,29,24,26,21,21,26,11,3,197
21402138458,73,29,72,44,52,52,58,28,7,424
21402138459,28,26,36,21,27,29,56,29,11,269
21402138460,26,19,20,21,26,25,39,22,4,202
21402138461,64,28,39,41,42,40,37,16,17,313
21402138462,37,42,22,37,44,37,42,49,18,324
21402138463,34,38,43,34,43,36,36,23,11,302
21402138464,8,10,9,14,18,18,29,18,13,134
21402138465,34,33,42,28,37,37,37,19,6,272
21402138466,42,20,37,32,32,49,54,29,24,317
21402138467,52,15,25,40,25,39,51,42,20,315
21402138468,35,27,24,27,41,50,46,25,3,283
21402138469,17,17,11,10,27,20,32,62,129,329
21402138470,45,8,28,17,14,29,30,46,56,285
21402138501,34,47,20,22,48,54,30,17,3,277
21402138502,43,38,15,32,39,47,31,19,12,280
21402138503,72,49,77,51,65,85,62,39,16,527
21402138504,51,36,64,47,53,63,49,27,7,404
21402138505,39,25,46,38,30,30,21,13,0,241
21402138506,79,62,27,49,71,78,63,14,3,445
21402138507,34,30,25,24,29,30,37,20,7,223
21402138508,80,52,113,67,41,65,49,22,5,489
21402138509,42,28,11,25,34,56,61,14,0,275
21402138510,45,51,34,33,47,58,22,17,3,300
21402138511,190,67,122,118,73,61,41,14,5,691
21402138512,42,53,20,32,57,46,31,11,4,293
21402138513,80,40,54,60,50,42,30,9,3,370
21402138514,104,30,95,82,38,49,49,35,6,491
21402138515,31,36,23,12,34,56,20,16,5,228
21402138516,123,57,98,83,69,39,56,63,86,660
21402138517,118,50,95,78,64,88,84,43,20,633
21402138518,68,30,59,35,27,32,39,16,3,306
21402138519,61,41,51,40,62,69,54,21,4,401
21402138520,33,20,36,25,18,26,48,92,69,367
21402138521,83,30,43,48,50,36,21,14,0,326
21402138522,56,43,31,45,51,54,28,17,4,329
21402138523,124,44,95,76,48,49,39,20,0,502
21402138524,34,29,37,24,35,52,50,13,12,289
21402138525,78,41,64,49,37,51,54,18,8,404
21402138526,46,42,36,49,39,26,29,11,4,285
21402138527,157,109,86,89,114,75,53,24,12,724
21402138528,98,55,84,58,51,46,47,14,5,467
21402138529,127,73,88,79,81,107,84,61,12,700
21402138530,47,43,33,42,40,30,20,15,12,280
21402138531,65,48,21,39,49,58,47,18,0,344
21402138532,80,64,39,45,65,80,26,25,3,428
21402138533,108,38,110,78,51,47,44,22,7,494
21402138534,60,50,27,39,53,66,50,20,3,379
21402138535,79,68,57,57,64,73,63,38,4,496
21402138536,39,47,21,32,50,66,45,29,11,338
21402138537,135,84,126,76,100,85,43,17,7,684
21402138538,37,48,27,25,46,68,29,19,8,301
21402138539,63,39,18,29,46,49,45,11,3,304
21402138540,47,45,29,21,51,83,45,15,10,356
21402138541,44,52,27,25,34,44,37,19,7,291
21402138542,72,59,64,44,73,55,48,38,20,470
21402138543,51,50,60,37,51,45,38,18,5,357
21402138544,38,21,27,22,43,34,32,20,3,233
21402138545,45,30,34,27,35,41,44,18,0,275
21402138546,41,47,39,34,51,69,59,27,4,371
21402138547,27,27,16,15,39,35,37,12,0,219
21402159101,0,0,0,0,0,0,3,4,0,6
21402159102,0,0,0,0,0,0,0,0,0,9
21402159103,78,36,50,46,62,33,31,40,11,388
21402159104,76,28,44,42,41,27,27,26,16,331
21402159105,100,36,41,62,61,48,43,31,10,431
21402159106,87,65,28,53,74,49,31,11,0,395
21402159107,81,73,73,77,87,68,60,51,6,584
21402159108,70,39,48,49,52,31,31,23,12,355
21402159109,114,82,15,57,111,58,47,21,0,498
21402159110,105,56,36,54,75,50,65,116,168,724
21402159111,63,46,41,37,48,40,31,23,8,343
21402159112,0,0,0,0,0,0,0,0,0,0
21402159113,43,22,50,27,30,24,27,8,0,234
21402159114,43,26,28,26,41,52,192,291,158,859
21402159115,85,69,35,50,93,69,48,31,0,486
21402159116,74,71,14,34,87,45,31,24,4,378
21402159117,101,65,20,42,107,53,49,20,0,464
21402159118,89,41,22,50,53,33,43,60,90,480
21402159119,48,34,44,37,53,56,32,19,5,334
21402159120,79,52,47,71,63,60,54,32,14,455
21402159121,118,73,107,76,77,54,54,37,9,596
21402159122,96,46,32,48,70,54,122,247,124,840
21402159123,70,52,18,34,62,38,18,7,0,311
21402159124,48,32,52,40,31,35,32,25,3,294
21402159125,136,75,33,87,74,46,17,17,6,489
21402159126,122,61,32,81,77,54,55,33,5,521
21402159127,63,43,28,45,57,40,67,46,13,404
21402159128,114,81,46,69,89,55,40,39,11,537
21402159129,89,48,27,70,66,48,59,36,20,469
21402159130,131,50,78,90,103,105,95,96,23,772
21402159131,53,34,29,29,30,29,24,18,0,247
21402159132,53,49,21,35,50,44,49,23,9,322
21402159133,45,31,39,45,55,49,56,28,4,344
21402159134,88,49,69,68,63,72,27,21,5,471
21402159135,84,60,24,56,80,31,40,12,0,401
21402159136,73,28,64,48,55,47,33,14,8,374
21402159201,57,26,20,50,46,57,71,48,16,385
21402159202,55,35,37,23,40,36,24,22,6,278
21402159203,53,45,44,62,56,66,108,84,24,545
21402159204,26,31,22,22,44,42,47,46,54,331
21402159205,53,40,49,58,71,85,205,137,36,731
21402159206,47,28,13,35,38,73,66,64,15,380
21402159207,60,33,27,32,62,82,97,40,11,449
21402159208,3,0,6,9,8,10,27,64,86,206
21402159209,48,46,20,36,44,68,71,59,13,412
21402159210,43,34,31,42,48,50,63,32,4,353
21402159211,46,34,21,30,52,66,61,27,9,355
21402159212,46,44,29,46,71,53,83,63,25,458
21402159213,57,42,39,53,65,67,111,53,24,516
21402159214,30,40,36,30,52,81,76,48,7,401
21402159215,36,28,44,32,50,56,75,49,22,395
21402159216,36,31,29,31,45,113,154,146,102,673
21402159217,46,30,40,50,57,97,132,100,39,602
21402159218,73,47,20,37,56,62,87,52,14,450
21402159219,56,29,30,39,49,86,82,68,14,461
21402159220,98,53,42,81,93,91,108,64,20,640
21402159221,34,39,42,41,53,68,78,46,9,414
21402159222,83,58,68,70,86,109,107,71,23,666
21402159223,52,38,41,47,58,58,107,63,16,484
21501138601,25,28,17,5,24,17,22,6,0,145
21501138602,58,33,57,41,30,55,52,40,40,399
21501138603,56,27,29,35,32,41,36,17,9,280
21501138604,55,49,60,28,47,55,40,22,9,355
21501138605,53,31,60,33,35,39,23,16,5,289
21501138606,49,35,59,34,33,36,46,55,63,409
21501138607,34,34,33,24,32,30,40,20,3,244
21501138608,40,35,49,31,53,39,47,32,7,338
21501138609,62,28,47,25,36,36,34,23,8,298
21501138610,37,33,29,26,27,35,39,25,9,270
21501138611,23,18,26,25,22,17,31,21,18,196
21501138612,72,63,51,41,45,75,76,83,20,519
21501138613,54,35,44,27,44,59,52,28,14,353
21501138614,68,55,41,45,57,88,78,13,17,462
21501138615,63,29,44,47,49,50,42,25,10,362
21501138616,50,25,24,27,57,81,50,27,11,346
21501138617,44,25,26,33,26,28,52,39,16,274
21501138618,55,34,66,39,32,36,24,16,0,307
21501138619,43,44,48,32,31,46,50,32,9,347
21501138620,65,27,48,29,29,47,34,15,4,299
21501138621,98,55,73,47,70,67,40,19,13,476
21501138622,70,61,44,26,32,25,32,12,0,307
21501138623,50,49,39,49,50,77,74,44,20,445
21501138624,5,31,174,187,163,110,71,33,7,778
21501138701,80,27,29,40,59,51,82,27,5,403
21501138702,59,37,41,46,72,78,78,29,3,453
21501138703,34,26,16,27,37,60,47,16,5,266
21501138704,53,19,17,36,32,59,33,25,3,272
21501138705,65,22,32,44,43,53,47,16,18,344
21501138706,65,24,27,47,47,47,44,23,5,325
21501138707,71,26,40,36,38,50,54,11,8,339
21501138708,83,28,33,47,38,51,46,13,4,345
21501138709,35,5,9,24,24,44,38,24,9,215
21501138710,16,18,9,10,44,53,43,40,5,240
21501138801,83,41,36,38,63,79,36,20,4,410
21501138802,72,35,42,33,24,40,29,39,7,325
21501138803,19,26,41,22,28,36,50,70,37,321
21501138804,115,59,79,71,50,78,59,49,32,590
21501138805,93,51,90,76,50,48,43,15,14,478
21501138806,79,57,72,41,43,56,54,17,19,442
21501138807,86,51,52,37,67,78,77,79,94,636
21501138808,45,48,56,33,28,55,50,36,8,373
21501138809,67,42,49,29,35,54,44,17,3,347
21501138810,101,58,56,49,42,43,36,11,3,401
21501138811,100,63,61,51,36,30,36,22,5,390
21501138812,93,55,80,53,53,74,62,16,0,492
21501138813,88,61,86,71,52,47,39,20,8,472
21501138814,87,56,74,54,44,65,63,38,15,494
21501138815,58,33,33,32,27,15,40,10,4,258
21501138816,68,48,52,37,54,62,77,60,17,478
21501138817,195,115,125,132,112,115,101,75,35,1004
21501138818,135,68,37,88,94,68,49,17,6,563
21501138819,73,31,35,41,56,69,39,10,0,354
21501138820,42,26,28,21,39,48,26,12,4,247
21501138821,73,83,69,52,51,40,65,41,21,499
21501138822,93,48,82,38,53,57,34,28,22,453
21501138823,118,87,63,77,87,89,69,39,15,647
21501138824,151,60,107,98,46,53,79,48,25,673
21501138825,45,26,18,22,34,51,42,65,11,314
21501138826,84,42,39,60,43,33,32,24,9,363
21501138827,68,33,20,36,47,43,25,7,4,290
21501138828,206,103,149,150,161,125,114,74,17,1095
21501138829,140,53,86,74,43,51,43,28,0,524
21501138830,87,48,69,55,40,54,30,28,6,418
21501138831,32,27,47,25,37,48,50,37,23,326
21501138832,63,89,71,27,47,59,36,23,15,430
21501138833,51,47,47,35,36,61,49,17,7,350
21501138834,41,32,41,31,42,54,42,29,35,344
21501138835,62,24,53,34,33,55,45,27,20,363
21501138836,97,48,83,46,48,73,35,45,22,496
21501138837,57,45,34,32,34,33,46,30,14,330
21501138901,51,16,27,35,26,43,34,12,0,246
21501138902,47,26,18,25,41,35,20,10,6,227
21501138903,54,33,12,28,62,53,54,10,7,300
21501138904,68,43,35,38,74,63,47,12,0,380
21501138905,27,25,16,19,32,41,36,5,3,216
21501138906,17,23,12,14,27,41,39,17,4,186
21501138907,40,22,38,43,56,96,48,36,37,421
21501138908,84,40,34,43,43,53,38,10,7,344
21501138909,31,67,19,19,28,42,26,6,0,237
21501138910,67,37,23,36,50,51,20,23,0,310
21501138911,60,55,40,36,63,57,32,14,0,354
21501138912,43,29,27,22,35,44,28,14,3,247
21501139001,43,35,48,34,30,31,28,18,0,267
21501139002,40,33,33,23,40,35,11,24,11,255
21501139003,47,20,20,34,21,40,44,21,3,264
21501139004,43,18,29,16,27,52,33,14,6,236
21501139005,33,14,5,24,22,36,22,25,3,194
21501139006,14,3,7,7,4,0,3,0,0,44
21501139007,58,30,21,27,27,45,22,14,6,253
21501139008,0,0,0,0,0,0,0,0,0,0
21501139009,50,20,28,31,30,36,32,10,0,241
21501139010,56,24,19,27,45,57,24,5,3,261
21501139011,40,18,20,25,32,40,35,15,4,226
21501139012,42,26,19,27,24,38,31,6,0,207
21501139013,52,24,26,41,49,53,35,24,8,315
21501139014,20,11,20,12,19,30,51,28,29,225
21501139015,40,16,15,27,22,32,35,20,21,226
21501139016,31,37,28,29,30,43,61,27,7,300
