SA1_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
21601140607,5,8,10,3,0,3,3,0,5,3,0,4,0,0,3,12,11,29,4,0,4,0,0,3,4,8,7,3,0,4,3,3,9,19,11,31,6,3,11,4,3,11,0,3,3,0,0,6,0,0,4,14,15,28,4,3,10,7,7,8,3,9,4,0,7,13,4,0,5,15,23,47,9,4,9,0,0,5,3,10,13,0,8,11,8,7,16,17,30,52,0,0,0,6,3,3,7,3,6,0,0,4,5,5,6,11,10,25,0,10,13,5,5,12,0,8,9,0,0,4,4,0,9,17,24,42,0,3,6,4,0,4,3,3,3,0,5,4,0,0,0,8,6,17,3,0,5,0,0,4,4,0,3,0,3,3,4,0,0,8,10,21,6,0,6,0,6,6,0,0,3,3,5,10,0,7,7,10,24,37,4,0,0,5,7,13,0,0,0,0,3,4,7,0,7,11,17,28,3,8
21601140608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21601140609,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,3,7,0,0,0,0,4,4,0,0,3,0,0,0,0,3,3,5,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,3,4,3,0,3,4,5,3,3,7,8,11,4,0,5,0,5,5,3,0,3,9,3,9,3,3,3,16,13,25,0,5,7,3,0,3,0,0,6,0,0,3,0,4,6,7,11,19,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,6,6,10,0,4,4,0,5,5,0,0,0,0,0,0,0,6,5,0,14,15,0,0,0,0,4,7,3,0,3,3,0,6,5,0,0,14,7,19,0,3,3,3,0,3,0,0,3,0,0,3,0,6,6,8,8,15,5,0
21601140610,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,5,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,4,6,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,3,12,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,5,0,5,0,5,5,0,5,3,3,0,3,6,7,14,0,0,4,3,0,3,0,0,0,6,0,6,0,5,5,8,10,12,0,0,0,0,0,0,4,0,4,0,0,0,0,5,5,5,5,13,0,0,0,0,0,0,0,0,0,0,0,7,3,5,3,6,9,10,0,3,6,0,0,0,0,0,0,3,0,0,0,0,0,10,8,14,0,0
21601140611,0,0,0,4,0,5,0,0,0,0,0,0,6,0,3,5,3,12,0,0,0,3,0,3,0,0,0,3,0,5,0,0,0,9,3,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,6,3,0,3,6,0,6,0,0,0,0,0,0,3,0,3,10,0,7,0,0,0,0,0,5,5,4,3,3,0,10,0,0,4,13,4,22,5,4,5,0,7,7,4,0,4,0,0,0,0,0,0,12,10,19,0,0,4,5,0,3,0,0,0,0,0,0,4,4,0,7,4,12,0,0,4,0,0,3,0,3,0,0,0,4,0,6,10,10,10,19,0,0,0,0,0,0,3,0,3,0,3,5,3,0,3,6,5,12,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,10,15,0,0
21601140612,3,0,3,4,0,4,0,0,0,0,0,0,0,3,3,5,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,12,0,5,3,4,4,5,0,0,5,0,10,8,0,0,4,11,12,21,0,4,4,0,0,0,0,0,5,0,4,5,0,0,0,7,11,16,0,0,3,0,0,0,8,0,7,0,4,3,3,0,4,8,7,16,0,5,5,0,6,6,0,0,3,5,0,5,0,0,0,3,15,18,0,5,5,0,3,3,0,0,0,0,0,6,0,0,0,3,7,14,0,0,0,3,0,6,0,0,0,0,0,5,0,0,3,6,3,11,0,0,0,0,0,0,3,4,8,4,0,3,3,0,7,13,10,18,3,3,8,0,0,3,0,3,3,0,0,6,0,0,3,8,11,22,4,0,5,4,0,4,0,5,6,5,0,5,0,7,6,6,15,18,0,0
21601140613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,3,6,0,0,5,4,0,4,0,6,7,0,0,4,0,4,3,12,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,7,6,0,0,3,0,8,13,0,0,0,0,0,0,0,0,0,0,3,5,4,3,8,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,5,0,0,0,0,0,3,0,4,4,3,0,3,0,3,3,0,6,13,0,0,0,0,0,0,5,0,5,0,0,0,0,5,3,5,7,6,3,3,3,0,4,3,0,3,3,3,0,0,0,0,0,12,6,13,0,0,0,0,3,5,0,0,0,4,0,10,3,5,6,10,6,16,4,0
21601140614,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,10,4,6,3,0,0,0,0,3,5,0,0,0,0,4,4,8,10,18,5,0,4,4,0,4,0,3,4,0,0,3,0,0,0,9,10,19,0,0,5,0,3,3,0,0,0,0,0,0,0,0,3,4,6,14,0,0,0,0,0,0,0,0,0,4,0,4,0,3,7,8,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,9,12,0,0,0,0,5,4,0,0,0,0,0,0,0,4,7,0,11,13,0,5
21601140615,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,3,3,12,0,0,0,0,4,4,0,0,3,0,0,0,4,4,3,7,12,11,5,0,3,3,0,3,0,0,0,0,0,0,0,0,0,7,3,7,3,0,4,0,3,3,3,5,5,0,3,6,3,0,3,9,13,22,0,0,0,4,0,4,0,6,6,0,0,3,0,0,0,3,3,8,0,3,3,0,4,4,3,3,5,3,0,3,0,0,0,7,8,10,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,4,12,0,0,5,0,3,3,0,0,0,3,0,3,0,0,0,3,8,16,0,0,5,0,0,0,0,0,0,0,4,4,0,0,4,5,10,13,4,3,4,0,5,6,0,0,0,0,0,0,0,6,9,4,12,11,0,3,3,0,0,6,0,0,0,0,0,0,0,9,9,0,5,12,3,0
21601140616,0,3,3,3,0,4,3,3,7,0,3,3,0,0,3,9,8,21,3,0,3,0,3,3,0,6,4,6,5,5,0,0,0,6,7,18,3,6,7,9,0,8,4,0,4,3,0,4,9,0,4,21,7,24,8,7,11,0,9,10,5,0,8,7,3,10,4,0,4,18,19,37,5,0,3,0,0,0,0,6,5,0,0,4,0,6,4,6,9,14,0,0,0,0,0,5,3,0,7,6,3,8,0,0,0,11,13,23,0,0,3,6,0,6,0,0,0,0,4,4,0,0,3,10,6,17,0,0,0,6,5,6,0,4,4,3,0,6,0,0,3,9,12,25,0,3,3,3,0,0,0,0,3,0,0,0,4,6,4,14,12,20,6,0,6,0,5,3,5,0,3,3,3,9,6,3,7,16,13,31,3,0,6,4,3,8,3,0,8,5,8,8,5,4,10,17,16,32,4,4
21601140617,0,4,7,5,7,9,6,0,6,3,0,4,0,3,6,14,18,35,0,5,5,0,4,4,4,4,9,4,3,7,3,6,10,13,19,35,0,3,11,7,0,7,0,5,4,0,0,4,0,0,0,13,12,19,0,0,0,0,0,0,3,8,10,6,5,3,4,5,12,15,10,27,6,7,11,0,4,8,0,0,5,5,0,8,4,0,4,19,16,27,0,0,0,0,0,5,8,0,5,4,0,3,5,0,5,11,12,21,5,4,10,0,6,8,3,6,5,4,0,9,0,0,3,21,20,31,0,4,6,4,0,5,3,0,5,3,3,6,3,0,7,12,7,22,0,3,3,3,7,9,0,4,3,3,3,8,9,3,8,15,18,33,3,7,8,3,3,9,3,4,8,0,0,0,0,3,3,15,14,30,0,10,10,0,0,0,0,0,0,0,3,3,3,5,14,7,23,29,8,3
21601140618,0,0,4,0,6,6,0,0,0,0,4,4,0,0,3,0,9,13,0,0,0,4,4,3,0,3,3,0,0,0,0,0,5,4,6,16,3,0,3,0,0,0,7,0,8,3,0,3,0,6,7,14,10,22,3,3,9,4,0,3,3,5,4,0,0,0,0,0,0,12,6,19,7,0,6,3,0,6,0,3,0,0,0,0,5,4,6,11,10,21,4,0,3,6,0,3,3,0,3,0,0,3,0,4,4,9,3,15,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,3,0,4,4,0,0,0,0,0,0,3,0,9,10,6,16,0,0,4,3,0,3,0,3,3,3,0,8,0,5,5,12,11,24,7,0,7,0,6,6,0,0,0,0,0,0,0,3,3,5,7,13,0,0,3,0,3,3,0,0,3,0,4,4,0,7,7,4,9,16,0,0
21601140619,3,0,4,4,4,8,0,3,11,4,3,11,3,3,8,21,21,44,4,0,7,5,6,7,6,5,9,4,9,14,3,4,7,25,14,40,8,4,10,8,5,12,0,8,6,8,0,13,0,3,9,27,22,48,3,4,8,0,0,6,3,4,9,7,0,6,3,3,4,20,12,32,4,10,15,5,0,0,3,0,6,0,4,4,3,3,7,14,18,35,3,3,10,3,0,10,0,8,8,4,4,9,3,7,8,19,22,36,4,3,8,0,3,4,6,5,14,0,0,0,8,8,12,15,19,31,0,4,7,0,4,4,3,3,4,3,0,10,0,4,4,9,14,23,0,9,5,0,6,5,0,0,3,4,0,4,6,0,6,11,13,31,0,4,4,7,3,13,4,0,10,6,5,13,4,3,6,25,19,40,5,0,6,0,0,3,0,0,3,4,0,4,0,3,3,10,9,20,5,6
21601140620,17,21,34,9,8,22,7,16,22,4,8,14,7,10,18,47,67,108,7,15,21,12,8,19,9,8,17,9,11,22,13,13,25,59,46,100,14,7,22,12,19,31,7,15,19,0,15,15,5,7,14,43,52,98,9,8,15,11,8,19,3,7,8,6,6,9,6,0,9,29,24,57,0,3,0,0,0,3,4,6,8,10,8,18,9,11,24,27,32,63,10,10,18,13,17,34,24,20,36,11,17,26,18,20,37,77,78,154,13,17,31,17,19,30,5,8,14,9,15,25,11,8,18,57,64,125,12,11,23,20,11,28,6,17,21,13,9,22,6,12,21,61,51,108,4,10,16,8,8,21,4,3,10,7,9,20,9,6,17,34,39,83,4,11,11,3,4,12,9,9,13,5,8,14,0,3,8,27,30,60,7,8,15,4,11,14,5,7,13,7,6,11,0,5,9,26,35,58,3,4
21601140621,5,0,9,0,0,3,5,3,6,5,4,4,5,4,8,14,15,27,4,0,0,0,4,4,4,4,7,0,3,3,0,0,0,11,10,20,4,0,5,0,0,4,0,0,6,3,0,5,3,0,3,16,12,23,0,0,0,0,6,3,0,3,5,5,0,5,0,5,5,5,12,16,5,3,6,3,5,12,0,0,0,10,3,10,0,4,5,17,20,38,0,0,0,3,0,10,0,3,3,0,0,4,4,3,3,12,8,21,0,3,5,3,0,9,7,3,12,3,3,5,4,0,3,17,14,36,0,4,4,0,6,7,5,4,9,0,0,3,3,0,3,8,14,26,3,4,4,7,3,8,0,0,0,5,7,8,0,4,5,5,15,23,0,3,8,0,0,0,0,3,3,4,0,11,5,4,7,13,14,22,4,7,7,6,8,10,3,3,7,5,4,10,4,0,0,20,16,36,4,8
21601140622,0,3,4,7,0,7,5,0,5,4,0,3,0,0,3,9,4,14,0,0,3,0,5,5,6,4,8,0,0,0,5,0,0,9,6,20,3,0,7,3,5,5,3,3,9,6,3,8,3,0,5,12,12,30,0,3,3,5,0,3,3,4,10,0,0,0,3,0,3,12,11,22,4,6,6,0,6,6,3,0,5,0,3,4,4,3,3,4,13,19,7,3,5,0,0,3,6,0,6,3,0,3,0,0,5,15,8,16,0,0,5,0,0,0,3,0,0,0,0,0,6,0,3,7,5,11,0,6,4,4,0,4,0,3,5,0,0,0,0,0,3,7,7,15,5,0,5,4,0,3,0,0,3,0,3,5,0,0,0,5,8,12,6,9,9,6,6,10,4,4,5,0,3,4,4,0,3,12,14,27,3,7,14,9,0,8,0,5,6,4,3,7,4,3,12,23,17,37,4,7
21601140623,3,7,9,0,0,3,5,0,5,6,3,7,3,0,6,17,10,30,0,5,0,0,0,0,3,0,3,0,5,5,3,6,3,4,10,16,4,3,0,5,4,12,4,7,10,6,0,6,0,8,11,23,20,42,0,3,4,4,4,4,4,3,4,7,0,7,4,0,6,10,7,17,0,0,0,4,0,4,0,5,5,0,6,6,0,0,7,8,14,18,5,3,3,0,9,8,0,0,0,0,5,5,3,3,9,11,12,26,3,4,8,3,6,11,5,7,8,0,0,6,4,3,12,18,21,33,6,5,10,9,0,8,3,0,9,0,0,4,0,5,10,20,12,32,3,7,5,0,4,3,0,0,3,5,3,7,0,0,0,11,10,19,4,0,4,6,4,8,0,6,6,3,4,7,0,4,4,15,21,25,5,4,8,5,3,7,3,0,7,4,5,8,5,8,9,18,18,38,0,8
21601140624,3,0,0,0,4,6,5,0,8,0,4,4,0,0,4,12,13,23,6,0,5,3,4,5,3,0,4,3,4,5,3,0,7,13,16,26,5,3,7,0,4,0,0,0,0,0,0,0,0,0,0,7,11,22,4,0,4,0,0,0,3,0,5,3,6,3,0,0,3,10,8,18,5,0,0,0,4,4,5,6,5,0,4,3,6,4,9,15,11,25,8,3,10,0,0,0,5,6,12,6,0,6,0,3,3,21,17,36,0,0,0,0,0,3,0,4,3,3,5,7,0,4,5,12,13,19,5,0,5,4,0,4,0,0,0,0,4,4,0,0,0,6,3,10,0,4,0,0,4,7,0,4,3,3,0,4,0,0,3,8,11,23,0,0,5,0,0,0,0,0,0,0,0,0,3,3,4,3,7,10,0,0,0,0,4,3,0,4,4,3,5,3,3,5,8,11,13,24,0,3
21601140625,8,0,5,0,4,4,3,0,10,0,0,4,3,3,8,19,13,29,0,4,0,3,5,5,4,3,3,0,3,9,0,3,3,10,14,23,0,3,4,5,0,8,4,0,4,0,0,0,4,4,6,8,14,24,4,4,5,5,8,11,0,0,0,3,0,5,0,0,0,15,12,25,0,0,0,0,6,6,0,5,4,0,6,8,0,0,4,8,21,20,0,5,6,6,3,11,0,5,3,4,3,3,0,3,5,13,10,26,5,7,5,0,0,0,0,0,4,4,0,6,5,5,6,11,8,23,0,0,5,3,0,3,3,0,6,0,6,6,0,3,4,10,13,25,4,0,6,6,4,8,10,0,10,3,3,3,0,0,0,14,13,31,0,0,0,3,0,5,5,4,7,0,0,6,4,0,4,14,6,23,0,4,5,0,0,6,0,0,4,0,0,3,0,0,4,8,8,19,0,3
21601140626,3,3,9,3,3,7,0,0,3,3,3,3,0,0,4,14,11,22,6,4,8,4,0,7,0,0,7,0,0,0,0,4,9,6,14,24,0,0,6,0,0,0,9,0,9,0,0,4,0,0,0,15,5,17,0,0,0,4,0,5,0,3,3,0,0,0,0,0,3,6,6,15,0,3,3,0,3,5,4,4,12,0,0,6,0,3,4,9,13,24,4,0,6,0,3,4,0,0,4,7,7,4,0,0,0,14,7,20,0,4,8,0,0,6,0,4,5,0,3,5,6,6,6,10,12,23,0,3,4,0,6,0,6,0,6,0,0,0,0,0,3,8,8,16,0,0,0,0,0,4,0,3,5,0,0,0,0,0,9,3,9,18,7,3,6,0,0,8,3,0,3,0,4,4,4,3,3,7,11,16,3,0,3,0,0,3,7,0,5,3,3,5,8,9,14,19,16,32,0,0
21601140627,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,3,10,4,3,8,0,0,0,3,6,7,0,3,3,3,0,3,11,10,19,4,0,4,7,0,9,0,6,6,4,3,10,5,11,18,28,19,40,4,8,9,7,6,10,9,7,13,5,0,13,7,3,10,38,21,57,4,0,11,4,3,7,6,5,9,0,4,4,0,3,6,17,13,31,0,0,3,0,0,0,0,0,0,7,0,7,0,0,0,8,0,10,5,3,5,0,4,4,0,0,0,0,0,0,4,7,5,11,12,20,0,3,4,0,0,0,0,0,4,3,0,3,0,0,6,5,3,10,3,0,3,0,0,3,0,3,5,0,0,0,0,5,3,8,8,19,4,3,4,0,8,11,0,6,3,14,8,24,3,4,7,28,28,54,9,5,14,3,4,8,7,7,18,4,7,12,3,13,19,32,38,70,0,11
21601140628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21601140629,3,0,5,4,3,9,3,5,9,4,8,10,0,0,5,15,25,40,3,0,11,4,11,14,3,9,10,14,6,15,3,3,5,30,26,53,4,4,12,8,4,11,8,0,12,4,7,11,5,6,11,34,19,49,3,6,8,4,6,8,6,6,7,5,4,5,0,0,3,24,21,40,9,0,5,3,0,8,0,0,3,4,4,9,0,3,3,21,12,31,3,0,7,0,5,11,3,0,6,6,5,14,4,4,3,15,21,39,0,3,3,0,4,9,5,3,12,4,7,11,3,6,7,16,28,44,5,0,9,4,4,10,0,4,10,8,6,13,3,0,4,23,27,46,5,3,12,0,8,11,6,3,12,0,0,6,3,12,11,18,27,50,5,3,6,8,3,7,8,8,10,6,0,11,0,5,9,22,23,47,8,3,11,7,7,10,5,9,16,0,6,3,3,0,9,26,25,53,0,6
21601140630,5,3,3,6,0,4,0,3,3,3,3,3,4,0,4,16,9,27,0,4,8,0,0,0,0,0,0,4,0,5,0,0,0,7,6,16,5,0,4,0,0,7,3,0,3,0,4,5,3,3,10,14,10,23,0,3,3,10,4,7,3,0,6,6,6,13,0,4,4,15,18,38,0,5,0,3,0,9,3,0,3,0,0,0,8,3,4,10,9,18,0,6,5,6,3,9,0,0,0,0,0,0,0,4,0,7,11,16,0,5,7,7,0,5,0,3,4,0,3,0,0,0,4,9,8,18,0,5,4,3,0,3,0,0,3,3,0,0,5,4,7,8,9,20,4,9,12,0,0,3,0,3,3,0,0,4,5,5,6,9,17,31,0,0,0,0,0,0,0,4,3,8,3,10,3,3,4,8,13,21,0,4,5,0,8,12,3,3,6,3,0,9,7,10,16,15,27,34,0,0
21601140631,0,0,4,0,0,5,0,0,6,0,0,0,0,0,5,7,7,20,0,3,4,0,0,3,0,3,3,0,0,0,5,0,8,6,11,20,8,4,13,0,0,4,4,4,9,3,0,3,6,4,3,15,15,31,0,0,0,4,0,3,0,3,3,8,4,9,4,0,6,17,9,27,5,3,3,0,3,4,3,5,3,0,0,0,0,0,3,7,6,14,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,8,5,12,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,6,7,15,0,0,3,0,0,0,0,0,0,5,0,3,0,6,4,4,11,12,0,0,0,3,3,3,4,0,5,4,4,9,0,0,0,10,9,18,5,0,4,6,0,4,0,3,6,7,5,12,3,5,8,11,15,25,4,7,9,3,3,10,7,0,4,3,4,6,0,4,7,19,16,36,0,5
21601140632,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,4,4,10,0,0,0,0,0,0,0,3,4,0,5,5,5,0,7,3,8,12,0,0,0,4,0,4,0,0,6,5,0,5,0,0,0,8,0,10,3,0,8,0,0,0,0,0,0,0,0,3,0,0,0,7,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,8,6,0,0,4,0,0,0,0,0,5,0,0,0,0,3,3,5,5,7,0,0,4,0,0,0,3,0,3,0,4,5,0,0,0,3,7,10,0,0,4,0,0,0,3,5,3,3,0,6,0,0,0,10,5,12,0,6
21601140633,5,4,7,0,0,0,0,0,3,0,0,0,0,0,0,10,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,7,0,0,0,0,0,0,3,0,3,0,0,3,5,10,15,0,0,0,0,4,4,0,0,0,3,5,7,0,0,0,5,6,9,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,7,5,11,3,0,3,0,0,4,0,0,0,0,6,6,0,0,3,7,8,15,0,0,0,4,0,4,0,3,3,0,0,5,0,0,0,6,11,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,10,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,4,4,0,0,3,0,5,5,0,0,5,5,7,11,0,0,0,0,0,4,0,0,3,0,0,0,0,4,4,4,4,12,0,0
21601140634,0,0,5,0,3,7,5,0,4,4,0,8,10,9,17,23,22,42,8,0,9,13,4,12,4,6,10,4,10,14,7,3,15,34,26,59,3,3,6,6,4,7,6,7,8,4,6,3,5,8,11,25,25,49,0,5,10,8,6,11,5,6,13,7,0,10,3,7,9,22,23,47,4,4,4,8,0,8,4,3,3,4,3,5,6,4,5,15,21,36,0,4,7,0,4,4,4,0,8,0,6,10,6,9,13,13,27,41,6,7,13,3,4,3,0,0,3,0,6,4,6,4,10,19,19,35,5,4,12,5,5,14,9,9,15,4,3,11,4,0,8,24,25,55,3,7,6,7,0,7,3,0,0,0,3,7,3,9,12,18,21,33,8,11,19,4,4,6,3,8,10,0,0,7,7,8,11,25,30,51,0,3,8,8,5,12,6,7,8,10,7,11,4,4,3,26,22,45,0,5
21601140635,0,4,5,0,3,3,8,0,6,11,3,14,5,0,4,24,11,34,11,0,9,4,4,8,5,6,7,6,3,13,6,3,9,30,25,50,3,0,13,7,3,11,4,12,14,0,6,10,6,4,9,23,29,55,8,6,17,8,0,10,7,3,10,3,0,4,5,0,3,29,17,42,0,3,3,0,5,5,4,3,8,4,0,4,0,0,7,9,16,23,3,0,3,4,5,8,5,3,5,5,4,4,3,6,5,15,18,34,3,4,5,3,5,11,6,0,6,0,0,0,0,3,8,17,15,33,0,3,3,3,5,12,5,6,8,3,7,12,6,3,12,15,23,33,9,6,17,6,3,8,3,5,9,0,3,3,8,4,9,18,25,46,7,10,15,4,8,13,3,10,13,9,0,9,8,4,6,20,32,57,3,3,3,0,3,0,0,3,3,4,0,5,3,0,10,9,13,27,0,0
