SAL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SAL21479,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,..,8,10
SAL21480,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,..,6,5
SAL21481,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,..,10,14
SAL21482,151,361,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,5,10,10,0,0,152,378,19,..,175,378
SAL21483,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,0,..,19,34
SAL21484,49,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,154,7,..,55,154
SAL21485,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,53,0,..,23,53
SAL21486,223,526,8,6,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,538,44,..,278,538
SAL21487,75,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,79,223,12,..,88,223
SAL21488,428,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,1258,25,..,454,1258
SAL21489,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,5,..,24,33
SAL21490,2296,5315,61,77,9,30,71,99,30,35,0,0,0,0,0,0,3,4,32,43,8,9,11,12,0,0,0,3,22,25,0,0,2420,5486,222,..,2644,5486
SAL21491,54,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,137,4,..,56,137
SAL21492,201,559,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,563,31,..,236,563
SAL21493,4631,11974,319,465,9,19,324,479,0,0,0,0,0,3,0,0,0,0,3,4,0,0,64,77,0,3,0,3,62,90,0,9,5021,12540,244,..,5270,12540
SAL21494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL21495,27,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,66,4,..,30,66
SAL21496,375,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,1085,27,..,401,1085
SAL21497,110,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,249,25,..,133,249
SAL21498,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,..,11,0
SAL21499,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,..,10,3
SAL21500,26,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,85,3,..,38,85
SAL21501,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,60,8,..,30,60
SAL21502,36,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,97,8,..,46,97
SAL21503,28,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,78,4,..,30,78
SAL21504,5221,14404,850,1297,391,721,1240,2024,5,10,0,0,0,0,0,0,5,3,9,20,58,72,0,0,0,0,5,8,61,80,12,30,6550,16560,353,..,6906,16560
SAL21505,32,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,93,5,..,40,93
SAL21506,73,148,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,156,15,..,82,156
SAL21507,45,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,3,11,0,0,50,129,14,..,61,129
SAL21508,45,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,107,19,..,58,107
SAL21509,189,459,0,4,5,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,471,17,..,203,471
SAL21510,174,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,439,18,..,192,439
SAL21511,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,..,0,8
SAL21512,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,13,..,19,27
SAL21513,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,..,7,10
SAL21514,271,600,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,0,273,602,53,..,327,602
SAL21515,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,12,27,0,..,15,27
SAL21516,202,415,5,9,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,3,218,432,49,..,266,432
SAL21517,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,0,..,16,29
SAL21518,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,..,3,5
SAL21519,34,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,71,14,..,45,71
SAL21520,400,1212,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,406,1217,33,..,435,1217
SAL21521,19,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,47,3,..,24,47
SAL21522,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,38,4,..,15,38
SAL21523,257,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,10,0,4,268,645,59,..,324,645
SAL21524,518,874,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,3,0,0,521,883,1208,..,1732,883
SAL21525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL21526,303,737,7,12,0,0,7,12,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,311,750,27,..,344,750
SAL21527,41,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,114,3,..,51,114
SAL21528,274,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,755,9,..,274,755
SAL21529,332,980,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,987,25,..,357,987
SAL21530,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,..,13,25
SAL21531,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,52,6,..,29,52
SAL21532,60,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,151,5,..,64,151
SAL21533,108,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,334,4,..,116,334
SAL21534,1270,2913,81,102,8,23,85,122,29,31,0,0,0,0,0,0,0,0,25,30,0,0,0,0,0,0,3,5,3,5,0,0,1388,3072,124,..,1507,3072
SAL21535,70,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,181,17,..,86,181
SAL21536,495,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,1404,42,..,536,1404
SAL21537,188,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,193,547,12,..,197,547
SAL21538,782,2076,51,96,0,0,51,94,30,47,0,0,0,0,0,0,0,0,30,47,4,7,0,0,0,0,0,0,4,7,3,14,869,2239,74,..,943,2239
SAL21539,66,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,0,0,0,0,24,28,0,0,84,187,8,..,93,187
SAL21540,109,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,246,11,..,118,246
SAL21541,56,100,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,106,9,..,73,106
SAL21542,429,928,6,9,38,73,35,82,12,14,3,10,3,9,0,0,0,0,27,33,0,0,4,8,0,0,4,13,7,18,0,7,502,1068,1093,..,1594,1068
SAL21543,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,..,4,7
SAL21544,840,2529,37,59,0,0,37,59,42,70,0,0,0,0,0,0,0,0,42,70,0,0,0,0,0,0,0,0,0,0,0,5,917,2665,47,..,961,2665
SAL21545,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,12,27,12,..,23,27
SAL21546,78,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,209,7,..,86,209
SAL21547,1107,3058,193,300,116,237,308,541,50,75,0,0,0,0,0,0,0,7,57,81,0,0,0,0,0,0,0,0,0,0,0,4,1468,3681,89,..,1558,3681
SAL21548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL21549,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,3,..,19,36
SAL21550,1028,2830,16,37,5,14,24,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1059,2885,50,..,1106,2885
SAL21551,490,1239,7,12,0,0,7,12,17,30,0,0,0,0,0,0,0,0,17,30,0,0,10,13,0,0,0,0,10,13,0,4,529,1301,45,..,573,1301
SAL21552,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,0,..,7,25
SAL21553,78,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,197,12,..,84,197
SAL21554,2252,8148,59,161,103,281,163,443,0,0,28,41,0,0,0,0,0,0,28,41,0,0,0,0,0,0,0,0,0,0,3,9,2442,8637,60,..,2502,8637
SAL21555,2383,8391,33,104,89,203,119,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495,8703,75,..,2573,8703
SAL21556,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,11,..,16,25
SAL21557,71,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,157,33,..,110,157
SAL21558,2054,6475,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,2058,6492,61,..,2119,6492
SAL21559,275,944,0,5,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,958,5,..,287,958
SAL21560,200,438,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,440,49,..,249,440
SAL21561,305,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,856,16,..,325,856
SAL21562,671,1918,0,0,0,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,7,9,14,18,0,0,0,0,19,26,0,0,697,1950,60,..,754,1950
SAL21563,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,3,..,16,35
SAL21564,2951,7832,500,827,274,587,772,1410,19,32,97,134,0,0,0,0,4,8,118,176,0,0,0,0,0,0,8,13,8,13,5,10,3853,9442,310,..,4155,9442
SAL21565,28,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,57,7,..,38,57
SAL21566,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,0,..,15,24
SAL21567,55,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,96,77,..,135,96
SAL21568,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,7,..,16,21
SAL21569,1761,4966,124,199,26,59,149,260,0,0,0,0,0,0,0,0,0,5,3,9,3,4,0,0,0,0,3,3,8,3,7,11,1925,5245,74,..,2000,5245
SAL21570,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,4,..,9,20
SAL21571,1978,4719,0,0,0,0,0,0,135,167,0,0,0,0,0,6,0,3,134,181,0,0,0,0,0,0,11,19,11,19,0,11,2130,4925,199,..,2334,4925
SAL21572,24,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,69,8,..,33,69
SAL21573,126,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,361,3,..,127,361
SAL21574,1693,5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,16,15,6,8,0,0,0,5,17,22,0,3,1712,5201,81,..,1790,5201
SAL21575,1666,4760,349,662,985,2540,1335,3200,181,294,219,392,99,158,0,0,5,9,503,850,0,0,0,0,0,0,5,17,5,17,8,7,3516,8829,366,..,3881,8829
SAL21576,147,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,440,6,..,157,440
SAL21577,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,6,..,25,35
SAL21578,177,417,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,420,90,..,273,420
SAL21579,89,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,237,29,..,123,237
SAL21580,26,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,65,23,..,51,65
SAL21581,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,3,..,19,36
SAL21582,75,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,79,167,16,..,95,167
SAL21583,774,1523,12,14,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,1538,182,..,980,1538
SAL21584,468,948,12,16,5,5,20,22,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,13,16,0,0,499,988,213,..,714,988
SAL21585,347,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,839,44,..,396,839
SAL21586,1834,5336,402,806,374,841,779,1645,426,718,590,928,217,371,0,0,3,4,1236,2022,0,0,0,0,0,0,146,220,151,220,6,25,4007,9251,636,..,4641,9251
SAL21587,4432,13328,1250,2591,712,1713,1960,4307,702,1271,458,762,402,585,224,375,0,0,1787,3000,0,0,0,0,0,0,134,219,136,220,7,16,8324,20877,1403,..,9726,20877
SAL21588,102,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,103,310,3,..,112,310
SAL21589,114,257,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,263,29,..,141,263
SAL21590,243,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,710,18,..,269,710
SAL21591,88,261,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,262,9,..,100,262
SAL21592,63,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,147,14,..,75,147
SAL21593,797,2142,112,159,34,86,147,247,127,197,0,0,0,0,0,0,0,0,127,197,0,0,0,0,0,0,0,0,0,0,0,0,1069,2582,89,..,1154,2582
SAL21594,34,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,102,10,..,45,102
SAL21595,27,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,66,3,..,28,66
SAL21596,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,63,..,79,26
SAL21597,3527,11618,161,503,28,73,187,573,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,3720,12206,206,..,3926,12206
SAL21598,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,9,5
SAL21599,2004,4732,120,187,4,4,119,186,8,19,0,0,0,0,0,0,0,0,8,19,6,9,12,14,0,4,0,0,23,31,4,6,2158,4977,381,..,2547,4977
SAL21600,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SAL21601,54,140,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,147,14,..,68,147
SAL21602,82,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,214,10,..,92,214
SAL21603,109,237,0,0,7,9,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,122,254,156,..,276,254
SAL21604,1705,5166,84,169,1506,3825,1586,3989,388,652,115,243,855,1446,404,636,4,5,1769,2984,0,0,0,0,0,0,0,0,0,0,9,20,5070,12159,756,..,5824,12159
SAL21605,41,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,103,0,..,44,103
SAL21606,107,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,216,17,..,117,216
SAL21607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL21608,245,518,7,8,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,3,7,0,0,256,535,139,..,395,535
SAL21609,46,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,97,3,..,47,97
SAL21610,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,..,0,6
SAL21611,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,..,7,9
SAL21612,635,1905,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,0,0,0,0,14,21,0,0,651,1927,41,..,695,1927
SAL21613,27,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,72,7,..,37,72
SAL21614,19,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,0,0,26,64,11,..,35,64
SAL21615,680,1615,261,395,15,40,278,433,11,16,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,3,4,970,2067,95,..,1059,2067
SAL21616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL21617,35,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,85,9,..,49,85
SAL21618,3169,6869,330,444,15,26,343,471,59,73,0,0,0,0,0,0,0,0,61,79,29,39,0,0,0,0,23,52,52,87,13,20,3639,7524,356,..,3998,7524
SAL21619,196,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,602,11,..,204,602
SAL21620,218,439,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,224,456,129,..,349,456
SAL21621,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,3,..,18,42
SAL21622,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,..,6,15
SAL21623,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,..,10,8
SAL21624,61,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,206,7,..,72,206
SAL21625,1241,2821,45,78,42,89,82,166,8,15,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,1334,3002,700,..,2031,3002
SAL21626,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,45,14,..,40,45
SAL21627,54,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,139,9,..,54,139
SAL21628,320,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,737,18,..,333,737
SAL21629,1376,4201,276,643,367,1049,645,1693,162,329,106,229,27,72,0,0,0,11,298,630,0,0,0,0,0,0,12,19,12,19,4,13,2337,6554,164,..,2497,6554
SAL21630,59,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,105,88,..,146,105
SAL21631,52,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,119,19,..,76,119
SAL21632,30,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,83,12,..,37,83
SAL21633,37,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,85,10,..,42,85
SAL21634,35,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,99,6,..,43,99
SAL21635,3500,11746,541,1535,157,503,704,2032,40,112,0,0,0,0,0,0,3,9,48,118,0,0,0,0,0,0,0,0,0,0,7,18,4256,13917,234,..,4491,13917
