SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL21880,0,0,0,0,0,0,5,0,0,9,29,13,24,9,37,48,39,9,0,201
SAL21881,0,0,0,0,0,0,0,0,0,0,5,10,5,3,4,5,3,4,0,48
SAL21882,8,0,0,4,0,0,0,0,0,14,26,4,0,12,8,13,4,0,0,79
SAL21883,0,0,0,0,0,5,0,0,0,5,5,4,3,0,8,4,0,0,0,24
SAL21884,0,0,0,0,6,4,0,0,0,11,7,16,0,6,20,14,11,8,3,87
SAL21885,4,0,6,0,5,7,0,0,0,20,34,11,14,7,20,24,12,0,0,122
SAL21886,4,3,4,5,0,8,0,0,0,22,24,6,24,10,7,29,17,7,3,124
SAL21887,0,0,0,0,0,0,3,0,0,6,20,15,10,15,9,11,12,0,3,96
SAL21888,0,0,0,0,0,0,0,0,0,0,15,0,0,13,6,14,14,3,0,66
SAL21889,4,5,7,5,4,7,3,5,5,34,40,31,25,37,26,38,51,18,3,262
SAL21890,0,0,0,0,0,0,0,0,0,6,8,13,0,5,10,8,3,3,0,50
SAL21891,0,0,0,0,0,0,0,0,0,3,9,3,3,7,0,3,3,5,0,31
SAL21892,4,3,0,0,0,6,0,3,0,24,98,37,22,73,59,68,69,27,8,462
SAL21893,430,328,381,307,253,247,113,58,30,2134,5367,3754,4433,3833,3589,3353,1974,1011,381,27689
SAL21894,10,9,0,10,6,4,4,0,0,35,73,66,50,54,64,70,39,17,7,434
SAL21895,109,85,60,59,76,73,64,19,11,548,1408,1281,730,822,1241,1209,789,369,179,8033
SAL21896,400,346,211,227,263,175,84,42,18,1763,6800,5201,3737,4263,4778,3371,1789,784,192,30909
SAL21897,0,0,0,0,0,0,0,0,0,7,10,0,3,3,0,0,0,0,0,24
SAL21898,32,19,14,11,11,23,19,7,4,149,317,237,191,191,221,304,275,158,80,1982
SAL21899,5,0,0,6,5,6,0,3,3,36,66,35,48,61,75,118,67,39,39,548
SAL21900,3,0,0,5,0,0,6,0,0,14,19,6,4,12,17,17,15,3,5,89
SAL21901,0,0,0,0,0,0,0,0,0,0,7,3,5,7,7,11,0,0,0,40
SAL21902,0,4,0,0,4,0,0,0,0,5,11,11,7,4,19,18,16,9,4,99
SAL21903,6,5,3,5,0,5,5,0,0,27,52,33,22,31,36,34,47,9,4,276
SAL21904,0,0,0,0,3,0,0,0,0,9,12,7,8,5,8,15,11,11,0,70
SAL21905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21906,0,0,0,0,0,0,0,0,0,0,4,6,3,3,4,3,6,0,0,23
SAL21907,10,0,0,10,0,4,7,3,0,32,32,19,5,26,24,49,35,15,3,218
SAL21908,9,3,0,6,5,4,3,0,0,29,32,24,11,27,33,31,36,4,0,196
SAL21909,0,0,5,6,0,0,0,0,0,11,14,13,10,22,10,23,35,13,0,139
SAL21910,0,0,0,0,0,0,0,0,0,0,8,8,3,0,5,8,3,0,0,41
SAL21911,31,12,16,18,19,27,26,17,9,166,281,160,163,155,172,240,238,130,53,1599
SAL21912,18,3,10,5,18,29,23,7,0,112,61,29,22,30,60,96,61,18,3,379
SAL21913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21914,0,5,0,9,0,0,11,4,0,32,11,6,13,19,23,40,62,14,4,191
SAL21915,7,0,0,0,3,4,3,0,0,20,55,24,16,20,40,30,42,15,0,238
SAL21916,5,0,0,3,0,0,0,0,0,14,11,0,11,3,4,5,5,0,0,48
SAL21917,10,9,5,3,12,7,5,0,0,53,185,128,88,115,170,155,87,31,9,970
SAL21918,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,14
SAL21919,0,3,0,0,0,3,0,0,0,10,26,16,10,13,9,23,9,5,0,111
SAL21920,4,0,0,3,0,0,4,0,0,17,17,6,9,6,9,5,0,0,0,56
SAL21921,31,30,9,19,31,23,10,7,0,176,525,318,183,332,411,275,219,166,67,2509
SAL21922,142,75,83,59,76,76,50,35,16,614,1145,785,897,742,814,897,806,518,289,6886
SAL21923,0,0,5,0,0,0,3,0,0,12,17,11,9,15,22,42,32,13,8,171
SAL21924,0,0,0,0,0,3,0,0,0,4,11,5,5,8,11,17,23,9,0,84
SAL21925,61,61,57,56,51,42,47,29,24,424,639,552,841,546,512,587,489,375,158,4704
SAL21926,3,0,0,0,0,0,0,0,0,8,8,10,3,8,8,10,9,4,0,59
SAL21927,10,5,0,0,8,10,0,5,0,38,97,48,29,61,91,82,78,43,6,533
SAL21928,7,3,7,0,5,18,15,10,6,62,58,45,44,41,50,121,110,49,21,547
SAL21929,23,19,8,12,22,8,11,5,4,113,346,335,162,208,250,201,190,109,42,1844
SAL21930,6,3,0,8,4,13,10,8,5,51,95,48,41,58,106,165,228,105,20,866
SAL21931,0,0,0,6,0,0,3,4,0,19,33,8,6,18,12,24,23,12,0,136
SAL21932,0,0,3,6,0,0,0,0,0,14,44,19,30,47,16,29,29,10,6,230
SAL21933,6,8,4,0,9,4,9,3,0,45,74,49,28,38,60,59,77,29,7,415
SAL21934,153,73,121,139,135,84,48,30,21,797,2981,1270,1675,2472,2121,1563,867,435,271,13658
SAL21935,13,10,0,3,8,4,8,11,0,52,97,45,63,51,55,60,44,28,5,451
SAL21936,11,12,6,9,16,11,21,5,0,86,133,64,68,82,106,133,154,68,16,820
SAL21937,3,0,0,0,3,0,3,4,0,15,40,17,18,19,25,28,24,18,0,189
SAL21938,145,82,69,84,87,89,68,30,23,674,2003,1291,1146,1349,1467,1351,1058,580,201,10445
SAL21939,35,19,27,22,19,31,25,13,17,204,364,242,324,214,282,325,263,248,133,2401
SAL21940,26,10,10,19,21,14,6,6,4,111,405,179,142,245,262,240,151,70,27,1723
SAL21941,18,12,11,7,9,11,17,6,9,98,236,130,135,120,156,212,209,103,24,1322
SAL21942,56,42,38,50,60,53,34,17,19,366,1061,732,707,849,917,728,484,253,168,5901
SAL21943,10,3,6,3,7,4,4,5,0,38,89,46,48,37,55,53,45,19,7,410
SAL21944,5,0,6,4,9,5,9,3,0,40,49,40,26,38,36,51,67,22,11,344
SAL21945,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,9
SAL21946,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,4,0,0,19
SAL21947,3,0,6,0,0,0,0,0,0,14,26,11,15,21,28,30,25,8,0,168
SAL21948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13
SAL21949,0,0,0,0,0,0,0,0,0,4,0,0,8,0,11,12,8,3,5,50
SAL21950,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12
SAL21951,0,0,4,0,0,0,0,0,0,5,15,7,6,11,8,12,6,6,5,90
SAL21952,440,284,493,351,270,272,164,126,45,2452,5261,4070,6407,4698,3515,3340,2579,1629,750,32257
SAL21953,98,78,83,74,72,62,57,29,7,560,1259,886,996,981,1003,854,825,517,115,7436
SAL21954,5,0,3,7,4,11,6,0,0,39,17,16,8,14,26,55,28,11,0,177
SAL21955,7,8,6,0,8,4,9,0,0,35,55,28,28,20,55,56,48,14,10,318
SAL21956,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,5,5,0,0,17
SAL21957,5,0,5,0,0,0,3,0,0,12,21,6,9,12,8,16,12,5,0,84
SAL21958,4,0,0,0,5,0,0,0,0,10,3,0,0,6,3,8,9,4,0,37
SAL21959,0,0,5,4,0,0,0,0,0,9,20,6,12,16,7,16,8,0,0,89
SAL21960,200,141,188,144,139,114,81,47,24,1082,1393,1110,1504,1007,1043,1038,864,495,232,8682
SAL21961,0,0,0,0,0,0,0,0,0,3,10,3,4,5,4,0,0,0,0,34
SAL21962,3,6,0,0,8,8,0,0,0,22,27,12,12,18,34,21,7,3,0,130
SAL21963,71,65,76,39,47,51,35,37,57,478,671,580,734,489,489,469,394,255,203,4277
SAL21964,0,0,0,0,0,0,0,0,0,0,3,5,0,3,7,12,13,9,0,50
SAL21965,43,29,40,28,28,23,16,19,12,229,530,322,534,394,386,267,299,242,242,3225
SAL21966,228,269,400,244,145,129,82,25,8,1531,1733,2767,4283,2355,1472,1105,779,333,126,14953
SAL21967,0,0,4,10,3,4,0,0,0,22,42,27,38,54,54,51,35,16,4,325
SAL21968,12,3,3,0,0,0,5,0,0,24,40,35,41,17,33,48,46,16,7,282
SAL21969,46,19,14,18,40,22,16,12,0,182,620,396,239,377,552,442,261,125,20,3027
SAL21970,57,33,35,27,34,22,35,16,4,274,615,408,418,372,391,437,479,279,68,3475
SAL21971,226,160,295,259,236,158,96,63,33,1529,3787,2521,5164,4021,3830,2629,1682,1111,528,25276
SAL21972,3,4,0,3,7,3,4,3,0,22,31,25,28,25,25,34,24,9,4,203
SAL21973,0,0,0,0,0,0,0,0,0,5,5,6,4,5,0,9,3,0,0,40
SAL21974,23,63,63,34,22,15,9,0,0,232,364,584,807,423,258,202,139,80,46,2895
SAL21975,5,0,0,4,3,8,4,5,0,35,18,13,8,28,28,44,42,16,0,199
SAL21976,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8,0,4,0,20
SAL21977,0,0,0,0,0,0,0,0,0,4,6,0,5,0,9,9,0,0,0,24
SAL21978,0,0,0,0,0,0,0,6,0,6,9,0,0,6,6,7,3,6,0,36
SAL21979,0,3,9,14,5,6,0,0,0,34,7,3,13,18,3,11,5,4,0,64
SAL21980,0,0,0,0,0,0,0,0,0,8,14,7,3,13,21,18,14,9,0,96
SAL21981,3,5,4,0,0,0,0,0,0,17,47,38,26,31,31,31,19,11,0,233
SAL21982,0,0,0,0,0,0,0,0,0,6,4,11,11,0,7,9,3,0,0,46
SAL21983,0,5,0,0,0,4,0,0,0,4,20,9,11,3,6,15,11,4,0,92
SAL21984,110,47,69,56,80,67,58,37,16,541,727,458,482,437,565,659,647,430,212,4604
SAL21985,130,84,123,116,109,86,65,67,71,855,2175,1351,1816,1951,1658,1223,1028,771,437,12413
SAL21986,0,0,3,0,0,3,7,0,0,24,50,30,25,25,42,39,71,32,3,327
SAL21987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21988,0,4,0,0,0,0,0,0,0,7,7,4,3,4,3,9,0,0,6,33
SAL21989,0,0,0,0,0,0,0,0,0,0,7,0,6,4,7,3,4,6,0,43
SAL21990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL21991,0,0,0,0,0,10,0,0,0,15,29,23,4,8,26,29,21,13,3,158
SAL21992,17,4,5,10,12,10,4,3,0,62,68,45,91,46,75,91,64,31,10,536
SAL21993,21,13,12,10,16,20,6,4,0,102,124,57,84,72,87,110,73,44,19,673
SAL21994,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,17
SAL21995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21996,25,21,13,32,20,28,18,3,0,152,330,182,170,218,268,248,146,71,10,1644
SAL21997,0,0,0,0,0,0,0,0,0,4,7,0,3,4,0,0,0,0,0,18
SAL21998,68,54,79,63,65,31,16,20,10,403,1124,772,1266,1222,812,696,410,260,152,6714
SAL21999,4,4,7,0,11,9,3,3,0,50,84,79,30,52,77,68,34,12,4,439
SAL22000,83,90,86,84,79,44,39,23,6,533,1229,1131,1438,1158,1175,978,649,414,262,8442
SAL22001,65,59,95,46,54,32,19,22,10,399,1084,877,1344,1012,852,619,453,370,188,6804
SAL22002,101,56,92,96,64,54,51,40,15,567,1632,1011,1471,1435,1235,1197,981,616,271,9851
SAL22003,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,19
SAL22004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL22005,203,106,88,145,107,142,168,91,44,1100,3547,1609,1584,2416,2292,2333,2420,1097,424,17714
SAL22006,287,163,215,186,135,86,47,13,3,1136,4630,2195,3846,3351,1965,1244,918,317,42,18503
SAL22007,13,7,15,12,0,10,8,7,0,72,261,83,320,167,56,81,139,49,3,1159
SAL22008,0,0,0,0,0,0,0,0,0,3,7,4,0,7,0,10,11,7,0,45
SAL22009,33,10,8,22,28,20,16,6,0,132,315,172,154,224,300,265,244,80,14,1773
SAL22010,0,0,4,0,0,0,0,0,0,7,12,12,18,4,19,5,10,4,0,93
SAL22011,7,3,7,5,8,18,19,3,3,73,43,26,35,39,54,84,67,36,15,411
SAL22012,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9
SAL22013,0,0,0,0,4,0,0,3,0,9,17,14,8,8,18,15,13,3,0,101
SAL22014,54,19,32,25,44,50,42,31,9,303,361,174,193,181,256,374,367,257,94,2264
SAL22015,3,0,0,4,0,0,0,0,0,11,28,6,8,20,20,18,19,0,0,115
SAL22016,63,74,79,50,67,56,24,13,9,435,1402,1163,1319,1156,1270,954,621,334,106,8328
SAL22017,11,5,0,5,9,11,0,0,0,50,52,50,55,49,50,115,48,27,13,450
SAL22018,10,11,0,6,10,5,4,0,0,43,64,31,10,34,47,33,39,13,0,285
SAL22019,0,5,5,3,6,3,5,0,0,29,51,34,24,16,41,47,45,14,0,270
SAL22020,23,10,21,8,13,24,20,9,7,132,147,96,133,112,120,176,192,115,81,1170
SAL22021,0,3,0,0,0,5,0,0,0,14,26,20,25,20,29,44,29,8,0,197
SAL22022,20,5,4,8,16,3,10,3,0,65,155,63,53,87,94,103,93,46,12,710
SAL22023,0,0,0,0,0,4,0,0,0,3,5,0,0,0,7,15,10,0,0,49
SAL22024,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,4,0,25
SAL22025,0,0,0,0,0,3,0,0,0,3,7,3,9,7,0,9,3,0,0,36
SAL22026,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,3,0,0,14
SAL22027,1113,497,706,594,457,280,209,176,107,4134,13027,6385,9533,8478,5956,4330,3414,2217,787,54118
SAL22028,0,0,8,3,3,4,9,0,0,26,34,33,24,19,32,31,35,17,4,229
SAL22029,10,15,7,8,12,13,9,0,0,75,212,164,86,146,182,214,129,60,14,1196
SAL22030,0,0,0,4,0,0,0,0,0,6,25,4,3,13,0,4,9,4,0,67
SAL22031,3,0,12,3,0,9,4,0,0,31,91,45,55,46,46,93,49,13,0,442
SAL22032,13,8,3,6,10,11,13,3,0,71,164,143,78,103,177,193,134,50,14,1063
SAL22033,0,0,0,0,0,0,0,0,0,3,9,0,9,0,5,0,5,0,0,41
SAL22034,5,0,0,0,0,7,3,4,0,14,9,3,3,9,27,54,50,14,0,172
SAL22035,0,0,6,0,0,0,5,0,0,7,37,16,7,25,24,33,19,0,5,167
SAL22036,43,39,11,21,49,25,16,16,9,220,673,674,212,332,708,586,381,210,62,3835
SAL22037,109,84,77,80,125,98,61,37,25,689,2207,1488,1200,1577,2014,1604,1241,667,316,12308
SAL22038,32,188,97,48,31,26,17,7,9,449,468,2759,1654,724,415,365,321,222,149,7074
SAL22039,11,5,4,6,9,7,6,0,3,47,26,19,12,20,36,30,27,9,4,188
SAL22040,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,9,3,0,0,33
SAL22041,190,135,189,230,171,109,82,53,52,1218,3186,1868,3480,3118,2315,1698,1091,756,653,18171
SAL22042,88,76,80,75,96,75,37,31,24,586,1924,1268,1354,1591,1585,1264,755,458,335,10534
SAL22043,5,4,5,0,5,7,5,0,0,23,9,9,4,3,17,11,18,0,6,75
SAL22044,0,5,0,0,0,0,3,0,0,13,6,4,3,8,3,9,14,0,0,51
SAL22045,0,7,0,0,0,6,8,3,0,22,27,19,10,12,17,25,18,11,4,149
SAL22046,4,0,0,0,0,6,0,0,0,15,25,8,15,19,21,22,19,8,0,138
SAL22047,72,61,43,43,61,53,46,41,19,444,1240,829,703,908,1258,1177,992,497,188,7793
SAL22048,3,0,0,0,3,0,0,0,0,5,8,7,4,8,4,19,9,3,0,58
SAL22049,28,11,9,14,23,35,42,40,15,218,364,205,219,218,352,609,892,578,192,3636
SAL22050,62,36,42,43,41,50,19,10,3,306,701,500,453,468,553,564,406,175,45,3867
SAL22051,0,0,0,0,0,0,7,0,0,9,30,12,10,15,23,24,12,0,0,125
SAL22052,6,4,0,0,0,3,0,0,0,21,28,22,14,23,18,26,29,8,6,177
SAL22053,0,0,0,0,3,0,0,0,0,5,8,6,3,4,14,7,8,0,3,54
SAL22054,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,12,3,0,0,29
SAL22055,6,4,0,5,6,0,0,0,0,14,15,4,8,20,23,24,20,3,0,110
SAL22056,8,7,0,4,8,17,9,0,0,53,117,65,38,65,96,120,110,44,30,677
SAL22057,3,0,0,3,0,4,6,0,0,16,32,21,6,24,19,23,22,11,3,159
SAL22058,0,3,5,0,5,0,0,5,0,18,20,23,16,9,41,32,8,13,0,158
SAL22059,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,10,0,3,0,22
SAL22060,0,0,0,0,0,0,0,3,0,4,5,6,3,0,8,14,3,10,9,49
SAL22061,0,0,0,0,6,3,0,4,0,10,5,5,4,3,17,14,19,11,0,72
SAL22062,6,0,0,0,8,4,6,6,0,24,53,18,31,29,39,61,51,33,6,322
SAL22063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
SAL22064,7,9,0,11,8,12,10,6,0,61,72,40,27,56,60,50,37,10,0,360
SAL22065,0,0,0,6,4,0,3,3,0,15,31,29,22,18,34,38,35,18,6,230
SAL22066,0,0,0,0,0,8,3,0,0,12,22,18,20,20,24,57,32,13,5,206
SAL22067,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,0,0,14
SAL22068,0,3,0,0,0,3,0,0,0,11,3,3,0,5,5,9,8,12,0,52
SAL22069,4,0,0,0,0,0,0,0,0,7,7,3,0,0,3,0,0,0,0,6
SAL22070,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,0,3,0,29
SAL22071,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,0,9,6,0,17
SAL22072,3,3,0,0,0,0,4,0,0,19,41,21,18,22,22,36,24,3,7,191
SAL22073,5,0,0,4,0,0,6,0,0,15,3,0,3,9,5,8,6,0,0,40
SAL22074,4,3,5,0,4,0,5,0,0,20,66,28,28,42,45,29,20,18,0,267
SAL22075,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,12,8,4,0,32
SAL22076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SAL22077,7,0,0,5,0,5,0,4,3,27,64,25,48,49,38,50,43,27,9,365
SAL22078,0,0,0,3,0,3,0,0,0,10,43,24,6,28,31,27,13,17,0,189
SAL22079,0,0,0,0,0,0,0,0,0,0,8,3,0,3,4,0,0,0,0,16
SAL22080,0,0,0,0,0,0,0,0,0,0,11,7,0,11,3,11,13,6,0,66
SAL22081,3,0,5,3,3,5,3,4,0,18,17,11,15,14,14,21,25,12,3,132
SAL22082,0,0,5,0,0,0,0,0,0,5,0,3,0,0,0,0,4,0,0,14
SAL22083,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,6,0,0,12
SAL22084,19,23,7,10,31,35,13,11,4,164,429,426,180,264,464,380,209,117,107,2575
SAL22085,4,0,0,4,0,0,0,0,0,14,13,18,9,14,12,5,9,8,0,79
SAL22086,1086,564,660,814,483,247,140,56,4,4056,18302,7341,9387,14938,8537,4321,2750,990,211,66781
SAL22087,0,3,0,0,0,5,0,0,0,9,17,26,18,7,24,34,34,13,0,178
SAL22088,44,17,18,30,28,50,78,58,21,344,469,239,201,297,373,560,857,556,231,3788
SAL22089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL22091,0,3,0,0,4,0,5,0,0,14,13,7,5,15,21,6,17,5,0,73
SAL22092,0,0,0,0,0,0,0,0,0,6,22,0,4,3,8,3,3,4,0,42
SAL22093,5,0,0,0,0,0,0,0,0,12,6,0,5,0,11,6,8,4,0,48
SAL22094,3,0,0,3,4,0,7,0,0,20,45,29,30,36,65,63,61,21,3,356
SAL22095,0,0,0,0,0,3,0,0,0,5,10,3,5,7,5,3,10,0,0,38
SAL22096,0,0,0,0,0,0,0,0,0,0,3,3,0,7,4,6,3,3,0,26
SAL22097,0,0,5,0,0,0,0,0,0,10,11,11,7,13,14,7,11,5,4,79
SAL22098,7,8,7,10,3,6,8,0,0,60,125,71,95,82,79,120,108,38,6,717
SAL22099,0,0,0,0,0,3,0,0,0,4,13,7,8,14,5,23,11,10,4,88
SAL22100,3,0,0,0,0,4,0,0,0,20,41,26,23,25,26,29,15,10,0,202
SAL22101,0,0,0,0,0,3,3,0,0,6,22,3,12,22,21,30,30,12,3,149
SAL22102,16,14,4,5,15,16,16,5,0,79,174,93,101,123,158,150,129,76,18,1024
SAL22103,8,0,0,9,5,11,8,7,0,50,37,27,28,32,49,80,98,47,5,403
SAL22104,3,5,9,0,0,3,0,0,0,25,82,47,53,56,51,59,61,14,10,440
SAL22105,54,18,28,20,35,41,56,39,23,317,647,278,279,410,419,521,668,364,163,3742
SAL22106,4,0,0,0,0,5,0,0,0,9,29,13,15,17,15,47,23,8,3,174
SAL22107,168,135,265,267,247,208,139,77,18,1519,2428,1377,2713,3128,2905,2242,1671,924,240,17633
SAL22108,3,0,7,3,3,13,11,3,0,42,18,7,12,15,20,45,60,29,8,220
SAL22109,37,20,12,31,41,88,82,97,78,494,425,271,233,319,460,793,1091,641,202,4436
SAL22110,185,100,93,129,114,116,116,65,23,937,1574,1047,965,1068,1300,1549,1424,755,329,10016
SAL22111,10,9,5,6,3,6,12,0,0,47,116,64,78,85,86,105,121,32,18,708
SAL22112,4,8,5,4,10,6,7,9,4,49,83,69,46,67,110,111,92,24,6,619
SAL22113,0,0,7,0,9,18,18,25,6,73,28,19,24,24,63,157,235,191,38,787
SAL22114,0,0,0,0,0,0,0,0,0,8,17,10,4,10,20,27,27,7,3,126
SAL22115,0,3,0,5,3,3,3,0,0,28,28,36,17,19,42,28,22,14,4,214
SAL22116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SAL22117,0,0,0,0,0,0,0,0,0,3,0,7,4,0,3,11,7,3,0,38
SAL22118,73,96,239,152,103,87,51,54,49,905,1063,1253,3802,2203,1327,1030,751,518,252,12203
SAL22119,0,0,0,0,0,0,0,0,0,6,6,5,0,3,3,8,7,0,0,37
SAL22120,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,10,3,0,0,28
SAL22121,324,222,399,347,302,200,164,101,83,2157,5058,3444,6682,5931,4742,3410,2294,1484,740,33790
SAL22122,21,13,25,17,22,13,19,7,5,151,259,264,390,254,222,219,225,129,48,2005
SAL22123,5,5,9,5,4,9,4,0,0,34,48,21,33,17,36,34,33,12,4,236
SAL22124,20,34,17,11,5,0,0,0,0,92,272,289,267,187,75,16,0,0,0,1108
SAL22125,5,0,0,0,3,5,4,0,0,7,6,8,0,6,3,7,7,0,0,47
SAL22126,5,0,0,0,0,0,0,0,0,5,6,0,5,3,0,7,0,0,0,21
SAL22127,4,4,5,0,8,3,6,0,0,34,52,28,45,31,60,42,22,17,4,292
SAL22128,6,0,0,0,0,0,0,0,0,10,20,0,3,6,3,6,12,0,0,50
SAL22129,11,6,15,7,12,8,15,6,7,86,158,82,85,84,131,101,81,39,15,772
SAL22130,15,6,4,11,12,14,10,3,0,78,110,55,54,72,73,93,75,41,22,598
SAL22131,4,11,7,5,9,8,0,4,0,41,14,31,12,9,34,52,47,25,9,229
SAL22132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL22133,0,4,0,0,0,6,0,0,0,22,60,55,40,36,63,57,32,14,0,354
SAL22134,28,26,18,18,32,24,12,7,0,152,425,312,289,283,329,339,243,110,35,2365
SAL22135,6,5,5,12,7,26,28,18,0,108,142,101,75,103,149,293,390,201,64,1516
SAL22136,0,0,4,0,3,4,0,0,0,22,35,16,11,19,39,43,38,13,10,223
SAL22137,7,6,3,6,0,11,10,11,13,67,95,46,51,72,60,114,124,71,37,672
SAL22138,0,0,0,0,0,0,0,0,0,4,19,4,3,11,13,10,18,8,0,83
SAL22139,0,0,0,0,0,0,0,0,0,0,6,3,3,5,0,3,6,0,0,19
SAL22140,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,3,3,7,0,31
SAL22141,0,344,881,642,291,98,16,14,0,2282,0,344,881,647,291,100,20,14,0,2295
SAL22142,3,0,0,4,0,4,4,5,0,19,64,63,25,41,73,74,66,36,3,443
SAL22143,0,3,0,0,0,0,0,0,0,5,14,6,9,12,8,10,12,5,0,76
SAL22144,6,5,4,5,0,9,0,0,0,31,52,32,32,26,42,47,40,26,7,296
SAL22145,0,0,6,0,0,10,13,4,0,39,24,20,21,21,44,102,206,116,27,589
SAL22146,12,6,0,8,3,5,4,6,0,34,50,37,22,46,46,56,51,17,5,329
SAL22147,94,91,64,61,71,89,63,41,8,581,959,609,644,636,648,788,562,297,142,5294
SAL22148,8,11,3,6,5,18,16,0,0,72,167,101,74,87,163,186,169,52,14,1009
SAL22149,4,6,8,0,12,14,12,9,10,80,97,67,33,54,88,151,132,63,24,708
SAL22150,4,7,0,3,6,9,6,0,0,32,9,12,7,10,27,20,21,6,0,111
SAL22151,65,38,48,30,28,26,21,12,4,281,453,369,505,367,322,395,351,179,72,3000
SAL22152,0,0,0,4,0,0,3,0,0,12,7,4,7,6,21,24,21,17,0,102
SAL22153,0,0,0,0,3,0,3,0,0,9,17,4,0,6,13,20,10,3,0,67
SAL22154,3,4,0,0,7,5,6,5,0,32,19,30,25,16,50,64,52,33,4,299
SAL22155,0,0,0,0,4,3,0,0,0,9,30,16,10,18,37,32,18,5,0,157
SAL22156,0,0,0,0,0,0,0,0,0,7,5,5,5,9,3,0,4,0,0,28
SAL22157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL22158,0,0,0,0,0,0,0,0,0,0,4,0,6,8,5,8,5,0,0,26
SAL22159,4,0,5,0,8,3,6,0,0,31,18,5,12,14,19,12,5,8,0,102
SAL22160,21,16,12,14,26,29,30,9,7,158,493,378,204,297,410,449,323,119,40,2695
SAL22161,600,433,685,533,531,395,323,260,271,4030,7958,5233,9460,8024,6424,5178,4003,3075,1753,51096
SAL22162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22163,0,0,0,0,0,0,3,0,0,4,13,4,0,11,5,14,10,3,0,52
SAL22164,17,5,4,11,5,21,32,4,0,105,85,58,38,66,88,191,232,79,16,836
SAL22165,0,0,3,0,0,0,0,6,0,6,11,5,12,6,9,8,7,4,0,56
SAL22166,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13
SAL22167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL22168,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,7
SAL22169,3,0,0,0,0,5,0,0,0,3,11,0,0,4,0,6,5,3,0,34
SAL22170,166,220,589,326,231,240,135,68,38,2005,2759,2999,9002,4687,3257,2652,1865,968,397,28587
SAL22171,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,3,0,9
SAL22172,77,43,20,34,55,37,23,17,6,304,851,538,393,539,687,649,483,219,33,4390
