SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL21186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,4,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,0,0,14
SAL21187,148,179,110,81,91,65,27,699,93,106,78,37,66,25,27,428,86,97,59,37,46,20,16,359,692,822,437,292,398,198,81,2916,4,0,0,0,0,0,0,9,1018,1202,684,450,599,309,149,4408,8,10,11,9,12,3,4,52,7,14,19,12,9,4,4,74,4,13,11,6,10,0,4,44,37,110,76,72,88,33,17,428,0,3,3,0,4,0,0,5,54,154,115,98,127,44,29,610,1068,1359,801,549,719,355,171,5017
SAL21188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,7
SAL21189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,6,0,3,6,0,0,31,0,0,0,0,0,0,0,0,6,6,3,3,7,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,8,11,10,3,6,10,7,0,42
SAL21190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,8,0,0,0,0,0,0,0,0,6,4,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,6,0,0,0,12
SAL21191,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,11,5,11,0,0,44,0,0,0,0,0,0,0,0,9,13,14,9,11,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,7,11,15,13,9,14,3,0,62
SAL21192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,24,12,4,10,0,0,61,0,0,0,0,0,0,0,0,18,24,12,4,10,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,7,21,30,15,4,10,0,0,78
SAL21193,204,271,171,130,187,126,91,1186,99,110,65,53,83,43,17,470,70,59,49,36,47,28,25,314,429,471,324,249,350,186,86,2097,4,0,0,3,0,0,0,11,809,919,614,474,666,378,220,4077,16,35,27,13,22,22,11,150,8,17,10,12,14,7,4,70,3,4,14,6,13,4,5,50,45,90,75,45,59,36,28,369,4,3,0,0,0,0,0,4,66,150,126,78,118,70,45,651,876,1068,739,553,779,449,265,4733
SAL21194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21195,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,6,31,24,14,5,6,0,0,80,0,0,0,0,0,0,0,0,39,29,18,5,4,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12,41,35,19,5,4,0,0,105
SAL21196,0,0,0,0,0,0,0,0,5,5,3,4,6,0,0,14,0,4,3,0,4,0,0,8,21,21,21,10,10,0,0,86,0,0,0,0,0,0,0,0,17,27,29,15,17,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,6,6,5,5,6,5,0,0,0,22,0,0,0,0,0,0,0,0,5,5,6,5,3,0,6,24,24,33,28,16,25,3,3,132
SAL21197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5
SAL21200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11
SAL21201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,22,10,6,11,0,0,67,0,0,0,0,0,0,0,0,21,24,15,6,10,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,6,4,0,0,0,0,23,0,0,0,0,0,0,0,0,8,8,4,8,0,0,0,26,25,33,15,11,13,0,0,97
SAL21202,0,5,0,4,0,0,0,12,0,9,7,0,0,0,0,19,4,9,0,7,12,0,0,31,27,54,59,28,25,6,8,213,0,0,0,0,0,0,0,0,37,71,65,38,39,12,10,271,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,6,0,5,6,4,0,0,0,8,0,0,0,0,0,0,0,0,0,6,9,3,0,0,0,15,36,73,73,39,37,12,13,289
SAL21203,1023,1147,560,322,430,281,139,3912,160,180,81,50,69,36,22,583,151,144,73,51,65,24,16,531,418,456,280,205,297,183,70,1913,12,12,0,4,4,8,0,44,1760,1941,995,639,862,540,251,6982,84,134,89,72,114,56,38,581,36,46,37,19,32,10,6,190,21,45,11,26,27,7,6,155,136,197,153,111,150,56,27,831,13,26,8,7,10,0,5,67,288,453,304,236,329,127,85,1817,2049,2395,1291,872,1193,670,332,8804
SAL21204,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,6
SAL21205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,4,0,0,16,0,0,0,0,0,0,0,0,3,4,0,5,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,4,0,0,16
SAL21206,79,67,38,23,27,9,4,246,25,21,11,3,7,0,0,67,23,32,13,8,7,0,0,83,550,534,302,194,242,52,14,1887,0,0,0,0,0,0,0,3,675,649,359,233,287,62,20,2287,5,4,0,0,0,0,0,9,3,4,6,9,3,0,0,33,0,4,0,3,4,0,0,9,176,200,139,97,95,26,5,738,3,3,7,0,0,0,0,11,192,218,151,105,104,30,7,802,865,869,510,342,386,91,23,3093
SAL21207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4
SAL21208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
SAL21209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,4,0,0,16
SAL21210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,11
SAL21212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAL21214,123,127,55,35,50,32,23,444,19,30,22,14,18,15,8,119,45,57,27,9,12,9,6,163,130,144,97,70,85,65,33,628,0,0,0,0,0,0,0,0,323,357,202,127,165,115,67,1359,5,16,12,10,9,15,3,65,5,9,3,3,5,4,0,29,5,4,5,3,5,3,0,19,7,24,15,11,23,15,4,94,0,0,0,0,0,0,0,0,24,44,37,19,36,32,7,209,346,406,239,149,205,149,75,1562
SAL21215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,14,19,9,7,16,6,4,68,0,0,0,0,0,0,0,0,17,19,8,7,18,9,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,18,19,13,14,18,9,4,87
SAL21216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL21217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3
SAL21218,44,33,22,10,12,11,3,131,15,15,5,3,13,3,0,50,5,14,3,4,6,9,0,42,34,34,22,18,24,8,5,141,0,3,0,0,0,0,0,3,101,96,50,35,51,28,11,362,4,4,0,3,0,0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,6,7,5,3,3,0,21,0,0,0,0,0,0,0,0,4,13,11,10,10,3,0,46,99,108,62,37,64,31,14,416
SAL21219,24,19,6,3,6,0,0,62,3,9,4,4,0,0,0,22,4,0,0,0,0,0,0,12,237,204,89,72,67,10,3,681,0,0,0,0,0,0,0,0,268,238,104,81,72,16,6,775,0,4,3,5,0,0,0,12,4,5,0,0,0,0,0,9,0,0,0,0,0,0,0,10,47,49,49,22,29,6,0,199,5,4,0,0,0,0,0,7,54,61,55,28,34,3,0,234,321,294,155,109,108,20,5,1017
SAL21220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,19
SAL21221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,9,6,4,0,36,0,0,0,0,0,0,0,0,5,14,4,9,6,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,15,4,9,5,4,0,42
SAL21222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,20,19,10,4,0,98,0,0,0,0,0,0,0,0,22,27,20,19,10,4,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,11,27,28,24,19,10,4,0,107
SAL21223,5,15,4,10,4,3,0,40,14,14,13,8,12,6,3,67,15,17,12,8,12,6,0,65,159,148,98,64,79,34,18,600,0,0,0,0,0,0,0,0,192,196,126,95,98,40,21,774,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,19,0,4,0,0,0,0,3,10,12,12,16,12,19,7,0,75,3,0,0,0,0,0,0,4,14,19,26,17,28,11,4,109,202,212,151,107,130,56,23,882
SAL21224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3
SAL21225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
SAL21226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,10
SAL21227,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,5,0,0,3,0,0,16,0,0,0,0,0,0,0,0,4,7,0,3,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,5,0,0,20
SAL21228,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,8,0,0,0,3,0,0,0,5,13,14,12,3,4,4,0,43,0,0,0,0,0,0,0,0,16,18,10,5,4,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,6,18,14,12,7,11,4,0,63
SAL21229,3,7,0,0,0,0,0,12,0,0,0,0,0,0,0,5,3,5,5,0,0,0,0,10,26,40,30,16,15,5,4,131,0,3,0,0,0,0,0,6,32,49,32,20,19,4,4,164,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,4,3,4,0,0,23,0,0,0,0,0,0,0,0,3,13,6,0,4,0,0,30,40,60,43,23,24,4,4,194
SAL21230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,10,10,5,11,3,0,59,0,0,0,0,0,0,0,0,13,12,8,12,11,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,8,12,13,3,0,67
SAL21231,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,20,12,13,5,0,100,0,0,0,0,0,0,0,0,19,25,23,13,13,5,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,8,7,0,5,0,0,30,0,0,0,0,0,0,0,0,5,8,7,0,6,0,0,33,25,33,35,13,18,6,0,135
SAL21232,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,0,0,0,26,0,0,0,0,0,0,0,0,3,7,11,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,6,3,0,0,26
SAL21233,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,27,27,13,11,13,0,4,100,0,0,0,0,0,0,0,4,31,34,15,11,15,0,4,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,17,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,17,35,36,17,18,18,5,4,127
SAL21234,0,4,9,7,10,0,0,28,3,7,0,3,5,3,0,26,9,10,5,0,4,0,0,32,102,126,61,26,56,12,7,390,0,0,0,0,0,0,0,0,123,144,70,43,75,22,8,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,7,3,5,5,0,0,31,0,0,0,0,0,0,0,0,10,7,3,7,4,0,0,33,130,149,82,53,80,17,8,512
SAL21235,18,16,7,10,4,4,0,48,19,19,19,6,15,0,0,78,26,21,19,11,14,5,0,102,214,214,125,89,111,29,7,786,0,3,0,0,0,0,0,3,273,268,165,116,145,36,12,1011,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,4,0,0,18,14,39,21,23,17,9,0,134,0,5,0,0,0,0,0,10,25,53,28,30,24,8,5,167,294,322,195,151,170,46,10,1182
SAL21236,0,0,5,0,4,0,0,12,0,0,4,0,4,6,0,12,0,0,3,3,5,0,0,16,31,57,45,21,32,15,3,209,0,0,0,0,0,0,0,0,35,59,59,24,38,20,4,240,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,18,33,66,58,32,45,21,4,257
SAL21237,0,0,0,0,0,0,0,4,3,4,0,4,0,0,0,14,5,4,4,0,0,0,0,5,49,51,32,32,57,27,15,252,0,0,0,0,0,0,0,0,52,57,40,37,55,27,15,279,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,11,5,10,0,3,55,0,0,0,0,0,0,0,0,6,14,14,5,13,5,8,63,56,80,53,43,66,32,21,346
SAL21238,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,0,7,5,6,0,0,27,0,0,0,0,0,0,0,0,9,5,4,5,12,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,4,4,12,0,0,45
SAL21239,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,8,4,0,0,18,0,0,0,0,0,0,0,0,5,5,3,9,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,9,4,0,0,26
SAL21240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
SAL21241,4,6,5,0,0,0,0,21,0,8,0,0,0,0,0,8,3,0,0,0,0,0,0,3,27,30,10,9,13,3,6,110,0,0,0,0,0,0,0,0,40,47,17,14,15,10,4,136,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,10,8,12,9,0,6,4,0,44,0,0,0,0,0,0,0,0,8,19,12,3,8,4,0,58,43,64,29,20,24,9,4,194
SAL21242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,5,12,11,18,3,0,65,0,0,0,0,0,0,0,0,10,5,12,18,16,5,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,5,15,18,17,5,0,69
