SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL21140,..,16,10,12,13,12,4,0,0,66,..,5,67,40,39,68,73,27,3,326,15,22,12,7,8,8,5,0,0,70,1653,717,1033,1066,673,432,307,103,19,6004,..,26,791,1286,774,475,303,107,3,3778,..,130,445,243,137,49,12,5,0,1023,..,20,137,204,185,75,35,22,6,697,3307,..,..,..,..,..,..,..,..,3307,..,637,..,..,..,..,..,..,..,637,..,434,229,65,29,9,0,0,0,764,..,79,82,18,32,36,61,31,9,343,..,43,53,25,19,10,3,0,0,145,..,34,37,27,18,27,15,4,0,165,..,20,125,122,117,124,101,39,3,648,34,33,39,14,17,7,8,0,0,155,3342,1454,1932,2010,1318,815,545,214,28,11660
SAL21141,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,6,7,0,0,34,..,0,0,3,5,12,8,3,0,32,..,4,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,12,0,5,13,17,10,3,0,62
SAL21142,..,0,3,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,29,9,27,24,30,31,18,9,0,171,..,0,11,11,30,37,30,11,0,125,..,3,25,22,21,7,4,0,0,80,..,0,5,7,4,0,0,0,0,19,61,..,..,..,..,..,..,..,..,61,..,12,..,..,..,..,..,..,..,12,..,15,4,0,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,5,0,0,0,0,14,..,0,7,4,8,12,9,6,0,36,0,0,3,0,0,3,0,0,0,9,61,22,54,39,60,66,46,17,0,360
SAL21143,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,7,3,0,11,0,0,0,0,0,0,0,0,0,4,19,0,4,8,18,17,7,7,6,76,..,0,3,6,22,17,14,9,3,76,..,0,0,0,4,6,0,0,0,7,..,0,0,4,3,0,3,0,0,6,29,..,..,..,..,..,..,..,..,29,..,6,..,..,..,..,..,..,..,6,..,9,0,0,0,0,0,0,0,13,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,7,11,4,5,25,0,0,0,0,0,0,0,0,0,4,29,12,15,15,29,30,22,15,7,167
SAL21144,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,4,10,13,12,16,0,0,75,..,0,3,9,15,17,23,7,0,79,..,0,0,3,8,0,5,0,0,19,..,0,0,0,0,0,0,0,0,0,28,..,..,..,..,..,..,..,..,28,..,4,..,..,..,..,..,..,..,4,..,6,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,..,0,3,0,0,5,4,0,0,10,0,0,0,3,0,0,0,0,0,5,28,10,9,19,29,26,33,7,0,159
SAL21145,..,10,15,10,19,23,29,3,0,114,..,10,47,51,81,136,233,196,66,812,21,17,11,10,0,4,6,10,3,88,886,484,640,600,599,588,638,465,116,5017,..,11,332,494,472,494,590,434,98,2918,..,136,421,226,144,96,52,24,0,1105,..,13,88,157,181,109,59,28,10,648,1733,..,..,..,..,..,..,..,..,1733,..,366,..,..,..,..,..,..,..,366,..,316,177,77,42,24,5,0,0,638,..,46,36,12,8,52,30,17,5,219,..,26,30,14,18,5,8,0,0,101,..,22,51,14,29,64,51,11,4,252,..,21,100,104,167,261,345,290,92,1389,33,33,30,15,12,14,6,10,3,151,1766,990,1262,1108,1085,1116,1150,820,221,9524
SAL21146,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,..,0,0,0,0,6,3,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,6,..,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,6,0,0,23
SAL21147,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,3,4,12,3,5,0,0,34,..,0,5,0,3,4,10,3,0,24,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,7,..,..,..,..,..,..,..,..,7,..,9,..,..,..,..,..,..,..,9,..,7,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,11,4,7,9,12,12,4,0,72
SAL21148,..,0,0,0,0,0,3,0,0,6,..,5,5,0,0,10,9,5,0,28,0,0,0,0,0,3,0,0,0,9,141,70,56,94,111,101,67,20,3,675,..,0,54,138,175,156,109,41,5,684,..,7,30,33,23,16,6,0,0,107,..,0,5,3,5,7,0,0,0,28,316,..,..,..,..,..,..,..,..,316,..,78,..,..,..,..,..,..,..,78,..,56,17,7,0,4,0,0,0,76,..,3,3,0,0,0,0,0,0,8,..,4,5,0,0,0,0,0,0,5,..,0,0,0,3,0,3,0,0,3,..,5,6,0,10,17,10,7,0,55,0,0,3,3,0,7,3,4,0,17,316,148,116,180,221,201,132,57,12,1369
SAL21149,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10,..,0,0,0,0,4,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,0,0,22
SAL21150,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,23,15,20,11,24,30,8,5,3,148,..,0,17,19,33,49,8,4,4,128,..,3,12,5,12,7,0,0,0,35,..,0,0,0,0,0,0,0,0,5,51,..,..,..,..,..,..,..,..,51,..,16,..,..,..,..,..,..,..,16,..,5,4,0,0,0,3,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,10,..,0,0,5,0,10,4,6,0,24,0,0,0,0,0,0,0,0,0,9,51,34,39,26,51,63,17,9,0,300
SAL21151,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6
SAL21152,..,300,395,63,15,13,3,3,4,800,..,139,547,388,240,256,323,244,99,2238,14,86,71,39,15,8,21,9,5,267,1256,1469,2404,1586,1287,1029,904,518,172,10632,..,8,708,1409,1425,1164,952,510,119,6296,..,278,1486,471,232,147,73,30,5,2726,..,0,17,106,188,129,38,27,18,526,2561,..,..,..,..,..,..,..,..,2561,..,1178,..,..,..,..,..,..,..,1178,..,227,238,52,40,28,5,0,0,591,..,145,143,40,16,16,29,21,15,423,..,66,95,11,15,3,5,0,0,191,..,603,883,140,40,26,20,8,5,1738,..,266,972,697,435,414,456,331,144,3714,27,170,126,62,33,21,39,10,5,487,2584,2937,4670,2992,2441,1942,1607,940,308,20427
SAL21153,..,143,214,27,13,3,12,9,0,419,..,71,304,198,125,153,192,154,69,1264,13,27,39,12,11,13,8,6,5,133,1043,978,1441,1051,976,760,608,369,131,7356,..,22,532,1178,1144,878,691,359,81,4883,..,143,879,264,161,100,41,13,4,1617,..,6,11,92,166,82,33,25,19,439,2107,..,..,..,..,..,..,..,..,2107,..,883,..,..,..,..,..,..,..,883,..,206,177,51,36,24,6,0,0,491,..,74,90,14,10,25,20,21,15,263,..,42,63,9,4,0,0,0,0,123,..,290,446,71,31,24,22,7,3,897,..,148,530,333,228,269,264,221,91,2081,34,39,73,27,27,15,10,13,5,240,2139,1860,2797,2029,1804,1427,1096,659,224,14028
SAL21154,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,3,3,0,0,20,..,0,4,0,0,11,0,0,0,20,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,3,15,0,3,8,6,3,0,47
SAL21155,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,5,0,0,7,0,0,0,0,0,0,0,0,0,0,13,4,7,12,11,17,7,12,0,91,..,0,0,17,9,22,10,14,4,81,..,0,9,0,0,4,0,0,0,20,..,0,4,0,4,4,0,0,0,9,28,..,..,..,..,..,..,..,..,28,..,5,..,..,..,..,..,..,..,5,..,7,4,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,..,0,0,0,5,3,3,7,0,18,0,0,0,0,0,0,0,0,0,0,28,12,17,16,20,41,20,20,4,173
SAL21156,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,12,6,3,7,29,0,0,0,0,0,0,4,0,0,7,122,62,64,96,118,128,77,32,11,708,..,0,48,135,173,193,141,58,6,755,..,9,26,24,18,27,3,0,0,115,..,0,5,6,11,3,5,0,0,33,283,..,..,..,..,..,..,..,..,283,..,69,..,..,..,..,..,..,..,69,..,60,34,6,0,0,0,0,0,103,..,3,0,0,6,8,0,6,5,22,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,5,0,0,6,..,0,6,6,7,21,16,4,7,58,5,0,0,0,0,3,9,0,0,23,286,149,122,176,219,254,176,70,14,1467
SAL21157,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,30,14,19,16,17,25,19,3,0,141,..,0,12,30,18,49,25,7,0,131,..,0,14,3,3,0,4,0,0,22,..,0,0,3,0,0,0,0,0,7,52,..,..,..,..,..,..,..,..,52,..,20,..,..,..,..,..,..,..,20,..,12,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,9,0,0,11,0,0,0,0,4,0,0,0,0,8,52,32,32,37,27,47,37,8,0,273
SAL21158,..,8,21,10,11,9,3,4,3,70,..,6,16,29,40,109,127,109,44,479,7,13,11,5,6,3,4,0,0,62,590,361,379,442,480,555,443,271,91,3613,..,5,200,478,484,592,499,300,57,2612,..,45,235,132,147,116,49,24,0,742,..,5,30,71,110,68,26,27,9,351,1181,..,..,..,..,..,..,..,..,1181,..,286,..,..,..,..,..,..,..,286,..,268,143,45,29,13,0,0,0,502,..,25,11,3,14,15,19,8,10,110,..,21,21,13,14,16,4,7,0,92,..,24,30,8,21,12,14,9,4,137,..,7,39,46,95,181,196,161,70,801,16,26,21,14,12,13,11,6,0,113,1203,714,721,816,933,1026,814,539,150,6929
SAL21159,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,10,15,6,11,11,16,6,5,0,86,..,0,4,15,14,18,19,10,0,72,..,5,8,5,8,5,4,0,0,26,..,0,5,0,0,0,0,0,0,6,29,..,..,..,..,..,..,..,..,29,..,9,..,..,..,..,..,..,..,9,..,5,4,0,5,0,0,0,0,13,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,4,0,0,11,0,3,0,0,0,0,0,0,0,5,29,20,15,20,23,28,23,11,4,172
SAL21160,..,0,3,3,0,11,15,4,0,44,..,4,7,5,17,42,75,43,21,206,5,6,0,4,3,3,0,3,0,22,138,73,92,112,153,240,257,157,41,1266,..,0,47,85,149,257,258,196,28,1025,..,12,55,51,62,45,38,7,0,273,..,0,10,21,14,22,13,15,8,109,271,..,..,..,..,..,..,..,..,271,..,52,..,..,..,..,..,..,..,52,..,54,38,19,17,12,3,0,0,148,..,18,6,0,10,14,14,17,8,78,..,10,5,6,3,5,0,3,0,21,..,5,5,3,12,20,28,9,0,82,..,9,8,17,51,89,143,87,35,446,9,3,6,4,13,10,6,4,0,48,277,153,183,210,334,476,505,329,86,2553
SAL21161,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,5,75,29,49,49,53,58,46,9,0,364,..,0,32,64,64,75,79,15,0,327,..,0,33,23,20,13,6,0,0,90,..,0,4,3,3,6,4,0,0,15,177,..,..,..,..,..,..,..,..,177,..,24,..,..,..,..,..,..,..,24,..,22,18,7,3,0,0,0,0,54,..,0,0,0,4,0,10,0,0,12,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,3,6,0,0,7,..,0,4,8,6,11,9,4,0,39,0,0,0,0,0,3,0,0,0,8,177,55,95,107,105,101,103,20,4,762
SAL21162,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,10,..,0,0,0,5,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,6,..,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,0,19
SAL21163,..,4,7,6,5,6,4,0,0,20,..,0,15,5,19,32,20,20,9,110,0,3,5,0,6,0,0,0,0,13,270,167,138,201,269,150,103,47,20,1372,..,0,76,284,374,187,132,57,13,1117,..,4,42,37,37,17,8,0,0,150,..,5,9,22,42,30,10,4,4,117,558,..,..,..,..,..,..,..,..,558,..,213,..,..,..,..,..,..,..,213,..,90,58,11,6,3,3,0,0,172,..,6,14,4,0,10,6,7,0,52,..,8,5,0,6,0,0,0,0,15,..,3,20,6,12,9,5,3,0,51,..,6,28,12,36,43,32,17,11,193,3,3,9,0,5,0,3,0,0,22,563,335,255,371,518,299,203,91,30,2674
SAL21164,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,16,7,20,7,18,19,14,3,4,110,..,0,10,10,25,18,22,3,3,90,..,0,15,4,0,5,0,0,0,22,..,0,0,3,3,4,0,0,0,13,33,..,..,..,..,..,..,..,..,33,..,12,..,..,..,..,..,..,..,12,..,3,6,0,0,0,0,0,0,13,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,5,..,5,3,0,0,3,5,0,0,15,0,0,3,4,0,0,0,4,0,13,31,19,40,17,25,29,28,10,5,217
SAL21165,..,14,27,14,10,8,4,0,0,79,..,3,19,23,51,74,125,100,54,446,9,19,9,12,8,0,3,6,3,72,946,516,497,737,727,547,482,291,108,4845,..,5,336,1070,957,704,573,341,75,4066,..,17,224,129,135,73,32,14,0,631,..,5,14,50,125,76,29,27,14,353,1872,..,..,..,..,..,..,..,..,1872,..,649,..,..,..,..,..,..,..,649,..,295,208,52,45,22,3,0,0,635,..,27,33,10,14,15,33,18,12,169,..,14,23,9,3,11,0,0,0,66,..,37,59,26,29,16,13,7,0,176,..,8,56,55,103,148,177,146,78,768,12,29,20,26,7,4,6,4,8,119,1887,1087,980,1434,1421,1074,870,554,193,9506
SAL21166,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,9,3,12,5,0,50,..,0,5,4,9,10,16,8,0,41,..,0,4,0,0,5,0,0,0,11,..,0,0,0,0,0,3,3,0,5,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,5,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,7,3,6,0,16,0,0,0,0,0,0,0,0,0,0,9,7,11,4,15,16,22,6,5,102
SAL21167,..,30,66,10,12,0,4,0,0,126,..,18,89,95,64,82,95,111,51,609,6,14,8,9,4,11,6,0,3,55,578,343,628,595,429,369,284,245,82,3543,..,0,303,670,469,379,276,219,64,2379,..,53,363,181,102,57,38,12,0,805,..,0,19,48,89,46,27,17,16,257,1175,..,..,..,..,..,..,..,..,1175,..,326,..,..,..,..,..,..,..,326,..,111,104,26,21,18,0,0,0,286,..,30,24,11,8,18,18,9,8,126,..,11,28,6,4,0,0,0,0,48,..,46,139,28,28,4,9,7,0,255,..,35,161,166,126,157,143,139,68,1003,13,14,14,20,14,26,5,4,8,127,1189,638,1155,1145,858,704,521,400,158,6774
SAL21168,..,56,77,17,8,23,14,6,4,190,..,5,67,58,63,110,80,49,41,481,5,8,11,12,9,11,0,0,0,51,497,327,703,498,391,408,232,125,77,3257,..,4,404,541,333,313,178,80,26,1880,..,43,397,179,90,65,14,3,0,795,..,4,23,68,91,80,39,26,13,337,1032,..,..,..,..,..,..,..,..,1032,..,252,..,..,..,..,..,..,..,252,..,166,124,36,31,20,0,0,0,377,..,47,49,9,8,17,25,14,11,189,..,14,23,4,4,9,3,0,0,62,..,110,172,43,33,47,30,9,0,443,..,11,131,114,136,178,138,76,54,847,12,16,22,15,5,12,8,0,0,103,1043,664,1360,1007,734,749,441,205,108,6309
SAL21169,..,47,55,14,11,20,7,0,0,155,..,9,48,37,47,74,76,48,21,358,6,8,11,0,8,3,0,3,0,35,417,322,496,330,271,287,192,105,47,2467,..,5,241,297,183,193,122,57,17,1117,..,39,281,114,77,39,23,5,0,582,..,9,38,53,77,71,32,24,19,320,818,..,..,..,..,..,..,..,..,818,..,266,..,..,..,..,..,..,..,266,..,130,120,41,19,22,9,0,0,349,..,42,28,12,15,25,30,8,4,170,..,20,34,13,9,7,5,0,0,84,..,90,142,42,30,41,29,11,3,380,..,25,94,81,106,164,153,81,31,730,8,13,17,5,7,9,9,0,0,77,822,638,989,674,528,575,399,194,71,4888
SAL21170,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,3,10,0,8,3,0,0,33,..,0,0,9,4,5,11,0,0,34,..,3,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,9,..,..,..,..,..,..,..,9,..,0,4,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,4,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,4,13,14,10,8,0,5,15,0,0,67
SAL21171,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,10,7,3,0,36,..,0,0,0,7,9,12,6,0,33,..,0,0,6,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,3,3,3,8,18,13,6,0,63
SAL21172,..,0,0,0,3,7,0,0,0,16,..,0,4,0,12,17,19,8,6,66,0,0,0,0,3,0,0,0,0,6,47,21,23,37,63,51,52,19,8,318,..,0,3,18,49,42,51,23,4,186,..,0,15,25,27,12,10,0,0,87,..,0,0,6,10,5,0,0,3,29,77,..,..,..,..,..,..,..,..,77,..,29,..,..,..,..,..,..,..,29,..,13,6,4,5,0,0,0,0,21,..,0,0,0,0,0,6,0,3,6,..,0,3,4,0,5,0,0,0,17,..,0,3,0,3,8,5,0,0,21,..,0,4,3,15,29,25,8,7,97,0,0,0,0,3,0,0,0,0,9,77,44,35,58,105,102,96,35,12,579
SAL21173,..,0,0,0,0,0,0,0,0,5,..,0,0,0,12,10,13,9,0,46,0,0,0,0,3,0,4,0,0,11,7,10,16,13,30,34,35,20,3,166,..,0,4,11,22,24,34,13,0,103,..,3,4,9,7,6,7,0,0,36,..,0,0,3,6,9,0,3,0,23,20,..,..,..,..,..,..,..,..,20,..,5,..,..,..,..,..,..,..,5,..,4,3,6,0,0,0,0,0,21,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,4,4,0,7,..,0,3,0,23,13,16,10,3,71,0,0,0,5,3,0,8,0,0,19,18,18,25,28,61,64,69,35,4,323
SAL21174,..,9,29,3,0,3,0,0,0,57,..,17,56,42,46,61,70,35,31,347,0,0,4,0,4,3,0,0,0,19,314,184,331,250,210,196,151,94,56,1789,..,6,176,241,176,165,139,98,37,1035,..,55,186,82,47,32,4,7,0,414,..,3,19,40,53,30,13,6,8,164,586,..,..,..,..,..,..,..,..,586,..,117,..,..,..,..,..,..,..,117,..,80,53,23,8,6,0,0,0,180,..,8,6,0,0,3,8,3,6,34,..,9,14,0,5,0,0,0,0,26,..,42,62,15,10,9,3,0,0,138,..,28,115,85,103,119,108,56,41,643,6,8,10,9,7,4,3,0,0,40,590,358,641,489,401,368,267,174,86,3384
SAL21175,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,3,32,24,20,21,22,27,18,3,0,152,..,0,21,27,29,34,23,6,0,145,..,0,0,5,0,13,0,0,0,23,..,0,0,4,0,0,0,0,0,12,73,..,..,..,..,..,..,..,..,73,..,25,..,..,..,..,..,..,..,25,..,13,3,0,0,0,0,0,0,21,..,4,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,5,3,6,4,3,0,22,0,0,0,5,0,0,0,0,0,9,67,50,34,47,41,45,34,13,0,337
