SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL20978,50,1402,459,300,1624,0.6,900,2.4
SAL20979,41,1907,815,360,2276,0.8,2002,2.8
SAL20980,60,867,390,0,900,0.8,754,2.1
SAL20981,0,0,0,0,0,0,0,0
SAL20982,51,1300,812,210,1781,0.7,1424,2.3
SAL20983,44,0,1542,0,3749,0.8,3250,2.8
SAL20984,41,2195,1025,110,2083,0.7,1875,2.4
SAL20985,41,1733,585,205,1625,0.8,1406,2.7
SAL20986,41,1200,962,200,2250,0.8,1999,2.5
SAL20987,78,0,900,0,0,0,0,0
SAL20988,52,3500,824,250,1874,0.9,1874,2.6
SAL20989,44,2167,878,324,2600,0.8,2025,2.8
SAL20990,49,1733,739,460,2250,0.8,2150,2.7
SAL20991,54,884,1025,0,2187,0.7,2050,2.2
SAL20992,33,1235,725,255,1625,0.7,1187,2.6
SAL20993,52,1465,487,248,1687,0.6,1437,2.2
SAL20994,54,975,441,0,1124,0.8,900,2.8
SAL20995,59,2000,525,550,1208,0.6,1125,2
SAL20996,49,1430,674,210,1375,0.6,1166,2.3
SAL20997,0,0,0,0,0,0,0,0
SAL20998,47,2500,574,90,2249,0.9,1375,1.9
SAL20999,42,1083,597,180,1399,0.7,1093,2.4
SAL21000,41,1514,730,275,1875,0.7,1562,2.4
SAL21001,39,2167,966,423,2648,0.8,2294,2.8
SAL21002,46,2342,897,462,2896,0.7,2799,2.9
SAL21003,39,920,589,225,1375,0.9,1374,2.9
SAL21004,42,1961,610,381,1701,0.8,1452,2.6
SAL21005,48,1983,674,300,1937,0.8,1764,2.7
SAL21006,44,1400,711,243,1978,0.8,1812,2.8
SAL21007,47,2167,687,210,1375,0.8,1333,2.5
SAL21008,56,2134,621,308,1687,0.8,1562,2.5
SAL21009,35,2000,1050,391,2467,1,1877,2.1
SAL21010,40,2830,1179,450,3447,0.9,2491,2.5
SAL21011,51,1818,824,0,2050,0.8,1833,2.7
SAL21012,58,1042,374,0,899,0.7,1187,1.7
SAL21013,40,2500,707,480,2158,0.8,1918,2.8
SAL21014,59,0,524,0,900,0.6,900,2
SAL21015,52,1411,1125,0,2499,0.9,1874,2.5
SAL21016,57,1192,509,100,899,0.7,762,2.2
SAL21017,46,1150,749,280,1749,0.8,900,2.5
SAL21018,44,1733,844,275,2208,0.8,1937,2.8
SAL21019,51,1192,949,275,2374,0.6,2083,2.1
SAL21020,50,2050,696,320,1854,0.8,1696,2.6
SAL21021,41,1300,900,515,2083,0.9,2187,3
SAL21022,44,9999,449,0,1649,0.7,900,2.8
SAL21023,0,0,0,0,0,0,0,0
SAL21024,41,1733,866,125,1958,0.9,1937,3
SAL21025,40,1517,845,270,2328,0.8,2116,2.8
SAL21026,46,1733,709,225,1687,0.8,1553,2.6
SAL21027,45,1517,743,250,2083,0.7,1781,2.8
SAL21028,62,0,762,0,1874,0.5,1375,1.6
SAL21029,51,943,634,162,1625,0.7,1375,2.4
SAL21030,64,2167,575,100,900,0.7,949,1.8
SAL21031,58,1733,933,34,2250,0.7,2125,2
SAL21032,42,2687,1208,185,3374,0.8,2250,2.7
SAL21033,41,1500,1125,250,4750,0.7,2999,2.8
SAL21034,53,759,743,0,1624,0.7,1375,2.3
SAL21035,28,0,1012,100,1824,0.4,574,1.5
SAL21036,46,1238,575,0,575,1,1499,2.3
SAL21037,60,994,706,0,2249,0.7,1125,2
SAL21038,53,1464,707,306,1841,0.8,1477,2.2
SAL21039,55,1083,592,250,1800,0.7,1274,2.3
SAL21040,37,1993,749,100,2583,0.8,2416,3
SAL21041,53,759,508,150,1281,0.7,1020,2.1
SAL21042,39,715,900,100,2249,0.8,1624,2.6
SAL21043,49,1200,900,220,2156,0.7,1875,2.2
SAL21044,63,942,575,0,1375,0.7,1083,1.6
SAL21045,45,1387,749,280,1735,0.8,1543,2.6
SAL21046,53,1560,825,160,1812,0.9,1625,2.4
SAL21047,34,1927,759,369,1939,0.9,1655,2.6
SAL21048,50,470,633,183,1333,0.7,1012,2.1
SAL21049,46,867,383,0,725,0.8,724,2
SAL21050,43,2500,768,390,2139,0.8,2187,3
SAL21051,49,1494,938,130,2333,0.7,2042,2.4
SAL21052,44,975,617,400,1625,0.8,1375,2.7
SAL21053,58,867,638,290,1375,0.7,1281,2.2
SAL21054,60,858,440,200,976,0.7,714,1.7
SAL21055,41,1300,753,315,1968,0.8,1562,2.6
SAL21056,40,1300,757,290,1709,0.7,1309,2.1
SAL21057,55,1083,752,300,1791,0.7,1125,1.9
SAL21058,39,1300,721,295,1715,0.7,1344,2.3
SAL21059,44,2277,900,345,2250,0.8,2343,2.8
SAL21060,56,705,414,0,1375,0.8,962,2.3
SAL21061,26,0,1312,0,2874,1,2874,3
SAL21062,54,537,519,150,1350,0.7,966,2.1
SAL21063,52,2168,900,200,2250,0.7,1875,2.5
SAL21064,55,1487,641,200,1416,0.7,1354,2.5
SAL21065,57,574,466,104,724,0.9,537,1.4
SAL21066,56,1000,697,165,2150,0.7,1208,2.2
SAL21067,58,1975,1281,290,2874,0.8,1874,2.3
SAL21068,55,1204,645,190,1678,0.8,1399,2.4
SAL21069,40,1300,739,245,2014,0.8,1687,2.6
SAL21070,56,0,366,105,900,0.8,900,2.8
SAL21071,40,1435,841,460,1974,0.8,1875,2.8
SAL21072,47,1246,737,218,1906,0.8,1775,2.6
SAL21073,43,1733,844,320,2210,0.8,2012,2.7
SAL21074,41,1300,684,113,1916,0.8,1485,2.5
SAL21075,50,566,570,100,1270,0.7,837,2.2
SAL21076,46,2000,1062,150,2250,0.7,1874,2.3
SAL21077,57,1300,512,268,1212,0.6,892,1.9
SAL21078,54,1872,817,130,1875,0.7,1771,2.2
SAL21079,40,2000,930,445,2619,0.8,2208,2.7
SAL21080,34,0,1281,0,2750,0.9,2750,3
SAL21081,69,0,1375,0,2249,0.9,1624,2.3
SAL21082,64,0,649,0,1874,0.9,949,2
SAL21083,51,1733,828,300,2083,0.8,1875,2.5
SAL21084,47,1400,870,160,2297,0.7,2092,2.8
SAL21085,0,0,0,0,0,0,0,0
SAL21086,59,0,1624,0,3324,0.6,3324,2
SAL21087,40,534,507,480,1100,0.9,1125,3.7
SAL21088,49,1500,737,0,1821,0.7,1481,2.7
SAL21089,52,1517,625,300,1482,0.7,1107,2.1
SAL21090,55,1300,659,330,1458,0.7,1300,2.2
SAL21091,31,650,1312,0,2250,0.6,1958,2.5
SAL21092,42,1733,817,295,2250,0.8,1937,2.7
SAL21093,0,0,0,0,0,0,0,0
SAL21094,55,1174,489,169,1375,0.9,1062,2
SAL21095,52,650,1562,0,2499,0.7,1375,2.3
SAL21096,52,43,1100,50,2250,0.6,2249,2.2
SAL21097,48,0,1208,0,2250,0.9,2249,3
SAL21098,52,1231,714,200,1859,0.7,1474,2.2
SAL21099,47,217,1312,0,3250,0.7,1375,2.8
SAL21100,60,1062,630,163,1375,0.7,1083,1.9
SAL21101,42,1950,768,375,2312,0.8,2065,2.9
SAL21102,49,1650,624,380,1812,0.7,1687,2.7
SAL21103,38,917,659,0,1416,0.8,1375,2.6
SAL21104,41,2167,903,404,2454,0.8,2075,2.6
SAL21105,35,2167,796,430,2323,0.8,2262,3.2
SAL21106,44,455,669,150,2042,0.9,1375,2.7
SAL21107,45,2167,596,0,1687,0.8,1625,2.9
SAL21108,47,1751,922,250,2250,0.7,2042,2.5
SAL21109,49,1344,593,205,1583,0.9,1531,2.6
SAL21110,54,1233,580,215,1375,0.7,1180,2.2
SAL21111,61,0,1187,0,2250,0.8,2999,1.5
SAL21112,45,988,860,200,2124,0.7,1937,2.5
SAL21113,39,434,833,0,2374,0.9,2250,2.7
SAL21114,41,1582,705,350,1890,0.7,1477,2.4
SAL21115,46,2310,855,296,2359,0.8,2223,2.9
SAL21116,46,1470,626,250,1571,0.8,1138,2.2
SAL21117,48,1000,607,185,1393,0.8,1062,2.3
SAL21118,47,1848,877,250,1781,0.8,1681,2.6
SAL21119,0,0,0,0,0,0,0,0
SAL21120,63,650,450,0,1875,0.9,3499,2.5
SAL21121,45,3000,944,0,3187,0.8,3166,3.1
SAL21122,46,1733,840,90,3249,0.7,1874,2.6
SAL21123,40,1636,790,400,2192,0.8,1945,2.9
SAL21124,36,2000,697,370,1861,0.8,1523,2.5
SAL21125,36,1700,602,361,1623,0.9,1489,3
SAL21126,38,2167,814,314,2125,0.8,1687,2.7
SAL21127,44,1300,797,250,1713,0.7,1196,2
SAL21128,52,1528,715,1300,1562,0.7,1375,2.3
SAL21129,45,1083,693,235,1652,0.7,1247,2.2
SAL21130,38,1733,830,345,2184,0.8,1643,2.3
SAL21131,45,3000,1080,500,3638,0.8,2682,2.6
SAL21132,40,2600,921,400,2815,0.8,1953,2.4
SAL21133,33,1583,668,351,1614,0.9,1538,3.1
SAL21134,43,1300,630,275,1562,0.8,1312,2.6
SAL21135,47,821,584,150,1624,0.9,1187,2.4
SAL21136,39,1900,622,218,1375,0.8,1312,2.8
SAL21137,46,1517,751,305,1820,0.8,1430,2.5
SAL21138,55,1760,1040,285,2553,0.7,2146,2.3
SAL21139,40,2307,1026,375,2913,0.8,2805,3.2
SAL21140,30,1700,789,350,1882,0.8,1752,3.1
SAL21141,59,1971,575,200,1687,0.8,1187,2.3
SAL21142,45,1517,902,290,1897,0.8,1625,2.3
SAL21143,49,487,905,85,1833,0.8,1550,2.3
SAL21144,47,1370,809,230,2035,0.8,1781,2.5
SAL21145,41,1687,639,320,1523,0.8,1197,2.3
SAL21146,57,1352,599,0,612,1,612,1.8
SAL21147,53,1083,483,230,1437,0.9,966,2.5
SAL21148,41,1585,912,303,2318,0.8,2161,2.9
SAL21149,59,1408,674,0,1499,0.7,1124,1.9
SAL21150,43,1200,803,180,1850,0.8,1666,2.5
SAL21151,66,0,574,0,900,0.4,850,1.3
SAL21152,34,2259,1207,400,3279,0.9,2145,2.1
SAL21153,36,2500,1244,415,3242,0.9,2253,2.3
SAL21154,44,4667,828,200,1375,0.9,1224,2.6
SAL21155,51,1667,758,203,2156,0.7,1468,2.3
SAL21156,45,1755,855,235,2393,0.8,2261,2.8
SAL21157,42,1733,855,0,2175,0.8,1937,2.7
SAL21158,46,1733,707,350,1911,0.8,1472,2.4
SAL21159,45,1911,807,250,1649,0.8,1449,2.8
SAL21160,57,1291,490,255,1283,0.7,946,2
SAL21161,41,1941,855,325,2238,0.8,2101,2.9
SAL21162,58,1109,1124,320,1625,0.7,1541,1.7
SAL21163,41,2224,891,471,2531,0.9,2088,2.8
SAL21164,45,1200,718,200,1708,0.7,1474,2.5
SAL21165,41,2167,908,400,2566,0.8,2140,2.7
SAL21166,55,1200,489,190,1416,0.7,1274,2.2
SAL21167,39,2150,1086,400,2660,0.9,2012,2.3
SAL21168,35,2167,923,381,2341,0.8,1817,2.3
SAL21169,35,1900,612,306,1682,0.9,1257,2.3
SAL21170,40,2000,784,231,1937,0.7,1649,2.6
SAL21171,57,1000,733,0,1583,0.6,1375,2.1
SAL21172,52,1426,725,350,1583,0.7,1256,2.1
SAL21173,58,1387,788,341,1981,0.7,1232,1.8
SAL21174,36,1733,870,270,2128,0.8,1420,2.1
SAL21175,38,1725,768,100,2028,0.8,1894,2.9
SAL21176,53,3000,1428,200,3166,0.7,3083,2.6
SAL21177,48,1234,725,200,1625,0.6,1624,2.3
SAL21178,53,1083,924,175,2194,0.7,1687,2.6
SAL21179,47,1088,530,210,1390,0.7,1007,2.3
SAL21180,49,1204,725,100,1437,0.9,1625,2.9
SAL21181,48,1025,622,180,1553,0.7,1077,2.2
SAL21182,47,930,966,0,2750,0.7,2750,2.6
SAL21183,55,1750,574,200,1187,0.5,900,1.6
SAL21184,46,2102,820,300,2562,0.8,2083,2.9
SAL21185,40,2300,1026,430,2788,0.9,2119,2.4
SAL21186,54,1667,835,158,1562,0.7,1375,2.2
SAL21187,39,2000,889,360,2533,0.8,2054,2.6
SAL21188,46,0,725,222,1375,1.2,2124,3.2
SAL21189,46,1517,642,300,1542,0.8,1428,2.5
SAL21190,47,1660,774,0,1916,0.8,1562,2.3
SAL21191,49,1993,674,250,1713,0.8,1666,2.7
SAL21192,39,1600,858,385,1949,0.8,1875,2.7
SAL21193,36,1900,805,380,2316,0.8,2190,3.2
SAL21194,51,1083,630,0,1574,0.7,1074,2.4
SAL21195,21,0,1087,260,2399,0.9,2323,3
SAL21196,46,2167,779,365,2210,0.8,2092,2.8
SAL21197,60,0,458,100,1249,0.7,1062,1.5
SAL21198,48,925,574,195,1125,0.7,1062,2.2
SAL21199,42,1700,820,0,1437,0.9,933,3.2
SAL21200,42,2084,916,323,1875,0.7,1166,2.4
SAL21201,56,650,572,150,1380,0.7,1120,2.1
SAL21202,38,2167,808,375,2491,0.8,2562,3.5
SAL21203,37,1600,691,340,1793,0.8,1580,2.8
SAL21204,49,1300,575,228,1812,0.7,725,2.1
SAL21205,48,0,519,183,1208,0.8,1042,2.4
SAL21206,40,1187,748,245,1756,0.7,1294,2.2
SAL21207,30,834,963,470,2437,1.1,2107,2.3
SAL21208,53,550,687,150,725,0.7,899,1.7
SAL21209,46,1733,814,238,2550,0.8,1375,2.6
SAL21210,0,0,0,0,0,0,0,0
SAL21211,15,1192,420,0,2750,0.9,1875,2.5
SAL21212,79,0,1125,0,1875,0.5,1749,1.5
SAL21213,54,1179,450,294,1124,0.7,695,1.8
SAL21214,38,2167,935,416,2540,0.9,2057,2.5
SAL21215,43,2379,839,330,2455,0.9,2266,3.1
SAL21216,43,656,574,0,2124,0.8,1625,2.8
SAL21217,48,1084,1083,150,1937,0.6,1874,2.4
SAL21218,35,2090,839,400,2364,0.9,1996,2.7
SAL21219,32,1517,880,360,2040,0.8,1882,2.9
SAL21220,38,1653,665,220,1562,0.9,1562,3.4
SAL21221,49,1842,729,253,1968,0.8,1875,2.8
SAL21222,36,2535,1176,460,3055,0.8,3042,3.2
SAL21223,41,2000,898,420,2402,0.8,2168,2.8
SAL21224,53,2000,437,250,2749,0.9,649,2
SAL21225,59,1427,550,198,1437,0.7,1291,2.2
SAL21226,36,1409,687,250,1812,0.9,1375,2.6
SAL21227,42,1083,1012,300,2749,0.7,1791,2.5
SAL21228,47,1975,904,380,2250,0.8,2083,2.7
SAL21229,59,1733,616,346,1490,0.6,1201,2.1
SAL21230,47,1733,805,235,2183,0.7,1875,2.6
SAL21231,55,867,483,200,1174,0.7,844,2.1
SAL21232,36,2712,1125,400,2583,0.9,2449,3.2
SAL21233,41,1300,781,230,1875,0.8,1577,2.5
SAL21234,38,1950,852,300,2362,0.8,2160,3
SAL21235,54,1700,703,346,1740,0.7,1286,2.2
SAL21236,45,2167,920,325,2457,0.8,2345,3
SAL21237,50,1517,749,340,2127,0.7,1775,2.5
SAL21238,47,2140,690,250,2194,0.8,1924,2.8
SAL21239,39,1214,787,192,1850,0.7,1291,2.3
SAL21240,16,2000,1083,0,2250,1.1,2250,4
SAL21241,41,1300,696,275,1875,0.7,1274,2.1
SAL21242,47,1517,806,238,1958,0.7,1583,2.5
SAL21243,48,1166,780,229,1645,0.7,1536,2.3
SAL21244,41,1560,700,238,1708,0.7,1416,2.6
SAL21245,40,1343,763,260,1935,0.8,1606,2.6
SAL21246,40,2383,1084,430,3002,0.9,2232,2.4
SAL21247,45,3000,1191,451,3712,0.8,2977,2.7
SAL21248,35,1517,606,335,1461,0.9,1387,2.6
SAL21249,47,1283,612,228,1312,0.7,1325,2.7
SAL21250,28,1515,869,340,1911,0.8,1805,2.9
SAL21251,58,1068,462,0,1375,0.7,725,1.8
SAL21252,48,2392,814,231,2750,0.8,1875,2.4
SAL21253,62,1300,495,200,1016,0.7,880,1.9
SAL21254,40,2167,1029,473,2722,0.8,2360,2.7
SAL21255,44,2200,1792,150,725,0.7,1812,2.1
SAL21256,41,1425,767,241,1468,0.7,1362,2.5
SAL21257,42,1000,725,0,2125,0.8,1374,2.9
SAL21258,52,1159,612,238,1562,0.7,1166,2.4
SAL21259,51,1292,900,100,2083,0.8,1874,2.9
SAL21260,55,1040,712,0,1792,0.7,1624,2.3
SAL21261,49,1322,727,250,1965,0.8,1875,2.6
SAL21262,50,1898,746,295,1791,0.7,1774,2.5
SAL21263,41,921,624,0,1687,0.9,1687,3.3
SAL21264,37,400,525,100,1125,1.1,1125,2.6
SAL21265,56,433,464,120,1222,0.7,785,2.1
SAL21266,0,0,0,0,0,0,0,0
SAL21267,60,0,725,0,2624,0.7,2624,2.5
SAL21268,39,0,1625,0,3499,0.7,2750,2.8
SAL21269,49,1742,761,381,1933,0.8,1835,2.6
SAL21270,49,467,575,160,1375,0.7,1249,2.3
SAL21271,39,1090,985,75,2625,0.8,2250,2.6
SAL21272,57,1500,880,200,2583,0.7,1562,1.8
SAL21273,58,1296,517,325,1192,0.7,1007,2.1
SAL21274,56,939,687,0,1375,0.5,1187,2.3
SAL21275,50,1544,575,138,1062,0.8,1062,2.5
SAL21276,49,1283,792,225,1875,0.7,1531,2.5
SAL21277,54,1733,498,326,1722,0.7,1080,2.2
SAL21278,66,0,725,0,0,0.5,725,1
SAL21279,43,1950,847,380,2493,0.8,2170,2.8
SAL21280,46,1040,757,200,1874,0.7,1812,2.3
SAL21281,48,1517,762,290,2333,0.6,1125,2.2
SAL21282,54,1256,557,280,1358,0.7,1055,2.2
SAL21283,57,1470,519,225,1350,0.7,1149,2.2
SAL21284,30,2000,920,400,2033,0.8,2047,3.2
SAL21285,42,823,1100,0,2874,0.9,2250,2.9
SAL21286,47,2028,821,347,2308,0.8,2003,2.5
SAL21287,43,1950,958,416,2406,0.8,2087,2.6
SAL21288,34,505,900,0,2750,1,2624,3.4
SAL21289,43,1271,668,205,1708,1,1708,3
SAL21290,56,2000,758,0,2250,1.1,2250,3
SAL21291,33,1500,924,95,2749,0.7,2125,2.7
SAL21292,61,563,661,200,1812,0.7,1312,2.2
SAL21293,44,1300,638,285,1466,0.7,1144,2.2
SAL21294,44,3337,887,383,3036,0.8,2909,3.1
SAL21295,51,715,635,125,1505,0.7,1121,2.1
SAL21296,56,1092,587,120,1375,0.8,1125,2.1
SAL21297,28,813,725,0,3374,0.9,1274,3
SAL21298,54,1566,769,205,1375,0.8,1781,2.6
SAL21299,55,2663,900,0,949,0.6,924,2.3
SAL21300,48,1495,862,0,2100,0.8,1924,2.8
SAL21301,45,1873,737,325,2125,0.8,1875,2.6
SAL21302,45,1517,833,163,2049,0.8,1875,2.7
SAL21303,62,0,850,92,900,0.5,966,1.6
SAL21304,50,2500,762,225,1874,0.6,1687,2.4
SAL21305,39,0,575,230,2124,0.8,2250,2.8
SAL21306,45,952,643,185,1387,0.8,1202,2.6
SAL21307,48,800,743,200,2166,0.7,1875,2.4
SAL21308,48,1223,624,170,1312,0.7,1125,2.6
SAL21309,43,1158,717,195,1687,0.8,1468,2.7
SAL21310,38,1203,736,240,1618,0.8,1505,2.8
SAL21311,54,1315,561,165,1550,0.7,1071,2.2
SAL21312,39,1625,658,370,1765,0.8,1542,2.7
SAL21313,44,1228,678,110,1312,0.7,1166,2.4
SAL21314,46,2167,824,400,2477,0.8,2046,2.7
SAL21315,43,1733,586,360,1761,0.8,1558,2.8
SAL21316,43,2167,759,406,2257,0.8,1911,2.6
SAL21317,44,1993,771,421,2344,0.8,2198,2.9
SAL21318,60,1975,662,300,1437,0.8,1406,2.6
SAL21319,44,1801,645,392,1814,0.7,1468,2.6
SAL21320,53,0,966,79,2250,0.6,1875,2
SAL21321,44,1556,850,300,2374,0.9,2125,2.8
SAL21322,35,1000,812,73,2250,1,2562,3.4
SAL21323,81,0,1437,0,3250,0.6,1999,1.7
SAL21324,45,2100,700,120,2250,0.6,1708,2.4
SAL21325,41,1387,966,320,2549,0.8,1812,2.3
SAL21326,42,1400,744,290,1852,0.7,1371,2.2
SAL21327,35,2162,1246,416,3063,0.9,2216,2.1
SAL21328,51,1000,573,200,1412,0.7,1006,2.1
SAL21329,49,1700,410,180,1166,0.8,1042,2.6
SAL21330,50,1668,847,115,2154,0.7,1593,2.4
SAL21331,48,4333,912,400,2624,0.8,1812,2.6
SAL21332,44,2167,762,140,2166,0.8,1875,2.5
SAL21333,56,4000,825,210,1812,0.7,1791,2.4
SAL21334,59,889,575,138,1583,0.7,900,2.1
SAL21335,60,984,669,0,1125,0.6,833,1.6
SAL21336,41,3000,1120,476,3301,0.8,2497,2.5
SAL21337,41,3000,1043,471,3178,0.9,2490,2.7
SAL21338,36,800,604,211,1375,0.8,1374,2.7
SAL21339,36,2167,728,421,2015,0.9,1991,3.2
SAL21340,38,1625,846,380,2201,0.8,1998,2.9
SAL21341,40,1395,825,250,2071,0.8,1850,2.7
SAL21342,43,1664,805,261,2172,0.8,2017,2.9
SAL21343,51,2167,575,0,1791,0.8,1093,2.3
SAL21344,41,1625,897,290,2305,0.8,2131,2.8
SAL21345,55,1733,714,315,1769,0.7,1412,2.2
SAL21346,28,414,450,100,1875,0.6,999,2
SAL21347,31,1733,1068,400,2330,0.8,2273,2.9
SAL21348,50,1300,783,300,2416,0.7,2071,2.6
SAL21349,48,1539,889,200,2100,0.7,2087,2.7
SAL21350,54,2296,809,231,2125,0.7,1833,2.3
SAL21351,45,1400,658,210,1800,0.7,1399,2.5
SAL21352,40,1647,738,340,1932,0.7,1549,2.5
SAL21353,47,1871,823,248,2250,0.8,1812,2.8
SAL21354,38,1972,803,391,2056,0.8,1649,2.4
SAL21355,42,1950,837,426,2459,0.8,2328,3
SAL21356,55,1300,575,250,1416,0.8,1375,2.5
SAL21357,47,1148,838,325,1875,0.8,1562,2.6
SAL21358,43,1733,788,300,2085,0.8,1737,2.6
SAL21359,45,1733,653,330,1704,0.8,1648,2.8
SAL21360,40,2000,801,360,2107,0.9,1950,2.9
SAL21361,60,802,433,0,1124,0.8,825,2
SAL21362,38,1500,479,321,1321,0.9,1224,2.9
SAL21363,34,1733,617,361,1548,0.8,1399,2.4
SAL21364,56,1517,742,230,1781,0.7,1517,2.2
SAL21365,37,2370,1202,355,3088,0.9,2195,2.3
SAL21366,29,0,619,58,1562,0.7,1375,2.4
SAL21367,49,0,524,200,724,0.9,1375,3.3
SAL21368,40,1454,776,270,1890,0.8,1690,2.7
SAL21369,63,1246,666,330,1562,0.7,1271,2.1
SAL21370,55,1428,599,175,2062,0.8,1125,2.1
SAL21371,49,644,1042,0,2374,0.6,2125,2.2
SAL21372,52,0,1875,0,0,0.5,1875,1
SAL21373,47,1896,845,315,2083,0.8,1625,2.5
SAL21374,41,2000,764,421,2065,0.8,1762,2.6
SAL21375,55,1977,1093,210,2249,0.6,1374,2
SAL21376,57,1491,700,305,1437,0.7,1333,2
SAL21377,47,1213,808,180,1937,0.7,1812,2.7
SAL21378,48,1727,704,138,1812,0.8,1625,2.6
SAL21379,45,900,1015,300,2166,0.7,1875,2.4
SAL21380,34,1811,809,320,2094,0.8,1782,2.7
SAL21381,48,1979,725,42,1375,0.8,1416,3
SAL21382,44,212,866,0,2749,0.7,1375,2.4
SAL21383,53,1300,556,0,1187,0.7,962,2.1
SAL21384,54,1105,538,200,1319,0.7,973,2.2
SAL21385,51,1733,638,200,1803,0.7,1408,2.4
SAL21386,53,1517,760,252,2250,0.7,1825,2.5
SAL21387,43,1242,979,0,2250,0.9,2062,2.7
SAL21388,39,1656,820,280,2299,0.8,2094,2.9
SAL21389,47,1625,766,0,1875,0.8,1875,2.8
SAL21390,45,2550,491,0,2250,0.8,1583,2.8
SAL21391,0,0,0,0,0,0,0,0
SAL21392,47,1500,933,330,2285,0.7,2107,2.6
SAL21393,44,3425,1428,590,4630,0.8,3218,2.5
SAL21394,59,2160,855,250,1833,0.7,1833,2.4
SAL21395,53,2409,1125,378,3999,0.7,2874,2.7
SAL21396,41,1400,746,280,1762,0.8,1466,2.5
SAL21397,57,433,415,130,747,0.7,575,1.8
SAL21398,49,28,612,160,1125,0.7,1093,2.5
SAL21399,47,1300,611,270,1506,0.7,1175,2.3
SAL21400,46,1842,812,225,1974,0.9,1875,2.8
SAL21401,48,1950,606,175,1833,0.8,1531,2.3
SAL21402,42,1300,641,170,2062,0.9,1687,2.9
SAL21403,46,1609,659,83,1781,0.8,1375,2.4
SAL21404,41,1500,662,115,1569,0.8,1384,2.7
SAL21405,52,1459,1010,225,2541,0.7,1812,2.5
SAL21406,59,0,900,150,2625,0.6,2374,2.1
SAL21407,35,850,1062,120,2249,1,1749,3.6
SAL21408,55,0,725,300,1999,0.4,1074,1.5
SAL21409,51,0,225,0,0,0,0,0
SAL21410,59,953,525,230,974,0.7,900,2.2
SAL21411,34,1517,702,321,1746,0.8,1550,2.8
SAL21412,46,1235,636,220,1563,0.7,1174,2.3
SAL21413,49,1083,518,175,900,0.7,769,2.5
SAL21414,47,1798,749,360,2057,0.7,1620,2.4
SAL21415,53,1972,668,282,1687,0.8,1625,2.6
SAL21416,41,1603,748,150,2015,0.8,1421,2.8
SAL21417,57,1017,568,1550,1399,0.8,1160,2.1
SAL21418,44,2084,758,170,2812,0.8,1958,2.4
SAL21419,43,2167,793,411,2226,0.8,2076,2.8
SAL21420,42,1517,774,250,1937,0.8,1463,2.7
SAL21421,55,1560,731,400,1781,0.7,1300,2.2
SAL21422,57,0,900,0,0,1.3,0,4
SAL21423,54,888,706,135,1437,0.7,1375,2.3
SAL21424,45,3000,599,0,1374,0.7,1312,2.5
SAL21425,42,975,949,0,2250,0.9,2166,3.5
SAL21426,52,1200,850,185,1949,0.7,1593,2.4
SAL21427,45,1083,746,200,1862,0.8,1416,2.4
SAL21428,48,980,632,150,1524,0.7,1230,2.3
SAL21429,53,1483,614,280,1300,0.7,1101,2.3
SAL21430,55,879,635,188,1463,0.8,1321,2.5
SAL21431,66,0,575,0,2124,0.6,2124,2
SAL21432,49,1500,1292,0,1875,1,1875,3.5
SAL21433,0,0,0,0,0,0,0,0
SAL21434,47,2042,1024,300,1625,0.9,1625,2.9
SAL21435,51,1733,763,360,2064,0.7,1534,2.3
SAL21436,52,1500,450,1,2249,0.9,749,2.4
SAL21437,50,2275,687,50,2083,0.8,1812,2.8
SAL21438,61,0,574,0,1624,0.5,574,2
SAL21439,55,0,537,130,2083,0.6,725,2.1
SAL21440,54,867,1062,180,2749,0.7,2124,2
SAL21441,34,1300,846,130,1625,1.1,1901,2.6
SAL21442,50,1400,624,0,1375,0.8,1208,2.8
SAL21443,54,0,649,0,0,0.5,350,1
SAL21444,53,1228,645,275,1489,0.7,1171,2.2
SAL21445,0,0,0,0,0,0,0,0
SAL21446,0,0,0,0,0,0,0,0
SAL21447,53,2106,1010,321,2879,0.7,1953,2.2
SAL21448,44,4000,1624,0,2500,0.4,1624,1.5
SAL21449,55,1227,514,252,1202,0.7,866,2.1
SAL21450,42,1681,653,290,2055,0.8,1804,2.8
SAL21451,52,433,599,168,1687,0.7,939,2.1
SAL21452,37,1775,542,351,1489,0.9,1348,2.8
SAL21453,60,498,488,140,949,0.6,725,1.9
SAL21454,47,1300,722,200,1625,0.7,1454,2.6
SAL21455,52,2000,812,200,2333,0.8,2285,2.8
SAL21456,41,1766,771,360,2089,0.8,1838,2.6
SAL21457,51,678,491,210,1424,0.8,1125,2.5
SAL21458,42,1215,619,160,1437,0.8,1312,2.8
SAL21459,34,1736,811,310,2032,0.8,1807,2.7
SAL21460,49,2383,749,300,2374,0.8,2250,2.8
SAL21461,64,1385,687,0,1437,0.6,1437,2.2
SAL21462,49,0,687,135,1374,0.5,1125,1.9
SAL21463,59,0,575,175,1999,0.6,2124,2.3
SAL21464,42,632,725,110,1562,0.6,1031,2.4
SAL21465,54,1820,824,0,2150,0.7,2100,2.4
SAL21466,54,867,543,283,1312,0.8,1031,2.2
