SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL21401,0,0,0,0,0,0,4,3,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,3,6,0,18,6,3,19,25,26,32,38,11,5,156
SAL21402,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,8,4,10,9,9,26,20,12,11,3,96
SAL21403,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,16,11,23,28,12,7,4,104
SAL21404,0,0,0,0,0,4,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,3,7,32,53,38,60,51,11,0,261
SAL21405,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,0,0,0,19,0,0,7,12,25,29,25,6,0,112
SAL21406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7,6,0,4,0,18
SAL21407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,9,12,4,3,6,0,26
SAL21408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,11,0,0,5,4,5,18,15,6,0,51
SAL21411,7,12,19,29,46,62,90,63,23,352,0,7,7,10,20,21,18,13,0,92,44,30,111,80,78,53,44,40,13,494,291,694,1603,1524,1337,1201,805,306,93,7858
SAL21412,8,3,15,22,19,45,100,141,107,465,0,0,0,3,0,4,4,3,3,16,21,20,41,43,46,64,86,98,64,489,169,373,727,741,896,995,964,691,325,5882
SAL21413,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,8,8,9,13,5,5,0,58
SAL21414,0,6,7,8,8,40,59,101,69,301,0,0,5,8,3,3,3,0,0,25,16,19,56,43,72,50,62,64,37,411,156,291,661,910,1129,989,983,608,284,6021
SAL21415,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,3,7,7,13,18,25,19,11,0,100
SAL21416,0,0,0,0,0,0,4,4,4,20,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,3,0,19,16,11,31,43,55,52,36,23,4,269
SAL21417,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,0,22,0,9,17,11,23,46,32,17,0,160
SAL21418,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,10,5,14,8,21,16,14,5,6,91
SAL21419,0,0,0,4,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,3,5,0,4,4,5,0,3,0,37,11,17,23,58,45,57,48,21,6,294
SAL21420,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,3,0,3,6,9,8,3,3,0,29,12,15,21,33,53,32,33,21,4,216
SAL21421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,12,3,3,3,12,21,29,22,9,0,99
SAL21422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,8
SAL21424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11
SAL21425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,9,4,0,6,5,13,10,5,0,0,41
SAL21426,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,4,18,23,37,24,11,0,126
SAL21427,0,0,0,0,0,5,15,13,0,30,0,0,0,0,0,0,0,0,0,4,4,6,14,12,14,15,14,13,3,101,37,51,109,94,114,156,128,82,12,781
SAL21428,0,0,0,0,0,3,5,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,7,6,6,0,33,3,3,27,55,46,64,47,31,10,287
SAL21429,0,0,0,0,0,0,3,4,4,17,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,6,5,0,22,3,16,33,43,41,54,90,40,9,339
SAL21430,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,6,7,12,24,35,19,18,0,128
SAL21431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9
SAL21432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL21433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,5,4,5,0,0,13
SAL21435,3,0,0,0,0,0,16,24,4,52,0,0,0,0,0,0,0,0,0,0,4,5,8,6,4,9,8,24,4,66,41,73,138,148,264,266,250,218,56,1449
SAL21436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,3,6,3,3,3,0,0,23
SAL21437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,15,10,5,0,46
SAL21438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,22
SAL21439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,20
SAL21440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,10,0,0,3,0,6,9,9,0,0,30
SAL21441,0,4,4,3,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,12,0,4,24,15,12,13,3,0,0,70
SAL21442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,5,3,5,0,13,16,4,0,0,54
SAL21443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21444,0,0,0,0,0,5,3,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,12,5,0,41,18,30,58,57,117,143,156,82,9,676
SAL21445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21447,0,3,0,3,3,0,16,20,41,91,0,0,0,0,0,0,0,0,0,4,6,8,10,10,19,20,24,25,22,142,42,117,166,261,391,431,440,317,182,2347
SAL21448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3
SAL21449,3,9,4,16,9,30,78,84,55,292,0,0,0,5,0,3,0,3,0,13,25,21,52,58,59,84,105,81,36,516,113,160,398,489,495,773,1052,595,194,4281
SAL21450,0,0,0,4,6,0,5,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,3,0,23,18,18,59,77,112,114,55,26,0,472
SAL21451,0,0,0,0,0,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,0,14,0,4,4,10,21,27,22,12,4,112
SAL21452,11,9,52,88,154,233,631,692,317,2185,0,10,29,62,78,115,156,220,144,811,75,92,252,192,193,123,118,121,49,1223,506,1549,3490,3350,2748,2302,2114,1529,630,18213
SAL21453,0,0,0,0,0,6,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,16,10,9,0,41
SAL21454,0,0,0,3,0,0,3,3,0,19,0,0,0,0,0,0,0,0,0,0,4,4,5,8,11,7,9,0,0,43,12,26,24,37,65,59,60,20,0,308
SAL21455,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,8,9,16,12,21,37,14,13,0,120
SAL21456,0,0,3,0,9,8,21,29,6,71,0,0,0,0,0,0,0,5,0,11,6,10,11,18,16,17,23,16,5,115,60,138,305,335,379,385,339,145,25,2113
SAL21457,0,0,0,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,8,7,6,3,0,0,23,8,0,14,17,30,32,37,14,4,160
SAL21458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,9,3,3,5,6,0,36
SAL21459,3,0,7,7,10,10,27,25,20,109,0,0,0,0,0,0,0,0,0,9,8,7,16,27,23,22,26,7,7,139,58,139,468,311,297,282,226,98,43,1927
SAL21460,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,6,23,14,4,0,72
SAL21461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,0,25
SAL21462,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,8,17,13,3,9,0,63,0,7,47,71,78,50,43,24,4,327
SAL21463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,21
SAL21464,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,11,9,14,14,7,10,0,73
SAL21465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,7,6,12,3,0,4,44
SAL21466,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,3,6,5,15,18,26,6,0,84
SAL21467,3,7,22,32,52,65,130,173,101,589,0,0,3,5,11,14,7,14,14,85,60,45,84,124,118,80,101,93,51,752,560,1297,3074,3313,3201,2973,2136,1079,357,17999
SAL21468,0,0,0,0,9,0,13,4,4,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,7,7,0,36,36,105,86,164,251,189,133,45,21,1019
SAL21469,11,5,21,34,39,66,152,141,90,561,0,3,5,10,13,9,7,15,5,62,31,53,161,133,110,69,83,68,43,755,445,1044,3012,2853,2539,1998,1718,803,291,14704
SAL21470,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,12,3,4,5,12,10,21,17,12,0,89
SAL21471,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,4,0,18,27,23,36,25,12,0,145
SAL21472,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,8,6,11,14,19,12,4,0,66
SAL21473,0,0,3,5,12,10,5,24,7,70,0,0,0,0,0,0,0,0,0,4,11,10,12,12,16,19,13,7,0,94,80,154,347,283,341,318,272,96,20,1912
SAL21474,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,3,21,36,35,51,34,11,0,198
SAL21475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,10,15,16,18,5,0,0,69
SAL21476,0,8,12,24,19,24,41,28,20,186,0,10,19,21,26,26,12,11,3,118,23,57,123,68,54,42,25,11,7,411,88,434,1244,748,487,462,271,118,50,3898
SAL21477,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,20,4,0,0,49,0,0,10,11,17,42,18,3,0,111
SAL21478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,6,5,0,4,3,0,0,0,16
SAL21479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14
SAL21480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
SAL21481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,4,3,0,0,20
SAL21482,0,0,0,0,0,4,0,9,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,11,7,17,35,43,56,62,61,36,4,315
SAL21483,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,4,0,3,0,9,9,12,4,3,43
SAL21484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,13,5,15,16,23,27,28,12,3,0,124
SAL21485,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,3,8,4,6,5,14,9,4,0,58
SAL21486,0,0,0,0,3,9,9,18,5,38,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,3,6,3,40,19,25,46,42,82,90,75,63,10,463
SAL21487,0,0,0,0,4,3,6,8,0,17,0,0,0,0,0,0,0,0,4,6,0,6,6,4,0,9,0,0,0,26,6,11,27,34,31,52,31,11,7,201
SAL21488,0,0,7,0,0,3,0,0,5,17,0,0,0,0,0,0,0,0,0,0,5,3,5,3,6,9,6,4,4,43,22,63,210,231,166,98,78,33,11,922
SAL21489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,0,0,5,9,7,5,9,3,0,39
SAL21490,4,0,8,5,5,28,61,90,67,269,0,0,0,0,0,7,3,4,6,26,19,7,34,32,26,38,50,62,23,295,122,231,556,680,599,754,844,554,217,4562
SAL21491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,15,17,17,32,5,3,106
SAL21492,0,0,0,0,0,0,12,5,4,14,0,0,0,0,0,0,0,0,0,3,4,5,0,3,9,4,4,0,0,33,18,29,52,63,100,85,80,26,9,465
SAL21493,7,4,6,9,18,47,122,156,61,426,0,0,0,0,6,7,3,0,3,28,22,18,47,44,57,43,85,80,27,424,303,698,1630,1630,1671,1644,1518,988,320,10396
SAL21494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,18,7,0,0,47
SAL21496,0,0,0,0,0,10,5,4,0,31,0,0,0,0,0,0,0,0,0,0,0,4,7,12,12,12,6,0,6,62,32,55,128,167,166,181,96,29,7,865
SAL21497,0,0,0,0,0,3,7,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,13,0,0,29,3,12,25,37,44,38,52,12,7,231
SAL21498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,7
SAL21499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SAL21500,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,11,12,14,11,3,5,70
SAL21501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,7,0,0,26,5,5,3,7,10,25,19,6,0,78
SAL21502,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,9,11,11,22,14,10,3,0,86
SAL21503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,6,6,13,8,9,0,0,53
SAL21504,3,7,10,24,41,50,95,174,128,534,0,3,3,16,13,11,7,11,9,68,24,28,90,71,88,85,78,71,29,566,392,1063,2298,2128,2405,2194,1708,1067,425,13680
SAL21505,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,11,10,9,13,14,13,0,72
SAL21506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,6,17,22,38,25,15,0,135
SAL21507,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,5,0,7,21,11,30,26,4,0,115
SAL21508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,4,5,5,14,21,32,14,5,93
SAL21509,0,0,0,0,0,4,3,6,3,23,0,0,0,0,0,0,0,0,0,3,0,0,7,8,9,11,10,0,0,50,8,27,77,70,55,76,79,35,10,433
SAL21510,0,0,0,0,0,4,5,3,0,24,0,0,0,0,0,0,0,0,0,0,3,6,8,0,7,9,4,4,0,37,17,14,49,54,72,75,52,32,4,373
SAL21511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,4
SAL21512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,9,3,0,0,0,26
SAL21513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7
SAL21514,0,0,3,0,5,8,13,10,4,33,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,7,8,6,3,42,11,20,75,49,100,88,103,43,10,506
SAL21515,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,7,11,0,5,0,0,0,29
SAL21516,0,0,0,0,0,5,17,8,3,35,0,0,0,0,0,0,0,0,0,0,3,0,9,9,7,9,8,0,0,43,9,21,43,58,44,94,87,35,9,387
SAL21517,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,0,3,6,5,0,4,34
SAL21518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL21519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,12,16,15,0,0,68
SAL21520,0,0,0,3,4,4,21,13,3,51,0,0,0,0,0,0,0,0,0,8,12,6,8,12,32,30,10,8,4,117,51,97,97,167,218,220,137,52,16,1046
SAL21521,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,15,0,7,6,0,18,8,11,5,0,59
SAL21522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,3,9,8,0,0,34
SAL21523,0,0,0,0,0,3,7,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,13,7,5,0,34,11,15,76,67,92,137,121,40,4,572
SAL21524,0,0,0,3,4,12,26,17,8,69,0,0,0,0,0,0,3,0,0,5,0,5,0,6,13,18,30,23,0,95,11,21,26,31,130,271,324,129,17,967
SAL21525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21526,0,0,0,0,4,3,10,10,11,40,0,0,0,0,0,0,0,0,0,0,4,6,6,3,14,18,12,8,12,79,16,47,76,77,98,138,119,58,26,657
SAL21527,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,3,5,3,16,21,26,19,7,0,104
SAL21528,0,0,0,4,3,6,12,12,3,36,0,0,0,0,0,0,0,0,0,0,3,7,8,6,6,8,6,3,0,42,39,37,54,80,132,137,104,46,11,646
SAL21529,0,0,0,0,0,9,8,4,0,24,0,0,0,0,0,0,0,0,0,0,8,3,8,9,15,12,8,0,0,56,37,54,91,150,177,158,94,39,0,795
SAL21530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,0,21
SAL21531,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,9,13,5,4,38
SAL21532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,5,11,20,28,31,23,14,0,131
SAL21533,0,0,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,16,19,25,50,58,56,45,10,0,275
SAL21534,4,3,19,16,13,34,63,64,21,236,0,0,5,12,19,15,10,0,0,71,14,27,57,44,49,33,37,38,12,315,89,249,501,379,377,381,377,236,89,2693
SAL21535,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,9,5,5,8,0,0,0,4,0,24,31,28,19,19,28,42,26,6,0,198
SAL21536,0,0,0,4,6,0,13,12,3,43,0,0,0,0,0,0,5,0,0,3,3,0,0,7,12,0,10,3,0,46,49,45,122,204,230,203,180,47,13,1085
SAL21537,0,0,0,0,0,0,10,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,5,4,0,24,14,21,37,76,91,90,65,25,4,418
SAL21538,5,0,8,5,6,14,14,30,13,94,0,0,3,0,0,0,0,0,0,9,9,9,27,24,23,27,18,13,5,154,54,125,413,326,245,307,210,106,24,1804
SAL21539,0,0,0,0,0,3,3,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,6,13,5,0,45,6,8,10,25,34,48,44,23,6,202
SAL21540,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,0,21,9,13,14,28,37,43,56,27,3,218
SAL21541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,7,0,0,22,0,3,12,15,21,25,37,18,0,122
SAL21542,0,0,0,0,0,0,0,9,9,21,0,0,0,0,0,0,0,0,0,3,5,4,8,11,18,19,38,12,17,122,18,56,172,108,130,226,271,125,56,1162
SAL21543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SAL21544,0,6,8,4,13,11,26,41,8,121,0,0,5,3,4,3,6,3,0,26,4,12,19,10,16,23,9,11,3,104,69,246,393,300,422,406,190,119,29,2176
SAL21545,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,9,4,0,30
SAL21546,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,0,0,20,3,10,16,27,50,34,34,11,0,182
SAL21547,0,0,0,0,0,4,20,38,47,113,0,0,0,3,6,4,0,5,7,26,5,7,11,17,13,21,8,19,12,117,80,200,378,483,584,513,466,303,150,3152
SAL21548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5
SAL21549,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,15,4,4,0,33
SAL21550,4,0,4,5,0,8,10,14,8,53,0,0,0,0,0,0,0,0,0,6,6,6,10,16,6,9,5,12,0,78,76,212,498,487,309,196,203,121,21,2119
SAL21551,0,0,0,6,7,4,15,20,6,59,0,0,0,0,0,0,0,0,0,0,8,8,12,12,21,21,16,3,0,106,27,75,181,149,169,182,219,103,23,1138
SAL21552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,18
SAL21553,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,8,4,0,23,10,6,21,12,29,53,34,13,4,176
SAL21554,3,9,15,47,51,65,57,55,42,344,0,6,30,40,48,39,33,17,14,234,32,36,64,72,38,31,28,17,19,330,229,694,1249,1440,1278,873,468,220,139,6591
